target_contrast_gene_name,Rest,Stim8hr,Stim48hr
MRPS31,2.0,0.0,326.0
MRPS34,4.0,5.0,244.0
MRPS35,84.0,354.0,823.0
MRPS5,14.0,75.0,232.0
MRPS6,33.0,17.0,473.0
MRPS7,31.0,9.0,359.0
MRPS9,46.0,410.0,272.0
MRRF,30.0,39.0,297.0
MRS2,12.0,9.0,6.0
MRTFA,5.0,4.0,3.0
MRTFB,5.0,27.0,8.0
MRTO4,282.0,,
MS4A1,0.0,0.0,3.0
MS4A6A,0.0,1.0,0.0
MS4A7,0.0,0.0,0.0
MSANTD1,0.0,0.0,0.0
MSANTD2,1.0,1.0,2.0
MSANTD3,7.0,1.0,2.0
MSANTD4,6.0,6.0,20.0
MSC,0.0,1.0,1.0
MSGN1,0.0,0.0,0.0
MSH2,3.0,3.0,3.0
MSH5,8.0,7.0,11.0
MSH6,2.0,3.0,3.0
MSI2,6.0,6.0,23.0
MSL1,0.0,29.0,3.0
MSL2,321.0,86.0,110.0
MSL3,0.0,0.0,2.0
MSMO1,6.0,1.0,1.0
MSN,2.0,2.0,6.0
MSRA,3.0,1.0,1.0
MSRB1,1.0,1.0,1.0
MSRB2,2.0,0.0,1.0
MSS51,0.0,1.0,0.0
MST1,7.0,11.0,13.0
MSTO1,0.0,2.0,0.0
MSX1,1.0,0.0,1.0
MSX2,0.0,0.0,0.0
MT1E,11.0,8.0,13.0
MT1F,3.0,0.0,0.0
MT1G,0.0,0.0,2.0
MT1H,0.0,1.0,0.0
MT1M,0.0,0.0,0.0
MT1X,1.0,1.0,2.0
MT2A,6.0,4.0,1.0
MT3,6.0,5.0,12.0
MTA1,5.0,6.0,6.0
MTA2,1522.0,1729.0,1172.0
MTA3,2.0,1053.0,57.0
MTAP,4.0,5.0,6.0
MTCH1,4.0,9.0,24.0
MTCH2,6.0,2.0,693.0
MTCL3,4.0,21.0,3.0
MTCP1,3.0,2.0,3.0
MTDH,5.0,4.0,4.0
MTERF1,1.0,1.0,1.0
MTERF2,60.0,21.0,32.0
MTERF3,29.0,117.0,440.0
MTERF4,5.0,3.0,3.0
MTF1,212.0,255.0,173.0
MTF2,26.0,29.0,42.0
MTFMT,1.0,1.0,2.0
MTFP1,1.0,3.0,3.0
MTFR1,5.0,5.0,15.0
MTFR1L,3.0,2.0,2.0
MTFR2,0.0,2.0,4.0
MTG1,10.0,8.0,1894.0
MTG2,75.0,2.0,2.0
MTHFD1,44.0,92.0,1188.0
MTHFD1L,9.0,31.0,716.0
MTHFD2,1.0,3.0,798.0
MTHFD2L,2.0,1.0,1.0
MTHFR,4.0,1.0,0.0
MTHFS,1.0,2.0,2.0
MTHFSD,4.0,4.0,1.0
MTIF2,3.0,5.0,311.0
MTIF3,2.0,1.0,1.0
MTM1,8.0,6.0,7.0
MTMR1,2.0,1.0,1.0
MTMR10,213.0,39.0,117.0
MTMR11,0.0,0.0,0.0
MTMR12,1.0,1.0,1.0
MTMR14,4.0,1.0,3.0
MTMR2,1.0,2.0,4.0
MTMR3,218.0,1100.0,23.0
MTMR4,7.0,7.0,3.0
MTMR6,1.0,3.0,2.0
MTMR7,0.0,0.0,1.0
MTMR8,2.0,8.0,6.0
MTMR9,1.0,2.0,4.0
MTNAP1,,4.0,
MTO1,7.0,3.0,6.0
MTOR,,187.0,33.0
MTPAP,4.0,38.0,784.0
MTPN,2.0,4.0,2.0
MTR,1.0,2.0,1.0
MTRES1,1.0,36.0,0.0
MTRF1,1.0,2.0,2.0
MTRF1L,2.0,1.0,8.0
MTRFR,2.0,2.0,3.0
MTRNR2L1,1.0,0.0,2.0
MTRNR2L4,0.0,3.0,3.0
MTRNR2L8,0.0,3.0,2.0
MTRR,32.0,14.0,107.0
MTSS1,2.0,1.0,4.0
MTSS2,0.0,1.0,2.0
MTURN,0.0,0.0,0.0
MTUS1,0.0,3.0,1.0
MTX1,0.0,1.0,34.0
MTX2,4.0,1.0,170.0
MTX3,1.0,1.0,1.0
MUC1,2.0,3.0,1.0
MUC12,5.0,1.0,1.0
MUC13,1.0,0.0,0.0
MUC16,0.0,1.0,2.0
MUC19,0.0,1.0,2.0
MUC2,0.0,0.0,1.0
MUC20,1.0,0.0,3.0
MUC3A,11.0,0.0,0.0
MUC4,13.0,10.0,15.0
MUC5AC,1.0,3.0,0.0
MUC5B,0.0,1.0,0.0
MUCL1,0.0,0.0,0.0
MUL1,3.0,5.0,6.0
MUS81,3.0,32.0,2.0
MUSTN1,0.0,0.0,0.0
MUTYH,2.0,4.0,10.0
MVB12A,1.0,1.0,3.0
MVB12B,574.0,309.0,41.0
MVD,40.0,0.0,12.0
MVP,7.0,6.0,18.0
MX1,5.0,8.0,8.0
MX2,2.0,2.0,
MXD1,4.0,1.0,2.0
MXD3,5.0,1.0,4.0
MXD4,2.0,1.0,1.0
MXI1,1.0,1.0,31.0
MXRA7,2.0,3.0,4.0
MXRA8,3.0,8.0,5.0
MYADM,1.0,0.0,1.0
MYB,1325.0,1025.0,1222.0
MYBL1,2.0,0.0,0.0
MYC,39.0,676.0,41.0
MYCBP,1.0,2.0,2.0
MYCBP2,2.0,2.0,2.0
MYCBPAP,2.0,0.0,1.0
MYCL,0.0,0.0,1.0
MYCN,106.0,443.0,7.0
MYD88,2.0,2.0,3.0
MYDGF,9.0,12.0,6.0
MYEF2,15.0,14.0,2.0
MYF5,0.0,0.0,3.0
MYF6,1.0,0.0,2.0
MYG1,1.0,18.0,1.0
MYH10,1.0,0.0,1.0
MYH11,0.0,2.0,0.0
MYH14,4.0,2.0,32.0
MYH3,2.0,4.0,2.0
MYH9,119.0,57.0,6.0
MYL11,0.0,1.0,0.0
MYL12A,10.0,7.0,12.0
MYL12B,7.0,4.0,8.0
MYL5,19.0,18.0,40.0
MYL6,9.0,1.0,2.0
MYL6B,1.0,1.0,7.0
MYL9,12.0,11.0,12.0
MYLIP,8.0,4.0,9.0
MYLK,1.0,1.0,1.0
MYNN,21.0,2.0,3.0
MYO15A,2.0,1.0,1.0
MYO15B,3.0,1.0,1.0
MYO16,8.0,23.0,8.0
MYO18A,94.0,72.0,17.0
MYO19,2.0,8.0,7.0
MYO1B,0.0,3.0,1.0
MYO1C,2.0,4.0,2.0
MYO1D,0.0,8.0,2.0
MYO1E,1.0,2.0,2.0
MYO1F,3.0,3.0,13.0
MYO1G,1.0,4.0,6.0
MYO3B,,2.0,0.0
MYO5A,1.0,1.0,1.0
MYO6,38.0,6.0,9.0
MYO9A,488.0,365.0,527.0
MYO9B,,,15.0
MYOD1,2.0,6.0,6.0
MYOF,0.0,1.0,1.0
MYOG,0.0,22.0,5.0
MYOM1,1.0,0.0,1.0
MYOM2,0.0,0.0,0.0
MYPOP,0.0,33.0,1.0
MYRF,2.0,3.0,1.0
MYRFL,41.0,3.0,0.0
MYSM1,2.0,38.0,29.0
MYT1,5.0,5.0,2.0
MYT1L,67.0,12.0,2.0
MZB1,1.0,1.0,4.0
MZF1,0.0,0.0,2.0
MZT2A,9.0,9.0,3.0
MZT2B,,0.0,0.0
N4BP1,2.0,5.0,9.0
N4BP2,3.0,2.0,4.0
N4BP2L1,3.0,1.0,1.0
N4BP2L2,8.0,2.0,3.0
N4BP3,2.0,1.0,16.0
N6AMT1,350.0,270.0,511.0
NAA16,1.0,1.0,1.0
NAA20,362.0,563.0,241.0
NAA25,515.0,410.0,149.0
NAA30,1311.0,2085.0,649.0
NAA35,18.0,16.0,9.0
NAA38,5.0,1.0,0.0
NAA40,89.0,135.0,237.0
NAA60,1.0,2.0,1.0
NAA80,9.0,2.0,7.0
NAAA,6.0,1.0,1.0
NAALAD2,0.0,2.0,2.0
NAALADL1,5.0,2.0,11.0
NAB1,2.0,1.0,3.0
NAB2,1.0,302.0,7.0
NABP1,70.0,423.0,11.0
NABP2,5.0,5.0,30.0
NACC1,1.0,8.0,0.0
NACC2,72.0,0.0,2.0
NADK,2.0,4.0,22.0
NADK2,12.0,26.0,91.0
NADSYN1,18.0,33.0,5.0
NAE1,77.0,,105.0
NAF1,150.0,379.0,81.0
NAGA,1.0,2.0,4.0
NAGK,2.0,2.0,10.0
NAGLU,2.0,3.0,1.0
NAGPA,1.0,2.0,2.0
NAIF1,16.0,18.0,20.0
NAMPT,19.0,26.0,14.0
NANOG,0.0,1.0,1.0
NANOGNB,0.0,2.0,1.0
NANOS1,2.0,26.0,0.0
NANP,2.0,17.0,2.0
NANS,2.0,1.0,2.0
NAP1L1,1.0,2.0,2.0
NAP1L2,0.0,0.0,0.0
NAP1L3,0.0,2.0,8.0
NAP1L4,7.0,2.0,1.0
NAP1L5,2.0,1.0,1.0
NAPB,46.0,18.0,30.0
NAPEPLD,4.0,2.0,3.0
NAPG,2.0,1.0,13.0
NAPRT,2.0,2.0,4.0
NAPSA,1.0,4.0,9.0
NARF,3.0,1.0,1.0
NARS1,7.0,1.0,
NARS2,12.0,32.0,171.0
NASP,243.0,124.0,1.0
NAT1,1.0,1.0,1.0
NAT14,0.0,1.0,1.0
NAT9,4.0,3.0,5.0
NATD1,2.0,830.0,32.0
NAV1,0.0,1.0,1.0
NAXD,2.0,2.0,2.0
NAXE,2.0,3.0,5.0
NBAS,,169.0,
NBEA,0.0,0.0,0.0
NBEAL1,1.0,0.0,2.0
NBEAL2,2.0,4.0,5.0
NBL1,3.0,3.0,4.0
NBN,,271.0,
NBPF11,0.0,0.0,1.0
NBPF14,2.0,0.0,0.0
NBPF15,0.0,0.0,1.0
NBPF20,5.0,3.0,4.0
NBPF26,0.0,0.0,0.0
NBPF3,1.0,4.0,3.0
NBPF9,0.0,1.0,0.0
NBR1,2.0,9.0,3.0
NCALD,25.0,3.0,6.0
NCAM1,138.0,8.0,4.0
NCAPD3,9.0,43.0,79.0
NCAPG2,671.0,1697.0,1179.0
NCAPH2,6.0,0.0,26.0
NCBP3,565.0,632.0,205.0
NCDN,11.0,8.0,196.0
NCEH1,3.0,3.0,5.0
NCF1,1.0,0.0,2.0
NCF2,1.0,0.0,1.0
NCF4,4.0,3.0,2.0
NCK1,5.0,2.0,5.0
NCK2,1.0,3.0,2.0
NCKAP1,4.0,13.0,2.0
NCKAP1L,2947.0,1359.0,590.0
NCKAP5L,0.0,1.0,0.0
NCKIPSD,8.0,3.0,2.0
NCLN,13.0,8.0,9.0
NCOA1,8.0,18.0,13.0
NCOA2,1.0,1.0,1.0
NCOA3,3.0,1.0,3.0
NCOA4,4.0,9.0,2.0
NCOA5,8.0,12.0,27.0
NCOA6,97.0,28.0,24.0
NCOA7,4.0,1.0,1.0
NCOR1,1699.0,1924.0,2007.0
NCR3,4.0,82.0,3.0
NCR3LG1,2.0,1.0,3.0
NCS1,0.0,1.0,11.0
NDC1,0.0,0.0,1.0
NDE1,1.0,1.0,1.0
NDEL1,3.0,34.0,49.0
NDFIP1,3.0,4.0,2.0
NDFIP2,2.0,835.0,128.0
NDOR1,48.0,102.0,13.0
NDRG1,55.0,166.0,25.0
NDRG2,0.0,0.0,0.0
NDRG3,1.0,2.0,6.0
NDST1,1.0,2.0,3.0
NDST2,158.0,5.0,1.0
NDUFA10,129.0,1.0,1.0
NDUFA11,4.0,3.0,26.0
NDUFA12,2.0,1.0,2.0
NDUFA13,3.0,2.0,4.0
NDUFA3,1.0,4.0,60.0
NDUFA4,1.0,1.0,9.0
NDUFA5,49.0,1.0,48.0
NDUFA6,3.0,9.0,245.0
NDUFA8,136.0,17.0,1038.0
NDUFA9,4.0,17.0,521.0
NDUFAF1,2.0,1.0,9.0
NDUFAF2,2.0,2.0,2.0
NDUFAF3,6.0,3.0,1923.0
NDUFAF4,3.0,2.0,9.0
NDUFAF5,6.0,72.0,8.0
NDUFAF6,5.0,1.0,63.0
NDUFAF8,1.0,1.0,1.0
NDUFB1,0.0,1.0,2.0
NDUFB10,38.0,9.0,32.0
NDUFB11,65.0,109.0,225.0
NDUFB2,6.0,8.0,178.0
NDUFB3,8.0,1.0,1.0
NDUFB4,24.0,8.0,229.0
NDUFB5,6.0,6.0,9.0
NDUFB6,13.0,3.0,153.0
NDUFB7,14.0,4.0,64.0
NDUFB8,1.0,2.0,10.0
NDUFB9,4.0,11.0,167.0
NDUFC1,7.0,1.0,182.0
NDUFC2,2.0,3.0,5.0
NDUFS1,3.0,5.0,26.0
NDUFS2,12.0,2.0,93.0
NDUFS3,3.0,2.0,21.0
NDUFS4,2.0,3.0,3.0
NDUFS5,2.0,6.0,301.0
NDUFS6,1.0,3.0,3.0
NDUFS7,4.0,14.0,54.0
NDUFS8,91.0,72.0,883.0
NDUFV1,3.0,10.0,45.0
NDUFV2,19.0,15.0,24.0
NDUFV3,2.0,2.0,1.0
NEB,132.0,10.0,66.0
NECAB3,3.0,4.0,2.0
NECAP1,3.0,2.0,1.0
NECAP2,8.0,8.0,11.0
NECTIN1,1.0,2.0,0.0
NECTIN2,2.0,2.0,9.0
NECTIN3,2.0,2.0,4.0
NEDD4,0.0,3.0,
NEDD4L,3.0,3.0,2.0
NEDD9,1.0,0.0,5.0
NEFL,0.0,34.0,0.0
NEFM,0.0,1.0,1.0
NEIL1,9.0,77.0,90.0
NEIL2,1.0,3.0,10.0
NEIL3,1.0,2.0,2.0
NEK1,67.0,1.0,1.0
NEK10,0.0,0.0,0.0
NEK11,2.0,1.0,1.0
NEK2,1.0,1.0,1.0
NEK3,1.0,1.0,62.0
NEK4,8.0,1.0,6.0
NEK6,0.0,0.0,1.0
NEK7,4.0,3.0,7.0
NEK8,2.0,4.0,2.0
NEK9,1.0,1.0,4.0
NELFA,,149.0,
NELFB,,,1.0
NELFCD,595.0,1025.0,79.0
NELFE,22.0,20.0,7.0
NELL2,0.0,1.0,0.0
NEMF,9.0,47.0,43.0
NEMP1,3.0,2.0,4.0
NEMP2,73.0,42.0,11.0
NENF,,,29.0
NEO1,0.0,0.0,0.0
NET1,0.0,3.0,0.0
NETO2,1.0,1.0,2.0
NEU1,1.0,1.0,1.0
NEU3,1.0,1.0,1.0
NEURL1,9.0,4.0,6.0
NEURL4,3.0,5.0,3.0
NEUROD2,122.0,35.0,22.0
NEUROD4,1.0,0.0,2.0
NEUROD6,0.0,1.0,0.0
NEUROG1,0.0,0.0,0.0
NEUROG2,6.0,0.0,0.0
NEUROG3,5.0,0.0,2.0
NEXN,0.0,0.0,0.0
NF1,12.0,1.0,4.0
NF2,3.0,1.0,1.0
NFAM1,2.0,5.0,5.0
NFASC,17.0,12.0,5.0
NFAT5,1624.0,1.0,2.0
NFATC1,0.0,0.0,0.0
NFATC2,2.0,172.0,27.0
NFATC2IP,51.0,30.0,7.0
NFATC3,1.0,1.0,2.0
NFATC4,5.0,14.0,17.0
NFE2,0.0,0.0,1.0
NFE2L1,65.0,61.0,123.0
NFE2L2,25.0,11.0,7.0
NFE2L3,1.0,9.0,6.0
NFE4,0.0,0.0,
NFIA,1.0,1.0,1.0
NFIB,1.0,1.0,0.0
NFIC,0.0,0.0,44.0
NFIX,1.0,39.0,424.0
NFKB1,90.0,205.0,63.0
NFKB2,443.0,1350.0,738.0
NFKBIA,5.0,6.0,4.0
NFKBIB,38.0,2.0,6.0
NFKBID,14.0,159.0,59.0
NFKBIL1,91.0,954.0,33.0
NFKBIZ,5.0,3.0,1.0
NFRKB,3020.0,2892.0,2520.0
NFS1,3.0,0.0,0.0
NFU1,5.0,16.0,282.0
NFX1,2.0,1.0,1.0
NFXL1,1.0,1.0,1.0
NGLY1,1.0,3.0,85.0
NGRN,1.0,3.0,176.0
NHEJ1,2.0,1.0,8.0
NHERF1,8.0,4.0,2.0
NHERF2,2.0,20.0,5.0
NHLH1,1.0,0.0,0.0
NHLH2,0.0,2.0,1.0
NHLRC2,3.0,12.0,44.0
NHLRC3,2.0,4.0,5.0
NIBAN1,1.0,1.0,1.0
NIBAN2,1.0,2.0,1.0
NIBAN3,0.0,1.0,0.0
NICOL1,2.0,3.0,3.0
NID2,0.0,3.0,1.0
NIF3L1,3.0,4.0,3.0
NIN,3.0,4.0,3.0
NINJ1,1.0,2.0,1.0
NINJ2,1.0,1.0,1.0
NIP7,2.0,79.0,1.0
NIPA1,1.0,1.0,3.0
NIPA2,3.0,3.0,8.0
NIPAL1,1.0,3.0,2.0
NIPAL2,1.0,0.0,0.0
NIPAL3,2.0,3.0,4.0
NIPAL4,51.0,49.0,7.0
NIPBL,358.0,317.0,584.0
NIPSNAP1,2.0,4.0,11.0
NIPSNAP2,2.0,3.0,2.0
NIPSNAP3A,1.0,57.0,1.0
NISCH,2.0,1.0,3.0
NIT1,3.0,8.0,2.0
NIT2,1.0,3.0,6.0
NKAPD1,529.0,605.0,819.0
NKD1,0.0,0.0,1.0
NKD2,5.0,9.0,9.0
NKG7,2.0,5.0,4.0
NKIRAS1,7.0,,
NKIRAS2,1.0,3.0,6.0
NKRF,1.0,4.0,7.0
NKTR,36.0,37.0,16.0
NKX1-1,1.0,4.0,8.0
NKX1-2,1.0,3.0,1.0
NKX2-1,0.0,0.0,0.0
NKX2-2,218.0,43.0,103.0
NKX2-3,0.0,0.0,268.0
NKX2-4,0.0,0.0,0.0
NKX2-5,0.0,3.0,0.0
NKX2-6,0.0,3.0,0.0
NKX2-8,198.0,3.0,0.0
NKX3-1,1.0,0.0,1.0
NKX3-2,0.0,5.0,2.0
NKX6-1,3.0,0.0,0.0
NKX6-2,0.0,0.0,0.0
NKX6-3,134.0,3.0,2.0
NLGN2,48.0,1.0,60.0
NLGN3,1.0,1.0,0.0
NLK,3.0,1.0,2.0
NLN,8.0,2.0,25.0
NLRC5,17.0,9.0,8.0
NLRP1,3.0,5.0,1.0
NLRP2,7.0,1.0,1.0
NLRP3,6.0,1.0,2.0
NLRP6,0.0,0.0,2.0
NLRX1,489.0,15.0,25.0
NMB,2.0,1.0,3.0
NME1,2.0,2.0,2.0
NME3,2.0,2.0,5.0
NME4,8.0,6.0,8.0
NME6,3.0,4.0,1.0
NME7,3.0,2.0,3.0
NME9,0.0,1.0,0.0
NMI,6.0,10.0,1.0
NMNAT3,24.0,12.0,2.0
NMRAL1,254.0,6.0,4.0
NMRK1,4.0,4.0,4.0
NMT1,82.0,1.0,33.0
NMT2,45.0,130.0,19.0
NMUR1,8.0,14.0,6.0
NNAT,21.0,8.0,0.0
NNMT,0.0,3.0,1.0
NNT,2.0,5.0,9.0
NOA1,2.0,2.0,88.0
NOBOX,3.0,2.0,1.0
NOC2L,,194.0,
NOCT,1.0,1.0,1.0
NOD1,1.0,3.0,3.0
NOD2,1.0,4.0,0.0
NOG,5.0,2.0,1.0
NOL12,15.0,3.0,29.0
NOL3,18.0,1.0,4.0
NOL4L,2.0,5.0,6.0
NOL7,10.0,110.0,16.0
NOLC1,,1.0,0.0
NOM1,,12.0,
NOMO1,7.0,5.0,9.0
NOMO2,58.0,4.0,3.0
NONO,16.0,56.0,14.0
NOP14,,16.0,
NOP53,48.0,177.0,19.0
NOP9,7.0,22.0,0.0
NOS1,0.0,5.0,3.0
NOS3,0.0,0.0,1.0
NOSIP,3.0,1.0,2.0
NOTCH1,3.0,1.0,5.0
NOTCH2,1.0,2.0,1.0
NOTCH2NLA,1.0,4.0,2.0
NOTO,0.0,1.0,2.0
NOXA1,0.0,2.0,1.0
NPAS1,0.0,20.0,12.0
NPAS2,81.0,3.0,76.0
NPAS3,0.0,0.0,0.0
NPAS4,0.0,0.0,0.0
NPAT,,588.0,153.0
NPC1,43.0,4.0,7.0
NPC2,86.0,440.0,2420.0
NPDC1,1.0,3.0,19.0
NPEPL1,4.0,4.0,8.0
NPEPPS,97.0,5.0,2.0
NPHP3,2.0,1.0,4.0
NPHP4,76.0,177.0,6.0
NPIPA1,1.0,0.0,0.0
NPIPA5,0.0,1.0,5.0
NPIPA7,34.0,26.0,13.0
NPIPA8,0.0,0.0,1.0
NPIPB3,2.0,38.0,10.0
NPIPB4,0.0,0.0,0.0
NPIPB5,1.0,0.0,1.0
NPL,1.0,0.0,0.0
NPLOC4,0.0,1.0,1.0
NPM1,34.0,20.0,0.0
NPM3,2.0,8.0,3.0
NPR2,2.0,0.0,1.0
NPRL2,9.0,5.0,6.0
NPRL3,55.0,4.0,1.0
NPTN,9.0,7.0,8.0
NPTX1,1.0,2.0,1.0
NPTXR,3.0,2.0,6.0
NQO1,4.0,1.0,3.0
NQO2,2.0,2.0,4.0
NR0B1,1.0,1.0,1.0
NR1D1,0.0,1.0,1.0
NR1D2,1.0,5.0,1.0
NR1H2,4.0,3.0,3.0
NR1H3,0.0,0.0,0.0
NR1H4,1.0,1.0,0.0
NR1I2,0.0,0.0,1.0
NR1I3,2.0,1.0,0.0
NR2C1,7.0,2.0,5.0
NR2C2,285.0,263.0,213.0
NR2C2AP,12.0,105.0,121.0
NR2E1,403.0,6.0,4.0
NR2E3,0.0,0.0,0.0
NR2F1,1.0,1.0,2.0
NR2F2,0.0,3.0,1.0
NR2F6,15.0,5.0,3.0
NR3C1,3.0,1.0,3.0
NR3C2,2.0,0.0,0.0
NR4A1,30.0,2.0,3.0
NR4A2,0.0,1.0,0.0
NR4A3,0.0,32.0,396.0
NR5A1,0.0,0.0,2.0
NR5A2,2.0,0.0,1.0
NR6A1,0.0,1.0,0.0
NRARP,1.0,2.0,3.0
NRAS,226.0,375.0,147.0
NRBF2,4.0,3.0,1.0
NRBP1,385.0,628.0,751.0
NRBP2,0.0,0.0,0.0
NRCAM,0.0,0.0,0.0
NRDC,2.0,2.0,2.0
NREP,7.0,1.0,1.0
NRG2,271.0,132.0,42.0
NRG4,1.0,1.0,1.0
NRGN,0.0,0.0,1.0
NRIP1,0.0,0.0,0.0
NRIP2,9.0,11.0,22.0
NRIP3,0.0,0.0,0.0
NRM,1.0,4.0,1.0
NRN1,0.0,1.0,0.0
NRP2,0.0,1.0,3.0
NRROS,1.0,2.0,1.0
NSD1,1767.0,1994.0,2175.0
NSD2,178.0,182.0,82.0
NSD3,1.0,1.0,1.0
NSDHL,6.0,5.0,2.0
NSFL1C,8.0,7.0,8.0
NSG1,7.0,39.0,24.0
NSL1,,10.0,4.0
NSMAF,1.0,2.0,2.0
NSMCE2,7.0,23.0,28.0
NSMF,3.0,2.0,3.0
NSUN2,38.0,76.0,71.0
NSUN3,3.0,3.0,2.0
NSUN4,37.0,109.0,1026.0
NSUN5,3.0,4.0,2.0
NSUN6,4.0,3.0,322.0
NT5C,2.0,4.0,6.0
NT5C2,3.0,4.0,4.0
NT5C3B,1.0,1.0,1.0
NT5DC1,1.0,1.0,3.0
NT5DC2,1.0,1.0,1.0
NT5DC3,5.0,2.0,2.0
NT5E,1.0,1.0,1.0
NT5M,0.0,0.0,1.0
NTAN1,1.0,1.0,1.0
NTAQ1,1.0,2.0,2.0
NTHL1,8.0,28.0,
NTMT1,1.0,1.0,1.0
NTN4,4.0,4.0,1.0
NTN5,3.0,0.0,32.0
NTNG2,0.0,0.0,1.0
NTPCR,15.0,2.0,3.0
NTRK1,4.0,2.0,5.0
NTRK2,0.0,2.0,3.0
NTRK3,0.0,1.0,0.0
NUAK1,1.0,1.0,0.0
NUAK2,1.0,2.0,1.0
NUB1,3.0,2.0,3.0
NUBP2,0.0,1.0,0.0
NUBPL,1.0,4.0,367.0
NUCB2,4.0,3.0,4.0
NUCKS1,4.0,6.0,3.0
NUDCD1,311.0,1219.0,2136.0
NUDCD2,3.0,14.0,2.0
NUDCD3,41.0,562.0,
NUDT1,16.0,5.0,3.0
NUDT11,1.0,2.0,3.0
NUDT12,0.0,12.0,1.0
NUDT13,18.0,2.0,4.0
NUDT14,4.0,6.0,0.0
NUDT15,1.0,12.0,1.0
NUDT16,10.0,28.0,21.0
NUDT16L1,3.0,1.0,6.0
NUDT17,3.0,3.0,0.0
NUDT18,0.0,0.0,0.0
NUDT19,151.0,32.0,37.0
NUDT2,2.0,3.0,1.0
NUDT22,14.0,9.0,38.0
NUDT3,4.0,8.0,4.0
NUDT4,1.0,0.0,3.0
NUDT5,71.0,118.0,6.0
NUDT6,1.0,1.0,1.0
NUDT7,4.0,5.0,4.0
NUDT8,1.0,1.0,1.0
NUDT9,1.0,2.0,1.0
NUFIP1,31.0,54.0,
NUFIP2,55.0,3.0,2.0
NUGGC,0.0,1.0,0.0
NUMA1,4.0,10.0,25.0
NUMB,8.0,12.0,10.0
NUMBL,0.0,0.0,1.0
NUP133,,7.0,41.0
NUP188,603.0,100.0,612.0
NUP210,2.0,5.0,1.0
NUP35,1.0,2.0,35.0
NUP37,3.0,3.0,102.0
NUP42,18.0,11.0,90.0
NUP50,2.0,0.0,2.0
NUP62CL,1.0,1.0,0.0
NUPR1,0.0,0.0,2.0
NUS1,5.0,7.0,9.0
NUSAP1,2.0,10.0,38.0
NXPE3,2.0,1.0,1.0
NXT1,6.0,5.0,102.0
NXT2,1.0,1.0,1.0
OAF,150.0,0.0,3.0
OARD1,4.0,3.0,5.0
OAS1,2.0,3.0,3.0
OAS2,2.0,3.0,2.0
OAS3,2.0,4.0,3.0
OASL,1.0,1.0,1.0
OAT,2.0,1.0,3.0
OAZ1,2.0,8.0,5.0
OAZ2,3.0,2.0,3.0
OAZ3,0.0,0.0,215.0
OBI1,1.0,1.0,1.0
OBSCN,2.0,3.0,3.0
OCEL1,2.0,3.0,3.0
OCIAD1,1.0,2.0,1.0
OCIAD2,5.0,91.0,103.0
OCLM,0.0,0.0,6.0
OCM,2.0,1.0,1.0
ODC1,1.0,34.0,13.0
ODF2,1.0,1.0,1.0
ODF2L,1.0,1.0,2.0
ODR4,7.0,27.0,2.0
OFD1,1.0,2.0,1.0
OGA,39.0,50.0,6.0
OGDH,2.0,5.0,1.0
OGFOD2,1.0,2.0,2.0
OGFR,4.0,2.0,1.0
OGFRL1,1.0,2.0,3.0
OGG1,2.0,1.0,1.0
OGT,14.0,94.0,0.0
OIP5,,18.0,6.0
OLA1,1.0,1.0,
OLAH,0.0,0.0,2.0
OLFM4,0.0,0.0,0.0
OLIG1,1.0,2.0,1.0
OLIG2,10.0,5.0,1.0
OLIG3,3.0,5.0,6.0
OMA1,2.0,2.0,1.0
ONECUT1,1.0,0.0,0.0
ONECUT2,0.0,0.0,0.0
ONECUT3,0.0,0.0,0.0
OPA1,25.0,14.0,3.0
OPA3,1.0,2.0,2.0
OPN1SW,2.0,1.0,3.0
OPN3,5.0,11.0,4.0
OPRL1,3.0,12.0,5.0
OPRM1,4.0,48.0,3.0
OPTN,1.0,1.0,3.0
OR4D1,8.0,3.0,0.0
ORAI1,3.0,1250.0,77.0
ORAI2,1.0,43.0,15.0
ORAI3,1.0,1.0,2.0
ORC4,20.0,47.0,109.0
ORC5,,,4.0
ORC6,,,79.0
ORM2,0.0,0.0,0.0
ORMDL1,4.0,2.0,4.0
ORMDL2,372.0,1.0,1.0
ORMDL3,1.0,0.0,0.0
OS9,31.0,6.0,6.0
OSBP2,0.0,14.0,0.0
OSBPL10,0.0,0.0,2.0
OSBPL11,2.0,2.0,2.0
OSBPL1A,1.0,1.0,2.0
OSBPL2,0.0,1.0,4.0
OSBPL3,1.0,1.0,7.0
OSBPL5,0.0,0.0,5.0
OSBPL7,0.0,0.0,0.0
OSBPL8,1.0,1.0,1.0
OSBPL9,0.0,4.0,2.0
OSCAR,4.0,1.0,3.0
OSER1,1.0,1.0,1.0
OSGEP,58.0,39.0,7.0
OSGEPL1,0.0,2.0,1.0
OSGIN2,1.0,1.0,1.0
OSM,3.0,2.0,1.0
OSMR,1.0,0.0,0.0
OSR1,303.0,1.0,132.0
OSR2,3.0,0.0,0.0
OST4,10.0,98.0,115.0
OSTC,1.0,10.0,1.0
OSTF1,15.0,32.0,3.0
OSTM1,2.0,3.0,2.0
OTOF,0.0,0.0,0.0
OTOG,0.0,0.0,0.0
OTP,1.0,0.0,0.0
OTUB1,305.0,293.0,120.0
OTUB2,0.0,2.0,1.0
OTUD1,1110.0,321.0,11.0
OTUD3,2.0,1.0,1.0
