target_contrast_gene_name,Rest,Stim8hr,Stim48hr
DEPTOR,0.0,1.0,0.0
DERA,1.0,1.0,2.0
DERL1,1.0,1.0,6.0
DERL3,7.0,0.0,3.0
DESI1,128.0,4.0,2.0
DESI2,3.0,3.0,4.0
DET1,196.0,154.0,41.0
DEXI,3.0,2.0,6.0
DFFA,1.0,1.0,4.0
DFFB,3.0,8.0,1.0
DGAT1,4.0,6.0,3.0
DGCR2,1.0,1.0,1.0
DGCR6,0.0,0.0,1.0
DGCR6L,5.0,9.0,4.0
DGKA,2.0,1.0,1.0
DGKD,1.0,3.0,2.0
DGKE,2.0,2.0,3.0
DGKH,1.0,8.0,441.0
DGKI,0.0,0.0,1.0
DGKQ,1.0,1.0,2.0
DGKZ,28.0,128.0,94.0
DGLUCY,9.0,1.0,2.0
DGUOK,2.0,2.0,2.0
DHCR24,8.0,1.0,3.0
DHCR7,7.0,6.0,4.0
DHFR2,3.0,3.0,2.0
DHODH,139.0,633.0,
DHPS,532.0,374.0,337.0
DHRS1,3.0,4.0,20.0
DHRS11,0.0,2.0,1.0
DHRS12,2.0,0.0,5.0
DHRS13,3.0,2.0,1.0
DHRS2,1.0,0.0,0.0
DHRS3,1.0,6.0,4.0
DHRS4,0.0,1.0,0.0
DHRS4L2,0.0,0.0,16.0
DHRS7,41.0,178.0,29.0
DHRS7B,1.0,3.0,1.0
DHTKD1,2.0,1.0,2.0
DHX30,5.0,26.0,277.0
DHX32,1.0,1.0,4.0
DHX33,43.0,,
DHX34,20.0,8.0,13.0
DHX35,26.0,18.0,2.0
DHX36,2327.0,1809.0,2299.0
DHX38,1.0,0.0,0.0
DHX40,13.0,29.0,48.0
DHX57,1.0,3.0,22.0
DHX58,4.0,5.0,4.0
DHX9,141.0,67.0,188.0
DIABLO,0.0,2.0,0.0
DIAPH1,2.0,25.0,11.0
DIAPH2,2.0,1.0,1.0
DIAPH3,5.0,3.0,1.0
DIDO1,5.0,8.0,2.0
DIP2A,1.0,1.0,4.0
DIP2B,2.0,2.0,2.0
DIP2C,1.0,5.0,1.0
DIPK1A,1.0,142.0,1.0
DIPK1B,0.0,3.0,0.0
DIPK2A,,2.0,1.0
DIS3,245.0,387.0,193.0
DIS3L,20.0,270.0,27.0
DIS3L2,474.0,581.0,18.0
DISC1,0.0,3.0,4.0
DISP1,,,4.0
DIXDC1,1.0,1.0,1.0
DKK3,0.0,0.0,0.0
DLAT,3.0,1.0,1116.0
DLD,41.0,106.0,1.0
DLEC1,1.0,0.0,0.0
DLG1,1.0,1.0,1.0
DLG3,44.0,2.0,1.0
DLG4,1286.0,41.0,29.0
DLG5,0.0,1.0,0.0
DLGAP4,1.0,1.0,1.0
DLGAP5,2.0,2.0,2.0
DLK2,0.0,0.0,0.0
DLL1,0.0,1.0,0.0
DLX1,9.0,19.0,1.0
DLX2,1.0,10.0,6.0
DLX3,3.0,3.0,0.0
DLX4,1.0,10.0,11.0
DLX5,9.0,11.0,14.0
DLX6,0.0,1.0,0.0
DMAC1,1.0,15.0,143.0
DMAC2,2.0,15.0,18.0
DMAC2L,4.0,21.0,5.0
DMBT1,0.0,0.0,0.0
DMBX1,0.0,2.0,0.0
DMC1,1.0,1.0,1.0
DMD,5.0,9.0,48.0
DMGDH,13.0,3.0,1.0
DMRT1,1.0,0.0,3.0
DMRT2,3.0,2.0,4.0
DMRT3,1.0,0.0,0.0
DMRTA1,5.0,2.0,4.0
DMRTA2,182.0,73.0,83.0
DMRTB1,5.0,6.0,7.0
DMRTC2,58.0,7.0,0.0
DMTF1,4.0,5.0,4.0
DMTN,4.0,2.0,3.0
DMWD,10.0,5.0,6.0
DMXL1,1.0,14.0,51.0
DMXL2,5.0,2.0,2.0
DNAAF10,115.0,45.0,8.0
DNAAF2,66.0,201.0,116.0
DNAAF5,2.0,10.0,145.0
DNAAF9,0.0,2.0,2.0
DNAH10,0.0,0.0,0.0
DNAH17,0.0,0.0,4.0
DNAH2,0.0,0.0,1.0
DNAH3,853.0,491.0,0.0
DNAH6,1.0,3.0,1.0
DNAH9,1.0,0.0,0.0
DNAI2,2.0,0.0,0.0
DNAJA1,3.0,2.0,5.0
DNAJA2,2.0,2.0,2.0
DNAJA3,115.0,66.0,
DNAJA4,6.0,3.0,5.0
DNAJB1,4.0,4.0,7.0
DNAJB11,145.0,6.0,97.0
DNAJB12,2.0,1.0,1.0
DNAJB13,0.0,3.0,0.0
DNAJB14,6.0,6.0,2.0
DNAJB2,4.0,2.0,2.0
DNAJB4,0.0,0.0,1.0
DNAJB5,0.0,1.0,0.0
DNAJB6,2.0,1.0,3.0
DNAJB9,209.0,118.0,249.0
DNAJC1,1.0,3.0,2.0
DNAJC10,2.0,3.0,2.0
DNAJC12,0.0,0.0,2.0
DNAJC13,2.0,2.0,2.0
DNAJC14,3.0,3.0,5.0
DNAJC15,1.0,2.0,2.0
DNAJC16,5.0,15.0,5.0
DNAJC18,4.0,3.0,2.0
DNAJC19,6.0,9.0,7.0
DNAJC2,779.0,762.0,38.0
DNAJC21,22.0,133.0,5.0
DNAJC24,211.0,442.0,464.0
DNAJC25-GNG10,1.0,0.0,2.0
DNAJC27,2.0,2.0,2.0
DNAJC3,69.0,59.0,128.0
DNAJC30,2.0,10.0,26.0
DNAJC4,104.0,2.0,2.0
DNAJC5,3.0,3.0,2.0
DNAJC6,0.0,0.0,0.0
DNAJC7,3.0,2.0,1.0
DNAJC8,256.0,1173.0,1818.0
DNAJC9,2.0,4.0,3.0
DNAL1,4.0,1.0,3.0
DNAL4,7.0,4.0,7.0
DNASE1,0.0,0.0,0.0
DNASE1L1,1.0,0.0,4.0
DNASE2,6.0,2.0,5.0
DNHD1,1.0,7.0,3.0
DNLZ,5.0,2.0,2.0
DNM1L,1.0,2.0,1.0
DNM3,0.0,0.0,1.0
DNMBP,0.0,0.0,0.0
DNMT3A,32.0,2.0,2.0
DNMT3B,0.0,0.0,1.0
DNPEP,4.0,4.0,1.0
DNPH1,3.0,1.0,1.0
DNTTIP1,237.0,2725.0,1904.0
DOCK10,4.0,1.0,6.0
DOCK11,1.0,1.0,2.0
DOCK2,1180.0,328.0,664.0
DOCK3,0.0,2.0,2.0
DOCK5,0.0,2.0,2.0
DOCK6,0.0,0.0,1.0
DOCK7,0.0,0.0,1.0
DOCK8,2.0,0.0,3.0
DOCK9,0.0,1.0,0.0
DOHH,339.0,1563.0,1052.0
DOK1,3.0,3.0,3.0
DOK2,2.0,2.0,5.0
DOK3,0.0,0.0,0.0
DOK4,2.0,3.0,4.0
DOK5,0.0,0.0,1.0
DOK6,0.0,0.0,1.0
DOLK,7.0,24.0,7.0
DOLPP1,580.0,2718.0,1506.0
DOP1A,228.0,169.0,550.0
DOP1B,989.0,611.0,3241.0
DOT1L,123.0,176.0,436.0
DPCD,1.0,2.0,2.0
DPEP2,1.0,0.0,0.0
DPF1,27.0,99.0,7.0
DPF2,0.0,1.0,16.0
DPF3,1.0,4.0,2.0
DPH1,91.0,509.0,143.0
DPH2,54.0,19.0,171.0
DPH3,4.0,2.0,1.0
DPH5,484.0,684.0,1254.0
DPH6,32.0,157.0,718.0
DPH7,15.0,36.0,9.0
DPM1,229.0,265.0,6.0
DPM2,1.0,58.0,2.0
DPM3,4.0,6.0,2.0
DPP3,1.0,1.0,0.0
DPP4,1.0,1.0,2.0
DPP7,,,3.0
DPP8,4.0,2.0,2.0
DPP9,1.0,0.0,0.0
DPRX,0.0,0.0,0.0
DPY19L1,5.0,1.0,10.0
DPY19L3,14.0,35.0,74.0
DPY19L4,10.0,5.0,6.0
DPYD,1.0,1.0,1.0
DPYSL2,1.0,1.0,1.0
DPYSL4,1.0,1.0,1.0
DR1,103.0,435.0,595.0
DRAM1,7.0,13.0,1.0
DRAM2,12.0,18.0,13.0
DRAP1,160.0,453.0,181.0
DRC3,1.0,5.0,5.0
DRG1,5.0,3.0,1.0
DRG2,1.0,3.0,3.0
DRGX,0.0,0.0,0.0
DRICH1,0.0,1.0,1.0
DSC1,2.0,1.0,2.0
DSC2,7.0,3.0,3.0
DSCC1,13.0,23.0,20.0
DSE,10.0,0.0,0.0
DSEL,5.0,18.0,245.0
DSP,0.0,0.0,0.0
DST,0.0,0.0,0.0
DSTN,1.0,1.0,1.0
DSTYK,3.0,4.0,5.0
DTD1,1.0,3.0,1.0
DTD2,3.0,1.0,2.0
DTHD1,0.0,1.0,2.0
DTNB,5.0,16.0,16.0
DTNBP1,2.0,3.0,1.0
DTWD1,38.0,38.0,173.0
DTWD2,0.0,3.0,1.0
DTX1,0.0,0.0,0.0
DTX3,1.0,3.0,
DTX3L,3.0,2.0,3.0
DTX4,77.0,187.0,1.0
DTYMK,9.0,1.0,2.0
DUS1L,2.0,1.0,1.0
DUS2,2.0,2.0,4.0
DUS3L,1.0,2.0,2.0
DUS4L,4.0,6.0,7.0
DUSP1,2.0,2.0,5.0
DUSP10,2.0,3.0,1.0
DUSP11,1.0,1.0,5.0
DUSP12,1239.0,972.0,276.0
DUSP14,2.0,1.0,2.0
DUSP16,4.0,6.0,3.0
DUSP18,2.0,5.0,6.0
DUSP19,0.0,1.0,1.0
DUSP2,1.0,12.0,6.0
DUSP22,1.0,1.0,2.0
DUSP23,2.0,3.0,15.0
DUSP28,2.0,,
DUSP3,0.0,6.0,2.0
DUSP4,2.0,56.0,1.0
DUSP5,1.0,5.0,2.0
DUSP6,2.0,3.0,2.0
DUSP7,0.0,0.0,0.0
DUSP8,2.0,3.0,2.0
DUX4,1.0,0.0,0.0
DUXA,0.0,0.0,0.0
DVL1,125.0,3.0,2.0
DVL2,1.0,1.0,3.0
DVL3,5.0,8.0,3.0
DXO,2.0,9.0,2.0
DYM,1.0,1.0,2.0
DYNC1LI1,1.0,1.0,1.0
DYNC1LI2,1.0,1.0,1.0
DYNC2H1,870.0,0.0,1.0
DYNC2I1,1.0,8.0,2.0
DYNC2I2,2.0,4.0,2.0
DYNC2LI1,2.0,1.0,1.0
DYNLL1,5.0,33.0,15.0
DYNLL2,4.0,28.0,6.0
DYNLT1,2.0,2.0,2.0
DYNLT2,2.0,3.0,3.0
DYNLT2B,189.0,1.0,1.0
DYNLT3,1.0,2.0,3.0
DYNLT4,1.0,2.0,2.0
DYRK1A,1.0,1.0,1.0
DYRK1B,4.0,4.0,2.0
DYRK2,2.0,1.0,5.0
DYRK3,2.0,21.0,4.0
DYRK4,1.0,1.0,5.0
DYSF,0.0,0.0,0.0
DZANK1,18.0,5.0,3.0
DZIP1,7.0,137.0,38.0
DZIP3,2.0,6.0,3.0
E2F1,198.0,87.0,390.0
E2F2,0.0,0.0,0.0
E2F3,7.0,22.0,12.0
E2F4,1.0,1.0,103.0
E2F5,1.0,3.0,2.0
E2F6,6.0,8.0,20.0
E2F7,6.0,1.0,2.0
E2F8,2.0,4.0,21.0
E4F1,108.0,182.0,
EAF1,3.0,2.0,7.0
EAF2,2.0,2.0,3.0
EAPP,,50.0,47.0
EARS2,50.0,277.0,408.0
EBAG9,,5.0,
EBF1,0.0,0.0,0.0
EBF2,0.0,0.0,2.0
EBF3,205.0,847.0,257.0
EBF4,0.0,0.0,0.0
EBI3,3.0,4.0,4.0
EBP,3.0,3.0,3.0
EBPL,2.0,1.0,2.0
ECE1,0.0,2.0,1.0
ECE2,1.0,1.0,1.0
ECH1,1.0,1.0,1.0
ECHDC1,1.0,1.0,1.0
ECHDC2,2.0,2.0,2.0
ECHS1,269.0,363.0,129.0
ECI1,1.0,1.0,2.0
ECI2,2.0,78.0,1.0
ECPAS,2.0,2.0,4.0
ECRG4,0.0,11.0,24.0
ECSIT,11.0,26.0,694.0
EDA,0.0,0.0,0.0
EDAR,0.0,3.0,1.0
EDARADD,0.0,1.0,1.0
EDC3,914.0,778.0,132.0
EDC4,12.0,24.0,29.0
EDEM1,5.0,6.0,5.0
EDEM2,9.0,3.0,6.0
EDEM3,1.0,1.0,1.0
EDF1,9.0,11.0,64.0
EDN1,2.0,1.0,6.0
EDN3,0.0,1.0,3.0
EDRF1,141.0,66.0,26.0
EEA1,1.0,3.0,4.0
EED,2.0,3.0,4.0
EEF1A1,0.0,0.0,4.0
EEF1AKMT1,1.0,1.0,2.0
EEF1AKMT2,2.0,1.0,2.0
EEF1AKMT3,2.0,2.0,0.0
EEF1B2,4.0,2.0,54.0
EEF1D,0.0,2.0,0.0
EEF1E1,27.0,31.0,4.0
EEF1G,,39.0,4.0
EEF2K,9.0,2.0,7.0
EEF2KMT,1.0,1.0,3.0
EEFSEC,11.0,9.0,2.0
EEIG1,2.0,1.0,2.0
EEIG2,13.0,9.0,24.0
EEPD1,0.0,5.0,5.0
EFCAB11,3.0,3.0,3.0
EFCAB13,0.0,0.0,0.0
EFCAB14,2.0,1.0,1.0
EFCAB2,3.0,2.0,2.0
EFCAB7,3.0,3.0,4.0
EFEMP2,1.0,1.0,1.0
EFHC1,382.0,1.0,0.0
EFHC2,1.0,1.0,2.0
EFHD1,1.0,2.0,1.0
EFHD2,50.0,41.0,63.0
EFNA1,0.0,0.0,2.0
EFNA4,0.0,0.0,0.0
EFNB1,2.0,1.0,5.0
EFNB2,1.0,3.0,4.0
EFR3A,1183.0,2030.0,13.0
EGF,3.0,1.0,4.0
EGFL6,0.0,1.0,1.0
EGFL7,4.0,5.0,0.0
EGFL8,,0.0,4.0
EGLN1,1.0,108.0,13.0
EGLN2,3.0,2.0,1.0
EGLN3,1.0,0.0,3.0
EGR1,2.0,7.0,3.0
EGR2,0.0,855.0,254.0
EGR3,11.0,102.0,2.0
EGR4,1.0,1.0,0.0
EHBP1,4.0,56.0,15.0
EHBP1L1,5.0,9.0,7.0
EHD1,1.0,4.0,5.0
EHD3,0.0,0.0,2.0
EHD4,1.0,2.0,2.0
EHF,1.0,0.0,0.0
EHMT1,469.0,395.0,458.0
EHMT2,1429.0,1178.0,1007.0
EI24,119.0,48.0,38.0
EID1,1.0,1.0,6.0
EID2,96.0,95.0,94.0
EID2B,2.0,12.0,2.0
EID3,0.0,1.0,0.0
EIF1,343.0,732.0,505.0
EIF1AD,5.0,8.0,12.0
EIF1AX,1289.0,2577.0,47.0
EIF1AY,5.0,1.0,1.0
EIF1B,5.0,4.0,75.0
EIF2A,5.0,2.0,3.0
EIF2AK1,1.0,1.0,123.0
EIF2AK2,3.0,5.0,4.0
EIF2AK3,3.0,1.0,3.0
EIF2AK4,25.0,39.0,40.0
EIF2B1,,144.0,
EIF2B4,,13.0,
EIF2D,1.0,1.0,1.0
EIF2S3,1.0,0.0,0.0
EIF3G,,,3.0
EIF3H,878.0,585.0,187.0
EIF3J,430.0,235.0,253.0
EIF3K,79.0,353.0,289.0
EIF3L,142.0,198.0,206.0
EIF4A1,179.0,228.0,539.0
EIF4A2,59.0,139.0,
EIF4B,103.0,54.0,90.0
EIF4E,25.0,52.0,62.0
EIF4E2,1.0,3.0,35.0
EIF4E3,1.0,1.0,3.0
EIF4EBP1,2.0,2.0,1.0
EIF4EBP2,1.0,3.0,1.0
EIF4EBP3,0.0,4.0,0.0
EIF4ENIF1,3.0,3.0,1.0
EIF4G1,752.0,1679.0,
EIF4G2,2014.0,2530.0,1830.0
EIF4G3,3.0,1.0,1.0
EIF4H,94.0,225.0,25.0
EIF5,2.0,4.0,4.0
EIF5A,501.0,725.0,
EIF5A2,3.0,2.0,2.0
EIPR1,273.0,244.0,44.0
ELAC1,1.0,7.0,2.0
ELAC2,84.0,413.0,
ELAPOR1,5.0,2.0,2.0
ELAPOR2,,1.0,0.0
ELAVL1,2164.0,2170.0,2008.0
ELF1,,0.0,0.0
ELF2,0.0,0.0,0.0
ELF3,0.0,1.0,2.0
ELF4,86.0,67.0,12.0
ELF5,0.0,0.0,1.0
ELK1,8.0,30.0,6.0
ELK3,1.0,2.0,1.0
ELK4,2.0,3.0,1.0
ELL,1.0,14.0,1.0
ELL2,5.0,1.0,3.0
ELMO1,1.0,0.0,5.0
ELMO2,1.0,9.0,4.0
ELMOD2,1.0,1.0,1.0
ELMOD3,20.0,0.0,72.0
ELOA,4.0,5.0,15.0
ELOB,1491.0,3052.0,2340.0
ELOC,64.0,263.0,6.0
ELOF1,3300.0,4213.0,4258.0
ELOVL1,2.0,5.0,5.0
ELOVL4,1.0,1.0,1.0
ELOVL5,2.0,2.0,5.0
ELOVL6,3.0,1.0,1.0
ELOVL7,6.0,10.0,12.0
ELP1,346.0,828.0,136.0
ELP2,723.0,1098.0,652.0
ELP3,666.0,996.0,188.0
ELP4,150.0,192.0,76.0
ELP5,397.0,571.0,207.0
ELP6,73.0,56.0,38.0
EMB,9.0,60.0,46.0
EMC1,0.0,0.0,3.0
EMC10,2.0,4.0,3.0
EMC2,30.0,251.0,466.0
EMC3,12.0,54.0,157.0
EMC4,61.0,39.0,596.0
EMC6,37.0,47.0,552.0
EMC7,3.0,2.0,76.0
EMC8,2.0,2.0,6.0
EMC9,38.0,176.0,23.0
EMD,1.0,2.0,1.0
EME1,7.0,6.0,7.0
EME2,37.0,57.0,36.0
EMG1,0.0,39.0,22.0
EMILIN2,0.0,0.0,10.0
EML2,59.0,343.0,309.0
EML3,7.0,10.0,8.0
EML4,2.0,4.0,9.0
EML5,0.0,0.0,1.0
EMP1,1.0,2.0,2.0
EMP3,4.0,1.0,1.0
EMX1,58.0,14.0,25.0
EMX2,1.0,1.0,1.0
EN1,5.0,7.0,9.0
EN2,0.0,0.0,1.0
ENC1,1.0,3.0,0.0
ENDOD1,1.0,1.0,2.0
ENDOG,287.0,159.0,7.0
ENDOV,4.0,4.0,4.0
ENG,1.0,1.0,1.0
ENGASE,3.0,4.0,7.0
ENKD1,2.0,1.0,2.0
ENKUR,4.0,4.0,16.0
ENO1,7.0,32.0,359.0
ENO2,8.0,3.0,2.0
ENO3,360.0,23.0,7.0
ENOPH1,3.0,2.0,2.0
ENOSF1,1.0,1.0,1.0
ENOX2,1.0,1.0,4.0
ENPP1,0.0,0.0,0.0
ENPP2,0.0,0.0,1.0
ENPP3,1.0,0.0,1.0
ENPP4,2.0,3.0,2.0
ENPP5,2.0,0.0,0.0
ENSA,2.0,2.0,2.0
ENSG00000275895,6.0,0.0,2.0
ENSG00000289731,13.0,2.0,0.0
ENTPD1,8.0,13.0,35.0
ENTPD4,1.0,1.0,2.0
ENTPD5,2.0,1.0,2.0
ENTPD6,5.0,2.0,4.0
ENTPD7,2.0,2.0,3.0
ENTR1,12.0,23.0,329.0
ENTREP3,2.0,1.0,2.0
ENY2,,91.0,
EOGT,1.0,2.0,1.0
EOLA1,75.0,52.0,3.0
EOLA2,1.0,0.0,1.0
EOMES,0.0,1.0,0.0
EP300,74.0,159.0,178.0
EPAS1,2.0,11.0,20.0
EPB41,0.0,1.0,6.0
EPB41L2,12.0,9.0,13.0
EPB41L3,2399.0,801.0,2.0
EPB41L5,1.0,1.0,3.0
EPB42,0.0,2.0,0.0
EPC1,247.0,444.0,90.0
EPC2,4.0,4.0,1.0
EPCAM,0.0,0.0,0.0
EPG5,8.0,7.0,45.0
EPGN,0.0,1.0,0.0
EPHA1,3.0,2.0,2.0
EPHA4,3.0,4.0,1.0
EPHB4,,37.0,
EPHB6,3.0,2.0,2.0
EPHX1,0.0,0.0,2.0
EPHX2,2.0,1.0,1.0
EPM2A,3.0,1.0,2.0
EPM2AIP1,6.0,19.0,6.0
EPN1,2.0,2.0,4.0
EPN2,0.0,0.0,0.0
EPOP,3.0,1.0,4.0
EPOR,2.0,2.0,3.0
EPPK1,0.0,1.0,0.0
EPS15,1.0,1.0,1.0
EPS15L1,10.0,39.0,18.0
EPS8,0.0,0.0,2.0
EPSTI1,3.0,4.0,3.0
ERAL1,1.0,1.0,3.0
ERAP1,3.0,4.0,4.0
ERAP2,5.0,4.0,13.0
ERBIN,3.0,4.0,1.0
ERC1,1.0,1.0,2.0
ERCC1,225.0,236.0,416.0
ERCC4,257.0,479.0,1145.0
ERCC5,1.0,2.0,1.0
ERCC6,1.0,5.0,1.0
ERCC6L,117.0,76.0,97.0
ERCC6L2,9.0,240.0,17.0
ERCC8,2.0,2.0,2.0
EREG,8.0,0.0,6.0
ERF,52.0,1.0,3.0
ERG,3.0,20.0,15.0
ERG28,2.0,2.0,3.0
ERGIC1,11.0,69.0,6.0
ERGIC2,1.0,1.0,2.0
ERGIC3,67.0,156.0,75.0
ERI1,,,14.0
ERI2,2.0,1.0,2.0
ERI3,3.0,1.0,1.0
ERICH1,2.0,9.0,7.0
ERLEC1,2.0,3.0,4.0
ERLIN1,1.0,1.0,2.0
ERLIN2,0.0,0.0,1.0
ERMAP,0.0,0.0,0.0
ERMARD,5.0,16.0,4.0
ERMP1,8.0,7.0,7.0
ERN1,124.0,117.0,176.0
ERO1A,8.0,6.0,3.0
ERO1B,1.0,1.0,1.0
ERP27,2.0,2.0,4.0
ERP29,2.0,2.0,4.0
ERP44,3.0,4.0,4.0
ERRFI1,0.0,0.0,0.0
ERV3-1,5.0,7.0,4.0
ESAM,0.0,0.0,0.0
ESCO1,11.0,1.0,1.0
ESCO2,,1.0,9.0
ESD,2.0,8.0,1.0
ESM1,0.0,0.0,0.0
ESPN,3.0,3.0,4.0
ESR1,0.0,7.0,0.0
ESR2,1.0,0.0,0.0
ESRRA,1.0,21.0,25.0
ESRRB,0.0,0.0,0.0
ESRRG,1.0,0.0,0.0
ESX1,1.0,2.0,2.0
ESYT1,,4.0,2.0
ESYT2,198.0,401.0,
ETAA1,1.0,1.0,1.0
ETFA,3.0,1.0,1.0
ETFB,12.0,21.0,11.0
ETFBKMT,12.0,0.0,0.0
ETFDH,83.0,,
ETFRF1,0.0,0.0,0.0
ETHE1,4.0,4.0,5.0
ETNK1,300.0,34.0,20.0
ETNK2,0.0,0.0,2.0
ETS1,5.0,0.0,2.0
ETS2,2.0,5.0,2.0
ETV1,2.0,1.0,1.0
ETV2,81.0,0.0,0.0
ETV3,5.0,1.0,1.0
ETV3L,2.0,2.0,2.0
ETV4,1.0,0.0,0.0
ETV5,0.0,2.0,0.0
ETV6,3.0,2.0,2.0
ETV7,1.0,0.0,2.0
EVA1B,1.0,1.0,2.0
EVA1C,0.0,0.0,0.0
EVC,1.0,1.0,3.0
EVC2,0.0,0.0,0.0
EVI2A,2.0,1.0,3.0
EVI2B,2.0,2.0,2.0
EVI5,0.0,0.0,0.0
EVI5L,2.0,0.0,1.0
EVL,3.0,3.0,4.0
EVX1,5.0,2.0,1.0
EVX2,0.0,0.0,0.0
EWSR1,2452.0,1790.0,1778.0
EXD2,2.0,1.0,1.0
EXD3,0.0,1.0,1.0
EXO1,0.0,17.0,1.0
EXO5,1.0,3.0,2.0
EXOC1,118.0,30.0,76.0
EXOC2,,319.0,
EXOC3,5.0,4.0,1.0
EXOC4,,80.0,
EXOC6,15.0,22.0,6.0
EXOC6B,3.0,1.0,2.0
EXOC7,425.0,132.0,191.0
EXOC8,,,155.0
EXOG,11.0,5.0,4.0
EXOSC1,366.0,178.0,235.0
EXOSC10,,285.0,
EXOSC6,,,155.0
EXOSC9,0.0,0.0,8.0
EXPH5,0.0,1.0,0.0
EXT1,92.0,2.0,1.0
EXT2,398.0,8.0,3.0
EXTL2,19.0,50.0,15.0
EXTL3,3.0,1.0,1.0
EYA3,2.0,4.0,1.0
EYS,9.0,1.0,2.0
EZH1,3.0,1.0,1.0
EZH2,234.0,407.0,202.0
EZR,1.0,2.0,16.0
F11R,2.0,0.0,1.0
F12,0.0,0.0,0.0
F13A1,0.0,1.0,0.0
F2R,1.0,2.0,1.0
F2RL1,0.0,0.0,0.0
F3,0.0,1.0,0.0
F5,4.0,11.0,9.0
F8,0.0,1.0,0.0
F8A1,4.0,5.0,5.0
F8A3,0.0,2.0,1.0
FAAH,0.0,1.0,0.0
FAAH2,0.0,1.0,0.0
FAAP100,0.0,6.0,8.0
FAAP20,4.0,6.0,2.0
FAAP24,7.0,36.0,6.0
FABP1,0.0,2.0,1.0
FABP2,0.0,0.0,0.0
FABP3,0.0,1.0,1.0
FABP4,0.0,1.0,1.0
FABP5,2.0,1.0,1.0
FABP6,22.0,45.0,43.0
FADS1,38.0,35.0,10.0
FADS2,2.0,3.0,3.0
FADS3,0.0,0.0,0.0
FAF1,3.0,3.0,2.0
FAF2,136.0,302.0,302.0
FAH,3.0,1.0,4.0
FAHD1,3.0,3.0,4.0
FAHD2A,2.0,1.0,0.0
FAHD2B,2.0,1.0,1.0
FAIM,2.0,1.0,3.0
FAM107B,2.0,1.0,0.0
FAM110A,47.0,3.0,2.0
FAM110C,0.0,0.0,0.0
FAM111A,3.0,2.0,2.0
FAM111B,1.0,2.0,1.0
FAM114A2,1.0,2.0,3.0
FAM117A,1.0,1.0,2.0
FAM117B,5.0,3.0,6.0
FAM118A,18.0,54.0,4.0
FAM118B,6.0,8.0,348.0
FAM120A,32.0,25.0,6.0
FAM120AOS,3.0,4.0,2.0
FAM120B,1.0,1.0,1.0
FAM120C,0.0,2.0,0.0
FAM124B,2.0,0.0,1.0
FAM131A,31.0,15.0,36.0
FAM133B,2.0,4.0,17.0
FAM135A,1.0,0.0,0.0
FAM136A,3.0,2.0,209.0
FAM13A,21.0,4.0,4.0
FAM13B,10.0,7.0,5.0
FAM153A,3.0,2.0,1.0
FAM156A,0.0,8.0,2.0
FAM156B,0.0,0.0,0.0
FAM161A,74.0,437.0,12.0
FAM161B,29.0,294.0,173.0
FAM162A,3.0,4.0,8.0
FAM167B,0.0,1.0,2.0
FAM168A,1.0,1.0,1.0
FAM168B,1.0,2.0,1.0
FAM169A,0.0,0.0,1.0
FAM170A,0.0,32.0,9.0
FAM174A,1.0,1.0,1.0
FAM174B,0.0,0.0,0.0
FAM174C,4.0,2.0,14.0
FAM177A1,2.0,7.0,2.0
FAM184A,1.0,1.0,2.0
FAM184B,0.0,0.0,0.0
FAM185A,1.0,3.0,2.0
FAM193B,4.0,1.0,1.0
FAM199X,1.0,1.0,5.0
FAM200A,2.0,2.0,5.0
FAM200B,1.0,4.0,4.0
FAM204A,12.0,140.0,72.0
FAM209A,0.0,0.0,0.0
FAM209B,45.0,5.0,2.0
FAM20B,22.0,189.0,14.0
FAM20C,0.0,0.0,0.0
FAM210A,0.0,3.0,
FAM210B,12.0,8.0,21.0
FAM216A,6.0,5.0,4.0
FAM217B,2.0,2.0,4.0
FAM219A,1.0,1.0,4.0
FAM219B,9.0,17.0,15.0
FAM220A,33.0,162.0,2.0
FAM221A,3.0,1.0,2.0
FAM222A,2.0,7.0,3.0
FAM222B,1.0,2.0,1.0
FAM227B,4.0,2.0,4.0
FAM229A,199.0,48.0,0.0
FAM229B,6.0,2.0,11.0
FAM234A,0.0,0.0,1.0
FAM234B,4.0,2.0,3.0
FAM241A,11.0,10.0,10.0
FAM241B,4.0,2.0,10.0
FAM24B,2.0,2.0,3.0
FAM3A,2.0,1.0,3.0
FAM3C,212.0,31.0,27.0
FAM3D,0.0,0.0,1.0
FAM43A,2.0,5.0,
FAM50A,2.0,4.0,3.0
FAM50B,3.0,1.0,3.0
FAM53B,2.0,2.0,1.0
FAM53C,4.0,1.0,3.0
FAM72C,3.0,0.0,0.0
FAM76A,8.0,2.0,1.0
FAM76B,2.0,5.0,2.0
FAM78A,2.0,4.0,2.0
FAM78B,11.0,2.0,3.0
FAM83D,1.0,1.0,1.0
FAM83F,246.0,3.0,0.0
FAM83G,0.0,0.0,0.0
FAM83H,0.0,0.0,2.0
FAM86C1P,0.0,0.0,0.0
FAM89A,3.0,1.0,1.0
FAM89B,1642.0,1.0,9.0
FAM8A1,4.0,0.0,1.0
FAM91A1,12.0,10.0,1.0
FAM98A,3.0,28.0,9.0
FAM98B,893.0,905.0,1428.0
FAM98C,79.0,1.0,2.0
FAN1,3.0,2.0,2.0
FANCA,37.0,10.0,40.0
FANCB,171.0,573.0,310.0
FANCC,1.0,8.0,77.0
