gene,max_score
TSPAN14,0.7955632652757831
ETV7,0.7953223462509266
IKBKE,0.7950610155833502
PTPN11,0.7944694134095001
TNFSF18,0.7937635388333093
PRR5L,0.7925837941595089
LITAF,0.7924897604073697
FOXP1,0.7923991819485741
PLD4,0.7915627250664367
SEC22B,0.7904515681635931
TLR4,0.79017756395713
ST8SIA4,0.7888657805025805
ADAD1,0.7884585299653699
ANKS1A,0.7878705154575438
NCF4,0.7876255431136457
NFKB1,0.7873701228296212
POU3F1,0.787346349397772
OLIG3,0.7869447919986989
ELF1,0.7866423589255901
RPLP1,0.7851165763401413
FTO,0.7850524713737561
HINT1,0.7846850213863102
CXCR2,0.7841123091168168
CUL2,0.7837982723474181
TCF7,0.7836495898784945
SYK,0.7828932811642456
CSMD1,0.7825240621853969
PDGFB,0.7824912196026779
IKZF2,0.7814343598470789
IRF3,0.7806446745763066
SPATA32,0.7804386181367091
UBE2E3,0.7804012045110622
TLR7,0.780339586832956
ADGRL2,0.7802334159037134
PHTF1,0.7798079667511278
ADA2,0.7789113344398895
TEC,0.7788669794277469
ZBTB38,0.7775753919326382
KLF3,0.7770247203118015
CRLF2,0.7766105239538178
IL27,0.7762909852857001
RSPO3,0.7757723128137797
ID2,0.7753065033498806
LEF1,0.7751299577629238
OTUD3,0.7735722949618828
LRRC18,0.7724655540063173
INPP5B,0.7715712112862525
GIN1,0.7714314701856326
FCGR2B,0.7712880439004813
PEX14,0.7691275683215195
MYO16,0.7690390130754234
DLEU7,0.7686608663292419
RPS10,0.7679992785437613
SCUBE3,0.7678505389095823
SULT1A1,0.7677478720806433
IL1R2,0.7673212987280459
CYLD,0.767274943525361
FAS,0.7670259098526351
NRROS,0.7664941286834108
IL1R1,0.7664882979513414
ERG,0.7653738817408995
BRD7,0.7649025947744069
GPS2,0.764780971165911
MLN,0.7644899416424307
SHARPIN,0.7644447691292747
MFSD6,0.7644099836615407
PLAU,0.764343624109206
CMC1,0.7636267737681633
SATB1,0.763406316227138
POU5F1B,0.762896984195224
CERKL,0.7628246247687117
HSPA1L,0.7622236340454505
SPSB1,0.7620719063383553
ERRFI1,0.7616182882645276
RERE,0.7610803036856633
CREM,0.761053347858798
DGKQ,0.7609146972156102
SMIM20,0.7606830778419488
NRSN1,0.7604376141218254
CIITA,0.760359863629946
UST,0.7601547250412003
HPS1,0.7599134970145264
C1S,0.7599134970145264
C1R,0.7599134970145264
C1QB,0.7599134970145264
MNX1,0.7599134970145264
C2,0.7599134970145264
MT-TL1,0.7599134970145264
HLA-DRB1,0.7599134970145264
XIAP,0.7599134970145264
CARD11,0.7596735650601476
ICAM5,0.7596682485410489
TMEM235,0.7590575945519868
DYSF,0.7590420415934485
LRRC74A,0.7590001225773383
SLC26A3,0.7589753777615185
AAGAB,0.7584357097516072
CRB1,0.7583167380314123
TGFBR3,0.7581566466771485
ATP2A2,0.756623221834865
ITPKB,0.7566218817542554
TNFRSF14,0.7561646322006719
NCALD,0.7559677522674986
PIK3R5,0.7549591235400132
ERGIC1,0.7542413002792826
ELAVL2,0.7530816767808468
TRIB2,0.7528075310593694
CTRB1,0.7525040540601639
CD80,0.7523831456965695
ZDHHC12,0.7523806334939772
KEAP1,0.7518604645334966
SIK2,0.7514498183092401
JAK1,0.7508245537138322
CCR1,0.7506206604616055
IPMK,0.7504862095190649
ADCY3,0.7502186967128738
TET3,0.7500222508789512
TMEM151B,0.7498652047058804
MAP4K4,0.749835006523657
PRL,0.7497597584118085
SPATA13,0.749401950718773
NPAS2,0.7493139069660278
TRIB1,0.7486611718565869
NCOR2,0.7483258351611634
EVI5,0.7473437415890692
CCL2,0.747293627810423
MYL2,0.747160644037313
SHC1,0.7470119185841704
MSRA,0.7460981539976987
CHRNA9,0.745523460848637
ID4,0.7451206081398131
TGFB1,0.7447152270742359
INSL6,0.7441257954025426
HORMAD1,0.7439992544172926
CCDC122,0.7437986543063252
CYP24A1,0.7435214559114447
EGFR,0.7435196181941256
SALL4,0.7434588546047372
C2orf74,0.7433553847711687
IFNAR2,0.7426204822744328
NFATC2,0.7422055149730628
FCRL1,0.7420080867122336
COL16A1,0.7419148696391796
CD5,0.7416743812516093
SEPTIN8,0.7416654167031236
GFI1,0.7414133608985276
IPCEF1,0.741404452624696
TMEM121,0.7405243376837585
THADA,0.7402974947748198
TH,0.7396668143444408
ENSG00000284779,0.7392754222364625
HGFAC,0.7392465694900432
EMSY,0.7384663680711095
TMPPE,0.7377029305859487
DOK6,0.7372712055643894
CSF2RB,0.7369113877954981
SLC7A10,0.736657548497669
ATG5,0.7366468626649015
TTC33,0.7359924031176138
MAPK14,0.7354814999849258
INAVA,0.7352301024961895
CLEC16A,0.7345574446121493
UQCC2,0.7342889652462213
GSAP,0.7341727466939593
ELP6,0.7336270413897871
RAPGEF6,0.7335247151649991
HHIP,0.7329323850929108
MT-CYB,0.7325566111220034
RP1,0.7321174382586446
SEC61B,0.7315554636058137
IRGM,0.7311719214916442
CARMIL1,0.7296089503172344
AGBL1,0.7292852339229345
TPCN2,0.728546680421576
LSP1,0.7285462293716287
PHLDB1,0.7284371676592186
MDH1,0.7272564942642848
BATF,0.7272246224770792
CADM3,0.7266382621504912
TLR10,0.7266002908460784
PRAG1,0.7264836171823218
ADAP1,0.7264424739825325
HIPK2,0.7253859923071516
FYN,0.7249953866041061
ALK,0.7247542237372785
CRISPLD2,0.7246138617972566
PSTPIP1,0.7243723135398559
SLC22A4,0.7240678628013933
RPL3,0.7238052888312483
SMURF1,0.7236952646929701
ABCB5,0.7233827794046734
RPIA,0.723158491125589
UBAC2,0.7229824325682216
IFI30,0.7228770145686646
MIF,0.7227621704938161
RBM17,0.7223634593110823
BCL2L11,0.7218579421111242
PADI2,0.7214180480745774
RIPK2,0.7213963686636659
MARS2,0.7211810271232565
MLLT10,0.7208935545152133
CXCL13,0.7208019254434426
SLC8A1,0.7205725199083122
SLC29A3,0.7198679817385478
OSR1,0.7193837887775609
PLEKHA1,0.7190870448210721
MEFV,0.7190131419931697
NCF1,0.7188815127271595
PCLO,0.7188483121883038
RIPOR2,0.7182979682915032
SEMA6D,0.7180914234984829
EVPL,0.7179456424707993
TPH2,0.7179129410253476
LRRK2,0.7178892727425847
HDGFL1,0.7176619472418679
BCL10,0.7175395991791416
GPSM1,0.7173604504613714
FUT2,0.71730495377731
KCNRG,0.7162180205586682
TTC6,0.7158663018610362
CNTN6,0.7154344914975597
SLC2A2,0.7152434174846884
GPD2,0.7146619696777928
TNS3,0.7144888785290876
TRAF3,0.7143814265617827
ATXN1,0.7142867585391459
KIF11,0.7140002469292158
HIVEP1,0.7133787267880066
NEMP2,0.7130048851695633
HORMAD2,0.7124175055620748
PPARD,0.7118708334808599
ARMC2,0.7110068043668069
LCOR,0.7110040400631031
TGFBR1,0.7101856249876325
PRKAA1,0.710070234066712
SASH1,0.70986351030198
TBX18,0.7095446297274991
FBN2,0.7093367859701905
IL21,0.7089424092069169
PPP5C,0.708637297789499
SMAD2,0.7074865851673531
CCDC63,0.7066703325894033
ADAMTS1,0.7064971786908797
DAGLB,0.7064136491884372
THSD7A,0.7062549000055148
TASL,0.7061418926017881
CD200,0.7059437680159258
CRTC3,0.7058371163429401
TET2,0.705391109707341
FOXP3,0.7051997252294805
NSMCE1,0.7049764432958081
TENM3,0.7048406204410744
PMP22,0.7041949053519404
CPEB4,0.7035711488452003
LMNA,0.7035700295629579
ITPR3,0.7031318260683941
NFATC1,0.7028029070884702
GSDMB,0.7021122700817569
ITGAL,0.7017335607511022
GATA4,0.7008766617797978
TRAT1,0.7005271180185355
FOXA2,0.7002463708464431
MB21D2,0.7000356574882096
SATB2,0.6999797080584231
ACTB,0.6999288381865986
RNLS,0.6997742748360846
NUBPL,0.6993730715085864
FHIT,0.6988099785309401
DUSP22,0.6987677705806036
ERAP2,0.698374978172081
FADS2,0.697418301101042
SLC9A8,0.6966430658582616
TBCK,0.6964689783962508
TOX2,0.6961584523455063
FLT3,0.6952494349720252
ARAP2,0.6944278366866627
SLC25A15,0.6943683190830345
KCNK2,0.6942857985703615
CD69,0.6930394506413726
PGM1,0.6928259117768559
HHEX,0.6926986325922694
AGO2,0.6926979364677147
CTH,0.692455750396335
NRG3,0.6924402448301255
STAG1,0.6913302559010693
DOCK2,0.6908183553450302
NOP58,0.6905235219497011
SNRPC,0.6902109488316674
ITPKA,0.6897190381576221
ALOX5AP,0.6893068984092973
LDLRAP1,0.6892509924422311
RAD51B,0.6890976794137071
KCND3,0.688737322151922
DCLRE1B,0.6887367804500641
SETBP1,0.6885620364530344
LYST,0.6885484690545461
BTC,0.6883964846304587
SWAP70,0.6882573065605886
SNAPC4,0.6880736191413144
FASLG,0.68778143072909
ARPP21,0.6875944794551776
SYT13,0.6872499546035242
ARRDC1,0.6870834308493005
IL1RL2,0.6868355137909212
CELA3B,0.6863061900770362
ESR1,0.6857683405964661
IRAK1,0.6856867256378183
TNFRSF11B,0.6854397651243662
IGF2,0.6854093857204018
SERPINA1,0.684851131499781
KCNMB2,0.6844916212224893
TLE1,0.6843221045056501
IKBKB,0.6843201885104953
CDH10,0.6839385906022962
TMEM91,0.6839221473130737
MT-ND6,0.6839221473130737
TRAF1,0.6837774787360371
HNF4G,0.6835343076672976
ZNF774,0.6830620139860413
THEMIS,0.6814130013555061
RNF114,0.681304087842822
NR4A3,0.6813021487161021
CD200R1,0.6804581150502963
CDH26,0.6795677994383078
HOXA1,0.6793704205648134
SMARCE1,0.679044861944329
FUBP1,0.6790050981703899
CUL1,0.6788773103825086
XCL2,0.6784747043705595
STAU2,0.6782593080644254
DTWD1,0.6773370525307948
EMC2,0.6766748701823142
KIT,0.6766732597263159
ELAPOR2,0.6760565691511538
FCHSD2,0.67588798154038
EXOC6B,0.6757295517988205
ICOS,0.675563506190465
NEU4,0.6751288868676687
FAM241A,0.6747350616692561
RNF186,0.6746191194616009
SCAF8,0.6745807727576008
TEF,0.6744377928787711
GCKR,0.6742217193258113
GLT1D1,0.673869807526878
SEMA6A,0.6735627408632979
FRMPD2,0.673448056665591
LAMB1,0.6732564460983947
ENSG00000188897,0.6729387293624094
TAFA2,0.6727237007204917
TDRKH,0.6727070002291871
SCN3A,0.6724515904236833
CCL11,0.6718756294851812
CD2,0.6718718291704483
KLF12,0.671437341737522
CLEC2D,0.6709405179722597
LNPEP,0.6702281511295045
DPP4,0.6699993054181395
NCOA1,0.6696908251886252
ZC2HC1A,0.6687889240665803
RUVBL1,0.6685398048289113
ASPG,0.6676631193770289
RGS14,0.6674437988473081
AFF1,0.6673140123132726
RAB2A,0.6671981436288151
FBXO38,0.666414874110177
KCNG2,0.6663385240408928
LPAR4,0.6661573177421183
SCML4,0.6654597966684593
AP1S3,0.6654309188857203
CCR3,0.6650203035002399
NT5C1B,0.6647992127694212
INTS12,0.664020858414355
ENO4,0.6640089878405313
GFRA1,0.6638199749507484
ZC3HAV1,0.6637332014508533
LRIT2,0.663714850321511
FAT4,0.6636325730967817
ANAPC1,0.6630530150828163
GPR183,0.6625038327419078
EPHB1,0.6619609519378554
IRF2BP2,0.6611968925640099
KCTD20,0.6610602130635944
NKD1,0.6607239054725982
CUTA,0.6604649470993192
CCL22,0.6602931973287272
ATRAID,0.6600677814871899
CDKN3,0.6599688893982951
HIVEP2,0.6597491572683738
DRC5,0.6597123345271657
SPPL3,0.659672124453505
SLIT1,0.6596071877810804
BTBD3,0.6594809765447965
BOLL,0.6594716172580121
BSCL2,0.6593219055482884
STK38,0.6587749006231279
ZDHHC14,0.658730498284233
FADS1,0.6587269687444958
SNF8,0.6585773635697046
RAD50,0.6585592839793569
RSPH3,0.657717894530039
TERT,0.6573857867161988
POU2F3,0.6573673441198883
COX7B2,0.6569937326717008
MT-ND5,0.6565652614205508
ALPI,0.6565652614205508
CUBN,0.6564681402892562
ZFP90,0.6561857476636782
EHF,0.6559219326577376
FDX2,0.6541797903277612
C1orf141,0.6540297835861225
RORA,0.65303906341103
UBE2L3,0.6528983661941633
CDKN2B,0.6522175466126854
PTP4A1,0.651810802613826
SLAMF6,0.6513748768630017
GNPDA1,0.6512568327010843
COMMD1,0.6509387527574189
TMEM50B,0.6504963729749211
ABR,0.6503601844322471
MC4R,0.6502620977473889
P2RY10,0.6501684802513721
PLEC,0.649996834518975
TEAD3,0.6497084866642889
TBX21,0.6494782739712848
CCDC88B,0.6494318316336374
ZNF462,0.649179420638906
CDH13,0.6489836742622668
RASA2,0.6483360576332577
ARHGAP26,0.6482861752507801
GNG4,0.648101069680498
ARMC1,0.6474424670087371
ABO,0.6472827847678594
GLS,0.646952088898583
IL2RB,0.6465815401829982
DHCR7,0.6455662263863088
GGTLC2,0.6455594711009917
CHI3L1,0.6451379361433754
NUDT3,0.6449268085819837
TRMU,0.6446323240504049
ACTA2,0.6441972398695416
LRP1B,0.6439177725376797
MFSD4B,0.6437572649977191
DST,0.643347591420098
NELL2,0.6433119066400524
CEL,0.64311703454583
ALOX15,0.6426976760132596
YRDC,0.6426730570362829
PAQR5,0.6426284685106379
ATG2B,0.6422269164080427
SPAG1,0.6421259032447534
RAVER2,0.6408449459689477
PTTG1,0.6405419214433801
BCL6,0.6404959820354833
CXCR4,0.6400542818024841
RMC1,0.6394755570956261
FLRT2,0.6391785264651999
RBFOX1,0.6390792096051372
TIMP4,0.6386009010217119
SULF2,0.6383566083228334
ZNF37A,0.6383566083228334
MMP9,0.6377518331117888
NRIP1,0.6377042411195489
ITM2A,0.6373549942699175
SKIDA1,0.6369065778082756
MED13,0.6366534072084536
GNA15,0.6363178248924529
SHC4,0.6353529531918057
TMSB4X,0.6353292802240391
CSF2RA,0.6347881656819472
DGKA,0.6338240420349124
DR1,0.6333754327492161
ITGAM,0.6332731628023576
FAM118A,0.6330537921357291
SEC61G,0.632652600215724
DDX6,0.632615205463305
CFAP90,0.6323465663950899
PSMG1,0.6321895609330865
STAT1,0.6319773365967539
TNIP2,0.6318877121595461
NOTCH2,0.6317196826487819
CEPT1,0.631197518575292
ZPLD1,0.6303298334724329
SOX14,0.6302268057017644
PTPRD,0.6300336690618104
SLC30A5,0.6291479350098625
PRM1,0.6287744634353835
IGFBP5,0.6282676893996239
HABP2,0.627724797640442
TPD52,0.6275828816368816
TNPO3,0.6268983864197981
IP6K3,0.6268061542919201
CAPZB,0.6263413044661675
SNIP1,0.6261508257880773
TSPAN3,0.6258513034852846
CEMIP2,0.6253301200777777
CFAP20DC,0.625000179823589
BAK1,0.6249054386169272
PDLIM4,0.624139982256232
RYBP,0.6238496964859027
RANBP6,0.6237864591126508
TSC22D1,0.6234182030991801
DNAH17,0.6233870024295017
IRX2,0.6233381413309711
ITPK1,0.6232763552141095
MRPL39,0.62318210754768
NUPR1,0.6229367216438532
OR9G1,0.6226123251250189
EBLN1,0.6224594070310961
OXTR,0.6223851837888147
SPATS2L,0.6223313237461899
ZFP36L2,0.6213824618035709
MAPT,0.6208728774109417
RFT1,0.6191407603966973
SGCZ,0.6186216759360805
SLFN5,0.6185786752674703
CACNA1C,0.6185645046058397
FKBP5,0.6182885018233708
ENSG00000285976,0.6176170025521689
AP5Z1,0.6174058409920381
FGFR2,0.6166067465553536
ZBTB40,0.6164422554739465
NMUR2,0.6160237642320663
TMEM163,0.6157742437055621
MTMR3,0.6152548626839647
AKAP11,0.6150483243452561
POLG2,0.6148695423136727
USP12,0.614557654502764
ZPBP2,0.6140017472555854
MYOCD,0.6130225679239114
HECTD4,0.6128657553095957
H3-7,0.6127840330473349
ABHD5,0.6125483928582156
OTULIN,0.6122892709024342
DKKL1,0.6121223510986153
SYTL2,0.6120897469490215
CR2,0.6120359889353195
NCOA7,0.6113429524449918
PTEN,0.6109136748477301
ROR2,0.6098478163148632
TFRC,0.6097815303032483
CTSF,0.6097284618810073
RMI2,0.6093565545201007
JADE2,0.6091398284960342
SLC45A1,0.6089721785893315
GLDN,0.6088527465615395
CBFA2T3,0.6085129188426499
GEM,0.6079458418503533
NEUROG3,0.607930797611621
PRKCD,0.607930797611621
ADAM33,0.607930797611621
ARID1A,0.607930797611621
MUC7,0.607930797611621
LTA,0.607930797611621
MICA,0.607930797611621
DPP10,0.607930797611621
STING1,0.607930797611621
C4A,0.607930797611621
NARS2,0.607930797611621
PLAGL1,0.607930797611621
ZNF808,0.607930797611621
TNF,0.607930797611621
MICB,0.607930797611621
HYMAI,0.607930797611621
HLA-C,0.607930797611621
C4B,0.607930797611621
NKX2-2,0.607930797611621
ELF4,0.607930797611621
IGHG1,0.607930797611621
C4B_2,0.607930797611621
ONECUT1,0.607930797611621
CHAT,0.607930797611621
COL7A1,0.607930797611621
S1PR5,0.6075165168317314
DRAP1,0.6075165168317314
FKBP1C,0.6075085186662477
ILF3,0.6074279199522484
TIMMDC1,0.6074240302253634
WDR72,0.6072547059658572
TTC9B,0.6072460756415895
SCYGR5,0.6072460756415895
FKRP,0.6072460756415895
AHR,0.6071968103374533
USP42,0.6069599982951367
IL37,0.6069382575338877
HMGXB4,0.6067358254729563
ZIC4,0.6063183016073502
SPMIP7,0.6061997316264528
ERBB3,0.6060792685682351
TXNDC11,0.6053770482170326
SLC25A13,0.605229376758282
MAPK3,0.604776261825117
RTL1,0.6042890272244951
CASP8,0.6041645740649099
SERPING1,0.6038168480368947
ADAMTS4,0.6036426098478791
CD274,0.6035562215377437
RFX6,0.6029274969523825
TLE3,0.6028065806818439
MAD1L1,0.6027162800259364
GTF2IRD1,0.6023302976686945
SGCD,0.6022322146370257
PDCD1,0.6021893705470415
FSTL5,0.602009914046963
CDK1,0.602009914046963
MUC5AC,0.6013647355907378
PABPC4L,0.6010990635552831
VAPA,0.6010990635552831
SP3,0.6010124116728003
UBLCP1,0.6006997665565266
ZNF300,0.6006511270395604
PHF19,0.6004833812815141
SLC44A3,0.5999923618880445
EDN3,0.5998854305687753
LONRF2,0.5997796132371772
PRDX6,0.5984830196967252
HBP1,0.5981938060211359
XCR1,0.5980197905749735
SLMAP,0.5978319814910811
KCTD12,0.5977981660510622
RAP2C,0.5974874604114756
GART,0.5972820297195961
RPRM,0.5971817497099521
NFILZ,0.5968953241879257
YDJC,0.5963544463581458
RPS26,0.5958809003169753
OPA1,0.5957910002994042
PLCE1,0.5957026110068632
PXK,0.5956509557059404
DNAJC24,0.5950689320552105
CNTN5,0.5948839174807186
HAPLN1,0.594369919555553
TUFM,0.5940206319011968
PRKAB1,0.5937269798269063
MEX3C,0.5936333438257937
LRRTM4,0.593596573770654
SMAD4,0.5935040991445603
MTX1,0.5932999502760534
MAPK13,0.5931981543176055
MTRFR,0.5931241768319271
CPVL,0.5925743336343344
ST3GAL6,0.5925474225384119
EGR2,0.5919950648879302
OSTM1,0.5919029861732753
SDF4,0.5917594022150158
MAST4,0.5913662580097473
TNC,0.5911624966440148
WDPCP,0.5910973635788483
MACROD2,0.590689490977497
ZC3H12D,0.5901976268096312
ANXA11,0.5900556171369901
LILRB3,0.589914777187013
FCGR2C,0.5897360489752722
PDK1,0.5894644638202984
DAW1,0.5894596860986202
SLC30A8,0.5893674507782288
GSTCD,0.589316612157117
CA10,0.5890112194096669
HELZ2,0.5885869755426166
GZMB,0.5884394161424527
MEIS2,0.5884141057737264
TRAFD1,0.588199977201499
CDKN1B,0.5878259108253945
BBS7,0.5877399562979599
ATM,0.5876201205564264
MRPS31,0.5875969894406669
SYNE2,0.587197905401043
INSL4,0.5861687790013718
PNPLA1,0.5861032736078916
AGO1,0.5861001597873573
REV3L,0.5856243760913572
ZSWIM7,0.5855347481234345
DGLUCY,0.5854328686708169
FGF10,0.5851328132320156
FADS3,0.5842297472421053
CYP26B1,0.5841428614729072
CDK6,0.5838384360244888
MFN2,0.5838220203978634
FAM98B,0.5834746474142793
BHLHE40,0.5834047304571722
NSRP1,0.5833028489945682
