gene,delivery_modality,polarity,up_frac,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,druggability_tractability,is_surface_protein,has_extracellular_domain,extracellular_length,druggable_pathway,is_ctx_specific
PKNOX1,待新模態 (無已知遞送方式),mixed,0.40110650069156295,0,False,92.0,183.0,265.0,275.0,,,,,,,False
PLA2G4A,小分子 (胞內可成藥口袋),repressor,0.9090909090909091,0,False,71.0,28.0,99.0,7.0,,,False,False,,DRUGGABLE GENOME;ENZYME,False
PLCG1,小分子 (胞內可成藥口袋),repressor,0.6567370017928562,1,True,5030.0,3.0,5033.0,2218.0,0.4865636818969194,7.0,,,,,True
PMVK,小分子 (胞內可成藥口袋),mixed,0.542080501829587,0,False,3318.0,210.0,88.0,3528.0,0.8927935405880859,2.0,,,,,False
PNPT1,待新模態 (無已知遞送方式),mixed,0.610746513535685,0,False,1107.0,131.0,1238.0,1069.0,,,,,,,False
POGK,待新模態 (無已知遞送方式),mixed,0.36293436293436293,0,False,258.0,259.0,8.0,1.0,,,,,,,False
POGLUT3,待新模態 (無已知遞送方式),mixed,0.5598322230446583,0,False,1602.0,875.0,2477.0,701.0,1.1236447812473118,,False,False,,,False
POGZ,待新模態 (無已知遞送方式),mixed,0.5416666666666666,0,False,95.0,1.0,3.0,96.0,,,False,False,,,False
POLG,待新模態 (無已知遞送方式),mixed,0.5281199785752544,0,True,1561.0,40.0,266.0,1601.0,0.8291352903695456,,False,False,,,True
PPCDC,待新模態 (無已知遞送方式),repressor,0.6814589665653495,0,False,288.0,591.0,751.0,303.0,,,False,False,,,False
PPDPF,待新模態 (無已知遞送方式),repressor,0.8900047824007652,0,False,683.0,816.0,1142.0,133.0,,,False,False,,,False
PPIF,待新模態 (無已知遞送方式),repressor,0.7077625570776256,0,False,211.0,219.0,29.0,8.0,,,,,,,False
PPIH,待新模態 (無已知遞送方式),mixed,0.47649122807017547,0,False,716.0,161.0,877.0,387.0,,,,,,,False
PPIL1,待新模態 (無已知遞送方式),mixed,0.6233221476510067,0,False,457.0,571.0,507.0,114.0,,,,,,,False
PPM1D,待新模態 (無已知遞送方式),mixed,0.37460913070669166,0,False,1321.0,1390.0,140.0,69.0,,,False,False,,,False
PPP1R12A,待新模態 (無已知遞送方式),repressor,0.6933333333333334,0,False,65.0,93.0,57.0,28.0,,,False,False,,,False
PPP1R12C,待新模態 (無已知遞送方式),mixed,0.6267605633802817,0,False,137.0,142.0,6.0,5.0,,,,,,,False
PPP1R13L,待新模態 (無已知遞送方式),mixed,0.36824324324324326,0,False,184.0,215.0,377.0,31.0,,,,,,,False
PPP1R3B,待新模態 (無已知遞送方式),repressor,0.6698717948717948,0,False,298.0,312.0,14.0,25.0,,,,,,,False
PPP3R1,待新模態 (無已知遞送方式),repressor,0.7024647887323944,0,True,612.0,1.0,613.0,523.0,,,,,,,True
PPP6C,小分子 (胞內可成藥口袋),repressor,0.8048433048433048,0,False,172.0,126.0,298.0,278.0,,,False,False,,CLINICALLY ACTIONABLE;KINASE,False
PPP6R2,待新模態 (無已知遞送方式),mixed,0.5,0,False,123.0,124.0,1.0,2.0,,,False,False,,,False
PPRC1,待新模態 (無已知遞送方式),mixed,0.46153846153846156,0,False,30.0,70.0,40.0,86.0,,,,,,,False
PQBP1,待新模態 (無已知遞送方式),repressor,0.6595744680851063,0,False,35.0,56.0,85.0,21.0,,,,,,,False
PRCP,小分子 (胞內可成藥口袋),repressor,0.8598130841121495,0,False,103.0,107.0,4.0,6.0,,,False,False,,DRUGGABLE GENOME;ENZYME;PROTEASE,False
PRDM15,待新模態 (無已知遞送方式),mixed,0.4262295081967213,0,False,33.0,28.0,61.0,41.0,,,,,,,False
PRDX3,待新模態 (無已知遞送方式),repressor,0.75,0,False,54.0,56.0,2.0,3.0,,,,,,,False
PRKD2,小分子 (胞內可成藥口袋),mixed,0.52,0,False,70.0,2.0,53.0,72.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR,False
PRKRA,待新模態 (無已知遞送方式),repressor,0.7032967032967034,0,False,18.0,57.0,50.0,75.0,,,,,,,False
PRORP,待新模態 (無已知遞送方式),repressor,0.6782608695652174,0,False,110.0,5.0,6.0,115.0,,,False,False,,,False
PRPF39,待新模態 (無已知遞送方式),mixed,0.6075085324232082,0,False,273.0,53.0,326.0,207.0,,,,,,,False
PRR12,待新模態 (無已知遞送方式),mixed,0.4423076923076923,0,False,27.0,52.0,25.0,36.0,,,,,,,False
PRRC2A,待新模態 (無已知遞送方式),activator,0.2946859903381642,0,False,90.0,32.0,122.0,85.0,,,,,,,False
PRSS21,小分子 (胞內可成藥口袋),repressor,0.6778523489932886,0,False,224.0,242.0,18.0,56.0,,,False,False,,DRUGGABLE GENOME;PROTEASE,False
PRXL2B,待新模態 (無已知遞送方式),mixed,0.5876288659793815,0,False,94.0,97.0,3.0,5.0,,,False,False,,,False
PSIP1,待新模態 (無已知遞送方式),repressor,0.7376861397479955,0,False,364.0,123.0,263.0,487.0,,,,,,,False
PSMB9,待新模態 (無已知遞送方式),repressor,0.863905325443787,0,False,37.0,88.0,125.0,125.0,,,,,,,False
PSMF1,待新模態 (無已知遞送方式),mixed,0.4947478991596639,0,False,273.0,399.0,427.0,126.0,,,,,,,False
PTCD2,待新模態 (無已知遞送方式),mixed,0.4533333333333333,0,True,650.0,50.0,43.0,700.0,,,,,,,True
PTCH1,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.7747252747252747,0,False,364.0,364.0,0.0,1.0,,,True,True,610.0,CLINICALLY ACTIONABLE;TRANSPORTER,False
PTDSS1,抗體 (表面但胞外域有限),mixed,0.4675324675324675,0,False,67.0,10.0,11.0,77.0,,,True,False,0.0,,False
PTDSS2,抗體 (表面但胞外域有限),activator,0.32298136645962733,0,False,52.0,49.0,101.0,60.0,,,True,False,0.0,,False
PTEN,小分子 (胞內可成藥口袋),mixed,0.5730471079308289,0,False,2466.0,2929.0,1639.0,463.0,0.5972332460642497,,False,False,,CLINICALLY ACTIONABLE;DRUG RESISTANCE;ENZYME;KINASE;PROTEIN PHOSPHATASE;PTEN FAMILY,False
PTGER3,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.82,0,False,99.0,100.0,1.0,8.0,,,True,True,122.0,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
PTPA,待新模態 (無已知遞送方式),mixed,0.5318782309017805,0,False,761.0,344.0,292.0,1105.0,,,False,False,,,False
PTPN11,待新模態 (無已知遞送方式),repressor,0.6666666666666666,0,False,52.0,8.0,4.0,60.0,,,,,,,False
PTPN2,小分子 (胞內可成藥口袋),mixed,0.6031567080045096,0,False,312.0,414.0,102.0,371.0,,,False,False,0.0,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;KINASE;PROTEIN PHOSPHATASE,False
PTPRC,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.6071170520231214,0,False,3171.0,55.0,2255.0,3226.0,,,True,True,552.0,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE;PROTEIN PHOSPHATASE;TUMOR SUPPRESSOR,False
PUM1,待新模態 (無已知遞送方式),mixed,0.5561594202898551,0,False,157.0,84.0,227.0,241.0,,,,,,,False
PUS3,待新模態 (無已知遞送方式),repressor,0.8,0,False,32.0,36.0,65.0,4.0,,,False,False,,,False
PXMP4,抗體 (表面但胞外域有限),repressor,0.7780678851174935,0,False,62.0,103.0,165.0,115.0,,,True,False,0.0,,False
PYGM,小分子 (胞內可成藥口袋),repressor,0.6938775510204082,0,False,82.0,110.0,28.0,184.0,,,False,False,,DRUGGABLE GENOME;ENZYME,False
QRICH1,待新模態 (無已知遞送方式),mixed,0.4430379746835443,0,False,41.0,38.0,79.0,20.0,,,False,False,,,False
QRSL1,待新模態 (無已知遞送方式),mixed,0.4876712328767123,0,False,251.0,18.0,96.0,269.0,,,False,False,,,False
R3HCC1L,待新模態 (無已知遞送方式),repressor,0.8806818181818182,0,False,104.0,224.0,120.0,184.0,,,,,,,False
RAB11FIP1,待新模態 (無已知遞送方式),repressor,0.7551219512195122,0,False,369.0,219.0,588.0,218.0,,,,,,,False
RAB21,待新模態 (無已知遞送方式),mixed,0.53125,0,False,115.0,13.0,9.0,128.0,,,,,,,False
RAB27B,待新模態 (無已知遞送方式),mixed,0.5485436893203883,0,False,28.0,85.0,64.0,57.0,,,,,,,False
RAB2B,待新模態 (無已知遞送方式),mixed,0.5230769230769231,0,False,42.0,23.0,29.0,65.0,,,,,,,False
RABGEF1,待新模態 (無已知遞送方式),mixed,0.5703125,0,False,86.0,42.0,13.0,128.0,,,,,,,False
RAC2,待新模態 (無已知遞送方式),mixed,0.48026315789473684,0,True,1060.0,35.0,121.0,1095.0,,,,,,,True
RAD50,小分子 (胞內可成藥口袋),mixed,0.5624270711785297,0,False,641.0,108.0,18.0,749.0,,,False,False,,CLINICALLY ACTIONABLE;DNA REPAIR;KINASE,False
RAD51B,小分子 (胞內可成藥口袋),mixed,0.5549132947976878,0,False,139.0,34.0,37.0,173.0,,,False,False,,CLINICALLY ACTIONABLE;DNA REPAIR,False
RALGAPB,待新模態 (無已知遞送方式),mixed,0.5903614457831325,0,False,77.0,83.0,24.0,6.0,,,False,False,,,False
RANBP3,待新模態 (無已知遞送方式),repressor,0.7325,0,False,64.0,148.0,168.0,84.0,,,,,,,False
RASA2,待新模態 (無已知遞送方式),repressor,0.6757912745936698,0,False,481.0,700.0,250.0,219.0,,,False,False,,,False
RASAL3,待新模態 (無已知遞送方式),mixed,0.5193014705882353,0,False,884.0,102.0,11.0,986.0,,,False,False,,,False
RASGRP1,待新模態 (無已知遞送方式),repressor,0.7642563198118754,0,False,594.0,399.0,993.0,309.0,,,False,False,,,False
RB1CC1,待新模態 (無已知遞送方式),repressor,0.696,0,False,510.0,392.0,902.0,581.0,,,,,,,False
RBFA,待新模態 (無已知遞送方式),mixed,0.6295731707317073,0,True,1152.0,14.0,146.0,1166.0,,,,,,,True
RBM15,待新模態 (無已知遞送方式),mixed,0.46875,0,False,62.0,2.0,18.0,64.0,,,,,,,False
RBM27,待新模態 (無已知遞送方式),mixed,0.5978994748687172,0,False,289.0,437.0,726.0,170.0,,,,,,,False
RBM33,待新模態 (無已知遞送方式),repressor,0.7577741407528642,0,False,650.0,165.0,815.0,242.0,,,,,,,False
RBM5,待新模態 (無已知遞送方式),mixed,0.42736842105263156,0,False,278.0,29.0,168.0,307.0,,,,,,,False
RBPJ,待新模態 (無已知遞送方式),repressor,0.7563025210084033,0,False,59.0,61.0,57.0,120.0,,,,,,,False
RC3H1,待新模態 (無已知遞送方式),mixed,0.6490384615384616,0,False,227.0,114.0,169.0,341.0,,,,,,,False
RCC1L,待新模態 (無已知遞送方式),mixed,0.4506122448979592,0,False,1109.0,58.0,2.0,1167.0,,,,,,,False
RCOR1,待新模態 (無已知遞送方式),repressor,0.7214170692431562,0,False,433.0,293.0,223.0,726.0,,,,,,,False
RCOR3,待新模態 (無已知遞送方式),activator,0.30153846153846153,0,False,320.0,325.0,5.0,16.0,,,,,,,False
RDH13,小分子 (胞內可成藥口袋),repressor,0.68,0,False,91.0,34.0,125.0,10.0,,,False,False,,DRUGGABLE GENOME;ENZYME;SHORT CHAIN DEHYDROGENASE REDUCTASE,False
REL,待新模態 (無已知遞送方式),mixed,0.475,1,False,77.0,3.0,80.0,2.0,,,,,,,True
RELA,待新模態 (無已知遞送方式),activator,0.3490566037735849,1,False,102.0,4.0,106.0,38.0,,,,,,,True
RESF1,待新模態 (無已知遞送方式),repressor,0.8,0,False,35.0,50.0,15.0,23.0,,,,,,,False
RFX1,待新模態 (無已知遞送方式),repressor,0.9235474006116208,0,False,99.0,195.0,294.0,165.0,,,False,False,,,False
RHBDF2,抗體 (表面但胞外域有限),repressor,0.6538461538461539,0,False,17.0,35.0,33.0,52.0,,,True,False,0.0,,False
RHEB,待新模態 (無已知遞送方式),repressor,0.79,0,False,701.0,159.0,860.0,81.0,,,,,,,False
RHOC,待新模態 (無已知遞送方式),repressor,0.6613418530351438,0,False,309.0,313.0,6.0,4.0,,,,,,,False
RHOF,待新模態 (無已知遞送方式),mixed,0.6232758620689656,0,False,186.0,476.0,394.0,290.0,,,,,,,False
RIC8B,待新模態 (無已知遞送方式),mixed,0.5901639344262295,0,False,60.0,1.0,5.0,61.0,,,,,,,False
RICTOR,小分子 (胞內可成藥口袋),repressor,0.702258726899384,0,False,179.0,218.0,39.0,269.0,,,False,False,,CLINICALLY ACTIONABLE;SERINE THREONINE KINASE,False
RIPK1,待新模態 (無已知遞送方式),mixed,0.5282522996057819,0,False,356.0,438.0,241.0,82.0,,,,,,,False
RIPOR1,待新模態 (無已知遞送方式),mixed,0.5529411764705883,0,False,147.0,166.0,89.0,19.0,,,,,,,False
RMND5A,待新模態 (無已知遞送方式),repressor,0.6858006042296072,0,False,280.0,284.0,378.0,4.0,,,False,False,,,False
RNASEH1,待新模態 (無已知遞送方式),mixed,0.5141643059490085,0,False,550.0,78.0,12.0,628.0,,,,,,,False
RNF111,待新模態 (無已知遞送方式),activator,0.3448275862068966,0,False,313.0,319.0,7.0,6.0,,,,,,,False
RNF145,抗體 (表面但胞外域有限),activator,0.18840579710144928,0,False,66.0,3.0,69.0,17.0,,,True,False,0.0,,False
RNF181,待新模態 (無已知遞送方式),repressor,0.6585365853658537,0,False,57.0,72.0,51.0,15.0,,,,,,,False
RNF19B,抗體 (表面但胞外域有限),repressor,0.8055555555555556,0,False,444.0,8.0,452.0,124.0,,,True,False,0.0,,False
RNF8,抗體 (表面但胞外域有限),mixed,0.5111731843575419,0,False,108.0,125.0,26.0,233.0,,,True,False,0.0,,False
RNFT1,抗體 (表面但胞外域有限),repressor,0.75,0,False,393.0,21.0,414.0,110.0,,,True,False,0.0,,False
RNFT2,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5126811594202898,0,True,1075.0,29.0,35.0,1104.0,,,True,True,295.0,,True
ROBO3,CAR-T / ADC / 抗體 (細胞表面+胞外域),activator,0.2923076923076923,0,False,65.0,0.0,2.0,65.0,,,True,True,871.0,,False
RP9,待新模態 (無已知遞送方式),repressor,0.6504854368932039,0,False,102.0,1.0,1.0,103.0,,,,,,,False
RPE,待新模態 (無已知遞送方式),repressor,0.6817155756207675,0,False,317.0,9.0,117.0,326.0,,,False,False,,,False
RPRD2,待新模態 (無已知遞送方式),mixed,0.588892540256326,0,False,1247.0,1508.0,1823.0,2755.0,,,,,,,False
RPTOR,小分子 (胞內可成藥口袋),repressor,0.7474860335195531,1,False,517.0,639.0,1029.0,122.0,,,False,False,,CLINICALLY ACTIONABLE;KINASE;SERINE THREONINE KINASE,True
RPUSD3,待新模態 (無已知遞送方式),mixed,0.4079159935379645,0,True,1225.0,13.0,1.0,1238.0,,,,,,,True
RRAGA,待新模態 (無已知遞送方式),mixed,0.5558558558558558,0,False,1602.0,130.0,358.0,1732.0,0.8864753653087472,,,,,,False
RRAGC,待新模態 (無已知遞送方式),mixed,0.5458422174840085,0,True,1270.0,49.0,88.0,1319.0,,,,,,,True
RREB1,待新模態 (無已知遞送方式),repressor,0.7142857142857143,0,False,29.0,48.0,77.0,35.0,,,,,,,False
RRM2B,小分子 (胞內可成藥口袋),mixed,0.48846960167714887,0,False,326.0,28.0,123.0,354.0,,,False,False,0.0,DNA REPAIR;DRUGGABLE GENOME;ENZYME,False
RSBN1L,待新模態 (無已知遞送方式),activator,0.20670391061452514,0,False,175.0,4.0,179.0,40.0,,,,,,,False
RWDD2B,待新模態 (無已知遞送方式),repressor,0.7736263736263737,0,False,530.0,190.0,720.0,1.0,,,,,,,False
RXRB,待新模態 (無已知遞送方式),mixed,0.541371158392435,0,False,192.0,308.0,116.0,422.0,,,,,,,False
SACM1L,抗體 (表面但胞外域有限),mixed,0.6411483253588517,0,False,700.0,707.0,129.0,7.0,,,True,False,0.0,,False
SAMD1,待新模態 (無已知遞送方式),repressor,0.7829083390764989,0,False,200.0,383.0,485.0,583.0,,,,,,,False
SAP130,待新模態 (無已知遞送方式),mixed,0.6189848384970337,0,False,246.0,349.0,595.0,573.0,,,,,,,False
SAP30,待新模態 (無已知遞送方式),mixed,0.6078431372549019,0,False,113.0,40.0,9.0,153.0,,,,,,,False
SARS2,待新模態 (無已知遞送方式),mixed,0.4172297297297297,0,False,340.0,77.0,417.0,98.0,,,False,False,,,False
SBDS,待新模態 (無已知遞送方式),repressor,0.6923076923076923,0,False,44.0,34.0,7.0,78.0,,,,,,,False
SBF1,待新模態 (無已知遞送方式),repressor,0.6813186813186813,0,False,177.0,182.0,9.0,5.0,,,False,False,,,False
SCAF4,待新模態 (無已知遞送方式),mixed,0.6097804391217565,0,False,433.0,167.0,235.0,600.0,,,,,,,False
SCAF8,待新模態 (無已知遞送方式),mixed,0.46153846153846156,0,False,37.0,82.0,59.0,119.0,,,False,False,,,False
SCD,抗體 (表面但胞外域有限),repressor,0.6985294117647058,0,False,135.0,1.0,2.0,136.0,,,True,False,0.0,DRUGGABLE GENOME;ENZYME,False
SCYL3,小分子 (胞內可成藥口袋),repressor,0.740718198417529,0,False,662.0,220.0,541.0,882.0,,,False,False,,DRUGGABLE GENOME;KINASE;SERINE THREONINE KINASE,False
SDHAF4,待新模態 (無已知遞送方式),repressor,0.6721311475409836,0,False,59.0,2.0,61.0,8.0,,,,,,,False
SEC14L2,待新模態 (無已知遞送方式),mixed,0.5007610350076104,0,False,1070.0,1141.0,71.0,102.0,,,False,False,,,False
SEC24A,待新模態 (無已知遞送方式),mixed,0.5543672014260249,0,False,495.0,497.0,2.0,64.0,,,False,False,,,False
SEC31A,待新模態 (無已知遞送方式),repressor,0.65,0,False,59.0,1.0,11.0,60.0,,,,,,,False
SEC62,抗體 (表面但胞外域有限),activator,0.29577464788732394,0,False,139.0,142.0,3.0,7.0,,,True,False,0.0,,False
SEC63,抗體 (表面但胞外域有限),repressor,0.6934189406099518,0,False,354.0,293.0,306.0,647.0,,,True,False,0.0,,False
SEMA4C,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5569620253164557,0,False,77.0,79.0,4.0,2.0,,,True,True,643.0,,False
SENP5,小分子 (胞內可成藥口袋),repressor,0.6512965749181343,0,False,1843.0,3329.0,5172.0,2798.0,0.4073313098017,2.0,,,,,False
SERGEF,待新模態 (無已知遞送方式),mixed,0.5,0,False,88.0,2.0,14.0,90.0,,,False,False,,,False
SESTD1,待新模態 (無已知遞送方式),activator,0.295,0,False,194.0,200.0,6.0,8.0,,,,,,,False
SET,小分子 (胞內可成藥口袋),mixed,0.5217391304347826,0,False,83.0,9.0,8.0,92.0,,,False,False,,CLINICALLY ACTIONABLE,False
SETD7,待新模態 (無已知遞送方式),repressor,0.6666666666666666,0,False,69.0,0.0,17.0,69.0,,,,,,,False
SETDB1,待新模態 (無已知遞送方式),repressor,0.657190635451505,0,False,1107.0,2291.0,1309.0,1184.0,0.3043910358837762,,False,False,,,False
SFXN1,抗體 (表面但胞外域有限),mixed,0.6370370370370371,0,False,660.0,53.0,179.0,713.0,,,True,False,0.0,,False
SGF29,小分子 (胞內可成藥口袋),repressor,0.7061630540278228,0,False,1422.0,3447.0,4048.0,4869.0,0.6060002377116417,3.0,,,,,False
SH3D21,待新模態 (無已知遞送方式),repressor,0.6884057971014492,0,False,137.0,138.0,1.0,2.0,,,,,,,False
SH3GL1,待新模態 (無已知遞送方式),mixed,0.40725806451612906,0,False,318.0,325.0,7.0,171.0,,,,,,,False
SHLD1,待新模態 (無已知遞送方式),mixed,0.6020761245674741,0,False,202.0,285.0,487.0,384.0,,,,,,,False
SHMT2,待新模態 (無已知遞送方式),repressor,0.7287234042553191,0,False,179.0,9.0,23.0,188.0,,,False,False,,,False
SIAH2,待新模態 (無已知遞送方式),repressor,0.8515625,0,False,47.0,22.0,59.0,69.0,,,,,,,False
SIK2,小分子 (胞內可成藥口袋),repressor,0.9727891156462585,0,False,136.0,147.0,38.0,11.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
SIK3,小分子 (胞內可成藥口袋),mixed,0.6139839766933721,0,False,1353.0,457.0,479.0,1810.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
SIMC1,待新模態 (無已知遞送方式),mixed,0.4716981132075472,0,False,38.0,53.0,26.0,15.0,,,,,,,False
SIN3A,待新模態 (無已知遞送方式),repressor,0.7222222222222222,0,False,159.0,162.0,32.0,3.0,,,False,False,,,False
SIN3B,待新模態 (無已知遞送方式),mixed,0.544861704519901,0,False,359.0,1255.0,1578.0,1614.0,,,False,False,,,False
SINHCAF,待新模態 (無已知遞送方式),repressor,0.7208333333333333,0,False,1153.0,58.0,1211.0,411.0,,,,,,,False
SIRT7,待新模態 (無已知遞送方式),repressor,0.7142857142857143,0,False,103.0,120.0,111.0,17.0,,,,,,,False
SKA2,待新模態 (無已知遞送方式),mixed,0.4403409090909091,0,False,266.0,8.0,274.0,78.0,,,,,,,False
SLAMF7,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.8518518518518519,0,False,63.0,45.0,108.0,2.0,,,True,True,204.0,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
SLC16A1,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.4289405684754522,0,False,382.0,5.0,1.0,387.0,,,True,True,42.0,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;TRANSPORTER,False
SLC17A5,抗體 (表面但胞外域有限),repressor,0.8888888888888888,0,False,232.0,237.0,267.0,5.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC25A1,抗體 (表面但胞外域有限),mixed,0.6142241379310345,0,False,367.0,10.0,87.0,377.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC25A10,抗體 (表面但胞外域有限),mixed,0.5965732087227414,0,False,167.0,148.0,179.0,315.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC25A26,抗體 (表面但胞外域有限),repressor,0.7342657342657343,0,False,191.0,12.0,83.0,203.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC25A28,抗體 (表面但胞外域有限),mixed,0.47183098591549294,0,False,136.0,6.0,20.0,142.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC25A3,抗體 (表面但胞外域有限),mixed,0.6447368421052632,0,False,71.0,76.0,26.0,5.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC25A32,抗體 (表面但胞外域有限),repressor,0.7894736842105263,0,False,73.0,3.0,2.0,76.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC25A51,抗體 (表面但胞外域有限),mixed,0.6401098901098901,0,False,125.0,193.0,68.0,103.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC27A3,待新模態 (無已知遞送方式),repressor,0.7606382978723404,0,False,188.0,188.0,0.0,1.0,,,False,False,0.0,,False
SLC35A2,抗體 (表面但胞外域有限),mixed,0.53125,0,False,56.0,64.0,9.0,8.0,,,True,False,0.0,,False
SLC35D2,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.6629213483146067,0,False,88.0,89.0,1.0,2.0,,,True,True,24.0,,False
SLC3A2,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.72562893081761,0,True,2489.0,3.0,2492.0,52.0,0.8854389501607435,,True,True,425.0,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;TRANSPORTER,True
SLC4A7,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.7635135135135135,0,False,133.0,15.0,46.0,148.0,,,True,True,815.0,DRUGGABLE GENOME;TRANSPORTER,False
SLC5A3,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.4647058823529412,0,False,169.0,1.0,10.0,170.0,,,True,True,229.0,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;TRANSPORTER,False
SLC7A6,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.7938931297709924,0,False,256.0,6.0,262.0,6.0,,,True,True,95.0,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;TRANSPORTER,False
SLC9A6,抗體 (表面但胞外域有限),repressor,0.6612903225806451,0,False,42.0,20.0,12.0,62.0,,,True,False,0.0,DRUGGABLE GENOME;EXCHANGER;TRANSPORTER,False
SLF1,待新模態 (無已知遞送方式),mixed,0.5398230088495575,0,False,95.0,18.0,113.0,9.0,,,False,False,,,False
SLTM,待新模態 (無已知遞送方式),mixed,0.5947521865889213,0,False,311.0,32.0,32.0,343.0,,,,,,,False
SMAD3,小分子 (胞內可成藥口袋),repressor,0.7351891506067095,0,False,128.0,529.0,471.0,401.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR COMPLEX,False
SMAD4,小分子 (胞內可成藥口袋),mixed,0.5904255319148937,0,False,89.0,114.0,25.0,74.0,,,False,False,,CLINICALLY ACTIONABLE;DRUG RESISTANCE;KINASE;TRANSCRIPTION FACTOR COMPLEX,False
SMAD7,待新模態 (無已知遞送方式),activator,0.32238805970149254,0,False,335.0,335.0,0.0,3.0,,,,,,,False
SMAGP,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.75,0,False,56.0,72.0,28.0,16.0,,,True,True,36.0,,False
SMARCA4,小分子 (胞內可成藥口袋),mixed,0.4570815450643777,1,False,261.0,40.0,165.0,301.0,,,False,False,,CLINICALLY ACTIONABLE,True
SMARCA5,待新模態 (無已知遞送方式),mixed,0.5091500610004067,0,False,2650.0,2786.0,1996.0,136.0,0.1901104812110659,,False,False,,,False
SMARCB1,小分子 (胞內可成藥口袋),mixed,0.5595518867924528,0,False,1093.0,2130.0,1921.0,1037.0,,,False,False,,CLINICALLY ACTIONABLE,False
SMARCC1,待新模態 (無已知遞送方式),mixed,0.4276595744680851,0,False,63.0,138.0,131.0,201.0,,,,,,,False
SMARCD1,待新模態 (無已知遞送方式),mixed,0.6359832635983264,0,False,47.0,101.0,54.0,84.0,,,,,,,False
SMARCD2,待新模態 (無已知遞送方式),activator,0.32786885245901637,0,False,50.0,61.0,24.0,11.0,,,,,,,False
SMG1,小分子 (胞內可成藥口袋),repressor,0.7829674606881519,0,False,650.0,2034.0,2684.0,1705.0,0.0748237416869631,,False,False,,DNA REPAIR;DRUGGABLE GENOME;ENZYME;KINASE;PHOSPHATIDYLINOSITOL 3 KINASE;SERINE THREONINE KINASE,False
SMG7,待新模態 (無已知遞送方式),repressor,0.7614107883817427,0,False,763.0,1668.0,1765.0,905.0,,,False,False,,,False
SMG8,待新模態 (無已知遞送方式),repressor,0.7066262013151239,0,False,180.0,576.0,756.0,645.0,,,False,False,,,False
SMG9,待新模態 (無已知遞送方式),repressor,0.7201854193004635,0,False,592.0,420.0,941.0,1012.0,,,False,False,,,False
SMIM7,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5227272727272727,0,,,,46.0,132.0,,,True,True,36.0,,False
SMS,待新模態 (無已知遞送方式),mixed,0.6062992125984252,0,False,42.0,74.0,53.0,32.0,,,,,,,False
SNAP23,小分子 (胞內可成藥口袋),repressor,0.7463768115942029,0,False,100.0,88.0,36.0,188.0,,,False,False,0.0,DRUGGABLE GENOME,False
SND1,待新模態 (無已知遞送方式),mixed,0.4252136752136752,0,False,337.0,26.0,105.0,363.0,,,,,,,False
