target_contrast_gene_name,max_de,mean_de,conditions_with_gt10,max_cells,any_offtarget,ontarget_sig_conditions,target_class
AKT1,4,3.3333333333333335,0,765.0,False,3,kinase
GPR25,4,3.3333333333333335,0,1026.0,False,0,gpcr
NR1H2,4,3.3333333333333335,0,896.0,True,3,nuclear_receptor
SLC25A53,4,3.3333333333333335,0,1019.0,True,0,transporter
SLC35A4,4,3.3333333333333335,0,1717.0,False,3,transporter
SLC4A5,4,3.3333333333333335,0,933.0,False,0,transporter
UHMK1,4,3.3333333333333335,0,422.0,False,3,kinase
CLK4,4,3.0,0,505.0,False,3,kinase
IL1R1,4,3.0,0,1068.0,False,0,cytokine_receptor
MPC1,4,3.0,0,706.0,False,3,transporter
NIPAL3,4,3.0,0,906.0,True,3,transporter
SLC25A40,4,3.0,0,645.0,True,3,transporter
SLC35A3,4,3.0,0,497.0,False,3,transporter
SLC43A2,4,3.0,0,654.0,False,1,transporter
SLCO4A1,4,3.0,0,160.0,False,2,transporter
TAP2,4,3.0,0,481.0,False,3,transporter
VDAC1,4,3.0,0,328.0,False,3,ion_channel
ABCB8,4,2.6666666666666665,0,767.0,False,3,transporter
CCL28,4,2.6666666666666665,0,461.0,False,3,cytokine
CXCL16,4,2.6666666666666665,0,233.0,False,0,cytokine
EFNB2,4,2.6666666666666665,0,1514.0,False,0,cytokine
EGF,4,2.6666666666666665,0,454.0,False,0,cytokine
EPHA4,4,2.6666666666666665,0,2059.0,False,1,kinase
IL10RB,4,2.6666666666666665,0,395.0,False,3,cytokine_receptor
KSR1,4,2.6666666666666665,0,724.0,False,3,kinase
MAPK3,4,2.6666666666666665,0,1068.0,True,3,kinase
NEK8,4,2.6666666666666665,0,998.0,True,3,kinase
PTGER4,4,2.6666666666666665,0,514.0,False,3,gpcr
SLC25A38,4,2.6666666666666665,0,457.0,False,3,transporter
SLC26A2,4,2.6666666666666665,0,431.0,False,3,transporter
SLC38A7,4,2.6666666666666665,0,2386.0,False,3,transporter
TNFSF14,4,2.6666666666666665,0,1158.0,False,3,cytokine
ATP1A3,4,2.3333333333333335,0,682.0,False,0,transporter
ATP2B4,4,2.3333333333333335,0,819.0,False,3,transporter
IL13,4,2.3333333333333335,0,995.0,False,2,cytokine
LMTK3,4,2.3333333333333335,0,548.0,False,0,kinase
STK4,4,2.3333333333333335,0,331.0,False,3,kinase
TPCN1,4,2.3333333333333335,0,487.0,False,3,ion_channel
ABCB6,4,2.0,0,227.0,False,3,transporter
CX3CR1,4,2.0,0,956.0,False,1,gpcr;cytokine_receptor
CXCR4,4,2.0,0,510.0,False,3,gpcr;cytokine_receptor
NEK9,4,2.0,0,954.0,False,3,kinase
SLC1A4,4,2.0,0,408.0,False,3,transporter
SLC38A2,4,2.0,0,2079.0,False,3,transporter
SLC41A1,4,2.0,0,659.0,False,3,transporter
TNFRSF8,4,2.0,0,600.0,False,2,cytokine_receptor
CELSR3,4,1.6666666666666667,0,1444.0,False,0,gpcr
CXCR6,4,1.6666666666666667,0,615.0,False,2,gpcr;cytokine_receptor
SGK2,4,1.6666666666666667,0,468.0,False,0,kinase
SLC2A8,4,1.6666666666666667,0,365.0,False,2,transporter
SLC37A1,4,1.6666666666666667,0,938.0,False,1,transporter
SLC5A10,4,1.6666666666666667,0,1022.0,False,0,transporter
SLC5A5,4,1.6666666666666667,0,850.0,False,0,transporter
CCL18,4,1.3333333333333333,0,253.0,False,0,cytokine
IRAK2,4,1.3333333333333333,0,462.0,False,1,kinase
VIPR2,4,1.3333333333333333,0,335.0,False,0,gpcr
AKT3,3,3.0,0,946.0,False,3,kinase
AR,3,3.0,0,675.0,False,0,nuclear_receptor
CCR7,3,3.0,0,948.0,False,3,gpcr;cytokine_receptor
IL27RA,3,3.0,0,78.0,False,1,cytokine_receptor
ATP10A,3,2.6666666666666665,0,884.0,False,3,transporter
C5AR1,3,2.6666666666666665,0,1038.0,False,0,gpcr
CLCN6,3,2.6666666666666665,0,337.0,True,2,ion_channel
MPL,3,2.6666666666666665,0,763.0,False,0,cytokine_receptor
OBSCN,3,2.6666666666666665,0,1196.0,False,1,kinase
SLC25A5,3,2.6666666666666665,0,706.0,False,3,transporter
SLC26A5,3,2.6666666666666665,0,422.0,False,0,transporter
TCIRG1,3,2.6666666666666665,0,840.0,True,3,transporter
VDAC3,3,2.6666666666666665,0,586.0,False,3,ion_channel
ATP8A1,3,2.3333333333333335,0,1090.0,False,3,transporter
CNOT6,3,2.3333333333333335,0,604.0,False,3,gpcr
COQ8A,3,2.3333333333333335,0,652.0,False,3,kinase
CYSLTR1,3,2.3333333333333335,0,955.0,False,3,gpcr
EPHA1,3,2.3333333333333335,0,648.0,False,0,kinase
EPHB6,3,2.3333333333333335,0,936.0,False,2,kinase
EPOR,3,2.3333333333333335,0,905.0,False,0,cytokine_receptor
GPR150,3,2.3333333333333335,0,854.0,False,0,gpcr
IL26,3,2.3333333333333335,0,616.0,False,2,cytokine
IL6R,3,2.3333333333333335,0,1024.0,False,0,cytokine_receptor
LRRC8C,3,2.3333333333333335,0,529.0,False,3,ion_channel
NR3C1,3,2.3333333333333335,0,843.0,False,3,nuclear_receptor
P2RY10,3,2.3333333333333335,0,785.0,False,3,gpcr
RARG,3,2.3333333333333335,0,800.0,False,3,nuclear_receptor
SLC10A1,3,2.3333333333333335,0,459.0,False,0,transporter
SLC25A16,3,2.3333333333333335,0,713.0,False,3,transporter
SLC38A5,3,2.3333333333333335,0,841.0,False,3,transporter
SLC39A9,3,2.3333333333333335,0,411.0,False,0,transporter
TRPV2,3,2.3333333333333335,0,1161.0,False,3,ion_channel
TSHR,3,2.3333333333333335,0,1119.0,False,0,gpcr
ABCC3,3,2.0,0,465.0,False,0,transporter
ATP1B1,3,2.0,0,1433.0,False,3,transporter
CDK17,3,2.0,0,786.0,False,3,kinase
FES,3,2.0,0,506.0,False,1,kinase
GOLGB1,3,2.0,0,495.0,False,3,gpcr
GPRC5B,3,2.0,0,509.0,False,0,gpcr
ITPR2,3,2.0,0,535.0,False,3,ion_channel
MAST3,3,2.0,0,856.0,False,0,kinase
MPC2,3,2.0,0,185.0,True,2,transporter
NIPAL1,3,2.0,0,723.0,False,0,transporter
NLK,3,2.0,0,296.0,False,3,kinase
NMB,3,2.0,0,587.0,False,3,cytokine
OPN1SW,3,2.0,0,601.0,False,0,gpcr
OSM,3,2.0,0,1057.0,False,3,cytokine
P2RX5,3,2.0,0,571.0,False,3,ion_channel
PAK4,3,2.0,0,712.0,False,3,kinase
PIM2,3,2.0,0,740.0,False,3,kinase
PTGER2,3,2.0,0,196.0,False,3,gpcr
SLC19A2,3,2.0,0,1056.0,False,3,transporter
SLC26A4,3,2.0,0,821.0,False,1,transporter
SLC26A6,3,2.0,0,1022.0,False,3,transporter
SLC2A3,3,2.0,0,2741.0,False,3,transporter
SLC4A10,3,2.0,0,312.0,False,0,transporter
SLC50A1,3,2.0,0,1350.0,False,3,transporter
VEGFB,3,2.0,0,877.0,True,3,cytokine
ABCA2,3,1.6666666666666667,0,292.0,False,2,transporter
ADGRV1,3,1.6666666666666667,0,975.0,False,0,gpcr
AREG,3,1.6666666666666667,0,278.0,False,0,cytokine
ATP6V0E2,3,1.6666666666666667,0,689.0,False,3,transporter
BEST4,3,1.6666666666666667,0,619.0,False,0,ion_channel
CCR8,3,1.6666666666666667,0,290.0,False,1,gpcr;cytokine_receptor
CD27,3,1.6666666666666667,0,856.0,False,3,cytokine_receptor
FASLG,3,1.6666666666666667,0,572.0,False,2,cytokine
FLVCR1,3,1.6666666666666667,0,506.0,False,3,transporter
GSK3B,3,1.6666666666666667,0,689.0,False,3,kinase
IGF1R,3,1.6666666666666667,0,586.0,False,3,kinase
IL11RA,3,1.6666666666666667,0,1126.0,True,3,cytokine_receptor
NIPA1,3,1.6666666666666667,0,614.0,False,3,transporter
NTRK2,3,1.6666666666666667,0,709.0,False,1,kinase
P2RY8,3,1.6666666666666667,0,1113.0,False,3,gpcr
PKN2,3,1.6666666666666667,0,551.0,False,3,kinase
PLK3,3,1.6666666666666667,0,1872.0,False,3,kinase
PRAG1,3,1.6666666666666667,0,585.0,False,2,kinase
SLC11A1,3,1.6666666666666667,0,657.0,False,0,transporter
SLC22A5,3,1.6666666666666667,0,283.0,False,0,transporter
SLC25A36,3,1.6666666666666667,0,224.0,False,3,transporter
SLC25A44,3,1.6666666666666667,0,896.0,False,3,transporter
SLC27A4,3,1.6666666666666667,0,603.0,False,3,transporter
SLC35G1,3,1.6666666666666667,0,1348.0,False,3,transporter
SLC39A10,3,1.6666666666666667,0,572.0,False,3,transporter
SLC44A5,3,1.6666666666666667,0,428.0,False,0,transporter
TGFA,3,1.6666666666666667,0,605.0,False,0,cytokine
TNFSF9,3,1.6666666666666667,0,1321.0,False,2,cytokine
TTBK2,3,1.6666666666666667,0,567.0,False,3,kinase
ULK2,3,1.6666666666666667,0,505.0,False,3,kinase
ADORA2B,3,1.3333333333333333,0,555.0,False,0,gpcr
CCL1,3,1.3333333333333333,0,672.0,False,0,cytokine
CRLF2,3,1.3333333333333333,0,1399.0,False,0,cytokine_receptor
CXCL9,3,1.3333333333333333,0,578.0,False,0,cytokine
EDAR,3,1.3333333333333333,0,609.0,False,0,cytokine_receptor
EDN3,3,1.3333333333333333,0,704.0,False,0,cytokine
GPR160,3,1.3333333333333333,0,390.0,False,2,gpcr
GPR52,3,1.3333333333333333,0,1277.0,False,0,gpcr
KCNH3,3,1.3333333333333333,0,425.0,False,0,ion_channel
NR2F2,3,1.3333333333333333,0,451.0,False,0,nuclear_receptor
P2RY11,3,1.3333333333333333,0,825.0,False,1,gpcr
RIPK2,3,1.3333333333333333,0,430.0,False,2,kinase
SLC35E4,3,1.3333333333333333,0,527.0,False,2,transporter
SRC,3,1.3333333333333333,0,1250.0,False,2,kinase
SV2A,3,1.3333333333333333,0,145.0,False,0,transporter
TNFRSF11A,3,1.3333333333333333,0,431.0,False,1,cytokine_receptor
CDK6,3,1.0,0,660.0,False,1,kinase
FGF9,3,1.0,0,221.0,False,0,cytokine
KCND1,3,1.0,0,139.0,False,0,ion_channel
SLC25A25,3,1.0,0,192.0,False,0,transporter
SLC27A1,3,1.0,0,723.0,False,0,transporter
ANO6,2,2.0,0,1407.0,False,3,ion_channel
ANO8,2,2.0,0,1548.0,True,3,ion_channel
CSF1R,2,2.0,0,645.0,False,0,kinase
CYSLTR2,2,2.0,0,744.0,False,0,gpcr
IRAK4,2,2.0,0,404.0,True,3,kinase
SLC25A19,2,2.0,0,718.0,False,3,transporter
SLC39A3,2,2.0,0,454.0,False,3,transporter
ADCK5,2,1.6666666666666667,0,1285.0,False,3,kinase
ASIC3,2,1.6666666666666667,0,750.0,False,0,ion_channel
ATP8B4,2,1.6666666666666667,0,444.0,False,3,transporter
CCL3,2,1.6666666666666667,0,886.0,False,1,cytokine
CCR5,2,1.6666666666666667,0,1129.0,False,3,gpcr;cytokine_receptor
CLIC1,2,1.6666666666666667,0,523.0,False,0,ion_channel
CLK2,2,1.6666666666666667,0,956.0,False,3,kinase
CXCR3,2,1.6666666666666667,0,403.0,False,3,gpcr;cytokine_receptor
GPR132,2,1.6666666666666667,0,533.0,False,3,gpcr
GPR65,2,1.6666666666666667,0,517.0,False,3,gpcr
HRH2,2,1.6666666666666667,0,733.0,False,2,gpcr
IL15RA,2,1.6666666666666667,0,614.0,False,3,cytokine_receptor
IL1RAP,2,1.6666666666666667,0,726.0,False,3,cytokine_receptor
LETMD1,2,1.6666666666666667,0,1387.0,False,3,transporter
PPARD,2,1.6666666666666667,0,461.0,False,3,nuclear_receptor
PXK,2,1.6666666666666667,0,319.0,False,3,kinase
RIPK3,2,1.6666666666666667,0,412.0,False,3,kinase
ROCK1,2,1.6666666666666667,0,410.0,False,3,kinase
SLC12A4,2,1.6666666666666667,0,588.0,False,3,transporter
SLC25A24,2,1.6666666666666667,0,758.0,False,3,transporter
SLC35F5,2,1.6666666666666667,0,358.0,False,3,transporter
SPNS1,2,1.6666666666666667,0,857.0,False,3,transporter
SRPK2,2,1.6666666666666667,0,692.0,False,3,kinase
TAOK3,2,1.6666666666666667,0,1052.0,False,3,kinase
TNFRSF12A,2,1.6666666666666667,0,821.0,False,0,cytokine_receptor
TNFSF13,2,1.6666666666666667,0,1070.0,False,1,cytokine
TSLP,2,1.6666666666666667,0,1031.0,False,0,cytokine
VDR,2,1.6666666666666667,0,632.0,False,3,nuclear_receptor
GAK,2,1.5,0,273.0,False,0,kinase
ADCK1,2,1.3333333333333333,0,642.0,False,0,kinase
ADCK2,2,1.3333333333333333,0,730.0,False,3,kinase
ADGRE5,2,1.3333333333333333,0,608.0,False,3,gpcr
ADM,2,1.3333333333333333,0,429.0,False,0,cytokine
ATP2C1,2,1.3333333333333333,0,692.0,False,3,transporter
ATP8A2,2,1.3333333333333333,0,1104.0,False,0,transporter
BRAF,2,1.3333333333333333,0,587.0,False,3,kinase
BRSK1,2,1.3333333333333333,0,1247.0,False,1,kinase
CACNA1D,2,1.3333333333333333,0,838.0,False,0,ion_channel
CDK16,2,1.3333333333333333,0,656.0,False,3,kinase
CDK9,2,1.3333333333333333,0,297.0,False,3,kinase
CHRNE,2,1.3333333333333333,0,648.0,False,0,ion_channel
CLCN3,2,1.3333333333333333,0,792.0,False,3,ion_channel
CLIC4,2,1.3333333333333333,0,820.0,False,3,ion_channel
CXCL1,2,1.3333333333333333,0,1473.0,False,0,cytokine
F2R,2,1.3333333333333333,0,1036.0,False,3,gpcr
GJB6,2,1.3333333333333333,0,1009.0,False,0,ion_channel
GPR68,2,1.3333333333333333,0,662.0,False,3,gpcr
HRH4,2,1.3333333333333333,0,781.0,False,0,gpcr
IKBKE,2,1.3333333333333333,0,662.0,False,3,kinase
IL16,2,1.3333333333333333,0,725.0,False,3,cytokine
IL17RA,2,1.3333333333333333,0,694.0,False,3,cytokine_receptor
IL17RB,2,1.3333333333333333,0,835.0,True,1,cytokine_receptor
IL18RAP,2,1.3333333333333333,0,677.0,False,3,cytokine_receptor
IL32,2,1.3333333333333333,0,734.0,False,3,cytokine
IL3RA,2,1.3333333333333333,0,323.0,False,2,cytokine_receptor
IL9R,2,1.3333333333333333,0,643.0,True,3,cytokine_receptor
ITPR3,2,1.3333333333333333,0,997.0,False,3,ion_channel
KCNK7,2,1.3333333333333333,0,561.0,False,0,ion_channel
KCNN4,2,1.3333333333333333,0,940.0,False,3,ion_channel
KCNQ5,2,1.3333333333333333,0,601.0,False,2,ion_channel
LATS1,2,1.3333333333333333,0,897.0,False,3,kinase
LIMK1,2,1.3333333333333333,0,939.0,False,3,kinase
LPAR5,2,1.3333333333333333,0,1729.0,False,0,gpcr
MCOLN3,2,1.3333333333333333,0,717.0,False,3,ion_channel
MELK,2,1.3333333333333333,0,777.0,False,3,kinase
MINK1,2,1.3333333333333333,0,722.0,False,3,kinase
NEK11,2,1.3333333333333333,0,724.0,True,0,kinase
NR2F1,2,1.3333333333333333,0,681.0,False,0,nuclear_receptor
NUAK2,2,1.3333333333333333,0,769.0,False,0,kinase
PBK,2,1.3333333333333333,0,833.0,False,3,kinase
PTK2B,2,1.3333333333333333,0,1708.0,False,3,kinase
ROCK2,2,1.3333333333333333,0,978.0,False,3,kinase
SCYL1,2,1.3333333333333333,0,290.0,False,3,kinase
SFXN3,2,1.3333333333333333,0,917.0,False,3,transporter
SIGIRR,2,1.3333333333333333,0,867.0,False,0,cytokine_receptor
SLC25A12,2,1.3333333333333333,0,615.0,False,3,transporter
SLC25A17,2,1.3333333333333333,0,501.0,False,3,transporter
SLC25A20,2,1.3333333333333333,0,743.0,False,3,transporter
SLC25A23,2,1.3333333333333333,0,807.0,False,3,transporter
SLC25A4,2,1.3333333333333333,0,945.0,False,3,transporter
SLC25A46,2,1.3333333333333333,0,527.0,False,3,transporter
SLC27A2,2,1.3333333333333333,0,592.0,False,3,transporter
SLC2A13,2,1.3333333333333333,0,417.0,False,2,transporter
SLC2A6,2,1.3333333333333333,0,1251.0,False,0,transporter
SLC30A9,2,1.3333333333333333,0,829.0,False,3,transporter
SLC37A4,2,1.3333333333333333,0,480.0,False,3,transporter
SLC39A11,2,1.3333333333333333,0,564.0,False,3,transporter
SLC39A14,2,1.3333333333333333,0,692.0,False,3,transporter
SLC43A1,2,1.3333333333333333,0,465.0,False,3,transporter
SLC43A3,2,1.3333333333333333,0,919.0,False,3,transporter
SLC44A1,2,1.3333333333333333,0,473.0,False,0,transporter
SLC48A1,2,1.3333333333333333,0,943.0,False,3,transporter
SLC4A2,2,1.3333333333333333,0,561.0,False,3,transporter
SLC9A7,2,1.3333333333333333,0,833.0,False,3,transporter
SLC9A8,2,1.3333333333333333,0,534.0,False,3,transporter
SLCO4C1,2,1.3333333333333333,0,509.0,False,0,transporter
SMOX,2,1.3333333333333333,0,490.0,False,2,gpcr
TLK2,2,1.3333333333333333,0,290.0,False,2,kinase
TNFRSF18,2,1.3333333333333333,0,500.0,False,3,cytokine_receptor
VDAC2,2,1.3333333333333333,0,618.0,False,3,ion_channel
ABCA7,2,1.0,0,247.0,False,2,transporter
ADGRA3,2,1.0,0,721.0,False,2,gpcr
ATP10D,2,1.0,0,1190.0,False,2,transporter
C3AR1,2,1.0,0,508.0,False,1,gpcr
CACNA1A,2,1.0,0,827.0,False,0,ion_channel
CACNA1C,2,1.0,0,783.0,False,0,ion_channel
CCL20,2,1.0,0,1206.0,False,0,cytokine
CCL4L2,2,1.0,0,383.0,False,0,cytokine
CDC42BPA,2,1.0,0,690.0,False,1,kinase
CLK1,2,1.0,0,918.0,False,1,kinase
CMKLR1,2,1.0,0,491.0,False,0,gpcr
CSF3R,2,1.0,0,1102.0,False,0,cytokine_receptor
CXCR5,2,1.0,0,736.0,False,2,gpcr;cytokine_receptor
GABBR1,2,1.0,0,430.0,False,1,gpcr
IL10,2,1.0,0,382.0,False,1,cytokine
MYO3B,2,1.0,0,328.0,False,0,kinase
NR1I3,2,1.0,0,872.0,False,0,nuclear_receptor
NR5A2,2,1.0,0,725.0,False,0,nuclear_receptor
P2RY12,2,1.0,0,598.0,False,0,gpcr
PPBP,2,1.0,0,325.0,False,0,cytokine
RORB,2,1.0,0,738.0,False,0,nuclear_receptor
SBK1,2,1.0,0,804.0,False,2,kinase
SLC1A6,2,1.0,0,1309.0,False,0,transporter
TNFSF13B,2,1.0,0,470.0,False,1,cytokine
TNK2,2,1.0,0,518.0,False,0,kinase
TRPM2,2,1.0,0,1075.0,False,0,ion_channel
ACKR3,2,0.6666666666666666,0,837.0,False,0,gpcr;cytokine_receptor
ANO9,2,0.6666666666666666,0,223.0,False,0,ion_channel
CACNB3,2,0.6666666666666666,0,456.0,False,1,ion_channel
CCR1,2,0.6666666666666666,0,472.0,False,1,gpcr;cytokine_receptor
CLCN2,2,0.6666666666666666,0,493.0,False,0,ion_channel
CXCL13,2,0.6666666666666666,0,2160.0,False,0,cytokine
EFNA1,2,0.6666666666666666,0,794.0,False,0,cytokine
IL1RL1,2,0.6666666666666666,0,471.0,False,0,cytokine_receptor
IL2,2,0.6666666666666666,0,685.0,False,1,cytokine
IL24,2,0.6666666666666666,0,810.0,False,1,cytokine
IL5RA,2,0.6666666666666666,0,849.0,False,0,cytokine_receptor
KCNK12,2,0.6666666666666666,0,1135.0,False,0,ion_channel
NR3C2,2,0.6666666666666666,0,992.0,False,0,nuclear_receptor
NR5A1,2,0.6666666666666666,0,533.0,False,0,nuclear_receptor
PF4,2,0.6666666666666666,0,886.0,False,0,cytokine
RIOK1,2,0.6666666666666666,0,575.0,False,0,kinase
SLC15A2,2,0.6666666666666666,0,716.0,False,0,transporter
SLC22A23,2,0.6666666666666666,0,384.0,False,0,transporter
SLC25A6,2,0.6666666666666666,0,574.0,False,0,transporter
SLC44A4,2,0.6666666666666666,0,472.0,False,0,transporter
SLC4A4,2,0.6666666666666666,0,843.0,False,0,transporter
SLC9B1,2,0.6666666666666666,0,302.0,False,0,transporter
SSTR3,2,0.6666666666666666,0,1249.0,False,0,gpcr
TEC,2,0.6666666666666666,0,1050.0,False,1,kinase
TNFSF11,2,0.6666666666666666,0,345.0,False,1,cytokine
UCN,2,0.6666666666666666,0,711.0,True,0,cytokine
ABCB9,1,1.0,0,281.0,False,0,transporter
ABCC5,1,1.0,0,399.0,False,3,transporter
ANO10,1,1.0,0,1412.0,False,3,ion_channel
ATP11A,1,1.0,0,1182.0,False,3,transporter
ATP6V1C2,1,1.0,0,516.0,False,0,transporter
BEST1,1,1.0,0,571.0,False,0,ion_channel
BMP2K,1,1.0,0,758.0,False,3,kinase
CBLN3,1,1.0,0,359.0,True,0,cytokine
CHRNA5,1,1.0,0,404.0,False,0,ion_channel
CSF1,1,1.0,0,350.0,False,3,cytokine
CXCL14,1,1.0,0,660.0,False,0,cytokine
DAPK3,1,1.0,0,639.0,False,3,kinase
FER,1,1.0,0,1043.0,False,3,kinase
GNRH2,1,1.0,0,660.0,False,0,cytokine
GPR18,1,1.0,0,745.0,False,3,gpcr
GPR35,1,1.0,0,549.0,False,0,gpcr;cytokine_receptor
GRK5,1,1.0,0,891.0,False,3,kinase
HVCN1,1,1.0,0,741.0,False,3,ion_channel
IL18R1,1,1.0,0,726.0,False,3,cytokine_receptor
MLN,1,1.0,0,1106.0,False,0,cytokine
MYLK,1,1.0,0,669.0,False,0,kinase
NEK2,1,1.0,0,1258.0,False,3,kinase
NR0B1,1,1.0,0,1044.0,False,0,nuclear_receptor
NRG4,1,1.0,0,430.0,False,0,cytokine
P2RX7,1,1.0,0,565.0,False,3,ion_channel
PDGFD,1,1.0,0,1372.0,False,0,cytokine
PDK2,1,1.0,0,530.0,False,3,kinase
PTGIR,1,1.0,0,392.0,False,3,gpcr
S1PR2,1,1.0,0,993.0,False,3,gpcr
SFXN5,1,1.0,0,674.0,False,3,transporter
SGK1,1,1.0,0,858.0,False,3,kinase
SLC12A6,1,1.0,0,1309.0,False,0,transporter
SLC12A7,1,1.0,0,386.0,False,3,kinase;transporter
SLC16A7,1,1.0,0,589.0,False,3,transporter
SLC18B1,1,1.0,0,503.0,False,3,transporter
SLC19A1,1,1.0,0,1055.0,False,3,transporter
SLC22A3,1,1.0,0,919.0,False,0,transporter
SLC25A14,1,1.0,0,1052.0,False,3,transporter
SLC25A30,1,1.0,0,422.0,False,3,transporter
SLC25A33,1,1.0,0,1722.0,False,3,transporter
SLC25A39,1,1.0,0,457.0,False,3,transporter
SLC25A43,1,1.0,0,553.0,False,3,transporter
SLC30A5,1,1.0,0,821.0,False,3,transporter
SLC31A2,1,1.0,0,2160.0,False,3,transporter
SLC35B3,1,1.0,0,668.0,False,3,transporter
SLC35F6,1,1.0,0,830.0,False,3,transporter
SLC36A4,1,1.0,0,828.0,False,3,transporter
SLC41A3,1,1.0,0,1377.0,False,3,transporter
STK26,1,1.0,0,672.0,False,3,kinase
TAOK1,1,1.0,0,1370.0,False,3,kinase
TNFRSF25,1,1.0,0,545.0,False,3,cytokine_receptor
TPRA1,1,1.0,0,1323.0,False,3,gpcr
TXK,1,1.0,0,918.0,False,3,kinase
ABL1,1,0.6666666666666666,0,496.0,False,0,kinase
BMP6,1,0.6666666666666666,0,426.0,False,0,cytokine
CCL4,1,0.6666666666666666,0,803.0,False,2,cytokine
CD40,1,0.6666666666666666,0,899.0,False,0,cytokine_receptor
CDK20,1,0.6666666666666666,0,502.0,False,0,kinase
CDKL2,1,0.6666666666666666,0,930.0,False,0,kinase
CHRM4,1,0.6666666666666666,0,502.0,False,0,gpcr
CLCF1,1,0.6666666666666666,0,594.0,False,0,cytokine
CLCN5,1,0.6666666666666666,0,598.0,False,0,ion_channel
CLIC2,1,0.6666666666666666,0,477.0,False,0,ion_channel
CXCL10,1,0.6666666666666666,0,428.0,False,0,cytokine
CXCR2,1,0.6666666666666666,0,511.0,False,0,gpcr;cytokine_receptor
GIPR,1,0.6666666666666666,0,989.0,False,0,gpcr
IFNG,1,0.6666666666666666,0,371.0,False,1,cytokine
IL12A,1,0.6666666666666666,0,796.0,False,0,cytokine
IL22,1,0.6666666666666666,0,728.0,False,1,cytokine
KCNC3,1,0.6666666666666666,0,830.0,False,1,ion_channel
KCNC4,1,0.6666666666666666,0,592.0,False,2,ion_channel
NR1D1,1,0.6666666666666666,0,687.0,False,2,nuclear_receptor
NR1H4,1,0.6666666666666666,0,672.0,False,0,nuclear_receptor
NUAK1,1,0.6666666666666666,0,301.0,False,0,kinase
P2RX1,1,0.6666666666666666,0,648.0,False,0,ion_channel
P2RY14,1,0.6666666666666666,0,420.0,False,0,gpcr
PPARG,1,0.6666666666666666,0,917.0,False,2,nuclear_receptor
RYR1,1,0.6666666666666666,0,843.0,False,0,ion_channel
RYR3,1,0.6666666666666666,0,573.0,False,0,ion_channel
SLC23A3,1,0.6666666666666666,0,929.0,False,0,transporter
SLC25A35,1,0.6666666666666666,0,568.0,True,1,transporter
SLC26A11,1,0.6666666666666666,0,613.0,True,0,transporter
SLC29A2,1,0.6666666666666666,0,636.0,False,2,transporter
SLC30A4,1,0.6666666666666666,0,374.0,False,1,transporter
SLC41A2,1,0.6666666666666666,0,513.0,False,2,transporter
SLC9A9,1,0.6666666666666666,0,719.0,False,1,transporter
SPEG,1,0.6666666666666666,0,976.0,False,0,kinase
TPCN2,1,0.6666666666666666,0,997.0,False,2,ion_channel
TRIB1,1,0.6666666666666666,0,521.0,False,2,kinase
VEGFA,1,0.6666666666666666,0,572.0,False,2,cytokine
CLCN7,1,0.5,0,335.0,False,0,ion_channel
ABCC10,1,0.3333333333333333,0,649.0,False,0,transporter
ABCC2,1,0.3333333333333333,0,616.0,False,0,transporter
ADGRB2,1,0.3333333333333333,0,281.0,False,0,gpcr
ADGRE2,1,0.3333333333333333,0,953.0,False,0,gpcr
AQP1,1,0.3333333333333333,0,459.0,False,0,ion_channel
AQP11,1,0.3333333333333333,0,556.0,False,0,ion_channel
ASIC1,1,0.3333333333333333,0,1032.0,False,1,ion_channel
ATP6V1D,1,0.3333333333333333,0,247.0,False,0,transporter
AXL,1,0.3333333333333333,0,866.0,False,0,kinase
CACNA2D4,1,0.3333333333333333,0,626.0,False,0,ion_channel
CALCB,1,0.3333333333333333,0,1084.0,False,0,cytokine
CATSPERB,1,0.3333333333333333,0,489.0,False,0,ion_channel
CCR9,1,0.3333333333333333,0,981.0,False,0,gpcr;cytokine_receptor
CDKL1,1,0.3333333333333333,0,430.0,False,0,kinase
CHRNA10,1,0.3333333333333333,0,553.0,False,0,ion_channel
CLIC3,1,0.3333333333333333,0,736.0,False,1,ion_channel
CXCL8,1,0.3333333333333333,0,410.0,False,1,cytokine
DDR2,1,0.3333333333333333,0,570.0,False,0,kinase
ESR2,1,0.3333333333333333,0,772.0,False,0,nuclear_receptor
ESRRG,1,0.3333333333333333,0,1150.0,False,0,nuclear_receptor
FGF2,1,0.3333333333333333,0,533.0,False,0,cytokine
FGFR2,1,0.3333333333333333,0,657.0,False,0,kinase
GDF15,1,0.3333333333333333,0,693.0,False,0,cytokine
GJB2,1,0.3333333333333333,0,466.0,False,0,ion_channel
GPR157,1,0.3333333333333333,0,1553.0,False,1,gpcr
GPR19,1,0.3333333333333333,0,279.0,False,0,gpcr
GPR55,1,0.3333333333333333,0,305.0,False,0,gpcr
GRK4,1,0.3333333333333333,0,302.0,False,0,kinase
HCK,1,0.3333333333333333,0,286.0,False,0,kinase
IL1A,1,0.3333333333333333,0,563.0,False,0,cytokine
IL1RN,1,0.3333333333333333,0,896.0,False,0,cytokine
KCNH2,1,0.3333333333333333,0,337.0,False,0,ion_channel
KCNJ1,1,0.3333333333333333,0,846.0,False,0,ion_channel
KIT,1,0.3333333333333333,0,363.0,False,0,kinase
MFSD4A,1,0.3333333333333333,0,500.0,False,0,transporter
MOK,1,0.3333333333333333,0,1119.0,False,0,kinase
