target_contrast_gene_name,culture_condition,n_cells_target,n_total_de_genes,ontarget_effect_size,offtarget_flag,crossdonor_correlation_mean,crossguide_correlation,has_crossdonor,has_crossguide,low_crossdonor,low_crossguide,low_cells
ATP5PF,Stim48hr,69.0,531,-1.75856455815024,True,0.4067492888202942,,True,False,False,False,True
ATP5PF,Stim8hr,87.0,73,-2.454356471294895,True,0.2528522998158218,,True,False,False,False,True
ATP5PO,Rest,467.0,423,-5.766912331095463,False,0.4466547340652125,0.7677121022096993,True,True,False,False,False
ATP5PO,Stim48hr,302.0,1157,-3.896555610715156,False,0.5657225296254927,0.6657865629442908,True,True,False,False,False
ATP5PO,Stim8hr,412.0,94,-5.404041102992315,False,0.5515613161608323,-0.0090205753704165,True,True,False,True,False
ATP6AP2,Stim48hr,32.0,354,-3.844561930403208,False,,,False,False,False,False,True
ATP6V1E1,Rest,112.0,51,-4.768902624492278,False,-0.1026444505600266,,True,False,True,False,True
ATP8B1,Rest,183.0,601,0.0,False,0.2625793248048317,,True,False,False,False,True
ATP8B1,Stim8hr,404.0,662,0.0,False,-0.1423568039658396,-0.0207268942630714,True,True,True,True,False
ATPAF2,Rest,617.0,59,-2.9040808378280167,True,0.5480906851126374,0.6356432655209372,True,True,False,False,False
ATPAF2,Stim48hr,595.0,833,-3.036201769186593,True,0.4106013147556431,0.7523039054024206,True,True,False,False,False
ATPSCKMT,Stim8hr,25.0,103,-1.5976486115359565,False,,,False,False,False,False,True
ATRX,Rest,497.0,214,-17.846882007213758,False,0.6058435947186227,0.6183285684572364,True,True,False,False,False
ATRX,Stim48hr,431.0,347,-14.905890673495197,False,0.3927445038359184,0.8397514401713249,True,True,False,False,False
ATRX,Stim8hr,421.0,831,-15.36785354393968,False,0.6851286726983892,0.7057994794370702,True,True,False,False,False
ATXN10,Rest,90.0,1377,-6.530815626845922,False,0.2361419931607888,0.4730482847109036,True,True,False,False,True
ATXN10,Stim8hr,68.0,1306,-8.597546394696378,False,0.2894944197238125,,True,False,False,False,True
ATXN1L,Rest,378.0,98,-2.6158873690169093,False,0.3233088555632559,-0.1686640453049439,True,True,False,True,False
ATXN2L,Rest,423.0,118,-15.128604322120646,False,0.7944599020117428,0.7818793685242856,True,True,False,False,False
ATXN2L,Stim48hr,382.0,86,-18.25280872272949,False,0.3620357869683321,0.0954539128873461,True,True,False,True,False
ATXN2L,Stim8hr,404.0,120,-18.917188595392027,False,0.2470016169184367,0.5527708056492899,True,True,False,False,False
ATXN7L3,Rest,1294.0,545,-11.36005317568072,False,0.5825455944089767,0.8334614791888701,True,True,False,False,False
ATXN7L3,Stim48hr,918.0,503,-8.33397654024147,False,0.6024229709650101,0.4949859536846831,True,True,False,False,False
ATXN7L3,Stim8hr,1174.0,1942,-13.557483353777297,False,0.5790386889733385,0.8238623429253122,True,True,False,False,False
AUP1,Stim48hr,665.0,241,-8.843505434333304,False,-0.3622727058823001,,True,False,True,False,False
AUP1,Stim8hr,659.0,128,-13.96580639273371,True,0.7739885070453645,,True,False,False,False,False
AVEN,Stim8hr,375.0,157,-13.114138803755644,False,0.6114986298766377,0.7901411237159323,True,True,False,False,False
AVPR2,Rest,717.0,327,0.0,False,0.3129604184912131,,True,False,False,False,False
B3GAT1,Rest,268.0,195,-0.2312815034795149,False,0.3916446149124723,0.1940560556573893,True,True,False,True,False
B4GALNT3,Rest,45.0,372,-0.1624424931996974,False,,,False,False,False,False,True
B4GALNT3,Stim48hr,137.0,73,-0.988905703447211,False,0.0256228655975489,-0.2808470332818526,True,True,True,True,True
B4GALT7,Rest,666.0,285,-9.547193500955633,True,0.6681416825378473,0.7822137718056696,True,True,False,False,False
BAHD1,Stim48hr,420.0,393,-10.217793995188376,False,0.5010142702497438,0.6919373787408966,True,True,False,False,False
BAHD1,Stim8hr,388.0,96,-13.749327266557064,False,0.4687461831906387,0.8581486659694033,True,True,False,False,False
BAP1,Rest,56.0,60,-3.1248528577037904,False,0.1345584031613128,,True,False,True,False,True
BAP1,Stim48hr,65.0,258,-3.1704592636665208,False,0.0726761288219444,,True,False,True,False,True
BAP1,Stim8hr,57.0,166,-3.820194698033344,False,0.1675489826803584,,True,False,True,False,True
BARX1,Rest,494.0,208,0.0,False,0.3648143194590558,,True,False,False,False,False
BATF,Rest,115.0,377,-5.45893467031413,False,0.2354766071203523,,True,False,False,False,True
BATF,Stim48hr,129.0,587,-11.062747177024624,False,0.5016146443904903,0.6879775364882494,True,True,False,False,True
BATF,Stim8hr,135.0,660,-15.805025015383393,False,0.6060844903751618,0.6719372157974092,True,True,False,False,True
BAZ1A,Rest,274.0,89,-9.546001672628666,False,0.5751503462873644,,True,False,False,False,False
BBS10,Stim8hr,1411.0,79,-10.424105606562218,False,0.3595179472133643,0.3522814481468902,True,True,False,False,False
BCAP29,Stim8hr,509.0,105,-15.358994790048872,False,-0.0404108577957726,0.1478284898797787,True,True,True,True,False
BCAT2,Stim48hr,125.0,305,-6.344499967727549,False,0.4586323288590159,-0.1923453021266247,True,True,False,True,True
BCAT2,Stim8hr,198.0,3678,-5.669235678926915,False,0.6478241416562976,0.0609063093763718,True,True,False,True,False
BCKDHA,Rest,54.0,291,-2.644771745513973,False,0.5601399031647626,,True,False,False,False,True
BCKDHA,Stim8hr,61.0,374,-3.2950665187875523,False,0.2040688806261387,,True,False,False,False,True
BCL10,Stim48hr,427.0,2980,-10.545179020665367,False,0.5912370580946318,,True,False,False,False,False
BCL10,Stim8hr,687.0,3456,-13.113211002631488,False,0.5548670240501085,,True,False,False,False,False
BCL11B,Stim48hr,203.0,1504,0.0,False,0.5612764705258636,,True,False,False,False,False
BCL11B,Stim8hr,209.0,1385,0.0,False,0.619697542063611,,True,False,False,False,False
BCL3,Rest,130.0,231,-7.797736362088186,False,0.5201945909212347,0.6864443129662015,True,True,False,False,True
BCL3,Stim48hr,143.0,63,-13.161020925093826,False,0.5531536666249613,0.7903390756573702,True,True,False,False,True
BCL3,Stim8hr,179.0,113,-12.723267865010468,False,0.562295462132659,0.5171162316798845,True,True,False,False,True
BCL6,Stim48hr,495.0,68,-3.898610196277424,False,0.2171691756385728,0.2013609806056444,True,True,False,False,False
BCLAF1,Stim48hr,518.0,115,-11.969095409390269,False,0.5190012720338811,0.672543581490989,True,True,False,False,False
BCLAF1,Stim8hr,635.0,107,-14.739506400267024,False,0.757134827498024,0.9624935625029344,True,True,False,False,False
BCS1L,Rest,355.0,454,-7.420429817001249,True,0.476046881905815,0.8992623022808587,True,True,False,False,False
BCS1L,Stim48hr,105.0,1338,-5.5749533145581305,True,0.5281606248675282,0.6089840464328397,True,True,False,False,True
BCS1L,Stim8hr,288.0,1087,-10.255666298668984,True,0.531512238007868,0.7359540577685314,True,True,False,False,False
BDP1,Stim48hr,43.0,63,-2.823668769076975,False,,,False,False,False,False,True
BEX3,Rest,497.0,311,-7.168518453573399,False,0.4824085828746154,0.2024804569496047,True,True,False,False,False
BHLHE40,Rest,1028.0,465,-18.5204767496614,False,0.7066525315836579,0.7447541764630957,True,True,False,False,False
BHLHE40,Stim48hr,864.0,1687,-13.068173693111076,False,0.6682176480906069,0.7686191506242357,True,True,False,False,False
BHLHE40,Stim8hr,972.0,1997,-17.857106625639812,False,0.7372858443192283,0.7958984990956779,True,True,False,False,False
BICDL1,Stim48hr,680.0,79,-5.167123199145831,False,0.228070392273154,0.0389104981097308,True,True,False,True,False
BLOC1S2,Stim48hr,299.0,53,-16.318987413605083,False,0.0125732972395396,0.8822085661755431,True,True,True,False,False
BLOC1S4,Stim8hr,245.0,82,-8.085141997137343,False,0.3415908917906035,0.3782660734888594,True,True,False,False,False
BLZF1,Rest,360.0,454,-9.676094176252368,False,0.611671265737508,0.1979736568653627,True,True,False,True,False
BLZF1,Stim48hr,497.0,108,-10.728292932688566,False,0.7763049896514888,0.9801945827432448,True,True,False,False,False
BMI1,Stim8hr,148.0,92,-11.692447272096382,False,0.3333061461498766,,True,False,False,False,True
BMP8A,Stim48hr,614.0,88,0.0,False,0.0435422695021217,0.5671358610252135,True,True,True,False,False
BPNT1,Rest,439.0,60,-13.441897817123008,True,0.604014931147088,,True,False,False,False,False
BPNT2,Stim48hr,114.0,54,-4.986572541289003,False,,,False,False,False,False,True
BPTF,Rest,342.0,437,-13.228097149523151,False,0.6708121072634933,,True,False,False,False,False
BPTF,Stim48hr,103.0,386,-5.966062884738382,False,0.4203205468951641,,True,False,False,False,True
BPTF,Stim8hr,279.0,604,-10.700764047586109,False,0.6020841525567858,,True,False,False,False,False
BRAT1,Rest,265.0,219,-7.376028544820194,False,0.7441010956008807,0.9782142592775572,True,True,False,False,False
BRAT1,Stim48hr,280.0,144,-8.494623390672315,False,0.1356437491040341,0.8713464329011433,True,True,True,False,False
BRCA1,Stim8hr,41.0,59,-1.759746307796607,False,,,False,False,False,False,True
BRD1,Rest,144.0,65,-10.075517732456513,False,0.5300888927412902,0.144012778407177,True,True,False,True,True
BRD1,Stim48hr,245.0,136,-9.992878806381844,False,0.4993267211816379,0.5272028511744983,True,True,False,False,False
BRD1,Stim8hr,187.0,292,-12.360408858965396,False,0.674990564592182,0.5024781747626398,True,True,False,False,True
BRD10,Rest,266.0,119,-4.129973210132135,False,,,False,False,False,False,False
BRD10,Stim8hr,304.0,57,-3.2473327445217333,False,,,False,False,False,False,False
BRD7,Rest,1082.0,80,-19.053978108418058,False,0.631159178574785,0.877824631658337,True,True,False,False,False
BRD8,Rest,419.0,1903,-11.32327212030861,True,0.4673158121898043,0.5690320903224704,True,True,False,False,False
BRD8,Stim48hr,223.0,827,-6.682114431602675,True,0.4037393561809355,,True,False,False,False,False
BRD8,Stim8hr,372.0,3693,-10.03872486841051,True,0.5728318875925166,0.7306149365557091,True,True,False,False,False
BRD9,Rest,208.0,143,-8.245742211771176,True,0.5859810241459158,0.9232974153952273,True,True,False,False,False
BRD9,Stim48hr,185.0,102,-7.425471977124271,True,0.7105061558724456,0.7632459257982183,True,True,False,False,True
BRD9,Stim8hr,207.0,98,-10.444968462021883,True,0.7571195538802059,0.9371077924162884,True,True,False,False,False
BRIP1,Rest,26.0,58,-1.7104870284729532,False,,,False,False,False,False,True
BRIP1,Stim8hr,47.0,95,-1.5099839022136226,False,,,False,False,False,False,True
BRK1,Rest,420.0,622,-15.557711465435036,False,0.59956359846106,0.7573862465377856,True,True,False,False,False
BRK1,Stim48hr,277.0,426,-12.51305933746948,False,0.2226145922578401,0.3144578688075977,True,True,False,False,False
BRK1,Stim8hr,421.0,1277,-13.597903956757454,False,0.528918072794439,0.7911943659124951,True,True,False,False,False
BRMS1,Rest,927.0,732,-25.62591287029711,True,0.5635298486746282,0.7490661266032664,True,True,False,False,False
BRMS1,Stim48hr,934.0,1663,-19.96428409824636,True,0.54652370329829,0.679133582405091,True,True,False,False,False
BRMS1,Stim8hr,963.0,923,-34.03235463193955,True,0.640805375701988,0.7675996297653979,True,True,False,False,False
BRPF1,Rest,720.0,1005,-14.690160408252568,False,0.4755354223607774,0.6461680453790479,True,True,False,False,False
BRPF1,Stim48hr,664.0,802,-11.725350794540914,False,0.6497364491485618,0.808981218285117,True,True,False,False,False
BRPF1,Stim8hr,670.0,1788,-16.502082893558093,False,0.6330029571744068,0.7319374233638136,True,True,False,False,False
BSG,Stim48hr,223.0,114,-10.394858242083684,False,0.0460381616329131,0.7137136398608842,True,True,True,False,False
BTAF1,Rest,733.0,1053,-16.473180061575995,False,0.618210283652474,0.8290578281342357,True,True,False,False,False
BTAF1,Stim48hr,541.0,1296,-18.3151079945977,False,0.6526975138485366,0.7102910836888713,True,True,False,False,False
BTAF1,Stim8hr,702.0,1493,-21.72385678835028,False,0.5651349140388584,0.7989912844301083,True,True,False,False,False
BTBD2,Stim8hr,690.0,93,-3.005475698353839,False,-0.6301524010601339,,True,False,True,False,False
BUD23,Stim8hr,31.0,232,-4.310015310201491,False,,,False,False,False,False,True
BZW2,Stim48hr,605.0,88,-29.396064618164388,False,0.6787739265682373,0.9597611756028692,True,True,False,False,False
C11orf54,Rest,710.0,1045,-6.70805224685489,False,-0.110460461823671,,True,False,True,False,False
C11orf54,Stim48hr,612.0,656,-5.099135162114765,False,0.6941355427274631,,True,False,False,False,False
C11orf54,Stim8hr,635.0,159,-6.417906370600576,False,0.4913835854878789,,True,False,False,False,False
C11orf68,Rest,518.0,69,-10.931276432408346,True,0.2066370490166873,,True,False,False,False,False
C11orf68,Stim48hr,468.0,153,-10.85810768834228,True,0.2168465923270797,,True,False,False,False,False
C11orf68,Stim8hr,494.0,148,-9.286682486453955,True,0.0393653586566109,,True,False,True,False,False
C16orf87,Rest,670.0,129,-12.13743329106396,False,0.0616800715780893,-0.039005650870635,True,True,True,True,False
C16orf87,Stim48hr,602.0,55,-19.324209234269627,False,-0.0283204744801095,,True,False,True,False,False
C16orf87,Stim8hr,596.0,182,-21.80292638880316,False,0.3522039950563392,0.2061311983895671,True,True,False,False,False
C18orf32,Stim8hr,224.0,74,-10.06265297080134,False,0.1894804557042875,0.0206555879173972,True,True,True,True,False
C1D,Rest,263.0,555,-8.290208586767603,False,0.2963007201381153,0.088671651662904,True,True,False,True,False
C1D,Stim48hr,160.0,894,-8.626219110942989,False,0.485676243333631,0.5417637166354217,True,True,False,False,True
C1D,Stim8hr,269.0,960,-11.48845158583641,False,0.4643378081089333,0.5598024689523644,True,True,False,False,False
C1S,Stim48hr,384.0,71,0.0,False,0.2949147920257693,,True,False,False,False,False
C1S,Stim8hr,356.0,115,0.0,False,0.1098927326692859,,True,False,True,False,False
C1orf115,Rest,509.0,577,0.0,False,0.4302716769505918,,True,False,False,False,False
C1orf21,Rest,425.0,843,-8.742933102152794,False,0.2059601342591879,-0.0486909151667818,True,True,False,True,False
C1orf216,Rest,191.0,66,-3.442555083244881,False,-0.08089468710291,,True,False,True,False,True
C2CD2L,Stim8hr,284.0,63,-6.60835591602004,False,0.0156346366413061,,True,False,True,False,False
C2CD5,Stim8hr,809.0,61,-17.64199265211617,False,0.5422504551603978,0.8086857758846396,True,True,False,False,False
C2orf15,Stim48hr,260.0,267,-0.117898527250628,False,0.5651339284091075,0.1888327292109551,True,True,False,True,False
C6orf120,Stim48hr,989.0,56,-18.50969781477896,False,0.2523636310387073,0.2282485447863855,True,True,False,False,False
C6orf62,Rest,188.0,624,-4.084354301455301,False,0.3039720386696289,,True,False,False,False,True
C8orf33,Rest,693.0,264,-13.197016611781953,False,0.1697103540055534,0.4586141396000147,True,True,True,False,False
C8orf33,Stim8hr,627.0,85,-24.49845336823674,False,-0.1897264180960249,0.2038668391835572,True,True,True,False,False
C8orf82,Stim8hr,125.0,136,0.2089375991823869,False,0.5431021143778628,,True,False,False,False,True
C9orf78,Stim48hr,35.0,152,-4.720818286337504,False,,,False,False,False,False,True
C9orf78,Stim8hr,50.0,120,-6.3822906914290485,False,,,False,False,False,False,True
CAAP1,Stim48hr,246.0,65,-8.975337065844453,False,0.3768801900504101,,True,False,False,False,False
CAB39,Stim8hr,669.0,129,-15.983469072568257,False,-0.0198229686645215,-0.1261109293722644,True,True,True,True,False
CABIN1,Stim48hr,309.0,182,-12.205210196362742,False,0.3006653243264974,0.2437472458604473,True,True,False,False,False
CABIN1,Stim8hr,305.0,191,-7.663605453317666,False,0.4653955286958964,,True,False,False,False,False
CABP5,Stim8hr,678.0,61,0.0,False,-0.2973616988049901,,True,False,True,False,False
CACHD1,Rest,316.0,57,0.0,False,-0.2355343348527654,0.4237894030458686,True,True,True,False,False
CACHD1,Stim48hr,219.0,66,0.0,False,0.0508428380279381,-0.3195721911468392,True,True,True,True,False
CACHD1,Stim8hr,240.0,159,0.0,False,-0.1733296527590239,0.095610354186391,True,True,True,True,False
CAD,Rest,97.0,149,-3.321965567178737,False,0.4004283448871613,,True,False,False,False,True
CAD,Stim8hr,90.0,610,-5.493505970429713,True,0.4062832172358173,,True,False,False,False,True
CALCOCO2,Stim48hr,424.0,484,-16.94831862645223,False,0.7085425493100236,0.3249113365622632,True,True,False,False,False
CALCOCO2,Stim8hr,488.0,2352,-13.131464260901431,False,0.6103302898705644,0.0817567753333477,True,True,False,True,False
CALR,Rest,472.0,63,-10.596255189949249,False,0.2029841180325561,,True,False,False,False,False
CAMK1,Stim48hr,256.0,61,-10.879698110229633,False,0.2271987417477749,,True,False,False,False,False
CAMLG,Stim48hr,36.0,76,-5.244410289064424,False,,,False,False,False,False,True
CAMSAP1,Rest,149.0,125,-3.249822191467372,False,0.5157612147020714,0.501164538169771,True,True,False,False,True
CAMSAP1,Stim48hr,145.0,518,-3.601623217292971,False,0.4639083741175806,0.305171888657742,True,True,False,False,True
CAMSAP1,Stim8hr,154.0,863,-6.240119553261474,False,0.5370798781269718,0.1326491628962493,True,True,False,True,True
CAND1,Rest,886.0,838,-30.867383544344182,False,0.6434923805036444,0.8711518848511742,True,True,False,False,False
CAND1,Stim48hr,876.0,929,-41.21398806461617,False,0.5451189345440685,0.8617542281256779,True,True,False,False,False
CAND1,Stim8hr,862.0,1159,-40.10763809249842,False,0.5919966480190099,0.8804489247823227,True,True,False,False,False
CAP1,Rest,238.0,190,-6.555670063201558,False,0.5911141701628969,0.7808587703553791,True,True,False,False,False
CAP1,Stim48hr,298.0,80,-5.641633550617785,False,0.4758379007687386,0.6545614537322475,True,True,False,False,False
CAP1,Stim8hr,254.0,102,-5.394785636688769,False,0.6468837602466176,,True,False,False,False,False
CAPZA1,Stim48hr,298.0,53,-20.40975254159529,False,0.3138688834922309,,True,False,False,False,False
CAPZA1,Stim8hr,278.0,55,-21.86689575262942,False,0.6075948594948951,0.5694108165767184,True,True,False,False,False
CARD11,Rest,69.0,101,-6.137259960656962,False,0.2637955717076048,,True,False,False,False,True
CARD11,Stim48hr,29.0,408,-3.139418908453909,False,,,False,False,False,False,True
CARD11,Stim8hr,64.0,407,-4.461677015374857,False,0.4185757338096471,,True,False,False,False,True
CARD6,Rest,595.0,55,-7.416949357840456,False,0.1798069360392858,0.9924608063447192,True,True,True,False,False
CARD6,Stim48hr,568.0,78,-4.811948638380502,False,0.4261564929344244,0.1086858896666495,True,True,False,True,False
CARM1,Rest,752.0,108,-18.246761920319457,False,0.8075217798821432,0.5986890172082593,True,True,False,False,False
CARM1,Stim48hr,442.0,379,-23.69686386673281,False,0.4508533428567237,0.6896437456073617,True,True,False,False,False
CARM1,Stim8hr,550.0,203,-26.259583190371064,False,0.7059404919591142,0.4161660682590378,True,True,False,False,False
CARMIL2,Rest,509.0,86,-16.385385421946705,False,0.6191894152270218,,True,False,False,False,False
CARMIL2,Stim48hr,459.0,1918,-12.82814262664952,False,0.4924155529662526,,True,False,False,False,False
CARMIL2,Stim8hr,512.0,2545,-17.935612295155313,False,0.564187370466586,,True,False,False,False,False
