variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast
ICA1,189.20363224049737,2.3758458296232643,0.2569530305284762,9.24622614777827,2.325588045353147e-20,1.7141157600448798e-18,Treg
SLC22A17,222.87481520809212,4.240590747354702,0.45889545706096585,9.24086451958779,2.4451355927533963e-20,1.7887809116239957e-18,Treg
ZNF223,92.93824312450553,2.765047578884356,0.29968688496482826,9.226455068959279,2.7973665350463825e-20,2.0313025291155326e-18,Treg
RASGRF2,747.7564827578643,-2.228748295369599,0.2418947403765641,-9.213711269207616,3.1503979183892036e-20,2.2708346172036296e-18,Treg
CCDC85C,157.03522852371745,-1.9901968515122714,0.21628473661020384,-9.201744342685984,3.5218542931595526e-20,2.5200538420323427e-18,Treg
GRAMD2B,548.3580842947683,1.3653638039548885,0.14850202923234068,9.194243412113188,3.776427360737064e-20,2.682631696906191e-18,Treg
CAMSAP2,438.7381118917332,3.2628027952862655,0.3554383417586809,9.179659063066113,4.324584493365301e-20,3.0499209919755424e-18,Treg
PMEPA1,69.01497421248698,8.532830885619099,0.9309026439430074,9.166190407921436,4.900309369480222e-20,3.4312666249296153e-18,Treg
DENND2B,261.3663719393399,3.8571193562162627,0.42180875384914146,9.144237337463483,6.005208632034211e-20,4.17511065388875e-18,Treg
CST7,4267.74436505357,-1.7291836098559008,0.18940231514072092,-9.12968570933868,6.869844182440076e-20,4.742611445102822e-18,Treg
AHCYL2,2144.0037586855397,1.7948852356381326,0.19696361301055412,9.112775746766765,8.030067271934418e-20,5.504807655019098e-18,Treg
GAB2,2248.901498991602,-1.2987502001870512,0.1425666261434166,-9.109777199051885,8.25513240183537e-20,5.6197960371661196e-18,Treg
VPS37B,970.0882245213982,-1.6684794649810426,0.18324218810511325,-9.105323846187387,8.600945077114728e-20,5.814832040755564e-18,Treg
SRGAP3,182.32330553242204,4.075244368501253,0.44795199435818844,9.097502455235489,9.243287050512019e-20,6.206297462751323e-18,Treg
ADORA2A,544.504221973144,-2.300556042608116,0.2537459567013849,-9.066375175055391,1.2304222901751682e-19,8.20532633373277e-18,Treg
AMN1,360.2483337139137,-1.024352037825573,0.11340324473410951,-9.032828295410031,1.6729104417648334e-19,1.1080770986905853e-17,Treg
TFEB,462.9530046069774,1.3118887657821274,0.14548320434189674,9.017458556240538,1.9250318698484823e-19,1.2665159342365552e-17,Treg
PMCH,146.73173085442374,2.6367494549014694,0.2933780935719656,8.987547170950156,2.5280925165427384e-19,1.6521927293112312e-17,Treg
PKIA,2943.975165417237,1.4651844867195745,0.16304127290284115,8.986586406208326,2.550281990834208e-19,1.655656579877334e-17,Treg
KCNMB1,85.1037299954386,6.913631316337063,0.7726186745759965,8.948309876319229,3.609665193179648e-19,2.3279965716276374e-17,Treg
TGFB1I1,69.17658396921169,3.068413303883071,0.34363137909780855,8.929374587207596,4.2842389253590084e-19,2.744993084006167e-17,Treg
FAR2,511.48805849569663,-1.6287676515706306,0.1826728613556775,-8.91630885662485,4.820877688593786e-19,3.0687703883951225e-17,Treg
IL7R,4865.187077610077,-2.849930830812463,0.3197253759081382,-8.913683572089347,4.936457174645537e-19,3.122070302132271e-17,Treg
ALPK3,123.72513646339328,4.08607742848552,0.4586603177651349,8.908722359927088,5.162401082894288e-19,3.2440396035649174e-17,Treg
MAP3K5,1245.1789303827388,-1.6012830034575427,0.17988057908760305,-8.901922662133009,5.488750917910071e-19,3.4271481049855054e-17,Treg
TMEM185A,2210.902708513835,0.9309115894272216,0.10470931528426626,8.890437177437082,6.08689420660088e-19,3.7765711333739505e-17,Treg
NAXE,1865.7067955467814,-0.6561119232154123,0.07383138058978371,-8.886626770002465,6.299217143419933e-19,3.883724884084629e-17,Treg
OSTC,4117.493245865013,-0.6961764667712224,0.07844546073391706,-8.87465584697905,7.014999324281919e-19,4.298002398495978e-17,Treg
ATP5PB,8636.315042134982,-0.5980090723369416,0.06751835820023788,-8.856984800540289,8.220773838075043e-19,5.0054811139533944e-17,Treg
PXN,5558.892419486028,-2.8152014607379834,0.3183649390096993,-8.84268685331652,9.34438476617531e-19,5.654506411284973e-17,Treg
HDHD5,1114.5181142622628,-1.139587601428102,0.12903823497907693,-8.831394831252007,1.0337837025500336e-18,6.217289347299374e-17,Treg
UBE2G1,4145.244049497584,-0.695142135130044,0.07874164902385472,-8.828137888240711,1.0643279504583401e-18,6.361955425818969e-17,Treg
WDFY2,1844.7759017655007,1.7467872942480314,0.19802839574549322,8.820893022296703,1.1355046133888593e-18,6.746273772758174e-17,Treg
L1CAM,244.9056170607078,2.827402434118438,0.3210543557666152,8.806616024153145,1.2898058567439353e-18,7.616847478108914e-17,Treg
SLAIN1,3137.4361349716078,1.371796415990107,0.1565493785016104,8.762707518356551,1.9061576985910135e-18,1.1189259831908806e-16,Treg
ABCG2,766.0011779506423,1.7157600844383103,0.1962028250042603,8.744828645566416,2.2335435011887406e-18,1.3032992227472157e-16,Treg
GSE1,835.3912347647778,-1.0662353576925103,0.12214469866713475,-8.729280675522272,2.5629745373803495e-18,1.4866768869786727e-16,Treg
AFAP1,958.7751289169958,3.9098280571634776,0.4494688175776031,8.698774874384753,3.3548632939546224e-18,1.9345720512139507e-16,Treg
CTNND1,667.9084518253302,2.553918161459905,0.29416725879449995,8.681857294132202,3.893577578110097e-18,2.232090116854578e-16,Treg
ANPEP,234.80352148746766,2.7216496705909625,0.315367839007037,8.630079969981443,6.130909268465349e-18,3.4942618348119657e-16,Treg
BID,536.6622263990671,-2.0682222002742803,0.23969470653877664,-8.628568524268571,6.212457565928312e-18,3.5202729201615746e-16,Treg
KLRD1,82.93341988825736,4.860591113931332,0.5642740366863139,8.613884031374258,7.062613517530115e-18,3.979011512203892e-16,Treg
APBA1,437.25636503976347,-2.996081777190036,0.3482834213375245,-8.602424329254843,7.804961270812244e-18,4.372116305015567e-16,Treg
SMAD7,980.8532330183093,2.126552297058569,0.24732345194763647,8.598263853719802,8.093106055674213e-18,4.507768105896268e-16,Treg
RIGI,3552.9277759526367,1.8796606505433524,0.2186467186667552,8.596793320315907,8.197442757141325e-18,4.540086516850644e-16,Treg
NECTIN3,795.9606929439849,2.1730311508966893,0.2530846887207199,8.586181810842929,8.990735127431692e-18,4.951470587315331e-16,Treg
LYSMD2,1641.9538899664515,1.3272836652423463,0.1547894155432509,8.574770184279686,9.928484659063848e-18,5.410136902428414e-16,Treg
USP18,4897.503172920529,1.8709613779154861,0.21819537385274873,8.574706900881054,9.933945143702077e-18,5.410136902428414e-16,Treg
MCOLN2,2332.942354936124,-1.1294921067219643,0.13259219517302923,-8.518541421295634,1.6157525098803875e-17,8.750951300749967e-16,Treg
GPR25,112.67170185578132,9.52303526020868,1.1196926774600389,8.505043796313076,1.815270535605629e-17,9.77752585744065e-16,Treg
FAM120A,7165.126592819846,-0.4928059840180902,0.05797512016562651,-8.500301208694609,1.89099377440598e-17,1.012973331721411e-15,Treg
GSR,3302.6293779485204,-1.0148270440105718,0.11941458916872762,-8.498350587436727,1.9230356633776616e-17,1.0245390547875661e-15,Treg
THEMIS,5903.479301834546,-1.5368173860477534,0.18090139804821004,-8.495331725618799,1.973684047264852e-17,1.0458391738020187e-15,Treg
SLC39A7,2433.189719385264,-0.6284977221929398,0.07416246782530951,-8.474606369267173,2.358757281113876e-17,1.243166539073082e-15,Treg
KCNJ13,268.3177569281256,-5.490211784755998,0.6494507986244027,-8.453622347350683,2.824017227384781e-17,1.4804192983985568e-15,Treg
CHST3,33.75515831438644,5.089632340122515,0.6023328602240957,8.44986663724263,2.916357606083337e-17,1.5206943410869658e-15,Treg
RNASE6,121.40661413850484,-3.5130965563481955,0.4159375784555692,-8.44621101414492,3.0090958522343235e-17,1.5607495576430197e-15,Treg
RPN2,2875.486681746995,-0.6163267204965162,0.07300344492783183,-8.442433382503951,3.1079856030199876e-17,1.603556992968681e-15,Treg
DMD,878.3222963285305,4.0015085632656735,0.47406918204390897,8.440769227000814,3.152560231589661e-17,1.6180391597001805e-15,Treg
S1PR2,864.4516751579245,1.2640255246406813,0.14988973250193305,8.433036096214128,3.368107586870162e-17,1.719664514275427e-15,Treg
ZFHX2,123.20447746216985,2.0191897052173,0.24015555624031848,8.407840887914917,4.176271634387907e-17,2.121243048285215e-15,Treg
CCNG1,7041.00084930563,-0.6262512610972095,0.07469629329661323,-8.3839670411812,5.117312746410664e-17,2.585825610982667e-15,Treg
ELOVL6,851.8651178040722,-1.6064304594824215,0.19163637071400136,-8.382701329070057,5.172661200029953e-17,2.600389627891981e-15,Treg
KLF3,1785.5541396010738,-3.3485981589808698,0.3998150956457544,-8.37536700201987,5.505204218766363e-17,2.753444742681972e-15,Treg
PTGIR,652.3118167427681,3.6549310985594023,0.43672749899771873,8.36890534016612,5.81559433021621e-17,2.8939223969091115e-15,Treg
COL1A2,236.96618678021417,2.918765559512013,0.34918778992139865,8.358727434796677,6.339839668365772e-17,3.1258746532924818e-15,Treg
TASL,961.2785106344226,1.899489918551105,0.22724916551888955,8.35862219433855,6.345496847956787e-17,3.1258746532924818e-15,Treg
GAD1,146.50481040227544,-3.808318308017836,0.45590816091435643,-8.353257595520951,6.640561232183653e-17,3.2548710879548175e-15,Treg
MX1,20288.702249172464,1.6805297509431478,0.20149367614649694,8.340359772488894,7.406484574692376e-17,3.6122272778959885e-15,Treg
RPN1,2527.2565301440804,-0.9636837669137946,0.11561524057545805,-8.335265853508576,7.73242529552164e-17,3.752523028316765e-15,Treg
HIRA,3629.7298383176667,0.5649213641261207,0.0678080974970939,8.331178501952984,8.004153999837365e-17,3.8652572246505265e-15,Treg
KCTD17,1811.2245174098853,1.068001412391006,0.12832151300389036,8.322855516507406,8.586909287688995e-17,4.1134521680835565e-15,Treg
ODF3B,324.6325118807606,1.7267120444776047,0.2074714995749093,8.322646956403576,8.602037074947761e-17,4.1134521680835565e-15,Treg
HSD3B7,332.48813472661584,1.0863431880218986,0.13068796763333404,8.312495845599251,9.370993331964311e-17,4.459410079283793e-15,Treg
