variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast
IL13,28072.85413954336,-8.601492712625673,0.2638555837740375,-32.59924459279922,4.203566795485306e-233,4.203146438805757e-229,Th17
RCAN2,7987.347044738208,7.8306784586462985,0.2920489266960538,26.812899287919574,2.285534676262285e-158,1.1426530613973293e-154,Th17
INAVA,3150.2445638557156,7.636089092150263,0.3281230104697487,23.272031672567724,8.513051553168208e-120,2.8374000826709634e-116,Th17
FNBP1L,1290.284340435191,6.436398057800614,0.28972580341659565,22.21548091988804,2.433625405346308e-109,6.083455107014434e-106,Th17
KBTBD11,1638.8901392464456,6.095429238965445,0.32155786438874684,18.955932707639786,3.944975913615651e-80,7.889162832048579e-77,Th17
KLHL4,356.7721877721811,7.870149449960023,0.417335320086669,18.858095807288993,2.5213828919231718e-79,4.201884589389966e-76,Th17
KIF3A,8288.225354660823,-2.1811619926627874,0.11708334910241716,-18.629139065323834,1.865001159707812e-77,2.6640209422740585e-74,Th17
PSTPIP2,3282.480916718128,-2.810539948597104,0.15819120367245415,-17.76672712103842,1.2794088334287875e-70,1.5991011156818058e-67,Th17
ITGA3,2691.3608880860806,3.108029197983716,0.1791424799441035,17.349481814438935,1.99031429901329e-67,2.211239186203765e-64,Th17
EDARADD,1812.0267115547638,-3.521112734802904,0.20477001606714068,-17.19545079123493,2.8721535167340117e-66,2.8718663013823384e-63,Th17
CEP112,461.4993869515457,3.597697690903449,0.21207071294094526,16.964613552769492,1.5008378261327315e-64,1.364261583954653e-61,Th17
STAP1,8136.230158302264,-3.9823215706292703,0.23810569365110562,-16.725016145412024,8.615284372067776e-63,7.178685703025474e-60,Th17
CYSLTR2,753.462581459082,-4.527146586453435,0.2782283100615587,-16.271336965860137,1.5767703543199196e-59,1.212778982526529e-56,Th17
NFIL3,15073.605262223457,-3.160903922981387,0.19443119960191915,-16.257184697996315,1.9865878895751665e-59,1.4188494505615776e-56,Th17
TDRKH,2820.9815520692173,1.5886479892841692,0.09894807350722214,16.055370589587223,5.242486015009126e-58,3.494641177605084e-55,Th17
IL5,6588.346432560511,-8.011838575483786,0.509275162436684,-15.731846291404134,9.150352250063391e-56,5.718398259273991e-53,Th17
C4BPB,398.0957591342708,-2.529463883157999,0.16144880971564468,-15.667281088123683,2.5318053964020505e-55,1.489148362272006e-52,Th17
ASB9,1668.6161523235867,-5.0634664256360615,0.32338522989415874,-15.65769230491229,2.943867385037514e-55,1.6329016867912043e-52,Th17
PTGIS,6019.123203765346,-5.911880399764444,0.3776510417900191,-15.65434685879023,3.102823487252013e-55,1.6329016867912043e-52,Th17
IL1R1,670.7516160211424,6.534951428551488,0.42113122508275236,15.51761313179133,2.636780527694497e-54,1.3182584248208637e-51,Th17
FBXO32,5407.514955760501,2.2240750693372213,0.14629596690821312,15.202572677431483,3.400015027849751e-52,1.6188928696890314e-49,Th17
GPR25,546.9479858056552,8.825291831373239,0.5858696335953382,15.06357613589663,2.811579031551459e-51,1.2778626698401382e-48,Th17
TMEM213,623.1194058750884,9.248821623488174,0.6178498076069567,14.96936878447939,1.1642096393629774e-50,5.061274862604527e-48,Th17
CCR8,1831.2747967080838,-8.895906890425291,0.6004575904688367,-14.815212650537694,1.168189935128527e-49,4.866971317229226e-47,Th17
RAB27B,421.09507339732517,-4.358632183386144,0.29518533403969643,-14.765747754934182,2.4360540146018947e-49,9.743241636801737e-47,Th17
RBM47,2940.3439969575256,-5.48445341740393,0.3736830182070676,-14.676753157578197,9.083704256636827e-49,3.49338303315814e-46,Th17
MCOLN2,7420.42659550081,-1.9353441624199477,0.13363718359486318,-14.48207834345844,1.5726892571466316e-47,5.824192548966359e-45,Th17
IL4,751.8910760879289,-8.788738963886836,0.6135248788092452,-14.324991972525037,1.5274574258685908e-46,5.454659571878585e-44,Th17
EGFL6,1872.5359323926173,-6.487200465982822,0.45344173437694607,-14.306580039211857,1.9906469966277298e-46,6.863613558372645e-44,Th17
FILIP1L,1900.8431879422599,-3.7751610133720708,0.266063501358666,-14.188947353147011,1.072566299154067e-45,3.5748634750805053e-43,Th17
NCALD,10606.228220666995,-2.2652956023291937,0.16119146409623775,-14.053446409399951,7.337450352992505e-45,2.366682776760389e-42,Th17
CFH,386.9250561280105,-5.284968558096785,0.37686070704880337,-14.023665665448064,1.1169316439832614e-44,3.4900623463089467e-42,Th17
IL7,690.9535043419309,1.98778433178767,0.14339683461977942,13.862121413337567,1.074509795923673e-43,3.2557646816487295e-41,Th17
DHRS9,345.37764478998764,7.755149244771519,0.5742465347782857,13.504912568198172,1.4628731792652777e-41,4.302137917492209e-39,Th17
PPP1R14C,615.6773414183209,-6.100173066868628,0.4589302374499723,-13.292157650722684,2.5705726186442045e-40,7.343758746806687e-38,Th17
CSF2,10550.186921391696,-5.5677324835239785,0.42345490348721226,-13.14834811847235,1.739328264233962e-39,4.830984253909829e-37,Th17
MC1R,178.55533466940796,2.651756691464223,0.20272766525615588,13.080388846355058,4.262540726303578e-39,1.1480893516036637e-36,Th17
USP18,14724.34969441962,-3.6037711958692435,0.27554685182625166,-13.078615023123657,4.3631758536792894e-39,1.1480893516036637e-36,Th17
PDE7B,857.9283557088165,-5.079553623974746,0.38919903725000293,-13.05130058868024,6.247172672059338e-39,1.6016789627672134e-36,Th17
RIMS3,1453.1093447348467,3.1989549408721754,0.24847410443354864,12.874399721310583,6.272484268522372e-38,1.5679642550238798e-35,Th17
SLC1A1,100.8091623002112,5.343828527089134,0.4166114427054151,12.826888508839499,1.1592703424122622e-37,2.827205891165905e-35,Th17
F2RL1,210.9030074284473,3.5470477334251784,0.27681264734533845,12.813893322583807,1.3708017932719342e-37,3.263487412125255e-35,Th17
ZBP1,3440.644994981611,-4.754504975542453,0.37912531233668156,-12.540721552562081,4.469077136683548e-36,1.0392163323185765e-33,Th17
B3GNT8,225.30378578642413,-3.590045432530815,0.286795854796229,-12.517773086649296,5.9686328783335445e-36,1.3563718216012979e-33,Th17
NEK10,412.25969300874823,3.1488878406520224,0.2519615154785537,12.497495241173239,7.70405581661798e-36,1.711841202452515e-33,Th17
PLPP2,397.50624159268057,4.772070107332374,0.3838795169096037,12.431166282977545,1.7703247674892154e-35,3.848147250027101e-33,Th17
CD200R1,2733.986335250589,-2.3824672502803748,0.19313430893786473,-12.335805395647562,5.810499798471187e-35,1.2361529252109236e-32,Th17
NEDD9,4102.339842533949,-1.4832028232668288,0.12091575778329926,-12.266414654779487,1.3719505084181943e-34,2.857944402848651e-32,Th17
CAMK2D,7294.1555051331625,1.220284469570686,0.10052362864305087,12.139279948834632,6.539900437320733e-34,1.3345400912810204e-31,Th17
GPR157,4321.560143634392,5.209460244053067,0.43173619348473896,12.066304198416043,1.591213940978482e-33,3.182109639168768e-31,Th17
CACNA1D,433.7357081956205,-5.23974511127831,0.43538487223729716,-12.034743155757832,2.3335914460092913e-33,4.5752119350288045e-31,Th17
USP43,61.080799652054644,5.320715356713209,0.44602244732129126,11.92925465672907,8.331611891127277e-33,1.6020728326804163e-30,Th17
SLC35F3,5934.4202075720395,-2.240274758265245,0.18898347711237462,-11.854341937698175,2.0432307242096563e-32,3.854766794598557e-30,Th17
SPSB1,10388.13544297732,2.448278247450371,0.20680397680822823,11.838642008904348,2.4641042592455958e-32,4.562699720036428e-30,Th17
B3GALNT1,2260.724581209985,-2.7937278010242013,0.23844563016836132,-11.716414341716431,1.0502378616609313e-31,1.9093324324995734e-29,Th17
FAR2,1577.0854778220778,-3.0834682270022435,0.26405780235949744,-11.677247176375054,1.666040174091172e-31,2.974774232274576e-29,Th17
GATA3,23883.6802091856,-3.0024897338941092,0.25772117817503265,-11.65014747781012,2.2906206268598747e-31,4.0182308154336647e-29,Th17
CREB3L3,284.1657591409099,5.276726591537318,0.45368527743330744,11.630808523014077,2.8736274918113293e-31,4.954034705279566e-29,Th17
FBXO17,340.24969174768006,6.295122005437815,0.5424530826002676,11.60491516660193,3.8907326989712453e-31,6.593802755426014e-29,Th17
CCDC88A,976.9955093855003,2.4777792375384013,0.2139607992061802,11.580528988166312,5.172587569376242e-31,8.620117184365507e-29,Th17
SPINT1,675.4773630515939,2.7409419549146357,0.2367156538958998,11.579048152514734,5.26271401013111e-31,8.626537276606717e-29,Th17
STAT4,10580.043038121705,-1.906255503628713,0.1652430904455464,-11.536067853057332,8.680327633257204e-31,1.3799054312046053e-28,Th17
AGK,7247.513530234108,-1.002863516534218,0.08693391352934147,-11.535929717413868,8.694273643953408e-31,1.3799054312046053e-28,Th17
SLC4A7,21688.939953283883,1.3791872813873154,0.11958993158142617,11.532637097030673,9.033356005584387e-31,1.4113207296849731e-28,Th17
CLIC5,2606.53230776352,3.2040404658097037,0.2797421258662584,11.453550143325643,2.2570834050417338e-30,3.4720887641557376e-28,Th17
RAB15,691.7791684531671,2.8916298229961606,0.253016456604466,11.42862350458322,3.0083985714606357e-30,4.557723835762863e-28,Th17
CASR,283.94384253930735,7.720910517846462,0.6764654902273365,11.413605911000326,3.575914790350594e-30,5.336652535629193e-28,Th17
CTSL,14570.372807730218,6.103493436903048,0.5356398419155814,11.394771186316976,4.43994890969286e-30,6.528683698238074e-28,Th17
SOX5,132.2092877399794,6.700873074691124,0.590024008302748,11.356949853560586,6.849449447029442e-30,9.925745655195274e-28,Th17
EPGN,383.0966010226249,-7.066490454281596,0.6251642971410093,-11.30341333725862,1.2621490522253123e-29,1.8028897676001283e-27,Th17
SEC24D,8350.623068389534,-1.1105060737203192,0.0983462631802864,-11.29179734754702,1.4406024585170558e-29,2.0288146454524003e-27,Th17
DLK2,152.7429457929523,4.017478868223601,0.35582973989032163,11.290452758282427,1.462811999693509e-29,2.0314801645743606e-27,Th17
TMEM39A,6550.462423738303,-0.7379017763035525,0.06540877471070144,-11.28138815575191,1.62166602028121e-29,2.2212381557249064e-27,Th17
RORC,629.5920048937292,8.32600415698727,0.7388252287531026,11.269247222430216,1.8615460838934967e-29,2.5153512557906855e-27,Th17
HOMER2,6022.770574361918,-4.462141981178862,0.39617025357812075,-11.263192884568685,1.994006855057806e-29,2.6584099391630668e-27,Th17
SV2C,149.14429255504098,5.085816319935009,0.45180325950652905,11.256705685323887,2.1463291804935748e-29,2.8238349310204284e-27,Th17
FAM20C,110.15240292014421,3.0997206222256763,0.2763028659661616,11.21856123854066,3.306052711351592e-29,4.293145592312282e-27,Th17
WWC3,5763.627910208693,-1.8105241940768941,0.16166567337394552,-11.19918753493828,4.1148990437812225e-29,5.2749840434318514e-27,Th17
OAS3,44598.84120510207,-2.4898607056400777,0.2224531119060849,-11.192743874454068,4.425237721455396e-29,5.6010065793458865e-27,Th17
TRERF1,5947.2165495388745,2.652034478357106,0.2372884787276221,11.17641485409544,5.319581964338731e-29,6.64881250767787e-27,Th17
IFI44,27253.33477349825,-3.0861876487225484,0.27637546935765384,-11.166648240871021,5.937947361083276e-29,7.3300661312928e-27,Th17
TMOD1,2620.4091484828455,6.065480187801342,0.5435071763885716,11.159889788584733,6.407095212660369e-29,7.812749394072077e-27,Th17
BARX2,365.32313370617675,9.292993240435822,0.8341960004962621,11.140059692095662,8.006566701507307e-29,9.645501258839947e-27,Th17
CREB3L2,5788.303565946391,-1.1808855264021985,0.10665511572959324,-11.07200079737518,1.7152753993817178e-28,2.0417903236211663e-26,Th17
PLPP1,11790.655933726548,-1.6136506830863826,0.14582364984115662,-11.065768034499936,1.8388081795561884e-28,2.163087410280274e-26,Th17
PMEPA1,237.86601234761733,6.448482694497609,0.5862469106801923,10.999602005605052,3.838221684419993e-28,4.46260216540878e-26,Th17
SELENON,3080.4713869611105,3.111284973679998,0.28551849229863435,10.896964846766526,1.1916623758144425e-27,1.3695898960653575e-25,Th17
