,variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
12655,TANGO2,9.35695515542688,-0.15314320735292514,0.3619372780281705,-0.42312084620641266,0.6722070936563048,0.9994290447843712,cytotoxic_vs_rest,-0.4231208462064126
12656,AC093323.3,6.614107300240789,0.21711795223200903,0.5133231309589293,0.42296545613756986,0.6723204645196721,0.9994290447843712,cytotoxic_vs_rest,0.4229654561375698
12657,TROVE2,69.53945673940147,-0.07578583647272623,0.17918792833338182,-0.42294052494276035,0.6723386547354371,0.9994290447843712,cytotoxic_vs_rest,-0.42294052494276035
12658,ABTB1,33.899642341241595,-0.11313644775453566,0.2675243866794085,-0.42290143772991534,0.6723671738042691,0.9994290447843712,cytotoxic_vs_rest,-0.42290143772991534
12659,FPGS,10.234982595077051,-0.1618293246044257,0.38266576700524735,-0.42289992614418165,0.6723682767068435,0.9994290447843712,cytotoxic_vs_rest,-0.4228999261441816
12660,CBR3,11.38958665239154,-0.23397362672602529,0.5536390647129236,-0.4226104002385503,0.6725795373100223,0.9994290447843712,cytotoxic_vs_rest,-0.4226104002385503
12661,C20orf24,140.42129069739903,0.23468744186755802,0.5553898071238424,0.4225634659788179,0.6726137866290718,0.9994290447843712,cytotoxic_vs_rest,0.4225634659788179
12662,MYO9A,6.243867645373785,0.21514095708849226,0.5092586857003905,0.42245908244570424,0.6726899608191761,0.9994290447843712,cytotoxic_vs_rest,0.4224590824457043
12663,AMFR,6.497063753173946,-0.24245896748468668,0.5739536297305086,-0.4224365086749773,0.6727064345365144,0.9994290447843712,cytotoxic_vs_rest,-0.4224365086749773
12664,RGS1,2721.2087578352925,0.11755789864538234,0.2782902091901123,0.42242915763189265,0.6727117991595906,0.9994290447843712,cytotoxic_vs_rest,0.42242915763189265
12665,TBRG4,21.327319023278474,-0.21189103707355209,0.5016389834581901,-0.4223974692174466,0.6727349248302121,0.9994290447843712,cytotoxic_vs_rest,-0.42239746921744664
12666,CPQ,14.798649412390423,-0.19832939013877823,0.4695480993309802,-0.42238354371226544,0.6727450875270249,0.9994290447843712,cytotoxic_vs_rest,-0.42238354371226544
12668,MRPS2,18.76418497406524,-0.13714694320845533,0.3247806948004324,-0.42227553978455473,0.6728239097614794,0.9994290447843712,cytotoxic_vs_rest,-0.42227553978455473
12669,ZNF257,1.2570371946198795,0.4068803447372962,0.9635468287973503,0.4222735549294924,0.6728253583601365,0.9994290447843712,cytotoxic_vs_rest,0.4222735549294925
12671,ATRX,128.76590779895727,-0.07072998051963986,0.1675361474460867,-0.4221774321413284,0.672895512714788,0.9994290447843712,cytotoxic_vs_rest,-0.4221774321413284
12673,SAAL1,14.232755467012074,-0.13827944374240267,0.3276214269595549,-0.4220708182174952,0.6729733272607041,0.9994290447843712,cytotoxic_vs_rest,-0.4220708182174952
12676,GPN1,57.07599439552793,0.11559321514739847,0.2738977742826283,0.42203050189126656,0.6730027539414662,0.9994290447843712,cytotoxic_vs_rest,0.42203050189126656
12678,CTD-3138B18.5,9.626784805299488,-0.24906942342518776,0.5906220404953073,-0.4217069569843909,0.6732389258465721,0.9994290447843712,cytotoxic_vs_rest,-0.4217069569843909
12679,MPV17L2,7.180841743584499,-0.21436564106738695,0.5083397784994163,-0.4216975537507205,0.6732457902277177,0.9994290447843712,cytotoxic_vs_rest,-0.42169755375072054
12680,ISG15,331.3432252338201,-0.14869336651258835,0.3527517590635538,-0.42152409645616784,0.6733724193137212,0.9994290447843712,cytotoxic_vs_rest,-0.4215240964561679
12681,RPA3,113.13675915288938,0.09515130269904576,0.2257830215049307,0.42142806870430605,0.6734425264671244,0.9994290447843712,cytotoxic_vs_rest,0.4214280687043061
12682,TUBGCP4,4.2520318536882415,0.2106657254210622,0.5000213336641134,0.4213134745218206,0.6735261921609373,0.9994290447843712,cytotoxic_vs_rest,0.42131347452182066
12683,MRPL51,124.52974113054084,-0.1124853366093489,0.26700224060993677,-0.4212898601614306,0.673543433606619,0.9994290447843712,cytotoxic_vs_rest,-0.42128986016143055
12684,CETN2,18.90445212869799,-0.13756559210223213,0.32656532185365406,-0.4212498477222892,0.6735726480985942,0.9994290447843712,cytotoxic_vs_rest,-0.4212498477222892
12685,RP4-794H19.1,1.2817721872426695,0.36307916843556287,0.8621330252913221,0.4211405407104957,0.673652459510141,0.9994290447843712,cytotoxic_vs_rest,0.4211405407104957
12686,DNASE2,43.1804934809757,0.09751318099002512,0.23155344850894444,0.42112601482701906,0.6736630659797348,0.9994290447843712,cytotoxic_vs_rest,0.421126014827019
12689,ZBTB49,4.889631833414008,0.22223739227351916,0.5283516833647244,0.4206239882841583,0.674029674196198,0.9994290447843712,cytotoxic_vs_rest,0.4206239882841583
12691,STAM2,6.894561684879501,0.2016255353373007,0.4795252527291649,0.42046906641469095,0.6741428225561574,0.9994290447843712,cytotoxic_vs_rest,0.42046906641469095
12693,FITM2,1.6408050178397597,-0.3086272682331419,0.7343963605257514,-0.42024618424333815,0.6743056191663273,0.9994290447843712,cytotoxic_vs_rest,-0.42024618424333815
12694,RNASEH2B,56.19635663001606,-0.09692993840685914,0.2307406312726919,-0.4200817943169542,0.6744257019012845,0.9994290447843712,cytotoxic_vs_rest,-0.42008179431695425
12695,RP11-285F7.2,1.9393535482725035,-0.296169460560665,0.7054390578639594,-0.41983706070578797,0.6746044890531467,0.9994290447843712,cytotoxic_vs_rest,-0.41983706070578797
12696,ACTL10,3.2438926754336506,0.6170263604412185,1.469750992028784,0.41981693755450417,0.674619190593146,0.9994290447843712,cytotoxic_vs_rest,0.41981693755450417
12697,RP11-87C12.2,1.1054891055682072,0.5557746961578146,1.323949018814958,0.4197855719967813,0.6746421058403014,0.9994290447843712,cytotoxic_vs_rest,0.41978557199678135
12701,ACSL3,24.77530655532809,0.13459958789437035,0.3209263069570951,0.4194096432000044,0.6749167777477388,0.9994290447843712,cytotoxic_vs_rest,0.4194096432000044
12703,SAE1,35.24089809481197,-0.12322300667415963,0.29399925693233603,-0.41912693235996656,0.6751233686054756,0.9994290447843712,cytotoxic_vs_rest,-0.41912693235996656
12705,USP30,1.8820483412258915,-0.28971189549942766,0.6915828679050399,-0.41891132493930944,0.6752809401155979,0.9994290447843712,cytotoxic_vs_rest,-0.41891132493930944
12706,ARSD,1.8621225484634862,0.3461761442201828,0.8264369305846959,0.41887787368755003,0.6753053884358526,0.9994290447843712,cytotoxic_vs_rest,0.41887787368755
12707,TERF2IP,313.0339921769827,0.1417055814813548,0.33860274000484947,0.41850098873779135,0.6755808637967294,0.9994290447843712,cytotoxic_vs_rest,0.4185009887377913
12708,APOM,3.4824965913164783,0.2841853106490919,0.679085250171184,0.41848252568798155,0.6755943600538833,0.9994290447843712,cytotoxic_vs_rest,0.41848252568798155
12709,RP11-89K11.1,1.2163584726817416,0.3899882588079781,0.9319322293730481,0.41847276713494547,0.6756014934755182,0.9994290447843712,cytotoxic_vs_rest,0.4184727671349454
12710,REPIN1,8.584166270794942,-0.30701899612438227,0.7337156543574704,-0.4184441129217081,0.675622439636975,0.9994290447843712,cytotoxic_vs_rest,-0.418444112921708
12712,STK35,2.6142039929914875,0.2781242827718446,0.664818082988899,0.41834644677751437,0.6756938352419664,0.9994290447843712,cytotoxic_vs_rest,0.4183464467775144
12713,HLA-DQB1,122.55681480599853,0.1670329992355563,0.39930383242704465,0.4183105336612924,0.6757200890715576,0.9994290447843712,cytotoxic_vs_rest,0.4183105336612924
12715,ZNF525,1.6643599347754594,0.377364157448397,0.9028213309352987,0.4179832094324332,0.6759593934868962,0.9994290447843712,cytotoxic_vs_rest,0.41798320943243317
12716,EFNA4,6.881254667770851,0.19639772894271176,0.46994390058138374,0.4179173912029529,0.6760075166808741,0.9994290447843712,cytotoxic_vs_rest,0.4179173912029529
12719,C18orf21,22.293933953908596,0.10595522178768575,0.25358765512321324,0.4178248414190517,0.6760751869695528,0.9994290447843712,cytotoxic_vs_rest,0.41782484141905174
12720,GEM,108.26147653563001,-0.29639283966909685,0.7093720257883024,-0.4178242570810781,0.6760756142324499,0.9994290447843712,cytotoxic_vs_rest,-0.4178242570810781
12724,CCT6B,1.7620485819052933,-0.4200428064004079,1.005587352584301,-0.41770891939016763,0.6761599502015658,0.9994290447843712,cytotoxic_vs_rest,-0.41770891939016763
12726,TRIM33,19.60394369044145,0.12535253634491925,0.30026089569114467,0.4174787264801201,0.6763282814982741,0.9994290447843712,cytotoxic_vs_rest,0.4174787264801201
12727,MZT2A,184.83109175102786,-0.0860611524357421,0.20622950988446037,-0.4173076514799345,0.6764533926013536,0.9994290447843712,cytotoxic_vs_rest,-0.4173076514799345
12728,TNFAIP8L2,6.01104747424243,0.280931993853401,0.6732166224406285,0.4172980649748835,0.676460403698464,0.9994290447843712,cytotoxic_vs_rest,0.4172980649748835
12729,XRCC6,164.5760076792189,-0.07252083784436673,0.17380217925243432,-0.41726080856003406,0.6764876514695799,0.9994290447843712,cytotoxic_vs_rest,-0.4172608085600341
12730,VEGFB,3.919466229195373,0.23165013817977043,0.5552258484046176,0.4172178562028271,0.6765190655384752,0.9994290447843712,cytotoxic_vs_rest,0.4172178562028271
12731,HMBOX1,17.93121924714784,-0.1318170921752448,0.3161867130001284,-0.416896367733173,0.6767542104585617,0.9994290447843712,cytotoxic_vs_rest,-0.41689636773317307
12735,ITGB1BP1,73.114626415436,-0.10273500669677345,0.24669029710700896,-0.4164533745411527,0.6770782786848234,0.9994290447843712,cytotoxic_vs_rest,-0.4164533745411527
12736,MTDH,166.00119155469687,-0.16988965137893094,0.40797869885311405,-0.4164179449969198,0.6771041994754314,0.9994290447843712,cytotoxic_vs_rest,-0.41641794499691975
12737,C16orf74,3.4017095823557852,-0.2966457258773725,0.7124562788789067,-0.4163704281533774,0.6771389641174752,0.9994290447843712,cytotoxic_vs_rest,-0.41637042815337744
12738,STAG1,26.159394215481626,0.11188621560293778,0.26877055552688695,0.4162889620985475,0.6771985685455542,0.9994290447843712,cytotoxic_vs_rest,0.41628896209854743
12739,BET1L,14.881694421387882,-0.16972845860141209,0.407762709038864,-0.4162432091975218,0.6772320444235741,0.9994290447843712,cytotoxic_vs_rest,-0.4162432091975218
12740,TRA2B,173.42486403451218,0.12184966072996499,0.29280556499000265,0.4161453035707342,0.6773036808605071,0.9994290447843712,cytotoxic_vs_rest,0.4161453035707342
12742,SPATS2,8.601365759905455,-0.22977502307297826,0.5522875288171949,-0.4160423893059387,0.6773789852075995,0.9994290447843712,cytotoxic_vs_rest,-0.41604238930593873
12743,RP11-345J4.5,5.794934786409081,-0.38938238840066186,0.9361516460136123,-0.4159394367982556,0.6774543207638981,0.9994290447843712,cytotoxic_vs_rest,-0.4159394367982556
12744,DNASE1L1,3.9884143716816145,0.20365844349179335,0.48964926707082673,0.4159271894965067,0.6774632829486771,0.9994290447843712,cytotoxic_vs_rest,0.41592718949650664
12746,HDDC3,22.67149001143016,0.15221895302939795,0.36639105283488677,0.41545488584295487,0.6778089345146159,0.9994290447843712,cytotoxic_vs_rest,0.4154548858429549
12747,URI1,24.71362964321481,-0.17939874212401424,0.4319833475129002,-0.41529087442116486,0.6779289808026607,0.9994290447843712,cytotoxic_vs_rest,-0.41529087442116486
12748,METTL25,5.284857257805581,0.2100294430155908,0.5057641511954707,0.4152715104839793,0.6779431545551955,0.9994290447843712,cytotoxic_vs_rest,0.41527151048397926
12749,PPARG,12.07356202061511,0.41576833445910344,1.0012124031721246,0.415264866018271,0.6779480181074968,0.9994290447843712,cytotoxic_vs_rest,0.415264866018271
12750,FIS1,117.8593695010737,-0.1190935465081826,0.2868144988120487,-0.41522847346090874,0.6779746566207316,0.9994290447843712,cytotoxic_vs_rest,-0.41522847346090874
12751,ZCCHC14,1.3965426970710069,-0.38795267551060164,0.9343291000433483,-0.41522058500864684,0.6779804308390645,0.9994290447843712,cytotoxic_vs_rest,-0.41522058500864684
12754,RXRA,2.776737370802948,0.2854093617309231,0.6879227560488059,0.4148857691090454,0.6782255280474889,0.9994290447843712,cytotoxic_vs_rest,0.4148857691090454
12755,MRPS6,124.36187916061458,-0.15288592837458564,0.3685273548504621,-0.41485639088208903,0.6782470355851178,0.9994290447843712,cytotoxic_vs_rest,-0.41485639088208903
12756,ARHGAP11B,12.796840934836691,0.2163124368978344,0.5214647284939403,0.4148170050207874,0.6782758700337673,0.9994290447843712,cytotoxic_vs_rest,0.4148170050207874
12758,GOLGA1,4.66940719859611,0.22154532191052725,0.5343400618332551,0.4146148449929665,0.6784238791099462,0.9994290447843712,cytotoxic_vs_rest,0.4146148449929666
12760,SARM1,1.6229827394038634,-0.3179858265744307,0.7675886840625205,-0.4142659124304269,0.6786793751478724,0.9994290447843712,cytotoxic_vs_rest,-0.4142659124304269
12761,PBRM1,34.42715794228521,-0.1748841386573843,0.4222665771244301,-0.414155768255016,0.6787600327878365,0.9994290447843712,cytotoxic_vs_rest,-0.414155768255016
12763,ZNF317,8.841040352977704,-0.22178940182345758,0.5357638574058842,-0.41396857730818204,0.6788971195610745,0.9994290447843712,cytotoxic_vs_rest,-0.41396857730818204
12764,BOD1,12.74411596231356,-0.2494695277339671,0.6027495276798597,-0.41388589501553075,0.6789576742092127,0.9994290447843712,cytotoxic_vs_rest,-0.4138858950155307
12765,ASNSD1,58.85761444818905,0.08743699716523291,0.21132205201054494,0.41376182151056257,0.6790485467365481,0.9994290447843712,cytotoxic_vs_rest,0.41376182151056257
12766,PQLC1,7.021696823816134,0.1947896311777702,0.47097017561886645,0.4135922851628807,0.6791727241924526,0.9994290447843712,cytotoxic_vs_rest,0.41359228516288066
12767,RCOR3,11.749335210000494,-0.1616281457692792,0.3907985828764592,-0.4135842678333707,0.6791785967274893,0.9994290447843712,cytotoxic_vs_rest,-0.41358426783337066
12768,COQ2,12.610462188257817,0.2842403688266716,0.6873681168356548,0.4135198620139543,0.6792257734207904,0.9994290447843712,cytotoxic_vs_rest,0.4135198620139543
12769,RP11-160O5.1,1.5513380621260116,-0.36906358675722745,0.8930786802208033,-0.4132486811419357,0.6794244247929171,0.9994290447843712,cytotoxic_vs_rest,-0.41324868114193564
12772,RPS28,2833.1401371283378,-0.17657655735921768,0.42738522324858735,-0.4131555041071517,0.6794926860217676,0.9994290447843712,cytotoxic_vs_rest,-0.4131555041071517
12774,RNGTT,18.472498606063482,-0.1631352391828159,0.39491273390131953,-0.41309186860401415,0.6795393067193722,0.9994290447843712,cytotoxic_vs_rest,-0.41309186860401415
12776,ZNF773,3.296438358826061,-0.2434887460669639,0.5898054102247657,-0.41282894637092954,0.6797319420248943,0.9994290447843712,cytotoxic_vs_rest,-0.41282894637092954
12777,CCZ1B,14.229572389817813,0.28061875479445947,0.6797708621046407,0.4128137442161538,0.679743080831426,0.9994290447843712,cytotoxic_vs_rest,0.4128137442161538
12778,CCDC136,2.6393582630375816,-0.26487574010214593,0.6418572515509695,-0.4126707916162139,0.6798478273856627,0.9994290447843712,cytotoxic_vs_rest,-0.4126707916162139
12779,TINF2,58.04092444252659,0.08361540408156759,0.20275459206816285,0.4123970916202847,0.680048394538882,0.9994290447843712,cytotoxic_vs_rest,0.41239709162028465
12780,HTATSF1,46.33845195389252,-0.09547338331109187,0.2315161897000321,-0.41238318337388663,0.6800585870960535,0.9994290447843712,cytotoxic_vs_rest,-0.4123831833738867
12781,THAP5,14.81997170021353,-0.16486835595171334,0.3998721541957974,-0.4123026677946311,0.6801175935011998,0.9994290447843712,cytotoxic_vs_rest,-0.41230266779463104
12783,ARPP19,162.75092889144747,-0.10514220580762874,0.2551104420061505,-0.4121438737701448,0.6802339725531366,0.9994290447843712,cytotoxic_vs_rest,-0.4121438737701448
12784,TXNIP,574.3563281007174,0.19932755359714513,0.4839240418981797,0.4118984310332834,0.6804138708365848,0.9994290447843712,cytotoxic_vs_rest,0.4118984310332834
12785,TBC1D25,11.5036668771189,0.14267163432865754,0.34640580339473165,0.41186271399178115,0.6804400513081357,0.9994290447843712,cytotoxic_vs_rest,0.41186271399178115
12786,CIR1,87.4591528870044,0.0913886392931204,0.22194322108258369,0.4117658509566069,0.6805110535262482,0.9994290447843712,cytotoxic_vs_rest,0.41176585095660684
12787,SMARCC2,42.00180215759682,0.1204389173765279,0.2925989603546006,0.4116177215071715,0.6806196403566351,0.9994290447843712,cytotoxic_vs_rest,0.4116177215071715
12788,RBM7,78.45824585183115,-0.12864417130223224,0.31253518915476847,-0.4116149981387447,0.680621636793731,0.9994290447843712,cytotoxic_vs_rest,-0.4116149981387447
12789,SIRT1,8.337345284029492,-0.23877219968459895,0.580111220097808,-0.411597278956855,0.6806346263622802,0.9994290447843712,cytotoxic_vs_rest,-0.41159727895685494
12790,SIPA1L2,1.6661245097234365,0.36560474082095673,0.8885337651211034,0.4114697214361081,0.6807281389581006,0.9994290447843712,cytotoxic_vs_rest,0.4114697214361081
12791,RLF,40.31281988536664,0.09286543587391366,0.22569336176469967,0.41146728972353225,0.6807299216976513,0.9994290447843712,cytotoxic_vs_rest,0.41146728972353225
12792,BRI3BP,6.876258872907596,-0.30120894827423794,0.7322330756387907,-0.41135665445250086,0.6808110326245785,0.9994290447843712,cytotoxic_vs_rest,-0.41135665445250086
12793,C6orf203,9.254679697941066,-0.15387750660161587,0.37407643578422073,-0.4113531136464777,0.6808136285851705,0.9994290447843712,cytotoxic_vs_rest,-0.4113531136464777
12794,ANAPC5,67.0947857066897,0.08407029067322316,0.20446486001136627,0.41117231913860247,0.6809461840560516,0.9994290447843712,cytotoxic_vs_rest,0.4111723191386024
12795,CASP2,4.207108225832045,-0.24266119423162413,0.5904275273318422,-0.41099234537423507,0.6810781475589339,0.9994290447843712,cytotoxic_vs_rest,-0.4109923453742351
12796,ARIH1,13.923979459836017,-0.14580937468460212,0.3549457664670008,-0.4107933900323275,0.6812240404250516,0.9994290447843712,cytotoxic_vs_rest,-0.41079339003232757
12797,MITD1,51.69930831633867,0.11895687476620741,0.28962431857173815,0.410728199043626,0.6812718472151331,0.9994290447843712,cytotoxic_vs_rest,0.410728199043626
12798,H1FX,99.4465530928597,0.2744166354207169,0.6683714617307437,0.4105750336947612,0.6813841736603106,0.9994290447843712,cytotoxic_vs_rest,0.4105750336947613
12799,GLA,20.84551517128167,-0.20861795395740967,0.508270015634624,-0.41044710004569146,0.6814780014184902,0.9994290447843712,cytotoxic_vs_rest,-0.4104471000456914
12800,NBR1,29.95873431802653,-0.10692334029418714,0.2605357152802662,-0.4103980146413571,0.681514002430017,0.9994290447843712,cytotoxic_vs_rest,-0.4103980146413571
12801,CEP85L,24.410114225865552,-0.09502738759783866,0.23157052633397604,-0.4103604595206045,0.6815415472040871,0.9994290447843712,cytotoxic_vs_rest,-0.4103604595206045
12802,BANF1,64.28431169005322,-0.1559239678465413,0.3800355054106438,-0.4102878958061014,0.6815947702064657,0.9994290447843712,cytotoxic_vs_rest,-0.4102878958061014
12805,EPOR,21.19839455504132,0.1552001080990111,0.3784750025912267,0.4100669979164663,0.6817568010053292,0.9994290447843712,cytotoxic_vs_rest,0.4100669979164662
12807,GAN,4.955744611721896,0.23306255088061403,0.5688480896266971,0.40970964855232234,0.6820189513931665,0.9994290447843712,cytotoxic_vs_rest,0.40970964855232234
12808,SNX1,27.810115503431774,-0.091784605264926,0.22406118645904416,-0.4096408071181181,0.6820694576666543,0.9994290447843712,cytotoxic_vs_rest,-0.4096408071181181
12809,LEPR,2.9186687840211496,0.45168624959550757,1.102730014276469,0.40960728713988176,0.6820940504820614,0.9994290447843712,cytotoxic_vs_rest,0.40960728713988176
12810,SERF2,1696.779512592986,0.08820514596511041,0.21540095309500623,0.4094928304528255,0.6821780271916853,0.9994290447843712,cytotoxic_vs_rest,0.40949283045282553
12811,FH,14.721936031486381,-0.13825417051497377,0.33765264129054084,-0.4094568014825918,0.6822044624107985,0.9994290447843712,cytotoxic_vs_rest,-0.40945680148259184
12812,CA13,0.9839942304922545,0.6150132123604295,1.5028908136076147,0.40922015544437385,0.6823781043165278,0.9994290447843712,cytotoxic_vs_rest,0.4092201554443738
12813,FAM184B,5.682361429807829,-0.4349818344469368,1.06310233849454,-0.4091627105843026,0.6824202577173606,0.9994290447843712,cytotoxic_vs_rest,-0.40916271058430265
12814,C9orf78,181.7653380625129,0.06435045401090488,0.15729165871880224,0.4091154898807904,0.6824549093095691,0.9994290447843712,cytotoxic_vs_rest,0.4091154898807904
12815,B2M,36537.00351883228,0.08229300514916695,0.20118470311951583,0.4090420587308765,0.6825087960344915,0.9994290447843712,cytotoxic_vs_rest,0.40904205873087646
12816,SRPK2,61.16845332262575,0.09159425780563957,0.2239388392461565,0.40901461360598534,0.6825289367841714,0.9994290447843712,cytotoxic_vs_rest,0.40901461360598534
12817,HIP1,3.607771036121749,-0.27301754627928126,0.6675876801624829,-0.40896133106116045,0.6825680391063044,0.9994290447843712,cytotoxic_vs_rest,-0.40896133106116045
12818,SMARCC1,38.01408036184195,-0.13219927873944964,0.3232596598970424,-0.40895693196470867,0.6825712674978177,0.9994290447843712,cytotoxic_vs_rest,-0.40895693196470867
12819,IK,149.18037753529208,0.07484239562362277,0.18306498141645755,0.40882966826605993,0.6826646657920895,0.9994290447843712,cytotoxic_vs_rest,0.40882966826605993
12820,YIPF2,7.391930301310795,0.17775668768311467,0.4350184150934058,0.4086187653572029,0.68281945725076,0.9994290447843712,cytotoxic_vs_rest,0.40861876535720293
12821,LAS1L,15.314947852033649,0.1155900938058098,0.2829161828204781,0.40856656785573997,0.6828577694856005,0.9994290447843712,cytotoxic_vs_rest,0.40856656785573997
12825,ZNF121,4.507513148575109,-0.2011175767862918,0.4926340915756669,-0.4082494090959615,0.6830905771340162,0.9994290447843712,cytotoxic_vs_rest,-0.4082494090959615
12826,ZNF302,15.284806534710922,-0.1733614007907201,0.42479834704144004,-0.4081028139542367,0.6831981942200047,0.9994290447843712,cytotoxic_vs_rest,-0.40810281395423675
12827,RLIM,11.138307734618566,-0.1601121369563579,0.39246123248361625,-0.4079693067850771,0.6832962088851116,0.9994290447843712,cytotoxic_vs_rest,-0.4079693067850771
12828,ST6GALNAC4,6.970144565834525,-0.2581906244538235,0.6329565784734229,-0.40791206416802345,0.6833382353493247,0.9994290447843712,cytotoxic_vs_rest,-0.40791206416802356
12829,PRKAR1B,12.242724398190125,-0.25883167083440445,0.6345440594498809,-0.4079018107250094,0.6833457633400144,0.9994290447843712,cytotoxic_vs_rest,-0.4079018107250094
12831,HOOK3,31.62926948449671,-0.08666058462311162,0.2126181389879364,-0.4075879181128031,0.6835762358596762,0.9994290447843712,cytotoxic_vs_rest,-0.4075879181128031
12832,IKZF1,123.59750612154347,-0.11853890016706828,0.2908420964305317,-0.4075713303606363,0.6835884160717535,0.9994290447843712,cytotoxic_vs_rest,-0.4075713303606363
12833,ALDH3A2,14.61488466549656,-0.25073010436373083,0.6152262660994964,-0.4075412871322076,0.6836104767082646,0.9994290447843712,cytotoxic_vs_rest,-0.4075412871322076
12835,NPW,0.9424774003494247,0.5569349662766238,1.367066235841967,0.407394281033948,0.6837184266610676,0.9994290447843712,cytotoxic_vs_rest,0.40739428103394804
12836,CLASRP,11.529442484955366,0.14569029727507488,0.35771077835832377,0.40728517587226554,0.6837985492659838,0.9994290447843712,cytotoxic_vs_rest,0.4072851758722655
12837,GNL3L,5.566072075410337,0.1794830611947657,0.44074834162148124,0.4072234521279434,0.6838438783700931,0.9994290447843712,cytotoxic_vs_rest,0.40722345212794336
12838,HIST1H1E,19.05431742196293,-0.1523016540861471,0.37400356476197594,-0.4072197926323917,0.6838465658911621,0.9994290447843712,cytotoxic_vs_rest,-0.40721979263239166
12839,SKA2,24.896317285846077,-0.19007329046534854,0.4670817518543222,-0.40693794975024067,0.6840535623738107,0.9994290447843712,cytotoxic_vs_rest,-0.40693794975024067
12841,BID,41.74847652784991,0.13421426480530751,0.32987659514970347,0.4068620410744777,0.6841093167457146,0.9994290447843712,cytotoxic_vs_rest,0.4068620410744777
12842,STX8,69.0562668450598,-0.14273182730793413,0.35114340395065435,-0.4064773129783523,0.6843919232172725,0.9994290447843712,cytotoxic_vs_rest,-0.4064773129783523
12843,GID4,2.5482421749240127,-0.24837690991091482,0.6111151456176094,-0.4064322602574323,0.684425020105957,0.9994290447843712,cytotoxic_vs_rest,-0.40643226025743223
12844,METTL18,9.768264763812628,-0.18623183531175663,0.45835782489579513,-0.4063022930918553,0.6845205007274946,0.9994290447843712,cytotoxic_vs_rest,-0.4063022930918553
12845,PHB2,50.97214306037012,-0.08071894068954197,0.1986946879941724,-0.4062460929600162,0.6845617898211963,0.9994290447843712,cytotoxic_vs_rest,-0.4062460929600162
12846,TLE3,13.078257844483614,0.13887172887266572,0.3418461721242903,0.4062404092744206,0.6845659655618832,0.9994290447843712,cytotoxic_vs_rest,0.40624040927442057
12847,RP11-119B16.2,6.119211783428051,-0.23521749691714894,0.5790729377904329,-0.4061966663727504,0.6845981033085896,0.9994290447843712,cytotoxic_vs_rest,-0.4061966663727504
12848,PIK3C2A,12.99550416901435,0.13981062658394047,0.3442408861413851,0.40614183907985313,0.6846383855226008,0.9994290447843712,cytotoxic_vs_rest,0.40614183907985313
12849,PHF6,15.238499416683798,0.18889486031612976,0.46528171289222614,0.40597954976984824,0.6847576265171323,0.9994290447843712,cytotoxic_vs_rest,0.40597954976984824
12850,TNFSF12,18.198890087935283,0.20240085462055654,0.49857977371027795,0.40595480461301386,0.6847758085474156,0.9994290447843712,cytotoxic_vs_rest,0.40595480461301386
12851,CORO2A,7.506497172945603,0.1503677867298878,0.37043665123362524,0.4059203813368201,0.6848011020855075,0.9994290447843712,cytotoxic_vs_rest,0.4059203813368201
12852,SMN1,8.142065148777869,0.24245017314504863,0.597339425471187,0.40588342708804404,0.6848282557252352,0.9994290447843712,cytotoxic_vs_rest,0.405883427088044
12853,SNX14,18.344147632764237,0.1231960651989072,0.3035655727647906,0.40583016076846845,0.684867396040127,0.9994290447843712,cytotoxic_vs_rest,0.4058301607684685
12856,SP4,7.409692359498281,-0.190181507779245,0.4689122601097833,-0.40558015637023237,0.6850511116232811,0.9994290447843712,cytotoxic_vs_rest,-0.40558015637023237
12857,PHF10,11.102572467389914,0.16649550876138022,0.41052595182772134,0.40556634244465656,0.6850612633214633,0.9994290447843712,cytotoxic_vs_rest,0.40556634244465656
12865,ERLEC1,59.6728782574497,0.08521430680339138,0.2103208433730118,0.4051633943491785,0.6853574103537667,0.9994290447843712,cytotoxic_vs_rest,0.40516339434917853
12866,PGAM5,2.537835663411126,0.2563409811961391,0.6329817322553474,0.4049737427378553,0.6854968116975283,0.9994290447843712,cytotoxic_vs_rest,0.40497374273785536
12868,ESD,47.27002541348702,-0.10573618475667136,0.2611692026102308,-0.4048570187445576,0.6855826137158993,0.9994290447843712,cytotoxic_vs_rest,-0.40485701874455754
12869,CLPTM1L,5.191505072040314,0.18416911699964086,0.4550332216322144,0.4047377383546241,0.6856702990912279,0.9994290447843712,cytotoxic_vs_rest,0.4047377383546241
12870,GPR75-ASB3,11.116909916889568,0.14715975109955529,0.3636725564849768,0.40464904066973334,0.685735505259239,0.9994290447843712,cytotoxic_vs_rest,0.40464904066973334
12871,PIGC,23.628400807252238,-0.13485765329056243,0.3332995690728841,-0.4046139443434819,0.685761306995452,0.9994290447843712,cytotoxic_vs_rest,-0.4046139443434819
12872,ANKDD1A,4.16873649856264,0.30312719000858607,0.7492161986184962,0.40459241346827796,0.6857771360119369,0.9994290447843712,cytotoxic_vs_rest,0.40459241346827796
12874,QKI,6.438084580097631,-0.20080205268034027,0.49647398493675726,-0.4044563436811683,0.6858771746562947,0.9994290447843712,cytotoxic_vs_rest,-0.4044563436811683
12876,ENKD1,0.9484318972863565,-0.4843771212384336,1.1978778060097222,-0.40436271446747407,0.6859460141461238,0.9994290447843712,cytotoxic_vs_rest,-0.40436271446747407
