,variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
4440,ERP27,1.534609587002791,-0.947310052271524,0.9035548999256798,-1.0484255603610175,0.29444258222935416,0.9985333493844648,cytotoxic_vs_rest,-1.0484255603610175
4441,AP4S1,5.532914857146295,-0.5295517052940979,0.5051856201367405,-1.0482319452219606,0.2945317557756969,0.9985333493844648,cytotoxic_vs_rest,-1.0482319452219604
4442,RP5-902P8.10,0.9335270835832287,2.2475142576444704,2.1441154672059834,1.0482244506044383,0.29453520794414445,0.9985333493844648,cytotoxic_vs_rest,1.0482244506044383
4443,LOH12CR2,1.6601821085988762,-0.8568156657644991,0.8179613214361001,-1.0475014445184059,0.29486836629695856,0.9985333493844648,cytotoxic_vs_rest,-1.047501444518406
4444,STK10,29.554599607723016,0.2717111859547154,0.25939107690660135,1.0474962716337006,0.29487075085123693,0.9985333493844648,cytotoxic_vs_rest,1.0474962716337004
4445,RHBDD1,8.53428849578946,-0.5587614406603219,0.5334801806318443,-1.0473893144418875,0.29492005800232146,0.9985333493844648,cytotoxic_vs_rest,-1.0473893144418878
4446,MBD4,56.02888092157607,0.20400664705364283,0.1947929371722595,1.0473000202940388,0.29496122673996994,0.9985333493844648,cytotoxic_vs_rest,1.0473000202940388
4447,CTSB,91.70477379799557,0.2683572498094615,0.25624024011743873,1.0472876925437993,0.2949669107062325,0.9985333493844648,cytotoxic_vs_rest,1.0472876925437995
4448,PPIL4,88.80241744447838,-0.2531662476417378,0.2418760158145333,-1.0466777650077619,0.2952482221477525,0.999096626210876,cytotoxic_vs_rest,-1.0466777650077619
4449,COX11,49.56891955413952,-0.26687720062685155,0.25500834586944665,-1.0465430051590596,0.2953104004620466,0.999096626210876,cytotoxic_vs_rest,-1.0465430051590596
4450,KIF5B,189.65122809645484,-0.1519720965930296,0.1452633486608672,-1.0461833490278727,0.29547638905726537,0.9992973292570185,cytotoxic_vs_rest,-1.0461833490278727
4453,C19orf82,2.4138185482473777,-0.7981348243381634,0.7630964717445398,-1.0459160196528248,0.2955998074548182,0.9992973292570185,cytotoxic_vs_rest,-1.045916019652825
4454,RASSF7,18.315758150274867,0.3515792972639,0.33616965433556883,1.045838887387941,0.29563542365150475,0.9992973292570185,cytotoxic_vs_rest,1.045838887387941
4455,CYB561,6.255956997354341,0.664828771427978,0.6361160468867774,1.0451375573399286,0.29595939803147386,0.9994290447843712,cytotoxic_vs_rest,1.0451375573399286
4506,ZNF644,51.68448686769565,0.31362431631097776,0.30015202704853006,1.044884885152781,0.2960761763433243,0.9994290447843712,cytotoxic_vs_rest,1.044884885152781
4507,SCCPDH,12.999649903636513,0.5386391729198813,0.5155185173655669,1.0448493211698135,0.2960926155383993,0.9994290447843712,cytotoxic_vs_rest,1.0448493211698135
4509,PDE6B,4.329328972259583,-0.6119342082292206,0.585833955520552,-1.0445523043905451,0.2962299332613847,0.9994290447843712,cytotoxic_vs_rest,-1.0445523043905451
4512,EXOC1,18.295934852450593,-0.3875870562201023,0.37137106572215367,-1.0436651963351418,0.29664031750694486,0.9994290447843712,cytotoxic_vs_rest,-1.0436651963351418
4513,GABPB1,92.05522400660722,0.3387993046858774,0.32467513586048746,1.0435024652810465,0.2967156396310686,0.9994290447843712,cytotoxic_vs_rest,1.0435024652810465
4514,RHBDD3,8.417705662556626,0.4654774788872598,0.4461220787665146,1.0433858825688724,0.2967696092767871,0.9994290447843712,cytotoxic_vs_rest,1.0433858825688724
4515,C1orf216,8.666247920010745,0.3757482657878022,0.3601902609125608,1.0431938521486517,0.29685852025034076,0.9994290447843712,cytotoxic_vs_rest,1.0431938521486517
4516,HECTD1,38.544875974877996,-0.4635087429105178,0.4443764593088536,-1.0430542239600653,0.2969231799328391,0.9994290447843712,cytotoxic_vs_rest,-1.0430542239600653
4517,MED20,2.1328909133516634,0.6610728650882475,0.6339724819351547,1.0427469392210382,0.29706551197350994,0.9994290447843712,cytotoxic_vs_rest,1.0427469392210382
4518,IFFO1,7.474460174558684,0.6283001400163359,0.6025591870332587,1.0427193768463054,0.29707828089278265,0.9994290447843712,cytotoxic_vs_rest,1.0427193768463054
4519,DNAJC14,5.374319674881918,0.5742159289931615,0.5507245234339647,1.0426554557852616,0.29710789524228,0.9994290447843712,cytotoxic_vs_rest,1.0426554557852616
4520,XXbac-BPGBPG55C20.2,2.227676629229394,0.7552596996843487,0.7245233857125671,1.0424228045331518,0.2972156982208719,0.9994290447843712,cytotoxic_vs_rest,1.0424228045331518
4522,CCL18,2.1922394118930764,1.2527224644637736,1.2029480049128098,1.0413770664631272,0.29770058194380244,0.9994290447843712,cytotoxic_vs_rest,1.0413770664631272
4523,POR,27.147058542556756,-0.47571689436883785,0.45686107699676837,-1.0412725406506953,0.29774907710500587,0.9994290447843712,cytotoxic_vs_rest,-1.041272540650695
4524,CLDN15,2.5296297761843576,0.6374018770525677,0.6122082405959194,1.0411520701389532,0.29780497641978454,0.9994290447843712,cytotoxic_vs_rest,1.041152070138953
4525,DENND1A,3.174694344829647,0.5944343526873331,0.5711951715330745,1.0406851848762748,0.2980216812917561,0.9994290447843712,cytotoxic_vs_rest,1.0406851848762748
4526,LAMB1,1.8654551105235178,-0.955430541184292,0.9180797583012291,-1.040683592623995,0.29802242051611283,0.9994290447843712,cytotoxic_vs_rest,-1.040683592623995
4527,SDE2,35.537321623278324,-0.29993688499039833,0.2882384732131549,-1.0405858789315483,0.2980677877451864,0.9994290447843712,cytotoxic_vs_rest,-1.0405858789315483
4528,KIAA0586,11.218414797193601,-0.37173819757245646,0.3573145300840442,-1.0403668652517983,0.29816948977885105,0.9994290447843712,cytotoxic_vs_rest,-1.0403668652517983
4529,OSBPL9,17.351992263712635,-0.3020441168814751,0.29042305633115933,-1.0400142492029443,0.29833328061668707,0.9994290447843712,cytotoxic_vs_rest,-1.0400142492029443
4530,RP11-486G15.2,1.3150645669615406,1.1360024623848666,1.0925173556996333,1.0398026689996023,0.2984315888700382,0.9994290447843712,cytotoxic_vs_rest,1.0398026689996023
4532,LACTB,27.062662892540363,-0.5099998956973179,0.4906453335429522,-1.0394471542501103,0.2985968233254418,0.9994290447843712,cytotoxic_vs_rest,-1.0394471542501103
4533,ZDHHC16,9.71176804721805,-0.3894041382684674,0.3747410634548002,-1.0391285510012858,0.29874495411874,0.9994290447843712,cytotoxic_vs_rest,-1.0391285510012858
4534,STAG2,55.42139234428375,0.28625290152210087,0.275572215636232,1.038758210297833,0.2989172012707655,0.9994290447843712,cytotoxic_vs_rest,1.038758210297833
4535,DDX5,1235.5266992734207,-0.18717525317182637,0.18019305985578388,-1.0387484030829524,0.2989217635519509,0.9994290447843712,cytotoxic_vs_rest,-1.0387484030829526
4536,SMARCAD1,15.713976244014678,0.5208397056427465,0.5014919143569876,1.0385804650720374,0.29899989492445656,0.9994290447843712,cytotoxic_vs_rest,1.0385804650720374
4537,RAB14,66.58684260415471,-0.1713338780643088,0.164989090956181,-1.0384557977218802,0.29905790389621423,0.9994290447843712,cytotoxic_vs_rest,-1.0384557977218802
4539,CCDC69,29.80840821239796,-0.22963865643150128,0.22137764756462908,-1.0373163639497998,0.2995884419142253,0.9994290447843712,cytotoxic_vs_rest,-1.0373163639497998
4540,VAT1,2.587134871242477,-0.802293451924918,0.7735113183842758,-1.037209712200156,0.29963813273346895,0.9994290447843712,cytotoxic_vs_rest,-1.037209712200156
4541,PSMD11,73.97963850590168,-0.20074879624375258,0.19357461543462604,-1.0370615785185398,0.2997071597929578,0.9994290447843712,cytotoxic_vs_rest,-1.0370615785185398
4542,AC016629.8,1.6583012200067788,0.8601456091927772,0.8294926370111864,1.03695388097963,0.29975735115114266,0.9994290447843712,cytotoxic_vs_rest,1.03695388097963
4543,NCAPD2,2.2279269266537556,-0.7419057330048423,0.7155566974379498,-1.0368231275889601,0.29981829499193213,0.9994290447843712,cytotoxic_vs_rest,-1.0368231275889601
4544,HDAC1,66.72248424569469,0.1848746703575471,0.17831046785141474,1.036813332303083,0.29982286088378884,0.9994290447843712,cytotoxic_vs_rest,1.036813332303083
4545,ABAT,7.530528989791287,0.5065337481015366,0.48861047340420766,1.0366821336686776,0.2998840211775644,0.9994290447843712,cytotoxic_vs_rest,1.0366821336686776
4547,SH3PXD2A,3.3394482422981278,-0.7027009685376764,0.6790516289745749,-1.0348270124891887,0.3007497053877921,0.9994290447843712,cytotoxic_vs_rest,-1.0348270124891887
4550,OAS2,9.943879036804828,0.38652633374612433,0.3736753521283379,1.0343907660609437,0.30095351945787996,0.9994290447843712,cytotoxic_vs_rest,1.0343907660609437
4553,FAM193A,5.368147901111787,0.5455787941247742,0.5276816604337679,1.033916535352573,0.30117518411607525,0.9994290447843712,cytotoxic_vs_rest,1.033916535352573
4554,ZSCAN16-AS1,21.864956628612656,-0.42435142756738703,0.4104614821087387,-1.033839826790297,0.30121104940466825,0.9994290447843712,cytotoxic_vs_rest,-1.033839826790297
4555,XKR6,2.005595481973086,0.687602541131115,0.6651766213142064,1.0337142333303913,0.30126977709579017,0.9994290447843712,cytotoxic_vs_rest,1.0337142333303915
4556,PPP2R1B,13.629654846353008,0.3195433284394822,0.3091902902483246,1.033484357425463,0.3013772871655461,0.9994290447843712,cytotoxic_vs_rest,1.033484357425463
4557,RP11-849F2.7,1.134883565204644,-2.259176495688744,2.186110142563582,-1.033422997177754,0.30140598890100345,0.9994290447843712,cytotoxic_vs_rest,-1.033422997177754
4558,C9orf64,3.8319531970862317,0.7326692750741517,0.7090619759687506,1.0332937033792395,0.3014664730439116,0.9994290447843712,cytotoxic_vs_rest,1.0332937033792395
4559,TXLNA,7.709081376617115,0.4446765084608619,0.43041184356263934,1.0331418967938937,0.30153749907052996,0.9994290447843712,cytotoxic_vs_rest,1.0331418967938937
4560,DPEP2,11.758251143978336,-0.6392901384364391,0.6188142718111952,-1.0330888726359098,0.3015623102061422,0.9994290447843712,cytotoxic_vs_rest,-1.0330888726359098
4561,TRIM7,0.9374252837855782,1.602653769485479,1.5514075240411778,1.0330320980465613,0.30158887775542265,0.9994290447843712,cytotoxic_vs_rest,1.0330320980465615
4563,DNAJB6,321.1996635470758,0.3032401332548224,0.29370004798682164,1.032482409633208,0.30184618386707596,0.9994290447843712,cytotoxic_vs_rest,1.032482409633208
4565,NPPC,1.9398179296941136,-1.2695383649482255,1.230203483410252,-1.0319742888623051,0.3020841623169648,0.9994290447843712,cytotoxic_vs_rest,-1.0319742888623051
4566,C16orf80,108.24551871044117,-0.40167686936480246,0.3892512627153035,-1.0319218146212847,0.30210874574745206,0.9994290447843712,cytotoxic_vs_rest,-1.0319218146212847
4567,TRAPPC2P1,32.16140588389499,-0.36362939098133584,0.3524427399885094,-1.0317403360137058,0.30219377613946097,0.9994290447843712,cytotoxic_vs_rest,-1.0317403360137058
4568,ZNF880,22.55870808635209,-0.5759994536030235,0.5583501242636122,-1.0316097885044593,0.30225495300759464,0.9994290447843712,cytotoxic_vs_rest,-1.0316097885044593
4569,C5orf42,1.8734677319997561,0.7632645932972415,0.7400912444276891,1.031311475502554,0.3023947786740643,0.9994290447843712,cytotoxic_vs_rest,1.031311475502554
4570,KMT2B,4.52532211507105,0.5409015105517267,0.5244817317151681,1.0313066744629262,0.3023970293755226,0.9994290447843712,cytotoxic_vs_rest,1.0313066744629265
4572,ARHGAP27,6.199186243200684,-0.45334965681100514,0.4396928987617763,-1.0310597648669964,0.3025127942850294,0.9994290447843712,cytotoxic_vs_rest,-1.0310597648669964
4573,DOK1,9.930276839930363,0.3414062463650078,0.3311223026961903,1.0310578405171735,0.302513696642685,0.9994290447843712,cytotoxic_vs_rest,1.0310578405171735
4574,ANKS1A,2.475880723448743,0.622434622344881,0.6039551796971269,1.0305973742240628,0.30272966794227363,0.9994290447843712,cytotoxic_vs_rest,1.0305973742240628
4575,KXD1,50.03072129939853,0.22702752512570018,0.22029466686258403,1.030562965318248,0.30274581077771046,0.9994290447843712,cytotoxic_vs_rest,1.030562965318248
4576,FKRP,1.6621142073766373,-0.862250275392407,0.8368854013472639,-1.030308658753408,0.30286513569307305,0.9994290447843712,cytotoxic_vs_rest,-1.030308658753408
4577,FAM131A,3.2159133669988873,-0.6953330381686529,0.675072099870749,-1.030012999058594,0.30300390350159856,0.9994290447843712,cytotoxic_vs_rest,-1.030012999058594
4578,BCAP29,28.841035803061157,0.3295236015064428,0.3200922132013756,1.0294645977505668,0.30326140743221,0.9994290447843712,cytotoxic_vs_rest,1.0294645977505668
4579,SNRPE,88.75861026019007,-0.28577821237236745,0.2776292927447327,-1.029351800550554,0.30331438981951475,0.9994290447843712,cytotoxic_vs_rest,-1.029351800550554
4580,TOPORS,70.51916724267896,0.22995771306890408,0.2234184454755459,1.0292691482094924,0.30335321665989734,0.9994290447843712,cytotoxic_vs_rest,1.0292691482094924
4581,GNB2L1,1863.6667165349531,-0.25482597273013086,0.24758260794714856,-1.0292563554566343,0.3033592264905397,0.9994290447843712,cytotoxic_vs_rest,-1.0292563554566343
4582,INTS4,14.581840982805266,0.2926930870140342,0.2847485007380443,1.027900362092858,0.3039966992247456,0.9994290447843712,cytotoxic_vs_rest,1.027900362092858
4583,RENBP,6.978220751863257,-0.46158509136399795,0.4490736117998201,-1.0278606429668262,0.30401538518249593,0.9994290447843712,cytotoxic_vs_rest,-1.0278606429668262
4585,MPND,4.190849199412811,0.6127696569686869,0.5963988531519142,1.0274494220273136,0.30420888989198636,0.9994290447843712,cytotoxic_vs_rest,1.0274494220273136
4586,SCP2,178.6168132691951,0.2560813253890572,0.24926485576426943,1.0273462923759862,0.3042574315528598,0.9994290447843712,cytotoxic_vs_rest,1.0273462923759864
4587,FES,2.836878263911733,-1.1406735858389065,1.110371596669616,-1.0272899534355675,0.3042839516635699,0.9994290447843712,cytotoxic_vs_rest,-1.0272899534355675
4588,FNIP1,2.8452400853686135,-0.6127986777970141,0.5967156964974847,-1.026952502496467,0.3044428301658101,0.9994290447843712,cytotoxic_vs_rest,-1.026952502496467
4589,GPANK1,23.21642650044871,0.2889238172512773,0.28139430286693723,1.0267578778519215,0.3045344882942569,0.9994290447843712,cytotoxic_vs_rest,1.0267578778519213
4591,GXYLT1,25.220028078702192,-0.4057870107162593,0.3952859050849267,-1.0265658489115022,0.3046249419337447,0.9994290447843712,cytotoxic_vs_rest,-1.0265658489115022
4592,RP11-393I2.4,1.1458801512376209,-1.236427700838152,1.2044584804714393,-1.0265424013239537,0.30463598794703506,0.9994290447843712,cytotoxic_vs_rest,-1.026542401323954
4593,NTRK2,4.875137466379553,-0.6754926094944123,0.658085203270879,-1.026451599484403,0.3046787666398082,0.9994290447843712,cytotoxic_vs_rest,-1.026451599484403
4594,CXorf40B,17.044857716434404,-0.7280239103427318,0.7092990159687574,-1.0263991545912412,0.30470347636958894,0.9994290447843712,cytotoxic_vs_rest,-1.026399154591241
4595,INTS6,21.35923529923189,0.33474057904237314,0.32618458160751174,1.0262305391404323,0.3047829295758713,0.9994290447843712,cytotoxic_vs_rest,1.0262305391404325
4596,NAGPA,13.180616940002992,0.5429196575139081,0.529179692005209,1.0259646500352926,0.30490824699035857,0.9994290447843712,cytotoxic_vs_rest,1.0259646500352926
4597,IL22,12.229040452230494,-0.8030812794812799,0.7829385200524489,-1.0257271278816142,0.30502022356017056,0.9994290447843712,cytotoxic_vs_rest,-1.025727127881614
4598,CIDEB,4.262174292157852,0.6247262724270188,0.6092951719880613,1.025326149210419,0.3052093213790481,0.9994290447843712,cytotoxic_vs_rest,1.025326149210419
4600,CENPB,2.617994402281331,-0.6543994191793331,0.6384412879130027,-1.0249954562282397,0.30536533162909596,0.9994290447843712,cytotoxic_vs_rest,-1.0249954562282397
4601,RP11-658F2.8,2.0414122015847513,0.7995027057337217,0.7801028777170873,1.0248682943888203,0.305425336550017,0.9994290447843712,cytotoxic_vs_rest,1.0248682943888203
4605,HERC3,6.324581080447662,-0.48593057038227083,0.4743211244140095,-1.0244759201534699,0.3056105387591219,0.9994290447843712,cytotoxic_vs_rest,-1.0244759201534699
4607,ADO,4.1983193097121125,-0.7205562851093729,0.7034383317007126,-1.0243346895345808,0.3056772184006795,0.9994290447843712,cytotoxic_vs_rest,-1.0243346895345808
4608,SRP54,57.11426046120697,0.19810201204720787,0.19341085915455736,1.0242548578355766,0.30571491385122085,0.9994290447843712,cytotoxic_vs_rest,1.0242548578355766
4609,SLC35F2,6.122283910606273,-0.5575441973928947,0.544429767802131,-1.0240883771725173,0.30579353368936313,0.9994290447843712,cytotoxic_vs_rest,-1.024088377172517
4610,MTMR2,12.911739658252873,0.3844282410971617,0.37539403870149596,1.0240659186462189,0.30580414066620865,0.9994290447843712,cytotoxic_vs_rest,1.0240659186462189
4611,SPPL3,8.057171407625795,-0.4290222120938973,0.4190035014058539,-1.0239108042162615,0.3058774065939306,0.9994290447843712,cytotoxic_vs_rest,-1.0239108042162615
4612,COA1,58.94418184961343,0.28005932521284815,0.2735505860259498,1.0237935486867535,0.3059327981726745,0.9994290447843712,cytotoxic_vs_rest,1.0237935486867535
4613,RNF219,16.91778508087104,0.317157046905752,0.309821530822902,1.0236765858827388,0.3059880580927543,0.9994290447843712,cytotoxic_vs_rest,1.0236765858827388
4614,TTN-AS1,8.661268524158828,-0.47236875199268874,0.4615172631421567,-1.0235126391083438,0.30606552706598733,0.9994290447843712,cytotoxic_vs_rest,-1.0235126391083438
4615,SAMD9L,37.92743968708579,0.4206555839712025,0.411015253744737,1.0234549208055734,0.3060928035094368,0.9994290447843712,cytotoxic_vs_rest,1.0234549208055734
4616,ARHGEF1,157.0764535400737,0.23797923762483206,0.23255021728418207,1.0233455827479,0.3061444787695359,0.9994290447843712,cytotoxic_vs_rest,1.0233455827478999
4617,ACAT2,44.609104027751776,-0.22495403577681386,0.21982636647069012,-1.0233259976428142,0.30615373567593185,0.9994290447843712,cytotoxic_vs_rest,-1.0233259976428142
4619,C7orf43,2.513409611339683,-0.8515297141067416,0.8322842998996366,-1.023123605971452,0.30624940703133674,0.9994290447843712,cytotoxic_vs_rest,-1.0231236059714521
4621,RP11-37B2.1,1.0814683665436107,1.0449305693854807,1.021659951091864,1.0227772638721397,0.30641317029396065,0.9994290447843712,cytotoxic_vs_rest,1.0227772638721395
4622,ANKRD34A,1.295555024141549,0.8673104518279898,0.8480520342073554,1.0227090046881788,0.3064454525869921,0.9994290447843712,cytotoxic_vs_rest,1.0227090046881788
4623,ILKAP,26.082542485162296,0.27613935708367,0.27001771648911704,1.0226712553314987,0.3064633066219422,0.9994290447843712,cytotoxic_vs_rest,1.0226712553314985
4624,B3GALNT2,7.976445794201271,0.6034138222620637,0.5900373132365117,1.0226706154432477,0.30646360927111216,0.9994290447843712,cytotoxic_vs_rest,1.0226706154432479
4625,JSRP1,2.688676132404282,0.7872721259019292,0.7699318012491738,1.0225218969064813,0.30653395433389596,0.9994290447843712,cytotoxic_vs_rest,1.0225218969064813
4626,NUP133,5.433166889627812,-0.5783670925103838,0.5657021725660061,-1.0223879641241789,0.30659731477151886,0.9994290447843712,cytotoxic_vs_rest,-1.0223879641241786
4627,TUT1,6.022259409747938,-0.4516985805859384,0.44180752403594087,-1.0223877050794474,0.30659743732787337,0.9994290447843712,cytotoxic_vs_rest,-1.0223877050794474
4628,PEA15,18.333705865342786,-0.38743462692069386,0.3790577976160221,-1.0220990818744673,0.3067340076849375,0.9994290447843712,cytotoxic_vs_rest,-1.0220990818744673
4629,CCDC122,2.0766670293222873,-0.9043172708631363,0.884814301874723,-1.0220418781060512,0.3067610800750079,0.9994290447843712,cytotoxic_vs_rest,-1.022041878106051
4630,XPC,41.2064807900753,0.19736045452095172,0.19316043152474202,1.0217437026986125,0.306902220898324,0.9994290447843712,cytotoxic_vs_rest,1.0217437026986125
4631,RP11-159G9.5,2.518787457498178,-0.7703975633327834,0.7540352866706382,-1.0216996166510868,0.3069230926034958,0.9994290447843712,cytotoxic_vs_rest,-1.0216996166510868
4632,CYP2U1,2.2319733919561098,1.3257167739064397,1.2976627672385235,1.0216188730818072,0.30696132155657685,0.9994290447843712,cytotoxic_vs_rest,1.0216188730818072
4633,RP11-440L14.1,4.753806124652537,0.5330019231905475,0.5217506532745776,1.0215644577450078,0.3069870868899973,0.9994290447843712,cytotoxic_vs_rest,1.021564457745008
4634,TTC21A,1.5709880839038595,0.7668955961472742,0.7507833226666513,1.0214606171903164,0.30703625874022944,0.9994290447843712,cytotoxic_vs_rest,1.0214606171903167
4635,ATAD1,31.497703453960128,-0.256038783210927,0.250674701983983,-1.0213985742657299,0.30706564055434293,0.9994290447843712,cytotoxic_vs_rest,-1.0213985742657299
4636,RP11-94L15.2,42.06647026498489,0.33255934243848895,0.3255990742547936,1.0213768058144068,0.30707594993243403,0.9994290447843712,cytotoxic_vs_rest,1.0213768058144068
4637,SPECC1L,3.9898771487323645,0.5675162828331736,0.5557401973482377,1.0211899112951097,0.3071644712312782,0.9994290447843712,cytotoxic_vs_rest,1.0211899112951097
4640,HIPK2,9.539915724397646,-0.6206063477218371,0.6078670838373696,-1.0209573181756222,0.30727466095518263,0.9994290447843712,cytotoxic_vs_rest,-1.0209573181756224
4642,TM9SF3,30.14544105536955,-0.44393870339402686,0.43519763654216637,-1.0200852810720942,0.3076880167703959,0.9994290447843712,cytotoxic_vs_rest,-1.0200852810720942
4643,WDTC1,8.613871070149377,-0.3673945483112166,0.3601758241675489,-1.0200422228792059,0.3077084363891447,0.9994290447843712,cytotoxic_vs_rest,-1.0200422228792059
4644,ZBED2,26.55115017881681,0.8220835166309293,0.8060378902997261,1.0199067891526001,0.30777266938732883,0.9994290447843712,cytotoxic_vs_rest,1.0199067891526001
4645,HSPBAP1,8.937962343894238,-0.4513971647899173,0.4427624278751462,-1.0195019639679228,0.3079647212533335,0.9994290447843712,cytotoxic_vs_rest,-1.0195019639679228
4646,CADM1,39.094270226809805,-0.6830976139070241,0.670127961256511,-1.019353994162838,0.308034938936649,0.9994290447843712,cytotoxic_vs_rest,-1.019353994162838
4651,SNRNP35,45.050788402445505,-0.22778155472931988,0.2235889466300343,-1.018751410400546,0.3083209988062485,0.9994290447843712,cytotoxic_vs_rest,-1.0187514104005462
4652,RBBP7,67.48487023361271,-0.18474175699489634,0.18134987133556926,-1.0187035459928766,0.30834372863225945,0.9994290447843712,cytotoxic_vs_rest,-1.0187035459928766
4653,FBXL3,52.54878164916756,-0.4735817504255846,0.4650032325000448,-1.018448297400898,0.30846495967076293,0.9994290447843712,cytotoxic_vs_rest,-1.018448297400898
4654,FAM195B,6.356168640598443,0.9705387316129148,0.9530070000374368,1.0183962253947656,0.3084896952877966,0.9994290447843712,cytotoxic_vs_rest,1.0183962253947656
4655,RREB1,2.98590604097701,-0.7124411990259817,0.7000327765172389,-1.017725487898547,0.3088084310862981,0.9994290447843712,cytotoxic_vs_rest,-1.0177254878985473
4656,ATG16L1,11.949040643228296,0.3627510508624873,0.3564473726108395,1.0176847375966775,0.3088278027244724,0.9994290447843712,cytotoxic_vs_rest,1.0176847375966775
4657,HECTD2,3.144756710246552,0.6640871638155339,0.6527586933468595,1.0173547600118358,0.3089846951143175,0.9994290447843712,cytotoxic_vs_rest,1.017354760011836
4658,PLK4,2.0856594997068885,0.8249161430802945,0.8109666781295117,1.0172010334419128,0.30905780451743736,0.9994290447843712,cytotoxic_vs_rest,1.0172010334419128
4659,MBLAC1,1.80321240159799,0.7109750716043002,0.6989630471419802,1.0171854928689528,0.30906519595167525,0.9994290447843712,cytotoxic_vs_rest,1.0171854928689528
4660,AAED1,39.427676445529336,-0.592849345011664,0.5829381728372545,-1.0170020983977945,0.30915243117319346,0.9994290447843712,cytotoxic_vs_rest,-1.0170020983977945
4662,TMEM194A,1.505260251070839,0.8426512528538551,0.8285907476109166,1.0169691796384155,0.309168091357215,0.9994290447843712,cytotoxic_vs_rest,1.0169691796384155
4663,SAC3D1,7.172964718256208,0.8836625966576219,0.8689880900213479,1.0168868904013557,0.30920724046589465,0.9994290447843712,cytotoxic_vs_rest,1.0168868904013557
4664,SNAPC1,42.782466370452184,-0.31490468139265365,0.3097215624587787,-1.01673476942557,0.3092796206537177,0.9994290447843712,cytotoxic_vs_rest,-1.0167347694255702
4665,SUZ12,25.094634888218817,0.30092921400425926,0.2959828361388243,1.0167117050770977,0.30929059580393314,0.9994290447843712,cytotoxic_vs_rest,1.0167117050770977
4666,PIGL,8.61549801025534,0.4342160446366892,0.42708231101408056,1.0167034162704376,0.30929454008825885,0.9994290447843712,cytotoxic_vs_rest,1.0167034162704376
4667,ANP32B,202.47290168289902,-0.18429263894747455,0.18126819764148341,-1.016684897545972,0.3093033524677785,0.9994290447843712,cytotoxic_vs_rest,-1.016684897545972
4669,CCDC159,21.650052006814008,-0.3429637593852107,0.3375506688337256,-1.016036379279555,0.3096120630913497,0.9994290447843712,cytotoxic_vs_rest,-1.016036379279555
4670,GALNS,3.939304916804837,-0.5232533626594982,0.5151062982632607,-1.015816277967686,0.3097168829708379,0.9994290447843712,cytotoxic_vs_rest,-1.015816277967686
4671,LINC00342,2.772109105995759,0.5912173170828164,0.5820940725025846,1.0156731446190623,0.30978506061355615,0.9994290447843712,cytotoxic_vs_rest,1.015673144619062
4672,EFHC1,3.2007991589219453,0.5623927615048095,0.5537233510824103,1.0156565736399819,0.3097929543849043,0.9994290447843712,cytotoxic_vs_rest,1.0156565736399816
4673,CA2,6.4544947387579805,-1.079415960629943,1.0628875804046638,-1.015550450047583,0.3098435106957681,0.9994290447843712,cytotoxic_vs_rest,-1.0155504500475832
4674,KLF10,24.170865682837807,0.36587155586818304,0.36030225842614166,1.0154572926252778,0.30988789453252286,0.9994290447843712,cytotoxic_vs_rest,1.0154572926252778
4675,DUS4L,4.599999468434184,0.6084455973791176,0.5991960148836674,1.0154366555612793,0.309897727404452,0.9994290447843712,cytotoxic_vs_rest,1.015436655561279
4676,SLC25A43,3.4903951284314494,-0.6103309939310106,0.6010938309931761,-1.0153672562610934,0.30993079536535306,0.9994290447843712,cytotoxic_vs_rest,-1.0153672562610934
4677,TBCC,110.984118537422,0.17868771746110168,0.17601951654335882,1.0151585515637158,0.3100302547719489,0.9994290447843712,cytotoxic_vs_rest,1.015158551563716
4678,CLK1,295.6358793572166,-0.3187422069734957,0.31402600147165793,-1.015018519102672,0.31009699984886074,0.9994290447843712,cytotoxic_vs_rest,-1.015018519102672
4679,AP001462.6,1.1138898661582861,-1.0313542146954233,1.0161711264430866,-1.0149414678859083,0.3101337295898213,0.9994290447843712,cytotoxic_vs_rest,-1.0149414678859083
4681,PRKAG1,39.01862862708815,0.22049433075545383,0.2172756061002044,1.0148140176111855,0.3101944904914845,0.9994290447843712,cytotoxic_vs_rest,1.0148140176111855
4682,DGCR6L,63.454149780887334,0.26817705043280926,0.26430394207436475,1.014653993913397,0.3102707916415872,0.9994290447843712,cytotoxic_vs_rest,1.0146539939133967
4683,WDR36,7.526674332692811,-0.4274868688606831,0.4213244698386129,-1.0146262547352893,0.3102840192625749,0.9994290447843712,cytotoxic_vs_rest,-1.0146262547352891
4684,NEK8,1.7603461018895996,-0.9772103697755946,0.9632412846707554,-1.0145021661001727,0.31034319635344376,0.9994290447843712,cytotoxic_vs_rest,-1.014502166100173
4685,DLEU1,12.865564755616361,-0.39523537829405325,0.3896124158390398,-1.0144321952443538,0.31037656830011207,0.9994290447843712,cytotoxic_vs_rest,-1.0144321952443538
4686,TSTD1,192.35834036407394,-0.21126892308727158,0.20834353204576375,-1.0140411896293726,0.31056309838401075,0.9994290447843712,cytotoxic_vs_rest,-1.0140411896293726
4687,RNF141,8.847595136212524,-0.3719046305815413,0.36680178353808485,-1.0139117290931237,0.31062487411671225,0.9994290447843712,cytotoxic_vs_rest,-1.0139117290931237
