variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
NT5C2,522.4640917828996,-0.09013365519716916,0.028865177682139427,-3.122574064490866,0.0017927699134022658,0.007299595270462712,Th2_vs_Th1,-3.1225740644908666
AC004678.2,3.088968735749567,-0.6406145635545909,0.20515714316441117,-3.122555489287585,0.0017928830488855784,0.007299595270462712,Th2_vs_Th1,-3.1225554892875844
CAMK1D,330.5688170004157,-0.12673891366106102,0.04058990303379401,-3.1224246472217922,0.0017936801510132084,0.007301619199784325,Th2_vs_Th1,-3.1224246472217922
NMUR1,12.59563530757053,0.7511779786634863,0.24058414334046344,3.1223087616395997,0.0017943864088344236,0.007303272709802849,Th2_vs_Th1,3.1223087616395997
DDX49,264.42873782960567,-0.10969777830306725,0.035138667732161115,-3.121853655329822,0.0017971625009534531,0.007313348622422019,Th2_vs_Th1,-3.121853655329822
PICALM,363.96122679075575,-0.13833718621697555,0.04431815387208049,-3.1214564265531166,0.0017995887731063825,0.007321997851661023,Th2_vs_Th1,-3.121456426553117
DNAJA3,883.0982594621856,-0.06430503022474363,0.020604618291483936,-3.1209037369705337,0.0018029696080970902,0.007334527376144925,Th2_vs_Th1,-3.1209037369705337
MTIF3,479.61829759720166,-0.09606636030918864,0.030792600325276715,-3.1197871986904158,0.001809817354037821,0.007361153840228363,Th2_vs_Th1,-3.119787198690416
RBPMS,14.001949797997547,-0.3550829128294425,0.11382317329609161,-3.119601242409178,0.0018109601458698866,0.007364571259870872,Th2_vs_Th1,-3.1196012424091775
ZNF329,194.7633476889553,-0.17758716310588712,0.056931976083769355,-3.119286828277074,0.0018128938823812118,0.007371203508733096,Th2_vs_Th1,-3.119286828277074
RAP1A,299.7212904105903,0.15907021438484312,0.05099726536829843,3.119191063207996,0.0018134832417459172,0.007372368234650723,Th2_vs_Th1,3.1191910632079964
GSN,61.0839366189866,-0.22665148623825468,0.07266580649297792,-3.119094071572125,0.0018140803291442577,0.007373563983139962,Th2_vs_Th1,-3.119094071572125
PCBD2,116.80013269964189,0.11993979367403182,0.03846344172499326,3.11828032789109,0.0018190969139845305,0.007392719951489311,Th2_vs_Th1,3.11828032789109
GALK2,320.5892136808585,0.09056151778005954,0.02904559149967212,3.117909228361965,0.0018213889063637971,0.007400798763270193,Th2_vs_Th1,3.117909228361965
ZC3H6,176.79413702560984,0.15571716586011536,0.04994995447601587,3.1174636192088028,0.0018241445929622197,0.0074107586793702995,Th2_vs_Th1,3.1174636192088023
TRAJ28,13.688688370333573,-0.3595550576839126,0.11536848476939622,-3.1165795269185304,0.0018296232425537254,0.007431576917502298,Th2_vs_Th1,-3.116579526918531
GPD2,147.52929612996004,-0.16034403557082194,0.051449404645579934,-3.116538212159803,0.0018298796362459947,0.007431576917502298,Th2_vs_Th1,-3.116538212159803
ZNF792,346.2332813381004,0.15629076821093432,0.05015711812844456,3.1160236880176813,0.0018330754691418605,0.007443313954528486,Th2_vs_Th1,3.1160236880176813
ZMYM4,488.3725150465989,0.10989264376009113,0.035292758071046516,3.1137448520988475,0.0018472916178599666,0.007499788271408461,Th2_vs_Th1,3.113744852098847
CLASP1,446.80738509762557,-0.1848178343130715,0.05935851967609892,-3.1135856372693467,0.0018482886297809544,0.007502584549739602,Th2_vs_Th1,-3.1135856372693467
MIR3909,1.773723467642757,0.7243105804317778,0.23266891109634621,3.1130526937131147,0.0018516295495780522,0.007514892714220478,Th2_vs_Th1,3.1130526937131147
ARHGAP33,17.858643180289228,0.3434504467945406,0.11035718378060637,3.1121711793346516,0.0018571677726713762,0.007536113107543952,Th2_vs_Th1,3.1121711793346516
PPDPF,86.4660454370849,0.24495119223434414,0.07871656440283872,3.111812540252463,0.0018594253190873584,0.007544016142901686,Th2_vs_Th1,3.111812540252463
WWOX,121.22909649772608,-0.14208983709113024,0.0456681703227967,-3.1113538398143716,0.0018623164018950556,0.007554486484287293,Th2_vs_Th1,-3.1113538398143716
MDM2,427.87705620933133,-0.12456706817546971,0.04005682113835027,-3.1097592029390873,0.0018723991913410743,0.007594121632736278,Th2_vs_Th1,-3.1097592029390873
GGT7,185.49931551051407,-0.16757970639909547,0.05389705888679155,-3.109255121899869,0.0018755968804319235,0.00760582347098177,Th2_vs_Th1,-3.109255121899869
BTG2,1388.1345690832081,-0.170593097568165,0.05487212701696092,-3.108920809930237,0.0018777203881293935,0.007613166171361203,Th2_vs_Th1,-3.108920809930237
MICALL1,102.67530869506349,-0.15582555578288348,0.05013199626118198,-3.1083054217719583,0.001881635031579103,0.007627767327382376,Th2_vs_Th1,-3.1083054217719583
SRA1,293.6005600895221,-0.11193003996640205,0.03601120950231846,-3.108199960881509,0.0018823066475540556,0.00762921923310877,Th2_vs_Th1,-3.1081999608815085
ANK3,788.3796187014298,-0.2290228553375374,0.0737168618703008,-3.1067906246536334,0.0018913030069023073,0.0076644062412579515,Th2_vs_Th1,-3.106790624653633
IKBIP,107.96239397096261,-0.17295737287932067,0.05568008198285849,-3.106270082945762,0.001894635808732679,0.0076763979498472535,Th2_vs_Th1,-3.106270082945762
AL391097.1,7.789898290280681,0.6214372588497732,0.20006157525800072,3.106229959692978,0.0018948929242237683,0.0076763979498472535,Th2_vs_Th1,3.1062299596929774
EXOSC3,326.6264930934085,-0.10370573182365524,0.033408335903036705,-3.1041872939929562,0.0019080250396759308,0.007728311106785235,Th2_vs_Th1,-3.1041872939929562
KCCAT198,0.3788645582419375,-1.9133363615707695,0.6164110139644642,-3.1039944423852757,0.0019092691735729684,0.00773095153558284,Th2_vs_Th1,-3.1039944423852757
S100A2,0.7227816964221626,-1.2280541651919223,0.39563756507150344,-3.103987774694692,0.0019093122018319756,0.00773095153558284,Th2_vs_Th1,-3.103987774694692
MRPL34,414.94449427795587,0.09937649624205533,0.03201718480504466,3.1038486627468096,0.0019102101288277016,0.0077332496257123155,Th2_vs_Th1,3.103848662746809
AP3S2,407.11839986386474,0.11031143487264009,0.03554075158682129,3.103801409578074,0.0019105152224581188,0.0077332496257123155,Th2_vs_Th1,3.103801409578074
PIWIL4,25.17442021641381,0.36211644211563293,0.11667175393058,3.103719880058486,0.001911041729136915,0.007734094553618786,Th2_vs_Th1,3.1037198800584855
AC097359.2,70.7807857657159,-0.2362454789916641,0.07612403236482539,-3.103428334687457,0.001912925580348668,0.007740431537839772,Th2_vs_Th1,-3.1034283346874565
LIG4,152.97636596490983,0.1641525978254044,0.05289479610805091,3.10337896926725,0.0019132447290035287,0.0077404360803219555,Th2_vs_Th1,3.10337896926725
ST6GALNAC5,0.48496542535467857,-1.9785967532156423,0.6375747373362475,-3.1033173639879643,0.001913643077234771,0.007740760986673938,Th2_vs_Th1,-3.1033173639879643
FGF9,25.012868370899124,-0.3689605086537421,0.11890860538466227,-3.102891564997981,0.0019163984353848297,0.007750618397944727,Th2_vs_Th1,-3.102891564997981
ACP5,78.17966410482123,0.23322652896322557,0.07519265546031428,3.101719543424285,0.001924001448586933,0.007780074972114531,Th2_vs_Th1,3.101719543424285
GIMAP8,1240.882740387106,-0.13630494343166014,0.04395206092565312,-3.101218476699558,0.0019272603593006288,0.0077919584526607985,Th2_vs_Th1,-3.1012184766995583
KCTD18,219.5548901517546,0.11158041355940242,0.03598628517449028,3.1006371738113936,0.001931047472435811,0.0078059731658553745,Th2_vs_Th1,3.100637173811394
CEP350,1616.5374879688575,-0.11631521560785506,0.037514574306806325,-3.1005340659497187,0.0019317199198931512,0.007807394740996248,Th2_vs_Th1,-3.1005340659497187
KAT5,455.4808943413619,-0.07672349436035898,0.024746185380430715,-3.1004170210828508,0.001932483522092496,0.0078091842012633665,Th2_vs_Th1,-3.1004170210828503
EXOSC3P1,1.4250075132502977,-0.9971382285984294,0.3216568409045912,-3.100006285562561,0.0019351653592457076,0.007818723386235273,Th2_vs_Th1,-3.100006285562561
POLL,192.248002626725,-0.11316462957702833,0.036506923904525285,-3.0998127881982627,0.0019364299555997505,0.007822534222297482,Th2_vs_Th1,-3.0998127881982627
CCDC88C,1363.5915750875165,-0.13727403767152066,0.044298835439152216,-3.0988182039249517,0.0019429420137871572,0.007847538279715504,Th2_vs_Th1,-3.0988182039249517
IGSF3,0.696082375609496,1.7883611952664662,0.5774664082889887,3.0969094818265073,0.0019554957583996077,0.007896932348380297,Th2_vs_Th1,3.0969094818265073
BANK1,2.8564982369134206,-1.3056589325651966,0.42178735393513717,-3.0955383569085906,0.0019645596161564213,0.007932219060655464,Th2_vs_Th1,-3.0955383569085906
KATNA1,390.0589680633439,0.09132387207622913,0.029513387590228167,3.094320223221895,0.0019726444563248446,0.007963035335366863,Th2_vs_Th1,3.0943202232218954
ADAMTSL2,3.4195252059412726,1.1695959269003402,0.37798524664757616,3.094289889020038,0.0019728461757780595,0.007963035335366863,Th2_vs_Th1,3.0942898890200383
AL451046.1,0.4169245409113682,1.7197032806364447,0.5557933731931245,3.094141390633116,0.0019738339486820296,0.007965701289499572,Th2_vs_Th1,3.094141390633116
AC107952.2,4.376409825668744,0.5572755262425044,0.1801128570043145,3.094035237191064,0.0019745403321862645,0.007966853406720282,Th2_vs_Th1,3.094035237191064
USP30,234.97959743742197,0.1528784418433875,0.04941125924426979,3.094000116200576,0.0019747740910778366,0.007966853406720282,Th2_vs_Th1,3.0940001162005757
AC138965.3,0.7180322321818088,1.4142107954645569,0.4570892587259593,3.093948869869254,0.0019751152228655966,0.007966909083414941,Th2_vs_Th1,3.093948869869254
GIMAP6,2608.7665507584798,-0.09945097147480357,0.032153560368515084,-3.0930002878370644,0.0019814394305248794,0.00799109433298178,Th2_vs_Th1,-3.093000287837064
CA6,86.46365723256083,-0.5773073734264105,0.1866752450195168,-3.0925759511715296,0.0019842745007232284,0.008001202298393417,Th2_vs_Th1,-3.0925759511715296
AC092053.2,6.674487224695638,-0.5422448796692003,0.17536134577394816,-3.0921573809554825,0.0019870746915500873,0.00801116629412582,Th2_vs_Th1,-3.0921573809554825
SPESP1,2.24702409149683,1.1531454128357965,0.3729530829944377,3.091931573744344,0.0019885868237802524,0.008015934863197675,Th2_vs_Th1,3.091931573744344
MED16,1017.5575990748009,0.12926237688062256,0.04180761762611282,3.0918379046761553,0.0019892143944768444,0.008017136801982433,Th2_vs_Th1,3.0918379046761553
DIP2A-IT1,2.828111737955091,-0.691856260965182,0.22377684003632112,-3.0917241518509564,0.001989976768181881,0.008018881549797815,Th2_vs_Th1,-3.0917241518509564
DPCD,14.02451119114039,-0.30669219728668734,0.09920023368223867,-3.0916479316882812,0.0019904877472709057,0.00801961285893504,Th2_vs_Th1,-3.0916479316882812
AC009948.5,5.10896121043184,0.6774074932380681,0.2191125197208937,3.091596473359679,0.0019908327914045626,0.008019675489903285,Th2_vs_Th1,3.091596473359679
TMEM127,902.3495693113852,-0.0769013978663436,0.024880180534137437,-3.090869769245815,0.001995711434510426,0.00803721064668037,Th2_vs_Th1,-3.090869769245815
RSPH14,1.9149724279156648,-0.8529480098001739,0.2759634383941594,-3.090800776956206,0.0019961751760354503,0.00803721064668037,Th2_vs_Th1,-3.0908007769562063
HMOX2,1252.8839078366418,0.07239526161610994,0.02342281862936917,3.0908005890177415,0.00199617643942573,0.00803721064668037,Th2_vs_Th1,3.090800589017741
TRGJP,0.9961095340881664,-1.2214628134186474,0.3952109236189815,-3.090660557237649,0.001997117987674043,0.008039671634468826,Th2_vs_Th1,-3.090660557237649
KYAT3,282.6347570854197,-0.11871982040371036,0.038413835131133306,-3.0905484963538923,0.001997871758282462,0.008041376008737696,Th2_vs_Th1,-3.0905484963538923
ZNF529-AS1,15.463128520224961,-0.2783433022774079,0.09008170560278138,-3.089898225337484,0.0020022509221675087,0.008057669509694939,Th2_vs_Th1,-3.089898225337484
RAB31,1.3158852146590962,-1.582873632500681,0.5123179818934734,-3.0896312220987174,0.0020040515698743567,0.008063582601946102,Th2_vs_Th1,-3.0896312220987174
AC138207.8,58.92455922251133,-0.37486967170877455,0.12134921866265796,-3.089180761442602,0.002007092808174401,0.008074484604654007,Th2_vs_Th1,-3.089180761442602
AL023581.1,0.6872277711855189,1.360837287419874,0.44067481890136223,3.0880758987149544,0.002014570117256575,0.008103226257462863,Th2_vs_Th1,3.0880758987149544
AC026770.1,11.920618599968448,-0.3514196108709383,0.11380365696197492,-3.087946558592205,0.0020154471135826802,0.008105414292380842,Th2_vs_Th1,-3.0879465585922055
ALDH16A1,328.02168783770924,0.13879157521977298,0.044953064472356793,3.0874775023429333,0.0020186305098318833,0.008116875595373899,Th2_vs_Th1,3.087477502342933
RIMKLA,1.1554254500342385,-1.4853000228435407,0.4810878699517263,-3.087377827656681,0.0020193075772706763,0.008118256875320614,Th2_vs_Th1,-3.087377827656681
ZNF613,134.29694005807445,-0.15408216571365263,0.049919009382307665,-3.086643096893316,0.002024304869271457,0.00813700350341833,Th2_vs_Th1,-3.086643096893316
PPP1R12C,129.6461287609471,0.14711716878007858,0.04767653084948885,3.085735605313151,0.002030492862710743,0.008160529356921528,Th2_vs_Th1,3.085735605313151
ACP2,227.43906650753226,-0.1361312187348611,0.04412333298444144,-3.0852433288043546,0.002033856849032692,0.00817250330508918,Th2_vs_Th1,-3.0852433288043546
LINC02018,11.245304622420992,0.35070937612650627,0.11367471138263069,3.085201377340766,0.0020341437619553087,0.00817250330508918,Th2_vs_Th1,3.0852013773407663
AL671710.1,12.226396758261027,-0.27563808298442594,0.0894001412668759,-3.083195161421451,0.0020479080331640425,0.008226445555236777,Th2_vs_Th1,-3.083195161421451
PTPN20CP,0.8660960042708722,1.3192581842535123,0.4279758915207607,3.0825525698788487,0.0020523347688337448,0.008242867316608005,Th2_vs_Th1,3.0825525698788487
AC015849.4,8.623298167701032,-0.3664513236018567,0.11888800532700981,-3.0823237600286637,0.0020539131306051696,0.00824784551819819,Th2_vs_Th1,-3.082323760028664
TTC7A,641.7326383832778,-0.10211511394657266,0.033130282174973574,-3.082228922991481,0.0020545676558968444,0.008249112863225551,Th2_vs_Th1,-3.082228922991481
RN7SKP241,0.424722230181248,-1.47727370031826,0.4793519319255887,-3.081814428876823,0.0020574305661501765,0.008259245018889848,Th2_vs_Th1,-3.0818144288768234
BTF3,2032.3243215178252,0.07524669401336469,0.024421313289977674,3.0811894970548273,0.002061753888506747,0.008275235470376932,Th2_vs_Th1,3.0811894970548277
ITSN1,31.514336782636924,0.29568089934193137,0.0959662110608293,3.081093814931493,0.0020624165593885677,0.008276530360916464,Th2_vs_Th1,3.081093814931493
ITGB3BP,175.65243838340135,-0.16311551730736082,0.05294874041671713,-3.0806307387788494,0.002065626473100835,0.008288045289944151,Th2_vs_Th1,-3.08063073877885
U1-7,1.9555350330167582,-0.7755962774190748,0.2518155449162828,-3.0800174694414726,0.00206988453755033,0.008303761292143972,Th2_vs_Th1,-3.0800174694414726
ACER3,90.87018590625351,0.23835695099303658,0.07740130707743635,3.0794951660773853,0.002073517352557242,0.008316964212902228,Th2_vs_Th1,3.0794951660773857
ABCD4,573.7030287300244,-0.07875908110509351,0.025576757134713322,-3.079322397685827,0.002074720307948862,0.0083204181208053,Th2_vs_Th1,-3.0793223976858273
AC141586.1,47.759230766981126,-0.27582430716441764,0.08958499789309156,-3.078911800540301,0.0020775817914713618,0.008330521123990358,Th2_vs_Th1,-3.0789118005403013
AC007619.1,7.3791656792898985,-0.39918167046103725,0.12965737665851332,-3.078742457611084,0.002078763009623174,0.008333884515107632,Th2_vs_Th1,-3.078742457611084
GTF2H5,197.43845094481844,0.12621665607267837,0.040998269658112825,3.078584953101852,0.0020798622041230007,0.008336918014846791,Th2_vs_Th1,3.0785849531018523
PPP1R16A,79.9849234367819,0.2143939558695077,0.06965701536380746,3.0778515954173797,0.0020849871938550145,0.0083560848528301,Th2_vs_Th1,3.0778515954173797
SCRG1,5.22776355217911,-0.5599957260967967,0.18195216962070837,-3.0777084288917558,0.0020859890477920038,0.008358723647383862,Th2_vs_Th1,-3.077708428891756
AC109347.1,5.499365104999446,0.6494069163538154,0.21103068253349838,3.0773104107774967,0.0020887766285452728,0.008368515944389037,Th2_vs_Th1,3.0773104107774967
SLC52A2,439.0063340561201,0.1205725174590868,0.03918430234852591,3.077061737290894,0.0020905199851519595,0.008374122106420925,Th2_vs_Th1,3.0770617372908946
P2RX4,558.5368529355902,0.09323894541876454,0.030305419604473163,3.0766426149401416,0.002093461315376535,0.008384524428986255,Th2_vs_Th1,3.0766426149401416
ORC2,347.78402833277966,-0.13549465678720776,0.04405919068332228,-3.075287010174169,0.002103000733466101,0.008421344990429654,Th2_vs_Th1,-3.075287010174169
TMPRSS13,18.564119467755365,-0.3149845172243614,0.10243727103391628,-3.0749014889324036,0.0021057209260242674,0.008430850735072323,Th2_vs_Th1,-3.074901488932404
SH3RF3,22.07116929148951,-0.5898532328301331,0.19189042205873943,-3.073906589509577,0.002112755735073352,0.008457625301965511,Th2_vs_Th1,-3.0739065895095776
NFAT5,360.1831789906,0.2183148566335774,0.0710296039851828,3.073575585175995,0.0021151009991720354,0.00846562131538368,Th2_vs_Th1,3.073575585175995
NLRP1,4803.968581494984,0.08846444116860412,0.028786250093761505,3.0731491903412578,0.0021181256519090543,0.008475534273606415,Th2_vs_Th1,3.0731491903412578
RPP25,39.43293524817063,0.25253369253391805,0.08217479731435333,3.07312826787841,0.0021182741684682123,0.008475534273606415,Th2_vs_Th1,3.0731282678784098
CAPRIN2,412.36507360928465,-0.11359059040474868,0.036967242557907044,-3.072736361842937,0.0021210578498818307,0.00848527728604107,Th2_vs_Th1,-3.0727363618429373
AC009126.1,43.6971711233398,0.19406849580286947,0.06318238459516176,3.0715601673845407,0.002129432431533601,0.008517379778323142,Th2_vs_Th1,3.0715601673845403
SAR1A,456.3402786863429,-0.26003295604670107,0.08467146714066613,-3.0710812606412494,0.0021328509564663557,0.008529651565796029,Th2_vs_Th1,-3.0710812606412494
C16orf86,35.295811656565284,-0.2331831308668384,0.07593513429411797,-3.0708200233590826,0.002134717836992184,0.00853571503771197,Th2_vs_Th1,-3.0708200233590826
ZFHX2,0.9681740158266061,-1.185444021651613,0.3861586844907444,-3.0698364927748405,0.002141759891179353,0.008562466161533226,Th2_vs_Th1,-3.06983649277484
AP002954.1,6.411950167624972,-0.7798110798569474,0.2541068639646394,-3.0688312298618707,0.0021489795537542465,0.008589918436331846,Th2_vs_Th1,-3.0688312298618707
AASS,41.16053030727356,-0.4048663271479361,0.13195862956946688,-3.0681307351316693,0.002154023596498191,0.008607258525524662,Th2_vs_Th1,-3.0681307351316693
DPF2,1009.8288530167773,0.0675621736329733,0.02202063190981256,3.0681305563655097,0.0021540248851214393,0.008607258525524662,Th2_vs_Th1,3.0681305563655092
TBC1D13,558.8837331971845,-0.08879646924821596,0.02894380674855843,-3.0678918643843747,0.00215574611006306,0.008612722352728959,Th2_vs_Th1,-3.0678918643843747
SMIM10L1,286.85796523428746,0.17692559031156574,0.05767410489455109,3.067678131026898,0.0021572884265712625,0.008617469721699977,Th2_vs_Th1,3.0676781310268977
MECR,165.8527949220052,-0.11709738303263495,0.03817718547855561,-3.067208374970684,0.0021606817784921946,0.008629608435628737,Th2_vs_Th1,-3.067208374970684
TRPM6,0.3609159240870596,2.9087916694436338,0.9483991923026013,3.0670541403366562,0.0021617969816809237,0.008632645896166039,Th2_vs_Th1,3.0670541403366562
NICN1,281.1769285951427,-0.12825056990692177,0.04182220919501417,-3.066566123011291,0.00216532909881873,0.008645332174565135,Th2_vs_Th1,-3.066566123011291
NUP98,1477.6724549018895,-0.09283989146280033,0.030281005732281003,-3.0659447801573037,0.0021698338405709886,0.008661896973209331,Th2_vs_Th1,-3.0659447801573037
RN7SL812P,3.506599965776797,0.5992177761555109,0.19545266865195962,3.0657948048922847,0.0021709224490364964,0.008664821496736518,Th2_vs_Th1,3.0657948048922843
IPO5,772.1416571096165,-0.09140660514231898,0.029816373347735115,-3.0656513478780387,0.0021719642126946893,0.008667558119818994,Th2_vs_Th1,-3.0656513478780383
KRT18P5,14.058276753843517,0.3290887766874773,0.10734904191041632,3.0655958435297883,0.0021723674000182496,0.008667745926072817,Th2_vs_Th1,3.0655958435297883
PFDN2,195.79794130111063,0.10409435250853759,0.033959430868448305,3.065256096657721,0.002174836839872078,0.008676176667045813,Th2_vs_Th1,3.0652560966577216
TPM1,131.0096267278032,0.17143853248996804,0.05593326830512534,3.065054799850818,0.00217630117334359,0.008680595584727899,Th2_vs_Th1,3.0650547998508175
AL365273.1,26.53911454840933,0.25527414879334304,0.08329260237626004,3.0647877663875343,0.002178245102800212,0.008685548050885434,Th2_vs_Th1,3.0647877663875343
WBP4,179.649080605279,0.11953013393697083,0.03900113292023424,3.064786199453125,0.0021782565143434276,0.008685548050885434,Th2_vs_Th1,3.0647861994531245
AP000808.2,1.4505769305723284,0.7477353970675783,0.2441027449267285,3.0631994625542758,0.002189840439962827,0.008729917669332461,Th2_vs_Th1,3.063199462554276
DOCK2,3566.2688641144337,-0.10403853276662328,0.033964403877361764,-3.063163809448395,0.002190101371828917,0.008729917669332461,Th2_vs_Th1,-3.0631638094483944
ATRAID,1056.0224369481732,0.06448590611356093,0.021054611708132265,3.0627924659685593,0.002192820791810307,0.008739326224311618,Th2_vs_Th1,3.0627924659685597
AJUBA,15.756316347993957,0.3801294534867377,0.12415981778553341,3.0616141378634403,0.002201470421015322,0.008772362242483943,Th2_vs_Th1,3.0616141378634403
SKP1,4150.484895464028,0.056342922565844285,0.01840760896228615,3.0608496019923455,0.0022070992842844915,0.008793352345752207,Th2_vs_Th1,3.060849601992345
NUFIP1,105.03268635520959,-0.16343631454645274,0.053402131253296965,-3.0604829940445955,0.002209803096246531,0.00880237804533174,Th2_vs_Th1,-3.060482994044595
YBEY,71.13047449162354,0.18021885471904414,0.058886498821027033,3.060444385847781,0.0022100880165587026,0.00880237804533174,Th2_vs_Th1,3.060444385847781
MBTD1,222.89707219728575,0.1676373996307556,0.054783578602391095,3.059993594931728,0.002213417250449994,0.00881419542845262,Th2_vs_Th1,3.059993594931728
AL691447.2,12.082058050729762,0.4968425469750699,0.16238158833516073,3.0597221770584677,0.0022154239736294984,0.008820743349283226,Th2_vs_Th1,3.059722177058468
FLOT2,2553.4432659168365,-0.06494631680307142,0.02123037279269519,-3.0591227689330887,0.0022198615951929948,0.008836966203042574,Th2_vs_Th1,-3.059122768933088
CYCS,670.4859435660914,-0.10922003348209053,0.03570827953800896,-3.0586753239072597,0.002223179490744212,0.008848727003307175,Th2_vs_Th1,-3.0586753239072597
AC244472.2,36.03073237505857,0.28364331556003247,0.09274437062411861,3.058334577627396,0.0022257092409724774,0.00885734748463524,Th2_vs_Th1,3.058334577627396
PPP1R21,572.4943889678902,0.11907164490758504,0.03894057151485302,3.057778565529471,0.0022298428207688545,0.008872346642912072,Th2_vs_Th1,3.0577785655294707
PCMT1,1189.4222578855854,0.0641517464443562,0.020980762733575305,3.0576460569612562,0.002230828971241746,0.008874819602983468,Th2_vs_Th1,3.0576460569612562
POP1,92.18620816859978,-0.17103616857863602,0.055942389638943775,-3.0573625775108253,0.0022329400139197812,0.008881766138060722,Th2_vs_Th1,-3.0573625775108253
USP6NL,75.73115610528734,0.28170125260811574,0.092141550836015,3.057266239304584,0.0022336578514164165,0.008883169680657542,Th2_vs_Th1,3.0572662393045844
TMEM167B,620.8279290829018,0.10879543520912223,0.035593017583718946,3.0566510679579952,0.0022382466191264837,0.008899964787276506,Th2_vs_Th1,3.0566510679579957
OTUD4,658.0531827147973,-0.11490782996690768,0.037615906590780394,-3.0547669957015318,0.002252354334593655,0.008954598521671835,Th2_vs_Th1,-3.054766995701532
AL596325.1,0.9989611625813226,-1.4096908008889888,0.46159763094841333,-3.0539385524847535,0.002258583371607081,0.008977896567294585,Th2_vs_Th1,-3.0539385524847535
LINC00271,2.334563740859513,0.6572997296597285,0.215243637930073,3.0537475392107427,0.0022600218313364603,0.008982147510270756,Th2_vs_Th1,3.0537475392107427
NFKB2,553.4906319360591,-0.12628145594625678,0.041359357803246746,-3.053274099346474,0.002263590774307228,0.008994862996875692,Th2_vs_Th1,-3.053274099346474
PSMB9,1950.314177246493,-0.08486619738945407,0.027800320993772585,-3.0527056651059725,0.002267882636788097,0.009010056260606405,Th2_vs_Th1,-3.0527056651059725
UBE2D1,306.7633803084784,0.13962047137676337,0.04573716977854894,3.052669678792551,0.0022681545958640635,0.009010056260606405,Th2_vs_Th1,3.052669678792551
FO393401.1,24.55507060951699,-0.2118183528261522,0.06939519738487206,-3.052348877277319,0.002270580307249166,0.009018220316275694,Th2_vs_Th1,-3.0523488772773195
PATZ1,296.97486596427586,0.12683552197005638,0.04156295077867434,3.051648634031412,0.0022758833904308376,0.009037808099150947,Th2_vs_Th1,3.0516486340314124
NUP188,1274.2641316814022,-0.10069168599357395,0.03300077053628268,-3.0511919678623425,0.002279347925462301,0.009048783406384908,Th2_vs_Th1,-3.0511919678623425
IGLV3-13,0.5431926923175995,-3.3429067773200685,1.0956088604928527,-3.0511863292309296,0.002279390733577627,0.009048783406384908,Th2_vs_Th1,-3.051186329230929
AL390195.2,2.6317648631513157,0.792082013447531,0.2596098867988252,3.0510471816557776,0.002280447366102716,0.009051501703126876,Th2_vs_Th1,3.0510471816557776
TBC1D10C,3889.855789979256,0.09193010313731025,0.030149556225799897,3.0491361945368483,0.0022950041256814386,0.009107794784764476,Th2_vs_Th1,3.0491361945368483
SNIP1,158.11648115345935,-0.12798802031329715,0.041987616520807264,-3.048232572331696,0.0023019169760586187,0.009133739367507453,Th2_vs_Th1,-3.0482325723316963
E2F5,41.55904035377131,-0.2592765706979513,0.08506567389936982,-3.0479576404069615,0.002304024029093552,0.009140609754540823,Th2_vs_Th1,-3.0479576404069615
C17orf67,72.22211620194211,0.17062850563860688,0.055982301173826535,3.047900891190607,0.0023044591697688657,0.009140846110333185,Th2_vs_Th1,3.0479008911906074
MZF1-AS1,49.967153044170004,-0.18387892573987272,0.060342048665437895,-3.0472768128801206,0.002309249434773229,0.009158354569487635,Th2_vs_Th1,-3.0472768128801206
TTC32,259.73280066537825,0.1668958973978231,0.05477023881856305,3.0472004686833274,0.002309836058898063,0.009159188634330394,Th2_vs_Th1,3.0472004686833274
C3orf14,41.41920957208395,0.3126260891241226,0.10259862491129715,3.0470787439345037,0.0023107716667058304,0.00916140602638104,Th2_vs_Th1,3.0470787439345037
KIAA1551,8355.50561749086,-0.09813281945240329,0.03222056606282973,-3.0456578342244343,0.0023217188485131976,0.009202364036522593,Th2_vs_Th1,-3.0456578342244343
AL008729.1,6.951527198427601,-0.4800352595590617,0.15761393411395763,-3.0456397288579056,0.0023218586444917724,0.009202364036522593,Th2_vs_Th1,-3.045639728857905
AC004817.3,0.8412823053654555,-1.8866089777546164,0.6194960820867952,-3.0453929125742087,0.002323765142599281,0.009208420678235737,Th2_vs_Th1,-3.045392912574209
SNF8,395.49833155193727,-0.0828833323803994,0.02722640041659685,-3.0442266003652403,0.0023327935680302974,0.009242692927281361,Th2_vs_Th1,-3.0442266003652407
AC005674.2,127.1948674582835,0.2239225153967199,0.073570104437407,3.043661785028888,0.0023371773397300633,0.009258554568959963,Th2_vs_Th1,3.043661785028888
ADARB1,395.84495963994135,0.1316176990876646,0.04325290113141487,3.0429796763868353,0.0023424815304866203,0.009278056626609252,Th2_vs_Th1,3.0429796763868353
MANEAL,35.99679408264417,-0.26205538035238213,0.08612516869903598,-3.042727048444265,0.002344448803251645,0.00928433768668106,Th2_vs_Th1,-3.042727048444265
APIP,165.4791469961974,0.11442377378980466,0.03760991890330852,3.0423828906405563,0.002347131274831077,0.009292775565827844,Th2_vs_Th1,3.042382890640556
DPH1,474.52725159473994,-0.10150260495055595,0.03336316133667512,-3.042355726613269,0.0023473431192205753,0.009292775565827844,Th2_vs_Th1,-3.042355726613269
