variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
CCDC122,8.448727101513173,-0.8788268506413204,0.5890560701737819,-1.491923935835261,0.1357190869906152,0.6247452217434015,Th2_vs_Th1,-1.491923935835261
HSBP1L1,78.55745008916634,-0.3251490459270777,0.21796814884129384,-1.4917273356476686,0.1357706399154922,0.6247452217434015,Th2_vs_Th1,-1.4917273356476686
TMEM170A,640.6647977473742,-0.20163312962061633,0.1351788289951328,-1.4916028724281687,0.13580328474569808,0.6247452217434015,Th2_vs_Th1,-1.4916028724281687
C6orf47,168.90404030853884,-0.23402227772501571,0.156970350660289,-1.4908693058313949,0.1359958113839421,0.6251145033350868,Th2_vs_Th1,-1.490869305831395
RAB18,994.4956335775355,-0.15236773098449333,0.10220445147013543,-1.4908130594391558,0.13601058210379197,0.6251145033350868,Th2_vs_Th1,-1.4908130594391558
POPDC2,53.21037623262224,0.3871627957053086,0.2597221008194269,1.4906809797233445,0.1360452720863442,0.6251145033350868,Th2_vs_Th1,1.4906809797233445
AKAP1,456.92610113806074,0.21477320068755834,0.14409153502456237,1.4905330882271974,0.1360841230489633,0.6251145033350868,Th2_vs_Th1,1.4905330882271974
RIF1,909.4096762637803,-0.14729288456126474,0.09884057262715984,-1.4902067101216994,0.1361698925928128,0.6252781034823564,Th2_vs_Th1,-1.4902067101216991
TSPAN14,3078.3127547973054,0.1549741641524139,0.1040314065479485,1.4896863293008127,0.13630673079701985,0.6256759988388978,Th2_vs_Th1,1.4896863293008125
ADSL,630.2036302769895,0.14886812324251114,0.10001148972561383,1.4885102066866291,0.1366163924558876,0.6263880543695104,Th2_vs_Th1,1.4885102066866294
PDCL3,306.0435411308189,0.31480093819480426,0.21148955151520285,1.4884940458733487,0.13662065121885975,0.6263880543695104,Th2_vs_Th1,1.4884940458733484
MCF2L2,251.4027054694388,0.3084912056601456,0.2072784795003015,1.4882934610666945,0.13667351866686586,0.6263880543695104,Th2_vs_Th1,1.4882934610666945
SMARCC1,1452.9303462693213,0.11463513567713975,0.07703120541614178,1.488164894445727,0.13670741283019985,0.6263880543695104,Th2_vs_Th1,1.488164894445727
GLI4,243.03146166854523,-0.2671023610996382,0.17949954880424016,-1.4880391782540718,0.13674056180307703,0.6263880543695104,Th2_vs_Th1,-1.4880391782540718
PABPC4,3013.0269503911554,0.1905813254788679,0.1280926324486051,1.487839868974004,0.13679312858647036,0.6263880543695104,Th2_vs_Th1,1.4878398689740042
DNAAF2,176.15429447118893,-0.29739915592028776,0.19993622738416042,-1.487470078891009,0.1368907000915769,0.6263880543695104,Th2_vs_Th1,-1.4874700788910087
ADRM1,783.0365651562452,0.17166744446600996,0.11541656696595806,1.4873726448356672,0.13691641763256168,0.6263880543695104,Th2_vs_Th1,1.4873726448356674
GMPS,515.8422154457634,0.15180256803738898,0.10206502750086827,1.4873122729144181,0.13693235456115677,0.6263880543695104,Th2_vs_Th1,1.4873122729144181
LRRC1,25.575969194552677,0.503534934948587,0.33858868962167105,1.4871581667752163,0.1369730418581113,0.6263880543695104,Th2_vs_Th1,1.4871581667752163
PODXL2,53.46246870456106,-0.37423994345993916,0.251674298429426,-1.4870010398176703,0.13701453631712962,0.6263880543695104,Th2_vs_Th1,-1.4870010398176703
SIDT2,995.6961697683139,0.16955045019842424,0.11406336400702542,1.4864584406609402,0.13715790175040676,0.6266190675313873,Th2_vs_Th1,1.4864584406609405
FAM173B,20.254457487328104,-0.650949513181846,0.4379872183256674,-1.4862294741620279,0.1372184339331652,0.6266190675313873,Th2_vs_Th1,-1.486229474162028
IFITM3,50.9976466029566,-0.3947461622912618,0.26560801099211045,-1.4861982544004941,0.13722668913972144,0.6266190675313873,Th2_vs_Th1,-1.4861982544004941
MAGT1,513.5841124338833,0.14989599440891815,0.10086879876848731,1.4860491672252127,0.13726611642161055,0.6266190675313873,Th2_vs_Th1,1.486049167225213
LCN12,9.116140340021017,-1.108546479503128,0.7461313796253376,-1.4857255836897967,0.13735172070408574,0.6267803448088715,Th2_vs_Th1,-1.4857255836897967
ACKR4,9.377587638391763,-0.9398325602708574,0.6327317999799408,-1.4853569242144185,0.13744930002866093,0.6268307319529834,Th2_vs_Th1,-1.4853569242144182
NXF1,3897.920481307728,0.1438742892948419,0.09686823639491181,1.4852576515205262,0.13747558534122134,0.6268307319529834,Th2_vs_Th1,1.4852576515205262
GABARAP,927.0507486801587,0.1695097659231363,0.11413922018158194,1.4851141058565704,0.1375136000554592,0.6268307319529834,Th2_vs_Th1,1.4851141058565704
ITPR2,589.0695412434487,-0.2432898431058404,0.16386896509313986,-1.4846608872373073,0.1376336776111283,0.6271487787931054,Th2_vs_Th1,-1.4846608872373075
CBX7,1666.8134281508044,0.2984390793843945,0.20106715262829952,1.4842756535976838,0.1377358065006401,0.6273848372829668,Th2_vs_Th1,1.4842756535976838
RCC1,211.43404222354687,0.2022213230930835,0.13627742525642278,1.483894509399331,0.13783690872900317,0.6276160486210675,Th2_vs_Th1,1.4838945093993312
SLC35F3,11.052888790751808,-0.778275686948402,0.5245748497418857,-1.4836313394196243,0.1379067505215009,0.627704804217434,Th2_vs_Th1,-1.483631339419624
IFNGR1,1030.9565325852227,-0.17186451192983523,0.11593581642169443,-1.4824108479532403,0.13823100928102092,0.6289510922286451,Th2_vs_Th1,-1.4824108479532403
PPP1R8,452.2442391888516,-0.2255705492079921,0.15223033369110742,-1.4817713640810926,0.1384011410155071,0.629323033189036,Th2_vs_Th1,-1.4817713640810923
TCEAL3,62.373369908219416,-0.3960782507259609,0.26731181217711864,-1.4817087486710936,0.13841780822463903,0.629323033189036,Th2_vs_Th1,-1.4817087486710938
SPOPL,506.6508487769539,-0.25306574586220754,0.1708132625881569,-1.4815345250583223,0.13846419186953765,0.629323033189036,Th2_vs_Th1,-1.4815345250583223
OSBPL1A,46.38636208075643,0.528441968967505,0.3568615420694543,1.480803916003526,0.1386588327168925,0.6299780129305753,Th2_vs_Th1,1.480803916003526
ARMT1,90.27532344892795,-0.2900918281304389,0.19598678405963402,-1.4801601522384846,0.13883051180642672,0.6304272076748968,Th2_vs_Th1,-1.4801601522384846
AFTPH,849.1281407439653,-0.17746829278708492,0.11991494088314698,-1.4799514679327719,0.13888619891410017,0.6304272076748968,Th2_vs_Th1,-1.4799514679327717
TCEB2,502.39124948393805,0.18109985971112974,0.12237597183785413,1.4798645272544488,0.13890940398515614,0.6304272076748968,Th2_vs_Th1,1.4798645272544488
COPZ1,560.7071792116567,0.19330714311290662,0.1306821698727712,1.4792158968672273,0.13908262218870085,0.6309836429499758,Th2_vs_Th1,1.4792158968672273
SELP,58.7626143622126,1.0016629496318832,0.6774059518588035,1.4786745626951134,0.1392273139863812,0.6311240453143541,Th2_vs_Th1,1.4786745626951132
SLC25A45,842.5390019100327,0.2149717448568769,0.14540894223491,1.478394255214286,0.13930228216950175,0.6311240453143541,Th2_vs_Th1,1.478394255214286
FCHO1,684.2809965675893,0.14462119279712374,0.09782991465001123,1.4782921288903232,0.1393296035583126,0.6311240453143541,Th2_vs_Th1,1.4782921288903235
LGR4,25.60156947494175,-0.8442156951125303,0.5711082096152714,-1.4782061978783994,0.13935259548499707,0.6311240453143541,Th2_vs_Th1,-1.4782061978783994
ERI2,11.50011004188775,-0.8579431780959144,0.5805394192230496,-1.477837937765055,0.1394511612071628,0.6311240453143541,Th2_vs_Th1,-1.477837937765055
ZCCHC24,27.997675442257382,-0.5264247370702448,0.35625271149458865,-1.4776722256000039,0.13949553197834036,0.6311240453143541,Th2_vs_Th1,-1.4776722256000037
NEU4,27.975855161971555,0.7971409268700087,0.539466369495692,1.4776471193472134,0.13950225532821675,0.6311240453143541,Th2_vs_Th1,1.4776471193472132
SLAMF6,386.4651611846331,-0.3430258765371604,0.23215286275865316,-1.477586244085093,0.13951855850536293,0.6311240453143541,Th2_vs_Th1,-1.477586244085093
ECE2,6.7618613964155,1.1490427773496936,0.7780602283874836,1.4768044110557677,0.13972807382466004,0.6315691365779255,Th2_vs_Th1,1.4768044110557674
RPRD1A,190.09113353933054,-0.20335511928202454,0.1377041532714733,-1.4767537104064343,0.1397416689210512,0.6315691365779255,Th2_vs_Th1,-1.4767537104064343
DNAI2,26.198692268744402,0.47328248561227604,0.3205465109841914,1.4764861553449171,0.13981342917957754,0.6315691365779255,Th2_vs_Th1,1.4764861553449171
LYSMD4,189.73512013989796,-0.24538323618983962,0.16619664973074916,-1.476463193375911,0.13981958907155484,0.6315691365779255,Th2_vs_Th1,-1.476463193375911
TAF1,1040.003372785913,-0.14868277229238702,0.10072244050626235,-1.4761633211532714,0.13990005345898565,0.6317037183894149,Th2_vs_Th1,-1.4761633211532714
C3orf14,17.03913668247396,0.6940939038821627,0.47029721092193894,1.4758622585099068,0.1399808731094294,0.6317949304763514,Th2_vs_Th1,1.4758622585099066
FBXW4,638.7570710484729,-0.1219666935120057,0.08264946825561283,-1.4757105651883342,0.14002160847887696,0.6317949304763514,Th2_vs_Th1,-1.4757105651883344
CCAR1,1036.9587478821798,-0.13181840086076385,0.08935969378106078,-1.475143829204817,0.14017387912646567,0.6321931277568557,Th2_vs_Th1,-1.475143829204817
KIAA2026,740.8504710430735,-0.1507581287253558,0.10220857458168582,-1.4750047081898086,0.14021127763276697,0.6321931277568557,Th2_vs_Th1,-1.4750047081898088
HEXB,348.606648758027,-0.14952984267584446,0.10142347461398747,-1.474311970132628,0.14039761372787818,0.6325808689578583,Th2_vs_Th1,-1.4743119701326282
KNTC1,333.0978844787618,0.15608328840550162,0.10586886634499555,1.4743077336529893,0.14039875386270903,0.6325808689578583,Th2_vs_Th1,1.4743077336529893
DDX28,150.6556078363928,0.2718175173654095,0.18443379141912097,1.4737945539909836,0.14053691508422544,0.6329287328853288,Th2_vs_Th1,1.4737945539909836
DHCR24,52.54123927087341,0.4149244550437199,0.28157365156539116,1.4735911998050004,0.140591692200413,0.6329287328853288,Th2_vs_Th1,1.4735911998050004
ZNF562,209.38216270098803,0.19020774706723687,0.12910689363461378,1.473257869603346,0.14068151621102087,0.6329287328853288,Th2_vs_Th1,1.4732578696033458
PIAS1,765.1450050353386,-0.1451987187029462,0.0985643468355921,-1.4731363151540124,0.14071428302114522,0.6329287328853288,Th2_vs_Th1,-1.4731363151540124
DLEU1,60.12295684674822,0.37015967669088523,0.2512830197100097,1.4730787504784995,0.14072980248320618,0.6329287328853288,Th2_vs_Th1,1.4730787504784992
STIP1,574.4799430760642,0.2485453510581138,0.168812633184479,1.472314875786,0.14093586806672723,0.633626926501222,Th2_vs_Th1,1.472314875786
RGS3,91.82922197631483,-0.5600422475961437,0.3804573747261855,-1.4720236347086322,0.14101449535845736,0.633751879464271,Th2_vs_Th1,-1.4720236347086324
MTERF2,123.99453439935388,-0.3405316752877018,0.23145474871540642,-1.471266747291562,0.14121899238003524,0.634280723912393,Th2_vs_Th1,-1.4712667472915617
ADI1,618.9395375537995,-0.1491565767617903,0.10138350195946905,-1.4712115273096398,0.1412339207171575,0.634280723912393,Th2_vs_Th1,-1.4712115273096398
TAF5L,640.3973181837919,0.24746179705699414,0.16837844040939637,1.4696762629188986,0.14164945454421274,0.6358759215916333,Th2_vs_Th1,1.4696762629188989
RMDN3,395.0321827468581,0.15161256891966648,0.10317131661219026,1.469522478709481,0.14169112939613035,0.6358759215916333,Th2_vs_Th1,1.4695224787094812
IPO8,393.96619621456,-0.24150946239673718,0.1644251874565012,-1.4688106252615871,0.14188416131378767,0.6359149507104571,Th2_vs_Th1,-1.4688106252615871
PLAC9,6.121328472834951,-1.1282162316028927,0.7683157648700337,-1.4684278042814063,0.1419880536278152,0.6359149507104571,Th2_vs_Th1,-1.468427804281406
NT5C1B,13.308713608687741,0.7044949349038139,0.47986458103755525,1.4681119689654247,0.142073810939336,0.6359149507104571,Th2_vs_Th1,1.4681119689654247
RHOA,3599.644988281885,0.11970859426365368,0.08154072903996445,1.4680834433670875,0.14208155832212271,0.6359149507104571,Th2_vs_Th1,1.4680834433670875
IL34,8.61459035249585,1.0269438663415902,0.6995747353381832,1.4679544792954144,0.14211658824600043,0.6359149507104571,Th2_vs_Th1,1.4679544792954147
TNFRSF4,811.5223904372547,0.5426999768241683,0.3697289857139089,1.4678318384377413,0.14214990677648148,0.6359149507104571,Th2_vs_Th1,1.4678318384377413
NPAS2,23.65910598989672,0.8400298760016095,0.5723060139043351,1.4677984427785977,0.14215898060179458,0.6359149507104571,Th2_vs_Th1,1.4677984427785975
PBX2,1288.6088484403328,0.15327782695338743,0.10442847856193903,1.4677780339629738,0.14216452603330185,0.6359149507104571,Th2_vs_Th1,1.4677780339629738
BPHL,43.74190241852721,-0.3564020342861959,0.24284737230147607,-1.4675968321524622,0.14221376901400667,0.6359149507104571,Th2_vs_Th1,-1.4675968321524622
OCRL,52.23532241349651,-0.36046454425173363,0.24562507958036386,-1.4675396537990595,0.14222931038808978,0.6359149507104571,Th2_vs_Th1,-1.4675396537990595
CCNE2,63.13111886070032,0.34620742587163683,0.23592878899895706,1.4674234006820053,0.14226091261181237,0.6359149507104571,Th2_vs_Th1,1.4674234006820053
EIF3K,1688.585446316134,0.1265346692872179,0.08624896814541706,1.467086180948606,0.14235261286020381,0.6360967829850039,Th2_vs_Th1,1.4670861809486062
FAM109B,26.089345034292773,0.553287752265734,0.37721810265626193,1.4667582185733932,0.14244183927935228,0.6362674347171926,Th2_vs_Th1,1.466758218573393
KIF15,11.494675750424703,-1.3675098145528293,0.9325857331929026,-1.4663636445207808,0.14254924516772138,0.6365162679321938,Th2_vs_Th1,-1.4663636445207808
SASH3,1879.9265957581617,-0.24058582934634362,0.16409040616590773,-1.466178522972838,0.14259965800389968,0.6365162679321938,Th2_vs_Th1,-1.4661785229728377
FBXL5,919.6834013033782,-0.16968451675628315,0.1157837744512843,-1.4655293244709124,0.142776557779517,0.6368422578683824,Th2_vs_Th1,-1.4655293244709124
SMS,270.41890450563494,-0.20194459853366017,0.13779937141500967,-1.4654972403717623,0.14278530472551607,0.6368422578683824,Th2_vs_Th1,-1.4654972403717623
ANO8,492.2551358309742,0.18068170677651882,0.12330291478442508,1.4653482206192057,0.1428259367129219,0.6368422578683824,Th2_vs_Th1,1.4653482206192054
IGFLR1,401.3429585974939,0.2178116793271359,0.14869092788649232,1.464861928183063,0.14295859179377274,0.6369849523993378,Th2_vs_Th1,1.464861928183063
ZSCAN2,77.63473847315888,-0.32592490736772434,0.22249616321510296,-1.4648563042978382,0.14296012647897227,0.6369849523993378,Th2_vs_Th1,-1.4648563042978382
AES,11585.542073233195,0.12912422400979603,0.08819004128403474,1.464158788563485,0.1431505675037543,0.6374191470462302,Th2_vs_Th1,1.464158788563485
SERAC1,43.17851421929198,0.4807621740592081,0.32837874909561016,1.4640477661337041,0.14318089763641403,0.6374191470462302,Th2_vs_Th1,1.464047766133704
PPP2R2D,407.2206467572001,0.1878813682583839,0.12836557234038487,1.4636429755494096,0.14329152382835209,0.6374191470462302,Th2_vs_Th1,1.4636429755494096
PBX1,10.040997851473142,-0.9434813646920195,0.6447597265743017,-1.4633069123359603,0.14338341716080108,0.6374191470462302,Th2_vs_Th1,-1.4633069123359603
RRP1B,1148.771513815738,0.17434927460214197,0.11915894425456035,1.463165654016521,0.14342205641489145,0.6374191470462302,Th2_vs_Th1,1.4631656540165212
ZKSCAN3,27.08254154144793,-0.6016088213620947,0.41118469337443214,-1.463110935441021,0.1434370260684113,0.6374191470462302,Th2_vs_Th1,-1.4631109354410208
NUFIP1,123.00399409288387,-0.2809222493693835,0.19200888296477936,-1.4630690259310226,0.14344849228784123,0.6374191470462302,Th2_vs_Th1,-1.4630690259310228
HMCN1,24.001904340612256,2.956719155176503,2.020993449373752,1.4630028395652177,0.14346660195810715,0.6374191470462302,Th2_vs_Th1,1.4630028395652177
ARID1B,1514.6293944297297,-0.14896064155162755,0.10190248134036818,-1.4617960190201718,0.14379711535793982,0.6376500644630824,Th2_vs_Th1,-1.4617960190201718
CDKN3,18.230926988692588,-0.7046009416232876,0.482035696447707,-1.4617194262079412,0.14381811161244787,0.6376500644630824,Th2_vs_Th1,-1.4617194262079412
MRFAP1,2196.386477959263,0.1076908692745159,0.07367868038303546,1.4616286382256076,0.14384300220898943,0.6376500644630824,Th2_vs_Th1,1.4616286382256076
CEP120,1319.0924893145063,-0.13810014188419498,0.09449235667389812,-1.4614953711101881,0.14387954494415553,0.6376500644630824,Th2_vs_Th1,-1.461495371110188
PAFAH1B1,1440.1450379750172,0.16425345360779545,0.11239059082211408,1.4614519988400736,0.1438914394462079,0.6376500644630824,Th2_vs_Th1,1.4614519988400736
TRIM56,276.51423467481874,-0.2839702300560617,0.19440879986582124,-1.4606860916381086,0.14410160767799526,0.6376500644630824,Th2_vs_Th1,-1.4606860916381088
FYB,5005.113922120125,0.1348092577259624,0.09230226727426147,1.460519461839417,0.1441473627656172,0.6376500644630824,Th2_vs_Th1,1.460519461839417
ADAT2,365.5606478905603,-0.21651326163997825,0.14825316324601326,-1.4604292879787886,0.14417212836427898,0.6376500644630824,Th2_vs_Th1,-1.4604292879787886
TSPAN5,147.02887147807434,-0.31220762575563843,0.21378158187243004,-1.4604046944602656,0.14417888336235657,0.6376500644630824,Th2_vs_Th1,-1.4604046944602656
MARS2,152.0780810943906,0.2902087828489725,0.1987390588241888,1.4602503632952235,0.14422127839151755,0.6376500644630824,Th2_vs_Th1,1.4602503632952235
SP140,508.9898309602039,0.1519014377605058,0.10403042737264402,1.460163546347691,0.1442451313516197,0.6376500644630824,Th2_vs_Th1,1.460163546347691
TREML2,29.35615395874169,-0.6596364187286133,0.4517768773795562,-1.4600933597015988,0.1442644173462228,0.6376500644630824,Th2_vs_Th1,-1.4600933597015986
ZC3H13,707.3299383708824,-0.15187135850593414,0.10401976720967275,-1.4600240183176614,0.14428347301934025,0.6376500644630824,Th2_vs_Th1,-1.4600240183176616
KLF11,964.83144965235,0.28703186855631635,0.19660512386816034,1.45994093596866,0.14430630738126718,0.6376500644630824,Th2_vs_Th1,1.45994093596866
EDF1,1319.699414966196,0.11495251720426113,0.0787386963216236,1.4599240598893726,0.14431094594320304,0.6376500644630824,Th2_vs_Th1,1.4599240598893726
SPATA24,15.389120410177583,0.6143508303580617,0.4208452419691588,1.4598022481696105,0.14434443052224752,0.6376500644630824,Th2_vs_Th1,1.4598022481696105
BASP1,50.161686614129785,2.861588610224873,1.9604708913387685,1.459643508540312,0.1443880750765446,0.6376500644630824,Th2_vs_Th1,1.459643508540312
PRDX3,310.8805700583048,0.2105280546876391,0.14436368600394003,1.4583172577201533,0.1447531155228446,0.6390357971753907,Th2_vs_Th1,1.4583172577201533
LIME1,92.08520038054455,0.2813668512612307,0.193082750856347,1.4572345277521286,0.14505165265009562,0.6397048872713501,Th2_vs_Th1,1.4572345277521284
ABCB6,18.779223604681384,0.6562771114409192,0.45038923192389513,1.457133219276908,0.14507961017245113,0.6397048872713501,Th2_vs_Th1,1.4571332192769078
WIPI2,1505.129328571644,-0.11791856008309817,0.08092736261403533,-1.457091350492712,0.14509116566748181,0.6397048872713501,Th2_vs_Th1,-1.4570913504927123
THBS3,385.3116384755821,0.16141041422925165,0.11078106091385959,1.45702174088006,0.14511037899979834,0.6397048872713501,Th2_vs_Th1,1.4570217408800599
STRN3,226.7356839854616,0.20066092625192924,0.1377373408231118,1.4568375217118983,0.145161235749631,0.6397048872713501,Th2_vs_Th1,1.4568375217118983
UGCG,683.8036948002248,0.1899745640845267,0.13047359118954507,1.456038439292606,0.1453819937267265,0.6404513483360775,Th2_vs_Th1,1.4560384392926058
NRIP3,42.21654092330949,0.597436050495728,0.4104034393746393,1.4557286639850864,0.14546764271514742,0.6406022966194782,Th2_vs_Th1,1.4557286639850862
CYP2R1,235.28188950374633,0.1828806330629208,0.1256641735364917,1.4553124245058913,0.1455827885430588,0.6408829889711561,Th2_vs_Th1,1.4553124245058913
VWA8,415.32148089206834,-0.17491957286187856,0.12021578246839115,-1.4550466608481372,0.1456563441964782,0.6408886303987894,Th2_vs_Th1,-1.4550466608481372
IRAK4,803.248719871456,0.16239424460742305,0.1116299375879457,1.4547553113113905,0.14573701396707503,0.6408886303987894,Th2_vs_Th1,1.4547553113113905
TSHZ1,512.2967349602374,-0.16025830493501,0.11016935397387892,-1.4546541225339955,0.14576503943306615,0.6408886303987894,Th2_vs_Th1,-1.4546541225339957
TANGO2,357.3725418689524,0.20212007813263375,0.1389563696134957,1.4545578493078557,0.14579170730693983,0.6408886303987894,Th2_vs_Th1,1.4545578493078555
LRRC39,22.247932696754052,0.6092310268887953,0.4189798242108578,1.45408201465613,0.14592356929744354,0.6408886303987894,Th2_vs_Th1,1.45408201465613
THEM5,102.24577355309823,-0.4197817741476091,0.28873366250577664,-1.4538719541896523,0.14598180971297453,0.6408886303987894,Th2_vs_Th1,-1.4538719541896525
EXTL2,17.809336379746316,0.5569895638387612,0.38313623247293105,1.4537637441484033,0.14601181848210792,0.6408886303987894,Th2_vs_Th1,1.453763744148403
PYURF,450.65026993892565,-0.14436708934215398,0.09931441773489853,-1.4536367693109296,0.14604703711783576,0.6408886303987894,Th2_vs_Th1,-1.4536367693109293
MPHOSPH9,671.5972725788652,-0.2010890703970943,0.13833762085997237,-1.4536108771209821,0.14605421955608522,0.6408886303987894,Th2_vs_Th1,-1.4536108771209821
CCDC57,837.9854295474258,-0.1382321267157794,0.0951131919034317,-1.4533433685637034,0.14612844168455083,0.6408886303987894,Th2_vs_Th1,-1.4533433685637034
RNF187,599.520610187056,0.20281193985673523,0.13955583802565372,1.4532673281604567,0.14614954489642723,0.6408886303987894,Th2_vs_Th1,1.4532673281604567
ASF1A,312.9355360929383,0.22976370949149685,0.1582176614150609,1.4522001364231099,0.14644596478284416,0.6419626733290148,Th2_vs_Th1,1.4522001364231099
RPL10A,8787.975780924911,0.10871150702259277,0.07489084952787745,1.4515993303310828,0.14661304507469286,0.6424691855698403,Th2_vs_Th1,1.4515993303310826
ANXA5,806.4740024387459,0.22268874561685345,0.15348170224988006,1.4509139679354024,0.14680381793004255,0.6430425409887526,Th2_vs_Th1,1.4509139679354024
NXPE3,1105.4813314453895,0.10931710252390697,0.07535167466128899,1.450758765684969,0.14684704533528345,0.6430425409887526,Th2_vs_Th1,1.450758765684969
ACVR1B,248.04726584906552,0.24222860344831468,0.1669995641886458,1.4504744645602115,0.14692625500184547,0.6431634905575869,Th2_vs_Th1,1.4504744645602115
ABCA7,1925.9113370679863,-0.1742766417977346,0.12020441029598107,-1.4498356704933761,0.14710434979146172,0.6437170687434726,Th2_vs_Th1,-1.4498356704933761
EIF2AK4,358.4109040844363,-0.1585282175418316,0.10937185168354675,-1.449442567732257,0.1472140282436384,0.6437713456540931,Th2_vs_Th1,-1.4494425677322573
EXD2,58.62311753521015,-0.3943350713464956,0.2720812379215487,-1.4493284224919518,0.1472458872834566,0.6437713456540931,Th2_vs_Th1,-1.4493284224919518
HK1,1251.938204979957,0.21689042481327128,0.14968482026868885,1.4489807612017458,0.1473429553878375,0.6437713456540931,Th2_vs_Th1,1.4489807612017458
SKOR1,43.177338567517786,-0.34761216284721297,0.23991419184417492,-1.4489020435814328,0.1473649403806648,0.6437713456540931,Th2_vs_Th1,-1.4489020435814328
SCAMP2,1275.095655436084,0.13707324938357024,0.09460874299468419,1.448843363147442,0.14738133083219285,0.6437713456540931,Th2_vs_Th1,1.448843363147442
ZFP90,554.3913612941856,-0.1973574170948884,0.13625442458955012,-1.4484477673984064,0.14749186387671526,0.6437713456540931,Th2_vs_Th1,-1.4484477673984066
TNNC2,12.340510297735053,0.7300823426143659,0.5040624187850696,1.4483966973258333,0.1475061379356247,0.6437713456540931,Th2_vs_Th1,1.4483966973258333
FBRS,3824.916697752518,0.18696415768541125,0.12909109240189956,1.448311840938919,0.14752985758672849,0.6437713456540931,Th2_vs_Th1,1.448311840938919
CRMP1,6.649948355639345,1.105718215205375,0.7640284595966016,1.447221240671037,0.14783496938204124,0.6448495786839323,Th2_vs_Th1,1.447221240671037
ZDHHC17,608.3709793283205,-0.12459565857407419,0.08610469049914343,-1.4470252183917165,0.14788986064280174,0.6448495786839323,Th2_vs_Th1,-1.4470252183917165
PLLP,7.542477400276792,1.0046923917962047,0.6943881526670738,1.4468743280502183,0.1479321244113296,0.6448495786839323,Th2_vs_Th1,1.4468743280502183
TSNARE1,231.68453651932822,0.22730001377274783,0.15713800844488907,1.4464992653414321,0.14803721792343685,0.6450570132033419,Th2_vs_Th1,1.4464992653414324
RORC,270.667959835375,-0.8792225670660732,0.6079992733567208,-1.4460914767413253,0.14815154602607183,0.6450570132033419,Th2_vs_Th1,-1.4460914767413255
LY96,28.950986545696967,0.45328867338548495,0.31348926019441237,1.4459464196775835,0.14819223065921375,0.6450570132033419,Th2_vs_Th1,1.4459464196775835
BACE2,4.762501364627198,2.956751603767224,2.045157047968077,1.445733278383116,0.1482520265842239,0.6450570132033419,Th2_vs_Th1,1.445733278383116
STARD8,9.134478581854008,1.0484905152097097,0.7252801836340614,1.4456351336612876,0.14827956688400987,0.6450570132033419,Th2_vs_Th1,1.4456351336612878
AKR1B1,522.1949708260852,-0.17656536669796766,0.12214121671759741,-1.4455838204576288,0.1482939673903391,0.6450570132033419,Th2_vs_Th1,-1.4455838204576288
PITPNB,533.5386865411266,0.15659814383956272,0.10834881666675002,1.445314758916231,0.14836949414485864,0.6450570132033419,Th2_vs_Th1,1.4453147589162312
TES,998.5760437639783,-0.16594169294970265,0.11482526273238808,-1.4451671087088789,0.14841095268862203,0.6450570132033419,Th2_vs_Th1,-1.4451671087088789
CSNK2B,834.8835930490615,0.1408127321640366,0.09744525541847919,1.4450445181688483,0.14844538147753172,0.6450570132033419,Th2_vs_Th1,1.4450445181688483
FREM3,3.392707230799554,1.829337750049313,1.2677818235588907,1.4429436643239089,0.1490363415837943,0.6473993277091162,Th2_vs_Th1,1.4429436643239089
OST4,813.0246338897606,0.13601601413458392,0.0942803864237544,1.4426756114813084,0.14911187256807848,0.6475018165469294,Th2_vs_Th1,1.4426756114813084
MSL1,1602.4712474885446,0.1498187232835532,0.1038941304785372,1.4420326017792051,0.14929317667940753,0.6479988413331175,Th2_vs_Th1,1.4420326017792051
TIMP2,105.12817254850242,-0.30076251880335214,0.20858748636752097,-1.441901065308507,0.14933028564610945,0.6479988413331175,Th2_vs_Th1,-1.441901065308507
EEF1D,7372.602401282202,0.09211065847485822,0.06389575568356282,1.4415771046049883,0.1494217112053113,0.6481699629772498,Th2_vs_Th1,1.4415771046049886
CCDC84,757.4700141625924,-0.14330200091864226,0.09944882860335756,-1.440962180562116,0.14959536755172273,0.648697546875592,Th2_vs_Th1,-1.4409621805621162
PKD1L1,6.719755611203064,1.0472802036542683,0.7272489573008734,1.4400573464431843,0.14985117528682576,0.6492744499763539,Th2_vs_Th1,1.4400573464431843
RFXANK,286.41841508217317,0.1797094458439122,0.12481155791359064,1.4398461877090614,0.1499109204507281,0.6492744499763539,Th2_vs_Th1,1.4398461877090614
DAPK3,204.02309302256717,0.24287530123437265,0.1686951514705934,1.439728997052474,0.14994408616515695,0.6492744499763539,Th2_vs_Th1,1.439728997052474
KLHL2,411.6199182779375,-0.29227365945273526,0.20300980882124278,-1.439702156017951,0.14995168313932458,0.6492744499763539,Th2_vs_Th1,-1.4397021560179508
MRPS18B,243.80109508405906,0.2127987279199472,0.1478209307148687,1.4395710194141176,0.14998880371636314,0.6492744499763539,Th2_vs_Th1,1.4395710194141176
KHSRP,1562.3530604188622,0.12484566992787775,0.08674778593240456,1.4391799005125012,0.15009955858923246,0.6493236717396401,Th2_vs_Th1,1.4391799005125012
PLEKHD1,9.211843549617047,-0.7327249866563519,0.509132723980001,-1.439163016135521,0.1501043412171046,0.6493236717396401,Th2_vs_Th1,-1.439163016135521
