variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
ZNF318,789.5261487674555,0.10602516131318089,0.14241821376046004,0.7444634960210191,0.4565961174867117,0.8987341833127592,Th2_vs_Th1,0.7444634960210191
DPP3,300.1420251739981,-0.11345696474504641,0.1524774607368891,-0.7440900720456293,0.4568219851159887,0.8987341833127592,Th2_vs_Th1,-0.7440900720456293
RTEL1-TNFRSF6B,152.1077264842389,-0.12249205811052727,0.16462426572572958,-0.7440704902799918,0.4568338309911998,0.8987341833127592,Th2_vs_Th1,-0.7440704902799918
ZNF84,23.097717073602,-0.24239627019807214,0.32593266638282203,-0.7437004485870318,0.45705771800724615,0.8987341833127592,Th2_vs_Th1,-0.7437004485870319
CCNL2,3872.9692479433215,0.07504689354821702,0.10091333480029958,0.743676677584083,0.4570721023280784,0.8987341833127592,Th2_vs_Th1,0.743676677584083
ZNF789,157.7712113803535,0.1335867190211426,0.1796813256574113,0.7434646785489841,0.4572003985332126,0.8987341833127592,Th2_vs_Th1,0.743464678548984
HSPB1,284.5859282864171,0.1674128923205436,0.2251929945825794,0.7434196282653563,0.45722766437792517,0.8987341833127592,Th2_vs_Th1,0.7434196282653563
FBXO40,40.78302740395085,-0.25555917805887973,0.3438051086256586,-0.7433257146191429,0.4572845067983592,0.8987341833127592,Th2_vs_Th1,-0.7433257146191429
BLM,171.66156878257658,0.13446468471891518,0.1809139989869097,0.743251962102969,0.45732914922205614,0.8987341833127592,Th2_vs_Th1,0.743251962102969
HES4,66.12886499282595,0.27144237462011545,0.3654007119754244,0.7428621940900096,0.45756511657428367,0.8987341833127592,Th2_vs_Th1,0.7428621940900096
KCNH3,68.13937868824868,-0.19803820613601147,0.2666156308084906,-0.7427854306046364,0.45761159759698644,0.8987341833127592,Th2_vs_Th1,-0.7427854306046365
ALPK2,14.654641647331367,0.4153260965750785,0.5591601363156204,0.7427677146509705,0.4576223251523588,0.8987341833127592,Th2_vs_Th1,0.7427677146509705
SLC2A13,43.85230593936612,-0.2228318697983245,0.3000613218160139,-0.7426211030789115,0.457711108390907,0.8987341833127592,Th2_vs_Th1,-0.7426211030789115
NEURL4,375.23351935938047,0.08119445002748582,0.10934564383590914,0.7425485568435745,0.4577550436259973,0.8987341833127592,Th2_vs_Th1,0.7425485568435745
GPX3,15.676121101965467,-0.360755198752309,0.48592373302168523,-0.7424111526905183,0.45783826440672437,0.8987341833127592,Th2_vs_Th1,-0.7424111526905183
CFDP1,161.8738833678088,-0.1123713778770517,0.15136738716184045,-0.7423750913854739,0.45786010685579537,0.8987341833127592,Th2_vs_Th1,-0.7423750913854739
CASQ1,12.708567681939256,0.41058862744614594,0.5531346809253057,0.7422941312580453,0.45790914679682626,0.8987341833127592,Th2_vs_Th1,0.7422941312580454
PPM1G,1064.5589432101983,0.08490279819689792,0.11438227586737991,0.7422723280601459,0.45792235414167126,0.8987341833127592,Th2_vs_Th1,0.7422723280601458
RAB11FIP1,1964.897234507693,-0.09586370081933038,0.12917242107703453,-0.7421375245584362,0.4580040164657495,0.8987341833127592,Th2_vs_Th1,-0.7421375245584362
ZDHHC5,1275.6951497354498,0.07565334341927189,0.10194954943866524,0.7420664812725469,0.45804705691301184,0.8987341833127592,Th2_vs_Th1,0.742066481272547
HES1,72.34298155027906,0.3353005893995855,0.45185140273817287,0.7420594190207191,0.4580513355901964,0.8987341833127592,Th2_vs_Th1,0.742059419020719
AAGAB,417.37598749821024,-0.07415831155846325,0.09994563866339538,-0.7419864693467949,0.45809553358526056,0.8987341833127592,Th2_vs_Th1,-0.7419864693467948
TARDBP,1726.7836014413406,-0.11702577941471536,0.15772463737980286,-0.7419625833909248,0.4581100058814487,0.8987341833127592,Th2_vs_Th1,-0.7419625833909248
C1orf116,8.458328052601766,-0.4906093720579466,0.6612400992965775,-0.7419534486487637,0.45811554061132786,0.8987341833127592,Th2_vs_Th1,-0.7419534486487637
MTG1,127.2085075794185,-0.1425995819537844,0.1922033167503891,-0.7419205056641964,0.4581355010397584,0.8987341833127592,Th2_vs_Th1,-0.7419205056641964
KNDC1,9.96827309388357,0.550255330362668,0.7417195150945332,0.741864436845156,0.4581694747254773,0.8987341833127592,Th2_vs_Th1,0.741864436845156
CLNK,35.61542758796601,-0.8279147435924292,1.1161214066772391,-0.7417783931384145,0.4582216137931141,0.8987341833127592,Th2_vs_Th1,-0.7417783931384144
PLEKHH3,21.128928198249906,0.5785194968380393,0.7801149806188354,0.7415823451808627,0.4583404234953592,0.8987341833127592,Th2_vs_Th1,0.7415823451808627
ZFYVE1,351.27291772483557,0.10723533474829175,0.14463542619101125,0.7414181820619281,0.4584399235195745,0.8987341833127592,Th2_vs_Th1,0.7414181820619282
IFT27,138.38175220454175,-0.1517122314400618,0.20467551510504262,-0.7412329284340669,0.45855222114368155,0.8987341833127592,Th2_vs_Th1,-0.7412329284340667
MRPS18C,91.59036352859721,0.15484958209799046,0.20891269592734824,0.7412167145257709,0.4585620504753223,0.8987341833127592,Th2_vs_Th1,0.7412167145257709
MANEA,167.71842997755908,0.1289240344784359,0.17403908796354783,0.7407763163263575,0.45882907754613944,0.8987341833127592,Th2_vs_Th1,0.7407763163263577
RTN4RL1,4.870948799518449,0.6723622205934005,0.9079409823091373,0.740535159987385,0.458975335024315,0.8987341833127592,Th2_vs_Th1,0.740535159987385
SH2D3C,319.4824907793551,-0.14016181288145166,0.189290429794973,-0.7404590556071206,0.4590214965413537,0.8987341833127592,Th2_vs_Th1,-0.7404590556071206
MT-CO2,35042.773669248105,-0.07702633289711568,0.10402912018906861,-0.7404304944339,0.45903882114436656,0.8987341833127592,Th2_vs_Th1,-0.7404304944339
NEO1,163.5930637777005,-0.3336675387788847,0.45064552505826205,-0.7404212850793231,0.4590444074219978,0.8987341833127592,Th2_vs_Th1,-0.7404212850793231
DRAP1,529.6824324868369,-0.09606800657964416,0.1297743514172061,-0.7402695951128213,0.45913642611170025,0.8987341833127592,Th2_vs_Th1,-0.7402695951128213
DBF4,846.9464102087913,0.09462867070752128,0.12784593741257566,0.7401773777303701,0.45919237238835975,0.8987341833127592,Th2_vs_Th1,0.7401773777303702
TNIP1,3237.3237144929108,-0.08853491408734239,0.11961910545569651,-0.7401402455741752,0.4592149007369184,0.8987341833127592,Th2_vs_Th1,-0.7401402455741753
SMIM10L1,9.419062618981322,-0.36878095451007614,0.4985340705061221,-0.739730695107121,0.4594634190482886,0.8987341833127592,Th2_vs_Th1,-0.739730695107121
TRAPPC8,863.3699936227708,-0.06511663038604153,0.08803858045797064,-0.7396374413048155,0.45952001668442144,0.8987341833127592,Th2_vs_Th1,-0.7396374413048155
KLHL11,241.2684935580399,0.09361686847883385,0.1265924009573306,0.7395141238405651,0.4595948665652281,0.8987341833127592,Th2_vs_Th1,0.7395141238405651
SRR,44.6881391074105,-0.20020135062272498,0.27072236621134965,-0.739507981643564,0.45959859486701415,0.8987341833127592,Th2_vs_Th1,-0.739507981643564
ZFP41,94.15997805620763,-0.16513964903968184,0.22345128556407823,-0.7390409440823084,0.4598821353649709,0.8987341833127592,Th2_vs_Th1,-0.7390409440823082
ZSCAN20,7.612659786049233,-0.5354067227326458,0.7244904691119082,-0.7390114094792106,0.4599000692396509,0.8987341833127592,Th2_vs_Th1,-0.7390114094792106
MAPK12,30.031800502169734,0.22639756997729493,0.30635932520412446,0.7389935652405824,0.45991090473118523,0.8987341833127592,Th2_vs_Th1,0.7389935652405824
ZNF264,518.0624616337711,-0.08099364464909539,0.10960096258369928,-0.7389866178159042,0.45991512342902086,0.8987341833127592,Th2_vs_Th1,-0.7389866178159041
KCTD6,62.160326693346754,0.19283683593117912,0.2610069867934819,0.7388186741673646,0.46001711075846896,0.8987341833127592,Th2_vs_Th1,0.7388186741673646
KIAA0319L,1036.3989115116585,-0.060167719361617876,0.08144890809902393,-0.738717323115826,0.46007866444941214,0.8987341833127592,Th2_vs_Th1,-0.7387173231158259
AGAP9,50.15968755974479,-0.2165052809346098,0.2931022487821064,-0.7386680990481272,0.46010856144135337,0.8987341833127592,Th2_vs_Th1,-0.7386680990481272
SAMD9,604.016321904411,-0.12229894930181466,0.1655847251292397,-0.7385883523154672,0.46015699914882535,0.8987341833127592,Th2_vs_Th1,-0.738588352315467
LIN54,261.11375541405863,-0.13379469867049562,0.18116002166400122,-0.7385442850003937,0.46018376660684324,0.8987341833127592,Th2_vs_Th1,-0.7385442850003937
PKN3,34.72362433888235,-0.26941938897436035,0.3648221196234398,-0.7384952130985046,0.46021357498635007,0.8987341833127592,Th2_vs_Th1,-0.7384952130985047
NDUFAF5,334.75233007214996,-0.0855021814815515,0.1157871836202685,-0.7384425357642466,0.4602455746624573,0.8987341833127592,Th2_vs_Th1,-0.7384425357642466
NAAA,732.6767272303741,0.08429614478412893,0.11417224173186641,0.7383243379077945,0.46031738034141745,0.8987341833127592,Th2_vs_Th1,0.7383243379077945
LDB3,5.887377670533307,-0.4771985569599397,0.6463746724464722,-0.7382692690506953,0.4603508370362742,0.8987341833127592,Th2_vs_Th1,-0.7382692690506955
SF1,11576.107410894845,0.05177839644713317,0.07013637697364429,0.7382530818007659,0.46036067174422723,0.8987341833127592,Th2_vs_Th1,0.7382530818007659
CA6,11.086496323405097,0.6947842228107265,0.9417813896822514,0.7377340754685549,0.46067606095475,0.8990852951240154,Th2_vs_Th1,0.7377340754685547
TOX,493.2321638745443,-0.19081183271553953,0.2586820878888964,-0.7376306348566853,0.4607389340710325,0.8990852951240154,Th2_vs_Th1,-0.7376306348566853
TTC32,241.1682258492698,0.1082659254093805,0.14681478989212599,0.7374320086479725,0.46085967620310164,0.8990852951240154,Th2_vs_Th1,0.7374320086479724
PIGP,45.51783262184937,0.1830901806126979,0.24841565131812895,0.7370315825158167,0.46110314349156356,0.8990852951240154,Th2_vs_Th1,0.7370315825158167
SSR3,923.1961636811657,0.09318871898777896,0.12649341166933456,0.7367080843023103,0.46129988951211975,0.8990852951240154,Th2_vs_Th1,0.7367080843023103
ARMCX3,442.5194009650456,0.0912170244931925,0.12383396797172722,0.7366074590617854,0.4613610976061957,0.8990852951240154,Th2_vs_Th1,0.7366074590617854
MEX3B,43.01326417338624,0.2832900089486089,0.38459461646589815,0.7365937972606231,0.4613694081255697,0.8990852951240154,Th2_vs_Th1,0.7365937972606231
ACOX1,336.37483188631353,0.08932799907930712,0.1212768704214119,0.7365625347101299,0.46138842555432036,0.8990852951240154,Th2_vs_Th1,0.7365625347101299
KIAA1524,67.2838951197332,0.19068033171467433,0.2589646633302556,0.7363179565217407,0.4615372208601771,0.8990852951240154,Th2_vs_Th1,0.7363179565217406
ZW10,72.38685339599863,-0.20318851573339805,0.2759608958227778,-0.736294593940896,0.4615514354773722,0.8990852951240154,Th2_vs_Th1,-0.7362945939408959
FBXL18,136.92409129752016,0.14021335014827258,0.19043428394662773,0.7362820771682562,0.46155905122337815,0.8990852951240154,Th2_vs_Th1,0.7362820771682562
PSMB2,762.7932573700333,0.09463371551164293,0.128535393502261,0.7362463593343126,0.46158078388476687,0.8990852951240154,Th2_vs_Th1,0.7362463593343126
C6orf120,580.5249142842213,0.09308905016241112,0.12644011345687506,0.7362303593167924,0.46159051934587514,0.8990852951240154,Th2_vs_Th1,0.7362303593167924
ZNF492,19.047080411332427,0.2904639401255625,0.3945565740682729,0.7361781787858425,0.46162227020358415,0.8990852951240154,Th2_vs_Th1,0.7361781787858425
PANK2,345.36188210074727,-0.08311777782066881,0.11290443288375833,-0.7361781614566312,0.46162228074828127,0.8990852951240154,Th2_vs_Th1,-0.7361781614566312
PAXIP1,266.60718464664683,0.08970368434960961,0.12192585253237867,0.7357232488966019,0.4618991380308144,0.8991386350253665,Th2_vs_Th1,0.7357232488966019
WDR45,592.7120708750988,-0.09198191914637874,0.1250276667738738,-0.7356925192624612,0.4619178432591037,0.8991386350253665,Th2_vs_Th1,-0.7356925192624613
POU5F1B,21.50592893407774,-0.28281591390158245,0.38473451237623596,-0.7350936939730891,0.46228243456447937,0.8991386350253665,Th2_vs_Th1,-0.7350936939730891
ZNF182,142.28806465425845,0.11564187726577077,0.1573225842108639,0.7350621517300574,0.46230164332720847,0.8991386350253665,Th2_vs_Th1,0.7350621517300574
FCN1,4.49061200997101,-0.7623667590751015,1.0372152903464238,-0.7350130355487485,0.4623315552469349,0.8991386350253665,Th2_vs_Th1,-0.7350130355487485
MIER3,781.0896804064641,-0.12256921915913456,0.1667729086043242,-0.7349468219081987,0.46237188128603324,0.8991386350253665,Th2_vs_Th1,-0.7349468219081987
PRKAB1,386.7523731441622,-0.10405184026990467,0.1415908087278582,-0.7348770813923059,0.46241435741715586,0.8991386350253665,Th2_vs_Th1,-0.7348770813923059
APBA2,533.9012420476198,-0.25102683870811726,0.34160489593917287,-0.7348455531293551,0.4624335607231156,0.8991386350253665,Th2_vs_Th1,-0.7348455531293551
HCLS1,3490.32354296123,0.08730849377762115,0.11881329743026302,0.7348377300012781,0.4624383257206168,0.8991386350253665,Th2_vs_Th1,0.734837730001278
PSKH1,266.0244453679045,0.09085488748716326,0.12364393357737404,0.7348107170199983,0.4624547792970547,0.8991386350253665,Th2_vs_Th1,0.7348107170199983
LRFN3,53.56062703771865,-0.21301385731555858,0.2898953619779436,-0.7347956720044577,0.4624639433406611,0.8991386350253665,Th2_vs_Th1,-0.7347956720044577
MTMR9,477.3860507765614,-0.08101181070104324,0.11027952413570996,-0.7346042824899219,0.46258052912087344,0.8991386350253665,Th2_vs_Th1,-0.7346042824899219
TRIB1,572.1456450040483,-0.34957427957044707,0.47587461079117016,-0.7345932555411158,0.46258724673559803,0.8991386350253665,Th2_vs_Th1,-0.7345932555411158
INTS6,503.5701600341158,-0.13466245154072193,0.1833637738453171,-0.7344005237060682,0.46270466771283913,0.8992266706743516,Th2_vs_Th1,-0.7344005237060682
NBAS,493.10115074516233,-0.07514580568123606,0.1023460338070447,-0.7342327092314115,0.46280692144063085,0.8992852072319739,Th2_vs_Th1,-0.7342327092314115
NMT1,957.4965456287463,0.05765763695217109,0.07855443327370717,0.7339832336549946,0.4629589566918052,0.8994404414955175,Th2_vs_Th1,0.7339832336549945
AMPD3,230.07986848946038,-0.13652229848289615,0.18607883159503402,-0.7336798996030433,0.46314385184804563,0.8996594579291968,Th2_vs_Th1,-0.7336798996030433
HNF1A,9.057349219551906,0.3678936639815606,0.5017750295378641,0.7331844797466136,0.46344592005782426,0.9000778547577263,Th2_vs_Th1,0.7331844797466136
MUL1,476.76262564271565,0.08184601897365947,0.11164527782289661,0.7330898410543808,0.46350363580208576,0.9000778547577263,Th2_vs_Th1,0.7330898410543808
ZNF14,565.4857331572051,-0.07995095305981674,0.10915578033765298,-0.7324481838021168,0.4638950583700038,0.900350003292648,Th2_vs_Th1,-0.7324481838021168
AP2M1,1325.1345865598255,0.09587583357133873,0.13090002530115846,0.7324355618019138,0.4639027598647899,0.900350003292648,Th2_vs_Th1,0.7324355618019138
NUDCD1,54.51544120362948,0.21928641689077322,0.29944647695354615,0.7323058835812973,0.46398188901776105,0.900350003292648,Th2_vs_Th1,0.7323058835812973
TM2D1,108.72208935634467,0.14713256136597044,0.20091779039805505,0.7323023067020288,0.46398407172227585,0.900350003292648,Th2_vs_Th1,0.7323023067020288
C6orf48,1455.7830486485523,0.061057424833420096,0.08338123031141123,0.7322682167843236,0.4640048745612628,0.900350003292648,Th2_vs_Th1,0.7322682167843236
ATG16L2,780.0469162164668,-0.10756579740107816,0.14694471584431051,-0.7320154167030087,0.46415915805987884,0.9003808402589412,Th2_vs_Th1,-0.7320154167030086
ZNF821,213.8001734115319,0.17024256013053837,0.2325700550616217,0.7320055029674003,0.4641652089792424,0.9003808402589412,Th2_vs_Th1,0.7320055029674003
SPIN2B,38.83139230603079,-0.21153669192982671,0.2891599890157136,-0.7315558858951655,0.4644396821234854,0.9007542792617161,Th2_vs_Th1,-0.7315558858951656
TRIM62,729.1106185030354,0.07210339106873652,0.09857550185005504,0.7314534515727273,0.46450222678860775,0.9007542792617161,Th2_vs_Th1,0.7314534515727272
PRKDC,1398.8631170421531,-0.13540869053613072,0.18515820109170086,-0.7313134915858718,0.464587691565878,0.9007798990282738,Th2_vs_Th1,-0.7313134915858717
MME,3.749711278816503,0.8055635016975736,1.1018736506883804,0.7310851849432182,0.4647271228732176,0.9008924435899135,Th2_vs_Th1,0.7310851849432183
ZNF614,203.07838918738116,-0.13524745328449855,0.18502163934080562,-0.7309818125401853,0.4647902620654788,0.9008924435899135,Th2_vs_Th1,-0.7309818125401853
NVL,172.74344422908976,-0.09113632275794142,0.12473620109238331,-0.7306325025117862,0.4650036536612614,0.9011659490432063,Th2_vs_Th1,-0.7306325025117862
GATA2,5.319667786246373,0.4775844697940873,0.6540418950934795,0.7302047061156963,0.4652650663515383,0.9015324187448909,Th2_vs_Th1,0.7302047061156963
ZNF574,416.265970708374,0.11090301870581752,0.15200324117728947,0.7296095652096354,0.46562887375692574,0.9019403143339059,Th2_vs_Th1,0.7296095652096354
AMDHD2,416.55549383929093,0.12392147834272982,0.16986629834282288,0.729523628593074,0.4656814195451082,0.9019403143339059,Th2_vs_Th1,0.729523628593074
CENPH,67.64901954216528,0.16646069862918794,0.22825867419480247,0.7292634079138022,0.46584055109711464,0.9019403143339059,Th2_vs_Th1,0.7292634079138023
PLEKHM1,1188.6804282779924,-0.09361671953255389,0.12838518313397426,-0.7291863223411201,0.4658876966805222,0.9019403143339059,Th2_vs_Th1,-0.7291863223411201
MRPS22,361.89013472652294,0.08403527568744823,0.11524994247918498,0.7291567690163979,0.4659057722147739,0.9019403143339059,Th2_vs_Th1,0.7291567690163979
NLGN2,135.53664659496607,0.12727840777277152,0.1745699285913744,0.7290969802175906,0.4659423416935812,0.9019403143339059,Th2_vs_Th1,0.7290969802175907
RAE1,584.35054274625,0.078789159893997,0.10808840072932421,0.7289326085164439,0.46604288692551943,0.9019403143339059,Th2_vs_Th1,0.7289326085164439
NAALADL1,116.426994505054,0.1325501003612578,0.18187676544312795,0.7287907283720946,0.4661296838881577,0.9019403143339059,Th2_vs_Th1,0.7287907283720945
SQSTM1,3675.032562742765,-0.1445959189278843,0.19844324344487044,-0.7286512577489418,0.4662150155439111,0.9019403143339059,Th2_vs_Th1,-0.7286512577489418
MAPK13,581.2570265417804,0.1546024546311892,0.21220526412581953,0.7285514582688354,0.4662760807137356,0.9019403143339059,Th2_vs_Th1,0.7285514582688355
GOLGA5,248.64687649305927,0.09537382928354524,0.13092514740924488,0.7284607363123786,0.4663315953934939,0.9019403143339059,Th2_vs_Th1,0.7284607363123786
CDPF1,35.16698368376966,0.2520202525544656,0.3459925399231172,0.7283979377430129,0.46637002531223737,0.9019403143339059,Th2_vs_Th1,0.7283979377430129
C19orf71,120.39217437704055,-0.15353243830978666,0.21080276654707125,-0.7283226915122274,0.4664160749587464,0.9019403143339059,Th2_vs_Th1,-0.7283226915122274
CCDC58,72.79557264561203,-0.14736902071326705,0.20255861903258965,-0.7275376452362011,0.46689666285420095,0.9024104786283756,Th2_vs_Th1,-0.7275376452362012
SPEF2,42.830771576869196,-0.22379960038696525,0.3076239866277333,-0.727510240148448,0.4669134446008092,0.9024104786283756,Th2_vs_Th1,-0.7275102401484481
PNPLA4,34.732093458275095,0.2108363893829232,0.28984505691565754,0.7274106780585008,0.46697441513835836,0.9024104786283756,Th2_vs_Th1,0.7274106780585008
CCDC126,40.05352385517255,0.26812571208859487,0.36867568976534326,0.7272671335049322,0.46706232774106016,0.9024104786283756,Th2_vs_Th1,0.7272671335049322
DNAJC9,188.60759263965406,0.08902844459725778,0.12242195068842708,0.727226155902725,0.4670874257981411,0.9024104786283756,Th2_vs_Th1,0.727226155902725
ZNRF2,687.3470658529956,-0.08354872357420687,0.11489307401655816,-0.7271867716078864,0.4671115486874967,0.9024104786283756,Th2_vs_Th1,-0.7271867716078865
FAIM,25.83776237386516,-0.21616770010879977,0.2973019960623418,-0.7270980449908286,0.46716589629161276,0.9024104786283756,Th2_vs_Th1,-0.7270980449908286
AKAP8,1914.7175972497375,0.05148267976839968,0.07082783813580226,0.7268706927026206,0.46730517210763767,0.9024384932089777,Th2_vs_Th1,0.7268706927026206
CNNM2,143.51944159117588,-0.11849159543583244,0.16302337993795307,-0.7268380491247973,0.4673251714251352,0.9024384932089777,Th2_vs_Th1,-0.7268380491247974
TRIM68,131.56079551081666,-0.1379397927005662,0.18983126589236554,-0.7266442229741973,0.46744393015247165,0.9025280280642503,Th2_vs_Th1,-0.7266442229741973
GNAI2,3731.782071358,0.09414094810261642,0.1296418886549667,0.7261614982574522,0.46773977188719973,0.9029593893028366,Th2_vs_Th1,0.7261614982574522
NRD1,1092.9087516584555,0.07215276178690214,0.09938277005199905,0.7260087613693035,0.46783339952305425,0.9029832561859192,Th2_vs_Th1,0.7260087613693035
ATP8B1,12.271220500018842,-0.390917272843464,0.5385239922162995,-0.7259050265052093,0.46789699486332226,0.9029832561859192,Th2_vs_Th1,-0.7259050265052093
SMARCAD1,392.63438648389945,-0.07733597643024882,0.10658760813656731,-0.7255625469253489,0.46810698822423813,0.9032486955876144,Th2_vs_Th1,-0.7255625469253489
BOD1,155.18829903204588,0.10291619630001521,0.14187901352072946,0.725379982184458,0.4682189501901527,0.9032607608125165,Th2_vs_Th1,0.725379982184458
SPDL1,72.99302771657833,-0.173545196521787,0.23928397257848294,-0.7252687869216388,0.46828715047190184,0.9032607608125165,Th2_vs_Th1,-0.7252687869216388
EDN3,8.914059211856777,0.496216921167481,0.6842503042419376,0.7251979547414691,0.468330597408527,0.9032607608125165,Th2_vs_Th1,0.725197954741469
ALDH3A2,262.6951377478407,-0.10175405431883609,0.1403648540291281,-0.7249254453520138,0.46849776961902434,0.9034434174540412,Th2_vs_Th1,-0.7249254453520138
C9orf40,57.36727858663882,0.17461409878867684,0.2409692610122962,0.7246322541519792,0.46867766606967054,0.9034798594274633,Th2_vs_Th1,0.7246322541519792
RBMS1,966.1244580061853,0.09379831041025287,0.12944612377442602,0.7246127398430767,0.4686896410290612,0.9034798594274633,Th2_vs_Th1,0.7246127398430767
C10orf35,71.95843390008146,-0.1535388360408122,0.21193737401893759,-0.7244538003339269,0.46878718059511393,0.9034798594274633,Th2_vs_Th1,-0.7244538003339269
C4orf3,704.663842384352,0.10998247075642541,0.15183748143576564,0.7243433552535126,0.4688549662359164,0.9034798594274633,Th2_vs_Th1,0.7243433552535126
GPATCH1,128.81657818569403,0.1521557866799666,0.21013772310112316,0.7240764981865997,0.4690187720756037,0.9034798594274633,Th2_vs_Th1,0.7240764981865997
MSANTD1,14.72068106629437,-0.3073721079830983,0.4245454845789529,-0.7240027727251358,0.46906403282349196,0.9034798594274633,Th2_vs_Th1,-0.7240027727251358
GANC,177.2319238024231,-0.09580494646207525,0.13233348234514428,-0.7239660346291086,0.4690865875849435,0.9034798594274633,Th2_vs_Th1,-0.7239660346291086
NPIPB3,54.709769605124116,-0.20491168245529423,0.2833355322405533,-0.7232120900435571,0.4695495921630001,0.9034798594274633,Th2_vs_Th1,-0.7232120900435571
IFT22,22.434293481301626,0.2423852399456974,0.33518817677858614,0.723131830827699,0.4695988949888963,0.9034798594274633,Th2_vs_Th1,0.7231318308276989
PLA2G16,50.87819804962011,-0.28592473328114565,0.3954018407719593,-0.7231244364541224,0.46960343745873767,0.9034798594274633,Th2_vs_Th1,-0.7231244364541223
NSUN4,365.36963842631195,0.07485389429880555,0.10353083808010807,0.7230106090794568,0.46967336631382306,0.9034798594274633,Th2_vs_Th1,0.7230106090794568
KLHL22,393.10024916505887,0.0792101529160769,0.10956406404027817,0.7229574186565176,0.4697060453594293,0.9034798594274633,Th2_vs_Th1,0.7229574186565176
PIK3R2,172.8748268316186,-0.11410248988267856,0.15785860125138465,-0.7228145250126351,0.4697938423467678,0.9034798594274633,Th2_vs_Th1,-0.7228145250126351
BMPR1B,3.1132689383970447,0.8768723008432233,1.2131434359535616,0.7228100774035673,0.4697965752008094,0.9034798594274633,Th2_vs_Th1,0.7228100774035672
FBXO48,49.98123011141101,0.2622252517750189,0.36279261902459775,0.7227965455307119,0.46980488997694103,0.9034798594274633,Th2_vs_Th1,0.7227965455307118
CYB5B,313.8662757963871,0.1309153598752412,0.18113038841282597,0.7227686144903722,0.4698220527030522,0.9034798594274633,Th2_vs_Th1,0.7227686144903722
C19orf45,150.7326955500188,-0.1663228888481284,0.23012346433059905,-0.7227550190587531,0.4698304067839639,0.9034798594274633,Th2_vs_Th1,-0.7227550190587531
SLC9A3R1,1629.8833779792606,-0.10741930841793226,0.14866583820402027,-0.7225554284402332,0.4699530600895512,0.9034798594274633,Th2_vs_Th1,-0.7225554284402332
NRAS,1117.828411724239,0.08206708299339897,0.11357943509842086,0.7225523081910449,0.4699549776992612,0.9034798594274633,Th2_vs_Th1,0.7225523081910449
CARD8,1080.8714752254502,-0.08153843359746706,0.1128506101509757,-0.7225342733050529,0.46996606147325737,0.9034798594274633,Th2_vs_Th1,-0.7225342733050529
RABEPK,127.84896119261471,-0.15638855417553918,0.21653386131864022,-0.7222360199147131,0.4701493812283928,0.9036929287348708,Th2_vs_Th1,-0.7222360199147132
ZNF217,1737.0186804172029,-0.0822663963423034,0.11393815931752611,-0.7220267277887215,0.4702780450275229,0.9037604620032266,Th2_vs_Th1,-0.7220267277887215
STAT3,4207.364426191335,0.10242673576973457,0.1419117474513528,0.7217636144241432,0.47043982339722223,0.9037604620032266,Th2_vs_Th1,0.7217636144241432
EAPP,706.3070359707276,-0.0774221799334461,0.10728121078651394,-0.7216751131520476,0.470494246358822,0.9037604620032266,Th2_vs_Th1,-0.7216751131520475
SLC38A2,3783.8376456709475,-0.11841971282979248,0.1640963574853622,-0.7216474188974964,0.47051127737445286,0.9037604620032266,Th2_vs_Th1,-0.7216474188974964
DDIT3,600.5547814608344,0.14363982645637,0.1990893729957316,0.7214841470189851,0.47061169089197585,0.9037604620032266,Th2_vs_Th1,0.7214841470189852
GPRIN3,2707.4806046194744,-0.13722995366699245,0.1902084192164947,-0.7214715007478071,0.47061946894400797,0.9037604620032266,Th2_vs_Th1,-0.7214715007478071
TRIM13,627.161902492671,0.05972757894544526,0.0828178102630618,0.7211924434578393,0.4707911203721479,0.9039217593825846,Th2_vs_Th1,0.7211924434578393
CCDC73,6.366854709447988,-0.5005533309379833,0.694192581538051,-0.7210583118433199,0.4708736386037189,0.9039217593825846,Th2_vs_Th1,-0.7210583118433199
NPLOC4,1336.7810018166324,0.07446097098467358,0.1032914755779243,0.7208820531225673,0.4709820857111099,0.9039217593825846,Th2_vs_Th1,0.7208820531225673
GCA,60.39439571369915,-0.21750739567263638,0.3017341511876105,-0.7208577312728379,0.4709970513533832,0.9039217593825846,Th2_vs_Th1,-0.7208577312728379
CEP97,214.0172781430044,-0.14479871974459868,0.20095595400733815,-0.7205495376330634,0.4711867107979898,0.9039217593825846,Th2_vs_Th1,-0.7205495376330635
CRLF3,986.5159828717528,0.08753503490239094,0.12149420055693562,0.7204873524919368,0.4712249840516739,0.9039217593825846,Th2_vs_Th1,0.7204873524919368
IDNK,107.92975461957133,0.1227010020139142,0.170315523980195,0.7204334587150282,0.471258155584539,0.9039217593825846,Th2_vs_Th1,0.7204334587150282
FUT11,186.67441315942733,0.1358599862071451,0.18859167487064876,0.7203922776566289,0.47128350332772917,0.9039217593825846,Th2_vs_Th1,0.7203922776566289
SNX18,254.18723935988794,-0.2984727514506955,0.4147347387796371,-0.7196714515136973,0.47172730761414206,0.9046338015729133,Th2_vs_Th1,-0.7196714515136973
C5AR2,5.571064208696803,-0.7650140386699046,1.0634399397444834,-0.719376816761008,0.47190877711832524,0.9046462538718847,Th2_vs_Th1,-0.719376816761008
