,coef_mean,coef_sem,r2,state
GALK2,-0.0031058727080105876,0.0001718110380388559,0.013585522874820496,Th1
MTMR9,-0.002528921965275566,0.00017745368961116166,0.013515512257075118,Th1
SCFD2,0.00281892208912083,0.00015576928283143562,0.013492675049692591,Th1
SFXN1,-0.005874674809720287,0.00032539391628762915,0.01346325460707449,Th1
TP53INP2,0.004769544424802566,0.0003566599362478628,0.013423241714451684,Th1
FBXW9,0.0012382371222270185,0.0001663678887907822,0.013383461303334444,Th1
SELPLG,-0.0029655631451332666,0.00014680012606400764,0.013361862464849817,Th1
HS1BP3,-0.0064798591417442,0.00027032947706618526,0.013234162276385806,Th1
ATP23,-0.004661515075999857,0.0003477410477215162,0.0131530608066963,Th1
DDIAS,-0.004736824769314406,0.00012182139720796426,0.013085992626228464,Th1
COL4A3BP,-0.004879162181099117,0.00021271851597407,0.013018855102796866,Th1
MREG,0.004112298225440894,0.00033442471246857225,0.013000339617989607,Th1
VEGFB,-0.005039966804535075,0.0005379839347406906,0.012982276741246428,Th1
NUP188,-0.004685282349318707,0.00012475484590461692,0.012938647027810354,Th1
GEN1,-0.00731074754619798,0.0002004199995958928,0.012873690275611638,Th1
APOL2,0.003617560011056376,0.00012742060599313157,0.012851941567278627,Th1
SLAMF7,0.00268384724827912,0.0001688963751692618,0.012794732604358533,Th1
VEZF1,-0.003485232995698697,0.0001791903225347996,0.012789122540723317,Th1
ARL8A,-0.0024969201609673143,0.00012050500025391459,0.012557956452749972,Th1
PPP4C,0.005285976896689847,0.00015970344154785852,0.012546656455957926,Th1
ERO1A,-0.001349236355012145,0.00029939822023677644,0.012528377271338285,Th1
NSG1,0.0065643159548014075,0.0002002107428484879,0.012426857780403616,Th1
RAB11FIP1,0.0033624656223960976,0.00019189354274115112,0.012335243152919307,Th1
BRI3BP,0.00017113503267787283,0.00018853296005777115,0.012321911795256815,Th1
PPM1D,0.0038679452113582076,0.00016154153418586765,0.012312647442718668,Th1
MLKL,-0.00029058698872555175,0.00036494583577461687,0.012177922048899607,Th1
YIF1A,-0.005171124993173151,0.00018152518278997376,0.012137488604099895,Th1
ERMARD,-0.0030172182962064425,0.0003412131451094995,0.011974365634212359,Th1
NAA16,-0.002923212433952477,0.00012755526819032223,0.011970451836075093,Th1
ZBTB39,0.0024149375518926933,0.0002553044909555645,0.011859921535717502,Th1
DDX31,0.002199067623116326,0.00018709550894566943,0.011835368304050957,Th1
PRRC2C,0.00552614491426196,0.0001801342797641878,0.01182812502034545,Th1
ZNF281,-0.004748650761001434,0.00016204480750252478,0.011820022309749864,Th1
ETFB,0.003944646567644017,0.00031925706940308054,0.01181133926700534,Th1
KPNA1,0.0014629031060907952,0.0002242429835781337,0.011759826110046338,Th1
PFDN5,0.003546833058424908,0.0001584977323194566,0.011731008203523059,Th1
NUDT14,0.0024896754432742777,0.000177619163982967,0.011728949914785989,Th1
RAB9B,0.0035894022148425042,0.00032522178469835203,0.011709238745269157,Th1
CPSF6,0.0015028579841089677,0.00038594509277725024,0.011654297525878914,Th1
UBXN11,-0.004584039191392486,0.0002490986549261299,0.011601463133419188,Th1
EPHA4,0.0026256208004248405,0.00016748378421635048,0.01157891551821253,Th1
JUNB,-0.003039720297179854,9.376731208433115e-05,0.011577512234896338,Th1
ANKRD26,-0.005684274904038953,0.00012292627573450647,0.011531798286322852,Th1
TNFRSF9,0.0012505242372533774,0.0002855543394081738,0.011410481458727494,Th1
ENSA,-0.005090894621734665,8.899777620546294e-05,0.011374656488332607,Th1
MAMLD1,0.004983086348029278,0.0002296684462245958,0.011336692951482697,Th1
RAB19,0.004624883773365933,0.00020216026178051364,0.011328262873196356,Th1
CALM1,0.0038499279232773846,0.000306041504061877,0.01128998559397495,Th1
ZSWIM9,0.004671752805384942,0.00023046442975117843,0.011266810815734645,Th1
MORF4L2,-0.006956187688255286,0.000234517395576616,0.011188812954422046,Th1
PLAA,-0.004707823737856819,0.00012902217602412584,0.011146292110241525,Th1
GMFB,-0.0024438071275101414,0.00023357289049506143,0.01110881231163799,Th1
PDE12,-0.004506949156255964,0.00013841892289179135,0.01107296092713329,Th1
ASCC2,-0.0032725512280220464,0.00015346262474085637,0.011031070693138056,Th1
THAP8,-0.0022843476769605874,0.00012632490551822708,0.010968634036045982,Th1
FAM122B,0.0033439299209201976,0.00016990208259714612,0.0109586982350706,Th1
PDE1B,-0.004527392725672193,0.0002572978166846237,0.010929947911013732,Th1
ZNF316,0.004027899332905295,0.00010789199896726733,0.010929131152728531,Th1
PCSK5,0.0035838069193614465,0.00036101902217217536,0.010855717757457514,Th1
SLC35A1,-0.003256951844625542,0.0002725806107428884,0.010710101818549018,Th1
TET2,-0.004393293719934158,0.0001660749540653235,0.010633337101985522,Th1
CCDC69,-0.005535778387694505,0.00013417950136788713,0.010625577236465565,Th1
STYXL1,0.0016605153011592252,0.0002033386279798466,0.010611870037481635,Th1
GRK2,-0.0018206599179630216,0.00012002154255332451,0.010580310563810456,Th1
ITGB7,0.003527924792665836,0.00016967101038383107,0.010573673060670963,Th1
SESN1,-0.0007776726583708705,0.00010469509905545645,0.010541688908989991,Th1
PDLIM2,0.004124028859274324,0.00020445271309002015,0.010529989781070052,Th1
PIK3R4,0.0001402031022498782,0.0002254136539627548,0.010479138148484947,Th1
PLA2G4A,0.004943362349138,0.00027955475236800487,0.010463034010966304,Th1
ZBED1,0.003798400801817519,0.00019282403226982808,0.010438671455848293,Th1
SPG11,-0.003539696219280658,7.049323352907781e-05,0.010397135769081705,Th1
NAPEPLD,-0.002259924742485006,0.00020700531289835278,0.010394147096901453,Th1
GPR171,-0.005110236209499348,0.0001650708566850369,0.010371107701159885,Th1
EPHB6,-0.0002748701935802253,0.00025450069614844673,0.010258465304555335,Th1
TMBIM6,-0.005872610232291195,0.0001882551032835194,0.010210387687899702,Th1
HINT2,-0.004044407122290742,0.00020797145568325027,0.010149496479284075,Th1
ARIH2,-0.007296572315524978,0.0003079490352622666,0.01014464433942875,Th1
PRKACB,0.005392649562856585,0.0003207037430185542,0.010144344779058104,Th1
ADCY7,-0.004588357893777045,0.000236403977474949,0.010111412404757438,Th1
HSD11B1,-0.002283981855378992,0.00021613896831286733,0.010099956663741885,Th1
LBHD1,-0.0015003757982890264,9.797652226886014e-05,0.010065321834405281,Th1
FIGNL1,0.0016392880387518787,0.0003048340002097584,0.009957210920820499,Th1
ZNF264,0.003965575403346215,0.00010966624209022371,0.009944064527054026,Th1
DCAF16,-0.0033971648605376535,0.00014636154118552016,0.009941970610450582,Th1
SCAPER,-0.0037871094272749787,0.0002503925505033028,0.009936396284986262,Th1
PAICS,-0.004446164064272629,0.00027564011355934206,0.0099251823586944,Th1
TRIT1,0.004625288158396195,0.00016228309336226455,0.009894291208680822,Th1
ADAMTS17,-0.0010414456816701188,4.849367613011463e-05,0.009846707267737538,Th1
SETDB1,-0.004684332149148938,0.00012831287385957455,0.009839182588610523,Th1
HPS6,-0.002381973840209313,0.00011987136233449965,0.009719601807150032,Th1
DPH7,0.0037544900955082004,0.00032638927862322313,0.009659366738969678,Th1
ADM5,0.001289587057804302,0.0001916788460236108,0.009642977359184906,Th1
GNAQ,0.0034472866200464134,0.000341491782060008,0.00963093506434028,Th1
NDUFV2,-0.004406434334465907,0.00024839149426088535,0.009605208382374665,Th1
TAF1D,-0.001389523188057437,0.000169314117047233,0.009599137021988393,Th1
ADGRE5,0.0019714619643710217,0.0001698592317619463,0.009591908808952936,Th1
ARID2,-0.0006418777331113508,0.0002238489365916168,0.00958718995848051,Th1
PIK3CB,-0.004362485713236089,0.00013357512567991201,0.009524739915193613,Th1
SAXO2,0.0024890231728565667,0.00013172804245158767,0.009477312140981636,Th1
L3MBTL3,0.007938037017967196,0.00020293800417278788,0.009451590253978355,Th1
PPHLN1,0.005207678791155325,0.0003592502856636175,0.009417131129517808,Th1
GLOD4,-0.0017291205366562305,0.0002616640004624233,0.00937850137454607,Th1
ZNF354C,0.0036995774628655123,0.0003732377462436799,0.009345199562774265,Th1
GIMAP8,-0.001297536546582312,6.096928013561141e-05,0.009332014369818925,Th1
C15orf61,2.0674972606390863e-06,0.00024558683639654616,0.00930149854177999,Th1
SLC27A5,0.0031522538002856245,0.00020460943871439477,0.009297062827678225,Th1
MSL1,-0.003935716972675084,0.0001944771650298263,0.009283346788984369,Th1
RELCH,0.0036965655971260432,0.00021641648822193088,0.009283110693767669,Th1
NLRC5,-0.004536580861617014,0.00027627331659645104,0.009266575047551292,Th1
KMT2C,0.003777211888239555,0.0004746632912143333,0.009256990543190808,Th1
CD200,-0.005880735228938288,0.00022513247016349878,0.009247526754346373,Th1
PDCD2L,-0.001758256799294048,0.00027949619440640797,0.009229813627351702,Th1
TBC1D25,-0.0025743837676568647,0.0001620037144961364,0.009223522196825899,Th1
METTL15,0.006085755952896213,0.00012903756897937534,0.009204782291477611,Th1
TBPL1,0.005292018899364226,0.00034241689382120586,0.009203224676123138,Th1
ICAM3,0.0034196123032055547,0.0001463354598763007,0.009188062766470027,Th1
MAP6D1,0.005418928209213143,0.00021959241701563633,0.009180612244634883,Th1
SLC31A1,0.0009313684175218816,0.0002190060442102082,0.009159332461636971,Th1
RRP8,0.002710922527884338,0.000232769932287577,0.009092397164957312,Th1
GID8,0.0021934588236128864,0.0002961629687912294,0.00906740096867602,Th1
TPGS2,-0.002918426173724555,0.00037107366044861396,0.00904613947556158,Th1
DHTKD1,-0.003682520433092658,0.00022817350190829276,0.009038464009554225,Th1
MORC2,0.0002487166083086663,0.00045431868584975426,0.008998008260209727,Th1
CCDC96,-0.003410585470395493,0.0004260713829860371,0.008980764237651092,Th1
LNX2,0.004728879353356244,0.0001548472249656596,0.008960173321246835,Th1
TTC9C,0.00334345148740075,0.00021091950799409287,0.008915855477604765,Th1
ARID3A,-0.003480713404584561,7.624734144604211e-05,0.008888166729357182,Th1
PBX2,0.007615911720107736,0.00035317444653649164,0.00882073238952559,Th1
CTBS,-0.0015181265968009885,0.00016565993574979362,0.008812832357840753,Th1
PCNX2,0.002097993290411964,0.00015878755499456584,0.008774913221863422,Th1
ANKRD11,0.003201611978784049,0.0002215667215940004,0.00876525110305196,Th1
C3orf18,0.005076251689731487,0.0001438498671100634,0.008760169493468152,Th1
ATG4A,0.004084232039022757,0.0003086826847403918,0.008732519734667491,Th1
PCBP4,-0.0034867675203148984,0.00033542791449521573,0.008723529215917127,Th1
EAF1,-0.005376840245144057,0.0002996642829604476,0.008714569767910147,Th1
NLRX1,-0.0024998200760009553,0.00030854321753682573,0.008707148368943887,Th1
PHTF2,0.003944812352523976,0.00011973292268938449,0.008670138722186423,Th1
XYLT2,-0.005308732849599546,0.0001549896050963652,0.008655189997937658,Th1
VSIG10,0.0029945900163510604,0.00014865968718603826,0.008637196002262216,Th1
ACER3,-0.0020820753402667454,0.00040629980793218464,0.008623309261626334,Th1
PJA2,0.0012217735120434192,0.00029234576544597793,0.00861631397978746,Th1
BRWD1,0.00719150065121317,0.00017691687719061956,0.008613140527711663,Th1
TTC9,0.003514689414903021,0.00040320631672044493,0.008586686136606719,Th1
USP46,0.00326942773927362,0.00016802541440747446,0.008572909487785902,Th1
GRK4,0.005434138635465232,0.00014468350399084688,0.008548107073973462,Th1
PRUNE1,0.0009112145937991836,0.00020164354913767998,0.00854674592476159,Th1
MFSD2A,0.003124301587487762,0.00033543779121170407,0.00852517379051714,Th1
TLNRD1,0.006118690457626122,0.000245488001404556,0.008518139915888574,Th1
MGAT1,-0.0043309458607293586,0.00021396402098819295,0.008491489283031076,Th1
CASK,0.0026685410538618603,0.00021425602728823538,0.008490136354662323,Th1
AEBP2,0.005106723528376033,0.00017973292276020122,0.008442859399363916,Th1
TRPV2,0.004090978365626675,0.0004704125094995671,0.008431227105374667,Th1
SGPP1,-0.0024221291003906614,0.00034931066250867425,0.008417491981630765,Th1
FAM91A1,0.003989647932755039,0.00032390779891834496,0.008406689611021381,Th1
NDST1,-0.004355133561297756,0.0001786913699053843,0.008405131010405015,Th1
LETMD1,-0.006339457165891969,0.00040726851532751603,0.008404729547142914,Th1
FMNL1,-0.0046894909926566055,0.00019203625945179688,0.008394587173929598,Th1
NAXE,-0.003165897231273717,0.00022999235185346383,0.008390999830336733,Th1
JAM3,-0.001712796291425927,0.00016332526458020564,0.008384741601877013,Th1
POLD4,0.0036123032313839453,0.0002615216161855348,0.008358716959973768,Th1
CCR1,-0.005163044273293683,0.00034832359652017304,0.00835710818904872,Th1
JUND,0.0018111131695794785,0.00020091505532611082,0.008339947537528487,Th1
HTT,-0.004562965391077599,0.0002682813650029297,0.0083297553169653,Th1
ABCB1,-0.003356806918428165,0.00031507227247493927,0.00831741633853001,Th1
HRH2,-0.0036251088882248927,0.00017125148447824575,0.008298969275472039,Th1
EIF2AK2,0.0028653422384013584,0.0001326491509136375,0.008286138667777714,Th1
FAM98A,-0.002895973447200355,7.567424510796614e-05,0.008275552825835215,Th1
IL1R1,-0.0003147068665038143,0.00017723154124390657,0.008272671263406018,Th1
FBXW2,-0.0011842335899854349,0.00019456534285398127,0.008270958966888934,Th1
CCAR2,-0.005222915760011709,0.0003045290118043805,0.0082541117738069,Th1
TP53RK,0.006796658317350071,0.0002814671292526739,0.008177937216418468,Th1
FAM185A,0.0008448978538482668,0.00025879129526434436,0.008175419856877862,Th1
PHOSPHO2,0.0006939764610123715,0.00017377555421613518,0.008121941103724033,Th1
NXT1,-0.004246062770966621,0.00023473102259750434,0.008107250362068788,Th1
SNAP23,0.002086162283488106,0.00027341701275133035,0.008105034545411234,Th1
DNAJB9,-0.003869292898079157,0.00025155667448696997,0.00807378236680601,Th1
PPP1R3F,0.005922947932879068,0.0001562657084822844,0.008066405675456216,Th1
ALKBH2,0.003582278789382258,0.00022002942161430803,0.008008990314631453,Th1
RTRAF,0.005571842149213267,0.0002686686180499936,0.00800349244695554,Th1
MCCC1,-0.009034415489639281,0.00013236879644185835,0.007976469221034331,Th1
FAM200A,0.007015227152973327,0.00042916167942986226,0.007971162245917457,Th1
NRIP3,-0.0034659584676015793,9.630772789003598e-05,0.007951161121747036,Th1
ING5,-0.00452440231042001,0.00026867908084263344,0.0079497848144026,Th1
CIZ1,0.004418253580345325,0.00021321538425663836,0.00794968089029151,Th1
AFTPH,0.004441424798072379,0.00016703168440331751,0.00793930036066636,Th1
BCLAF1,0.0012467577686448618,0.00028401054046280565,0.007916741019151489,Th1
RNFT2,-0.0014353160426547734,0.00025665809470453674,0.007911702008548861,Th1
ZSCAN25,-0.0039043958849478686,0.0002903442281680251,0.007909572334961229,Th1
SCAF4,-0.0046900464089154,0.0003643435711567658,0.007901312657439744,Th1
PUS1,-0.004756080005272145,0.00022654344557731162,0.007879766554031253,Th1
CPSF7,-0.0003039548751078141,0.00023726718550832386,0.007861125803317165,Th1
TESC,-0.003085911542457164,0.0002017217607030421,0.00780441028339167,Th1
ZNF589,-0.0025921851655964327,0.0002443045185192021,0.00778326760595834,Th1
UBE2G2,-0.0030047480480077347,0.0001209385203084965,0.007781190906351749,Th1
CD69,-0.005618918128476143,0.00029970309073437744,0.007780004461401815,Th1
STK25,0.0018920885807251517,0.0003169837673132702,0.007777706833786247,Th1
RAD50,0.001967284520569476,0.0002650368955020606,0.007772501068190349,Th1
ODF3B,-0.002702107382030008,0.0002276422245001598,0.007732003637112236,Th1
PDXP,-0.003426771455222357,0.00022933408000581362,0.007729164061693926,Th1
LRP5,0.003957287852628159,0.00017709620086588194,0.007711538071164429,Th1
CCNA2,0.0038304462400739424,0.00019475668185650515,0.007701013796829729,Th1
TMED1,-0.003223702382035498,0.0003235173952428135,0.007691760272648905,Th1
KYAT3,0.002658311346012038,0.00014117420629097634,0.007690571743577537,Th1
TMEM164,-0.005667488966626587,0.00020069880317042982,0.007689697037886118,Th1
TADA3,0.0026845412295233096,0.00027713739896976396,0.007675684842250873,Th1
SUGP2,0.0009364227440641634,0.00025243663446546913,0.007673365548403432,Th1
BLOC1S2,-0.0025899933997812164,0.00025893474380673734,0.007656937504954221,Th1
SMPD1,0.004126080470377444,0.00023138185426926875,0.00765131264031343,Th1
ABAT,-0.004542832994090869,0.000135478411725976,0.007631217257272684,Th1
PIH1D1,0.0011346287651250986,0.00020247358507253924,0.00762663409270034,Th1
VAMP7,-0.0035658214401526325,0.00013983404918677694,0.00762022239171264,Th1
DCAF11,-0.005813828357714248,0.00016881362920231563,0.007615940090082275,Th1
EPSTI1,-0.002884038262155422,0.00019761685084919924,0.007607373176645507,Th1
ATXN7L3,0.0037461423635649174,0.0004653213160817477,0.007572385525942888,Th1
DEK,0.0024952612878670773,0.00018487974644142532,0.007563815608300758,Th1
FNBP4,-0.005882262736789814,0.0001680336090087387,0.0075502798662371,Th1
CALCOCO1,0.003401715339936051,0.00022200824701381573,0.007542606201702597,Th1
TBC1D7,0.003216679470643176,0.0001128248276346985,0.007532173497115975,Th1
AKAP17A,0.004944058068459813,0.0001594727742781392,0.007519179158571014,Th1
ATG16L2,-0.004062991928200271,0.00012455087695278523,0.007478716829680751,Th1
PUS7L,-0.0024024102649371905,0.00024886335687576754,0.0074695717116098695,Th1
CYP4V2,0.0007625047780963863,0.00029624977513781564,0.007469048923820928,Th1
CCHCR1,0.002076770455513132,0.0004182520805291433,0.007438450556634919,Th1
PSAT1,0.0005702509579199736,0.00018117141664628856,0.0074193975349284924,Th1
TESPA1,0.004316052517532926,0.00020058920866593348,0.007416618734733626,Th1
APBA2,0.006817158281190968,0.00011759584489961594,0.007410066498181181,Th1
MYO9A,-0.003920464032208604,0.000266934513028095,0.00736269045623751,Th1
MINPP1,0.0032184796894420683,0.00020501016660997917,0.007354982869286135,Th1
MYH9,-0.0010296926279622291,0.00010648814318432338,0.007341403595522103,Th1
DNAJC16,0.001635379951570793,0.0002387068336756626,0.007335617142944105,Th1
NFKB1,0.004432047764671361,0.00025279577677546204,0.007315703368800617,Th1
CSDE1,0.001248091986620264,0.0004954457416738202,0.007276036541008069,Th1
TMEM97,0.0036496485946722647,0.0002954351716957926,0.007268604633649867,Th1
ZNF12,0.002891666232518183,0.0002564076351658556,0.007239505682999129,Th1
PIGF,0.00423592960698845,0.00023462297984685302,0.007235474749310256,Th1
MLST8,0.00029864266588650035,0.00027867751887228966,0.007232757751026202,Th1
GPR108,0.001756276936414268,0.0003173103493417095,0.0072253583957893296,Th1
NDUFS8,-0.003131038829049504,0.00010602855674672531,0.007221437385112281,Th1
ABTB2,0.005927094605253902,0.00015803662046793432,0.007217301011089735,Th1
SYTL3,-0.0041830660252233694,0.00013697287490621992,0.007203623660945497,Th1
MYB,0.0011384569713747236,0.00011509624039067768,0.007188903226769835,Th1
TMEM64,-0.0031285405904672497,0.00018648353830640407,0.007168785363045499,Th1
ZNF562,-0.004585421811793707,0.00019243773045822334,0.007144740236346544,Th1
LCORL,-6.343099356663673e-05,0.00034321207967944644,0.0071428741656066,Th1
MARF1,0.0029443002655426273,0.00016104709125619172,0.007098263179875315,Th1
DOCK2,0.0021362136170652796,0.00017150973364003297,0.007084615975652472,Th1
SLC4A7,0.00022792171213916363,0.00021098964210356769,0.007075039729426231,Th1
NDRG1,0.0022156536818091236,0.0002759654914598907,0.0070698646759769996,Th1
MTF2,-0.002905361844445383,0.00023034905661872186,0.0070425512747794485,Th1
EMC9,-0.006848485012800332,0.0005556574217899905,0.00702365832902674,Th1
GPR15,0.0018929176716078674,0.00030335061052563745,0.006994135684232213,Th1
ARNT,0.003096828968701687,0.00037256393138673246,0.006989836858492832,Th1
IFI35,-0.0073406354590248146,0.00022520678533667155,0.006985191856765912,Th1
CDCA7L,-0.0010236849635242198,0.00015932113105839943,0.006962278168826151,Th1
PRKRA,-0.003051229314426353,0.00015369373773697846,0.0069478366101299255,Th1
IFT140,0.0026612900526144716,0.00027240427767747695,0.00691986276141142,Th1
SWSAP1,-0.0034559972837077597,0.00023096436221820897,0.006876717229392288,Th1
HDHD3,0.003514043248278101,0.0003054640618845568,0.006853303202099444,Th1
ZMYM2,0.00011936120920549059,0.00023410008285536731,0.006832803326785411,Th1
INTS6,-0.00010397422473723203,0.0002618642105813746,0.006831346577514714,Th1
AKAP10,0.0044916597756534445,9.27936680195279e-05,0.006829293765074691,Th1
NIPSNAP1,-0.003656090571981671,0.0001958749875377626,0.006821078318504333,Th1
JRK,0.0024327455278065533,0.00010339322881064119,0.006802142958181502,Th1
PINK1,-0.002747311654443066,0.00011462836431850566,0.006796497131723816,Th1
SAMD10,0.0011557974855133189,0.00011475594615045563,0.006774324402448284,Th1
GALNT12,-0.0018853169885757835,0.0002027539737027659,0.006758196134708578,Th1
FBXL15,-0.0005433867783982592,0.00040737397726023074,0.006756253005217668,Th1
PRPF39,0.0011494855396341167,0.00011121972298738789,0.006754079655190584,Th1
HTRA2,-0.004855707832887315,0.00010759333858725719,0.006752950105139043,Th1
ZNF160,0.0014340376222808705,0.0003174993348118544,0.0067457847788911715,Th1
WARS,0.005882720530699034,0.00033912738822891516,0.006744008661298824,Th1
SLC25A37,-0.003545588429846344,0.00017368775752028435,0.006704382206649094,Th1
CPD,0.004137582171395989,0.00026415776657798734,0.0066828509697186055,Th1
SHMT2,-0.00042893710903123733,0.0002923398145615403,0.006672615954430858,Th1
ZNF384,-0.0014602078179801387,6.497308586586744e-05,0.006669627009446553,Th1
THAP11,-0.002903313080300979,0.0002608304145412648,0.006663320535675037,Th1
CCDC18,-0.003037431668085666,0.00027598879871705453,0.006661673366104913,Th1
RAB2B,0.0032776667014401185,7.461330316627262e-05,0.006658317620063579,Th1
LRP11,0.0025106312404799083,0.00023537252734454831,0.0066149877250886975,Th1
TPMT,0.002944490604586966,5.5026720983102394e-05,0.006591110930740266,Th1
ZBTB26,0.005163191177121042,0.0001855622717150553,0.006585858723567152,Th1
MORN2,0.003862879193243571,0.00018735665592164291,0.006585669641889027,Th1
RLF,0.005880193331118274,0.00021012178652041346,0.0065759590115743735,Th1
TMEM71,0.003629129124534514,0.00021454494030639793,0.0065675935971261385,Th1
UNC13D,-0.0036085048514633623,0.00015494842434561935,0.006493764017317761,Th1
CCDC25,-0.004697614483580444,0.00018251831172205895,0.006493501464528172,Th1
SERINC1,-0.0007201776247222431,0.00015026636320319652,0.006485180306860005,Th1
FAM161B,0.002384062241399593,0.00020402396725868925,0.006482913187116508,Th1
ADIPOR2,0.001965807685967258,0.00020243202015523076,0.0064809281004936745,Th1
NDUFAF2,0.0028146132094118786,0.00018043185723336214,0.006471479377611243,Th1
PTPN2,0.0021959094012243456,0.000326986796865862,0.006468640984875488,Th1
