,coef_mean,coef_sem,r2,state
DEGS1,-0.003274680863923519,0.00023010103677291593,0.0033946712316341556,Th1
TBC1D15,-0.003320399298300682,0.0002524775977763037,0.0033937764711978943,Th1
ASPH,0.0013070417813669701,0.0002843517748782368,0.0033881770491193553,Th1
PFAS,0.0007025547474224481,0.00038548843034654276,0.0033800155711073477,Th1
TMEM256,0.0030744916912498286,0.00028342631258433437,0.0033782191705262303,Th1
RHOBTB3,0.001412188628710965,0.00015389999452874217,0.0033767885984604595,Th1
UBE3C,0.0011224038205393792,0.00016869925404932505,0.0033733760642416437,Th1
KMT5B,-0.002263719119735994,0.00022825604527143092,0.0033677177159738927,Th1
TMEM9,0.0011356434456907488,0.00014139692862199743,0.0033676710567852567,Th1
IL5,-0.0042407853727480455,0.00020531567705520725,0.003367272458572609,Th1
SET,0.0020847088323844775,7.236919665387358e-05,0.0033598932038218596,Th1
PACRGL,0.002155780700263285,0.00031357185951749424,0.0033584940920463133,Th1
SPART,-0.0034495219540490183,0.00010060893441881997,0.003358260381486001,Th1
UBE2B,-0.0008577902778357353,0.0002120608670370742,0.003356186849541059,Th1
FAM57A,-0.0014150929007038285,0.00013062249956133164,0.0033543696528407275,Th1
COPS9,0.002711001848439569,0.00019080814892114315,0.0033522538772553442,Th1
NHLRC3,0.0032866789671267688,0.00017956148250494202,0.003351993907212281,Th1
HDAC3,0.0018702363346408657,0.00025434407777204373,0.003350679799284205,Th1
CCR7,-0.0013392096342506065,0.00018030521858839523,0.0033504763564125286,Th1
FAM69A,0.001720675008047524,0.00022669142639026975,0.0033474265324165225,Th1
IL4I1,-0.0011265082125846801,0.0001653692058946173,0.003339276577411021,Th1
UROS,0.001272039221916307,0.0002641980973496201,0.0033391000086050045,Th1
RNF130,0.0010115472917565998,0.00033992862623815576,0.003336678541985913,Th1
GPI,-0.0029106337240089744,0.000298258441981567,0.0033337469723826066,Th1
HSPA4,0.0029216923322761025,0.00024845692077765744,0.003325287825477855,Th1
ZNF268,-0.001405504391959926,0.00018608802205194021,0.00332375187070038,Th1
NIN,-0.004652478578881375,0.00014632389061658288,0.003321198520590691,Th1
CNOT6,-0.0020100799802554633,0.0002716419485853632,0.0033163757832954787,Th1
SMG9,-0.0008878000785313575,0.00013268150424464308,0.0033145605192384706,Th1
TMEM205,0.0032932807006111455,0.0001700418274442643,0.003313712785774079,Th1
LMBR1,0.0026545491625381144,0.00039582564998319724,0.0033080718377134465,Th1
ZNF839,0.003063670472828405,0.0002514275668449281,0.003307350496452665,Th1
KRR1,0.0008657311830443361,0.00021283840184416967,0.0033072514726840588,Th1
PMS1,-0.0006184943732019192,0.00022148505226668108,0.003304900089073156,Th1
C20orf194,0.0015677781530392127,0.00014634548283917078,0.003303139875515118,Th1
STK10,-0.0021900635667592206,0.00032723825708702505,0.0033001207342800345,Th1
KRAS,-0.0017023389047885313,0.00024403741913581634,0.003295478049863432,Th1
HIST2H2BE,0.0005416949069887708,0.00011208802935691726,0.003295208644347618,Th1
GPSM3,-0.002250077210790426,0.0001258253070547471,0.003293193389624208,Th1
CNOT9,0.0021692458306031537,0.0003128760356397891,0.0032893311592969796,Th1
GLYR1,-0.0002656542500445045,0.0001601891960973213,0.0032831870370821858,Th1
OGT,-0.002577607101028429,0.00023990920230051804,0.0032811524897762134,Th1
FBXL17,-0.0007501321931272803,0.00021533875849997027,0.003276201224528945,Th1
NR1D2,0.004421573854173413,0.0002340268415214414,0.0032711647808708545,Th1
ACSL3,0.002527790543326536,0.00023826718372820096,0.0032672787521573336,Th1
POP4,0.000382262575091402,8.344199837972167e-05,0.003266967557811354,Th1
CATSPERG,-0.0036444301382705982,0.00036245011466532053,0.003247122004452738,Th1
NEK8,0.003725677479658665,0.0004551764793374854,0.003246391099780385,Th1
PIK3CG,0.002036946214771019,0.00019083701222556351,0.003240942884033942,Th1
VPS35,-0.0014235145829985159,0.0002756882500118315,0.003231652066061787,Th1
DLGAP4,0.0044145355944069445,0.00024115232263071455,0.0032311878538074518,Th1
SMAD3,0.0012603456371335004,0.00026070179374726286,0.0032272408911401844,Th1
ADAT2,0.005706548417563468,0.0003327937780879925,0.003225072068122273,Th1
ACADM,-0.0014911219989099747,0.00022308511057835925,0.00322309118294838,Th1
BPNT1,0.006063340059709538,0.00011425677556766391,0.003222821800142659,Th1
INTS13,0.004621863815528937,0.00027597499431853464,0.003216813994780489,Th1
KDELC1,0.00037729722017275965,0.0003871844176394253,0.0032140896476561824,Th1
HMBS,0.001975098961426015,0.00011586744188546791,0.003212787942993194,Th1
UBR5,0.0005950382832269295,8.836997608007498e-05,0.0032060985426237113,Th1
VPS41,-0.001213749526859578,0.00021845835676989145,0.0032000888015955775,Th1
PEX19,0.0012317376137674682,0.00029019959011833575,0.003199563949454603,Th1
PPP2R3C,0.004729032234078898,0.00010656161823773481,0.003198957516092318,Th1
TMEM203,0.003115769103197997,0.00030648643877271377,0.0031984854934434454,Th1
ZRSR2,0.002319710330085231,0.0003587380230995405,0.0031944288191875234,Th1
TMEM223,0.0012368991969313407,0.00031061732011010375,0.003190688169672327,Th1
FAM219B,-0.001443350657601304,0.00028935685464864526,0.003186901363718127,Th1
TMEM25,-0.002005003840957959,0.0003100212320978973,0.0031867308447695373,Th1
TST,0.003672699270766551,0.00018856187911201342,0.003180846520820793,Th1
ZDHHC14,0.0018096104676499538,0.0001069281946695468,0.0031803156351002775,Th1
HSPA1B,0.0023540215515961355,4.614317548736052e-05,0.0031789381986414753,Th1
LONRF3,0.0029133680425142633,0.00024104697435367402,0.0031705862142320353,Th1
THNSL1,0.0012502080432371617,0.00024467189439515225,0.003168786159495383,Th1
CLDND2,-0.00042313950352576774,0.0002025782963500332,0.003168096593678211,Th1
APEX1,-0.0032586173387674673,0.0001795799521592814,0.003166775178164767,Th1
WNK1,-0.0031640375266108077,0.00015935034053489276,0.0031618301058620657,Th1
SLTM,0.003950759195746497,0.00026303827676443266,0.0031613644225655236,Th1
ZMAT3,0.002462146576701122,0.00021646509650523042,0.003160539239130193,Th1
DNAJB11,-0.0028769246730665854,8.016507561819178e-05,0.0031602106590584286,Th1
TARS2,0.00038489275250534554,0.00022663230003786588,0.0031600246133268862,Th1
ST20,0.0032738068666084857,7.901131167511755e-05,0.0031579280734339178,Th1
FAM210B,0.002513129923037935,0.00016835826001641884,0.0031529226389285995,Th1
ITGA5,-0.000958276439306457,0.0002324404840931081,0.0031369736286451073,Th1
TMEM237,-0.0026957746704529585,0.0003805225671379283,0.0031310038256531342,Th1
MPLKIP,-0.0011061048407634646,4.915544321315682e-05,0.003127316564916735,Th1
LIMD2,-0.0003588386697138056,0.00035952181190431154,0.0031264482744859045,Th1
HOMER1,0.0004305683648148484,0.00011424278691142224,0.0031259869333542505,Th1
STX2,-0.003768584227535518,0.0002810495037718831,0.0031252352643831058,Th1
NDUFA8,-0.0010078049848207598,0.00023487132793404745,0.0031116616920588243,Th1
REL,0.0021705940409875676,0.0005379010749616172,0.0031093475842674818,Th1
ELOB,-0.002410071165462129,0.0001025591066562021,0.0031077017102452463,Th1
BRMS1,0.0058969643370786196,0.00016053612031622334,0.0031048421735216684,Th1
SLC25A13,0.004071447884600022,0.0002813230333730785,0.0031034111084961105,Th1
TIA1,-0.0017695501031250852,0.00016423685940959655,0.0030974205751566957,Th1
COX8A,0.0044915558919129015,0.00013613227291628036,0.003095674613034454,Th1
OST4,-0.007662074100748045,0.0003164217583202237,0.0030933767343444894,Th1
GON7,-0.0016970062633329193,0.000284552370433908,0.0030914185452403787,Th1
CDIPT,0.0026580114743821096,0.00012131507556074948,0.0030902568533713397,Th1
CCDC9,0.00202789737365618,0.00017912592106792875,0.0030882844959494397,Th1
DOCK5,-8.718569438090876e-05,9.643618690942396e-05,0.003086465046904152,Th1
RAB21,-0.0007471083903861011,0.00014927166091528547,0.0030790107108057975,Th1
SELENOK,0.003600429547551252,0.00020179519400870106,0.003073112782560813,Th1
PPIF,-0.0018770465046144473,0.0002791612072102749,0.0030674371297069905,Th1
ROGDI,0.0011990920605497027,0.0001871226225610735,0.0030628582585559604,Th1
BBIP1,-0.00020059651093588888,0.0003116493384282066,0.0030573377971501972,Th1
YEATS2,0.0005945606243299596,0.0001951737190173171,0.003055189587327545,Th1
SYK,1.8711843634242726e-05,9.261321388720682e-05,0.0030549175245709347,Th1
AMIGO2,0.0016386625265788577,0.0002205278814170053,0.003054400929470134,Th1
CLASP2,0.00025203930752710905,0.0002071285987399043,0.003053556281030772,Th1
ZNF614,-0.0008432141778905528,0.00021461268332976176,0.0030447975502424854,Th1
EML4,-0.000693212057601705,0.0001850130409031553,0.0030444191303633885,Th1
EARS2,0.0012684980137998084,0.0002447721230264933,0.003031555691516208,Th1
EDF1,0.0007533704478257629,0.00013326058211939295,0.0030276306149035997,Th1
ARL6IP1,-0.00144272156570288,0.00020131245044275836,0.0030266459102649282,Th1
SERAC1,0.0025951783072141214,0.000232743334091283,0.0030263427764418882,Th1
CYTH4,-0.0008383032967642682,0.00018073505467225664,0.0030259434867606037,Th1
PRR29,0.002133761413410936,0.00018630189956824508,0.0030251438272559496,Th1
LRRC8D,0.0015475136653030036,0.00026782974211682245,0.0030243407847469956,Th1
NFKBIB,0.002880776691879297,0.000228685149392004,0.003023306303098145,Th1
ADAM9,0.003071403616076126,0.00014459022277526397,0.003022803663103836,Th1
SLC11A2,0.0015919881645079267,9.090008965545068e-05,0.0030227702221377645,Th1
CD151,-0.0027449203285767896,0.0001732270279305484,0.0030205653958668833,Th1
GZMK,0.004142035408767074,0.00027305574140034104,0.0030168781665612385,Th1
KLF5,0.0015706723015158617,0.00023477902897488384,0.0030062854156957647,Th1
RFT1,-0.0026149550879928235,0.00019863066735466566,0.0030002101886414563,Th1
SLC48A1,-0.00455158699407965,0.00012632541141298573,0.0029978875179417193,Th1
METTL5,-0.002098317888250541,0.0002882177424361701,0.0029904209964449666,Th1
VHL,-0.001426346848883272,0.00021386455370185872,0.0029873887588924663,Th1
CCAR1,0.0015417093301775034,0.00023659670113366553,0.0029851163162498274,Th1
TNFSF8,0.0027493796643881024,0.0001442910612945429,0.002983207824489765,Th1
RGS14,0.002303304532109641,0.00029369860868243134,0.002980130615955742,Th1
ITM2C,-0.0043247364855041855,0.00031312600394281607,0.0029777219929476312,Th1
UBA5,-0.0015594024100797966,0.00017158516233441265,0.0029699422020575995,Th1
TMX4,9.763377867551127e-05,0.00015105857643277047,0.0029665952518619534,Th1
IRAK4,-0.0036849447306010726,9.188216062731472e-05,0.002966439283701936,Th1
SERPINE1,-0.00013511608161575141,0.00017408094329913898,0.0029657561240405963,Th1
NSD1,0.004375354010045078,0.00034701465064987093,0.0029587529733943185,Th1
ATP8B3,-0.0025516873215868595,0.00030686528834217227,0.0029581953140652042,Th1
RBM26,-0.0013074330979768733,0.00016597099361103206,0.0029567689542263445,Th1
SEC22C,-0.0023891208640295356,0.00020760079284006056,0.0029554344864819206,Th1
AKT3,0.0031383461596470397,0.0001330580447115207,0.0029553320614493592,Th1
CTU1,0.004384957014261029,0.0004269653314740066,0.0029515602033767445,Th1
EPB41L2,-0.002826439933915515,0.0002871498014094516,0.0029456318829416397,Th1
SLC25A3,0.0021689640145346038,0.00010270238731916488,0.002944186190424257,Th1
INSR,0.00045988446421739323,0.00028919350643252735,0.0029380153889348743,Th1
SPTLC1,-0.0019218295390334259,0.0001466890930758078,0.0029351641214172904,Th1
SLC39A1,0.004397089969180301,0.0003005561192093858,0.0029331388544400704,Th1
COMMD4,-0.0035633603181946605,0.00015614350114315047,0.002932558512529362,Th1
DIDO1,0.002041326850693767,0.00024383279727166563,0.0029311475755395074,Th1
CYB561D2,0.0029876232471283347,6.932715359310289e-05,0.002929286682131932,Th1
STARD7,0.0034819790143623673,0.00021124489921100633,0.002917165420387021,Th1
ACVR1C,0.0030650909427235437,0.00019419778081739228,0.0029096144917108192,Th1
PSMB5,0.001604156725780788,0.00020996116041323653,0.002904087525224501,Th1
UROD,0.001528637349711748,0.0003833730494495469,0.0029034358428522197,Th1
HDGFL3,-0.0033171823756559284,0.0003761596417846562,0.002901045328550297,Th1
JDP2,-0.0025784457043901685,0.000200377348668948,0.0028962842991321633,Th1
SLC25A51,0.00454013647292905,0.00012513007621067714,0.00289181458614779,Th1
ZNF791,-0.00045307498957363346,0.00022031215756762408,0.002889390386823324,Th1
GANAB,-0.001266293558932425,0.00022469807992786894,0.002886129600565947,Th1
NATD1,0.0014874060697673845,0.00017968452909692992,0.002880991444786034,Th1
UQCRQ,0.000984869994299834,0.00020312914656255495,0.002880907218055113,Th1
FAIM,-0.004491088640656727,0.0003209234357997863,0.002873314478333388,Th1
HASPIN,0.003019766848225084,0.0002007482599272585,0.0028731715109097025,Th1
AIMP1,0.001313433347544634,0.0002568307305279961,0.002871684802581797,Th1
UBE2E2,0.0016986746563754534,0.0001893400937434772,0.002867549371983092,Th1
STK16,-0.0013869285858752532,0.00012604229897381246,0.0028672458746646385,Th1
CHD4,0.004417704711917473,0.00018938248340070413,0.0028590718778871986,Th1
ZFP62,0.003543532594239353,0.0001553469761378928,0.00285429352045698,Th1
IRF8,-0.0011992370704459964,0.00010894178261122525,0.002850969183807103,Th1
SOGA3,0.003731923982314576,0.00023545429225864918,0.0028475165525856903,Th1
OCIAD1,0.0022655080791992343,0.0002779567183249625,0.002837105981169989,Th1
TCEANC2,-0.0025498619827870653,0.00031555538865237593,0.0028368624013706345,Th1
MBOAT1,0.002985517386105154,0.00022227176819842825,0.0028342447832513285,Th1
SLC30A1,-0.0016514279749918978,0.0003196783345000243,0.00282977061093772,Th1
NOCT,0.0005808263812593314,0.0003263592682575428,0.002826497947109211,Th1
KDM3A,-0.0025506007826335297,0.00029658326477835723,0.002824437613061213,Th1
KIF9,-0.0014586634201637562,0.0002049045030848114,0.0028237984982872337,Th1
SMIM15,0.0008009151981915805,0.00012922391478833748,0.002823562639940777,Th1
ETHE1,-5.081459339463489e-05,0.00014468637438960365,0.002818898297266478,Th1
FIZ1,0.0023273419151062956,0.0003242909656350387,0.00281749761639269,Th1
COQ3,-0.0007615845818818509,0.0002686603885352771,0.002816629614932565,Th1
KLF12,-0.0014029110365395702,0.00017505719282489968,0.0028162165482953027,Th1
GPR180,0.0014381510712985078,0.0001004755714945336,0.0028143344502193266,Th1
COA5,-0.00268912918227513,0.00026789455999308095,0.0028095708176374607,Th1
ZNF420,-0.0020451435491594767,0.00029526933975600634,0.0028043348490051135,Th1
VDAC3,-0.001430586641803989,0.00013432751222864996,0.0027981440072807236,Th1
SELENOH,-0.0008346744537844717,0.00019382366878204613,0.002796655263216016,Th1
GPCPD1,-0.0038365577623752554,0.0002920798674364925,0.0027965349936955944,Th1
ZNF883,0.0028726601444015224,0.00022041549850808804,0.0027936455895614777,Th1
DGAT1,0.0009418225899410427,0.0003454791821826246,0.00279266789890337,Th1
PPIP5K2,0.0008240085345305468,0.00012102791312719685,0.0027854815303522077,Th1
ZBTB12,-0.002193161188712305,0.0003243093589022981,0.0027832684483183956,Th1
PEX5,0.0011597199673793023,0.00022420264993430056,0.002782813816842438,Th1
PRNP,-0.0018883507671808033,0.00027812869186838023,0.0027825084261720212,Th1
EXOC6,-0.005254222410649217,0.00037518561509573817,0.0027792282065913286,Th1
NMRAL1,-0.0005233113727412908,0.000258691140815744,0.0027789446694584568,Th1
RBM12B,0.0015566761262548559,9.284491803507203e-05,0.002776555582583674,Th1
TOR1AIP1,-0.0032305791653529383,0.00032764051979215493,0.0027691693841181446,Th1
CUEDC2,-0.0018658195929434165,0.00033517271313136273,0.0027682130850517437,Th1
GMPR2,0.0017921198150578413,0.0001808246526545666,0.00276574990720697,Th1
ARHGAP1,-0.0014174628515548986,0.0003425681596885929,0.0027633820891482196,Th1
MBD2,0.003065842576086186,0.00017133256727571285,0.002761668418079896,Th1
NFATC2IP,-0.00015512794947730152,0.00023768164384385722,0.0027616673412279827,Th1
RIC8A,-0.001319278805278603,0.00012083068287989629,0.0027545905550186594,Th1
MYO1D,0.006226798376451685,0.00014402646071771762,0.002753754061119404,Th1
DCUN1D4,0.004438978157097473,0.00024265258386734013,0.0027516395296367526,Th1
ARHGAP33,0.00027134317285765035,0.000143916811138211,0.0027375715157637905,Th1
SDHAF4,0.0019967669299842867,0.0002636478933585155,0.0027374138774449693,Th1
DDB2,0.0006450870208927761,0.00018104801529009434,0.0027344575734798314,Th1
CDKN2D,0.0016529557838825878,0.00026565940608992277,0.0027317212743342726,Th1
IDH3G,-0.005035047391763893,0.00029118374879200353,0.0027263033955421336,Th1
PRR14,-0.005740671901243011,0.000337869883412401,0.0027229954812493084,Th1
MFSD11,0.005361222339469275,0.0003586034355142391,0.0027201803789517207,Th1
PEX14,0.0019584492023496055,0.00023937404680672453,0.0027163685415448192,Th1
SNAPIN,0.0008305252940518802,0.00018500785389117793,0.0026936820613701834,Th1
FTSJ1,-0.00032494069075465987,0.00018069255399969986,0.002693362117873867,Th1
LRIG2,-0.002217399936644633,0.00018279553498980024,0.0026887340128616106,Th1
BICRA,0.00122252060366501,0.00023625983726179687,0.0026821814489492377,Th1
GTPBP10,-0.0007761421370272258,0.0002607195348293796,0.002681678378798468,Th1
SLF1,-0.0015479352861497552,0.00019582018894961667,0.002678151290487285,Th1
PIK3AP1,-0.001545584580054873,0.00014029886698613728,0.0026725403189790608,Th1
ZNF800,-0.0009557880094108186,0.00026377412136763083,0.0026718400483729072,Th1
TFDP1,-0.0018983132812888256,0.0001354322460053515,0.0026634023438861375,Th1
CXorf40A,-0.001076046570084017,0.00019723886688236442,0.002662655007379124,Th1
SSR4,-0.002495701259955551,0.00014376964589557566,0.002656983546382168,Th1
MTA3,0.0023559762095177786,4.9498531707695735e-05,0.0026538983376587963,Th1
TMX2,0.00026068941261063027,0.00015897401693507388,0.0026536637130202467,Th1
LIN7C,0.001974966938472117,0.0002331519691387387,0.0026528748534470252,Th1
RHBDD1,0.002080774982882062,0.00023805643799047692,0.0026510782530770913,Th1
TCTE3,0.0011676031038496803,0.0002766455146818863,0.002650680639088542,Th1
SLC5A6,0.0004166313232320029,8.66293181579697e-05,0.00264956155366648,Th1
KTI12,0.003475773077651293,0.00027051703131738376,0.002649191399821829,Th1
CSRNP2,0.0005647772083794565,8.910939732161378e-05,0.0026429082985376597,Th1
RSPRY1,0.004988851446986412,6.620826004646409e-05,0.002642847282552714,Th1
KIAA1551,0.00016550869428446382,0.00017035030997150123,0.0026343372825632125,Th1
PUM1,0.0008022399850513961,9.927546869122856e-05,0.00263317427395657,Th1
GOLGA7,-0.0036757570048819516,0.00011400381746778663,0.0026323543796942894,Th1
ECI2,-0.0009197176659045146,0.0004296660612513649,0.002630222237369771,Th1
TTC14,-0.0006891065158277879,0.0004426501456110892,0.0026258304947408347,Th1
EED,0.0011825001720427006,0.000190804976309966,0.002622616757247523,Th1
FTO,0.003054116887893208,0.00017183639757526394,0.002621648732524101,Th1
HECA,-0.0023671621324948136,0.0002770597064754448,0.002618871874967312,Th1
CETN2,-0.0010101571812338446,0.0001977352249860602,0.002617608757951759,Th1
SHF,0.001690425892208601,0.0001074725837228532,0.002616302467539021,Th1
HELZ,-0.0001643013478890322,0.00023219244098186947,0.002611182133412084,Th1
COQ10B,-0.002306105979610362,0.00011681765186938032,0.002607268004532776,Th1
LMTK2,0.0005913284637878245,0.00013358083064032695,0.002607026421088789,Th1
WDR44,-0.0015365514520706961,0.0001990660708208148,0.0026046727112880408,Th1
CREM,-0.002590482575594704,0.00023129575081772485,0.0026011608666509788,Th1
CHCHD7,-0.002766496641497259,0.0001100401852710851,0.002600718583228894,Th1
RRAGC,-0.0018604886619464273,0.00030125696422992444,0.002600248840462224,Th1
SMG8,-0.0008410747567479659,0.00021967189695786525,0.002598788780100529,Th1
GALE,-0.0008482690177381532,7.314937514761625e-05,0.0025964356684610055,Th1
ARFGEF1,0.0022177254705382284,0.000148329024612482,0.0025928777555913516,Th1
CTSS,-0.0029038863250432207,0.0002596567566628552,0.002584470088081077,Th1
OSGEPL1,0.003802754401180792,7.168547356704802e-05,0.0025832301661849423,Th1
ZNF225,0.0010624834186033143,9.517978517334284e-05,0.002581938032935787,Th1
GRHPR,-0.0012170744326190622,0.00029583994805625703,0.002581667080295866,Th1
FGFR1OP,0.0008667154057074994,0.00021623670433363403,0.0025814152225167313,Th1
TRPS1,-0.0016311242554347156,0.0003336525734065277,0.002581335830069825,Th1
HK1,-4.7314975536388406e-05,0.0002811189706958351,0.0025811939263176743,Th1
CCDC102A,0.0008092759693819566,0.00012027159482299042,0.0025769374011336697,Th1
ZBTB45,-0.002530446350248655,9.978524533903562e-05,0.0025716423473777133,Th1
DNAJC21,-0.002800859394728748,0.0001131549100569909,0.002568328344719965,Th1
DNAJC13,-0.00020201510872719237,0.00021355292412282039,0.002562731568351912,Th1
RMDN3,-0.003446236770648386,0.0003089404794014684,0.0025570610743173875,Th1
FOSL2,-0.001486334510573307,0.0002113226585088524,0.0025563139926004542,Th1
SDHC,0.0024662970116504585,0.00011429793209299049,0.0025561164177833585,Th1
SIMC1,0.0028566653375853694,0.00031583825481187465,0.002551464603275025,Th1
DEXI,0.0007634782006820558,0.00011428695230403393,0.002548353518360316,Th1
ZBTB25,-0.0005555397981438541,0.00018607360466357543,0.0025476441906992,Th1
UFC1,0.0041665263655335395,0.00021012154606660222,0.002544831845355846,Th1
TMEM161B,0.002038019576343836,0.0002206030778596911,0.0025447416970070607,Th1
ELMOD2,0.0028527128557209415,0.00020625356341060297,0.002542995126164767,Th1
KDELR1,-0.0039520817862784535,0.00027018213473937634,0.0025391566174633095,Th1
C2orf68,-0.0019538513946003658,0.000253628843099152,0.002531230833223003,Th1
TDP2,0.003463861204444341,0.0003327374778898101,0.0025270466389333353,Th1
UQCRC2,0.0018857710477065948,0.00023095179270830781,0.002526902014511964,Th1
LRRC40,0.0017926309356951261,0.00016270801266351695,0.002523078030380592,Th1
CYREN,0.0008459476716793661,0.00019576288013490892,0.0025199763434557544,Th1
LYRM1,-0.00020255233002363518,0.00018268605238800243,0.0025156075370703222,Th1
TCTN2,-0.0014612563636908688,0.00018395579904880214,0.0025155480873042405,Th1
RIBC2,0.0029154440542843016,0.0002320225376652902,0.002515540079951838,Th1
TFDP2,-0.0037992935678786074,7.641956633497589e-05,0.0025142956699030286,Th1
KIAA1191,0.002205632048025543,0.00014184849572541084,0.0025114032819409837,Th1
MYL12A,0.0010174347959619604,0.00023208645445369158,0.0025110862976883016,Th1
SUPT7L,0.003575231112922083,9.07530892996956e-05,0.0025094901522049683,Th1
CENPU,-0.0020687959697086207,0.0001457626471781941,0.002509070519992388,Th1
TRAF1,-0.002004989067606216,0.00019158535377031982,0.00250848796324391,Th1
MBTD1,-0.0010933411830281732,0.0001850596001530424,0.0025077687983387576,Th1
FASTK,0.0013491732957094371,0.00031768148429158166,0.002505008675907341,Th1
SHISA2,-0.0022822312039042876,0.00019780886040698177,0.0024990732687442396,Th1
ABHD13,-0.0016877277593691444,0.0002742534037680707,0.0024973343989373063,Th1
SLAMF6,-0.0011765204435092557,0.00012229705630014908,0.002496832913329788,Th1
RBBP7,-0.004532763422324717,0.00013043272505710825,0.002494497654491928,Th1
COX4I1,0.001354257230723775,0.00018357646276151752,0.0024936854507735464,Th1
DR1,-0.0009199004177879916,0.00037273937182044,0.0024849135150363014,Th1
PLCG1,0.0020186747499237735,0.0001341559770653029,0.002476335787612615,Th1
CD81,0.0018445105118567316,0.00024197525595186803,0.0024733081790611535,Th1
GTF2I,0.0007535173867511912,0.00026821253110430115,0.0024688969035661337,Th1
SLC25A11,-0.00018120958504424774,0.0002795681831798576,0.0024677524344728892,Th1
STAG2,0.0010886329920657492,0.00013100981108813493,0.002462707500971878,Th1
HSF2,0.002998582345977449,9.413703554091548e-05,0.0024540551042011487,Th1
TBX21,-0.0040576525222184,0.00017991770309329456,0.0024481267265823686,Th1
ARPC3,0.00292495797860659,0.0002132495061818299,0.0024447302412805684,Th1
TIMM8B,0.0011187268158681014,0.00023873122137927193,0.002434132421803917,Th1
SMIM29,-0.0015767401995922519,0.0002211845156087741,0.002433026630627119,Th1
ZNF576,-0.0021145978443147073,0.0002922665772200818,0.002432228262230336,Th1
TIGD7,0.0034566318975903093,0.00022232497171963703,0.0024302575716166524,Th1
ZBTB14,-0.0033536565363534074,0.0002685847256400204,0.0024280233104697303,Th1
C1GALT1,9.725589341301134e-05,0.0001960617235593869,0.0024232011829054766,Th1
IMPA2,-0.00024570591134606955,0.00011414552293353022,0.0024226097154002534,Th1
STARD5,-0.0035815767250975336,0.0001547723026351931,0.0024207570375722105,Th1
SRSF8,-0.0017373765180138557,0.00016593766882975463,0.0024162746734529045,Th1
MGLL,0.0013820284476949469,0.00016738072396786812,0.0024155622528430447,Th1
ADNP,0.0030455728728316363,0.0004015977737890996,0.0024130359244159895,Th1
ATPAF1,0.002607805418835871,0.00029482572827355943,0.002410688930064506,Th1
JMJD1C,0.0009787778373318537,0.00012158635343403268,0.0024072160449225668,Th1
RNF114,-0.0012098970629616755,0.0001889724115183636,0.002396823686383907,Th1
BCAT1,0.0036564817057176376,0.00017621794354162805,0.002396482735253386,Th1
RNF138,-0.00030789583314254376,0.00036005423044329325,0.0023961129706125315,Th1
CTNS,0.0024483925306974766,0.0002818388921007621,0.002395604766993581,Th1
CEP89,0.000719416547522133,0.0001380975598941294,0.0023943299411723295,Th1
ZNF273,-0.0013853805363321016,0.00026358519353167657,0.0023936118054470918,Th1
COX6B1,0.0017253273864036769,5.150210821086976e-05,0.0023924949948731893,Th1
IRF2,-0.004531179120300292,0.0002467061740492914,0.0023901070734049304,Th1
CYB5R1,0.0035477450611776673,0.00018545819966799232,0.0023853922209039202,Th1
NHLRC2,0.0008931604361787771,0.00020470243694356167,0.002385221235299977,Th1
RCOR1,-0.0018098547112892864,0.00016135402517294706,0.002382041929316068,Th1
TMEM177,0.0024203791282807986,0.00018540343936508628,0.002381933665840147,Th1
GATAD2B,0.001726907271832887,0.000244751328579894,0.002379181816995183,Th1
WIZ,-0.0006057686588276621,0.0003557021013696416,0.002374636950308113,Th1
UBE2F,-0.0032552969683429856,0.00025888850989803084,0.0023706728014066757,Th1
PPP1R3B,-0.0019654976160841213,0.0003054204707704192,0.0023603453232073526,Th1
KLHL5,-0.004263656188889744,0.0002319029870166695,0.002353060833838443,Th1
ARAP2,0.0006287056431801693,0.00020560009771429288,0.0023482697625019523,Th1
CEP83,0.001403350643704533,0.00013732483904033263,0.00234650907539042,Th1
NTAN1,0.0026626568932015737,0.00018421711782939674,0.0023374495525074635,Th1
TAF6L,0.002536520237077895,0.0001604272635437418,0.0023363655896998506,Th1
KHDRBS1,-0.0011316216093806759,0.00010020546473962992,0.0023324454276695532,Th1
TMEM150A,0.002306890711892971,0.00010529607415377701,0.002331687294708821,Th1
UBE4B,8.985611451937057e-06,0.0001056979393015258,0.0023307248816528932,Th1
ZNF543,0.0012689946918546424,0.00016916903164343773,0.0023247680749355123,Th1
ENG,0.0010691631129461296,0.0004193938075661088,0.0023232143744399748,Th1
CASP10,0.0016865633921908246,0.00019685843731701908,0.0023208002844941874,Th1
WDR83OS,-0.00031615055736935397,0.00032331020916154853,0.0023192230997748703,Th1
TSSC4,-0.0008871335274716027,0.0002143440775220094,0.002318598890105946,Th1
JKAMP,-0.0004613942059257171,0.00010813549122666008,0.002317329326475,Th1
MLX,-0.0037608172297496126,0.00020197782193187195,0.002311653479013991,Th1
ZNF771,0.0004548496267082803,0.00016414101013129657,0.0023081603565169406,Th1
CREBL2,-0.002617059245398986,0.0003743193083205942,0.002306425685445694,Th1
OARD1,-0.00174796561556579,0.00016747451681096905,0.0022988969095361533,Th1
RAD51B,-0.00029141974628865924,0.00018394523907196847,0.002294883967846765,Th1
