variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
NPDC1,11.74120776999534,-0.4678370519959013,0.08337533999969053,-5.611216122148801,2.0090965756616458e-08,1.5227002685335447e-07,CytotoxicCD4,-5.611216122148801
MXD4,12.325067412779033,0.2978523435311227,0.053083224934631384,5.611044617163123,2.0110890046154665e-08,1.523018616005114e-07,CytotoxicCD4,5.611044617163123
LAT2,1.8538730918059911,0.6945882525543114,0.12380186547456024,5.610482926826662,2.017627781686234e-08,1.52677677292288e-07,CytotoxicCD4,5.610482926826663
TTC3,60.98846695949346,-0.15282446115127893,0.027243603195296544,-5.609553921915263,2.0284878854896937e-08,1.5337965385521603e-07,CytotoxicCD4,-5.609553921915263
STX11,3.0766022157690065,0.571761771634257,0.10194529715083547,5.608515425564888,2.0406951304480177e-08,1.5418231695413026e-07,CytotoxicCD4,5.608515425564888
DEGS1,16.961242113135274,-0.2779156746752556,0.049560944604072635,-5.607554030606956,2.052059623386383e-08,1.5488050051598283e-07,CytotoxicCD4,-5.6075540306069565
TNFRSF4,15.468417740283543,-0.38351800713484624,0.06839420595527029,-5.607463406851545,2.05313403533473e-08,1.5488050051598283e-07,CytotoxicCD4,-5.607463406851545
NRG2,1.8661887779322563,0.6541029587829252,0.11666879894104458,5.606494321703427,2.0646574588508618e-08,1.5555917901402164e-07,CytotoxicCD4,5.606494321703427
NMRK1,31.238195336859107,-0.20851239048844114,0.037191884206612284,-5.606394914817735,2.065843053995013e-08,1.5555917901402164e-07,CytotoxicCD4,-5.606394914817735
ARPP19,16.153454597758813,0.24194608809819843,0.04315609064315883,5.606302250561986,2.0669488270807956e-08,1.5555917901402164e-07,CytotoxicCD4,5.606302250561986
SPG11,23.75899046296883,0.20636036291147203,0.036809972270919755,5.606099385043514,2.0693716507093693e-08,1.5562060410536453e-07,CytotoxicCD4,5.606099385043514
SRSF9,47.79939743915699,0.1377058461685277,0.02456490508712234,5.605795979269518,2.073000373068703e-08,1.557725493680641e-07,CytotoxicCD4,5.605795979269517
BOLA3,30.578181184189063,0.17341337856467298,0.030944712228567893,5.60397451053299,2.094915288289122e-08,1.5729728280905763e-07,CytotoxicCD4,5.60397451053299
SCML1,7.134333802127961,-0.47460549803253876,0.0847252312011037,-5.601702011364428,2.1225722595938615e-08,1.5925046403118623e-07,CytotoxicCD4,-5.601702011364428
CCDC66,32.81199270716387,-0.19698187931845654,0.03520006085858252,-5.596066441755261,2.192696987636469e-08,1.643843887170808e-07,CytotoxicCD4,-5.596066441755261
ANXA2,44.92170093249746,0.357526784365147,0.06393449053479194,5.592079977091358,2.24365422017886e-08,1.6807451490063757e-07,CytotoxicCD4,5.592079977091359
ITM2A,65.59137325104913,-0.2917696909725636,0.05218337666179434,-5.5912382378693515,2.2545598534806544e-08,1.687609485379723e-07,CytotoxicCD4,-5.5912382378693515
ZFAND5,29.30809681295726,0.17974108363935692,0.03215081088854554,5.59056144065697,2.263365788013682e-08,1.6928927430656776e-07,CytotoxicCD4,5.59056144065697
GTF2H5,26.209937873696486,-0.21704232996815423,0.03885943808421241,-5.585318282209874,2.332725913282952e-08,1.743424629325515e-07,CytotoxicCD4,-5.585318282209874
CCDC102A,2.8745478393435855,0.5353942040350664,0.0958675084558519,5.584730558441723,2.3406281252373796e-08,1.7474084212015395e-07,CytotoxicCD4,5.5847305584417235
GPR137B,2.8127994397334706,0.563050539190449,0.10082103144777056,5.584653629358398,2.3416643926487697e-08,1.7474084212015395e-07,CytotoxicCD4,5.584653629358398
NUP50,13.682294722836911,-0.26784144313917974,0.047962794676887334,-5.584358562580783,2.3456431985497182e-08,1.7490300247230615e-07,CytotoxicCD4,-5.584358562580782
TARBP1,9.550338429499199,-0.3302506902682055,0.05915499560573485,-5.582803056386145,2.3667270228434452e-08,1.763393687943201e-07,CytotoxicCD4,-5.582803056386145
ISM1,1.4259476166395126,-0.8693478842673563,0.1557998387855316,-5.579902335226862,2.4065367142896965e-08,1.7916767574642583e-07,CytotoxicCD4,-5.579902335226861
TATDN1,30.469286727636675,-0.21218295674651685,0.03807231426945494,-5.573156263756449,2.5016498684871498e-08,1.8598186099937587e-07,CytotoxicCD4,-5.57315626375645
FYCO1,1.5893251220458429,0.72049041029319,0.12928177495123952,5.573023812249896,2.503553349722093e-08,1.8598186099937587e-07,CytotoxicCD4,5.573023812249897
MYL12A,459.31464312816155,0.08976750956597919,0.016107559429718813,5.573005020261238,2.5038235261530675e-08,1.8598186099937587e-07,CytotoxicCD4,5.573005020261238
H2AZ1,85.94155316956758,-0.1308672662729914,0.023491143139378053,-5.570919452345401,2.5339846696033973e-08,1.8807797325500772e-07,CytotoxicCD4,-5.5709194523454
HMGN1,200.59658095487086,-0.08219966602197074,0.014755596313086344,-5.5707451110647455,2.5365218737781882e-08,1.881221352941465e-07,CytotoxicCD4,-5.5707451110647455
USP53,11.439577878938987,-0.3603780144841675,0.0647631722214541,-5.564551613560169,2.6282733105890357e-08,1.9477777571817446e-07,CytotoxicCD4,-5.564551613560169
HIGD1A,16.692915442801297,0.2377383740648056,0.04276571395243146,5.559088159483163,2.7118769957402722e-08,2.0081988211575136e-07,CytotoxicCD4,5.559088159483163
KNOP1,15.919722991106358,-0.28850864429026757,0.05190016643391873,-5.558915589559963,2.714559325513312e-08,2.0086494749367408e-07,CytotoxicCD4,-5.558915589559963
FADS3,1.9693917989703074,0.6447196580006909,0.11600292705933031,5.5577878450510605,2.7321518434971396e-08,2.0201238745124653e-07,CytotoxicCD4,5.557787845051061
HNRNPA2B1,219.22057605912508,-0.07615935521428119,0.013710437319133692,-5.554845074707901,2.7785808916114512e-08,2.0528859280052264e-07,CytotoxicCD4,-5.554845074707901
FKBP3,25.980407735131976,-0.20522608477768237,0.036958962237852284,-5.552809720601295,2.811140254489873e-08,2.0753585750753743e-07,CytotoxicCD4,-5.552809720601295
DZIP3,8.714480491701995,-0.350600310733473,0.06315092519507239,-5.551784231988258,2.8276848424433847e-08,2.0859828929098723e-07,CytotoxicCD4,-5.551784231988259
QKI,7.716095354115839,0.3327549121718477,0.059987708293964916,5.5470515816541806,2.9052705334456055e-08,2.141586787439432e-07,CytotoxicCD4,5.5470515816541806
NOG,5.82619943669057,-0.5657116166566601,0.10207366421431414,-5.542189760807357,2.9871233339324524e-08,2.2002491720509304e-07,CytotoxicCD4,-5.542189760807356
STRADB,6.5317650196560715,-0.38615747301651127,0.0696817811975766,-5.541727929164088,2.99501400254308e-08,2.2043849261878625e-07,CytotoxicCD4,-5.541727929164088
TECR,63.86951553783928,-0.1300474433908299,0.02350376746215926,-5.5330467168807935,3.147156038944971e-08,2.3146054208975695e-07,CytotoxicCD4,-5.5330467168807935
CDCA7L,5.420315056681256,-0.5235714667267297,0.09464284413583766,-5.532076635136465,3.164615754592768e-08,2.3256804399837293e-07,CytotoxicCD4,-5.532076635136464
UBR2,12.353086770122665,0.2755968170141043,0.049832666895498805,5.530444870471059,3.194196745706935e-08,2.3456398543530988e-07,CytotoxicCD4,5.530444870471059
POMP,57.60130356120477,0.1659025146824342,0.030009008809524482,5.528423672220017,3.231209526284462e-08,2.371022384211462e-07,CytotoxicCD4,5.5284236722200175
APBB1,13.342934496854921,-0.3000634829581006,0.05429209099309822,-5.5268359989348275,3.260574902414717e-08,2.3907591600900036e-07,CytotoxicCD4,-5.526835998934828
CD226,16.33916336862964,0.2840432267188937,0.05144052192303278,5.521779641814089,3.355831919006129e-08,2.458743416603129e-07,CytotoxicCD4,5.5217796418140885
MYDGF,36.26671746223352,0.1628435848543948,0.02950665638560518,5.5188762402044995,3.4117435526618876e-08,2.4978192026517794e-07,CytotoxicCD4,5.5188762402044995
SLC35G1,2.667870370872659,-0.6023904713547409,0.10918910544783895,-5.516946666831249,3.4494005761453486e-08,2.523481418470079e-07,CytotoxicCD4,-5.516946666831249
DNAJA1,47.506786045079984,0.17821537937368867,0.032370898497441854,5.505419609769939,3.68289992152301e-08,2.692269331311085e-07,CytotoxicCD4,5.50541960976994
PPP5C,5.055913015935489,0.4085512432672749,0.07422459093619821,5.5042572564455945,3.707278739303653e-08,2.7080468981067255e-07,CytotoxicCD4,5.5042572564455945
SF3B2,75.25328139670358,0.11800299993061691,0.021441910248396402,5.50338092845259,3.7257619574006756e-08,2.7194973865397847e-07,CytotoxicCD4,5.503380928452591
TMEM116,9.198018789072162,-0.3354836851131045,0.060964354835279067,-5.502948173888747,3.7349224050028066e-08,2.724130904733222e-07,CytotoxicCD4,-5.502948173888746
TMEM181,9.820712573124688,0.3049264899077834,0.05541657233768844,5.50244226672253,3.7456590243486944e-08,2.72990619336655e-07,CytotoxicCD4,5.502442266722531
UQCRC2,49.25187711137011,-0.14629843945470092,0.026590812963540846,-5.501841544118768,3.758446740685613e-08,2.737166551148936e-07,CytotoxicCD4,-5.501841544118768
PTPRN2,3.8139653834192395,-0.5679775170641926,0.10329776041412662,-5.498449480290166,3.831452740172178e-08,2.788238260053172e-07,CytotoxicCD4,-5.498449480290166
NT5C3A,29.406283250200538,-0.1898437946428664,0.034537772045894206,-5.496700667043598,3.869627122961235e-08,2.8139045280031924e-07,CytotoxicCD4,-5.496700667043598
AGMAT,6.226771752839167,-0.3910885046235617,0.0711532732466536,-5.496423239277399,3.875716818889865e-08,2.816218537716972e-07,CytotoxicCD4,-5.496423239277399
TTC32,14.028391767766092,-0.27533303322200103,0.05010011057390089,-5.495657196521893,3.892580188196062e-08,2.8251819319308833e-07,CytotoxicCD4,-5.495657196521893
CHPF,2.1102391050855003,0.5973119960414143,0.10868917161983699,5.495598017166213,3.893885896270627e-08,2.8251819319308833e-07,CytotoxicCD4,5.495598017166212
SLK,6.593489839922929,0.3890228595713253,0.0708078287038818,5.494065651952386,3.92784361675474e-08,2.8476866221471866e-07,CytotoxicCD4,5.494065651952387
SP110,63.71291420725717,-0.1394454836450176,0.02538896853377965,-5.492365058449988,3.965865533383153e-08,2.8731019862639656e-07,CytotoxicCD4,-5.492365058449989
LETMD1,28.01102316354682,-0.20892516751798504,0.038084467628878946,-5.485836629092325,4.115170873592323e-08,2.9778261930017856e-07,CytotoxicCD4,-5.485836629092325
THAP5,10.120657077623216,-0.30639400429569813,0.055852439620556235,-5.485776563696087,4.1165695565036043e-08,2.9778261930017856e-07,CytotoxicCD4,-5.485776563696087
MAN1C1,4.686371156080125,-0.486691277488645,0.08872469670182528,-5.485409311955784,4.1251314116538774e-08,2.9817927502447354e-07,CytotoxicCD4,-5.485409311955784
MCRIP1,35.67936923781907,0.15722488193445713,0.028663486378005937,5.485197434150889,4.1300788371327974e-08,2.983142700706061e-07,CytotoxicCD4,5.485197434150889
ATOX1,21.049525600840468,0.21162701232590334,0.03860071047695278,5.48246417516742,4.194419572936496e-08,3.027358270004687e-07,CytotoxicCD4,5.48246417516742
PRKCE,1.276386490090099,0.7772356295238276,0.14179699273836904,5.4813266100636735,4.221483250409045e-08,3.04462299057796e-07,CytotoxicCD4,5.481326610063673
UBE2N,48.060049417615055,-0.14412821488346841,0.026296318969341374,-5.48092738955236,4.2310211341936504e-08,3.0492314513243824e-07,CytotoxicCD4,-5.48092738955236
DUSP8,0.871631223130294,0.9510887605390832,0.17356333654314357,5.479779194626545,4.258569575652442e-08,3.0668033390163235e-07,CytotoxicCD4,5.479779194626545
ZNF397,10.72381586270225,-0.3071424511748773,0.05605606289993649,-5.47920127253934,4.272501277735693e-08,3.074550325122431e-07,CytotoxicCD4,-5.47920127253934
POLR2F,41.54663861306616,0.14426051475158563,0.026333772367855304,5.478156062732558,4.297809981978739e-08,3.0904667769447707e-07,CytotoxicCD4,5.478156062732558
MAP1LC3B,42.168905960164,0.16347577603259575,0.02985425062353498,5.475795661195495,4.355500658440439e-08,3.129627550271075e-07,CytotoxicCD4,5.475795661195495
RNF138,21.840882110819862,-0.2258031606685795,0.0412404109272113,-5.475288814825794,4.3679860709269285e-08,3.136272281912397e-07,CytotoxicCD4,-5.475288814825794
DARS1,27.104511654424147,-0.19619675834173986,0.03585268691255293,-5.472302782223176,4.442250014098489e-08,3.187232121226516e-07,CytotoxicCD4,-5.472302782223176
MCOLN2,2.5973301485124205,0.634543858045933,0.11596084669011777,5.47205264671467,4.4485262631890035e-08,3.1893727154144106e-07,CytotoxicCD4,5.47205264671467
HELLS,5.463122288911043,-0.4360387927819101,0.07976662403875717,-5.4664315813346525,4.5918554541438745e-08,3.289697627872601e-07,CytotoxicCD4,-5.4664315813346525
STAT5A,10.452584432487244,-0.2937454863733444,0.053738802193293855,-5.466171079079268,4.5986053062655126e-08,3.2920983737241504e-07,CytotoxicCD4,-5.466171079079268
COX7A2,233.05457770095225,0.06483470589217623,0.011867339668962529,5.463288967934651,4.673928290826604e-08,3.343550179095014e-07,CytotoxicCD4,5.46328896793465
MTDH,97.69576366149631,-0.10164337915362406,0.018612311502859295,-5.46108306526082,4.7323854403323195e-08,3.382869769377037e-07,CytotoxicCD4,-5.46108306526082
ATP5PD,107.11355908804421,-0.09755047296327866,0.01786402435087965,-5.46072212213902,4.7420177793832546e-08,3.387255472795443e-07,CytotoxicCD4,-5.46072212213902
BZW1,38.69508040311656,0.1731178610559718,0.03171566738599242,5.458433491216119,4.8035373012493295e-08,3.4286707663891677e-07,CytotoxicCD4,5.458433491216118
ACAP2,30.236640900763103,0.16982953572171533,0.031138233045321432,5.45405179139516,4.923485174937488e-08,3.511699367043042e-07,CytotoxicCD4,5.45405179139516
RNF214,8.654243654167876,-0.327000811599647,0.05999276287986002,-5.450670979339466,5.018013229908246e-08,3.57648831088236e-07,CytotoxicCD4,-5.450670979339466
ZNF791,14.278378807570638,0.25333531159125516,0.04649102711573219,5.449122708358675,5.061888167780452e-08,3.60510652890599e-07,CytotoxicCD4,5.449122708358674
ZBTB1,16.836864836304635,0.231924320469783,0.042618675808651175,5.441847173081446,5.273090555036852e-08,3.7527667241797906e-07,CytotoxicCD4,5.441847173081446
PIP4P2,5.701625525285103,-0.40241815664465425,0.07395269458864612,-5.441561783286759,5.2815468940733383e-08,3.756025199412214e-07,CytotoxicCD4,-5.441561783286759
IGHM,16.871909545241994,0.2728936290208492,0.05016011416488903,5.440450715956876,5.3145941148136066e-08,3.776754115633499e-07,CytotoxicCD4,5.440450715956876
MINDY1,2.899043088477329,-0.5857703687053771,0.10769559712695777,-5.439130143963427,5.3541334687850704e-08,3.802062813684178e-07,CytotoxicCD4,-5.439130143963427
E2F4,17.780235108109647,0.21040619125634652,0.03868824407372351,5.438504545603075,5.372963934815985e-08,3.812639463196163e-07,CytotoxicCD4,5.438504545603075
GSK3A,4.975561563207913,0.4124979962722098,0.07593773330856964,5.43205568957454,5.5708530058191734e-08,3.9501670727938886e-07,CytotoxicCD4,5.432055689574541
TMED10,42.25063623443415,0.1599315931025782,0.029448076256781395,5.430969130479233,5.6048830291113134e-08,3.971389686903598e-07,CytotoxicCD4,5.430969130479233
SPCS2,66.55755382162347,0.14645254735090737,0.026971330390979178,5.429934127383269,5.637485648478806e-08,3.9901319262718026e-07,CytotoxicCD4,5.4299341273832695
PLRG1,9.967259303920292,-0.3003159970311319,0.05530815741222406,-5.429868053509894,5.639573205725891e-08,3.9901319262718026e-07,CytotoxicCD4,-5.429868053509894
CYSTM1,4.20777541535173,0.4586360505259833,0.08450026051839457,5.427628834660745,5.710764289448372e-08,4.0375520370508714e-07,CytotoxicCD4,5.427628834660745
TPD52,14.039946436603778,0.2997766302857622,0.055252381358232974,5.425587511642942,5.776421953428653e-08,4.080993657250907e-07,CytotoxicCD4,5.425587511642943
MSRA,11.201382004255679,-0.2863772484678423,0.05279261948466124,-5.4245697838700435,5.809429094028286e-08,4.10132144349548e-07,CytotoxicCD4,-5.4245697838700435
LYSET,5.722407356952807,-0.397074563764849,0.07321718508097058,-5.423242689892079,5.852744294181908e-08,4.1288915683500333e-07,CytotoxicCD4,-5.423242689892078
GALNT11,10.273546654116704,0.27592821903764936,0.05088438683523906,5.422649975739912,5.872190914838873e-08,4.139595429485395e-07,CytotoxicCD4,5.422649975739911
ELOVL5,27.571086731185,-0.19708406241301146,0.03634909829040882,-5.421979407533601,5.894267372112731e-08,4.152136273911557e-07,CytotoxicCD4,-5.421979407533602
CNIH1,46.29525497972534,-0.14925832563198724,0.027546178129666837,-5.418476745826244,6.010895544921606e-08,4.2312161517522293e-07,CytotoxicCD4,-5.418476745826244
FAM241B,4.2231946894353705,-0.4835557320763701,0.08925350329573387,-5.4177787338402785,6.034402982408653e-08,4.244678815367481e-07,CytotoxicCD4,-5.417778733840278
CLASP2,11.886496952429669,0.26819291788040334,0.04953074689026846,5.414675423218713,6.139998123996657e-08,4.315821613137273e-07,CytotoxicCD4,5.414675423218713
G6PD,9.029395996449757,0.2972246643923072,0.05494342882642462,5.409648992444376,6.314839551831618e-08,4.4354993400319834e-07,CytotoxicCD4,5.409648992444376
TSC22D4,51.957605245176836,0.14888569122660514,0.02752714962370214,5.4086853619747,6.348905500789457e-08,4.4561955565686e-07,CytotoxicCD4,5.4086853619747
SFT2D2,10.179558302120773,0.2904760829209604,0.053725180059391316,5.406702827237605,6.419552278751654e-08,4.5025187090505804e-07,CytotoxicCD4,5.406702827237604
ZDHHC24,10.502232912738702,0.2758171049464477,0.05104527864732085,5.403381316656289,6.539623146747083e-08,4.583414601982073e-07,CytotoxicCD4,5.403381316656289
ZBTB16,5.632673515374075,0.5328871391457815,0.09867921357317602,5.400196453233959,6.656795871814772e-08,4.6621637609832166e-07,CytotoxicCD4,5.400196453233958
CEP57,25.17921046850299,-0.18859247594726894,0.03496020937137661,-5.394489316236119,6.871871550039528e-08,4.809317040005988e-07,CytotoxicCD4,-5.394489316236118
M6PR,40.77470727891319,-0.16428281039617817,0.030454643616597676,-5.39434355116356,6.877451981191477e-08,4.809747284463585e-07,CytotoxicCD4,-5.394343551163561
USF2,21.57156701159155,0.1994577179754205,0.036981150036481496,5.393496897166737,6.909951957681749e-08,4.82898951386042e-07,CytotoxicCD4,5.393496897166737
CRTC3,20.616680460459037,-0.2189887538734208,0.04060689568676005,-5.392895718074367,6.933119313471777e-08,4.841686638088509e-07,CytotoxicCD4,-5.392895718074368
MEX3C,4.47827061723635,0.4152655430481093,0.07703034167614659,5.390934714972211,7.009213750962794e-08,4.891300028229512e-07,CytotoxicCD4,5.390934714972211
SYTL1,57.750485054040965,0.13100536854079553,0.024314300918584178,5.387996511989536,7.1247434746127e-08,4.968341633916387e-07,CytotoxicCD4,5.387996511989536
APOBEC3D,5.609225189501033,0.3904644983206221,0.07252838421070017,5.383609500885814,7.300679949433113e-08,5.084759833915959e-07,CytotoxicCD4,5.383609500885814
KIF2A,47.54350939822938,-0.14232173229908576,0.02643629998106901,-5.383572300246332,7.30218968508889e-08,5.084759833915959e-07,CytotoxicCD4,-5.383572300246332
SEC11C,38.58732290324273,0.16545051437743855,0.030738982912509264,5.382432946735797,7.348575480908888e-08,5.113383772132435e-07,CytotoxicCD4,5.382432946735797
ATG9B,5.006400020602881,-0.4563436982021155,0.08480596792782055,-5.381032837105468,7.4059682175667e-08,5.149620111654778e-07,CytotoxicCD4,-5.381032837105468
MFNG,47.47986639043142,-0.13652393406816432,0.025378932283236354,-5.379419927698968,7.472622152964905e-08,5.192239467260981e-07,CytotoxicCD4,-5.379419927698968
SLC25A29,1.2810758052213167,0.9228887088146628,0.171575146845218,5.378918367747181,7.4934674256004e-08,5.202991074148063e-07,CytotoxicCD4,5.378918367747181
DDOST,31.76203481263184,0.16144769853759552,0.030017294168884226,5.378489401118352,7.511340327686712e-08,5.210871260920356e-07,CytotoxicCD4,5.378489401118352
SLC16A10,3.540556673042621,-0.538097600796197,0.10004812088751318,-5.378387879980222,7.515576245618148e-08,5.210871260920356e-07,CytotoxicCD4,-5.378387879980222
C1orf122,18.23032182086323,0.21529996224493766,0.04007220411944476,5.3728005977206745,7.752304282210072e-08,5.370664078649509e-07,CytotoxicCD4,5.3728005977206745
JAGN1,16.056230195734404,-0.22908311284420102,0.042639298021528105,-5.372581713904847,7.761723670110797e-08,5.370664078649509e-07,CytotoxicCD4,-5.3725817139048475
TCEAL8,25.003961509704723,-0.1991630698161882,0.037070425690486804,-5.372559556749261,7.762677792803338e-08,5.370664078649509e-07,CytotoxicCD4,-5.372559556749261
PAFAH2,2.600686569909496,0.580282832485225,0.10802652621087898,5.371669837392094,7.8010845324552e-08,5.393383638926557e-07,CytotoxicCD4,5.371669837392094
SELENOM,49.30845298643356,-0.16753341713922035,0.031195128390743877,-5.3704993626161945,7.85189109593886e-08,5.424637457579444e-07,CytotoxicCD4,-5.3704993626161945
DDX50,19.034680369671573,-0.21133707830796572,0.03937132878204475,-5.367791355935787,7.970668331844499e-08,5.502772164094499e-07,CytotoxicCD4,-5.367791355935788
CCNG1,47.11264458241789,-0.1607632012386327,0.029959078170209954,-5.366093052839284,8.046044261906481e-08,5.550853612594457e-07,CytotoxicCD4,-5.366093052839284
MARCHF2,8.88641722362997,0.29457316571005066,0.054901344769414016,5.365500006370696,8.07252774022366e-08,5.565160405110774e-07,CytotoxicCD4,5.365500006370696
RHOBTB3,0.9388773051615761,0.8913518905482656,0.16614804872169045,5.364805048305695,8.103669676876315e-08,5.582656080385775e-07,CytotoxicCD4,5.364805048305695
RAPGEF1,7.915150252633721,0.33893636043057807,0.0632554523600016,5.358215739279071,8.404784368099313e-08,5.785980198252306e-07,CytotoxicCD4,5.358215739279071
ARRB1,7.571250489339739,0.3324885921117162,0.062064414649100556,5.357153434726459,8.454332238522376e-08,5.815956112381231e-07,CytotoxicCD4,5.3571534347264596
SPART,10.17618380701778,-0.30463373600069016,0.056869847028348054,-5.356682880628088,8.476370039977867e-08,5.826978013287836e-07,CytotoxicCD4,-5.356682880628088
ARF3,11.399359298120245,0.26453354936750517,0.0493936635036782,5.355617109627961,8.526489923076896e-08,5.85727527623566e-07,CytotoxicCD4,5.3556171096279614
ATP5MK,150.87526930827167,0.0800435592086686,0.014962169935703358,5.349729320856415,8.808587932727361e-08,6.046774111721985e-07,CytotoxicCD4,5.349729320856415
ADAM17,15.148816585967243,0.2359106862465081,0.04412716365704738,5.346155671368008,8.984194652253692e-08,6.162953923635217e-07,CytotoxicCD4,5.346155671368008
KIF13B,1.9998589206572057,0.612972624792001,0.11468569059713704,5.344804758121262,9.051456485883171e-08,6.204699753875753e-07,CytotoxicCD4,5.3448047581212625
LDOC1,3.8497904071161604,-0.5177940553836766,0.09696129005590079,-5.34021417294628,9.28368396053345e-08,6.359389168438968e-07,CytotoxicCD4,-5.34021417294628
TRA2A,72.99817997295223,0.11983236252169074,0.022442074216362018,5.339629544328109,9.313669899806588e-08,6.375420964630856e-07,CytotoxicCD4,5.33962954432811
HEMGN,1.590961093055452,-0.7796793858535841,0.14620473212865193,-5.332791726382086,9.671421757467609e-08,6.615634967714072e-07,CytotoxicCD4,-5.332791726382085
SHISAL2A,17.500844055331427,-0.2294669792691788,0.04303429228915204,-5.332188983784501,9.703587373920672e-08,6.632953232448527e-07,CytotoxicCD4,-5.332188983784501
USP45,1.6685342144127784,0.6727343143429948,0.12630874904963005,5.326110181636426,1.0033828014072299e-07,6.853854594097623e-07,CytotoxicCD4,5.326110181636426
FAM53B,5.454736394311896,0.3882307298924075,0.07289561224460676,5.325844971157794,1.0048480930513009e-07,6.859026518178224e-07,CytotoxicCD4,5.325844971157794
SFXN3,5.570887464803578,0.3690366798810708,0.06933188710262993,5.322755449232138,1.0220710839812574e-07,6.971676422142576e-07,CytotoxicCD4,5.322755449232138
TMA7,607.1420085031474,0.05791338714132591,0.010886656412749676,5.319667025910902,1.0395733672597456e-07,7.086071523770511e-07,CytotoxicCD4,5.319667025910902
PTPMT1,17.253750978332636,0.21536308100916557,0.04048620777328369,5.31941846011275,1.0409945496353507e-07,7.087402462336816e-07,CytotoxicCD4,5.319418460112749
CSNK1G3,10.177765293386454,0.2781074098319112,0.052281951879764484,5.319376951944893,1.0412320569796913e-07,7.087402462336816e-07,CytotoxicCD4,5.319376951944893
HIP1,1.535001660201391,0.6991553950535178,0.13149353066460653,5.317032644266095,1.0547315149463271e-07,7.174248211917221e-07,CytotoxicCD4,5.317032644266095
TNFSF12,12.797999299194641,0.2440004321331826,0.04589807796428951,5.316136164198954,1.0599384485743841e-07,7.204606184485252e-07,CytotoxicCD4,5.316136164198954
TAOK3,45.426400638927575,0.1327851536832243,0.02498238434992377,5.315151341174104,1.065687172032504e-07,7.238601646778986e-07,CytotoxicCD4,5.315151341174105
CNKSR2,2.862434733385063,-0.5953044504526029,0.11213257728459197,-5.308933985720518,1.102682593284861e-07,7.48464162477727e-07,CytotoxicCD4,-5.308933985720518
PGK1,75.84709914440731,-0.12029967065761478,0.02266445508572444,-5.307856297563818,1.1092203511643071e-07,7.523745323093473e-07,CytotoxicCD4,-5.307856297563818
KLHL36,18.391122704489298,-0.222765583938324,0.04203906512322836,-5.299013745556311,1.1642986992655014e-07,7.89181049761067e-07,CytotoxicCD4,-5.299013745556311
AARS1,3.9392496303255706,-0.47883754761186764,0.0903995704413483,-5.296900696254302,1.1778470665969181e-07,7.978060620320104e-07,CytotoxicCD4,-5.296900696254302
SLFN13,4.920570549502528,0.41993643819136883,0.07930131373415487,5.295453737363537,1.1872124861909338e-07,8.03587710778853e-07,CytotoxicCD4,5.2954537373635375
TSPYL2,50.24335060815833,0.1754760287409213,0.03315452400504445,5.292672237255546,1.2054184995421586e-07,8.153410325813791e-07,CytotoxicCD4,5.2926722372555455
ZFP36L2,508.9443465830317,0.15239762566251452,0.028804622012993,5.290735132499639,1.218256878491937e-07,8.234498342688696e-07,CytotoxicCD4,5.290735132499639
NOP53,748.5273079259897,-0.11131836232480768,0.021053846094347173,-5.287317187841322,1.2412330569500104e-07,8.38394936514491e-07,CytotoxicCD4,-5.287317187841321
SRSF3,136.0839728369306,0.09756369548206713,0.018472403722759156,5.2815917704236055,1.280663057478293e-07,8.644252525947558e-07,CytotoxicCD4,5.2815917704236055
EXOSC8,18.13595219080797,-0.20909412855216158,0.03961145152640477,-5.278628287902568,1.3015452816367188e-07,8.779086070984163e-07,CytotoxicCD4,-5.278628287902568
LIMS2,2.6835463002370608,-0.6170818914200918,0.11692578745945663,-5.2775517259959575,1.3092125551502537e-07,8.824657487254946e-07,CytotoxicCD4,-5.2775517259959575
CPT1A,6.827530826786124,0.41688098986001776,0.07904098864052075,5.274238050791556,1.3330877738424165e-07,8.979338092793913e-07,CytotoxicCD4,5.274238050791557
SNX5,13.851339633060011,0.24925226744542436,0.04725989008937256,5.274076325062684,1.3342637327376787e-07,8.981013561707545e-07,CytotoxicCD4,5.274076325062683
WNT10A,2.6481756769855003,-0.6075170376377864,0.11519440509956837,-5.273841530000339,1.3359727880258974e-07,8.986272517235307e-07,CytotoxicCD4,-5.273841530000339
PI4K2A,2.9427398997786534,0.494594274444822,0.09379257968886089,5.273277226040107,1.340088978779097e-07,9.0077042667969e-07,CytotoxicCD4,5.273277226040107
ZKSCAN1,15.05921817545967,-0.23913610949707717,0.04535649195368629,-5.27236783967464,1.346748124856816e-07,9.046187473899529e-07,CytotoxicCD4,-5.27236783967464
SRRM2,96.4466271168337,0.10075581028094335,0.019112463243438998,5.271733370921261,1.3514130823212232e-07,9.071231542178356e-07,CytotoxicCD4,5.27173337092126
TMEM64,2.5578171275302495,0.5597875420477687,0.10621257009448144,5.2704453112264344,1.3609317196671334e-07,9.125739445391797e-07,CytotoxicCD4,5.2704453112264344
BACH1,6.598566509940969,-0.4021961025664756,0.07631254689813878,-5.270379759482053,1.3614178710087905e-07,9.125739445391797e-07,CytotoxicCD4,-5.270379759482053
C18orf25,7.541124058204813,-0.3386990400678227,0.06432385726752955,-5.265527511186688,1.397873830876829e-07,9.363627887878954e-07,CytotoxicCD4,-5.265527511186689
