,coef_mean_oh,coef_sem_oh,coef_mean_yazar,coef_sem_yazar
MYO19,-0.00022244306292084864,5.671800438237184e-05,-0.0011939993835014112,0.000491616402150097
TDP1,0.00016342750766861185,3.400251840507419e-05,0.003955309351107675,0.0003312564652309287
NRIP2,0.00011971394693270495,7.593722049831376e-05,0.00017546982899282166,0.0002921823038242352
SEC61A2,-0.0001297822718246301,2.230637552820443e-05,-0.00015126921933390265,0.00028158875919553667
ACSL4,-0.00025513754119678206,3.348849241697832e-05,-0.004581664231657854,0.0001701786080568031
CHFR,0.0005142891803762944,3.0157409468574223e-05,0.0008735180607756335,0.0002196757512749014
CLDND1,-0.0005195354775977621,3.516932444883468e-05,-0.0021752511728850687,0.0003995265099145325
PLOD1,6.37123197782355e-05,4.3226853846899756e-05,-0.0013946173693906033,0.00046164264059752393
DDHD2,0.00020157522632735896,4.8344876557645563e-05,-0.0006886944953863737,0.00011236270995998791
HNRNPH3,-0.00033419634953042417,6.929161516735102e-05,0.0004678573487575325,0.0001745779094420152
L3MBTL2,-0.00019807401473854175,5.918994943921854e-05,-0.00014875118594370761,0.0003748024776233308
SPTLC2,-0.0004183487472415267,4.878399190671266e-05,-0.0014435597291224175,0.00026177754421666976
C20orf27,-0.0003445031574785374,4.781889069106341e-05,-0.0007429675089470952,9.526819330211808e-05
MRPL19,0.0006052255514236463,4.3081410209409256e-05,0.0059620066221180495,0.00028599929858743245
BIRC6,-0.0004423509084283463,6.820708319753569e-05,-0.0036792436779158667,0.00024548385321117154
MAN1C1,-0.0004955912962718434,3.398166820365871e-05,-0.0017779322679336647,0.0003417436617022492
PLS1,0.0005017537076292377,5.208744294398577e-05,0.001584618408140763,0.0002563186955193897
CLU,-0.00039224558543123165,7.769551167346456e-05,-0.0019976139097191573,0.0005255164076901018
RASSF8,-0.00016360139097409612,6.920910005678523e-05,0.00164455603683768,0.0001763873968387717
RAP2C,-0.0005453119278496035,5.850352721427963e-05,-0.003643080876144622,0.00019272815977788437
AP5S1,0.0006010949954055017,6.542089343604541e-05,0.0015913752508469174,0.00037012402965348084
KTN1,0.0004326749280836661,2.564029872284106e-05,0.0017335127806040046,0.00022084321922018627
OSGEPL1,-2.7435718354614814e-05,2.2151867123276294e-05,0.0006035501453359517,0.00021011839836518534
APOE,-0.00016359093902273367,7.038729311357204e-05,-0.002237193686718832,0.0002339019573749158
ZSWIM3,-0.00032988295313433056,7.030096922190402e-05,-0.0008815771951139709,0.0002400008065869981
SPIRE1,0.00018373650665833632,7.07068043250076e-05,0.0013166681284790395,0.00024711780273068486
CMTM2,-0.00021333157734886244,4.100707513495802e-05,0.0016852562548443598,0.0002901349092648137
TOB1,-0.000638550718178146,5.9684981981780145e-05,-0.0025394473417897573,0.00037898047471997585
DUSP10,-0.00014159088872906818,4.2554552765511585e-05,-0.000443503814704457,0.0002141100577860775
SNX12,-7.167581602320937e-05,3.706260739219598e-05,-0.001683996119289196,0.00018265026791363832
FUOM,-0.0001576497428844575,4.658842065676817e-05,0.0006111969575956021,0.00012601003840043414
LRP8,-0.00014581455511374053,5.734723790335999e-05,-0.002266815395408044,0.0001493252625943959
IGFBP7,-0.000356415631436795,6.203868876300249e-05,-0.004348025515712897,0.00012719432019822437
KIAA0355,-0.0003334262784944794,6.445906305266671e-05,-0.0007617475852803579,0.000367007064006037
REEP4,-0.0006106569098186566,4.1812791525115605e-05,-0.0010271542766937083,0.0002297051681975321
SLC30A1,-0.000149104052804698,7.460177485110393e-05,-0.00035517566952412836,0.00028386094142675435
NFXL1,-7.502696404433439e-05,5.039386451354894e-05,-0.0025498527176090217,0.0003234777966389127
CES3,-0.0006879565024789086,7.347639664604857e-05,-0.004408737842842153,0.0001467375047418323
GTF2IRD2B,-0.0001406862483642318,2.1228374546764217e-05,0.0002013545253436431,0.00037578866922464776
ZIC4,0.0005955097437996993,5.143359952374574e-05,0.006049852336776194,0.0003305418514168173
RMDN1,-0.0003896183595267011,3.546424929118183e-05,-0.0024557245620805,0.00010591863331162528
CCDC71,0.0005329614616874173,5.0768622163337796e-05,0.001303135825695053,0.00014192994750442133
ARL6IP6,-0.0003139180415396549,5.478329534235593e-05,6.450064400431196e-05,0.0002768946459730292
BOLA1,-0.0010573105720307519,0.0001006626254128229,-0.0031793739683291964,9.495174841070657e-05
ZNF696,-0.0004916707519478224,6.598490340963249e-05,-0.006143363483875341,0.000365404879046258
SULT1A1,-0.0004698595597604638,2.6563023844893575e-05,0.0007899661962488215,0.0002557284552047969
ASNA1,0.00016785629062138698,2.932503742168763e-05,-0.0008159173325799028,0.0002697713323665663
EGFL6,-1.4856784374699415e-05,3.331378868920096e-05,-0.00043573337784645166,0.00011246121759048924
SFMBT2,-0.00027718730374049714,3.8456816037469354e-05,0.001444375241299272,0.00034227341058655784
TSTD1,0.0002676578302959901,3.82755524682898e-05,0.0009307821968016654,0.00017412381785534732
C5orf58,-0.0006138930922275167,7.517301070720753e-05,-0.0012862372065544764,0.00014814344232954094
ZFX,0.00028052164093284124,7.089376778201716e-05,0.001665542990431793,0.00021268344823167706
ARHGAP31,0.00014573773534996433,5.638865706716298e-05,0.0005067572819942507,0.0003053228892351994
USP28,0.00038666225615049916,3.5759670519269036e-05,0.005823700893036613,0.0001520646173199817
ELAVL1,-4.1740779097488594e-05,8.916632910474878e-05,0.0008404071254249277,0.0002906241799904196
LNX1,-0.00024661000269243815,3.484396375740602e-05,-0.003520375761727818,8.196891486509366e-05
WDR7,0.00019992630298954766,3.543335330838204e-05,-0.0026113249825589747,0.0003717705413883344
FKBP5,-0.000348846612984411,5.934418263160813e-05,-3.580528649364228e-05,0.0001823387109294321
MFNG,-2.509858944991288e-05,9.428240490084151e-06,-0.0020760198253154893,0.0003188594185964693
RHBDD3,-7.607431415601754e-05,7.05781068815915e-05,0.0003660712813871927,0.00025029469558589024
SGSM3,0.00021437728118135074,3.7521657202343085e-05,-0.003033931027900823,0.00019078052231346606
NIPAL2,0.00013440883827261493,6.277565096567517e-05,0.0006289631967526313,0.00035062707539487497
ETFB,-0.000811880935364102,5.763592936609851e-05,-0.0004957702988429333,0.000263886220655261
MPP6,0.0005783798235826384,3.340539984108422e-05,-5.0807305620949666e-05,0.00014361944514690222
RASSF4,-0.00038519449884166936,4.0229683276713635e-05,0.00048495193950997986,0.0002277779033021571
LRP2BP,-0.0002519513154699093,6.635960133403544e-05,-0.005292984716889001,0.000285771168001428
SPSB2,0.00015109347292041874,3.912196116365635e-05,0.0016133767079916286,0.000148269636918385
SLC25A36,0.0004502393777861799,2.672686402916385e-05,0.0009435371605817138,0.00030834969809041016
AUP1,-0.0003758391480752859,2.0317809095348685e-05,0.002525190513256322,0.0003352148183019546
YPEL5,-1.0010140188585745e-05,6.107874938759752e-05,-0.0035936328433008257,0.000540494052035526
STEAP4,-0.0005619663106132599,3.162296633646498e-05,-0.0013462846248144486,0.00011200683554871513
DNAJC14,-0.0006589443281449222,9.18779865800387e-05,-0.0033386553132666473,0.0003453663516451176
ARPC5L,-0.001111424808064564,9.089488043191178e-05,-0.0028000989012177077,0.0002450511933968895
TUBB2A,-0.0002322142084400857,3.383623896153224e-05,-0.0005551716879119601,0.00019892046193898633
SLC3A1,0.0003242060952860507,3.0866233797537244e-05,0.00036459955725502756,0.00023932029310941478
EXOC6,0.0001813371458411541,8.368190813889965e-05,0.0055390884225691,0.00041754982189974837
ETNK1,0.00020665512392154385,0.00010362473199560563,-0.003312352561300419,0.000567323073733761
GAS8,-0.00032752304761174883,4.451772663319386e-05,-0.0007325651497846473,0.00018854425936744832
RPIA,0.0001372480287290095,7.766121703699115e-05,0.00031537145003045366,0.00032450963478970106
GPR15,0.0005082117893476076,7.172178716912147e-05,0.005221628580972526,0.00021531372243605533
CA10,0.0001934322647460847,4.673174841255116e-05,0.0021376743439987756,0.0004014768712084409
DHX57,6.93472359018872e-05,1.94627695231161e-05,-0.0015827550894287935,0.0001455674218479398
DCBLD1,-0.0003171449099462656,2.857181923114543e-05,6.213736039539273e-05,0.0004420191133944742
CNPY4,-0.00034075401286011366,4.241199593855393e-05,-0.0018279667850660466,0.00021159437662991354
PFKFB3,-0.0002802281926345363,4.200933003452681e-05,-0.0006108768282203379,0.00017006007172173213
FOXB1,-0.0009421524928048021,8.142969191085211e-05,-0.0028544455653526867,0.0002528753592543677
COQ2,0.0004134700620791244,6.370447293419423e-05,-0.0008375455792151099,0.00011714717600942249
ZNF266,0.00044269306138625797,2.2624678512231042e-05,0.003271367479751139,0.00023070877168061504
SVBP,-0.0003676099606717465,2.8523701600577377e-05,-0.0012524194742393273,0.0004291202218780731
GPR150,-0.00047323977491592497,2.3432715563351826e-05,-0.003441297415567456,0.0003920447871871224
ZDHHC20,-0.0003209461076471104,5.658540720582689e-05,-0.0024646297537240644,0.00021602866203584493
NPM1,0.0007908199317184425,8.361314442766965e-05,0.004610931598220019,0.0004423210936300529
FAM217B,2.8597349331014156e-05,2.0488479684181195e-05,0.001302665742931678,0.00022228804984260987
GLMP,-0.00020661742758616426,4.791702853768843e-05,-0.001087690638771568,0.00010802600768728805
MBD5,-0.0006054908218571479,6.928920800152049e-05,-0.0009002949884455074,0.00022166244577840097
MRPS18B,-0.0010703774910483614,0.000187055357226901,-0.008695547999500784,0.0006521055287500856
CYB5RL,0.0003551477793411335,3.8670224556046406e-05,0.0028846967030295287,0.000309331628923534
TMEM199,-0.00046423311324864536,7.220149414707772e-05,-0.0021288170410663416,0.0001425282837709268
CARD17,-0.0005374442910427168,4.44711037654476e-05,-0.001572268341592281,0.0001307965097684118
GTF2I,-0.0008118082754141585,4.022141578302363e-05,-0.004595559075994231,0.00013112462160050706
SMIM11B,0.00032114589409338164,4.814984093874966e-05,4.406103754530924e-05,0.00038253052157726343
CD74,4.25850791582234e-05,4.2431666520357265e-05,0.0003705542145922648,0.00014887749364169773
NCDN,-0.000270308847372507,6.973880598478262e-05,-0.001570220781336222,0.00016891245392603894
SP100,0.000435445629770992,3.7532443857530516e-05,0.0029038922510100694,0.0003243768117682354
OSBPL3,1.724929444855053e-05,3.065459715184581e-05,0.0003342493307199314,0.00035825257824274593
TCF3,0.00037533728707774287,4.409091544845155e-05,0.002728331164803518,0.00019944337315118635
ASAP3,-0.0001176581332593852,5.8270206601687645e-05,-0.003729141906621985,0.00021609345714590007
POP4,6.008526037764562e-05,5.717360812188297e-05,0.0006118904590169794,0.00025379887458486336
IMPDH1,8.327154705564691e-05,6.801140189448566e-05,1.213180595152582e-05,0.0003247458804324916
PHC1,-0.0002975042471851627,6.459701417823811e-05,-0.0038154685747544834,0.0001891787649697189
TDP2,0.0002913580121660139,0.00010324320774184391,0.003251345588793595,0.00021307384780594194
ELMOD3,0.0004261532823420084,6.785444055565614e-05,-0.00022057625817018897,0.0002767298197197389
FAM206A,-0.0002958988436056684,3.986769060112118e-05,0.0013705417839327157,0.0004202411366193254
TMEM39B,-0.0001276202831099401,3.711898452448164e-05,-0.0013950315139144005,5.568741007662335e-05
MCF2L,0.00018983809053046947,7.218462983983965e-05,0.0012799905596230085,0.00013092770018833855
SIX1,-0.00032480344927652736,6.973798025487686e-05,-0.00027715134501256117,0.00014414148541984007
DBNL,0.0001307984522806022,6.563496373776803e-05,0.0008481409338111475,0.0003637393011617389
TEX2,0.0004078669277847627,7.087673992321286e-05,0.0018702991481220298,0.00030794269280033036
LMBR1L,-0.00034157341711150714,5.780883851547381e-05,0.0017152118459913695,0.00028367675973488726
OSBPL10,-0.0005701685619773892,2.6965740868209565e-05,-0.002480603241526735,0.00039975993528604546
TAGLN3,0.0002953485730363278,3.1715374007852694e-05,-0.0014600519664363966,0.0003434631180581078
ATG12,0.0003655802140276997,5.112812801193233e-05,0.0018211492844483665,0.00022569236938182113
CREB5,1.0666880173372464e-05,6.0010678805330965e-05,0.00044332603939377743,0.00020186656968910428
ZNF214,-5.286496384618322e-06,0.00010192843764588553,0.00033120178723607206,0.0001695094805822768
FRMD4A,-0.00024094480331299188,4.468402152980377e-05,0.00033810835151863207,0.0002597028074028587
BMP6,-0.00011371372478080877,6.854767357941744e-05,-0.0021502613497944387,0.0004351692811735772
CCDC51,0.00019977610866954461,4.1358916767544494e-05,0.001541430306439206,7.185679923057915e-05
PIP4P1,-0.0004916918845440726,3.756147518452843e-05,-0.005465139068195647,0.0001502803062446378
APBB1,-6.553312963143239e-05,8.662415450952954e-05,-0.003348367659061974,0.00022866023556198487
IDH3A,0.00030551898800348497,8.121072257331287e-05,0.0030522292861610532,0.00027395950138572005
ATMIN,0.0004858141600462324,3.685407249908189e-05,0.0036006596167409586,0.0003855121801813437
AKTIP,0.00019635465468144045,4.619468585082845e-05,0.003313769731134499,0.00024250531607407033
PCBP1,-0.000494742443837886,0.00011825710371035946,-0.0036952769296020095,0.00036577063513841383
TPST1,0.00014565393194249898,2.595812312496921e-05,0.0028594693661652517,0.0002975987893298506
RALGAPB,-0.0009845557003627188,0.00011256321060573016,-0.007856852579503316,0.0002687161133375832
NUDT6,0.0003013231883861236,8.917167075905701e-05,0.00035840214452808586,0.00031278748869374994
AGAP5,-0.0008293221300885483,6.439672605481048e-05,-0.004006912885263641,0.00012628800029682876
LCLAT1,0.00015013626625743053,4.356311494679889e-05,-0.0011253227762360377,0.00020995486616172626
ARID3B,-0.00029126326777282506,4.045735122785285e-05,0.0009692478072589765,0.00026412317752153746
ARL14,4.832001868583284e-05,5.3915956546116046e-05,-0.0012790041586366666,0.0002707754478594231
MUC16,-0.0005453303834809245,8.901387486497016e-05,-0.0031406409785723274,0.0004164197092958041
SLC9A9,0.0007282162918835517,4.90253529594196e-05,0.003095558017308483,0.00022268206945076324
RTKN2,0.0004246255330712774,6.024904525308873e-05,0.0008472706605058992,0.00045262146738215083
RNLS,-0.00020503362844957827,4.580134399114063e-05,-0.0030306295643592806,0.0001828292065849637
IMMP2L,-0.000281415773198678,4.7273750517522966e-05,-0.002026131424825043,0.00015890906719863676
PPP1CC,-0.00031919708299635535,3.123433595632354e-05,0.0028022598248839815,0.00011978374692099022
RTL6,9.392487266929629e-05,6.492840410451175e-05,0.0017116520493702977,0.0002488819594682274
ZNF248,0.00012162394789051198,2.8084180465455135e-05,0.0021088099746803452,0.00021872562465287466
PRRT1,-0.0005973116650720034,5.281538627646276e-05,-0.003771032113627338,0.0002501284331985983
POU5F1,-0.00023814839765849512,4.7556563504898874e-05,-0.00012146521014873417,0.0002904038409071367
IL10RB,-0.00024131160043031635,4.350991116703398e-05,-0.00088424431188359,0.00014080605341716175
QPCTL,-0.0006413939607680301,9.371023191137186e-05,-0.0011472028363400757,0.00019578233879509712
NUB1,0.00019509794553709576,1.5229080785405097e-05,7.435470228624866e-05,0.00032860272003579953
CENPQ,0.0005100916303596643,3.593532273937651e-05,0.0036409555724889854,0.0003925054706101359
ICAM1,-9.014868843318972e-05,4.582525652546816e-05,-0.0015883823767253286,0.00025000198330339343
CYB5R3,-0.000494236795782032,2.0424856775501084e-05,-0.004360246635012616,0.0003341073203086798
TRPS1,0.0001395058737587504,3.649307282959331e-05,0.0014344698189184758,0.0002935964492458046
RABAC1,0.0005352926827283068,1.3980353084124743e-05,0.003239251898726905,0.00017102184966983226
CLDN15,-0.0005800672758481312,5.8130554793058974e-05,-0.003121037671493677,0.00026490960896858966
ABCA2,0.0002223095987613299,5.578925543918283e-05,0.0033930348372431182,0.0005004311716174242
CPD,0.00020219170133006081,4.985692529266398e-05,0.0016523957765526768,0.0003403861650801536
WIPF1,0.0003242900034419409,6.796418543369583e-05,-0.0003121929408713488,0.00047843519004534983
RPL22,-0.0006880086693203611,7.143675515036424e-05,-0.002072849181463281,0.0001263519463184738
C1orf21,-4.238907365287045e-05,4.5249777341669136e-05,-0.0002236476196571387,0.00021825834075567605
UBE2B,0.00031659455774334317,3.9900296828458305e-05,0.004468476361819107,0.00040533192758682754
HOXB3,0.00046036488504755705,4.907306051531432e-05,0.0034960060419404596,0.00033599343396114814
ARHGAP9,-0.00021256795951781455,3.297127600188485e-05,-0.003095368488385707,0.00040866618658781515
USP22,-0.000326878984427595,0.00014525788124656426,0.00044075353686841013,0.0004525577748297149
INSIG2,-0.00045367896189635863,3.9807713889078806e-05,-0.0017551447556379597,0.0002670185874187206
ERGIC3,0.0005915771589464829,0.00010600123840054363,0.003600122005634635,0.0002643135549239631
RAMP1,-0.0005179034338420376,1.4361655050815306e-05,-0.005677414324536203,0.0002377201658597251
TOE1,-0.00033576398044016665,4.991747196689906e-05,-0.0008155301471875081,0.0002998633147665378
DSTYK,6.010612317677343e-05,6.320280635863847e-05,-0.0002575985398430411,0.00032225430733878415
SBF2,6.0444691769940064e-05,4.172241451780763e-05,0.0001691706019400436,0.00014864919662419205
ITM2C,-0.0001873744897415223,4.791819092208611e-05,-0.00189842783785756,0.00039721917621425205
SLC31A2,-0.0009633136924460016,3.4231553208426854e-05,-0.004789945093934319,0.00020636685442913732
WDR20,-0.0002867541718800974,4.590578005891313e-05,0.0009623205558641511,0.00027953236312601177
UBXN4,9.047556547895461e-05,2.917118108344488e-05,-0.00011110425646647746,0.00030550290572950103
OCIAD2,-0.00021917522263431019,2.59583953604046e-05,-0.0035726240242820477,0.00028165069352880176
TAF1,-0.0002583819067582641,6.939393263780647e-05,-0.0015133054644580106,0.00023613665942965768
ASB6,-0.0002037188436543355,8.018247466597319e-05,-0.00448650155041079,0.00048225482732002243
NEK7,-0.0006711814238530842,6.372263652146828e-05,-0.0029627817918956244,0.0003265719281864094
NDUFS2,4.6218463774790466e-05,2.4027017457683345e-05,-0.000264410650877934,0.00038898171524128514
MIS18A,-0.0002330064066593649,5.8874106663307614e-05,-0.0045023859435136294,0.00036021801620535464
C16orf45,-0.0006556241148041271,4.482643901651243e-05,-0.0005416319510789085,0.00017063371269183272
SLC50A1,-0.00020712779347843154,7.64130631634184e-05,-0.0014433709638500788,0.00032371022043542334
P2RY12,-0.00046755289722187463,4.649262985872442e-05,-0.00018651002007871173,0.00016121388692556674
RAMAC,-0.00024205821102788767,5.4732059402171154e-05,-2.1408708330417862e-05,0.00023318188153773346
TSEN34,0.0004278458271619631,6.577727390732543e-05,0.002699271092901803,0.0002904545785048715
ZNF408,0.00022432800903051747,2.0391036988861676e-05,-0.0008341186695167698,0.00019026921302281035
PCED1B,0.00039937498240591045,5.15346895442934e-05,0.001149074899103484,0.0003142894085378447
TIGD5,0.0001496412888337737,4.073519093136418e-05,0.0009510683639685294,0.00033774169454058825
CHRM4,5.442162866944156e-06,5.065120628386926e-05,0.0003436784130167414,0.0002640123957040556
D2HGDH,0.0003719871646844121,3.828302270809668e-05,0.0031194245376500946,0.0003166467391916015
KIAA2026,-0.0004423534024242861,5.750052900413212e-05,0.00016004588422513887,0.0001980657012687443
BTLA,0.0005164290220753102,3.341489223386206e-05,-0.00026755742009175666,0.0002071676056302237
ZNF177,-0.0001969507650355868,4.654448445330172e-05,0.0004978790459439261,0.00012144882851704358
TRIM13,-0.0006737776728561225,7.555665144943605e-05,-0.0048964188443894946,0.00011987447694111118
CLIC1,-0.00015225835296175073,2.9041145770117906e-05,0.0006249945499437467,0.00023607977442216413
WBP1,-0.00026130252561263657,3.987610074084249e-05,-0.0004652093699492512,0.00017840271382961538
NEFL,-0.0008819580367997973,5.246512418091827e-05,-0.006304887111801177,0.00034735353905147295
ETV7,-0.00012435404654945268,8.069467182061266e-05,-0.00029652578624721817,0.0004976468929868933
SNX1,7.59097546485026e-05,3.2540986201344645e-05,0.0010348243477786127,0.00025556366037711214
ARID4A,-0.00025661442101939573,8.480977294631053e-05,-0.0024389384955411514,0.00017580227230604902
FNDC3B,-0.0003148794570089289,5.0940150300681206e-05,0.0018724767716726657,0.0003044389347011398
GPR137B,0.0006086460051815681,4.889023726582409e-05,0.0017517479911062922,0.00026398073218517553
SLC26A3,0.00010187055396852188,4.696633560615819e-05,0.0008513282283338118,8.293914719405274e-05
PPP4R3A,-0.0010105557496604956,0.00011926520005344959,-0.0041449907543202515,0.00017078293054833467
PSMB5,0.00024833898686881406,5.3162373761436044e-05,0.0026083637959774227,0.00019223792339214722
RGCC,-6.057009681123726e-05,6.199174991730897e-05,-0.0010585154377774886,0.00033556964420515214
USB1,-0.0013363552622074324,7.067568638301745e-05,-0.005641092578822858,0.000142096930101203
FBXL15,0.0003019879971418389,4.321336630743576e-05,-0.0010119542362709091,0.0002546120999958119
KAT2A,0.0009769113077774238,8.621981433621801e-05,0.0043920182182399185,0.00020085874463416942
VWA5A,-4.437587053545255e-05,3.266295857238204e-05,0.002085123004652234,0.00021599793604066108
SLC22A18,-0.0002905577717719354,4.472003316916691e-05,-0.0022850693227385085,0.0002966624059229993
TCEANC2,-0.0007510376672171113,3.329009632280965e-05,-0.004910934739410557,0.000196028821469376
MLANA,-0.00028509776103762577,3.148087331003578e-05,-0.0026303505056535816,0.00014528041159428745
ARMCX5,-0.00024422666257544606,1.3010216721174385e-05,-0.0027250846093774613,0.00013718661963626875
IL22,-0.0001322037508820299,4.4903887730748015e-05,-0.0007830098831772128,0.0003174438932541522
TMOD2,-0.0004173095463068737,4.7779423680205195e-05,-0.0030892730406111573,0.0002579094064407728
EEFSEC,0.0002877057752176007,6.129576602113288e-05,0.003997556575505588,0.00018299260964465327
C12orf29,0.00014814405599000548,2.500317483937923e-05,0.0013825145283352892,0.0002705978141869478
ERCC5,0.00023072140108658048,4.29360969006715e-05,0.001874910828243003,0.00022670598066793074
STX11,-0.0005884567561651028,7.204303966493e-05,-0.0016769231201158561,0.00042665616600375206
YARS2,-0.0004637877997196825,3.5034541831133126e-05,-0.0008428168745967992,0.0002510997126666426
RBP5,0.0008233247182012421,8.800660724965345e-05,0.007093369870372129,0.0003053912281601326
VPS37B,0.0003317124815088252,3.860126097630557e-05,0.0005415744315204732,0.0002352127894375866
LRRC46,-3.484773000279546e-05,4.157273141270963e-05,0.0005789028396632626,0.00014279127092144418
C7orf31,0.0005023310812942445,1.6232204413969756e-05,0.002300612754897096,0.0001071898603405699
PINK1,-0.0009408322269062819,3.7078811705044575e-05,-0.0038876158183211067,0.00012692493471683827
ISL2,-0.00033155937023586935,4.4491083283761857e-05,-0.0020233088182805004,0.0002274102573544633
TOR2A,-0.0004618580773348037,7.178403177598171e-05,-0.002628906325174429,0.00032417674708179846
SQSTM1,-0.00020335233981658862,2.6530870671041386e-05,0.0002752055264380256,0.0002659707491968625
PUS10,1.566408994637352e-05,3.100689330668959e-05,-0.0007969529767738748,0.0002689406036415898
NAXE,-0.0006381018157195354,7.620777179163621e-05,-0.0006686776900688711,0.0002785700856581952
TTC16,2.5924485693263536e-05,5.423484999997741e-05,-0.0007706530922453848,0.00046949771240767716
SLC27A4,0.00029771272892840906,2.6002457477744607e-05,0.0036342798491570917,0.00020152939634292605
COA6,2.849195887336408e-05,1.2477728517330239e-05,-0.002730769355938956,0.00017666949755268955
E2F6,-0.00020750758697990774,4.2488339785396946e-05,-0.0016299419741037213,0.0001495897158500345
ALCAM,-0.00022331714835439122,4.2041003896942366e-05,-6.278035602480335e-05,0.00010258404150123693
MTSS1,7.023768091331617e-05,5.46677011573831e-05,0.0013550437011605144,0.0001748208794617954
CLCN5,-0.00036191700558249195,4.577940208584776e-05,-0.0013331693302620652,0.00015409444303655546
SIX5,0.0001891849111585159,3.54025660443704e-05,9.798078222021003e-05,0.00020508213635046655
PAWR,-0.00010073423310415222,6.069752121934052e-05,-0.0026050413742588633,0.00040206918056774003
NHLH2,-0.0005430940343332195,4.75674837558902e-05,-0.0003985656282674218,0.0002895937741732895
AQP11,-0.000297418490188738,3.8454211984973135e-05,0.0011927409867731715,0.0002911755975931196
AMIGO1,-0.0006239478018537454,8.770363656155085e-05,0.00014983079564594956,0.00023799874772607329
FBXL6,-0.00014736167695421644,4.9721765412592364e-05,-0.0023295084733206185,0.00037226306326896213
LAMP1,0.0004446241417680897,9.342711216696816e-05,0.005427831944856821,0.0003399798940660736
SIRT7,0.0009007847789983831,6.47474294053974e-05,0.002581099312803447,0.00031921877532849104
LTB,-7.525966376491725e-05,5.211411366086105e-05,-8.8806797753121e-05,0.00031669122824965135
ST3GAL1,-0.0004231360811203592,7.536810225907007e-05,0.0004767813919279005,0.00020712714476177045
RUNX3,0.00014892583748022417,8.427603903988583e-05,0.0030770353276196186,0.0002506110690261847
DGKD,-0.0006576159015975871,4.0201919714262224e-05,-0.0015013475995702486,0.0002580019370596679
STX10,0.0002909204043065276,6.643621074191285e-05,5.87527482062676e-05,0.00022292040079395603
GTPBP10,-0.00026256516763278404,6.826782523214537e-05,-0.0020324474409695766,0.00023421806899753795
LFNG,-0.00027711802241679626,2.6561035672025123e-05,-0.0019517668931730175,0.0003688209135712158
DTX4,-0.00018880196194720312,5.688579065951952e-05,0.002480804810873539,0.00023195012116069674
CEP72,-0.00022413242087268183,5.2916944443187454e-05,-0.003425215323106398,0.00023060569007587298
TRAPPC13,-0.0004410855979028429,4.39221776148249e-05,-0.0016053924922744764,0.00020497281850209728
ARMC8,-0.0007168475540000677,9.47460959575615e-05,-0.0002926522420564056,0.0003034202853499158
TAF1B,-0.0008972509970747135,3.806698691319189e-05,-0.006227990374332309,7.73906585885309e-05
PRDX4,-5.0644835342831174e-05,7.258424223084168e-05,-0.0010647634034755128,0.00042413933723056934
EMC6,0.0006038445003844543,6.425954982154381e-05,0.0012167329813064429,0.00028763042859226827
EGLN3,-0.00041229999408870196,7.377546536345089e-05,-0.002942231272619287,0.00032554100555352774
ZNF331,0.0005060021629468909,7.883921612820982e-05,0.0029990910809610085,0.00034944669971680777
ZFC3H1,-0.00044407917365793005,0.00011859797357329691,-0.007225737299152564,0.00014425279695368898
TCF12,-0.00019398335301851452,8.498488912965818e-05,0.0007831829794144728,0.00020251672959803717
UTP4,-0.0003442818934949439,7.137571843637983e-05,-0.0007511928697070692,0.000258416012467441
CARM1,-0.00046823369569550953,5.412031348380291e-05,-0.006817464538357984,0.00046247990065683385
PLK4,8.687295095435796e-05,8.277946218881179e-05,-0.0010533646948143781,0.00033152754273406534
DCAF6,0.0002456910455213868,3.6249755819127166e-05,0.0012011541818300424,7.080613331936923e-05
PHLDB2,-0.0004979654001448272,2.878639240346751e-05,-0.0027854593316688487,0.0004322043469546275
NAF1,-0.0004551655059274665,7.152300648035975e-05,-0.001993405383033724,0.00010451485751255266
MEPCE,-0.000602489504387882,7.024320126277511e-05,-0.004565118133015857,0.00025755597069928313
PRPS1,-0.0003512227024293102,5.691274397525629e-05,0.0013034096999381618,0.000374554731936439
AIFM1,-0.0010554284966984306,1.85467905666911e-05,-0.0029542954615069997,0.00031466169905879445
AGAP1,-0.0007947884781299723,7.67458146188954e-05,-0.003616064251765762,0.00019350923749430967
RSPRY1,-0.00031989595269958464,2.627898540665749e-05,-0.00010833204149731203,0.000233357554500126
ZNF233,-0.00010426396809501385,5.5689943109395384e-05,0.00026531082679682663,0.00039057726422215015
SLC25A34,-0.0002544963536428826,4.721087972257804e-05,-0.002333303432585938,9.047016972847285e-05
GBP4,0.00012536771543445369,3.8093864156963445e-05,-0.0004791375497321765,0.0002436155510894564
CACNB3,-0.00023658030715122493,5.2980221281545324e-05,-0.0030043875539106,0.0002760775721420908
SPINT2,-0.00014295312596766994,4.180399223916623e-05,-0.0022187574317831687,0.0001455705922091023
FABP6,-0.001291817051205455,9.89985393731121e-05,-0.004408089311041491,0.0004488240587878963
JMJD1C,-0.00020426691514245824,5.483962440567186e-05,0.001652878872343056,0.0002562443252434669
ESRRA,-0.00011907015094287667,7.472198771232507e-05,-0.0017853287207255752,0.0002144541685407535
SLC16A13,0.00044809564922719005,9.518456551578092e-05,0.00012983235932952734,0.00019550587764438455
MBLAC2,2.9821476155751453e-05,4.988130542297111e-05,0.0034195369839500416,0.0005509288269579801
