,coef_mean_oh,coef_sem_oh,coef_mean_yazar,coef_sem_yazar
CISD2,0.00017791767935586734,5.5456586028963684e-05,-0.0012839385407491881,0.00042805761526559474
SPATA25,6.165532669080478e-05,3.6748742707839966e-05,-0.00017808573578589475,0.0002502680970905161
UEVLD,-0.0003658439428892342,4.5206107321664157e-05,5.0969632143726334e-05,0.0001740832084039269
PFKM,0.0005631455548493206,0.00012814660170310717,0.0004016903752578903,0.0005443042467255165
GNAQ,-0.00025961654951523594,1.8431033763403623e-05,-0.0015984797481722174,0.0002578923252527587
PCGF6,-0.00021319320552132688,4.5762767526992226e-05,-0.0009057859361016262,0.00022420029470359605
AP3S2,-0.0001195239377898857,4.330957739473626e-05,-0.00045429322280288577,0.0002603499459248099
GNPDA2,-0.0005061642128760401,4.679844954356249e-05,-0.0016912146801046468,0.00032808096505857544
SERINC5,-0.0005240761331982938,5.719152328409519e-05,-0.0030716910384685596,6.193968673692333e-05
CASP3,-0.0001338570367553494,7.579426681202774e-05,-0.0007302208111063944,0.0002975694681292326
SP8,8.01946711872227e-05,7.262159583119486e-05,-0.002082279657684942,0.00042484463778988277
ARIH1,-0.0007360168770861649,6.850220854145781e-05,-0.0028993813143516,0.00020220748172880516
CRK,-3.646948287739928e-05,7.477152357804533e-05,-0.000521969077508291,0.00026886568877949575
KCNAB3,0.00011312157275333405,5.8887653866174435e-05,-0.000949887614392197,0.0003542579612695274
GSTA4,9.170059180212356e-05,4.7290313739756244e-05,-0.0010881875845895432,0.000190570911613522
ZNF415,-0.00012618319472819937,2.8036058056415843e-05,-0.00035130841727983936,0.00020324667907444048
MALT1,6.794109002549121e-06,3.8172590903899934e-05,6.186398931406082e-05,0.0004015892415772998
CLK2,-0.0008480470240882709,3.6159637468307914e-05,-0.00781768343482642,0.0002723371452300139
PFAS,0.00030717553470755945,6.992490517777405e-05,0.00168131466496428,0.00028779453994580916
BBS10,-0.00022111335891709287,4.8384727273043495e-05,0.0012374995302739578,0.0003679005710211306
TIGIT,-0.0006999065776230407,3.196612230053715e-05,-0.0024715295326743335,0.0003071010898044413
NOXA1,-0.0006732154327729511,4.888147130552556e-05,-0.0037901555921833778,0.00022956967058212897
TRIQK,-0.0004404454779390672,3.341738243438594e-05,-0.0034939580183500386,0.00014131852767174945
TWF2,-0.0003889374712090021,3.3657940231102644e-05,-0.0033778519821074104,0.0002627374144333395
GATC,0.0003469251111748598,1.5516408937071267e-05,0.0004271926823143257,0.00023941134211853535
PER3,-0.0002211754678573528,5.775991540573653e-05,-0.0012797546594155447,0.00024227392283519017
GPBP1,-0.0005563659612948604,6.589859566134532e-05,-0.0015584504814606743,0.00028281559749380634
PPP2R5A,-0.0007806922458670226,4.293809095334831e-05,-0.0045512238530253405,0.00017149432265418978
TP53BP1,0.0003390663966642963,4.611610335349417e-05,0.002145869991215174,0.0003280121939859028
PTPN18,0.00023584746214164466,5.760582084214336e-05,0.0011149502967223023,0.00029388192954625276
NCBP3,0.00041583502328999995,3.130925493218377e-05,0.004982192461954837,0.0003621853653518608
SRI,7.518790696196036e-05,7.013782060800526e-05,0.0004407604087195131,0.0004029888330615973
UBE2D4,-0.0003067365397000581,8.458879532439458e-06,-0.003482839101127544,0.00036298305802976
ATXN7L3,0.0003646419647201437,9.160279376396558e-05,0.006972854260266457,0.0004292778105687166
KIZ,-0.0005350497498018508,7.82839892114819e-05,-0.005218269931178176,0.0002914216867959017
APEX1,-0.000737410667416334,0.0001274098376349279,-0.005964739442523961,0.00035114722961726894
SNTA1,-0.0005290068283214497,4.5999998228825356e-05,-0.0040621561965469314,0.0002439225449689848
METTL4,-0.0007373550823395935,6.478992821941643e-05,-0.0005781686517258806,0.00025104787780779613
LUC7L3,-0.000904501166214358,0.00010451770315379553,-0.0029443108841606196,0.0003725990667572707
ST3GAL4,-0.0001879674317723639,3.097403089090765e-05,-0.0015516638351287392,0.0002508357609490713
EFHD1,-0.00012983710238157332,7.430228507285594e-05,-0.00289536580093898,0.00020552718276980604
RCAN3,-0.00012456110182027354,2.4812030026859206e-05,-0.0015740121237820958,0.00038063173891911647
GPSM2,-0.000737727505896679,6.434254784600894e-05,-0.0037156743731148953,0.00021408524306925147
STX16,-0.000845381268601142,6.873358442950897e-05,-0.007979687875897831,0.000259313556588823
WDR60,7.686864649324408e-05,2.6645295088594368e-05,-0.0005592136986811949,0.00016125685924393528
APOC1,-0.0004854635183267066,2.7510002500019647e-05,-0.0034514761018634085,0.00035948924272666933
RHOXF2,-0.0007644360638244309,6.936440977020649e-05,0.0019779592364159203,0.000312380293955493
PRMT7,0.0006901581628345457,4.705906937859297e-05,0.0016167004643984164,0.00023071842361555497
MRPL50,-0.0005973022055546408,7.037923792113093e-05,-0.0016366107439898657,0.0003554849533884277
FGF2,-7.97384977722395e-05,5.555350238917161e-05,-0.0009595242461734493,0.00018796500614964422
ARRDC4,8.734594291296248e-05,8.725281656192654e-05,0.0066124414841262176,0.0005502622972057552
SLC44A3,-0.0002391959872631839,5.137507097244769e-05,-0.0009021269161754612,0.0002983850784853069
SLC20A1,-0.00025698724601805627,2.011419429425445e-05,-0.0006264077230993902,0.0002533455503296032
DYNC1LI1,-0.0008312323585339008,8.482779394055479e-05,-0.005274215533609703,0.00033364215533844983
PPIP5K2,-0.0001924219045184129,3.8787682469704515e-05,-0.0010324548511519993,0.00026037140421870063
SLC16A1,-0.0007016649258664352,8.26652088549944e-05,-0.0021100072264849234,0.0002904457591698368
PPP2R2B,-0.0006605065114434267,2.8783280197397137e-05,-0.0035295502951352975,0.00014367853172037322
DMTN,-5.595123575324143e-05,5.7508848181422e-05,0.0008398680930032902,3.817104315789556e-05
LARP4,-0.0002726206422855426,8.83730198355323e-05,-0.0013279278695138876,0.00018561488736565336
SCNM1,6.24621631888028e-06,5.194505372589764e-05,-0.0017733327759622201,0.0002746343263971834
HEYL,-3.893174420375653e-05,3.286092061169745e-05,0.0010478132699274036,0.00013922424070374954
LEO1,0.0007316995001928264,0.00016839967797655593,0.003474019006729815,0.0007195652446173296
SOX14,0.0006669344585643204,6.957615373076468e-05,0.0019484459402944812,0.00023523020621035905
TCEAL1,-0.0008717852285959436,7.891361136044448e-05,-0.005862856408441122,0.0006066204475967433
HARBI1,-0.0005071959737658966,3.703887462256618e-05,-0.001902357907223855,9.620655615205725e-05
TSKU,-0.00017170242399783503,5.1769857887296655e-05,-8.994122534146149e-06,0.0003028070007472795
SMDT1,-0.0008120149160748318,6.865735703377382e-05,-0.0025348143337462618,0.0002514238512154473
HIST2H2BE,-0.00013720634087793071,5.6864348259055616e-05,-0.0006197323706484141,0.00022309715021091346
MMP1,-0.0006495852383938326,2.611206541330402e-05,-0.0035365964701130946,0.0001583950617707488
ZNF251,-0.00029897203673232356,2.447455533766767e-05,-0.00267635188599016,0.00015220205844459833
CR1,0.0005592671697128348,2.4520171098399624e-05,0.00459561057550147,0.00028527866767755
MUC12,-0.0002484201285807494,4.6215738019403596e-05,-0.003137030789956461,0.00020257965911022212
ZNF345,-0.0002856674465282593,7.066572806731541e-05,-0.0023552851860658567,0.0002136005066420187
MC1R,0.00020230394456102527,6.913052021577729e-05,0.002171123972931817,0.0003567712491676701
SPIB,-0.0005008680056642602,2.1234204169765174e-05,-0.0021205832162181637,0.00016738609512806238
HHAT,0.00010838805118344697,6.250883006567285e-05,0.0009215460813829736,0.00028621915709058684
POU1F1,-0.0008940723542424804,5.136306055438608e-05,-0.002995415768093275,0.0003186821789447518
IFI35,-0.0009588379069376529,5.234709845010604e-05,-0.0042560808068621,0.0004051773910343985
TEAD2,0.00041943468044512987,8.022214114170518e-05,0.002484527190386503,0.0002640832409954964
CDC14A,-0.00023362715014011584,7.842067726479435e-05,-0.00143473322396349,0.0003365813402220573
RSBN1,-0.0006658980926555728,4.789726963592849e-05,-0.00422737007949687,0.000236032281840074
ME2,0.0004260635607283128,2.4054731643676823e-05,0.003399642532702106,0.00028164240063462825
TECR,7.137146078017749e-05,5.772599769658152e-05,-0.0011942406823406769,0.00030465250959237593
SOX10,0.0007541184971779378,4.7763038394937244e-05,0.002308664245825479,0.00020530070111253736
DDX17,-0.0005597143664251775,7.50891451721493e-05,-4.087715024646623e-06,0.00015438560730550747
PYGL,-0.00036967053280127294,4.4265195199039e-05,-0.0031294496098228214,0.00031172147609198413
DHX58,-0.0007165669861151361,4.27022090172748e-05,-0.0024073288306980705,0.00012367357889947795
RAB29,-0.0008984390854154024,6.435401869918726e-05,-0.004175126350910918,0.0002358171266536384
CTSD,0.0002144708113882042,8.176816182018733e-05,-0.0007724310227298507,0.0001448065374717709
CHD6,-0.00029537903302633754,5.207790240467082e-05,0.0008965035242962984,0.00014806033518499355
CEP250,0.0006496439489746755,3.596721509623925e-05,0.002171076687013274,0.00014790951954878862
SLC6A6,-0.0002675312577929181,3.624915453414073e-05,-0.004419913710438844,0.00026944677595943197
SMPD4,-0.00032689545956587744,8.375196075297254e-05,-0.002559713405613653,0.00039252054795489385
DIRC2,-0.0002416330725204463,5.5223123820912375e-05,-0.001895161539947091,0.0004235503504107547
KIF21A,0.0006335101887423626,6.132436879774401e-05,0.002925458312523312,9.29136379814418e-05
IGSF6,-0.0004497082483011283,4.400456117786408e-05,-0.0022400353659960764,0.00030311334432013754
PTPRF,0.0006146607674332658,4.573293134913453e-05,0.0017518707363704763,0.0003056423403217603
IGSF3,-0.0002614425555295204,5.131335413078243e-05,-7.31428012570689e-05,0.00013096526653406295
EIF4EBP2,0.00023978904161411265,3.710726491175233e-05,0.002530443123415227,0.0003116140672813662
PIP4K2A,-0.00035181636945019284,6.994604303362247e-05,-0.001202340044163718,0.0001295266760912928
PIGF,9.217565667174577e-05,5.8033079545698335e-05,0.0015807409985465642,0.00033957352701437514
F11R,-0.00026089815491377047,4.091421075164686e-05,0.0016054390156460554,0.0001180823912554513
DIP2A,0.0007800635574769708,5.635309935497657e-05,0.00393370390027188,0.0001804324751637236
GPR146,0.0004569842758949943,5.984098574231819e-05,0.003325832893028142,0.0005540209484718502
ARHGAP12,-3.658099602881565e-05,1.2518245681676044e-05,-0.0013687632068628056,0.00037188451894153515
WDR88,0.0004178118512630193,2.2334837111717374e-05,0.0019058268926192552,0.00037765350484381507
FTH1,-0.00031245657855800377,8.581593915690946e-05,-0.0034594919222646478,0.0002629231033381067
MAPK1IP1L,1.712956252810202e-05,4.406943701106352e-05,-0.0015905603998667354,0.000272880291223881
RFNG,-8.321429336420819e-05,3.9720217724037434e-05,-0.0035381988208872963,0.00028311802073819757
NPAS2,1.6206961822439924e-05,9.613438455336982e-05,0.000244142124313834,0.0002909130375898573
PRNP,-0.0002545137816753269,3.961791131852603e-05,-0.003281877440070745,0.00034380286726440297
RAB33B,0.0001896511361487552,4.976499355808152e-05,-0.002064353149820946,0.0002656978742756966
NAA20,-0.00030135538499102973,6.404270058526017e-05,-0.0006940819603963238,0.0001897667407606521
GCSAM,-0.0001793736556346982,5.5655250542057846e-05,-0.0006350803396876225,0.0003168557265455046
MRPS22,0.0004083095670637979,5.641876531386478e-05,-0.0002094570413003362,0.0003028981541975045
C19orf18,1.7260882887025703e-05,5.860591189265973e-05,-0.0007303227713144477,0.0002469847639445058
KDELC2,-0.0009553762695250209,5.4845065243521985e-05,-0.005899589103640882,0.0006359089714587405
CALR,0.0006101741029461688,4.7302309851797386e-05,0.00402478118044564,0.0001764028319879279
TENT5C,-0.0010954682748245785,8.642356146272407e-05,-0.004367139347320288,0.0002714747536236724
ZACN,-0.00022818361376866284,3.606781034930746e-05,-0.0002934937544200539,0.00016743849752746875
DUSP28,-6.349378259983373e-05,1.7816802778565073e-05,-0.0009306117002394289,0.00015153200105794015
RYR1,-5.594895858964961e-05,2.2816129325347418e-05,0.003302342236139888,0.00033056825081937113
CAPZA2,-0.0010008851523249102,6.668391840780271e-05,-0.005020830280152896,0.00024661357509541564
GALNT4,-0.0004239103749880387,4.02214667432513e-05,-0.005020067486339191,0.00016843038142428355
BIVM-ERCC5,-0.0005366251852795326,1.715694322052549e-05,-0.003621761847698572,0.0003987680012324492
RFC1,-0.00043084400893719674,5.9372345106347755e-05,-0.004048956153364589,0.00016115766727559924
GRIPAP1,-2.175444497899199e-05,5.1637534137167006e-05,-0.0007465718601636272,0.00022409451038089414
TMEM260,-3.728799593481848e-05,3.5506398150170604e-05,-0.0004183751014085165,0.0003211912460825758
STK10,-3.485389811950781e-05,6.816856115716242e-05,0.000859121054390128,0.0002965771430023173
ALG6,0.00033031288584678913,4.142572761311702e-05,0.0035301205046201546,0.00029172331750406175
PXMP4,-0.000995545662183717,0.00011808893618964122,-0.0008965136143470459,0.0003215205161855207
SMS,0.0007497171084283354,9.328419764709857e-05,0.004628347522878098,0.0008004021683359056
CDK5RAP3,0.0007097668298334286,7.143282686524926e-05,0.005030347418132691,0.0002950693357162738
ANAPC15,0.0003722796856661133,4.292548804873267e-05,0.002011892071561175,0.00013397016505869216
LY86,2.9894100757499785e-05,7.507507503403542e-05,-0.0003175110312635584,0.0001578188970161555
PCGF1,-0.0008296241589862907,0.00010629912992664302,-0.0018819018069070321,0.0002157315206158662
POLR3GL,0.00017470046703276274,3.365013488629849e-05,0.002881276938807824,0.00047617056436325073
MEA1,-0.00021615469105893,6.059416772663968e-05,0.0004078129577411183,0.0001574388285512631
PROZ,-7.300694230518928e-05,7.793069221816164e-05,-0.000447205263945232,0.00029892216966770927
RRAS,-5.84707257086516e-05,6.214041610085441e-05,0.00012771540534494837,0.0003093953427382746
HOXD10,0.0002950085696929238,5.552348474160201e-05,-0.0021547023239519834,0.00019485059779400017
AKIRIN2,0.0008401396425790573,0.00012177544129431442,0.003040633726873259,0.0002518387557151688
TEC,4.1460723994963224e-05,2.944360950376737e-05,0.00015005688097688934,0.00034813735326751685
RNF144B,0.00031018826340784906,6.892971465631739e-05,-0.0024121608652259686,0.00016212789473155992
PARP9,0.00013109597142154576,6.443571687322493e-05,0.0031417106706937863,0.0002791701422015004
MARCH9,-0.0010050570439176167,9.37036804501155e-05,-0.004386847333305496,0.0002612228108468389
COMMD4,0.001070218474088711,0.00012812869515732827,0.0037842078471456617,0.00023196443757398413
MGST3,-8.554218925798288e-05,5.9113473331730874e-05,-0.0030046009171834495,0.00011763902585163056
RABL2A,-0.0001837346939855562,5.300537586267191e-05,-0.0005053779278337482,0.00021401702765033828
PPP1R18,0.00044861802536473995,9.41524630627865e-05,0.0038733038326866144,0.00018840528005788736
TAGLN,-0.0005378786503525059,5.1690401205614814e-05,-0.0034800563000878457,0.00038659547332766384
CSNK1G3,-0.0005530160304522228,7.650076850778381e-05,-0.002983400655883865,0.000175867002828086
FLI1,0.0004206514332729519,0.00015068914694779298,0.0063256663680290644,0.0005519141122014924
CDYL,0.00037447544261300883,4.0261037237966176e-05,-0.0014858504901350273,0.00017401255299672277
RNF111,0.0006000232669464932,6.199394649030475e-05,0.0022385980857840696,0.00040573447145179475
ZNF221,-0.00025722471848735123,3.88699097895258e-05,-0.0013531470609379759,8.312024670811302e-05
TTC9C,-7.933227519937859e-05,3.8713688727249656e-05,0.000572406929318431,0.00039583261381643273
COQ8A,-7.441302879112544e-05,4.954545634598211e-05,-0.0016558899242986285,0.00031224993692315333
EXO5,-0.0004477038334547424,2.716573270461122e-05,-0.0013347612628518107,0.0003733017277066885
SLC9B2,0.00023410222871528464,4.9928248102604576e-05,0.0019416119598704717,0.00015204523474846157
RELL2,0.0002345443120322999,0.00014066381513765008,0.004110085021987957,0.00029965256577726935
CENPV,0.0019594047959476356,0.0001353047971467481,0.010361483073384628,0.0004027258719662264
ATP6V0E2,-0.0002828595567881013,4.88223865334981e-05,-0.0017749976592319043,0.0002759931416601479
