,coef_mean_ota,coef_sem_ota,coef_mean_Diff043,coef_sem_Diff043
ZNF19,0.0009652803917083906,0.00030013904842267407,0.0006366958991878688,0.0002197592564725859
NIPBL,-0.009205729336244719,0.0006113747864702598,-0.0001296077493690121,0.00011327953747803216
ANKS6,0.006375706625284484,0.00024143712864287828,0.0007790113851824218,0.00030886661886952267
ENTR1,0.003895394015126356,0.00010930820836097189,-0.006636787829362811,0.000419978518810715
ANKDD1A,-0.0002712556144235733,0.0003640926644635701,0.0041731728893110555,0.00031433038190130684
FBXO22,-0.0018784287188530718,0.0004936203262921178,-0.004405902937709354,0.0004970356352757656
ZNF146,0.0029723634387103085,0.0003867082607960147,-0.004146663379879331,0.00013970728657424516
KLK1,0.004736904178465233,0.0002743438585586948,0.0037748061554276962,0.00022951007899651082
NKIRAS2,0.002571332984740564,0.00034892267579682355,0.0020634776838878537,0.00023321257002017947
RHOH,0.0015011273994780753,0.00043019824886977696,0.002934990420724217,0.000226853724895639
PTCRA,0.002630133182502549,0.0002941143202154384,0.00012320745884908716,0.0004229940063820092
TMTC2,0.0032967125968490067,0.0005020768819302454,0.0016975955085264493,0.0002681544969864896
ZBTB42,0.004095008352459241,0.00031985341831259814,-0.0007960449940386211,0.000259617155889713
ARHGAP45,0.002223166208840211,0.0004393485095098002,0.001103004984587002,0.0004253591252959653
UQCR10,3.518505445037766e-05,0.0007727053847951069,0.0008409903350486542,0.0002108279950781457
ITSN2,0.0011240488269702166,7.502734522531379e-05,0.003617933216995639,0.00021587947741273522
NUDT16,-0.0022618292116718995,0.0002647485516466099,-0.0016449471518656083,0.00028456157574990014
ZBED5,0.0014244396762565074,0.0001531478457772166,0.0014942435814173424,0.0001895057707571728
ZNF853,-0.0006471259414514093,0.0005215252965670052,0.007402883174322606,0.00027311630668440926
RNF103,-0.004432137137204568,0.00033653987557550436,-0.005497347236531722,0.0003164309255456156
MRPS6,-0.002915106168944292,0.0004536338676983791,-0.006278950210916072,0.00041664736938095835
FOXD1,0.0071320447643947625,0.00012236118179450372,0.0014353177372861405,0.00013843284360603224
USP27X,-0.007240833007564912,0.0004696348480159476,-0.0029735974921600897,0.0003169286777826697
CCL3L1,-0.0011691485606104474,0.00023452484740601372,-4.270816936343593e-05,0.00036205337867549904
CCDC124,-0.008014119230574704,0.00048321830578027696,0.002054113729214544,0.00039439597357501555
FBXO42,0.01111605717420806,0.00014167077360746334,0.0012974235673019227,0.0003926146212625455
SYNJ2,-0.0066482304002048,0.00020350634334827215,0.003151101124790517,0.00032655728200326313
PIBF1,0.008080259148984378,0.00048273464713494016,0.004214823128922934,0.00026020702944246104
CEBPE,-3.446286577891643e-05,0.00042210573817582346,-0.003225925771452013,0.00018140297770032965
STX1B,-0.00246355735222708,0.00033229242765595306,0.007523782281393658,0.0003259691738701121
SLC25A15,0.0042854855765537886,0.00022517164244280566,-0.0012121633176870308,0.00017640938388930466
DMXL2,0.005121897865511735,0.0003274427648078314,-0.0028301937294687362,0.00019762412443105373
ANKMY2,-0.003759745094310324,0.000497715146662631,-4.120235699712448e-05,0.0001669533576255107
PPP3CB,-0.0015766046333489012,0.0002065588651388082,-0.0011662472308800222,0.0001312359119346794
CASC3,0.0038786035138231706,0.0009326241159802516,0.008044471761078465,0.0005739207007182234
GOSR1,0.004156521141529544,0.00014421910911216845,0.0009374887641828659,7.03864222146421e-05
POLR3G,0.006826944847459632,0.000457545770664625,0.0005729064243475414,0.00034773532505961253
SMAD9,-0.003938784203331034,0.00024182172079466327,-0.0006316692188409927,0.0003703107886176473
RNF170,-0.0034761023759309812,0.0004790078559313527,-0.0005875436670527651,0.0002008634102836617
USP9X,0.004431972191712439,0.0005045032513920926,0.001086177157194857,0.00023652211047423222
RAP1B,-0.001171090934184613,0.00017497873458695607,-0.0030630770931775555,0.00023613150939820975
THEM6,0.002308591961285556,0.00017974579278235006,0.002120130209043589,0.00034198699479671117
TRIM28,0.0004927179727836786,0.0005659732103633591,0.0007438646917802513,0.0003060919734717275
MPP1,0.0033775649622379807,0.00025908625140259184,0.001882351098195564,0.0003741986342151135
H3F3B,0.0050748035190095,0.0004774629218955092,-0.0009507372536633106,0.00032094306164748315
FOXF2,0.00674395243236908,0.0004584765017202919,-0.00099310996579145,0.0003146579833588857
RHOF,-0.007879949100186625,0.000690729965976296,-0.0033192827532951405,0.0003702021429262385
CEP131,-0.005047212629058687,0.0003790382873525448,-0.005692074205300867,0.0004294110486044165
DLX1,-0.003267525640480455,0.0003683694017241787,-0.004598635911672006,0.00037915660919085966
CISD2,0.00606585158167061,0.0004758687184261088,0.0009312138946939929,0.0003691941553069899
SPATA25,0.0036194035335513726,0.0003963135588539791,0.0004911618798782374,0.00021085817288860162
UEVLD,0.0023389239655059882,0.0004532576783332791,-0.0013047331774501617,0.0002914705109479
PFKM,0.003782037267910935,0.0004341964368089161,-0.006163123758115056,0.0001542461848537877
GNAQ,0.0038905875938462656,0.00045941159109661015,-0.00010671300835418157,0.00016351405837891682
PCGF6,0.0039168736702706285,0.00044125563031568353,-9.576476350635224e-06,0.0004233405769352699
AP3S2,0.0025282611928707523,0.0003668158793542374,-0.0029393087203633274,0.0001577890007532498
GNPDA2,0.0020604817514031206,0.000187020275296012,0.003710486826389821,0.00015780961232635853
SERINC5,0.001532872302211712,0.00060312297265226,-0.000323339836337851,0.0003529437970691999
CASP3,0.005889642922528247,0.000369484679981702,0.0014314292596779034,0.00021075472841486806
SP8,0.0016338942029256159,0.0005634845439539881,0.0005833014407505326,8.581999955575904e-05
ARIH1,0.005307818905210071,0.00047422510733848065,-0.0008565870629711717,0.0003339006107980157
CRK,0.002409281655086142,0.0002820276007415233,0.00321306430501095,0.0003318186244569108
KCNAB3,0.0040403821187898255,0.00018862794366242527,0.000686390579302615,0.0003054049040800626
GSTA4,0.0071814062738363455,0.0003608367580669156,-0.0017062697477229043,0.0004360144567611127
ZNF415,-0.0032729261066309205,0.0003732232824521267,0.002099844176618042,0.0001932326532402798
MALT1,0.0020815914639888155,0.0004091513034221336,-0.0004339142699850454,0.00013064901210271823
CLK2,0.0036400455205694822,0.0004108534793704026,0.005332216745256871,0.00019620034604437157
PFAS,-0.002215737412972216,0.00040946375997425973,0.0007104165043582546,0.0003890548638606446
BBS10,-0.007140685403484259,0.0005747520973745057,-0.006321260051821281,0.0003932203168761986
TIGIT,0.005185531912634954,0.000517246598480708,0.006071783206410884,0.000239504928957851
NOXA1,0.0029952043027054107,0.0001887653664963896,0.002871530952360085,0.0002497938959409906
TRIQK,0.00485948363408024,0.0004141931506305887,-0.003825174642731362,0.00044225202741116055
TWF2,0.003064982795252893,0.0005227115640326019,0.0013844751834932562,0.00015428713979352216
GATC,0.0033108956633105596,0.0003841079878410013,-0.002308633412021645,0.00035008071003443956
PER3,0.0042755317620071145,0.0003932786975450509,0.00672519324143094,0.00014991252371856408
GPBP1,-0.0024968693868361027,0.0002030634647489337,-0.0001000278399384316,0.0003167494347934504
PPP2R5A,0.006186647927006772,0.000512265818509333,-0.0003917388229664646,0.00039494373368567675
TP53BP1,-0.004580095321933494,0.000767577849261592,-4.2678082207058425e-06,0.00038742649934492984
PTPN18,0.006056172201099998,0.0002469049971758475,0.0038456491142475078,0.00025257306263979344
NCBP3,-0.00423443058832914,0.00039788551137470273,-0.0036172787526473184,0.0003142723157186131
SRI,-0.007939176667793195,0.0004157784686735723,0.001235241038876168,0.0004063556075725031
UBE2D4,0.0073599387438445865,0.00017836828867037578,0.001433283281976896,0.00020593923516221702
ATXN7L3,-0.014644011719050078,0.0009142850398771024,-0.0026833461805381978,0.0009046651217376137
KIZ,-0.0028758020972828756,0.00036722789339157326,-0.0002405981106733233,0.0001885128835250132
APEX1,0.0044545868824505995,0.0006990066253411263,0.0020595446958284963,0.00029129054478066625
SNTA1,0.0029348883869864733,0.0005744672839546279,-0.0017279667898198996,0.0003704419635412759
METTL4,-0.010219436156316302,0.0006712016449460619,-0.00842863869900774,0.00019415990367404364
LUC7L3,0.0007895194913438497,0.0002750391624611716,0.004331392020462634,0.00033105599995204686
ST3GAL4,-0.0006325797660694394,0.0001457418741916545,-5.754737504389236e-05,0.00016620776524835226
EFHD1,0.0032346888411793353,0.0004132391070131109,0.0032946661289187454,0.0002862870925421242
RCAN3,-0.000378630935165269,0.0003951230116552645,-0.00018286868520159822,0.0001620716709785825
GPSM2,0.0030096748810717897,0.0003048935336312088,-0.0042136594914524705,0.0004252054445806254
STX16,0.0076312663984971895,0.0006215666695283841,0.01260551152844249,0.0004198285064520975
WDR60,-0.005823254401787605,0.0003733985467766969,-0.00441820681047878,0.0002103336279590091
APOC1,0.01014784431878437,0.00037534620464803575,0.008074543128419674,0.00036164556422684137
RHOXF2,0.0009176167131081257,0.0007997216342701327,-0.00021079739217173596,0.000489420956947173
PRMT7,0.001817942829916266,0.0006160796004932331,0.0015379775011449062,0.0003538837674750083
MRPL50,0.0055425411431767446,0.0005820935305334257,0.0014325366975546964,0.0004492185169002909
FGF2,0.0025984747793736393,0.00042962076204757464,0.002444553798316511,0.00015861719678985706
ARRDC4,0.007069545401756044,0.00037387588985134584,0.0024974893412173264,0.0006956906838788183
SLC44A3,0.007798847439189056,0.0002689700160351231,5.475708294694734e-05,0.0003458789840934312
SLC20A1,0.0022050110619059467,0.00045225224821656714,0.0035431636787327755,0.0001505988527356471
DYNC1LI1,0.0043136160859088574,0.00040564104440435247,-0.004499956128049493,0.0001428640780337585
PPIP5K2,0.0023297686618826406,0.00038351399456880084,-0.0011381981882868022,0.0002384767699832432
SLC16A1,-0.003291952843222612,0.00033475159436606553,-0.0016026694747417573,0.0004903987844688738
PPP2R2B,-0.0015436023851017962,0.000350366669997129,-0.005844334494859762,0.000249621090502934
DMTN,-0.008406961244300456,0.0002875445955040418,-0.003019288653151465,0.0002544171795129819
LARP4,-0.009383302536117218,0.0005676747328765093,-0.003549535247649672,0.00030739961760197675
SCNM1,0.006683741500348145,0.00036924776893386993,0.0005428799364793162,0.00031114309554837466
HEYL,-0.0020809059523047443,0.00025244424704666416,0.0007858398164374769,0.00037521389162063426
LEO1,-0.0055303240709548476,0.0005862583875413011,0.0015559590277503862,0.0005702842445165186
SOX14,-0.0031572606324982433,0.00018442495250482757,-0.0036598818442929682,0.00012609622804868854
TCEAL1,0.00807646274063862,0.0005122635282485382,0.0018138230679964492,0.0005992068345388675
HARBI1,0.0015283582906531622,0.0003380866430059301,0.0008717046062802312,0.00026155891565321856
TSKU,-0.004010192062203892,0.00026654668886336093,-0.0007197838393794533,0.00027392026793808175
SMDT1,-0.0046760880593440645,0.00041192559933864024,0.0032974536894646994,8.294964044389202e-05
HIST2H2BE,-0.00298644599622465,0.0003494358457493517,-0.0032840640905876287,0.0003759486664961849
MMP1,0.0028497289708364682,0.000682638085359702,-0.0006798504002200886,0.00022283716872652972
ZNF251,-0.005766064836013817,8.730567190128582e-05,0.0006228185034756778,0.0002600659975931533
CR1,-0.00666547874461014,0.000520251494078244,0.0018160535960839192,0.0003267429466192529
MUC12,0.012052186275115001,0.0003697548263796002,0.002440005239669022,0.0002693291344858184
ZNF345,0.003221371016881755,0.00030243597772925237,-0.000455475822155069,0.00032572236531515424
MC1R,-0.003475183699729418,0.00048721507563270067,0.0004901331665927939,0.0002708058877846464
SPIB,0.0012181530509195913,0.0002935513852101372,-0.0018304193720037915,0.00020478325932753887
HHAT,0.0028186322120791986,0.00024595372441681173,-0.001946979458788025,0.00020091168421084346
POU1F1,0.0051568517395335365,0.0003529175018807432,0.0031293008334947877,0.00020597245491622777
IFI35,0.011507687970374152,0.0006905899472997323,0.0060882281226921405,0.00024277271361685844
TEAD2,-0.0038695181458825285,0.0002254980298238249,-0.0036823477842905196,0.0002869226945615436
CDC14A,-0.0035649506662233862,0.00020824820273970644,-0.003241907476199288,0.00029984472868425124
RSBN1,0.006854235434482212,0.0005094762017343039,-0.0014489396100480089,0.0003745277235870753
ME2,-0.007974121208178413,0.0002197936374589218,-0.00494603680591243,0.00023971010213314568
TECR,0.0069738713471966226,0.0003205438657369918,-0.002329558341249227,0.00037378546508883535
SOX10,0.0018464395498060406,0.0005075592016526779,0.0008724130217185464,0.0004231533236699616
DDX17,0.0018157257119574984,0.0005189926373582424,0.0010734414859854364,0.00037003047730608846
PYGL,0.0014342271767927937,0.0002221681760319063,0.00097597493012277,0.00024359172894721678
DHX58,0.005090031592565108,0.00033442034406832617,-0.004195853609569495,0.0002808946381829951
RAB29,0.0069560451771983195,0.00042398284230886143,-0.0023702842691086805,0.0001025583310215042
CTSD,-0.008919404594568445,0.0003141412986719901,-0.0038171035685051714,0.0003846332602168449
CHD6,-0.00039716807543063915,0.0002556956482136563,-0.0004906134523054654,0.0003060027240702771
CEP250,-0.006593129762987576,0.0005711025126361357,-0.0036609447592880684,0.00018678595723055924
SLC6A6,0.0024849086055890642,0.00032004508510703007,-0.002953207150396848,0.00048632275495838695
SMPD4,0.004727165143008389,0.00025339977305938546,-0.0008242685145424181,0.00031559039937945993
DIRC2,0.00413500026326593,0.0002552783539569742,0.0016867792966541169,0.00028383150471819406
KIF21A,-0.006848474832464235,0.00046793345220774626,-0.001903487780120618,7.935306891200617e-05
IGSF6,-0.0014713492008682893,0.00030177681626411524,-0.0007874178070000912,0.00030196254043382933
PTPRF,-0.008075075815607766,0.00021259246243064415,-0.00460726883663051,0.00026901795920240997
IGSF3,0.0023235328078638835,0.00014311345026512355,0.0010330056329483617,0.00018156099628939508
EIF4EBP2,-0.005997397950049904,0.0006321013062391977,-0.004497400345591266,0.00014431336706850715
PIP4K2A,0.00335710255077035,0.00046044624795336014,0.0026059137011888223,0.00039077388262574763
PIGF,-0.0027217694645122028,0.0003280210188953729,-7.812679478131249e-05,0.00022942177956631571
F11R,-0.0020210654257615543,0.0001534401096305913,-0.0024974140529808865,0.00019151147427577865
DIP2A,-0.00483584950522629,0.00043937629101973224,0.0002626661779059868,0.00025676265909730685
GPR146,-0.0013886170194671295,0.00043714229984523947,0.0034334846554442576,0.0003802831148825958
ARHGAP12,0.0030903791851732954,0.00036311993763718606,0.0032763913129768988,0.00026661994754765135
WDR88,-0.004625917712683536,0.00044167342487415735,0.00011517066619825072,0.0001252007481888098
FTH1,0.0022929639353039422,0.0002652072296310724,-0.0035660731863146277,0.0003428857329186734
MAPK1IP1L,-0.0003818838485047201,0.0002051064514472488,-0.0010472999300754923,0.00020340492693258545
RFNG,0.007480103508902618,0.00033029301869828045,0.007600048672434007,0.00029105161433562037
NPAS2,0.004571364250649776,0.000546103909917688,0.00448801512815852,0.000285534051781882
PRNP,0.0016291800040202167,0.0002158450737043873,0.0019470849297334423,0.0001578044497448895
RAB33B,0.003312578230247563,0.0002482468616158462,0.0025490461249358825,0.00032482944750521854
NAA20,-0.003232008555759669,0.00039905350519018966,-0.005147923426143805,0.00046488933973359083
GCSAM,0.004655125736630192,0.0003169758750969147,0.0012816153060029075,0.0002716645217219615
MRPS22,0.003933751906801364,0.0002756413871651616,-0.0004898161346156224,0.0002673227883735903
C19orf18,-0.0032012828977011853,0.0003335181724215528,0.0028689039620207793,0.0002898932169902655
KDELC2,0.009831677333600275,0.0004461037113217162,0.00875743007573826,0.0006214906726351039
CALR,-0.0007589825587318081,0.00039869019615895344,-0.002915437580253994,0.0005109655390708983
TENT5C,0.0014022147353366624,0.0005809482295796874,-0.00249559435048137,0.00034058657102833446
ZACN,-0.0042900741981269945,0.0004858503978428629,-9.202541145353769e-05,0.00026457596188099946
DUSP28,0.0006642944181429002,0.00031352516949119294,-8.18687652432005e-05,0.00018932680968165722
RYR1,-0.008929550838277196,0.00016839006392716153,0.0036865004438012133,0.00023182389751050006
CAPZA2,0.006363858697854103,0.00019646959319174993,0.0018258962743670452,0.00036441530539015293
GALNT4,0.003589895590063711,0.0002441432961405667,0.002386123993948102,0.00028434817077705067
BIVM-ERCC5,0.0028052654093416473,0.0005575321889260395,-0.001674562773945052,9.339448040748335e-05
RFC1,-1.624562824594092e-05,0.00028029150740553936,0.0023007971428949314,0.00013864485917422287
GRIPAP1,0.004750465721455149,0.0004991734087515014,-0.002480836119480828,0.00021439336705037182
TMEM260,0.006862409560218682,0.0002067147200996545,0.002896895812312126,0.00043927912638252363
STK10,-0.001361057085319612,0.00020073382207733516,0.007527733828621876,0.0003960933068902136
ALG6,-0.0021854179977440157,0.00013832404361579907,-0.0005140024800275886,0.0002639244405688389
PXMP4,0.0022053457685273607,0.0003856009167352062,-0.0027175829220144956,0.00037596015096782705
SMS,-0.0029687728443158466,0.00029055847220383523,-0.0004905972725802127,0.00016094813428539363
CDK5RAP3,-0.017454989729898108,0.0005916147040020825,-0.0019896832613135566,0.00039430444382898826
ANAPC15,-0.005151055926266452,0.0001932962778134704,-0.004640016038601058,0.0002404140192981028
LY86,-0.00043402279722138586,0.00018832115870245087,0.008391974967963595,0.00010610313089017227
PCGF1,0.0020078159951771824,0.0008049945760164747,0.006553421622304564,0.0006135635501368514
POLR3GL,-0.005049191316146056,0.0007754281707973386,-0.0037357667497258614,0.00034313157474958635
MEA1,0.004359614133921995,0.0001806572628576845,0.002977071079955615,0.00010265948243204579
PROZ,-0.004697139678731499,0.00036676321341977007,0.006458370045433343,0.00016449873602050166
RRAS,-0.002369683916338958,0.00027412013755277645,0.005215531888313795,0.0002843896657299471
HOXD10,0.0027117350781902514,0.00036877365292911705,-0.0017548261967257027,0.00023090980139017499
AKIRIN2,-0.013537037343690366,0.00036098419347639665,0.0027807728346396373,0.00034067918116257017
TEC,0.00015711189729293086,0.0005144552852847857,0.0010719299385787075,0.0003216752723978871
RNF144B,-0.007488766814959917,0.0006819967398152711,-0.0026717806317100865,0.00023177322039520985
PARP9,-0.0033445654584381623,0.0004647995553952111,0.0026986610817930114,0.0002248834959576328
MARCH9,-0.0004774209285472159,0.0003990191167245831,-0.0006633146067376065,0.00013111538321068975
COMMD4,-0.0007021472911899421,0.0006451839708900535,-0.0049750310905654375,0.0004162586688136959
MGST3,-0.004559075479148287,0.0005418382999973896,-0.00043600107498057426,0.0002976010592263151
RABL2A,0.001034890262147811,0.0004927327798557116,-0.0050003638730876975,0.00017722313244469327
PPP1R18,0.0007764793585875002,0.00032650499283588927,0.001171321737555638,0.0002616429874136874
TAGLN,0.003260070832056586,0.0003502595698836368,-0.0022035550796039565,0.0002471916124894894
CSNK1G3,0.004282426791682595,0.00031197438186786054,0.0021310568065659374,0.000291684429041537
FLI1,-0.009970274237677728,0.00039900356061333043,-0.00019250738811405402,0.0005178847317895465
CDYL,0.0035773763723163515,0.00036062338255057164,0.00034536448184969943,0.00010120595526468973
RNF111,-0.006183395002217281,0.0003060336286507397,-0.0029800542766046947,0.00011371301562426721
ZNF221,-0.0018925130969137856,0.00012176891606591288,0.0036989210903685932,0.00014624734037426345
TTC9C,0.0029207617227999107,0.000268087304738902,-0.003071127727530248,0.0003741972090823276
COQ8A,-6.3215862385124e-05,0.0003976518854225108,0.004353767860365187,0.00020029908720496406
EXO5,0.006411509517053905,0.00048031673220256984,0.0013721917555443832,0.000301916793838191
SLC9B2,-0.002083697195996396,0.0003076301450420218,-0.0017940858441638063,0.00019554329679708892
RELL2,-0.008645966851584978,0.0007190821697191119,-0.006308554370746684,0.0005038542633663679
CENPV,-0.007935623835171993,0.0008300171478038749,-0.00696373278892814,0.00027692315335749607
ATP6V0E2,0.006114757277451612,0.00016465554054284433,0.004385718054717169,0.00022000550773821972
TPRX1,0.0012849565257282937,0.0004321761269466068,-0.0002222525635941682,0.0004704656831606019
FDCSP,-0.003007735748833339,0.00040536996703022525,0.001176994105876622,0.00026058448118319654
SOCS3,0.0021359863002583736,0.00045951192157820135,-0.005158533739054021,0.00018783790244099395
SNN,0.004736742806637984,0.0003864238753129143,0.0014832851422996146,0.0003882423496769496
HMX3,-0.0006270478165553287,0.0004377512033748837,0.003365121912991139,0.0003950064723148202
SKOR1,-0.0019920869604698535,0.00020167054110897762,-0.0040179231717910645,0.00044677522804020575
C12orf73,-0.0013231180487162752,0.0004274272935638497,0.0015644437517586274,0.0002947344336754992
HMX1,-0.0035087756137511493,0.0002139581003453981,0.0012816513729356775,0.00020256629573698996
TMEM110-MUSTN1,0.0017540490112136317,0.0004697818607100828,0.003034940818205981,0.00017272140932943195
ZNF488,-0.0031367406833318684,0.0004022110212307693,0.000781337492509251,0.00025679044543017377
TAF15,-0.0008972344342147093,0.00023826760751623145,-0.0044659381461836,8.981438746311922e-05
HIST1H3H,-0.0014666334853869773,0.00032004144043051646,-0.0003040151199649279,0.00018304869917119644
ARHGAP33,-0.005502257372362815,0.0007283529530329503,-0.0006266923315756935,0.000260059495812139
GLI2,-0.007601553239334616,0.0004620694910043811,-0.0022317129935290037,0.00026123111991108617
