,coef_mean_ota,coef_sem_ota,coef_mean_Diff043,coef_sem_Diff043
PIK3AP1,0.0027037702550655866,0.00021487477755886903,0.0042396317389061765,0.0002575709914979187
CIART,0.004811490180354065,0.000317967094687412,-0.0008371156041144511,0.00025863568264557213
PAQR6,-0.0015743197596049178,0.0005358696421885778,-0.0017012512946657451,0.00046251344727319375
FAM208A,-0.011642379835692288,0.0003473536408879915,-0.003084673404514719,0.0003195352353168311
HDHD2,-0.0059191428114264075,0.0005223255732407829,0.0006095718104705934,0.0003010770753537439
TRAPPC2L,-0.0031703387372708615,0.00023369183924593743,0.0027821395792431173,0.0002837860082796035
TET2,0.006641898083941599,0.0004364919038883393,0.00544429158788128,0.0003504911334304173
GABARAP,0.0012333878241933655,0.0006260860322858696,0.0024709907877339143,0.0001975706835062966
TRMT61B,-0.0011567282461312108,0.0003528930279414756,-0.0073474617824500765,0.00036932059251245373
TRAPPC12,-0.0004857180808595672,0.0005006973475456362,0.0012482900401158484,0.00024487917382791033
RAB37,0.002032941693997376,0.0006318203001951379,0.0015851400754906691,0.00016062924974932162
PIGG,-0.0027058359849486046,0.0006807015715387565,-0.00461372080949159,0.00037537379054505116
B3GALT6,0.0014050907976146903,0.0003616557719127447,0.003894281549668507,0.0005013045540929535
GPX2,0.008220643168941952,0.0002696660899309024,0.0035969959048027995,0.0002480274167502711
MEX3D,-0.002838336209173761,0.0003364703178073989,0.004525194139870818,0.00016882923848937688
UBA7,0.0047904287561328415,0.000611946793350335,0.0005510239459165428,0.00012328897357637524
DNAH2,-0.0023411740670468335,0.00048748729546726225,-0.001469121835977211,0.00023732882268796295
FMNL1,0.0021318555983612106,0.00037975460864641354,0.0029509992027045026,0.0002711677320623563
RPS27L,0.001933706392505717,0.00020423017211671467,-0.001639651076783593,0.00014171036319659733
NRBP2,0.006059286072391599,0.00041951383822796056,0.001525886676515533,0.00025575958989638927
KLHDC8B,0.00047546584685917507,0.0003853481224704915,0.0015300370836828579,0.0002525517193599292
GIMAP5,-0.003391137391517498,0.00010737119509981987,1.2971718216883168e-05,0.00013230354920907452
MIER1,0.0005948008957015634,0.00010699453872314797,0.0010094622332755862,0.00030817828837284333
UVRAG,-0.007007800314941498,0.0003549857293251885,-0.009217709924692202,0.0005219027515108223
FIS1,0.002599445268346109,0.0005475664656730909,-0.0005985365413670306,0.0003570196322578832
NKX1-2,-0.006336573579040432,0.0005207066405814313,-0.0008687967012431375,0.00016325676075215764
CCL5,-0.0038680475016207062,0.00044748678278579775,-0.00014183141880178677,0.00026779301113627956
GCLC,0.006586144540238271,0.00039496641842121674,0.0044587670787410594,0.00028328625589028715
GTF2IRD1,0.00017363825693163652,0.00048228158587380193,6.44636337680518e-05,0.00018425480396259364
HOXA9,-0.0026472570415817854,0.00046418842124545235,-0.0010142069281652262,0.0003266996051666952
SLC27A5,0.0006561242790100869,0.00039324226975407544,-0.00018241942057952692,0.00027688341820586654
LPCAT2,0.0006545785474427537,0.0002680743708662754,0.0026987040153294757,0.0001723169367844013
CD200,0.0010880643822731885,0.0004551690554726724,0.0030693059299881625,0.00019701159502911314
PICK1,0.001571298229227558,0.0007471087142026168,0.003426712310724113,0.00023901479263976295
PABPN1,-0.0008811909899552369,0.00027856517069729114,0.0003856058335649387,0.00024448123096186905
ANKRD12,0.0032125287389415625,0.000508051853233402,0.0004828177741423912,0.00022507362063886718
ATP8B4,0.001593911933584062,0.0003206240666367669,-0.002925346325873052,0.0003350467487805447
CAV1,0.007019457173143046,0.0001996513461771632,-0.0011593175792882244,0.00041235135380175724
IQCE,-0.0038071539852654115,0.0006679232249575329,-0.002941740044979168,0.00025007145922398895
ARHGAP21,-0.006509221271484312,0.000518945869501808,-0.003582675135199226,0.00023015923649772347
GLIPR2,0.004745559721439245,0.00036711271475241064,0.00997703429564242,0.0005108387311915732
DNAJC8,0.009721102012582302,0.0007164521724545353,-0.0009208482269089469,0.0003155698322687251
PAICS,-0.0007296793455728586,0.0002490595569765337,0.001542894186026161,0.00024397087944405549
HOXD11,-0.006199379801366011,0.00032324348618197263,-0.000839854721142964,0.0002634236699073275
BCL2L2,-0.00013631057379419933,0.00018742244821116027,-0.00568611927089632,0.0003263056470502492
POMT1,0.0044426972604259376,0.00039029279880628504,0.00322745702951079,9.024902837849378e-05
KCNH3,-0.0015328478996761053,0.00040240657097248783,-0.00026339664463059245,0.0002929619650344637
TOR1B,-0.0004858252888726945,0.00037002007021556067,0.0007888527555940074,0.0002520187528509894
ZNF189,-0.007711246307715974,0.00020731066083526096,0.0024965998849249974,0.000254514041193899
CERS5,0.001892191806447057,0.00030129427437062005,0.0030168015739575676,0.00013163523694561684
MINDY1,-0.005842127375123625,0.0007238294922496922,-0.00294303525724977,0.0002207396598362938
SMYD2,-0.0014820159956312677,0.00010378898787625521,0.002972623380125072,0.00032383540622413627
ZNF385B,0.004268326271233011,0.00046193918158456495,0.002712248667866072,0.0001937614464323875
ARHGAP18,0.007261919820351817,0.00036898863237704276,0.0038244145413996082,0.00020023045919590276
PLPP5,-0.003771609272919281,0.00025330841590572945,0.0029729702246268025,0.00026188764028764596
UTP23,-0.00331092015934399,0.0002556318863637259,0.00035858870269779385,0.00024245839139997108
TMEM25,-0.008143454813102063,0.0003923979657158407,-0.00438936343393286,0.0001068397612390505
DUSP2,0.00028880577497241865,0.00025094784071928776,0.004470518234592965,0.00020341530248834758
ALAS2,-0.0018933757438857474,0.0004072133827559944,-0.002341003548351526,0.0001472759923153992
CYGB,-0.002308800600587009,0.0005010410048546654,-0.00037549737309537466,0.00010990212775903452
FAM102B,0.007012788353628502,0.0005273671162443308,0.0025340986935775793,0.0002764100585088895
GPT2,0.003098905219490998,0.0004621718044502338,0.00416274135520712,0.00035964578325907236
TPP1,0.0010705857678190527,0.0004514910411359541,-0.005578513303217302,0.00031836480807353833
SMR3B,0.003608839698193308,0.00041274456693030787,-0.0016746909676295398,0.00014385280319360446
ZBTB34,0.004181794536012091,0.0005782389664631894,-0.0017497227770620707,0.0003509009946227592
ZNF620,0.004553022713344834,0.0004197490883176918,0.002055096540927976,0.00041934506973890216
ZFP42,0.003417528604797884,0.00034632336505170105,-0.004095167738818941,0.00036043706773127205
DENND5A,0.005794696639803499,0.00023829541008175154,0.0042018782407845425,0.00032726187449250887
TMEM222,0.009229332300664167,0.0004425809937570552,-0.005748266104831276,0.0002844898411091958
TMPRSS6,-0.001241828950266038,0.0005627291451498093,0.0025972466261720514,0.0002274116177920226
PRTN3,0.001420545131847879,0.00033686486042964787,-0.0005635347953641408,0.00033472015089456783
YRDC,-0.008016548634757537,0.00025262432083610943,-0.007550552495397336,0.00036285250781181163
ZNF789,-0.0004040969337719986,0.00030403792939259885,0.0017709087770866102,0.0002735403771563037
FNDC10,0.003895013133166697,0.000504205627707668,-0.0018621403471477727,0.0002327554452630161
EID1,-0.0033792061637785134,0.000667815579170072,-0.0021576640866864246,0.0002757314545939097
TAF9,0.002387566519742838,0.00024625151276387727,-0.002851143720196656,0.0002661650753854753
NUDT18,-0.002374744673501971,0.00025792850936021144,0.0011405760174951515,0.00013079201835074594
ATP1B3,-0.0034501799508501233,0.0002655265466227094,-0.0022875194930495834,0.0002619026445242474
VPS9D1,0.005363859675915626,0.00022487689864866836,0.005600325658810612,0.00026769485109598743
LTBP4,0.0009057849043327829,0.0003005455260974585,0.0006636232925919888,0.0002324514953566724
PLEKHG2,-0.0012217926513586803,0.0002459606416035356,0.0015978564105503963,0.00015397959777522163
SMARCB1,0.00597663653225015,0.0005538996429574774,0.0071162578195947766,0.00035853889585914353
DIDO1,0.004432427858200845,0.0002868603750519397,-0.0012241381167984837,0.00019294608032152237
H2AFV,0.00339377198962216,0.000505472921280816,0.0010190365715927524,0.00043774172988812375
NPM3,-0.0012772752410118756,0.0005123947681483763,-0.0003045252820826747,0.0002599898990822802
SLC35F2,0.0006956463162842532,0.00033487937564333144,0.003024169049198476,0.00044208010356575045
CDCA3,0.005243812941334229,0.0004935376182234747,-0.0010037170593393495,0.0005132748814391266
TBX18,0.007709632521081108,0.0005519142624106383,0.0016660472797976633,0.00032532031200913536
SLC25A12,-0.001505109522304849,0.0003140861638004985,0.003652134776931413,0.00013211931063363265
ZSCAN18,-0.007886930626665647,0.00020129723004237352,0.003038779639131871,0.00020518779685194132
SARDH,-0.001032820273293863,0.00033792805260252464,0.0016312400127279016,0.00043489188240167806
LPGAT1,-0.0003806245977701757,0.00041829968851416415,-0.0029111583727406023,0.00013176973776708964
CPNE5,-0.002754798259747026,0.000306534319733083,-0.004905877702911758,0.0002495279304859679
MDFIC,6.000543693419581e-05,0.0003035892296829038,-0.005846124792026579,0.00022548327880661097
NKX2-8,0.0034512196265568352,0.00045382622129561096,0.006408948609873439,0.00018447401712164303
ABI2,0.00017843956915315572,0.00040680360086040447,-0.001473413226778061,0.00020508432486269912
RPTOR,0.007275743243578213,0.00020405990890367526,0.010425515727345947,0.00013438358529129567
IFITM3,0.0009080973158340427,0.0003233372967488436,0.00279681531026913,0.00016759372174234466
WDTC1,0.001320842617133844,0.0006665946395405996,0.0030453487272774026,0.0004685861629969879
CRABP2,-0.001513744907552844,0.0001466621127649695,0.00446849683731239,0.0003336907932174948
XPR1,5.035594040370302e-05,0.0010940766352061217,0.006160897024663622,0.0007907524034222167
PNRC1,0.003956034578732326,0.0004549016100843391,0.005237468304129171,0.0003719472777490648
VWDE,-0.0012333851041982954,0.00016281201016044733,-0.0032849374287491615,0.0001875987570183638
NTMT1,0.000591683962581144,0.0004887078183277938,0.00015406205850255136,0.00020335306496545188
FSIP1,0.004049854494257441,0.0002152680517397461,-0.0009636966612524729,5.5472819442344824e-05
EXT2,0.0014946012254160811,0.0002107256434269602,0.0004472047843514772,0.00011315175077685181
EFCAB14,0.0002156755411529131,0.00022503613148937016,0.002789950017524412,0.00033149822665595833
TNFSF13,0.003892751957698446,0.00048482834836507764,-0.0005474368062588277,0.00020646446228342143
MELK,-0.0025599506771259,0.00033890519546138175,-2.109730148335937e-05,0.0003094178242783484
YIF1B,0.0012828794114592332,0.0003568101222251078,-0.0008695382580008734,0.00018807036230602636
FAM153A,-0.007118544946030281,0.0005446685123645914,-0.001273208601192252,0.0002655105884203586
B3GNT2,0.00179989140475489,0.0004530976456869977,-0.0014662956940929037,0.0003917008068195117
DCAKD,-0.005418541748042263,0.0006846142224929993,-0.001689734361068309,0.0004963294606848806
KCNK7,-0.0037847384811523733,0.0006282953797395803,-0.002390857606286123,0.00018731219436597503
CCR9,-0.012058796237230367,0.00029911760811381777,0.0008609035621663397,0.00024537918545207774
DMRTA1,0.004979075160684305,0.0004958968880295217,0.007672392292889255,0.00038479402034173095
ZNF518A,-0.000898323324583665,0.0003886501661136889,0.00090735563539153,0.0003270308987880765
SPTY2D1,0.0011174312182460585,0.00040530748439956374,0.004441186496414276,0.00026744150359852827
CADM1,-0.004853501935908873,0.0003111317958728309,0.0009355312471032651,0.00038941340512286415
SP6,-0.0016030557198309172,0.0005156459097845108,-0.0020731146754534974,7.838144133802913e-05
PLAC9,0.008431754187845216,0.00014261311242703414,0.0005740851031321469,0.0003269788130656085
ZBTB44,0.0029243838062112774,0.0005018205318336285,0.0011225966082812394,0.00021825642436499516
IPO7,0.006647233528194572,0.00023169253513226495,0.003256074227767889,0.00025815952258080637
GPX3,-0.0009960261059656268,0.0002526375337922745,-0.003223390287271476,0.0002803045626383731
MYCBP,0.0039797590645378805,0.0002536561200898379,0.004366726247314078,0.0003078883566617007
ZNF879,-0.001406406229865178,0.00034857657156410363,-0.003176258095686274,0.00015607883042429268
ZBTB8B,0.002745658530043946,0.0005142945291450645,0.0008797096854416969,0.0003731138458144921
REX1BD,0.0006792831836643751,0.0002699523344770506,-0.00243993345878058,0.0003685659853847773
ZNF76,-0.0038670286179454333,0.0004757188928994369,-0.00022033554764386954,0.00022374160128837072
NFE2L1,-0.0006195658622280175,0.0003226883335627172,0.0024463422330039454,0.00015100918581694163
DERL3,0.009172008389894652,0.00043452170295099824,-0.0031876041850852,0.0005367121060918293
MTHFD1,-0.0004207098478902067,0.00041295568565808224,0.0008230766533460155,0.0004622393977600911
ZDHHC15,0.005580355244162573,0.00014844486071813665,-0.0017917947677685959,7.279259963734929e-05
SETD6,0.004002472000806526,0.0003216335992432568,-0.0024335066046844963,0.00028861383017026213
C6orf62,0.004135939773426796,0.00032926155834480563,0.0021610133103419763,0.00026573900038500553
MTRF1,-0.0005002018155912159,0.0003787873829524307,-0.0033670528751392746,0.00026313888796504785
ACOT9,-0.0031869424321539865,0.00042444417835921043,-0.001199302067364047,0.00029571080432903754
XRCC3,0.0036800286529334613,0.00019944250050025293,0.0008276242633929431,0.00010612177453254117
TIMM17B,0.000994497746090577,0.0006012113480151812,-0.00016605212151391715,0.0004965270505393917
C19orf12,0.00018575992195090065,0.0003318909736337751,0.0023196243166907866,0.0002625538017519944
TCEAL4,0.006437324854706541,0.0002999350787633965,0.005642607040064022,0.00019217926364506688
SLC38A2,0.0014267307204181678,0.0003903042633452694,-0.003021246381852322,0.00027322849019432836
XPA,0.005137568596397347,0.0007046535377268078,0.0018186292136551402,0.0002039799813143982
UNC45A,0.008570466032194746,0.000420547671321441,0.0021802148629469194,0.00031915021879393526
UGCG,0.007604911247532128,0.00035453147231856463,0.0026015753225276934,0.0003352424962295323
PLCB3,-0.0019463296772376537,0.0003644387196108978,0.00017892179351390047,0.0001726667935282313
ENPP3,0.002899947413373817,0.00021298866252654204,0.0035898193589981586,0.0003296210018081046
KIT,-0.003823689274461578,0.0001369377869541559,0.0006356758140687068,0.0002947450993223391
PROK2,-0.002044139681358387,0.00021714587331465485,0.0029630709141050078,0.00020516356546732554
FAAH2,-0.0009203847166338004,0.00037102114665528804,0.004744598789188469,0.0002687633554611176
TEF,-0.0060405058813847844,0.00038920166104802024,0.0007599707857145222,0.0003826786933619875
CXCL8,0.0011850363889833453,0.00016922807545266107,-0.0016373826222769716,0.00024974931786727396
AGPAT2,0.006462160073063763,0.00041593000556299257,0.00797639261095325,0.00033598173529040615
NUDCD2,-0.004783290123888709,0.0005495061163805335,-0.004060826078495264,0.0005743930079257137
KCNMB3,0.006134580492872334,0.00018901942867210287,0.006182821547132636,0.0003235926269726403
NETO2,-0.0064868590728030945,0.0004411970583847447,-0.003913348132834904,0.00021657050972046126
DSEL,0.004604913553896605,0.000258791157048496,0.000717436123617486,0.00014421683867922914
SLC2A14,0.004485667559773893,0.00032534315590289885,0.001579446255591441,0.0003083727636552847
FOXL2,-0.0040487451344188114,0.0005026075515183293,-0.0026213205194094754,0.00039456809757889465
CD55,0.0012590329236126419,0.00035032810294447056,0.0005679766536548643,0.00026556494295069553
OGA,-0.0022083415851303096,0.00036134449121062804,-0.004246724937615671,0.00018213609180092898
ZNF583,0.01162749535455099,0.0002797423649000613,0.0033883592388740088,0.00024557597812024825
SMURF1,0.0005133950306084554,0.00022557618653431974,-0.004563819964498022,0.00020566037987103998
EFCAB7,-0.001149200034603793,0.00037017929475372874,0.00013634936267325692,0.00030903374470852435
TBC1D8,0.0010115058598232727,0.00037867026177552433,-0.0001622441242794856,0.00024301539313808745
SLC25A13,-0.004718272943289276,0.0006664417243538357,-0.001206682622600479,0.0003092597757028188
PRDM11,0.00030164879268816246,0.00023175277434716853,-0.0012080685890822433,9.663553793973693e-05
EDC4,0.0023121957847943774,0.0006366971895891421,-0.0013893243526400742,0.00047653562266737815
TBC1D22A,-0.0005252290950246347,0.00026988771691392207,-0.0020355222098648526,0.0003086882021982533
HES2,-0.005105482325553733,0.0004259856685382814,-0.0009348220534500103,0.0003801139618591363
MID2,-0.002740163486577869,0.00046441387023562515,0.00024498992948769236,0.00022741168754135087
OXCT1,-0.0029045405162117827,0.0002249007819279224,-0.0010690661595239594,0.0002886076909270127
MT3,0.002273985097273297,0.0006052278918681634,-0.002942848681592214,0.00038383257232834083
IRAK3,-0.0007129629247663849,0.00041297838708030714,-0.002313366017701746,0.00018793520455102902
PDE6C,0.0007930380339300729,0.00034894732536448476,4.936446658301793e-05,0.00021607043171606907
MLN,0.0055460715674920495,0.00027171752937526887,0.001417977325258437,0.0003820116011013652
CD79A,-0.0031026543228712027,0.0005935655870926789,-0.0013107958840943552,0.00020859751077722608
PTGR1,-0.001329435868828736,0.00045001036018698645,-8.734586398658735e-05,0.0001780211309148061
MS4A6A,-0.0006195213867001191,0.0003732333722975308,-0.005932838683256232,0.00017278927086302468
ING4,0.000565122523379436,0.00031171587322265814,0.003137485310637269,0.00017452809643718717
PILRB,0.00013827541122794643,0.00031500846234999003,0.0027567438151519024,0.0002740956883587603
ABCC10,-0.0004198759756350033,0.00034648594408188103,-0.0010831406090688164,0.00020488646893706706
DDX31,0.0009615432136449895,0.0002877809585598738,-0.0004605811483448753,0.00043275758596653775
IGFLR1,0.00040577304280523007,0.000626508378721721,0.001942917999497368,0.0002997238947832813
CHN1,0.000409048478764609,0.00012566875893877836,0.0011391297288041277,9.976745381419261e-05
TTI2,0.004947888646250158,0.00028258731512948847,0.0018032231243206964,0.0001277381065385889
CCDC102A,-0.0026562293109904504,0.0003175745833700173,-0.0025449925089110984,0.00014546012774208482
ANP32B,0.0046188972418763725,0.0001886626116013788,0.005919602896895917,0.0003870565573440651
C12orf10,-0.0011152641371297907,0.0001863980951083748,-0.004859382871158958,0.00037991706673895466
RBMS3,-0.0008798122905025046,0.00044284273209326176,-0.0010837957728844407,0.00024121341594248664
OTULINL,0.0008657024277884482,0.00016996943019160907,-0.0023610352133310907,5.4205233692444804e-05
ARL14EP,-0.0012618421999346732,0.00028334405930382286,-0.004092511023096262,0.00018271498381187685
GPAT4,0.002758582387953698,0.0011301291257726548,0.003037008646520514,0.0002709085195565783
PEX13,-0.0036354225130051537,0.00039743796118773487,-0.0016619975573920857,0.00036928772573979805
EOMES,-0.003127441581966606,0.00036453949742432253,0.0042153527104456705,0.00022127961994883238
CXCL5,0.0029132862831367456,0.00032900531616323746,0.0036765529454758626,0.00017752007275939356
PGRMC2,0.0017770826908459609,0.000409395226121575,0.0007506431400087717,0.0003815078517738354
CMTM5,0.003720048608522847,0.00042716970226399666,0.0005931517489260183,0.0001876790267609794
WBP1L,-0.006618763973239973,0.0006648237989602732,0.0009485117634610516,0.0005061704196763938
YPEL4,-0.007755983620618101,0.00025217340629091434,-0.004020422065286598,0.0003631179790431572
TMEM192,0.0051934937824817794,0.00037727135301279373,-0.004867592349009261,0.0002791493823635705
ZNF672,-0.001293280157344642,0.00029338898286586205,-0.0018902043973788025,0.00026034299199692275
AGFG1,0.0019778911788327336,0.00023776802128316676,-0.003718338589216574,0.0003089798283127009
MFSD4A,-0.008276145730493109,0.0005421750664950179,-0.0024525738212487305,0.00012461362121965575
SLC29A2,0.0016964684440921418,0.0004811677878566061,-0.0008435433860035002,0.000286443904499711
IRX3,-0.0003824395076669422,0.00040107093702036105,-0.000896031530472053,0.00014081400008148363
AP3S1,-0.0020947327855966825,0.00034272951907763017,-0.0018100689838292238,0.00021065192853601553
WRB,-0.0022556240951639643,0.00023104673186527064,-0.00271395289226799,0.0003114119331950653
PURA,-0.00015544993937644585,0.00027200411931287534,0.0030110656341602307,0.00021172349634011962
NRAS,0.00038760961777296616,0.0002763223591552304,0.006896218876666802,0.0005096977467827714
SP9,0.001277236857783861,0.0006337341976648746,0.0003397146757363723,0.0001305886356476662
VPS52,-0.00011606181554652465,0.00043348868459160676,-0.0012299896491538953,0.000325470234781747
ADM5,-0.00213440639905204,0.00037008329309971415,-0.003756124212622195,0.0003305338378175588
PIGBOS1,0.0012662812428843246,0.0004032604780055825,0.00018521675005033142,0.0002345003290338887
PAGR1,0.006742437962117995,0.0007271339654250632,0.0008579397201469695,0.0004345686384324997
ARX,0.0070569288609563675,0.00043740503770140345,0.0007085389789293755,0.00025153771772301505
FARP2,0.0007082037335574876,0.00019115748390136783,0.005422344755139565,0.00019235769786418152
PHKA2,-0.0004784367567839197,0.00029719754090282564,0.002163422498569428,0.00013747821524058123
MBD3,-0.010920621169155566,0.0005491886809967252,-0.008159287965796113,0.0004452184435351158
RTRAF,0.0012486078366284663,0.0003543506772015724,-0.0012514083504238296,0.0002399605972910944
GP6,-0.005827384745920862,0.0002582253180014815,-0.0029929958846828383,0.00030907455158259964
TGM1,0.002355810214896499,0.0003487305062695143,0.002313960280381758,0.00026867148610990467
SUSD6,-0.006337499591198054,0.00047478448688717013,-0.008340870769419976,0.00012096677171205074
CDK16,0.004607043191832282,0.0003308546778358167,0.005024254012018547,0.00023311495137974043
HMOX2,-0.0034981642994279813,0.00034618929057881275,-0.0016382640170330147,0.00014549000392100148
PHOX2B,0.0020731177952592337,0.0003096358634161945,-0.0015257920977817508,0.0002811189624525642
APOA4,0.000882364306739881,0.00017846001553326792,0.0012195010944002428,0.00026197939280059453
OPA3,-0.0010318437460213165,0.00040863703819246286,-3.3812011864170054e-05,0.00037442051473721334
EPS15L1,-0.005720934154758726,0.000442356353627478,0.002311826355342914,0.00013276204744940768
ORMDL1,0.002101131064036237,0.00012504970297048801,0.0027747145174481604,0.0002459892437102978
SUMF2,0.0009702194054177935,0.00014909036498045097,-0.004056388150685327,0.00014823353519275532
STARD3,0.0059550262517777215,0.0003291849559838413,-0.003563514969260418,0.0004052597432390283
RNASEH2B,-0.000261919933411926,0.0006999150383810546,-7.778128173800832e-05,0.0004297977743127477
NUSAP1,0.005418062888427304,0.0004717122063883536,0.0014890806762852963,0.00037355637199720625
CPNE2,0.00025452494762341485,0.0004340807742482109,-0.0007111873447964638,0.0002658636429389826
DYRK3,0.0035796261767128564,0.0003771064204897595,-0.0020660821693840427,0.0001485267227678132
PDIA6,0.004330510140834137,0.0004472505457829252,0.006451492018109013,0.0004175199037584274
DCAF1,0.0013841415703545663,0.00035309451503145756,0.005758166817765784,0.00029316177610367076
EPHA1,0.0023054547817838856,0.0003072299228018058,0.002729881245975976,0.0002021189941233495
SESN3,0.0028764132656818988,0.0007191276737638629,-0.00601612734988132,0.0002466121714860416
HNRNPU,0.00027444234531704987,0.0005528672116433478,0.0017131012410960007,0.00019397730663358082
GTF3C6,-0.0029382977221235535,0.0007184751877518984,6.186739470506641e-05,0.0005939977588609681
SLC35B2,0.00012674603985694826,0.00029438611895000045,-0.00028892591596510486,0.00021698776671092405
PEX10,-0.003710771222241389,0.00018211747505687145,0.000739762850028183,0.00017579661892490133
CNNM4,0.0036898299392681896,0.00027418496042278895,0.004343358465313935,0.0001967703630168701
KLKB1,-0.0018638678071934943,0.00042553975231844545,0.0028579204500690054,0.00019413429259928545
MESP1,0.006432467140454127,0.0003382515463332127,0.004563487743896529,0.000309743988970446
ZNF91,0.0048728917701172355,0.00035234873867101465,0.0012799823094845819,0.00025891763787677424
WDR81,0.004654732374689703,0.00017690424955388954,-0.0019022811677304671,0.00033172686106486477
COL22A1,0.0025152003315101453,0.0003678564376377326,-0.0008114751060629612,0.00014335328171061784
VSIG10,0.000793162344816182,0.00024554753776895376,-0.009159702703126884,0.000126846158522137
GRINA,-0.008575180133283337,0.00044736497502475934,-0.0030811796657170152,0.00033571645505040676
HLA-DQB1,-0.0033426055852389834,0.00024490815098768953,-0.0028876325617545272,0.00034153232180319506
JRKL,0.0073962794098393,0.0002834153363320697,-0.00016934984279511436,0.0002693753027389303
SERHL2,0.0016565692937375368,0.0006309926696459483,0.0003984809333792801,0.00029718266765555167
NUDT14,0.002664035927558038,0.00025213695493368245,0.00342337377928384,0.00026370348125341706
PARPBP,-0.0009258571493536485,0.00040166518982319085,0.005690083740903114,0.00023128159051052615
MAGEE1,-5.684972045687398e-05,0.00040928705324686426,0.003970874955021082,0.0004959694370316132
HLA-E,0.004415504641757048,0.0007544152971646078,0.004061951168270573,0.00047293304272290093
LCAT,-0.001609233578212491,0.00029391369904781847,-0.0011302153009455818,0.00015418931011302746
ZNF99,-0.006387276958692294,0.0003175876907095566,-0.008466017224682392,0.00025180956215659084
NAXD,-0.00023418439354772448,0.0002777747424483647,0.0001352491135084458,0.0003283607671021588
TMEM242,0.0012292139220698055,0.0006592571191785062,0.00013790544555321947,0.0001433657359016871
TIGD1,-0.004588183985623959,0.0006547502941551274,-0.0001728622946247755,0.00027405523842505194
ANKHD1-EIF4EBP3,0.006077777282204984,0.00046892864737338783,0.007159926055238021,0.00031560134889834385
VPS41,-0.004760249438044978,0.000651666882924243,-0.0043198168318750105,0.00019105108310772488
RPUSD1,0.003661743142236272,0.00024780795187498954,0.0011806066971684376,0.0003853381636827326
TOMM34,-0.003231589795784022,0.0005246655870032651,-0.00016389210308596553,0.0002901995548005181
ZNF324,0.001944960938804954,0.00018447727499583367,-0.000756605377759376,0.00019815991510845082
CCNK,0.011995771805930276,0.0004453748019780901,0.000733145908865302,0.0003181455628891762
ACOT7,-0.0065380340676484015,0.0003330333311139535,-0.000588051333230556,7.658108687110851e-05
YPEL1,0.0029423412078196974,0.0004957514914635801,-0.00112894663999201,0.00019843435529504454
GRAP2,0.004193339310420968,0.00031658965065523703,-0.0036332817367825095,0.00033220596349976844
POLR3H,0.00010170265267301813,0.00025335044948215457,-0.0046989092988336,0.00027893992498703165
PMM1,6.528321799319785e-05,0.00041017179489301293,0.0043663965622555215,0.00037411698397751933
PIGH,-0.002270201812495872,0.00033866366835801,0.00021140515119922606,5.149642352190447e-05
PCOLCE,-0.004331975659253947,0.00021409921167709795,0.00642789541888705,0.0002742841382332476
LDHB,0.0004904674439087377,0.00028279942547878504,-0.00047173228956018615,0.00020556514222986734
GMDS,-0.001959357365031632,0.00032769407468257274,0.0009770530452960578,0.0002130008956107963
COMMD2,-0.0012780500699055718,0.00018786426815100549,-0.002964780678049796,0.00017598535610189483
NFE2L2,-0.0024596843104066285,0.0005167035976262014,-0.000867927073171052,0.00015269731420329278
HPCAL4,0.0009573987081842913,0.0005006578814422607,0.002143567523508176,0.00018983380257079968
LDAH,-0.003897133881694823,0.00019831121352945668,-0.003937125218286329,0.0002786677226003185
MORF4L2,0.005074346309192375,0.0007495511958422842,0.005264249346435897,0.0004539257863059188
C19orf57,0.0038406765313576687,0.00035340925380801416,0.0011260582790942485,0.0003632296232015864
IER3IP1,-0.0017581425093954304,0.0003504330585520939,0.0010212703534339081,0.0002287643325440759
TRAFD1,-0.007010543310324179,0.00021786119934596765,-0.0002922424183228721,0.00022217135456800244
KLHL36,0.0022335519179354168,0.00017540678121211425,-0.004168872826292802,0.00013646701529224138
STXBP1,0.006880205007866953,0.0004021572298378702,0.005535269874823535,0.00038205397695981983
SLC22A23,-0.0002813448967278963,0.0003829214090868764,0.003039612077436023,0.00023919917352915702
NIPA2,0.006663014394328935,0.0004840555381043206,0.009263024544725103,0.0005328091558528545
CTDSPL,0.004001253556113658,0.0003421553825295748,0.0019434407484748388,0.0002699108670587311
ZEB1,-0.008729693007427347,0.0004470455073458318,0.0024204059933159603,0.0002813635914114407
CXCR5,-0.0011818071387064268,0.00036188189511450117,0.0011907766905789833,0.00014411587389951186
IGSF8,-0.0010433671086520948,0.0002737435002162096,-0.003993442796484942,0.00032026394380941093
EVA1C,0.002230237675471431,0.0005528869160131846,0.004911384618307498,0.00023277413475224538
PRRX2,0.00013266953341370164,0.0004198966641653847,-0.001863171417606907,0.00032220369782340525
SPINDOC,-0.0034523565961135315,0.00039227944712397,0.0019332372401455842,0.000247114434144439
NPIPB3,0.009229184613783286,0.0003525375373501601,0.00877411967223902,0.0003589148512472194
LGALS4,-0.0026900687895420232,0.0007054734726284062,0.00251165958257323,9.99262275661763e-05
IQCB1,0.0025372540445176353,0.000708001884533101,0.0016837128987467985,0.0001376863313841101
LRFN4,-0.009723356323066446,0.00025241963057057843,0.0025101014891497964,0.00038206374832576933
TIGD3,0.0008463045258452803,0.00017075017108427753,0.00011325498314707267,6.0924354980152276e-05
