gene_name,padj_hollbacher,zscore_hollbacher,padj_ota,zscore_ota,padj_Diff043,zscore_Diff043
IGFBP4,0.01330882165154094,-3.900175750160967,5.109184952098443e-37,-12.992998459424866,0.05804947936541795,2.35602020504532
RHOC,0.01330882165154094,-3.899376440290807,5.706939145001131e-151,-26.392305068891183,0.7945525170206271,-0.4360797626607421
DOCK3,0.013461219943837312,-3.8936445064545464,9.7364927509737e-40,-13.469716778879013,0.19910419975024196,-1.7082700798672807
MATK,0.013477842628180678,-3.890405074862075,1.4407701265113318e-114,-22.98353702384539,8.619703322102988e-11,6.944713463159295
AXIN2,0.01794659386914023,3.817401932322246,4.1903476660121926e-81,19.318423084625962,3.095714011390382e-13,7.735968525057231
LPAR6,0.01861950536111539,3.8044557753660304,9.758692845667297e-55,15.843155658706422,0.10267781283033889,-2.0790634853251624
GALNT10,0.01861950536111539,-3.802483878788567,4.898907917530235e-112,-22.726352293930532,1.7249535883931896e-16,-8.66877026242063
IL15,0.020383921987476388,-3.777121998246658,9.552269202314448e-67,-17.511740108347098,6.640737319308321e-07,-5.446860117450315
ADGRG1,0.022387918473496818,-3.7424154740830975,3.267354031735519e-70,-17.964619106961802,4.814296348057782e-06,-5.0538263415187314
BHLHE40,0.025131385219053823,-3.7077717740315275,1.14629167779986e-32,-12.19175677890145,0.015545753617813489,-2.9016103165020293
ARHGEF12,0.02996967502346273,-3.6566886988447944,7.602577742983019e-83,-19.52600111412906,5.88572988144165e-19,-9.31757544592699
IKZF3,0.02996967502346273,-3.6551844448293447,1.0289912775334368e-248,-33.88824129194541,0.12204684866989417,1.9901559807556182
USP45,0.02996967502346273,-3.6547940478013667,1.35961724470326e-28,-11.389647370882832,0.0340796911438133,-2.589558276517453
CCSAP,0.03614273671956639,3.603767206507498,7.142811980416924e-64,17.12806694602471,0.8055152344226623,0.41396096790191683
IL11RA,0.03720733611888811,3.5935484560504616,1.5000188341480877e-124,23.967952623200418,3.0572314116250416e-18,9.132936309581606
TBKBP1,0.039927427656601795,-3.5724740304342673,5.620664600361221e-48,-14.819207032049407,3.8535101862406735e-35,-12.759928733934595
IFNG,0.04182697112892079,-3.557648115579255,1.9123679488428916e-179,-28.77948739158842,8.978693227154399e-47,-14.729234027934965
LUZP1,0.046526467600941084,-3.5244748526895706,2.766242002572666e-184,-29.164501192634937,1.5576816757287042e-05,-4.805510097137691
GZMH,0.046526467600941084,-3.5243287552628138,2.774188646365611e-92,-20.61546686982655,1.8900019904255173e-47,-14.836758528129483
GBP4,0.04721661340438463,-3.5178374199981883,1.7806573631994062e-37,-13.07453194951803,0.0018277460574938477,-3.60611816406173
HOPX,0.05012791339861286,-3.4993524769207194,1.4572279605743328e-57,-16.250730820694542,1.422326289908775e-110,-22.650618110117236
NEDD4L,0.050389578175562846,3.490774033248753,4.084573723168136e-37,13.010677385581028,0.21106911330808673,1.6701429162804071
IL2,0.050389578175562846,3.49037239368892,3.1549015361522296e-166,27.698371374247845,0.7509165898598392,0.5198762456551783
CDC42BPB,0.054391694328145654,3.467397759567431,1.1609196499315214e-54,15.832046547458226,0.651663636967694,-0.7118215481385365
PLAC8,0.054545126842929406,-3.4634757808367795,6.105149402407006e-121,-23.617752941249854,1.686397231353177e-07,5.702331407601033
MCTP2,0.054545126842929406,-3.4617048635862795,4.0113942511471296e-57,-16.18775577856085,0.004376696551237099,-3.337840557678619
TRIM2,0.055738561184371795,3.4534347539045185,1.0413611406908136e-97,21.216807836403717,6.227112390854588e-11,6.993119906808508
IKZF2,0.05975319413397716,3.4321990422583735,8.492138485410824e-96,21.006715717790037,1.4997009013593472e-26,11.067354537023904
GZMM,0.06006754423195576,-3.428363687590574,2.233930176347896e-57,-16.224128730088974,0.2956007383644264,1.4370689048969354
PMAIP1,0.06100859407191118,-3.4212622263814003,0.0013539806195187716,-3.6069814448685693,0.00038187062575508146,-4.042205271752184
PKIA,0.06100859407191118,3.4191770613830674,6.482610702020997e-198,30.227469925320847,1.2859451267426281e-07,5.751998463827175
DTHD1,0.06100859407191118,-3.4170148116326646,1.2709905986598376e-108,-22.375992989931614,0.011033435979243203,-3.0279457495285844
GALT,0.07167235168459474,3.3682004658320315,2.013277819759934e-98,21.2946623386522,3.523129789198362e-28,11.408084050267636
OASL,0.07349932692538674,-3.358923469058206,8.46743355998671e-28,-11.226490107291292,6.390398471814564e-32,-12.148487332412012
APOBEC3H,0.08202281798160747,-3.326149915823419,7.313984182992472e-128,-24.28553810613551,0.05889781268562299,-2.349086346244898
BCL2L11,0.08253286932345782,-3.3221068800570053,2.563093725966338e-16,-8.517822535825307,0.2526005188510955,-1.5496516448658908
ITPRIPL1,0.08360346554274059,3.313927901850536,0.4796346275710734,1.0211611646455818,0.5226796128231643,-0.9576279237161561
FCHO2,0.08562911815502823,-3.3049591184160056,4.477643891924938e-70,-17.946886663826458,0.6551951072453065,-0.7042369561688803
IGF1R,0.08624392887474108,-3.3007003463045237,5.185418303528702e-14,-7.86319992060009,0.047352072504311116,2.4478140703419182
SPRY1,0.0940951233420681,-3.27168889552867,5.759173748038939e-32,-12.05729526542632,1.7404135271077915e-26,-11.053351040061111
TSPAN32,0.09440020321961387,-3.2680722735425696,1.8221902198578706e-10,-6.727477537829382,0.6961659534624077,0.6281377380979187
COLGALT2,0.09440020321961387,-3.266351837676138,8.512020681342088e-55,-15.851935373890417,0.0010250425911125264,-3.772805848063824
CSGALNACT1,0.09444903234249268,3.2640182072488675,6.523302868869938e-161,27.249870838186574,0.05593544523624927,2.3729822606596875
ITGAM,0.09495825181287774,-3.2588899402457665,4.8887430949299464e-37,-12.996513508003247,1.5308502160771854e-05,-4.809517844940886
ADAMTS10,0.09694541364173255,-3.250137412540716,3.5841166698103247e-22,-9.99342259693509,0.07114751817666397,2.26139825267581
NCR3LG1,0.09955511672731503,-3.2404408882042355,1.0554850260931559e-13,-7.770788116079101,0.7419630452963296,0.5374819046673713
SPSB1,0.09979253145578923,3.2376409652961224,1.2821299516562326e-69,17.888117464857842,3.815145233240367e-06,-5.101033051536074
SETD7,0.10226522344785811,-3.226673523726553,4.257658050617174e-32,-12.082800156238614,2.2333276698590292e-06,-5.208396165878997
CBLB,0.10740217670476775,-3.2103026568965327,1.429205451299128e-277,-35.79834220891605,0.0007533396873074766,-3.856847082628137
GATA3,0.11078938296835052,3.195166010640309,3.195928511060069e-99,21.382175776950948,6.689424589837308e-39,13.426401993840159
CCDC78,0.11214768222369462,-3.1896055841799793,1.0591243503844203e-13,-7.770269500814941,0.6601039958543821,-0.6932900465652425
SMAD7,0.11294984777397747,-3.1855150565925534,1.5472815962936657e-80,-19.24976355184776,0.00012266834148082765,-4.327692855494175
TULP4,0.13281694382831238,-3.1362886124142686,4.0897665840048736e-69,-17.82311967133164,0.011209597297072322,-3.022322138322906
SYNE2,0.13823657094740982,-3.121513604320065,1.0580053936469129e-66,-17.50547403283488,0.2916980787040857,-1.4473063763800533
UPP1,0.14652545151374252,-3.101268989790003,1.9701595943488627e-18,-9.079665035420176,0.5768628535453534,-0.8497205059388906
DENND5A,0.1510783411539722,3.090184558023459,1.0400742712927012e-244,33.612445392761806,4.032276034912916e-45,14.46855358574911
NEDD9,0.15224461315169094,-3.0858981288924445,1.4248379152134988e-22,-10.086212938952864,0.0051755760918039025,-3.282620247455313
RAB34,0.15442123648778763,-3.079682748172193,1.7068229068088564e-35,-12.718347550833924,0.2938640978622979,-1.4422047641145364
NRIP1,0.1573278982506103,-3.0721411689617137,1.4353951532729533e-42,-13.947740435346418,0.00029099971768577556,-4.113509877720897
DCBLD1,0.1577594026559054,-3.0693523278322474,7.711485744417222e-113,-22.808718609515672,0.08338596354443208,2.1857151160099173
FRY,0.15816620321689023,3.0666231855456,7.45625850135075e-53,15.564993212857667,5.073887935101126e-12,7.350686479019605
KLHL3,0.16414832117429862,3.0529483648878135,7.066791570534666e-113,22.813413696071024,0.00011762453065037878,4.338513622609255
GFOD1,0.16414832117429862,-3.0516112853886233,3.423721589156375e-21,-9.762243053985662,0.8201078955608119,-0.384481642485625
KLF7,0.17042670345669084,3.0383883139646755,7.732548171343381e-77,18.799338623236306,0.5092029417970906,0.9827645614257581
FLNB,0.1850393334005809,-3.0096470980932946,0.16259501837203108,-1.7882675497653744,0.7402447704274049,0.5408805088071856
SLC25A33,0.19052766697535373,2.9969788208160977,2.8286035073436255e-68,17.71298781508006,0.02303949426313612,2.7517647213757526
ENG,0.19052766697535373,-2.9969246888747523,1.1862708352803808e-88,-20.20208800314702,0.0010000651134123688,-3.7799292013032137
DNMBP,0.19695737315748246,-2.9848866121676534,4.653224967736525e-33,-12.265370034143523,0.02260781467775109,-2.7586243795408705
HIP1,0.20428803041845628,-2.971253076228651,9.2196988478221e-16,-8.364627006236823,0.023118000971006303,2.7505385175774975
PRKCA,0.20428803041845628,2.969899489138042,1.897519383029006e-21,9.823030532667312,0.03499970943643528,2.5785476285267803
ASAP1,0.2134677332585149,2.954483448681589,2.4208460878576897e-101,21.61263472410341,8.940765296484412e-13,-7.59157993825753
TNFRSF11A,0.21410891044099492,2.9516811347484264,2.197788564608449e-22,10.04250569548912,3.897277521501323e-08,5.966583094184583
HRH4,0.22151069840576193,2.937436131625833,4.487928805772362e-187,29.38538416878423,3.205854916953449e-120,23.62830082207819
SIPA1L2,0.22989535118698262,-2.9240387507978625,2.0110316109956983e-18,-9.077334836954275,1.2076342333093884e-19,-9.487902697039328
IL17RB,0.23323960974691219,2.917690134263554,1.642121481914807e-129,24.44162101078469,0.02674290821339481,2.69029132214793
KLRB1,0.23827971338540405,-2.909172889169478,2.2352757777299051e-41,-13.748535897885692,5.521791667372607e-07,-5.481832048217027
SPINT2,0.23938091963612032,2.904189055537826,3.8449791203929583e-16,8.469743848432294,3.1433703753202187e-74,18.554770799567127
TRAK2,0.23938091963612032,2.9040713287869697,6.325276741945561e-26,10.830714900344065,0.5345048820045505,-0.9344226987758303
SCRN1,0.2712992169410583,-2.8628229076677028,6.704545760342931e-21,-9.692229641629766,0.2674541545350547,-1.51104986981265
NRROS,0.27288048786798835,2.8591531125091647,1.1142009357162541e-23,10.338277577080198,0.003136032291757128,3.444729267141081
LRRC32,0.2912743391436425,2.834748548265525,2.2012061971914984e-08,5.961213786892539,5.488882054302809e-28,11.368739790478978
CCR2,0.2964470757146898,-2.8273061133512396,1.0151922536651246e-73,-18.410990177151326,0.0003860801998874058,-4.038743733202399
CHSY1,0.30801846801512944,-2.810287306190719,1.7173752005713354e-46,-14.585226942161988,7.46367415069653e-09,-6.24616072913143
YPEL1,0.30801846801512944,-2.8081143003662064,9.186198473422071e-94,-20.78104008493709,1.2884556287070917e-07,-5.751452253793248
CLU,0.30801846801512944,2.8078338319427085,0.0004946444301458687,3.882448741767874,1.8857242542184177e-15,-8.38652166333874
PAM,0.3206295646710381,-2.787667622726554,1.1074524712116697e-245,-33.68033738867028,3.062389903693394e-17,-8.871921164242345
SERPINB6,0.3206295646710381,-2.7866459001411568,3.777877051326339e-22,-9.988098828644947,1.2829586754231144e-21,9.964732543403946
RHBDF2,0.3206295646710381,-2.786064777828596,2.0447657859381229e-78,-18.99315206797512,5.216590879146937e-10,-6.672038056758429
AOAH,0.3351733509066116,2.769908043286692,8.960271097483549e-25,10.581844611662179,0.2764116516094879,1.487378344803811
EPAS1,0.33696673379508923,-2.766430887864544,6.6865863574008795e-06,-4.885534883922626,0.0004870966517045182,-3.97460253587459
CXCR5,0.34190516628109763,-2.759950883394709,0.006496136056652558,3.1293975296663685,0.08626667070886158,-2.1688963350558073
HPGD,0.3474496283123783,2.7529641938262057,1.1291824306722656e-05,4.775506846858783,1.339460575271319e-21,-9.959816327872295
ITPRIP,0.360883582007838,-2.7385926441345854,0.0018616303255257825,-3.514949743175058,0.01848617900954957,-2.835030734240468
PDE4D,0.360883582007838,-2.737078400445847,1.45885254338435e-35,-12.730885244074535,0.012566024727147861,-2.980517311281155
C12orf75,0.3657997223139809,-2.730912732376275,1.0694487608037628e-42,-13.969175020380684,0.6652279536527707,-0.683358214381702
LMO4,0.36591191149003155,2.729107935709393,7.354117948455009e-11,6.863663053486914,0.012566024727147861,-2.9804487647460602
CSF1,0.378024714869431,-2.7153486401442035,1.5745520637187385e-52,-15.515461765119785,0.4459449494544216,-1.111679173644602
CD8A,0.378024714869431,2.714956247741185,1.5930799844735098e-33,-12.353619332485605,9.066204074590237e-05,-4.403047180236088
PLEK,0.37877095775351977,-2.712205317781801,1.2922890751119904e-54,-15.82492480572268,1.2211317651041786e-23,-10.432554966579989
TIPARP,0.37877095775351977,-2.710938425335679,5.164922376113852e-32,-12.066392212297377,3.0441284420829015e-06,5.146786856932707
IGSF9B,0.38408865033100137,2.7046372599153443,4.0423013611322e-68,17.69242372607439,0.28839067556249326,1.4564175109207889
ARAP2,0.39499042592800954,-2.6919941534961382,1.2512709487807171e-160,-27.225303440118832,0.058007624171222114,-2.356479821076304
COLQ,0.39677726270275904,-2.6888321744443986,2.509992725738588e-55,-15.929054510793323,0.05175849032653689,2.407021480521751
CDO1,0.4074876588796026,2.678274694083387,4.64674888695353e-18,8.982300498250254,0.03059616233695408,-2.63646741570301
CD70,0.41726005667566046,-2.6674704689173288,6.342162292931485e-31,-11.85533648955818,0.17044628880859472,-1.8002742755646808
AGPAT5,0.41726005667566046,-2.66698811949723,0.00031358863448265696,-4.00076421769933,0.22709323637095613,1.622805371148646
PPP4R4,0.41726005667566046,-2.663924262582784,1.0725412293021953e-07,-5.684423702199333,0.8906014467132496,-0.2403975183335616
PDE4B,0.41726005667566046,-2.662257160178153,6.791988352859069e-50,-15.116464389343374,1.723655544508792e-21,-9.933691124655702
DNAJC1,0.41726005667566046,-2.6621482744897866,8.365185708604924e-237,-33.06190531653068,0.0006852432768912574,-3.8834841211449533
METRNL,0.4260654704643733,-2.6534933440944397,0.00020289501455233406,-4.109696679333479,6.843734242413718e-07,-5.440892097138008
FXYD7,0.44400418806083114,2.6363151612115745,9.30979432790157e-34,12.397413735584015,0.0018277460574938477,3.606171561283802
STAT4,0.4592553352021904,-2.6232256372186775,3.109064182244497e-101,-21.600686338529574,0.28952006786531975,1.4529679752568532
FYCO1,0.47026618213079574,-2.6135362711489565,6.946999232531201e-50,-15.11480707240849,0.04817006047800421,-2.440190039978666
NELL2,0.4767359154628631,-2.6072605077715547,1.823870481187707e-13,-7.697999114529279,1.3904935697951755e-69,-17.95963295121338
SUSD4,0.4768337967733335,2.604187341992344,1.3831441471170077e-52,15.524137373612973,1.1266847042851153e-25,10.88121289480309
PARP8,0.48138307751490855,-2.597402593988682,3.8064428463068813e-97,-21.155059772948764,2.978663827833401e-15,-8.330641706585425
MTSS1,0.48138307751490855,2.596011745194243,5.188424997966715e-13,7.558995393045813,1.232097514452949e-07,-5.760745564013412
ST3GAL5,0.49716988885357655,-2.5817690035021648,2.0970199337908697e-55,-15.940672852762054,1.8007541031688e-12,-7.496087075806696
SNTB1,0.49734202514131703,-2.5800908869637387,1.775356334421752e-45,-14.423010007333058,6.305478335378516e-08,5.880444643843512
GALNT1,0.49780398846296553,-2.578217711023473,5.046618388239416e-55,-15.885128602630802,2.2221192003294184e-20,-9.669489093065517
CNN3,0.49920616604802714,-2.57569883938752,2.709392257992443e-33,-12.309907775832027,0.0005975619585788156,3.9204714417398234
CTSW,0.5116830132253947,-2.565605900631754,1.2506113612884952e-24,-10.549782422689953,2.163562649560953e-09,-6.447431471333338
ST6GALNAC1,0.5224031563950883,2.5568624805412865,2.0214779894029395e-54,15.79636453382191,3.876004176427158e-10,-6.717888345325422
ADRB2,0.5268490997814544,-2.552375355934119,0.0,-44.16722547192286,1.1757434389232743e-12,-7.554092184802521
WSB2,0.5276167980802653,-2.5503361423609747,2.6644840600722107e-22,-10.023076618585158,0.01463915679817132,-2.9233807675197623
PASK,0.5315034786449889,2.5462493912891118,2.2105203703322505e-30,11.748895509214654,3.875981020846397e-17,-8.844819131695235
CAMK2N1,0.5454101002362737,-2.5347071457338437,1.4626828701184564e-17,-8.852128371147458,0.08105519996370614,2.199318912743649
ACVR2A,0.5454101002362737,2.534175605317405,6.186717692085338e-39,13.33029447735398,0.019701433802521595,2.8109996628396363
PLXND1,0.5479689203073369,-2.531020354559634,4.887669942466214e-83,-19.54883830927068,0.00018385412644135037,-4.2273056753651685
AUTS2,0.5647227864792568,-2.5174166388522625,3.231113489835416e-28,-11.312758367179415,7.625722516340779e-07,-5.420374438308417
SLC2A8,0.5756775943198047,-2.5086946770891596,4.85264586950484e-19,-9.234944158934844,0.006219157616434748,-3.222236980645029
YBX3,0.5756775943198047,2.5069539603860336,1.0815496286497418e-06,5.252571015885706,0.2716724535410568,-1.5010511308243026
RREB1,0.5756775943198047,-2.506140099592808,4.144482433973714e-05,-4.487777088972706,0.18719488077040142,1.7455889163766873
MYBL1,0.5796060942286334,-2.502244385985891,4.5983898520468e-159,-27.092101595434045,3.057038677451849e-39,13.48742304693224
GPR146,0.6067660316940349,2.481529133808066,5.802676565598693e-104,21.89022959378015,5.883729283089994e-10,6.652762536684304
ICOS,0.6084173656926882,2.4790838256231384,1.848756973403365e-05,4.6681527500405,0.1499038046763743,1.874450546209271
CFAP36,0.6160768624748549,2.471677149876941,8.643818480104926e-61,16.7048083360311,2.9769010559193475e-31,12.02123305773701
PSEN2,0.6201481537938331,-2.4678575388665775,1.6892839225770514e-46,-14.586514695249289,0.0017090620836586728,-3.6268747354449964
PLEC,0.6349117622013436,2.456570659360225,5.039568338949817e-15,8.15707058407238,0.06299479111215152,-2.318601180188253
ZFHX3,0.6349117622013436,-2.456503844468061,1.9496743329646903e-15,-8.273085246396104,0.1888482341276642,1.7405480335123005
PDCL,0.6380329278257514,2.45328844498865,8.801292645212391e-12,7.170429569134319,0.740165588944154,0.5410662702870033
SNED1,0.6444472448437116,2.448238943264612,6.511560353813085e-242,33.417886495581776,0.8168581815076214,0.39075570012002114
NAB1,0.6465235893885237,-2.4456349296266024,0.000402880869376999,-3.9362960957639825,0.0015421684270307164,-3.6569868335038547
ITGA4,0.6864248863852759,-2.419628608624,5.035501300438996e-84,-19.66589527206164,2.477237514888115e-05,4.701958399050966
TIAM1,0.6866071693504315,2.4180970179887176,7.011881535660719e-272,35.42909632069216,0.14201239158177467,-1.905019889981493
SLAMF1,0.7131083867065267,-2.4018576260310023,5.181490822355965e-189,-29.53752505835142,5.619713480727141e-20,-9.570168512888156
SAMD3,0.7131083867065267,-2.4014172951298596,1.9030003431693304e-269,-35.26917355827827,2.991600186835881e-05,4.660132606258006
CYB561,0.7206461751882552,-2.3961390848769946,4.922478695602175e-39,-13.347625915052916,1.0854271860142715e-54,-15.933295569231126
ZSCAN9,0.7296494551070499,-2.390159066343502,1.2526715250274185e-24,-10.549405374093784,0.6841694706713174,0.6504089131905569
PDSS1,0.7342719633141676,-2.385092122572742,1.6007123814628284e-11,-7.085522201321967,0.9522610470099732,-0.10651199123793392
RAB27A,0.7342719633141676,-2.3849994373714574,1.8460666036680927e-67,-17.605729307327362,1.8077306886115118e-12,-7.495032635361722
CFH,0.7457662044606161,-2.3778645595815804,5.625176704565425e-34,-12.438128072545119,5.04813646036856e-18,-9.077192517660686
EGR2,0.7717445492329075,2.3637945334503336,0.5369002221532932,0.9106112575723602,0.020356532101670138,-2.798539246954997
IL6ST,0.7824599264776302,2.354785669664967,3.7254205100504875e-75,18.59086694636027,0.046468077656493974,2.4560576184483605
ATP6V0A1,0.7865687909716665,2.3511045083751334,6.215475418224454e-45,14.33501465201539,1.2094000167528151e-26,-11.087938191667655
OGFRL1,0.7920794620928906,-2.344551163052612,2.506979075629023e-40,-13.570860493650915,0.19826066281191712,-1.7108404414590583
