gene,breadth_max_de,ctx_specific_de,ctx_specific_eff,max_abs_effect,passes_gate,de_Rest,de_Stim8hr,de_Stim48hr,eff_Rest,eff_Stim8hr,eff_Stim48hr,loeuf,pli,druggability_tractability,n_concept_modules,stimulation_gated
EGR3,102.0,91.0,4.5280970419202795,5.331459897144789,True,11.0,102.0,2.0,-0.8033628552245093,-3.769778552049028,-5.331459897144789,,,,0,False
EHBP1,56.0,52.0,1.470936543197685,8.944771513418088,True,4.0,56.0,15.0,-7.473834970220403,-6.6560057908847545,-8.944771513418088,,,,0,False
EHMT2,1429.0,422.0,4.1847543463324826,21.517053188797533,True,1429.0,1178.0,1007.0,-17.33229884246505,-21.517053188797533,-20.2826479970121,,,,0,False
EID2,96.0,2.0,0.5084724866973911,8.433368137678071,True,96.0,95.0,94.0,-8.042916271173839,-8.433368137678071,-7.534443784476448,,,,0,False
EIF1,732.0,389.0,3.632656151086433,30.98942042215493,True,343.0,732.0,505.0,-27.356764271068496,-30.98942042215493,-25.775462007277973,,,,0,False
EIF1AX,2577.0,1288.0,4.072505227993137,3.5969192268731933,True,1289.0,2577.0,47.0,0.4755860011199431,-3.5969192268731933,-1.1304578804652643,,,,0,False
EIF2AK1,123.0,122.0,4.0180223981935335,27.065442585824947,True,1.0,1.0,123.0,-23.047420187631413,-24.826625283122144,-27.065442585824947,,,,0,False
EIF3L,206.0,64.0,8.146042279889791,19.77230018851277,True,142.0,198.0,206.0,-11.626257908622978,-14.036516380809028,-19.77230018851277,,,,0,False
EIF4B,103.0,49.0,0.7878532646989225,10.913587642676946,True,103.0,54.0,90.0,-10.125734377978024,-10.913587642676946,-10.754887674107396,,,,0,False
EIF4G2,2530.0,516.0,2.996501912175539,10.718678286206217,True,2014.0,2530.0,1830.0,-7.722176374030678,-10.718678286206217,-6.138175330137253,0.1226951830624844,1.0,,0,False
EIF4H,225.0,131.0,12.870811819219387,34.48977421894715,True,94.0,225.0,25.0,-21.61896239972776,-28.98003834644709,-34.48977421894715,,,,0,False
ELAVL1,2170.0,156.0,18.18737297018356,51.408416087516684,True,2164.0,2170.0,2008.0,-33.221043117333124,-51.408416087516684,-46.69939837157333,,,,0,False
ELF4,86.0,74.0,1.1713750783027086,8.085328749527438,True,86.0,67.0,12.0,-6.913953671224729,-8.085328749527438,-6.448274449760129,,,,0,False
ELOB,3052.0,1561.0,7.205873855762135,23.532262132140296,True,1491.0,3052.0,2340.0,-22.60513224749407,-23.532262132140296,-15.399258391731934,0.6023557757549423,0.8880882091422733,,0,False
ELOC,263.0,199.0,5.406475446381896,12.871977435336795,True,64.0,263.0,6.0,-7.465501988954899,-12.871977435336795,-11.07141167809381,,,,0,False
ELP3,996.0,478.0,1.11425935368295,12.332803499388238,True,666.0,996.0,188.0,-11.218544145705287,-12.332803499388238,-11.514886067638862,,,,0,False
ELP5,571.0,190.0,7.083104166711694,17.200391665190345,True,397.0,571.0,207.0,-10.117287498478651,-17.200391665190345,-12.907427045786124,,,,0,False
ELP6,73.0,35.0,3.571696505393339,9.695619474307245,True,73.0,56.0,38.0,-6.123922968913906,-8.918491669811237,-9.695619474307245,,,,0,False
EMB,60.0,51.0,6.566590588517435,20.0414327852593,True,9.0,60.0,46.0,-20.0414327852593,-14.51267023784688,-13.474842196741864,,,,0,False
EMC3,157.0,145.0,7.712431363490941,17.367592063794387,True,12.0,54.0,157.0,-16.64955434192354,-17.367592063794387,-8.9371229784326,,,,0,False
EMC4,596.0,535.0,1.9379335382785785,20.101088500454228,True,61.0,39.0,596.0,-18.16315496217565,-20.101088500454228,-17.160275256297986,,,,0,False
EMC9,176.0,138.0,2.298289446861798,5.940177336844436,True,38.0,176.0,23.0,-3.641887889982639,-5.940177336844436,-2.5102012256156363,,,,0,False
EML2,343.0,284.0,2.226854309268724,13.03235138434119,True,59.0,343.0,309.0,-10.805497075072466,-10.433225916372136,-13.03235138434119,,,,0,False
ENDOG,287.0,280.0,2.50197630749539,14.808368674558512,True,287.0,159.0,7.0,-12.306392367063122,-14.808368674558512,-11.470875548736812,,,,0,False
EOLA1,75.0,72.0,3.249989384700738,11.447329289014116,True,75.0,52.0,3.0,-8.197339904313377,-10.14192215034999,-11.447329289014116,,,,0,False
EP300,178.0,104.0,3.048417057222796,17.111226631821552,True,74.0,159.0,178.0,-17.111226631821552,-16.07913910235417,-14.062809574598756,,,,0,False
EPB41L3,2399.0,2397.0,0.876116602434351,1.993000655750968,True,2399.0,801.0,2.0,-1.993000655750968,-1.171554209664918,-1.116884053316617,0.5592822688724435,0.0007625204611379,,0,False
EPC1,444.0,197.0,1.8403414502874051,9.262125270045528,True,247.0,444.0,90.0,-9.262125270045528,-8.838547069482871,-7.421783819758123,,,,0,False
ERCC1,416.0,191.0,7.88081912658904,20.59496796681693,True,225.0,236.0,416.0,-12.71414884022789,-20.59496796681693,-17.02338274759851,,,,0,False
ERCC6L,117.0,41.0,0.683158094576136,7.808714933257621,True,117.0,76.0,97.0,-7.158277056347036,-6.4751189617709,-7.808714933257621,,,,0,False
ERCC6L2,240.0,231.0,1.5100399729869434,13.888047618153152,True,9.0,240.0,17.0,-13.888047618153152,-12.378007645166209,-12.48358090711095,,,,0,False
ERF,52.0,51.0,1.698583282786406,6.60446942821873,True,52.0,1.0,3.0,-4.905886145432324,-6.60446942821873,-6.234178505406651,,,,0,False
ERGIC1,69.0,58.0,1.0072971995075806,5.015243792137533,True,11.0,69.0,6.0,-4.007946592629953,-4.186902117099514,-5.015243792137533,,,,0,False
ERGIC3,156.0,89.0,9.041361157934446,40.11462888280597,True,67.0,156.0,75.0,-31.07326772487152,-35.003575456336385,-40.11462888280597,,,,0,False
ERN1,176.0,52.0,5.27795383308805,9.114396976424988,True,124.0,117.0,176.0,-7.114903776507135,-9.114396976424988,-1.836949943419085,,,,0,False
ETNK1,300.0,280.0,5.765706347736121,15.99999144810593,True,300.0,34.0,20.0,-10.23428510036981,-15.99999144810593,-12.973789639300856,,,,0,False
EXT1,92.0,91.0,4.576496777517031,12.225212772159184,True,92.0,2.0,1.0,-7.648715994642153,-10.818380771178056,-12.225212772159184,,,,0,False
EXT2,398.0,395.0,1.0380184749456065,6.283692138063016,True,398.0,8.0,3.0,-5.24567366311741,-6.283692138063016,-5.856205253543715,,,,0,False
EXTL2,50.0,31.0,0.5605269704575693,3.5852008086762024,True,19.0,50.0,15.0,-3.024673838218633,-3.5852008086762024,-3.15610529899611,,,,0,False
FAM118A,54.0,36.0,0.5900856602656122,2.8237243309319933,True,18.0,54.0,4.0,-2.8237243309319933,-2.233638670666381,-2.6321245385282306,,,,0,False
FAM118B,348.0,342.0,2.879413937437989,9.28973158105012,True,6.0,8.0,348.0,-6.476230794413169,-9.28973158105012,-3.59681685697518,,,,0,False
FAM161A,437.0,363.0,1.155289967994397,5.785806355516182,True,74.0,437.0,12.0,-4.6305163875217845,-4.085411106510647,-5.785806355516182,,,,0,False
FAM161B,294.0,265.0,0.128720093185799,2.2870179400351325,True,29.0,294.0,173.0,-2.195501967971409,-2.2870179400351325,-2.06678187478561,,,,0,False
FAM20B,189.0,167.0,3.8173999706626462,11.069144082999816,True,22.0,189.0,14.0,-7.25174411233717,-10.800102996508018,-11.069144082999816,,,,0,False
FAM3C,212.0,185.0,2.386916336161036,8.604425619100498,True,212.0,31.0,27.0,-8.604425619100498,-6.217509282939462,-6.465961491454807,,,,0,False
FAM98B,1428.0,535.0,7.668461425232588,20.944516910814123,True,893.0,905.0,1428.0,-13.276055485581535,-20.944516910814123,-13.812627716309956,,,,0,False
FAM98C,79.0,78.0,0.7235415953899826,3.88185681745973,True,79.0,1.0,2.0,-3.88185681745973,-3.168031418789387,-3.1583152220697475,,,,0,False
FANCC,77.0,76.0,0.4804452759398572,7.019250954864098,True,1.0,8.0,77.0,-6.53880567892424,-6.998251270525771,-7.019250954864098,,,,0,False
FANCD2,107.0,88.0,4.247866884523817,11.6137077118816,True,107.0,84.0,19.0,-7.365840827357784,-8.130761968308185,-11.6137077118816,,,,0,False
FANCE,51.0,14.0,2.917829196737351,6.87393135111017,True,51.0,37.0,40.0,-3.956102154372819,-6.87393135111017,-5.646005266520815,,,,0,False
FANCF,81.0,72.0,2.1273161221327417,10.39271925211896,True,81.0,9.0,72.0,-8.265403129986218,-10.39271925211896,-7.71645063625169,,,,0,False
FARS2,424.0,420.0,0.6919169526941578,5.204228772701351,True,4.0,6.0,424.0,-4.566493360991227,-5.204228772701351,-3.874576408297069,,,,0,False
FBRS,188.0,148.0,4.494922211849982,16.321573614530962,True,40.0,188.0,76.0,-11.82665140268098,-16.321573614530962,-13.218245264576394,,,,0,False
FBXL15,1709.0,1598.0,2.9863699600169262,18.249071272353675,True,1709.0,126.0,111.0,-15.262701312336748,-18.249071272353675,-13.85356162479251,1.1826789436555596,4.1948068703587386e-06,,0,False
FBXL3,424.0,213.0,0.3295675449601205,20.39921839834452,True,211.0,424.0,65.0,-20.0696508533844,-20.39921839834452,-19.745307128589,,,,0,False
FBXO11,113.0,66.0,1.8239884238821436,15.138281626121248,True,47.0,113.0,107.0,-13.314293202239105,-15.138281626121248,-13.771066974694149,,,,0,False
FBXO28,302.0,277.0,2.527279031661184,11.767849916584382,True,302.0,67.0,25.0,-9.76331165264687,-11.767849916584382,-7.236032620985686,,,,0,False
FBXO3,179.0,179.0,3.8756139543571737,7.7115226383717985,True,179.0,64.0,0.0,-7.7115226383717985,-6.032651798697449,-3.835908684014625,,,,0,False
FBXO32,1355.0,968.0,3.225523291919021,6.3643721463942695,True,1355.0,748.0,387.0,-6.3643721463942695,-3.1388488544752486,-4.146985145248712,,,,0,False
FBXO38,122.0,120.0,2.845513880418451,13.518961347902456,True,122.0,17.0,2.0,-10.673447467484005,-11.7476153136893,-13.518961347902456,,,,0,False
FBXO42,375.0,306.0,0.5189604631984075,9.7684749537553,True,69.0,99.0,375.0,-9.7684749537553,-9.249514490556892,-9.269545270584262,,,,0,False
FBXW2,124.0,108.0,3.66496493800998,29.89573058296554,True,16.0,124.0,1.0,-26.23076564495556,-29.89573058296554,-26.97518191957917,,,,0,False
FBXW7,192.0,142.0,1.853346371475684,19.1341099912883,True,50.0,192.0,182.0,-19.1341099912883,-19.02836155389084,-17.280763619812618,,,,0,False
FCHO1,246.0,244.0,2.832450463431769,8.85750691522084,True,2.0,18.0,246.0,-8.143136350189371,-8.85750691522084,-5.310685886757602,,,,0,False
FEM1A,95.0,49.0,3.349134551590689,9.726612284113934,True,46.0,95.0,6.0,-7.959157393885975,-9.726612284113934,-4.610022842295286,,,,0,False
FIGNL1,539.0,512.0,3.8684313127511576,12.66332467038155,True,539.0,27.0,346.0,-8.794893357630393,-11.34013679275366,-12.66332467038155,,,,0,False
FITM1,712.0,705.0,0.8679147570857786,0.972368471048166,True,712.0,7.0,21.0,-0.972368471048166,-0.1798983998333733,-0.1044537139623875,,,,0,False
FITM2,2607.0,2586.0,0.9661220084903634,5.13240624302653,True,21.0,2607.0,336.0,-5.13240624302653,-4.166284234536167,-4.190544415745476,1.0450714524369302,0.000157763241128,,0,True
FLCN,408.0,400.0,3.799827683195616,11.726194482666823,True,8.0,7.0,408.0,-11.726194482666823,-7.969011316945545,-7.926366799471207,,,,0,False
FLI1,315.0,250.0,3.3300717447677854,14.707688375945356,True,315.0,283.0,65.0,-14.707688375945356,-11.37761663117757,-12.641393237759347,,,,0,False
FLT1,324.0,322.0,8.374375230987763,9.608739883519986,True,324.0,5.0,2.0,-1.2343646525322236,-9.46270761733453,-9.608739883519986,,,,0,False
FN3K,128.0,117.0,0.7451812554427897,2.312651854420176,True,11.0,11.0,128.0,-1.5674705989773865,-1.079545946898384,-2.312651854420176,,,,0,False
FNBP4,884.0,263.0,1.1862124821125448,10.168423059799212,True,621.0,884.0,539.0,-10.168423059799212,-9.799104671878728,-8.982210577686667,,,,0,False
FOSL2,198.0,163.0,4.061437346656222,12.3955344875953,True,35.0,51.0,198.0,-12.3955344875953,-10.709754817818824,-8.334097140939079,,,,1,False
FOXK1,819.0,662.0,3.732327239269864,12.773930438046657,True,157.0,819.0,140.0,-9.041603198776793,-12.773930438046657,-11.0467665020049,,,,0,False
FOXN2,301.0,52.0,3.762857481229208,27.47301586225253,True,255.0,301.0,203.0,-23.710158381023323,-27.47301586225253,-23.087653280746203,,,,0,False
FOXO1,1328.0,747.0,0.9198269295286864,6.39837118842071,True,1328.0,847.0,581.0,-6.39837118842071,-5.478544258892024,-5.738428216406569,,,,0,False
FPGS,109.0,100.0,5.6778696819631485,16.90038548038606,True,9.0,33.0,109.0,-11.222515798422911,-16.90038548038606,-10.69775274397214,,,,0,False
FRS3,447.0,444.0,2.5197214748479384,7.640577339290369,True,3.0,24.0,447.0,-5.12085586444243,-4.892305281923115,-7.640577339290369,,,,0,False
FUBP1,1253.0,700.0,9.686090240793522,29.161287949009264,True,553.0,1193.0,1253.0,-19.47519770821574,-29.161287949009264,-22.76845815235999,,,,0,False
GAB2,56.0,53.0,3.0154394770962893,10.242711921534642,True,3.0,23.0,56.0,-8.806260190941302,-5.7908207138450125,-10.242711921534642,,,,0,False
GABPB1,1582.0,552.0,5.799234154030501,14.535528320161182,True,1030.0,1582.0,790.0,-8.736294166130682,-14.535528320161182,-9.92876079642078,,,,0,False
GADD45GIP1,537.0,527.0,9.513363144696829,23.06541758352927,True,10.0,70.0,537.0,-13.552054438832442,-23.06541758352927,-14.217651455779958,,,,0,True
GALNT6,362.0,294.0,3.2862345894534037,8.09956325423193,True,68.0,39.0,362.0,-4.813328664778526,-8.09956325423193,-6.115924188592991,,,,0,False
GANAB,671.0,609.0,3.527810709791776,13.957015104581266,True,623.0,671.0,14.0,-10.42920439478949,-8.848280907727887,-13.957015104581266,,,,0,False
GAS2L1,457.0,437.0,1.7010265550172503,2.6327500011505816,True,20.0,2.0,457.0,-2.6327500011505816,-0.9317234461333312,-1.6867437878083131,,,,0,False
GATA3,1253.0,365.0,3.79838457248551,19.995103304780407,True,888.0,1239.0,1253.0,-16.196718732294897,-19.995103304780407,-14.948753114565852,,,,1,False
GBA1,56.0,55.0,5.465861135516305,11.568857785755334,True,56.0,1.0,1.0,-11.568857785755334,-8.478015281068235,-6.102996650239029,,,,0,False
GCN1,278.0,220.0,7.285040663041123,18.30684232494321,True,58.0,69.0,278.0,-11.021801661902089,-18.30684232494321,-16.4182115693732,,,,0,False
GDAP1,57.0,54.0,3.997153977509754,14.014001625331352,True,3.0,25.0,57.0,-10.016847647821598,-14.014001625331352,-9.863400096097733,,,,0,False
GGA3,1113.0,1112.0,3.270335073184323,9.202184645755295,True,1113.0,1.0,175.0,-5.931849572570973,-9.202184645755295,-7.690312328705413,,,,0,False
GID8,972.0,624.0,8.057915169475702,25.702419450834448,True,348.0,972.0,13.0,-17.644504281358746,-25.702419450834448,-14.743932409197615,,,,0,False
GIGYF2,316.0,158.0,1.045535174139287,11.489649395505696,True,158.0,234.0,316.0,-11.489649395505696,-11.06786052582437,-10.444114221366409,,,,0,False
GLI1,179.0,175.0,0.2916622140941341,0.5671460606949864,True,4.0,179.0,6.0,-0.2754838466008523,-0.5671460606949864,-0.2782057820163401,,,,0,False
GLIPR2,1361.0,616.0,7.1943671768897115,19.21838562674811,True,745.0,1361.0,161.0,-19.21838562674811,-12.024018449858398,-14.739179027776068,,,,0,False
GLS,320.0,292.0,4.576343337559983,18.377002017747696,True,28.0,320.0,78.0,-13.800658680187713,-18.377002017747696,-14.319913812495956,,,,0,False
GMEB1,651.0,407.0,1.803973186573934,22.04739250645212,True,244.0,651.0,559.0,-20.243419319878186,-20.39669033351788,-22.04739250645212,,,,0,False
GNA13,759.0,745.0,2.12591548190721,12.12527738459357,True,759.0,14.0,50.0,-9.99936190268636,-9.0893038746309,-12.12527738459357,,,,0,False
GNAZ,88.0,48.0,0.8501466265048867,1.1248300968898794,True,55.0,7.0,88.0,-0.2746834703849927,-1.1248300968898794,-0.8034186398451629,,,,0,False
GNE,363.0,362.0,3.470269191947362,10.875444344751209,True,1.0,4.0,363.0,-7.405175152803847,-9.28841996722896,-10.875444344751209,,,,0,False
GNLY,53.0,49.0,1.1902155387208433,6.037107918673156,True,53.0,46.0,4.0,-4.846892379952313,-5.161060824695936,-6.037107918673156,,,,0,False
GNMT,60.0,44.0,0.9163577466940817,1.9320074630080768,True,60.0,54.0,16.0,-1.9320074630080768,-1.0156497163139953,-1.6002646466835233,,,,0,False
GNPAT,205.0,181.0,3.0701084600378077,5.510349479339465,True,24.0,205.0,2.0,-2.440241019301657,-5.510349479339465,-4.579894342947401,,,,0,False
GNPDA2,167.0,166.0,4.531248722579116,13.40094935785358,True,167.0,1.0,1.0,-8.869700635274464,-13.40094935785358,-12.667788828963824,,,,0,False
GNS,370.0,349.0,3.011954666485789,6.850489090394073,True,370.0,21.0,36.0,-6.850489090394073,-4.48029595492046,-3.838534423908284,,,,0,False
GPAA1,177.0,139.0,0.7580137559478732,16.197862444007594,True,38.0,177.0,3.0,-15.43984868805972,-16.197862444007594,-15.794581547802997,,,,0,False
GPATCH3,74.0,73.0,3.2438854610117627,9.0982579446983,True,74.0,18.0,1.0,-8.740908203157748,-9.0982579446983,-5.497022742145985,,,,0,False
GPATCH8,221.0,163.0,1.3510529174850523,13.153204943976936,True,58.0,178.0,221.0,-12.208717383048704,-13.153204943976936,-10.857664465563651,,,,0,False
GPI,1780.0,1551.0,8.203116101584973,20.55947339928412,True,229.0,955.0,1780.0,-12.356357297699146,-19.47275991294692,-20.55947339928412,0.9229446089984256,1.9827279594387428e-14,,0,False
GPR146,88.0,86.0,1.9764374549162265,2.4595147421559203,True,2.0,88.0,52.0,-2.4595147421559203,-0.4830772872396939,-2.3601072063833244,,,,0,False
GPR15,321.0,251.0,3.1681791442143385,14.824184609226077,True,70.0,321.0,14.0,-14.824184609226077,-11.656005465011738,-13.99869076924406,,,,0,False
GPS2,475.0,233.0,5.196155995182785,14.77605420762134,True,317.0,475.0,84.0,-14.77605420762134,-13.421656051834468,-9.579898212438556,,,,0,False
GPT2,99.0,97.0,4.173681647067072,6.0811600940237405,True,2.0,99.0,5.0,-1.9074784469566688,-3.881499916110538,-6.0811600940237405,,,,0,False
GRAP,71.0,69.0,3.376896335315495,8.310822217793719,True,71.0,2.0,8.0,-8.310822217793719,-5.339994959984902,-4.933925882478224,,,,0,False
GRK6,104.0,101.0,1.2402644828076497,20.247505540603058,True,3.0,1.0,104.0,-19.80989979008521,-20.247505540603058,-18.56963530727756,,,,0,False
GRSF1,1849.0,1847.0,15.253992571252937,42.31022584009966,True,2.0,22.0,1849.0,-27.056233268846725,-42.31022584009966,-30.89855700992183,1.238268357002918,3.6082166576301735e-17,,0,True
GTF2H5,256.0,209.0,4.4947218598675285,23.1682924108104,True,47.0,256.0,30.0,-18.67357055094287,-23.1682924108104,-22.14217903969204,,,,0,False
GTPBP10,1004.0,1002.0,3.928840967533132,14.478533532899675,True,2.0,1.0,1004.0,-10.549692565366543,-14.478533532899675,-11.861078914977291,,,,0,True
GYPC,67.0,22.0,3.1003380260005446,14.939559019100177,True,61.0,39.0,67.0,-11.839220993099632,-11.140572885592473,-14.939559019100177,,,,0,False
GZMB,496.0,255.0,5.715543819069523,6.345650280901983,True,261.0,496.0,6.0,-0.6301064618324597,-6.345650280901983,-2.135834836532788,,,,1,False
H2AZ1,442.0,321.0,9.441909013557131,18.620888243062744,True,121.0,304.0,442.0,-9.178979229505613,-8.914024142613647,-18.620888243062744,,,,0,False
HACD2,1424.0,1420.0,0.414221333659718,22.61149903442072,True,4.0,10.0,1424.0,-22.197277700761003,-22.61149903442072,-22.408708740300565,0.7454421044138124,0.0265548796823512,,0,True
HACD4,547.0,542.0,10.852908538386572,20.276459701497483,True,5.0,547.0,5.0,-20.276459701497483,-9.423551163110911,-13.23532239177664,,,,0,True
HAPSTR1,1153.0,503.0,3.1847888156315065,32.81847842151823,True,650.0,433.0,1153.0,-32.2061192847858,-32.81847842151823,-29.021330469154293,,,,0,False
HCCS,1373.0,467.0,2.7552988556247406,6.501547662893022,True,906.0,1373.0,1231.0,-6.303576510087741,-6.501547662893022,-3.548277654463,,,,0,False
HDAC1,90.0,21.0,2.9875680283218458,27.36992616928685,True,69.0,90.0,59.0,-27.150559734964165,-24.16299170664232,-27.36992616928685,,,,0,False
HDAC3,944.0,843.0,2.8011268022812814,9.807565916927595,True,944.0,908.0,101.0,-7.006439114646314,-9.807565916927595,-9.645725314050168,,,,0,False
HDAC7,135.0,50.0,5.272527645334364,10.890305211354956,True,85.0,57.0,135.0,-10.890305211354956,-9.492363258064936,-5.617777566020592,,,,0,False
HDHD3,118.0,48.0,1.2663632030226886,9.816389372712168,True,70.0,118.0,33.0,-9.816389372712168,-8.55002616968948,-9.395775520660797,,,,0,False
HELZ,60.0,55.0,1.808701786806175,21.750674406328827,True,60.0,6.0,5.0,-19.94197261952265,-21.750674406328827,-20.98417232489676,,,,0,False
HEXIM1,1358.0,1293.0,2.886656431282475,15.110838352809552,True,65.0,248.0,1358.0,-15.110838352809552,-13.379237014425106,-12.224181921527077,,,,0,False
HIBADH,68.0,67.0,4.62097611844418,11.278989666607515,True,68.0,1.0,2.0,-6.658013548163335,-11.278989666607515,-9.34073827905118,,,,0,False
HIF1A,129.0,127.0,1.7636421410049694,7.954818810761361,True,2.0,3.0,129.0,-6.191176669756391,-7.954818810761361,-6.246095962558234,,,,1,False
HIP1R,227.0,202.0,1.8874177144592872,14.208942762510448,True,227.0,81.0,25.0,-12.32152504805116,-14.208942762510448,-11.314203079873591,,,,0,False
HK2,236.0,232.0,21.55076140528297,32.11601944639687,True,4.0,7.0,236.0,-10.565258041113903,-32.11601944639687,-31.854767410231307,,,,0,False
HMBS,1047.0,512.0,5.343284078519369,12.7350869875171,True,535.0,1047.0,724.0,-7.391802908997731,-12.7350869875171,-8.80393218599039,,,,0,False
HMGB3,54.0,37.0,1.167379994806209,4.032797409934513,True,17.0,29.0,54.0,-2.8654174151283045,-3.6997920936523294,-4.032797409934513,,,,0,False
HNRNPA2B1,380.0,232.0,26.358384034592248,53.39005891033834,True,148.0,380.0,354.0,-27.03167487574609,-44.70808494279749,-53.39005891033834,,,,0,False
HNRNPD,642.0,576.0,14.374891669644157,38.38208679780081,True,66.0,165.0,642.0,-24.007195128156653,-38.38208679780081,-36.74093945130031,,,,0,False
HOXB2,802.0,622.0,0.5268910546206698,10.791523087175838,True,802.0,180.0,318.0,-10.264632032555168,-10.73682169258094,-10.791523087175838,,,,0,False
HP1BP3,389.0,387.0,2.9316092828083233,3.50175931300719,True,389.0,5.0,2.0,-3.50175931300719,-2.2743480691192195,-0.5701500301988662,,,,0,False
HPF1,59.0,46.0,1.347912509413148,8.496820884587738,True,13.0,59.0,3.0,-7.14890837517459,-8.406644357841513,-8.496820884587738,,,,0,False
HPRT1,74.0,72.0,10.540731591120757,25.069315577676058,True,74.0,4.0,2.0,-14.5285839865553,-19.95610119963268,-25.069315577676058,,,,0,False
HPS1,303.0,54.0,7.599082999235515,23.468627953412625,True,249.0,303.0,231.0,-23.468627953412625,-20.08118147807398,-15.86954495417711,,,,0,False
HRAS,140.0,139.0,2.945276952958711,14.306395828304732,True,1.0,2.0,140.0,-12.080599966784764,-14.306395828304732,-9.135323013826053,,,,0,False
HS3ST3B1,221.0,219.0,1.915962285348673,11.934675025176904,True,2.0,5.0,221.0,-10.018712739828231,-11.934675025176904,-11.310920210586383,,,,0,False
HSD17B10,680.0,555.0,5.538687485234162,16.15156158135431,True,125.0,680.0,340.0,-13.687474480262985,-16.15156158135431,-8.148786995028823,,,,0,False
HSDL2,247.0,191.0,8.700354676017664,25.76862055917408,True,56.0,247.0,155.0,-17.068265883156418,-11.468200622302588,-25.76862055917408,,,,0,False
HSP90B1,62.0,60.0,0.8077370757980855,7.40947144273179,True,2.0,3.0,62.0,-6.601734366933704,-7.152036948065588,-7.40947144273179,,,,0,False
HSPA8,60.0,28.0,9.356662730226722,19.75476047963793,True,32.0,60.0,7.0,-11.33934390463224,-19.75476047963793,-1.9826811744055195,,,,0,False
HSPH1,122.0,76.0,17.944305459197174,33.65991336870314,True,46.0,74.0,122.0,-15.71560790950596,-33.65991336870314,-23.70498519163735,,,,0,False
HTT,134.0,123.0,3.0362934830539388,25.76021667460827,True,11.0,6.0,134.0,-25.76021667460827,-23.46366555878334,-22.72392319155433,,,,0,False
HUWE1,688.0,686.0,2.451094559839075,8.809073137655398,True,688.0,9.0,2.0,-8.809073137655398,-8.338180564314968,-6.357978577816323,,,,0,False
HYKK,266.0,265.0,1.8661434122449307,5.381867470164926,True,266.0,1.0,1.0,-3.614957450375096,-1.7488140381301651,-5.381867470164926,,,,0,False
IBA57,919.0,906.0,2.055974448053343,7.439480182162379,True,13.0,140.0,919.0,-5.383505734109036,-7.439480182162379,-3.953380853935074,,,,0,True
ICE2,85.0,82.0,1.4316764427574835,9.830490709703009,True,3.0,1.0,85.0,-8.398814266945525,-9.830490709703009,-8.875697326788288,,,,0,False
ICMT,64.0,,,3.717704023607437,True,,,64.0,,,-3.717704023607437,,,,0,
ICOS,739.0,669.0,4.083127288613856,16.50948463561438,True,739.0,211.0,70.0,-16.419887380081416,-16.50948463561438,-12.33676009146756,,,,2,False
ID2,499.0,357.0,5.177579810819039,10.23866441591588,True,431.0,74.0,499.0,-8.268273769889555,-10.23866441591588,-3.0906939590705163,,,,0,False
IFFO2,64.0,21.0,3.069900142631262,13.695487721778372,True,64.0,51.0,43.0,-10.62558757914711,-13.695487721778372,-11.399362376007234,,,,0,False
IFI30,60.0,33.0,3.255332396897643,19.601359306362955,True,59.0,60.0,26.0,-16.346026909465312,-13.435190721088947,-19.601359306362955,,,,0,False
IFNAR1,57.0,11.0,3.091644282166488,29.75402666405314,True,46.0,57.0,39.0,-26.66238238188665,-27.45098408681044,-29.75402666405314,,,,1,False
IFNGR1,110.0,109.0,2.080451606964557,12.745458938022209,True,1.0,110.0,3.0,-10.665007331057652,-9.17301022499052,-12.745458938022209,,,,1,False
IFNGR2,70.0,66.0,2.9298346603345613,5.493975218551754,True,4.0,70.0,2.0,-2.564140558217193,-4.715141143679452,-5.493975218551754,,,,1,False
IFT172,62.0,50.0,2.0013356329921184,7.449433608879485,True,12.0,6.0,62.0,-5.448097975887366,-6.758130789330142,-7.449433608879485,,,,0,False
IKBKB,293.0,292.0,5.597654501870931,15.411144945667562,True,1.0,5.0,293.0,-15.411144945667562,-14.145090260689267,-9.813490443796631,,,,1,False
IKZF1,168.0,141.0,11.13307224833184,9.882606899130392,True,27.0,168.0,33.0,-9.882606899130392,-3.832634394977416,1.2504653492014486,,,,0,False
IL12RB2,751.0,521.0,14.032186699265964,25.00159244731087,True,230.0,751.0,160.0,-10.969405748044904,-25.00159244731087,-18.312783131322647,,,,0,False
IL21,402.0,294.0,4.940075013055232,3.931450905418146,True,402.0,121.0,108.0,1.008624107637086,-3.7828360341273695,-3.931450905418146,,,,0,False
IL21R,107.0,103.0,5.36891480942751,13.888360443971305,True,4.0,75.0,107.0,-8.519445634543795,-13.888360443971305,-12.097478547898373,,,,0,False
IL23R,256.0,256.0,1.4141817708145612,2.256203883759987,True,256.0,0.0,5.0,-0.842022112945426,-0.7334844433760548,-2.256203883759987,,,,1,False
IL4I1,297.0,295.0,10.26173616859412,12.386489658024676,True,2.0,16.0,297.0,-2.1247534894305544,-10.14554679243234,-12.386489658024676,,,,0,False
IL4R,729.0,726.0,1.0115459012039665,10.470913823684365,True,3.0,240.0,729.0,-9.459367922480398,-10.470913823684365,-8.646176007212214,,,,1,True
IL7R,812.0,,,3.604226056692848,True,,812.0,99.0,,-3.604226056692848,-1.6831508829372883,,,,1,
IMMP2L,197.0,140.0,6.18022765339716,14.150577449394278,True,57.0,155.0,197.0,-7.970349795997119,-14.150577449394278,-12.901321921829108,,,,0,False
