gene,breadth_max_de,ctx_specific_de,ctx_specific_eff,max_abs_effect,passes_gate,de_Rest,de_Stim8hr,de_Stim48hr,eff_Rest,eff_Stim8hr,eff_Stim48hr,loeuf,pli,druggability_tractability,n_concept_modules,stimulation_gated
MORF4L1,221.0,212.0,1.5837423129653914,23.01181807402024,True,9.0,221.0,59.0,-21.92270938152587,-20.33896706856048,-23.01181807402024,,,,0,False
MOSMO,197.0,184.0,1.8209313344772615,13.167558196729512,True,197.0,20.0,13.0,-11.34662686225225,-13.167558196729512,-9.992466282247564,,,,0,False
MOSPD1,154.0,153.0,0.4886859738313065,6.387582314861243,True,154.0,1.0,1.0,-5.898896341029936,-6.031309534022981,-6.387582314861243,,,,0,False
MOV10,1425.0,469.0,3.7428529334992255,16.083107319880774,True,956.0,741.0,1425.0,-12.340254386381549,-10.469473577333993,-16.083107319880774,,,,0,False
MPG,166.0,,,11.7322816172389,True,,56.0,166.0,,-11.098904331300217,-11.7322816172389,,,,0,
MPI,2295.0,2051.0,0.941309059855982,9.49741994922441,True,244.0,2295.0,147.0,-9.49741994922441,-8.64872831254815,-8.556110889368428,,,,0,False
MRC2,1351.0,1214.0,4.475787601577261,8.407177299257771,True,137.0,585.0,1351.0,-3.93138969768051,-8.376980738205257,-8.407177299257771,,,,0,False
MSL2,321.0,235.0,2.7534309008826092,22.638456827098093,True,321.0,86.0,110.0,-19.885025926215484,-22.638456827098093,-20.84408830498405,,,,0,False
MTA2,1729.0,350.0,3.2030357564436223,16.970247711248568,True,1522.0,1729.0,1172.0,-16.970247711248568,-14.935270973768338,-13.767211954804946,,,,0,False
MTA3,1053.0,1051.0,1.1555146430179413,11.058740904287824,True,2.0,1053.0,57.0,-9.903226261269882,-8.968521551341093,-11.058740904287824,,,,0,True
MTCH2,693.0,687.0,1.9194165885825336,11.228737617919894,True,6.0,2.0,693.0,-10.311969500975028,-11.228737617919894,-8.392552912392494,,,,0,True
MTERF2,60.0,39.0,2.0919733294267733,8.258831104165214,True,60.0,21.0,32.0,-8.09609690239171,-6.004123572964938,-8.258831104165214,,,,0,False
MTG1,1894.0,1884.0,4.596468830390725,18.649734545882573,True,10.0,8.0,1894.0,-16.175521087222357,-18.649734545882573,-11.579052256831632,,,,0,True
MTG2,75.0,73.0,3.245325980269865,5.836038270143669,True,75.0,2.0,2.0,-2.5907122898738035,-5.836038270143669,-4.985455669905287,,,,0,False
MTHFD1L,716.0,707.0,9.407557339118554,16.504817898377937,True,9.0,31.0,716.0,-7.097260559259381,-16.504817898377937,-12.324419942726935,,,,0,True
MTHFD2,798.0,797.0,16.02133125270695,29.194765785599767,True,1.0,3.0,798.0,-13.173434532892816,-29.194765785599767,-25.236623636367337,,,,0,True
MTIF2,311.0,308.0,6.586537811962453,18.68937950319885,True,3.0,5.0,311.0,-12.102841691236398,-18.68937950319885,-16.709084538391323,,,,0,False
MTMR10,213.0,174.0,1.6556798643362152,9.285178749678378,True,213.0,39.0,117.0,-9.285178749678378,-7.629498885342163,-7.957049374340321,,,,0,False
MTMR3,1100.0,882.0,1.349322685502317,11.172223280410938,True,218.0,1100.0,23.0,-11.172223280410938,-9.82290059490862,-9.966595843183809,,,,0,False
MTRR,107.0,75.0,6.191039431365258,16.624498068374372,True,32.0,14.0,107.0,-10.433458637009114,-16.624498068374372,-10.769548248858264,,,,0,False
MVB12B,574.0,533.0,1.6989473680117313,3.6781292877899534,True,574.0,309.0,41.0,-3.6781292877899534,-2.333921099383407,-1.979181919778222,,,,0,False
MYB,1325.0,300.0,8.223186032516008,12.612876117461528,True,1325.0,1025.0,1222.0,-4.389690084945521,-12.612876117461528,-11.581177079260048,,,,0,False
MYC,676.0,637.0,4.46400914957558,5.663612564916637,True,39.0,676.0,41.0,-5.113289556655271,-5.663612564916637,-0.6492804070796907,,,,1,True
MYH9,119.0,113.0,1.5589630043903124,13.49562714610768,True,119.0,57.0,6.0,-11.936664141717367,-13.49562714610768,-12.69337703155158,,,,0,False
MYO18A,94.0,77.0,2.286691790557677,5.229241864328999,True,94.0,72.0,17.0,-2.9425500737713217,-5.229241864328999,-4.442169691225225,,,,0,False
MYO9A,527.0,123.0,2.6845108748615516,13.600624270295931,True,488.0,365.0,527.0,-10.91611339543438,-13.600624270295931,-11.407991518515193,,,,0,False
N6AMT1,511.0,161.0,1.46930537012677,3.827522421009619,True,350.0,270.0,511.0,-2.358217050882849,-3.827522421009619,-3.673014888117712,,,,0,False
NAA40,237.0,148.0,1.7328432658347506,10.76649925842774,True,89.0,135.0,237.0,-10.76649925842774,-10.536523763495056,-9.033655992592989,,,,0,False
NAB2,302.0,301.0,13.342209541802752,16.88158589006466,True,1.0,302.0,7.0,-3.539376348261908,-16.88158589006466,-8.675739483870668,,,,0,False
NABP1,423.0,353.0,4.781929838558751,18.4125374205529,True,70.0,423.0,11.0,-13.63060758199415,-18.4125374205529,-13.915291232587863,,,,0,False
NADK2,91.0,79.0,2.125977955951524,3.7570370469735286,True,12.0,26.0,91.0,-1.6310590910220049,-2.4862976211025303,-3.7570370469735286,,,,0,False
NARS2,171.0,159.0,6.619850015416714,13.585966991614804,True,12.0,32.0,171.0,-6.96611697619809,-13.585966991614804,-9.541122756773362,,,,0,False
NASP,243.0,242.0,0.7465930992556499,0.5989573239254673,True,243.0,124.0,1.0,-0.5989573239254673,-0.5284332782822108,0.1476357753301826,,,,0,False
NATD1,830.0,828.0,2.793145360788912,5.689391613530402,True,2.0,830.0,32.0,-5.689391613530402,-2.89624625274149,-4.151238483883713,,,,0,True
NCAPG2,1697.0,1026.0,2.24827907113989,5.291807929794915,True,671.0,1697.0,1179.0,-5.291807929794915,-3.043528858655025,-3.858748545047805,,,,0,False
NCBP3,632.0,360.0,2.0980641751785996,22.34175445209668,True,565.0,632.0,205.0,-20.24369027691808,-21.25227206125448,-22.34175445209668,,,,0,False
NCKAP1L,2947.0,2357.0,13.887058905761313,32.36533068028317,True,2947.0,1359.0,590.0,-32.36533068028317,-18.47827177452186,-24.55119992785197,0.4785320751053298,0.9780942101857696,,0,False
NCOA6,97.0,73.0,0.8733501244554152,16.953290765829777,True,97.0,28.0,24.0,-16.814945730124805,-15.94159560566939,-16.953290765829777,,,,0,False
NCR3,82.0,78.0,2.660489054305714,6.675718297554045,True,4.0,82.0,3.0,-6.675718297554045,-4.015229243248331,-5.537692411374533,,,,0,False
NDFIP2,835.0,833.0,12.065706455184875,16.507232922287095,True,2.0,835.0,128.0,-4.441526467102218,-16.507232922287095,-8.829672756427197,,,,0,True
NDRG1,166.0,111.0,3.4280270890346514,6.898274698398812,True,55.0,166.0,25.0,-6.898274698398812,-3.470247609364161,-5.138546204629427,,,,0,False
NDST2,158.0,157.0,2.2010398595939296,5.203984022594266,True,158.0,5.0,1.0,-3.0029441630003366,-4.187025750068092,-5.203984022594266,,,,0,False
NDUFA10,129.0,128.0,3.783812362322059,13.7789554615263,True,129.0,1.0,1.0,-9.99514309920424,-13.208767820539812,-13.7789554615263,,,,0,False
NDUFA3,60.0,59.0,4.848018029393627,17.225429472204077,True,1.0,4.0,60.0,-17.225429472204077,-15.459211340131093,-12.37741144281045,,,,0,False
NDUFA6,245.0,242.0,1.110278194517809,12.415667971426124,True,3.0,9.0,245.0,-11.360633495683649,-12.415667971426124,-10.25035530116584,,,,0,False
NDUFA8,1038.0,902.0,3.8077573913314335,17.00957760008768,True,136.0,17.0,1038.0,-13.201820208756248,-15.716284796074294,-17.00957760008768,,,,0,False
NDUFA9,521.0,517.0,1.9213619284138144,9.248062197450972,True,4.0,17.0,521.0,-7.326700269037158,-9.248062197450972,-8.612995678005658,,,,0,True
NDUFAF3,1923.0,1917.0,3.024992041195169,28.45281195542042,True,6.0,3.0,1923.0,-25.42781991422525,-28.45281195542042,-22.778179516713195,1.3390337239482806,1.7241082293043013e-07,,0,True
NDUFAF5,72.0,66.0,1.7540079173305054,2.525514678875967,True,6.0,72.0,8.0,-0.7715067615454615,-2.525514678875967,-2.2262902811285863,,,,0,False
NDUFAF6,63.0,58.0,7.89210911171496,18.830875608908272,True,5.0,1.0,63.0,-10.938766497193312,-18.830875608908272,-13.20527932429915,,,,0,False
NDUFB2,178.0,172.0,4.327611236919937,18.408626829960024,True,6.0,8.0,178.0,-17.041408099538003,-18.408626829960024,-12.713796862618066,,,,0,False
NDUFB4,229.0,205.0,7.095142296949067,25.421505601291106,True,24.0,8.0,229.0,-18.32636330434204,-19.06456697667537,-25.421505601291106,,,,0,False
NDUFB6,153.0,140.0,4.440636577423518,26.330423603885727,True,13.0,3.0,153.0,-21.88978702646221,-25.76953371214497,-26.330423603885727,,,,0,False
NDUFC1,182.0,175.0,3.604190935563457,16.470482390905307,True,7.0,1.0,182.0,-12.86629145534185,-16.470482390905307,-16.06625689954707,,,,0,False
NDUFS2,93.0,81.0,1.8516220226208553,31.42429553879554,True,12.0,2.0,93.0,-31.42429553879554,-30.96346167696262,-29.572673516174685,,,,0,False
NDUFS5,301.0,299.0,1.5692270925847946,13.24567080720419,True,2.0,6.0,301.0,-11.676443714619396,-13.24567080720419,-12.080229965027511,,,,0,False
NDUFS7,54.0,50.0,1.181259443120556,18.558553987228446,True,4.0,14.0,54.0,-18.395997841883325,-18.558553987228446,-17.21473839876277,,,,0,False
NDUFS8,883.0,792.0,0.9202081954698588,8.5759661498939,True,91.0,72.0,883.0,-7.655757954424041,-8.5759661498939,-6.8752557347827885,,,,0,False
NEB,132.0,122.0,0.1031193675699003,0.4725038667574825,True,132.0,10.0,66.0,-0.4725038667574825,-0.3693844991875822,-0.4309043516761799,,,,0,False
NEIL1,90.0,81.0,1.1249917760017354,2.2959248083200534,True,9.0,77.0,90.0,-1.5166042821407415,-0.3916125061390061,-2.2959248083200534,,,,0,False
NEK1,67.0,66.0,1.9010593372707456,9.75906023332507,True,67.0,1.0,1.0,-9.631340688385915,-7.73028135111517,-9.75906023332507,,,,0,False
NEK3,62.0,61.0,3.5916813671593593,7.059426534017141,True,1.0,1.0,62.0,-3.4677451668577817,-4.696908603539129,-7.059426534017141,,,,0,False
NEMP2,73.0,62.0,3.086438344174498,10.962422098413905,True,73.0,42.0,11.0,-7.875983754239407,-10.962422098413905,-8.261426948242645,,,,0,False
NFAT5,1624.0,1623.0,5.487383521838321,15.1633073852869,True,1624.0,1.0,2.0,-9.67592386344858,-15.1633073852869,-11.42793253514142,0.2512521224755644,1.0,,0,False
NFATC2,172.0,170.0,11.011068163904367,9.39051690686301,True,2.0,172.0,27.0,-9.39051690686301,-8.210005638444573,1.6205512570413596,,,,1,False
NFATC2IP,51.0,44.0,0.288490626575637,12.202284449401525,True,51.0,30.0,7.0,-12.066754570364074,-11.778263943788437,-12.202284449401525,,,,0,False
NFE2L1,123.0,58.0,6.043147947567037,11.61372326214928,True,65.0,61.0,123.0,-11.61372326214928,-8.662011726716099,-5.570575314582244,,,,0,False
NFKB1,205.0,115.0,1.862538340268351,14.151346162397177,True,90.0,205.0,63.0,-13.872222492377736,-12.009684152109385,-14.151346162397177,,,,1,False
NFKB2,1350.0,907.0,12.056600025005311,33.764120871210295,True,443.0,1350.0,738.0,-21.707520846204982,-32.57992844326427,-33.764120871210295,,,,0,False
NFKBIL1,954.0,863.0,3.380539665736129,8.140951074776408,True,91.0,954.0,33.0,-4.760411409040279,-8.140951074776408,-7.627076160622622,,,,0,False
NFRKB,3020.0,500.0,4.522309073355309,20.5438187996058,True,3020.0,2892.0,2520.0,-16.02150972625049,-20.5438187996058,-15.23017454080511,0.5645913204101243,0.000120780181341,,0,False
NFU1,282.0,277.0,0.771510103130101,11.634744809175508,True,5.0,16.0,282.0,-11.129500550963012,-10.357990447832911,-11.634744809175508,,,,0,False
NGRN,176.0,175.0,3.5696233949886684,10.79827116278508,True,1.0,3.0,176.0,-7.228647767796411,-10.79827116278508,-7.285969381456962,,,,0,False
NIPBL,584.0,226.0,2.7450054379541955,9.548247043481554,True,358.0,317.0,584.0,-6.803241605527359,-6.27223326674368,-9.548247043481554,,,,0,False
NIPSNAP3A,57.0,56.0,2.9146394172975567,7.106964977568774,True,1.0,57.0,1.0,-7.106964977568774,-4.192325560271217,-6.095905247013695,,,,0,False
NKAPD1,819.0,290.0,3.709175670054856,14.204083312726006,True,529.0,605.0,819.0,-10.49490764267115,-14.204083312726006,-7.962980135912625,,,,0,False
NLGN2,60.0,47.0,1.7531903802913658,2.327764156813054,True,48.0,1.0,60.0,-0.5745737765216881,-0.6647974238361017,-2.327764156813054,,,,0,False
NLRX1,489.0,474.0,3.343803757445621,8.874650118189063,True,489.0,15.0,25.0,-5.530846360743442,-8.874650118189063,-8.73672420429179,,,,0,False
NMT2,130.0,85.0,6.975106265344348,17.113339926417023,True,45.0,130.0,19.0,-17.113339926417023,-10.138233661072675,-13.46426396924434,,,,0,False
NONO,56.0,40.0,4.8791598820976425,21.37595150206081,True,16.0,56.0,14.0,-16.49679161996317,-21.37595150206081,-20.11258378956657,,,,0,False
NPHP4,177.0,101.0,0.9867132348125498,6.908345802100056,True,76.0,177.0,6.0,-5.9216325672875065,-5.946549284922424,-6.908345802100056,,,,0,False
NPRL3,55.0,54.0,3.7274970338738473,13.302577681731112,True,55.0,4.0,1.0,-9.575080647857265,-13.302577681731112,-12.041098881865086,,,,0,False
NR2C2,285.0,72.0,2.4692805809617013,13.1663861358755,True,285.0,263.0,213.0,-13.051742609831033,-10.582462028869331,-13.1663861358755,,,,0,False
NR4A3,396.0,396.0,4.965412027209966,6.24013840601749,True,0.0,32.0,396.0,-1.2747263788075232,-6.24013840601749,-1.4705010576778763,,,,0,False
NRAS,375.0,149.0,8.722312045232805,41.43830640925694,True,226.0,375.0,147.0,-32.715994364024134,-34.87753940582483,-41.43830640925694,,,,0,False
NRBP1,751.0,366.0,7.933310911015837,15.31039141141271,True,385.0,628.0,751.0,-7.377080500396872,-15.31039141141271,-11.743644242170085,,,,0,False
NSD1,2175.0,408.0,3.8382251099319222,32.69340148924657,True,1767.0,1994.0,2175.0,-30.263492295771883,-32.69340148924657,-26.42526718583996,,,,0,False
NSD2,182.0,96.0,4.340154277952123,6.566879735795833,True,178.0,182.0,82.0,-6.566879735795833,-3.2794442564175603,-2.2267254578437106,,,,0,False
NSUN4,1026.0,989.0,2.964953284950468,11.115732144698947,True,37.0,109.0,1026.0,-8.15077885974848,-11.115732144698947,-8.20379214959968,,,,0,True
NUBPL,367.0,366.0,2.825301781364498,8.45014224800667,True,1.0,4.0,367.0,-5.624840466642173,-8.374952720928924,-8.45014224800667,,,,0,False
NUDT19,151.0,119.0,5.917543882416657,18.112163857717515,True,151.0,32.0,37.0,-12.194619975300858,-18.112163857717515,-15.50543160445833,,,,0,False
NUFIP2,55.0,53.0,4.130869500166778,25.28199326944493,True,55.0,3.0,2.0,-21.15112376927815,-25.28199326944493,-18.261987210180944,,,,0,False
NUP42,90.0,72.0,3.137401495926179,12.997937817800178,True,18.0,11.0,90.0,-9.860536321874,-12.997937817800178,-8.340530399751113,,,,0,False
NXT1,102.0,96.0,7.276359733593843,17.184345786967317,True,6.0,5.0,102.0,-9.907986053373474,-17.184345786967317,-13.698698872397804,,,,0,False
OAZ3,215.0,215.0,0.7015737363211709,3.44592867820585,True,0.0,0.0,215.0,-3.086536228736644,-3.44592867820585,-2.384962492415473,,,,0,False
ORAI1,1250.0,1247.0,7.987649985006415,14.420314460101933,True,3.0,1250.0,77.0,-14.420314460101933,-13.724840734787824,-6.4326644750955175,,,,0,True
ORMDL2,372.0,371.0,0.7624466681708153,9.165933908035424,True,372.0,1.0,1.0,-9.165933908035424,-8.744130697216391,-8.403487239864608,,,,0,False
OST4,115.0,105.0,1.945886354267767,21.012571480127995,True,10.0,98.0,115.0,-20.616298282702186,-18.67041192843442,-21.012571480127995,,,,0,False
OTUB1,305.0,185.0,0.689540710790796,14.451711884587144,True,305.0,293.0,120.0,-14.451711884587144,-14.102701291531876,-13.762171173796348,,,,0,False
OTUD1,1110.0,1099.0,1.7253904917023206,7.569078619864921,True,1110.0,321.0,11.0,-5.843688128162601,-6.595395562210232,-7.569078619864921,,,,0,False
OXA1L,1542.0,1275.0,4.504444738221526,25.201864518249845,True,267.0,114.0,1542.0,-20.69741978002832,-25.201864518249845,-17.699254484582493,,,,0,False
P4HB,191.0,102.0,0.4808167185129051,5.88761092091212,True,191.0,89.0,131.0,-5.88761092091212,-5.638267302270023,-5.406794202399215,,,,0,False
PA2G4,51.0,26.0,6.267464068304573,18.738385933888047,True,51.0,28.0,25.0,-12.470921865583474,-18.738385933888047,-16.4173710405613,,,,0,False
PABIR1,79.0,47.0,3.1585512646551774,5.127118899114154,True,32.0,72.0,79.0,-5.031538895294776,-5.127118899114154,-1.872987630639599,,,,0,False
PACS2,147.0,123.0,1.102761819924714,6.624824090372703,True,24.0,29.0,147.0,-6.624824090372703,-5.857684638989369,-5.522062270447989,,,,0,False
PACSIN2,632.0,631.0,2.8293957078435374,10.579562916712494,True,632.0,1.0,2.0,-7.750167208868956,-6.913064284339968,-10.579562916712494,,,,0,False
PAGR1,561.0,391.0,3.641922388248073,20.59434799127456,True,501.0,561.0,110.0,-16.952425603026487,-20.59434799127456,-17.63516548015028,,,,0,False
PAICS,88.0,87.0,10.27996943202735,16.952808942234622,True,1.0,4.0,88.0,-6.672839510207273,-16.952808942234622,-9.88327550375726,,,,0,False
PAK1,278.0,275.0,2.7327047933931827,3.956564087901559,True,278.0,265.0,3.0,-3.956564087901559,-1.2238592945083764,-2.068554223251054,,,,0,False
PAK2,147.0,87.0,4.624379767541864,29.99497247152664,True,147.0,98.0,60.0,-25.370592703984777,-27.344928050473083,-29.99497247152664,,,,0,False
PAN3,350.0,260.0,0.41559780483691,16.72519497296903,True,90.0,185.0,350.0,-16.72519497296903,-16.30959716813212,-16.71721381511331,,,,0,False
PAPOLA,56.0,42.0,3.5413194219485415,18.54726750229408,True,14.0,56.0,38.0,-15.005948080345538,-18.54726750229408,-17.88367897974978,,,,0,False
PAPSS1,250.0,248.0,4.589403792546458,15.4586563395451,True,250.0,6.0,2.0,-10.869252546998643,-10.672293370437952,-15.4586563395451,,,,0,False
PARD6A,143.0,140.0,1.0028175150113432,9.602784958354912,True,143.0,3.0,7.0,-8.603938401367426,-7.601120886356083,-9.602784958354912,,,,0,False
PARK7,95.0,88.0,16.06458806135777,45.868773842091,True,7.0,7.0,95.0,-29.80418578073323,-41.9503014530666,-45.868773842091,,,,0,False
PARL,343.0,341.0,9.201498225621322,25.92743091703948,True,2.0,1.0,343.0,-16.72593269141816,-25.92743091703948,-22.10630530742264,,,,0,False
PARP14,1329.0,955.0,8.951551653206064,30.6544149571838,True,374.0,1329.0,114.0,-30.6544149571838,-21.751064028056284,-21.702863303977736,,,,0,False
PARS2,651.0,553.0,1.0450476726922178,4.479210211037713,True,98.0,651.0,548.0,-3.434162538345495,-4.479210211037713,-2.6384303151722244,,,,0,False
PATL1,166.0,161.0,1.1476488300630248,9.621960121370924,True,166.0,7.0,5.0,-8.777766313586348,-9.621960121370924,-7.630117483523323,,,,0,False
PAXIP1,1241.0,170.0,2.6542687044433944,16.51955553995924,True,1071.0,992.0,1241.0,-13.865286835515844,-16.51955553995924,-15.216246299633562,,,,0,False
PCBP2,627.0,421.0,0.7009254769124316,4.098821081892124,True,523.0,627.0,102.0,-3.3978956049796927,-3.70028182017133,-4.098821081892124,,,,0,False
PCBP4,54.0,28.0,2.6275563140538374,6.568972841357295,True,54.0,30.0,26.0,-6.568972841357295,-3.941416527303458,-6.301023626027763,,,,0,False
PCGF1,1079.0,395.0,3.665639922584056,21.95315300590408,True,684.0,948.0,1079.0,-18.287513083320025,-21.95315300590408,-16.815204638904085,,,,0,False
PCGF3,51.0,44.0,0.9244282129424946,7.1238093317376725,True,7.0,27.0,51.0,-6.199381118795178,-7.1238093317376725,-6.649985854011966,,,,0,False
PCGF6,54.0,36.0,2.6970538187690307,9.30932339010364,True,18.0,54.0,53.0,-6.6122695713346085,-9.30932339010364,-8.338450358419037,,,,0,False
PCNX3,98.0,31.0,1.7302007315491057,8.539538297812266,True,67.0,66.0,98.0,-6.80933756626316,-8.539538297812266,-5.992094749576544,,,,0,False
PCNX4,480.0,476.0,2.1192026694499475,9.344094943938638,True,480.0,4.0,5.0,-7.22489227448869,-9.344094943938638,-7.952762933240294,,,,0,False
PCYT2,828.0,143.0,1.890219012951034,8.957602736641308,True,828.0,724.0,685.0,-8.957602736641308,-8.504652874076832,-7.0673837236902735,,,,0,False
PDCD10,298.0,271.0,3.036944518649289,21.44290911264466,True,27.0,140.0,298.0,-18.40596459399537,-17.827516184767312,-21.44290911264466,,,,0,False
PDCD2L,1046.0,994.0,10.931932853987735,18.90236697057731,True,1046.0,385.0,52.0,-7.9704341165895745,-18.90236697057731,-9.9270620520012,,,,0,False
PDCD5,902.0,872.0,5.724299800746682,15.636083544621624,True,30.0,38.0,902.0,-9.911783743874942,-15.636083544621624,-10.610432563724176,,,,0,True
PDCL,1502.0,749.0,1.9832943808926304,16.105072736185118,True,753.0,1272.0,1502.0,-14.121778355292488,-14.145823660862174,-16.105072736185118,,,,0,False
PDHB,179.0,174.0,2.4627211848456945,17.24206467128822,True,5.0,8.0,179.0,-14.779343486442524,-17.24206467128822,-14.63264200013854,,,,0,False
PDIA3,310.0,235.0,4.17282034083204,27.41759866849544,True,75.0,310.0,25.0,-23.2447783276634,-27.41759866849544,-22.29434723389253,,,,0,False
PDIA6,151.0,49.0,6.847898665394945,22.544628272646705,True,151.0,151.0,102.0,-15.69672960725176,-22.544628272646705,-22.41731769685163,,,,0,False
PDLIM2,244.0,171.0,2.12500643317113,7.593491383652684,True,73.0,244.0,159.0,-7.593491383652684,-5.468484950481554,-5.545469830022436,,,,0,False
PDS5B,59.0,35.0,0.5752314453162786,14.31183100559904,True,24.0,59.0,42.0,-14.31183100559904,-13.73659956028276,-14.063947528941114,,,,0,False
PDSS1,385.0,353.0,6.96533180490843,11.966177628758564,True,32.0,385.0,113.0,-5.000845823850134,-11.966177628758564,-6.329778620948304,,,,0,False
PDSS2,2227.0,1284.0,3.074584579916472,7.467092318704326,True,943.0,2227.0,1432.0,-6.105850058475155,-7.467092318704326,-3.031265478558683,,,,0,False
PELO,275.0,120.0,2.7971982702180167,7.558505977360658,True,163.0,43.0,275.0,-4.761307707142642,-7.558505977360658,-6.430064070178647,,,,0,False
PEX5,217.0,214.0,4.741602217278749,10.982138026005812,True,3.0,165.0,217.0,-6.240535808727063,-10.982138026005812,-6.563660130544229,,,,0,False
PFDN5,218.0,211.0,3.357372686522755,17.9168944986053,True,218.0,66.0,7.0,-14.559521812082544,-17.9168944986053,-15.223520513004877,,,,0,False
PGP,490.0,489.0,10.36949814535674,27.660707385064104,True,1.0,2.0,490.0,-17.291209239707364,-27.660707385064104,-21.541991227407905,,,,0,False
PHACTR4,66.0,63.0,2.1020575297440907,18.27044934468043,True,66.0,3.0,4.0,-16.16839181493634,-18.173502926898696,-18.27044934468043,,,,0,False
PHF12,326.0,138.0,1.3262049827143514,11.853057107357376,True,188.0,326.0,123.0,-11.853057107357376,-11.67452037688894,-10.526852124643025,,,,0,False
PHF20,177.0,168.0,4.190381369016464,13.919900436293013,True,9.0,10.0,177.0,-9.729519067276549,-11.047841194638108,-13.919900436293013,,,,0,False
PHF20L1,70.0,65.0,2.6577773527089903,15.087427774413914,True,5.0,70.0,5.0,-12.429650421704924,-15.087427774413914,-14.543937569984015,,,,0,False
PHF3,220.0,139.0,1.946883696782841,24.16407572398277,True,220.0,81.0,215.0,-22.21719202719993,-22.537333456192247,-24.16407572398277,,,,0,False
PHF6,212.0,197.0,4.5186962902118015,13.66344126874667,True,15.0,19.0,212.0,-9.144744978534868,-13.66344126874667,-11.636152450095212,,,,0,False
PHF8,315.0,304.0,0.9259285365734512,12.286766669655243,True,11.0,56.0,315.0,-11.360838133081792,-12.286766669655243,-10.48625605026655,,,,0,False
PHIP,120.0,115.0,1.9354783104149096,15.480832889913284,True,5.0,12.0,120.0,-13.545354579498374,-13.384077679903694,-15.480832889913284,,,,0,False
PIAS1,92.0,92.0,0.2783216677750779,4.456347225201652,True,92.0,0.0,1.0,-4.178025557426574,-4.456347225201652,-3.928837648889186,,,,0,False
PIK3C2B,73.0,72.0,2.744043740649813,7.073610601927643,True,73.0,1.0,1.0,-4.32956686127783,-6.113520898749276,-7.073610601927643,,,,0,False
PIK3R4,139.0,127.0,4.035963687838759,13.4641602879223,True,139.0,82.0,12.0,-9.428196600083542,-13.4641602879223,-9.89316696455788,,,,0,False
PKM,1841.0,1784.0,17.262125818434363,32.15868327300232,True,57.0,1841.0,202.0,-14.896557454567954,-32.15868327300232,-10.262939928924618,0.536419057150002,0.8900951453671474,,0,False
PKN1,102.0,101.0,1.4209228121580164,9.587255575193437,True,102.0,1.0,1.0,-8.16633276303542,-7.631122399566557,-9.587255575193437,,,,0,False
PKN3,86.0,85.0,1.0002391923908327,6.621151649508326,True,1.0,2.0,86.0,-5.620912457117493,-6.488348500843773,-6.621151649508326,,,,0,False
PKNOX1,275.0,92.0,1.7135274054878664,11.2445193862034,True,183.0,265.0,275.0,-9.530991980715534,-11.2445193862034,-8.588807249280116,,,,0,False
PLA2G4A,99.0,71.0,2.3000124470789767,4.024429727103612,True,28.0,99.0,7.0,-1.724417280024635,-3.530188484148113,-4.024429727103612,,,,0,False
PLCG1,5033.0,5030.0,11.934398389103324,22.74380775801576,True,3.0,5033.0,2218.0,-22.74380775801576,-14.101124295570235,-10.809409368912435,0.4865636818969194,0.7209971026115483,7.0,1,True
PMVK,3528.0,3318.0,1.984580005329068,13.171287621519172,True,210.0,88.0,3528.0,-12.609918304076762,-13.171287621519172,-10.625338298747694,0.8927935405880859,0.0300398556424171,2.0,0,False
PNPT1,1238.0,1107.0,5.426656883353866,10.653693255878618,True,131.0,1238.0,1069.0,-5.227036372524752,-10.653693255878618,-4.660367294213302,,,,0,False
POGK,259.0,258.0,5.477513201137482,17.296270757604677,True,259.0,8.0,1.0,-11.818757556467196,-17.296270757604677,-12.290854524540448,,,,0,False
POGLUT3,2477.0,1602.0,2.440685637410102,7.052681518405281,True,875.0,2477.0,701.0,-7.052681518405281,-4.611995880995179,-4.679644242102279,1.1236447812473118,5.261785745779371e-15,,0,False
POGZ,96.0,95.0,4.158399873228134,9.75861769253949,True,1.0,3.0,96.0,-5.600217819311355,-7.2368181819267265,-9.75861769253949,,,,0,False
POLG,1601.0,1561.0,2.298102529024412,12.440968685817618,True,40.0,266.0,1601.0,-10.142866156793206,-12.440968685817618,-9.040885247699746,0.8291352903695456,6.160424673359716e-26,,0,True
PPCDC,751.0,288.0,5.673334086069433,7.508552726543048,True,591.0,751.0,303.0,-1.8352186404736144,-7.508552726543048,-2.7638457771108333,,,,0,False
PPDPF,1142.0,683.0,1.6379186285502367,14.621897848335164,True,816.0,1142.0,133.0,-14.621897848335164,-12.983979219784928,-13.226062001722743,,,,0,False
PPIF,219.0,211.0,8.12754948927877,15.244201411385612,True,219.0,29.0,8.0,-7.1166519221068425,-15.082840036669392,-15.244201411385612,,,,0,False
PPIH,877.0,716.0,0.6774073567874508,5.255843215657213,True,161.0,877.0,387.0,-4.578435858869762,-4.972866104326907,-5.255843215657213,,,,0,False
PPIL1,571.0,457.0,5.444911824374589,14.845166253286472,True,571.0,507.0,114.0,-9.400254428911882,-14.845166253286472,-8.00792637233578,,,,0,False
PPM1D,1390.0,1321.0,1.8804931597920511,8.356797408607056,True,1390.0,140.0,69.0,-8.356797408607056,-7.828337733296871,-6.476304248815005,,,,0,False
PPP1R12A,93.0,65.0,0.751473488356698,24.1666109266292,True,93.0,57.0,28.0,-23.543557970896497,-22.7920844825398,-24.1666109266292,,,,0,False
