flagship,direction,pathway_name,overlap,query_size,p_value,fdr,expression_artifact_flag,pathway_size_bg
BCL10,up,Uptake and actions of bacterial toxins,8,2771,0.112132181944376,0.2597114699181166,False,19
BCL10,up,Protein folding,22,2771,0.1170891913840002,0.2707687550755005,False,64
BCL10,up,Intra-Golgi and retrograde Golgi-to-ER traffic,50,2771,0.1178349174703121,0.2720681401810639,False,159
BCL10,up,DNA Damage/Telomere Stress Induced Senescence,14,2771,0.1186926556573665,0.2736216984001596,False,38
BCL10,up,Acetylcholine Neurotransmitter Release Cycle,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Activated NTRK2 signals through PI3K,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Activation of RAS in B cells,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,CLEC7A/inflammasome pathway,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Collagen chain trimerization,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Defensins,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Formation of the nephric duct,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Inhibition of TSC complex formation by AKT (PKB),3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,KEAP1-NFE2L2 pathway,30,2771,0.1210516761751131,0.2785860926940116,False,91
BCL10,up,Muscle contraction,27,2771,0.1223172651207509,0.2785860926940116,False,81
BCL10,up,NFE2L2 regulating ER-stress associated genes,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Negative Regulation of CDH1 Gene Transcription,13,2771,0.1231113280078011,0.2785860926940116,False,35
BCL10,up,Neurotoxicity of clostridium toxins,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Norepinephrine Neurotransmitter Release Cycle,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Nucleotide-like (purinergic) receptors,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Proton-coupled monocarboxylate transport,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,RAS signaling downstream of NF1 loss-of-function variants,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,RUNX3 regulates BCL2L11 (BIM) transcription,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Regulation of CDH11 function,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,SARS-CoV-1 activates/modulates innate immune responses,13,2771,0.1231113280078011,0.2785860926940116,False,35
BCL10,up,Serotonin Neurotransmitter Release Cycle,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Trafficking of myristoylated proteins to the cilium,3,2771,0.1253637417123052,0.2785860926940116,False,5
BCL10,up,Transcriptional and post-translational regulation of MITF-M expression and activity,13,2771,0.1231113280078011,0.2785860926940116,True,35
BCL10,up,Unfolded Protein Response (UPR),24,2771,0.1228064184921815,0.2785860926940116,False,71
BCL10,up,Ovarian tumor domain proteases,12,2771,0.1275925665753971,0.2831139408269682,False,32
BCL10,up,Beta-catenin independent WNT signaling,31,2771,0.1296045161505793,0.287147730393499,False,95
BCL10,up,Co-stimulation by CD28,16,2771,0.1299745777971603,0.2875371825706984,False,45
BCL10,up,Association of TriC/CCT with target proteins during biosynthesis,11,2771,0.1320866308083429,0.2909050797564695,False,29
BCL10,up,Collagen formation,11,2771,0.1320866308083429,0.2909050797564695,False,29
BCL10,up,Non-integrin membrane-ECM interactions,11,2771,0.1320866308083429,0.2909050797564695,False,29
BCL10,up,Golgi-to-ER retrograde transport,33,2771,0.1324763148459202,0.2913297859910281,False,102
BCL10,up,Viral Infection Pathways,196,2771,0.1348538832530006,0.2961183193092596,False,679
BCL10,up,Chromatin organization,79,2771,0.1352214186274455,0.296485480842399,False,262
BCL10,up,Amino acids regulate mTORC1,15,2771,0.1354884072194239,0.296631424089863,False,42
BCL10,up,Energy dependent regulation of mTOR by LKB1-AMPK,10,2771,0.1365151860995684,0.2979977513677895,False,26
BCL10,up,IRS-mediated signalling,10,2771,0.1365151860995684,0.2979977513677895,False,26
BCL10,up,AKT phosphorylates targets in the nucleus,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Activation of RAC1,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Dissolution of Fibrin Clot,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Heme degradation,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Interleukin-23 signaling,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Keratan sulfate degradation,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,MET activates PTK2 signaling,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,PRC2 methylates histones and DNA,9,2771,0.1407533880024228,0.3059074000535238,False,23
BCL10,up,Regulation of NFE2L2 gene expression,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Regulation of lipid metabolism by PPARalpha,29,2771,0.1410191950035945,0.3059074000535238,False,89
BCL10,up,Serine metabolism,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Suppression of phagosomal maturation,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Termination of O-glycan biosynthesis,4,2771,0.1428256847547195,0.3059074000535238,False,8
BCL10,up,Apoptosis induced DNA fragmentation,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,CTNNB1 S33 mutants aren't phosphorylated,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,CTNNB1 S37 mutants aren't phosphorylated,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,CTNNB1 S45 mutants aren't phosphorylated,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,CTNNB1 T41 mutants aren't phosphorylated,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Chaperone Mediated Autophagy,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Chromatin modifications during the maternal to zygotic transition (MZT),7,2771,0.147703255083342,0.3059412988297377,False,17
BCL10,up,ERK/MAPK targets,7,2771,0.147703255083342,0.3059412988297377,False,17
BCL10,up,Ephrin signaling,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Frs2-mediated activation,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,Gastrin-CREB signalling pathway via PKC and MAPK,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,Golgi Cisternae Pericentriolar Stack Reorganization,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Kidney development,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,NCAM1 interactions,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,NPAS4 regulates expression of target genes,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,NRAGE signals death through JNK,13,2771,0.1472885325653974,0.3059412988297377,False,36
BCL10,up,Negative regulation of FGFR1 signaling,7,2771,0.147703255083342,0.3059412988297377,False,17
BCL10,up,RHO GTPases Activate NADPH Oxidases,7,2771,0.147703255083342,0.3059412988297377,False,17
BCL10,up,RHO GTPases Activate ROCKs,7,2771,0.147703255083342,0.3059412988297377,False,17
BCL10,up,RHOG GTPase cycle,20,2771,0.1460882398905286,0.3059412988297377,False,59
BCL10,up,RUNX3 regulates NOTCH signaling,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Repression of WNT target genes,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,SLC-mediated transport of organic anions,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Selective autophagy,23,2771,0.1453270796274607,0.3059412988297377,False,69
BCL10,up,Signaling by Activin,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,Signaling by CTNNB1 phospho-site mutants,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Signaling by FLT3 ITD and TKD mutants,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Signaling by GSK3beta mutants,6,2771,0.1494564588202029,0.3059412988297377,False,14
BCL10,up,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,TRAF6-mediated induction of TAK1 complex within TLR4 complex,5,2771,0.1486769140899077,0.3059412988297377,False,11
BCL10,up,ZBP1(DAI) mediated induction of type I IFNs,7,2771,0.147703255083342,0.3059412988297377,False,17
BCL10,up,ER-Phagosome pathway,19,2771,0.1527490950568836,0.3114767991445575,False,56
BCL10,up,Fc epsilon receptor (FCERI) signaling,32,2771,0.1527919974182086,0.3114767991445575,False,100
BCL10,up,Signaling by NOTCH4,19,2771,0.1527490950568836,0.3114767991445575,False,56
BCL10,up,Negative regulators of DDX58/IFIH1 signaling,12,2771,0.153584382242696,0.312661465913604,False,33
BCL10,up,Downstream TCR signaling,21,2771,0.1588341120212263,0.3215793239280642,False,63
BCL10,up,MTOR signalling,15,2771,0.1586348326931786,0.3215793239280642,False,43
BCL10,up,RHOD GTPase cycle,15,2771,0.1586348326931786,0.3215793239280642,False,43
BCL10,up,RHOJ GTPase cycle,15,2771,0.1586348326931786,0.3215793239280642,False,43
BCL10,up,Deactivation of the beta-catenin transactivating complex,11,2771,0.1601408022217901,0.3228997102019747,False,30
BCL10,up,Interleukin-17 signaling,18,2771,0.159803363312067,0.3228997102019747,False,53
BCL10,up,RHOH GTPase cycle,11,2771,0.1601408022217901,0.3228997102019747,False,30
BCL10,up,PPARA activates gene expression,28,2771,0.1636453127841204,0.3295170924088411,False,87
BCL10,up,MAP kinase activation,17,2771,0.1672865586271655,0.336391449413322,False,50
BCL10,up,PTEN Regulation,34,2771,0.1700521101155733,0.3414886336106493,False,108
BCL10,up,Defective Intrinsic Pathway for Apoptosis,9,2771,0.173948220679304,0.3488392501427777,False,24
BCL10,up,Signaling by FGFR,16,2771,0.1752394593465482,0.3509531797468083,False,47
BCL10,up,Signaling by the B Cell Receptor (BCR),26,2771,0.1785231584146288,0.3570463168292576,False,81
BCL10,up,Co-inhibition by CTLA4,8,2771,0.1810845649629811,0.3587753094313414,False,21
BCL10,up,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,8,2771,0.1810845649629811,0.3587753094313414,False,21
BCL10,up,Effects of PIP2 hydrolysis,8,2771,0.1810845649629811,0.3587753094313414,False,21
BCL10,up,GABA receptor activation,8,2771,0.1810845649629811,0.3587753094313414,False,21
BCL10,up,Inhibition of DNA recombination at telomere,8,2771,0.1810845649629811,0.3587753094313414,False,21
BCL10,up,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,8,2771,0.1810845649629811,0.3587753094313414,False,21
BCL10,up,Neurodegenerative Diseases,8,2771,0.1810845649629811,0.3587753094313414,False,21
BCL10,up,Regulation of TP53 Expression and Degradation,12,2771,0.1820675032886524,0.3602405145283498,False,34
BCL10,up,Assembly of collagen fibrils and other multimeric structures,7,2771,0.1882004476876699,0.3689227318910617,False,18
BCL10,up,Collagen biosynthesis and modifying enzymes,7,2771,0.1882004476876699,0.3689227318910617,False,18
BCL10,up,IFIT antiviral response,7,2771,0.1882004476876699,0.3689227318910617,False,18
BCL10,up,N-glycan antennae elongation in the medial/trans-Golgi,7,2771,0.1882004476876699,0.3689227318910617,False,18
BCL10,up,RHO GTPases activate IQGAPs,7,2771,0.1882004476876699,0.3689227318910617,False,18
BCL10,up,Synthesis of bile acids and bile salts,7,2771,0.1882004476876699,0.3689227318910617,False,18
BCL10,up,VEGFR2 mediated cell proliferation,7,2771,0.1882004476876699,0.3689227318910617,False,18
BCL10,up,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,11,2771,0.1908831674497739,0.3727006435694795,False,31
BCL10,up,RND1 GTPase cycle,11,2771,0.1908831674497739,0.3727006435694795,False,31
BCL10,up,Transcriptional Regulation by VENTX,11,2771,0.1908831674497739,0.3727006435694795,False,31
BCL10,up,ADORA2B mediated anti-inflammatory cytokines production,10,2771,0.2002822084629622,0.3753112100878791,False,28
BCL10,up,ARMS-mediated activation,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Acetylcholine regulates insulin secretion,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Activated NTRK2 signals through FRS2 and FRS3,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Activation of the AP-1 family of transcription factors,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Acyl chain remodelling of PE,5,2771,0.2008655035146498,0.3753112100878791,False,12
BCL10,up,CRMPs in Sema3A signaling,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Caspase activation via Dependence Receptors in the absence of ligand,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Co-stimulation by ICOS,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Complement cascade,6,2771,0.1949994043432532,0.3753112100878791,False,15
BCL10,up,Constitutive Signaling by NOTCH1 HD Domain Mutants,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Downregulation of ERBB4 signaling,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Estrogen-stimulated signaling through PRKCZ,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,FRS-mediated FGFR2 signaling,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,FRS-mediated FGFR3 signaling,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,FRS-mediated FGFR4 signaling,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Formation of the beta-catenin:TCF transactivating complex,13,2771,0.2024311826750567,0.3753112100878791,False,38
BCL10,up,GP1b-IX-V activation signalling,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,GRB2 events in ERBB2 signaling,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Hyaluronan metabolism,5,2771,0.2008655035146498,0.3753112100878791,False,12
BCL10,up,IkBA variant leads to EDA-ID,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Interleukin-2 family signaling,13,2771,0.2024311826750567,0.3753112100878791,False,38
BCL10,up,Interleukin-6 family signaling,6,2771,0.1949994043432532,0.3753112100878791,False,15
BCL10,up,Lysosphingolipid and LPA receptors,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Metabolism of Angiotensinogen to Angiotensins,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Neuronal System,47,2771,0.1951417571477011,0.3753112100878791,False,155
BCL10,up,Other semaphorin interactions,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,PECAM1 interactions,5,2771,0.2008655035146498,0.3753112100878791,False,12
BCL10,up,Packaging Of Telomere Ends,5,2771,0.2008655035146498,0.3753112100878791,False,12
BCL10,up,Platelet sensitization by LDL,6,2771,0.1949994043432532,0.3753112100878791,False,15
BCL10,up,RUNX3 Regulates Immune Response and Cell Migration,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,RUNX3 regulates WNT signaling,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Regulation of FZD by ubiquitination,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Regulation of MITF-M-dependent genes involved in apoptosis,5,2771,0.2008655035146498,0.3753112100878791,False,12
BCL10,up,Regulation of MITF-M-dependent genes involved in pigmentation,10,2771,0.2002822084629622,0.3753112100878791,False,28
BCL10,up,Regulation of PTEN mRNA translation,4,2771,0.2043924563046152,0.3753112100878791,True,9
BCL10,up,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,5,2771,0.2008655035146498,0.3753112100878791,False,12
BCL10,up,SIRT1 negatively regulates rRNA expression,6,2771,0.1949994043432532,0.3753112100878791,True,15
BCL10,up,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Sema4D induced cell migration and growth-cone collapse,6,2771,0.1949994043432532,0.3753112100878791,False,15
BCL10,up,Signaling by NOTCH1 HD Domain Mutants in Cancer,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Signaling by ROBO receptors,24,2771,0.1950940380218344,0.3753112100878791,False,75
BCL10,up,Syndecan interactions,6,2771,0.1949994043432532,0.3753112100878791,False,15
BCL10,up,"Synthesis, secretion, and deacylation of Ghrelin",3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,TRAIL  signaling,3,2771,0.2017908193638567,0.3753112100878791,False,6
BCL10,up,Tie2 Signaling,5,2771,0.2008655035146498,0.3753112100878791,False,12
BCL10,up,Trafficking of GluR2-containing AMPA receptors,4,2771,0.2043924563046152,0.3753112100878791,False,9
BCL10,up,Downstream signaling events of B Cell Receptor (BCR),18,2771,0.2062260787636831,0.3782089176830868,False,55
BCL10,up,Ca-dependent events,9,2771,0.2103219711308327,0.3838181470698303,False,25
BCL10,up,Epigenetic regulation by WDR5-containing histone modifying complexes,29,2771,0.2096297869826739,0.3838181470698303,False,93
BCL10,up,Recycling pathway of L1,9,2771,0.2103219711308327,0.3838181470698303,False,25
BCL10,up,Sensory processing of sound by outer hair cells of the cochlea,9,2771,0.2103219711308327,0.3838181470698303,True,25
BCL10,up,COPI-independent Golgi-to-ER retrograde traffic,12,2771,0.2128272469134445,0.3874345946271806,False,35
BCL10,up,TAK1-dependent IKK and NF-kappa-B activation,12,2771,0.2128272469134445,0.3874345946271806,False,35
BCL10,up,Antigen processing: Ubiquitination & Proteasome degradation,70,2771,0.2154235426044835,0.3916791683717881,False,238
BCL10,up,Sensory Perception,24,2771,0.2159591527418747,0.3921712221570241,False,76
BCL10,up,Affinity selection of immunoglobulins,62,2771,0.2213778675934726,0.4000479170187296,False,210
BCL10,up,Diseases of carbohydrate metabolism,8,2771,0.2210647308098705,0.4000479170187296,False,22
BCL10,up,Immunoglobulin maturation,62,2771,0.2213778675934726,0.4000479170187296,False,210
BCL10,up,Signaling by WNT in cancer,8,2771,0.2210647308098705,0.4000479170187296,False,22
BCL10,up,TP53 Regulates Metabolic Genes,21,2771,0.2237516899435957,0.4038445135567338,False,66
BCL10,up,ECM proteoglycans,7,2771,0.2325736027045913,0.4182368554104437,False,19
BCL10,up,Nucleotide salvage,7,2771,0.2325736027045913,0.4182368554104437,False,19
BCL10,up,activated TAK1 mediates p38 MAPK activation,7,2771,0.2325736027045913,0.4182368554104437,False,19
BCL10,up,"Plasma lipoprotein assembly, remodeling, and clearance",13,2771,0.2330180398568481,0.4185275473156982,False,39
BCL10,up,CLEC7A (Dectin-1) signaling,22,2771,0.236509564371856,0.423257745187844,False,70
BCL10,up,PINK1-PRKN Mediated Mitophagy,10,2771,0.2361746177548672,0.423257745187844,False,29
BCL10,up,Reproduction,22,2771,0.236509564371856,0.423257745187844,False,70
BCL10,up,RHO GTPases Activate Formins,34,2771,0.2381847219406728,0.4257408073335699,False,112
BCL10,up,RHOQ GTPase cycle,15,2771,0.2390686138623118,0.4268052454960453,False,46
BCL10,up,Apoptotic factor-mediated response,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,Beta-catenin phosphorylation cascade,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,Cleavage of the damaged purine,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,Depurination,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,NFE2L2 regulating anti-oxidant/detoxification enzymes,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,RHO GTPases activate PAKs,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,Recognition and association of DNA glycosylase with site containing an affected purine,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,Trafficking of AMPA receptors,6,2771,0.2448999635366949,0.4320047032590089,False,16
BCL10,up,Formation of Incision Complex in GG-NER,12,2771,0.245596604087468,0.4322032985130234,False,36
BCL10,up,Mitophagy,12,2771,0.245596604087468,0.4322032985130234,False,36
BCL10,up,CD28 dependent PI3K/Akt signaling,9,2771,0.249396151441502,0.4368121942407372,False,26
BCL10,up,Interleukin-1 signaling,25,2771,0.249292963009281,0.4368121942407372,False,81
BCL10,up,O-linked glycosylation of mucins,9,2771,0.249396151441502,0.4368121942407372,False,26
BCL10,up,Regulation of PLK1 Activity at G2/M Transition,23,2771,0.2487800490629727,0.4368121942407372,False,74
BCL10,up,APC truncation mutants have impaired AXIN binding,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,AXIN missense mutants destabilize the destruction complex,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,ChAHP complex assembly,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,"Cobalamin (Cbl, vitamin B12) transport and metabolism",5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,DNA methylation,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,Gastrulation,18,2771,0.2581294789272574,0.4457778632582742,False,57
BCL10,up,Maturation of hRSV A proteins,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,Purine catabolism,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,Signaling by AMER1 mutants,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,Signaling by APC mutants,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,Signaling by AXIN mutants,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,Truncations of AMER1 destabilize the destruction complex,5,2771,0.2580461113119074,0.4457778632582742,False,13
BCL10,up,Regulation of TP53 Degradation,11,2771,0.2592608893117518,0.4472099256193387,False,33
BCL10,up,Class A/1 (Rhodopsin-like receptors),26,2771,0.2603825434385647,0.4486218443411826,False,85
BCL10,up,CaM pathway,8,2771,0.2638974469738428,0.4536216277831444,False,23
BCL10,up,Calmodulin induced events,8,2771,0.2638974469738428,0.4536216277831444,False,23
BCL10,up,Negative regulation of MAPK pathway,13,2771,0.2652925439693264,0.4549628795765969,False,40
BCL10,up,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),13,2771,0.2652925439693264,0.4549628795765969,False,40
BCL10,up,ABC transporters in lipid homeostasis,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,Activation of SMO,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,CREB1 phosphorylation through the activation of Adenylate Cyclase,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,Dopamine Neurotransmitter Release Cycle,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,Ras activation upon Ca2+ influx through NMDA receptor,4,2771,0.2718465803755769,0.4603351704300388,True,10
BCL10,up,Replacement of protamines by nucleosomes in the male pronucleus,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,SARS-CoV-2 modulates autophagy,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,Signaling by LTK,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,Signaling by Leptin,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,"Synthesis of IP2, IP, and Ins in the cytosol",4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,Telomere C-strand synthesis initiation,4,2771,0.2718465803755769,0.4603351704300388,False,10
BCL10,up,COPI-dependent Golgi-to-ER retrograde traffic,23,2771,0.2725257847157832,0.4609578987192677,False,75
BCL10,up,Interleukin-10 signaling,10,2771,0.2741915255214059,0.4632459563603663,False,30
BCL10,up,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Attachment of GPI anchor to uPAR,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Binding of TCF/LEF:CTNNB1 to target gene promoters,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Blood group systems biosynthesis,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,CHL1 interactions,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,FCGR activation,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Factors involved in megakaryocyte development and platelet production,30,2771,0.2798699361803857,0.4674510224732871,False,100
BCL10,up,G-protein mediated events,12,2771,0.2800667539599093,0.4674510224732871,False,37
BCL10,up,Glycogen synthesis,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,IRAK2 mediated activation of TAK1 complex,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Interleukin-21 signaling,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Lewis blood group biosynthesis,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,NFE2L2 regulates pentose phosphate pathway genes,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Neurotransmitter release cycle,7,2771,0.2799453127348844,0.4674510224732871,False,20
BCL10,up,PI-3K cascade:FGFR2,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,PI-3K cascade:FGFR3,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,PI-3K cascade:FGFR4,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Prolactin receptor signaling,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Reduction of cytosolic Ca++ levels,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,7,2771,0.2799453127348844,0.4674510224732871,False,20
BCL10,up,Sphingolipid catabolism,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,"TICAM1,TRAF6-dependent induction of TAK1 complex",3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,TNFs bind their physiological receptors,7,2771,0.2799453127348844,0.4674510224732871,False,20
BCL10,up,TRAF6 mediated NF-kB activation,7,2771,0.2799453127348844,0.4674510224732871,False,20
BCL10,up,Vitamin D (calciferol) metabolism,3,2771,0.285524138051251,0.4674510224732871,False,7
BCL10,up,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,3,2771,0.285524138051251,0.4674510224732871,True,7
BCL10,up,Deubiquitination,59,2771,0.2872175725702973,0.4697038755845746,False,204
BCL10,up,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,9,2771,0.2906235363143606,0.4742258365438299,False,27
BCL10,up,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,9,2771,0.2906235363143606,0.4742258365438299,False,27
BCL10,up,Meiotic synapsis,11,2771,0.2961794652358429,0.4822283922431766,False,34
BCL10,up,PLC beta mediated events,11,2771,0.2961794652358429,0.4822283922431766,False,34
BCL10,up,Elastic fibre formation,6,2771,0.2979163499657964,0.4824028423953815,False,17
BCL10,up,Netrin-1 signaling,6,2771,0.2979163499657964,0.4824028423953815,False,17
BCL10,up,Regulation of TP53 Activity through Methylation,6,2771,0.2979163499657964,0.4824028423953815,False,17
