target_gene,directionality_index,binom_fdr,binom_p,footprint_class,signed_net,primary_rank,n_hits,neglog10fdr
PITX2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CMKLR1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
PIGU,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
LY9,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
TOR2A,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ACBD3,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
DHX38,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CLEC2D,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
ACAP3,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
CLHC1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
DHRS4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
DHRS2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
LYSET,0.0666666666666666,1.0,1.0,net_derepressed_on_KO,1,,15,-0.0
SELENOH,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
DOCK6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
COA1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
MAPK6,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
AXL,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MORN1,0.0344827586206896,1.0,1.0,net_derepressed_on_KO,1,,29,-0.0
PEX11B,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
SAXO4,0.008695652173913,1.0,1.0,net_derepressed_on_KO,1,,115,-0.0
ZNF804B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
EBAG9,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
AXIN2,0.0588235294117647,1.0,1.0,net_derepressed_on_KO,1,,17,-0.0
ZNF816,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
MAPK12,0.0256410256410256,1.0,1.0,net_derepressed_on_KO,1,,39,-0.0
ARRDC2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CYP46A1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ABI2,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
ZNF320,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
PFKFB1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
TMEM63B,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
CYP7B1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
SERPINE2,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
LLGL1,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
SERPINE1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
CHMP7,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
TRIM56,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
LMAN2,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
TMEM86B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ABHD5,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
AZGP1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MOK,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SATL1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
EFEMP2,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
RNF214,0.0256410256410256,1.0,1.0,net_derepressed_on_KO,1,,39,-0.0
LGALS4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
LGALS8,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
SETMAR,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
PDZD4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ATF6,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
PEA15,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
PRR4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ULBP2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CYBRD1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
LHX2,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
MAPKAPK3,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
PRR15L,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MAFF,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
LHX8,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
LHX9,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
EDN1,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
ARRDC3,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
RSAD2,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
TMEM268,0.027027027027027,1.0,1.0,net_derepressed_on_KO,1,,37,-0.0
PEG3,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ARID3C,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
PGAM5,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
ARL13A,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ARL6IP5,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
ZSCAN18,0.04,1.0,1.0,net_derepressed_on_KO,1,,25,-0.0
ZNF318,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
TREX1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MMP17,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
DPP9,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MMP1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RPS6KB2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
DPP7,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
MMADHC,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
PRKCE,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
TNFAIP6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
LRCH4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SEM1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
TNFAIP8,0.0434782608695652,1.0,1.0,net_derepressed_on_KO,1,,23,-0.0
LRG1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
ATXN7L1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ACRBP,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
ARL6,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
F3,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SCAI,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
DOK6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MLLT6,0.0285714285714285,1.0,1.0,net_derepressed_on_KO,1,,35,-0.0
DCAF15,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
PPP1R14C,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
PRKCZ,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
UCK1,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
TRIM4,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
DRG2,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
DUSP6,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
DACH1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ZNF84,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MNX1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
DUSP11,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
PROCA1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
AVIL,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
TMIE,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SEPTIN6,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
SEPTIN5,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
ACTA2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
TMPRSS3,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
ABL2,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
TMPRSS6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
MAP3K8,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
MFSD4A,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RRAD,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SENP7,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
CHRNA10,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
PLAA,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
CNOT7,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
PLA2G7,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
DSC1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
SOX7,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CATSPERB,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ZBTB32,0.0076335877862595,1.0,1.0,net_derepressed_on_KO,1,,131,-0.0
SYNE3,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SYCE2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
F8,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
HNRNPC,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
GBP7,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SPON2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RCN3,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
IL18BP,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
H2BC4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
IL1A,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SYNE1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CCDC88C,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
SPINK4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SPMIP4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ANKRD33B,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
IL1RN,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
VPS52,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RAB41,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SYNJ2BP-COX16,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
GATA1,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
NTRK1,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
IL26,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
NTRK2,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
BSPRY,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
SLC6A9,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
H2AC6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GCH1,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
NHLH2,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
VTI1B,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
AMY2B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SNURF,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
H2AC15,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
H2AC18,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
NRN1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
IGFBP6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
NDUFA13,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
SPRN,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RDH10,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
BTG1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CCDC65,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
NSDHL,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
SUSD4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CCDC66,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
ZBTB18,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GDF15,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
VSIR,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
VSIG10,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
ZNF517,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CCDC77,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
IL10,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
IL10RA,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
H3C1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
HMX1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
HOOK1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
AHRR,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
NUMBL,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ZNF568,0.0588235294117647,1.0,1.0,net_derepressed_on_KO,1,,17,-0.0
TAF9B,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
FXR1,0.0344827586206896,1.0,1.0,net_derepressed_on_KO,1,,29,-0.0
NDUFB8,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
SLC3A1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SLC39A8,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
H4C4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
FURIN,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
BPIFA2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ZNF677,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
TAL1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
HMSD,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
H4C5,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
FUBP3,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
TAMALIN,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
C19orf44,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
MYF5,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
SPIC,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
ZNF500,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RBM11,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CCNL1,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
MYCL,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
INTS7,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ZBTB8B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
FXYD3,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
FYCO1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
CCL2,0.0666666666666666,1.0,1.0,net_derepressed_on_KO,1,,15,-0.0
NUBP2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CCL20,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
RAB3D,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
H3C6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GALNT7,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
AIMP1,0.0303030303030303,1.0,1.0,net_derepressed_on_KO,1,,33,-0.0
ZNF510,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
VPS39,0.0232558139534883,1.0,1.0,net_derepressed_on_KO,1,,43,-0.0
RGS1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
GAK,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
SPINK1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
H4C11,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
MYLK,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
GAD1,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
HMGN5,0.0021141649048625,1.0,1.0,net_derepressed_on_KO,1,,473,-0.0
IMPDH1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RAB35,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
ZBTB5,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
MYL11,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
H4C15,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
G3BP2,0.0666666666666666,1.0,1.0,net_derepressed_on_KO,1,,15,-0.0
NUGGC,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
HOMEZ,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
AMPD3,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
IPCEF1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
CACNB4,0.0344827586206896,1.0,1.0,net_derepressed_on_KO,1,,29,-0.0
WDR86,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GSX2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SRGAP2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GPNMB,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CACYBP,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GPN1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
STAB1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RASGEF1A,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GPM6A,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
NME3,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
NBPF15,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CARD9,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
C1QA,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RASGEF1B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
YWHAB,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
ALKBH6,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RAP1B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CACNA2D4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SMKR1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
ANKRD52,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
HOXC4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SMIM5,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SREK1,0.0126582278481012,1.0,1.0,net_derepressed_on_KO,1,,79,-0.0
ZNF599,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ANKS1A,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
C17orf107,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
HOXD9,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
REG4,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
CAMK4,0.0526315789473684,1.0,1.0,net_derepressed_on_KO,1,,19,-0.0
HRH2,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
NKD1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
AMDHD1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GRK4,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CAMK1D,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CAMTA1,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
GSR,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
GRAMD1B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CALD1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
C18orf54,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
ALOX12,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
CAPN12,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
NDC1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
REG3A,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RAPH1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
WNT2B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
C19orf48P,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GPR89B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GPR55,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
NCKAP1,0.0526315789473684,1.0,1.0,net_derepressed_on_KO,1,,19,-0.0
CALCB,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ST6GALNAC3,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ANXA1,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
IARS1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RAC3,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
AKAP9,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
BTN3A2,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
IFIT1,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
STX1B,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
AKR1B1,0.0769230769230769,1.0,1.0,net_derepressed_on_KO,1,,13,-0.0
STX2,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
HOXA13,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
GLDC,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GLCCI1,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
STXBP3,0.0909090909090909,1.0,1.0,net_derepressed_on_KO,1,,11,-0.0
GJB2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
HOXA10,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GIPC1,0.0476190476190476,1.0,1.0,net_derepressed_on_KO,1,,21,-0.0
MEF2C,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SLFNL1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
HOXA1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SULT1A1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GIMAP1-GIMAP5,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
HOPX,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
SUMF1,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
SUMO2,0.0153846153846153,1.0,1.0,net_derepressed_on_KO,1,,65,-0.0
RFTN1,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
GGT1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GGNBP2,0.0476190476190476,1.0,1.0,net_derepressed_on_KO,1,,21,-0.0
NIBAN3,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
RASSF3,0.2,1.0,1.0,net_derepressed_on_KO,1,,5,-0.0
ZNF534,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
RAI14,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
WBP2,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
C14orf132,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
NIPAL2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ZNF551,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
ICA1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
GOLGA2,0.0588235294117647,1.0,1.0,net_derepressed_on_KO,1,,17,-0.0
NOS3,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
NOTCH1,0.1111111111111111,1.0,1.0,net_derepressed_on_KO,1,,9,-0.0
ID1,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
STK4,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
YY2,1.0,1.0,1.0,net_derepressed_on_KO,1,,1,-0.0
C1QC,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
RASGRP4,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
NINJ2,0.3333333333333333,1.0,1.0,net_derepressed_on_KO,1,,3,-0.0
CBX6,0.1428571428571428,1.0,1.0,net_derepressed_on_KO,1,,7,-0.0
