target_gene,directionality_index,binom_fdr,binom_p,footprint_class,signed_net,primary_rank,n_hits,neglog10fdr
LMAN1,0.3333333333333333,0.061874180464049,0.0163481038973761,net_derepressed_on_KO,19,,57,1.208490540337944
EAPP,0.1958762886597938,0.1930942227638585,0.0670517953528908,net_derepressed_on_KO,19,,97,0.7142307197954918
ANXA6,0.1496062992125984,0.2953362121764892,0.1098495025660594,net_derepressed_on_KO,19,,127,0.5296832994479506
CALM1,0.76,0.0009205517730092,0.0001565217971801,net_derepressed_on_KO,19,,25,3.035951781195914
QPCTL,0.7037037037037037,0.0017480224973491,0.0003107488155364,net_derepressed_on_KO,19,,27,2.7574529822212397
SPCS2,0.6551724137931034,0.0029350512316464,0.0005461126565933,net_derepressed_on_KO,19,,29,2.5323843136916158
TLR5,0.8260869565217391,0.0004130381328571,6.604194641113281e-05,net_derepressed_on_KO,19,,23,3.384009851188829
IL2RA,0.4222222222222222,0.0285221712726721,0.0066088228422813,net_derepressed_on_KO,19,,45,1.544817416553445
KIAA0232,0.4222222222222222,0.0285221712726721,0.0066088228422813,net_derepressed_on_KO,19,,45,1.544817416553445
SLC39A13,0.3584905660377358,0.0505446494061985,0.0126603358024142,net_derepressed_on_KO,19,,53,1.2963248115141734
GPR108,0.4634146341463415,0.0193679058384811,0.0043240049344603,net_derepressed_on_KO,19,,41,1.7129173349834794
CAPRIN2,0.4871794871794871,0.0157309131725736,0.0033778479119064,net_derepressed_on_KO,19,,39,1.803246066041767
ZC3H15,0.4222222222222222,0.0285221712726721,0.0066088228422813,net_derepressed_on_KO,19,,45,1.544817416553445
ATP6V0A2,0.4042553191489361,0.0329585182999641,0.0079427265094835,net_derepressed_on_KO,19,,47,1.4820323209013124
CCR2,0.76,0.0009205517730092,0.0001565217971801,net_derepressed_on_KO,19,,25,3.035951781195914
PODXL2,0.9047619047619048,0.0001391583375068,2.09808349609375e-05,net_derepressed_on_KO,19,,21,3.856490768311455
USP18,0.76,0.0009205517730092,0.0001565217971801,net_derepressed_on_KO,19,,25,3.035951781195914
TRIM24,0.6129032258064516,0.0045998090759408,0.0008779102936387,net_derepressed_on_KO,19,,31,2.3372601941849847
APEX2,0.5135135135135135,0.0122149187198144,0.0025632079923525,net_derepressed_on_KO,19,,37,1.913109418551661
H1-0,0.9047619047619048,0.0001391583375068,2.09808349609375e-05,net_derepressed_on_KO,19,,21,3.856490768311455
C1RL,0.4871794871794871,0.0157309131725736,0.0033778479119064,net_derepressed_on_KO,19,,39,1.803246066041767
AHNAK,0.6551724137931034,0.0029350512316464,0.0005461126565933,net_derepressed_on_KO,19,,29,2.5323843136916158
NR2F6,0.8260869565217391,0.0004130381328571,6.604194641113281e-05,net_derepressed_on_KO,19,,23,3.384009851188829
MZT2A,0.9047619047619048,0.0001391583375068,2.09808349609375e-05,net_derepressed_on_KO,19,,21,3.856490768311455
YLPM1,0.6129032258064516,0.0045998090759408,0.0008779102936387,net_derepressed_on_KO,19,,31,2.3372601941849847
SP4,0.4871794871794871,0.0157309131725736,0.0033778479119064,net_derepressed_on_KO,19,,39,1.803246066041767
NUP133,0.375,0.0522803366818718,0.013283281562245,net_derepressed_on_KO,18,,48,1.2816616242550691
SLC39A7,0.5625,0.0101662920993369,0.0021024015732109,net_derepressed_on_KO,18,,32,1.9928374162438083
TPI1,0.0642857142857142,0.5653766052437125,0.3096519366844883,net_derepressed_on_KO,18,,280,0.24766216617506012
DDX5,0.2307692307692307,0.165200511635035,0.0535443921685022,net_derepressed_on_KO,18,,78,0.7819886119797507
RHOT1,0.4736842105263157,0.0225130351740322,0.0050976432976312,net_derepressed_on_KO,18,,38,1.647565950113933
PEX19,0.6,0.0072116882778631,0.001430906355381,net_derepressed_on_KO,18,,30,2.1419630537369008
C5orf63,0.8181818181818182,0.0007293211103941,0.0001211166381835,net_derepressed_on_KO,18,,22,3.1370812154854315
BRWD1,0.28125,0.1093973083019478,0.0327657590988232,net_derepressed_on_KO,18,,64,0.9609933635966673
PFDN4,0.18,0.2455775268942153,0.0886260801140675,net_derepressed_on_KO,18,,100,0.6098113785422392
FMR1,0.1428571428571428,0.3141266057633098,0.129576139286386,net_derepressed_on_KO,18,,126,0.5028952783520544
FN1,0.5,0.0177976899350499,0.0039331730222329,net_derepressed_on_KO,18,,36,1.7496363636218113
H1-4,0.36,0.0592200052392595,0.0153466778326301,net_derepressed_on_KO,18,,50,1.2275315585242037
RARA,0.4090909090909091,0.0392635297022502,0.0095598788566348,net_derepressed_on_KO,18,,44,1.4060106608922915
SULT1A3,0.75,0.0015680294588783,0.0002771615982055,net_derepressed_on_KO,18,,24,2.8046457823989606
HSPA1B,0.6428571428571429,0.0047475554745831,0.0009122341871261,net_derepressed_on_KO,18,,28,2.3235299518854013
USF3,0.6428571428571429,0.0047475554745831,0.0009122341871261,net_derepressed_on_KO,18,,28,2.3235299518854013
KCTD3,0.375,0.0522803366818718,0.013283281562245,net_derepressed_on_KO,18,,48,1.2816616242550691
UPF3B,1.0,5.33418557078568e-05,7.62939453125e-06,net_derepressed_on_KO,18,,18,4.272931879728568
ZBTB45,0.4736842105263157,0.0225130351740322,0.0050976432976312,net_derepressed_on_KO,18,,38,1.647565950113933
AAGAB,0.4736842105263157,0.0225130351740322,0.0050976432976312,net_derepressed_on_KO,18,,38,1.647565950113933
TMEM229B,0.3103448275862069,0.0885325535530251,0.0247460358424408,net_derepressed_on_KO,18,,58,1.0528970092018795
ZIC4,0.3461538461538461,0.0660142735011694,0.0175332352990849,net_derepressed_on_KO,18,,52,1.1803621518431533
QDPR,0.5294117647058824,0.0137811721270732,0.00293505564332,net_derepressed_on_KO,18,,34,1.8607138429021681
NSG1,0.2571428571428571,0.1312886268753746,0.0413914286739154,net_derepressed_on_KO,18,,70,0.8817728938587163
SH3YL1,0.3214285714285714,0.0807972270405105,0.0222413894728601,net_derepressed_on_KO,18,,56,1.0926035439490531
POLR1E,0.1343283582089552,0.3412145720795593,0.1416617498127743,net_derepressed_on_KO,18,,134,0.46697242991188587
SPHK1,0.1384615384615384,0.3276933520624152,0.1356555651520015,net_derepressed_on_KO,18,,130,0.48453236909029723
GNG2,0.75,0.0015680294588783,0.0002771615982055,net_derepressed_on_KO,18,,24,2.8046457823989606
CANX,0.2394366197183098,0.1746942675684999,0.056814677932839,net_derepressed_on_KO,17,,71,0.7577213457567045
TAF1B,0.5483870967741935,0.015526930901312,0.0033268928527832,net_derepressed_on_KO,17,,31,1.8089143797091536
RPL36A-HNRNPH2,0.0268562401263823,0.7981929631420582,0.524846262281687,net_derepressed_on_KO,17,,633,0.0978921052691656
TMEM238,0.5862068965517241,0.0111184341981347,0.0023157000541687,net_derepressed_on_KO,17,,29,1.9539563698574622
KNL1,0.8947368421052632,0.0004717182909321,7.62939453125e-05,net_derepressed_on_KO,17,,19,3.3263172836082946
ZNF286B,0.68,0.004743187002877,0.0009105205535888,net_derepressed_on_KO,17,,25,2.3239297527007325
USP15,0.5862068965517241,0.0111184341981347,0.0023157000541687,net_derepressed_on_KO,17,,29,1.9539563698574622
ZNF746,0.3953488372093023,0.0537774660663729,0.0137181850586785,net_derepressed_on_KO,17,,43,1.2693996650974306
C12orf57,0.7391304347826086,0.0026611450747112,0.00048828125,net_derepressed_on_KO,17,,23,2.5749314488499206
LTB,0.3953488372093023,0.0537774660663729,0.0137181850586785,net_derepressed_on_KO,17,,43,1.2693996650974306
OXSM,0.320754716981132,0.0962138065858638,0.0270083176537223,net_derepressed_on_KO,17,,53,1.0167626026626542
IPO11,0.320754716981132,0.0962138065858638,0.0270083176537223,net_derepressed_on_KO,17,,53,1.0167626026626542
DCUN1D1,0.6296296296296297,0.007569295360196,0.0015137195587158,net_derepressed_on_KO,17,,27,2.120944547900483
STRN4,0.5862068965517241,0.0111184341981347,0.0023157000541687,net_derepressed_on_KO,17,,29,1.9539563698574622
ZNF223,0.8095238095238095,0.0012749921623469,0.0002212524414062,net_derepressed_on_KO,17,,21,2.894492484924108
STT3B,0.6296296296296297,0.007569295360196,0.0015137195587158,net_derepressed_on_KO,17,,27,2.120944547900483
ANKHD1-EIF4EBP3,1.0,0.0001028404472777,1.52587890625e-05,net_derepressed_on_KO,17,,17,3.987836043174504
EXOC8,0.1096774193548387,0.4547975308564079,0.1985836053080509,net_derepressed_on_KO,17,,155,0.34218190180828695
TIAM1,0.8947368421052632,0.0004717182909321,7.62939453125e-05,net_derepressed_on_KO,17,,19,3.3263172836082946
SDHD,0.4146341463414634,0.0469087251758448,0.011507789735333,net_derepressed_on_KO,17,,41,1.3287463695814945
DHRS1,0.6296296296296297,0.007569295360196,0.0015137195587158,net_derepressed_on_KO,17,,27,2.120944547900483
FAM91A1,0.7391304347826086,0.0026611450747112,0.00048828125,net_derepressed_on_KO,17,,23,2.5749314488499206
KIAA0586,0.2098765432098765,0.210403490309315,0.0747881542828336,net_derepressed_on_KO,17,,81,0.6769470601005093
ANGPTL4,0.8947368421052632,0.0004717182909321,7.62939453125e-05,net_derepressed_on_KO,17,,19,3.3263172836082946
KDELR3,0.288135593220339,0.1196480114423518,0.0363431799570538,net_derepressed_on_KO,17,,59,0.9220945149927939
SLC12A9,0.7391304347826086,0.0026611450747112,0.00048828125,net_derepressed_on_KO,17,,23,2.5749314488499206
KYAT3,0.5483870967741935,0.015526930901312,0.0033268928527832,net_derepressed_on_KO,17,,31,1.8089143797091536
GRAP2,0.4146341463414634,0.0469087251758448,0.011507789735333,net_derepressed_on_KO,17,,41,1.3287463695814945
CHUK,0.2207792207792207,0.194475173144574,0.0675492514590267,net_derepressed_on_KO,17,,77,0.7111358331789687
CHP1,0.5151515151515151,0.0202171199725528,0.0045513841323554,net_derepressed_on_KO,17,,33,1.6942807117081078
MRGBP,0.3953488372093023,0.0537774660663729,0.0137181850586785,net_derepressed_on_KO,17,,43,1.2693996650974306
SRSF5,0.2786885245901639,0.1262508747910778,0.0396170148984996,net_derepressed_on_KO,17,,61,0.8987656039766541
MATK,0.5151515151515151,0.0202171199725528,0.0045513841323554,net_derepressed_on_KO,17,,33,1.6942807117081078
MCPH1,0.3469387755102041,0.0781780526911468,0.0212941141413871,net_derepressed_on_KO,17,,49,1.1069151514532998
SLK,0.288135593220339,0.1196480114423518,0.0363431799570538,net_derepressed_on_KO,17,,59,0.9220945149927939
PFN2,0.8947368421052632,0.0004717182909321,7.62939453125e-05,net_derepressed_on_KO,17,,19,3.3263172836082946
SUMO3,0.1954022988505747,0.2378033403507205,0.0856889743591666,net_derepressed_on_KO,17,,87,0.6237820492728497
ACSM3,0.68,0.004743187002877,0.0009105205535888,net_derepressed_on_KO,17,,25,2.3239297527007325
HPS5,0.2982456140350877,0.1105920032171653,0.0331439677875054,net_derepressed_on_KO,17,,57,0.9562762752394393
DYRK3,0.6296296296296297,0.007569295360196,0.0015137195587158,net_derepressed_on_KO,17,,27,2.120944547900483
NENF,0.5862068965517241,0.0111184341981347,0.0023157000541687,net_derepressed_on_KO,17,,29,1.9539563698574622
PDK3,0.6296296296296297,0.007569295360196,0.0015137195587158,net_derepressed_on_KO,17,,27,2.120944547900483
PEX16,0.3777777777777777,0.0609776189592749,0.0160943600312748,net_derepressed_on_KO,17,,45,1.2148295378754752
XPOT,0.288135593220339,0.1196480114423518,0.0363431799570538,net_derepressed_on_KO,17,,59,0.9220945149927939
PRKX,0.68,0.004743187002877,0.0009105205535888,net_derepressed_on_KO,17,,25,2.3239297527007325
NDUFB11,0.0426065162907268,0.7116775323848913,0.4231656160248761,net_derepressed_on_KO,17,,399,0.14771674460624082
TMUB2,0.8095238095238095,0.0012749921623469,0.0002212524414062,net_derepressed_on_KO,17,,21,2.894492484924108
PLEKHJ1,0.4594594594594595,0.0323372451855434,0.00763207860291,net_derepressed_on_KO,17,,37,1.4902969804616675
ABT1,0.320754716981132,0.0962138065858638,0.0270083176537223,net_derepressed_on_KO,17,,53,1.0167626026626542
CCZ1,0.68,0.004743187002877,0.0009105205535888,net_derepressed_on_KO,17,,25,2.3239297527007325
ZFHX3,0.8,0.0022303325041321,0.0004024505615234,net_derepressed_on_KO,16,,20,2.6516303863038035
CCDC102B,0.6153846153846154,0.011889940065533,0.0024939179420471,net_derepressed_on_KO,16,,26,1.924820334554891
CYTH4,0.6153846153846154,0.011889940065533,0.0024939179420471,net_derepressed_on_KO,16,,26,1.924820334554891
RIF1,0.6153846153846154,0.011889940065533,0.0024939179420471,net_derepressed_on_KO,16,,26,1.924820334554891
ATG9B,0.8,0.0022303325041321,0.0004024505615234,net_derepressed_on_KO,16,,20,2.6516303863038035
PABPC4,0.6666666666666666,0.0076917523194935,0.0015438795089721,net_derepressed_on_KO,16,,24,2.113974708834115
CEP295,0.8,0.0022303325041321,0.0004024505615234,net_derepressed_on_KO,16,,20,2.6516303863038035
GDE1,0.7272727272727273,0.0044951298046342,0.0008554458618164,net_derepressed_on_KO,16,,22,2.347257762746679
APOBEC3A,0.5714285714285714,0.0171220489652368,0.0037191659212112,net_derepressed_on_KO,16,,28,1.7664442652984573
SNX4,0.6666666666666666,0.0076917523194935,0.0015438795089721,net_derepressed_on_KO,16,,24,2.113974708834115
AKR7A2,0.4210526315789473,0.0542470321366292,0.0138529652613215,net_derepressed_on_KO,16,,38,1.2656240171465853
ZNF616,0.5333333333333333,0.0230005940863886,0.0052228793501853,net_derepressed_on_KO,16,,30,1.6382609463690052
PRKAA1,0.5333333333333333,0.0230005940863886,0.0052228793501853,net_derepressed_on_KO,16,,30,1.6382609463690052
CCNH,0.7272727272727273,0.0044951298046342,0.0008554458618164,net_derepressed_on_KO,16,,22,2.347257762746679
RNASEK,0.4,0.0627421664767691,0.0165890033749747,net_derepressed_on_KO,16,,40,1.2024404892617766
CENPW,0.8,0.0022303325041321,0.0004024505615234,net_derepressed_on_KO,16,,20,2.6516303863038035
SLC7A7,1.0,0.0001986480145377,3.0517578125e-05,net_derepressed_on_KO,16,,16,3.701915771306479
NAIF1,0.2962962962962963,0.1279583389043159,0.0402235640957166,net_derepressed_on_KO,16,,54,0.892931406360453
TBC1D10B,0.5714285714285714,0.0171220489652368,0.0037191659212112,net_derepressed_on_KO,16,,28,1.7664442652984573
C17orf67,0.4444444444444444,0.0462575279819804,0.0113309841835871,net_derepressed_on_KO,16,,36,1.334817579790019
ING2,0.3636363636363636,0.0815655509999989,0.0226288412059147,net_derepressed_on_KO,16,,44,1.0884932256767146
CHRAC1,0.3333333333333333,0.1037481164321251,0.0293049467205293,net_derepressed_on_KO,16,,48,0.9840197792477733
SCGB1A1,0.8888888888888888,0.0008595325907722,0.0001449584960937,net_derepressed_on_KO,16,,18,3.0657376515840413
ZC3H7A,0.6666666666666666,0.0076917523194935,0.0015438795089721,net_derepressed_on_KO,16,,24,2.113974708834115
CKAP2L,0.3809523809523809,0.0727642219726817,0.0195204727824602,net_derepressed_on_KO,16,,42,1.138082109962556
ELK1,0.3636363636363636,0.0815655509999989,0.0226288412059147,net_derepressed_on_KO,16,,44,1.0884932256767146
PGLYRP1,0.7272727272727273,0.0044951298046342,0.0008554458618164,net_derepressed_on_KO,16,,22,2.347257762746679
PRKDC,0.0490797546012269,0.6849579636421689,0.4061394837410113,net_derepressed_on_KO,16,,326,0.16433608065126876
KCNH4,0.6666666666666666,0.0076917523194935,0.0015438795089721,net_derepressed_on_KO,16,,24,2.113974708834115
ENKUR,0.6666666666666666,0.0076917523194935,0.0015438795089721,net_derepressed_on_KO,16,,24,2.113974708834115
ARL8B,0.2758620689655172,0.1508264588291268,0.0479403240716669,net_derepressed_on_KO,16,,58,0.8215224653924577
EXO1,0.8888888888888888,0.0008595325907722,0.0001449584960937,net_derepressed_on_KO,16,,18,3.0657376515840413
ZNRF2,0.2962962962962963,0.1279583389043159,0.0402235640957166,net_derepressed_on_KO,16,,54,0.892931406360453
ZBED1,0.0761904761904762,0.5521709988933389,0.3006104461467382,net_derepressed_on_KO,16,,210,0.25792640709795783
ZNF281,0.4545454545454545,0.0531203828874352,0.0135309868492186,net_derepressed_on_KO,15,,33,1.2747388032691616
DDOST,0.5555555555555556,0.0259749365214145,0.0059246122837066,net_derepressed_on_KO,15,,27,1.5854455051156584
PIN1,0.7142857142857143,0.0074729892979382,0.0014896392822265,net_derepressed_on_KO,15,,21,2.1265056396961546
E2F3,0.3658536585365853,0.0978942875528859,0.0275331558295874,net_derepressed_on_KO,15,,41,1.0092426499398877
DENND1A,0.7142857142857143,0.0074729892979382,0.0014896392822265,net_derepressed_on_KO,15,,21,2.1265056396961546
ATP5PF,0.0244698205546492,0.8584123250553748,0.5718002290572527,net_derepressed_on_KO,15,,613,0.0663040554117334
WDR73,0.3846153846153846,0.0852213467551698,0.023702702470473,net_derepressed_on_KO,15,,39,1.069451606914289
THAP6,0.5172413793103449,0.0337229611505882,0.008130058646202,net_derepressed_on_KO,15,,29,1.4720742977810513
KLHDC4,0.4838709677419355,0.0436404836448309,0.0106738405302166,net_derepressed_on_KO,15,,31,1.3601104449966803
ARFRP1,0.6,0.0183656905983037,0.0040773153305053,net_derepressed_on_KO,15,,25,1.7359927363960908
CD48,0.6,0.0183656905983037,0.0040773153305053,net_derepressed_on_KO,15,,25,1.7359927363960908
OTUD6B,0.4545454545454545,0.0531203828874352,0.0135309868492186,net_derepressed_on_KO,15,,33,1.2747388032691616
UQCR10,0.7894736842105263,0.0038660716310981,0.0007286071777343,net_derepressed_on_KO,15,,19,2.4127301035660174
B3GAT2,0.3846153846153846,0.0852213467551698,0.023702702470473,net_derepressed_on_KO,15,,39,1.069451606914289
ZIM3,0.7142857142857143,0.0074729892979382,0.0014896392822265,net_derepressed_on_KO,15,,21,2.1265056396961546
ZNF800,0.6,0.0183656905983037,0.0040773153305053,net_derepressed_on_KO,15,,25,1.7359927363960908
FKBP5,0.5555555555555556,0.0259749365214145,0.0059246122837066,net_derepressed_on_KO,15,,27,1.5854455051156584
ECRG4,0.4285714285714285,0.0630410879718152,0.0166738478001207,net_derepressed_on_KO,15,,35,1.2003763003395902
AKTIP,0.6521739130434783,0.0123248199375347,0.0025994777679443,net_derepressed_on_KO,15,,23,1.9092194169356262
MON2,0.7894736842105263,0.0038660716310981,0.0007286071777343,net_derepressed_on_KO,15,,19,2.4127301035660174
MMS19,1.0,0.0003839376698369,6.103515625e-05,net_derepressed_on_KO,15,,15,3.4157392752238116
DRAM1,0.7142857142857143,0.0074729892979382,0.0014896392822265,net_derepressed_on_KO,15,,21,2.1265056396961546
H1-5,0.4838709677419355,0.0436404836448309,0.0106738405302166,net_derepressed_on_KO,15,,31,1.3601104449966803
HNRNPDL,0.1685393258426966,0.3310192887364379,0.137367971355652,net_derepressed_on_KO,15,,89,0.48014669882933747
UBE2D1,0.4545454545454545,0.0531203828874352,0.0135309868492186,net_derepressed_on_KO,15,,33,1.2747388032691616
SLC16A5,0.2631578947368421,0.1834921074234757,0.0627366803558284,net_derepressed_on_KO,15,,57,0.7363826113909089
SYNGR3,0.4054054054054054,0.0747243112113285,0.0200738519197329,net_derepressed_on_KO,15,,37,1.1265380794803566
PON2,0.8823529411764706,0.0015563008679422,0.000274658203125,net_derepressed_on_KO,15,,17,2.8079064403437615
TTC7B,0.4545454545454545,0.0531203828874352,0.0135309868492186,net_derepressed_on_KO,15,,33,1.2747388032691616
HGSNAT,0.6521739130434783,0.0123248199375347,0.0025994777679443,net_derepressed_on_KO,15,,23,1.9092194169356262
CPNE7,0.1578947368421052,0.3567652929822804,0.1505180638902294,net_derepressed_on_KO,15,,95,0.4476174014916206
HEY1,0.0193548387096774,0.8675802737623128,0.6150666820785138,net_derepressed_on_KO,15,,775,0.06169033113176059
MESP1,1.0,0.0003839376698369,6.103515625e-05,net_derepressed_on_KO,15,,15,3.4157392752238116
ABHD16B,1.0,0.0003839376698369,6.103515625e-05,net_derepressed_on_KO,15,,15,3.4157392752238116
REV3L,0.875,0.0028091247924073,0.000518798828125,net_derepressed_on_KO,14,,16,2.551428967295381
MPND,0.5833333333333334,0.0285221712726721,0.0066107511520385,net_derepressed_on_KO,14,,24,1.544817416553445
C10orf95,0.2916666666666667,0.1816034576072789,0.0594633752537703,net_derepressed_on_KO,14,,48,0.7408758870623632
SHANK2,0.875,0.0028091247924073,0.000518798828125,net_derepressed_on_KO,14,,16,2.551428967295381
CHN2,0.3043478260869565,0.1666039243897199,0.0540760318588695,net_derepressed_on_KO,14,,46,0.7783147729128628
PFKM,0.3181818181818182,0.1532254558182092,0.0487667659044745,net_derepressed_on_KO,14,,44,0.8146690780258535
KLF3,0.7,0.0122421894307311,0.0025768280029296,net_derepressed_on_KO,14,,20,1.9121409046861435
TUBE1,0.3181818181818182,0.1532254558182092,0.0487667659044745,net_derepressed_on_KO,14,,44,0.8146690780258535
CERS2,0.3333333333333333,0.1375992784266691,0.0435585219238419,net_derepressed_on_KO,14,,42,0.8613838435433677
MYG1,0.7,0.0122421894307311,0.0025768280029296,net_derepressed_on_KO,14,,20,1.9121409046861435
UGCG,0.3888888888888889,0.1022531801785288,0.0288167196558788,net_derepressed_on_KO,14,,36,0.990323176107819
GNAI3,0.7,0.0122421894307311,0.0025768280029296,net_derepressed_on_KO,14,,20,1.9121409046861435
PDAP1,0.0448717948717948,0.7575166160406249,0.4617982135387276,net_derepressed_on_KO,14,,312,0.12060783652122167
TMEM39A,0.25,0.2264963766541275,0.0814268146095061,net_derepressed_on_KO,14,,56,0.6449387411641961
CEP55,0.3043478260869565,0.1666039243897199,0.0540760318588695,net_derepressed_on_KO,14,,46,0.7783147729128628
RNF216,0.5833333333333334,0.0285221712726721,0.0066107511520385,net_derepressed_on_KO,14,,24,1.544817416553445
LIF,0.7777777777777778,0.0066352694921146,0.001312255859375,net_derepressed_on_KO,14,,18,2.178141433528787
ZFP64,0.3684210526315789,0.1118174210576184,0.0335524396796245,net_derepressed_on_KO,14,,38,0.9514905284729941
BCL2L13,0.7777777777777778,0.0066352694921146,0.001312255859375,net_derepressed_on_KO,14,,18,2.178141433528787
HOXD13,0.35,0.1245203253525264,0.0384773082842002,net_derepressed_on_KO,14,,40,0.9047597532431179
ZSWIM9,0.21875,0.2822512076478354,0.1034218783160808,net_derepressed_on_KO,14,,64,0.5493641912146191
CHD1,1.0,0.0007314108011802,0.0001220703125,net_derepressed_on_KO,14,,14,3.1358386304645833
ZFP36L1,0.7,0.0122421894307311,0.0025768280029296,net_derepressed_on_KO,14,,20,1.9121409046861435
SIRPB1,1.0,0.0007314108011802,0.0001220703125,net_derepressed_on_KO,14,,14,3.1358386304645833
WBP11,0.4666666666666667,0.0610716311894942,0.0161248017102479,net_derepressed_on_KO,14,,30,1.2141604800837893
DHX40,0.1555555555555555,0.3998485343387327,0.1702423950460736,net_derepressed_on_KO,14,,90,0.3981044915681072
CLEC4E,0.7,0.0122421894307311,0.0025768280029296,net_derepressed_on_KO,14,,20,1.9121409046861435
DYNLL2,0.3684210526315789,0.1118174210576184,0.0335524396796245,net_derepressed_on_KO,14,,38,0.9514905284729941
SPTLC1,0.6363636363636364,0.0193876690552686,0.0043435096740722,net_derepressed_on_KO,14,,22,1.7124744022305534
VPS9D1,0.3333333333333333,0.1375992784266691,0.0435585219238419,net_derepressed_on_KO,14,,42,0.8613838435433677
GPSM1,1.0,0.0007314108011802,0.0001220703125,net_derepressed_on_KO,14,,14,3.1358386304645833
SLC9B2,0.5833333333333334,0.0285221712726721,0.0066107511520385,net_derepressed_on_KO,14,,24,1.544817416553445
SKAP2,0.5384615384615384,0.0385107861122339,0.0093553066253662,net_derepressed_on_KO,14,,26,1.414417616128741
TMCC1,0.6363636363636364,0.0193876690552686,0.0043435096740722,net_derepressed_on_KO,14,,22,1.7124744022305534
PRKCQ,0.0897435897435897,0.548038307666447,0.2979336445419197,net_derepressed_on_KO,14,,156,0.26118908343773717
HOOK3,0.3888888888888889,0.1022531801785288,0.0288167196558788,net_derepressed_on_KO,14,,36,0.990323176107819
ERAP2,0.6363636363636364,0.0193876690552686,0.0043435096740722,net_derepressed_on_KO,14,,22,1.7124744022305534
STK32C,0.5384615384615384,0.0385107861122339,0.0093553066253662,net_derepressed_on_KO,14,,26,1.414417616128741
SNUPN,0.0402298850574712,0.7745675340877143,0.4859363439799105,net_derepressed_on_KO,14,,348,0.11094071037349221
DNAJC19,0.6363636363636364,0.0193876690552686,0.0043435096740722,net_derepressed_on_KO,14,,22,1.7124744022305534
CNNM3,0.5384615384615384,0.0385107861122339,0.0093553066253662,net_derepressed_on_KO,14,,26,1.414417616128741
NIP7,0.1707317073170731,0.3569818074133238,0.1506752076263038,net_derepressed_on_KO,14,,82,0.44735391593633994
MEOX1,1.0,0.0007314108011802,0.0001220703125,net_derepressed_on_KO,14,,14,3.1358386304645833
TFCP2L1,1.0,0.0007314108011802,0.0001220703125,net_derepressed_on_KO,14,,14,3.1358386304645833
TBC1D5,0.52,0.0571172358749581,0.014633297920227,net_derepressed_on_KO,13,,25,1.2432328179213008
HIPK1,0.1313131313131313,0.4759210526315789,0.2276261571100465,net_derepressed_on_KO,13,,99,0.32246508351917164
UTP4,1.0,0.0013950341874012,0.000244140625,net_derepressed_on_KO,13,,13,2.8554151492235293
SDCBP,0.6190476190476191,0.03083251918487,0.0071973800659179,net_derepressed_on_KO,13,,21,1.5109909895974925
ZNF292,0.4814814814814814,0.071656586958679,0.0191572904586792,net_derepressed_on_KO,13,,27,1.1447438813542814
POLR3GL,0.6190476190476191,0.03083251918487,0.0071973800659179,net_derepressed_on_KO,13,,21,1.5109909895974925
UBE2R2,0.4482758620689655,0.086490806459307,0.0241195447742939,net_derepressed_on_KO,13,,29,1.0630300534159587
RANBP2,0.6190476190476191,0.03083251918487,0.0071973800659179,net_derepressed_on_KO,13,,21,1.5109909895974925
ITPA,0.146067415730337,0.464004336865203,0.2031168187364956,net_derepressed_on_KO,13,,89,0.33347796024722187
MTRES1,0.3513513513513513,0.1481374974589807,0.047031027439516,net_derepressed_on_KO,13,,37,0.829334996318254
FAAP24,0.2653061224489796,0.2372146693681903,0.0854331331573945,net_derepressed_on_KO,13,,49,0.6248584576826995
UNC50,0.52,0.0571172358749581,0.014633297920227,net_derepressed_on_KO,13,,25,1.2432328179213008
DPF2,0.7647058823529411,0.0112426192672164,0.002349853515625,net_derepressed_on_KO,13,,17,1.9491324965268242
LHX4,0.8666666666666667,0.0050221230746445,0.0009765625,net_derepressed_on_KO,13,,15,2.299112648456227
FBP1,0.7647058823529411,0.0112426192672164,0.002349853515625,net_derepressed_on_KO,13,,17,1.9491324965268242
MST1,0.4193548387096774,0.1041143262988555,0.0294493734836578,net_derepressed_on_KO,13,,31,0.9824895067579333
STAC3,0.6190476190476191,0.03083251918487,0.0071973800659179,net_derepressed_on_KO,13,,21,1.5109909895974925
IQGAP2,0.5652173913043478,0.0434941842421045,0.0106220245361328,net_derepressed_on_KO,13,,23,1.36156881018141
KISS1R,0.6190476190476191,0.03083251918487,0.0071973800659179,net_derepressed_on_KO,13,,21,1.5109909895974925
C15orf39,0.6842105263157895,0.0196949158465891,0.004425048828125,net_derepressed_on_KO,13,,19,1.7056458705258253
TRIR,0.1645569620253164,0.4138800811929526,0.1766105530601642,net_derepressed_on_KO,13,,79,0.38312547438722705
CHD2,0.1688311688311688,0.4016841861141515,0.1710609735539115,net_derepressed_on_KO,13,,77,0.39611526565082883
BCL2L1,0.4814814814814814,0.071656586958679,0.0191572904586792,net_derepressed_on_KO,13,,27,1.1447438813542814
DLG3,0.2765957446808511,0.2202019195727072,0.0789406936814884,net_derepressed_on_KO,13,,47,0.6571788994596317
TRMT6,0.0849673202614379,0.602481438581806,0.3319932514398636,net_derepressed_on_KO,13,,153,0.22005632841395928
GCLC,0.3714285714285714,0.1302615848454786,0.0409595915116369,net_derepressed_on_KO,13,,35,0.8851836422262775
