gene,is_ctx_specific,delivery_modality,polarity,kinetic_archetype,avoid_tier,n_avoid_flags,avoid_flags,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,pli,breadth_max_de
EHBP1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),caution,1,高遺傳約束(LOEUF 0.35),0,False,52.0,4.0,56.0,15.0,0.348,0.30745,56.0
EHMT2,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,422.0,1429.0,1178.0,1007.0,0.446,0.00010292,1429.0
EID2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,2.0,96.0,95.0,94.0,1.185,0.29648,96.0
EIF1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,389.0,343.0,732.0,505.0,0.511,0.8307,732.0
EIF1AX,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 0.91),0,False,1288.0,1289.0,2577.0,47.0,0.386,0.91015,2577.0
EIF2AK1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,122.0,1.0,1.0,123.0,0.71,7.0148e-07,123.0
EIF3L,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,64.0,142.0,198.0,206.0,0.366,0.83781,206.0
EIF4B,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,49.0,103.0,54.0,90.0,0.123,0.99999,103.0
EIF4G2,False,待新模態 (無已知遞送方式),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,516.0,2014.0,2530.0,1830.0,0.1226951830624844,1.0,2530.0
EIF4H,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,131.0,94.0,225.0,25.0,0.548,0.43982,225.0
ELAVL1,False,待新模態 (無已知遞送方式),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 0.99),0,False,156.0,2164.0,2170.0,2008.0,0.222,0.98849,2170.0
ELF4,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,74.0,86.0,67.0,12.0,0.644,0.06139,86.0
ELOB,False,待新模態 (無已知遞送方式),repressor,other(其他),caution,1,泛效應(breadth top10%),0,False,1561.0,1491.0,3052.0,2340.0,0.6023557757549423,0.8880882091422733,3052.0
ELOC,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,199.0,64.0,263.0,6.0,0.663,0.74421,263.0
ELP3,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,478.0,666.0,996.0,188.0,1.025,3.0115e-14,996.0
ELP5,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,190.0,397.0,571.0,207.0,1.698,2.078e-13,571.0
ELP6,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,35.0,73.0,56.0,38.0,1.061,0.00049822,73.0
EMB,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,other(其他),clear,0,,0,False,51.0,9.0,60.0,46.0,1.486,1.0084e-11,60.0
EMC3,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),clear,0,,0,False,145.0,12.0,54.0,157.0,0.547,0.28563,157.0
EMC4,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),clear,0,,0,False,535.0,61.0,39.0,596.0,0.438,0.86097,596.0
EMC9,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,138.0,38.0,176.0,23.0,1.112,0.0013199,176.0
EML2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,284.0,59.0,343.0,309.0,1.026,5.7633000000000025e-19,343.0
ENDOG,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,280.0,287.0,159.0,7.0,1.638,0.00018287,287.0
EOLA1,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,72.0,75.0,52.0,3.0,,,75.0
EP300,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0,False,104.0,74.0,159.0,178.0,0.099,1.0,178.0
EPB41L3,False,待新模態 (無已知遞送方式),mixed,other(其他),caution,1,泛效應(breadth top10%),0,False,2397.0,2399.0,801.0,2.0,0.5592822688724435,0.0007625204611379,2399.0
EPC1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,197.0,247.0,444.0,90.0,0.125,1.0,444.0
ERCC1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,191.0,225.0,236.0,416.0,1.296,1.5933e-07,416.0
ERCC6L,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0,False,41.0,117.0,76.0,97.0,0.211,0.99932,117.0
ERCC6L2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,231.0,9.0,240.0,17.0,0.675,5.0596e-07,240.0
ERF,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 0.99),0,False,51.0,52.0,1.0,3.0,0.261,0.98968,52.0
ERGIC1,False,抗體 (表面但胞外域有限),mixed,early_transient(早期瞬態),clear,0,,0,False,58.0,11.0,69.0,6.0,0.473,0.64747,69.0
ERGIC3,False,抗體 (表面但胞外域有限),mixed,early_transient(早期瞬態),clear,0,,0,False,89.0,67.0,156.0,75.0,0.752,2.2416e-05,156.0
ERN1,False,小分子 (胞內可成藥口袋),activator,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0,False,52.0,124.0,117.0,176.0,0.293,0.99027,176.0
ETNK1,False,待新模態 (無已知遞送方式),repressor,other(其他),caution,1,劑量敏感(pLI 0.93),0,False,280.0,300.0,34.0,20.0,0.36,0.92558,300.0
EXT1,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,91.0,92.0,2.0,1.0,0.261,0.99732,92.0
EXT2,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,395.0,398.0,8.0,3.0,0.766,1.3179e-09,398.0
EXTL2,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,31.0,19.0,50.0,15.0,1.031,0.00017608,50.0
FAM118A,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,36.0,18.0,54.0,4.0,1.004,6.3156e-05,54.0
FAM118B,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,342.0,6.0,8.0,348.0,0.676,0.019345,348.0
FAM161A,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,363.0,74.0,437.0,12.0,1.014,5.1034e-13,437.0
FAM161B,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,265.0,29.0,294.0,173.0,1.088,1.0758e-13,294.0
FAM20B,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,167.0,22.0,189.0,14.0,0.913,3.8916e-06,189.0
FAM3C,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,185.0,212.0,31.0,27.0,0.691,0.096904,212.0
FAM98B,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,535.0,893.0,905.0,1428.0,0.65,0.010312,1428.0
FAM98C,False,待新模態 (無已知遞送方式),activator,other(其他),clear,0,,0,False,78.0,79.0,1.0,2.0,1.347,1.0622e-07,79.0
FANCC,False,小分子 (胞內可成藥口袋),repressor,late_sustained(晚期持續),clear,0,,0,False,76.0,1.0,8.0,77.0,1.043,2.7921e-13,77.0
FANCD2,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,88.0,107.0,84.0,19.0,0.886,1.0974000000000001e-30,107.0
FANCE,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,14.0,51.0,37.0,40.0,0.892,1.5278e-06,51.0
FANCF,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,72.0,81.0,9.0,72.0,1.525,0.45886,81.0
FARS2,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),clear,0,,0,False,420.0,4.0,6.0,424.0,1.152,9.2964e-09,424.0
FBRS,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0,False,148.0,40.0,188.0,76.0,0.159,0.99987,188.0
FBXL15,False,待新模態 (無已知遞送方式),repressor,other(其他),caution,1,泛效應(breadth top10%),0,False,1598.0,1709.0,126.0,111.0,1.1826789436555596,4.1948068703587386e-06,1709.0
FBXL3,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.98),0,False,213.0,211.0,424.0,65.0,0.288,0.9807,424.0
FBXO11,False,小分子 (胞內可成藥口袋),activator,other(其他),high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0,False,66.0,47.0,113.0,107.0,0.097,1.0,113.0
FBXO28,False,待新模態 (無已知遞送方式),activator,other(其他),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 0.99),0,False,277.0,302.0,67.0,25.0,0.271,0.98681,302.0
FBXO3,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0,False,179.0,179.0,64.0,0.0,0.293,0.98916,179.0
FBXO32,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,968.0,1355.0,748.0,387.0,0.222,0.99692,1355.0
FBXO38,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0,False,120.0,122.0,17.0,2.0,0.265,0.99879,122.0
FBXO42,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0,False,306.0,69.0,99.0,375.0,0.274,0.99503,375.0
FBXW2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.15); 劑量敏感(pLI 1.00),0,False,108.0,16.0,124.0,1.0,0.153,0.99877,124.0
FBXW7,False,小分子 (胞內可成藥口袋),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,142.0,50.0,192.0,182.0,0.232,0.99949,192.0
FCHO1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,244.0,2.0,18.0,246.0,0.264,0.99845,246.0
FEM1A,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,49.0,46.0,95.0,6.0,1.374,8.3375e-10,95.0
FIGNL1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,512.0,539.0,27.0,346.0,0.787,0.00012046,539.0
FITM1,False,抗體 (表面但胞外域有限),activator,other(其他),clear,0,,0,False,705.0,712.0,7.0,21.0,1.198,0.00025936,712.0
FITM2,True,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,True,2586.0,21.0,2607.0,336.0,1.0450714524369302,0.000157763241128,2607.0
FLCN,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,400.0,8.0,7.0,408.0,0.388,0.78892,408.0
FLI1,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 0.99),0,False,250.0,315.0,283.0,65.0,0.28,0.9894,315.0
FLT1,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.25); 劑量敏感(pLI 1.00),0,False,322.0,324.0,5.0,2.0,0.246,0.99983,324.0
FN3K,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,117.0,11.0,11.0,128.0,1.363,2.0577e-08,128.0
FNBP4,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0,False,263.0,621.0,884.0,539.0,0.142,1.0,884.0
FOSL2,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.98),1,False,163.0,35.0,51.0,198.0,0.241,0.98293,198.0
FOXK1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,662.0,157.0,819.0,140.0,0.398,0.80522,819.0
FOXN2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,52.0,255.0,301.0,203.0,0.478,0.49701,301.0
FOXO1,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,747.0,1328.0,847.0,581.0,0.173,0.99725,1328.0
FPGS,False,小分子 (胞內可成藥口袋),repressor,late_sustained(晚期持續),clear,0,,0,False,100.0,9.0,33.0,109.0,0.741,1.1579e-06,109.0
FRS3,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,444.0,3.0,24.0,447.0,0.464,0.55047,447.0
FUBP1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,700.0,553.0,1193.0,1253.0,0.115,1.0,1253.0
GAB2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0,False,53.0,3.0,23.0,56.0,0.304,0.98325,56.0
GABPB1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 0.91),0,False,552.0,1030.0,1582.0,790.0,0.369,0.91121,1582.0
GADD45GIP1,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,527.0,10.0,70.0,537.0,1.415,0.00010261,537.0
GALNT6,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,294.0,68.0,39.0,362.0,0.899,1.4162e-09,362.0
GANAB,False,小分子 (胞內可成藥口袋),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0,False,609.0,623.0,671.0,14.0,0.267,0.99873,671.0
GAS2L1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,437.0,20.0,2.0,457.0,0.463,0.83227,457.0
GATA3,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,1,False,365.0,888.0,1239.0,1253.0,0.388,0.89887,1253.0
GBA1,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,55.0,56.0,1.0,1.0,0.801,1.4355e-06,56.0
GCN1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0,False,220.0,58.0,69.0,278.0,0.208,1.0,278.0
GDAP1,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),clear,0,,0,False,54.0,3.0,25.0,57.0,1.162,3.2448e-08,57.0
GGA3,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,1112.0,1113.0,1.0,175.0,0.719,1.6701e-06,1113.0
GID8,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),caution,1,劑量敏感(pLI 0.94),0,False,624.0,348.0,972.0,13.0,0.357,0.93963,972.0
GIGYF2,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.08); 劑量敏感(pLI 1.00),0,False,158.0,158.0,234.0,316.0,0.077,1.0,316.0
GLI1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,175.0,4.0,179.0,6.0,0.924,7.6639e-14,179.0
GLIPR2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,616.0,745.0,1361.0,161.0,1.593,4.8573e-05,1361.0
GLS,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.96),0,False,292.0,28.0,320.0,78.0,0.323,0.96154,320.0
GMEB1,False,待新模態 (無已知遞送方式),activator,other(其他),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0,False,407.0,244.0,651.0,559.0,0.291,0.98549,651.0
GNA13,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,745.0,759.0,14.0,50.0,0.409,0.86735,759.0
GNAZ,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.96),0,False,48.0,55.0,7.0,88.0,0.292,0.96272,88.0
GNE,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),clear,0,,0,False,362.0,1.0,4.0,363.0,1.162,2.4844e-16,363.0
GNLY,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,49.0,53.0,46.0,4.0,1.857,9.6899e-09,53.0
GNMT,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,44.0,60.0,54.0,16.0,0.951,0.0028153,60.0
GNPAT,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,181.0,24.0,205.0,2.0,0.417,0.30403,205.0
GNPDA2,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,166.0,167.0,1.0,1.0,0.955,0.0084836,167.0
GNS,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,349.0,370.0,21.0,36.0,0.606,0.00056441,370.0
GPAA1,False,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),clear,0,,0,False,139.0,38.0,177.0,3.0,0.977,5.4966e-09,177.0
GPATCH3,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,73.0,74.0,18.0,1.0,1.263,6.3952e-14,74.0
GPATCH8,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,163.0,58.0,178.0,221.0,0.17,1.0,221.0
GPI,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,False,1551.0,229.0,955.0,1780.0,0.9229446089984256,1.9827279594387428e-14,1780.0
GPR146,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,other(其他),clear,0,,0,False,86.0,2.0,88.0,52.0,1.058,0.1493,88.0
GPR15,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,False,251.0,70.0,321.0,14.0,1.707,1.1106e-06,321.0
GPS2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,233.0,317.0,475.0,84.0,0.583,0.053179,475.0
GPT2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,97.0,2.0,99.0,5.0,0.698,0.00034046,99.0
GRAP,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,69.0,71.0,2.0,8.0,1.217,0.11064,71.0
GRK6,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),clear,0,,0,False,101.0,3.0,1.0,104.0,0.571,0.00048726,104.0
GRSF1,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,True,1847.0,2.0,22.0,1849.0,1.238268357002918,3.6082166576301735e-17,1849.0
GTF2H5,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,209.0,47.0,256.0,30.0,1.714,0.045238,256.0
GTPBP10,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,1002.0,2.0,1.0,1004.0,0.739,0.0041528,1004.0
GYPC,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,False,22.0,61.0,39.0,67.0,1.205,0.11297,67.0
GZMB,True,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,1,False,255.0,261.0,496.0,6.0,1.935,3.6674e-14,496.0
H2AZ1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,321.0,121.0,304.0,442.0,0.435,0.87861,442.0
HACD2,True,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,True,1420.0,4.0,10.0,1424.0,0.7454421044138124,0.0265548796823512,1424.0
HACD4,True,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),clear,0,,0,True,542.0,5.0,547.0,5.0,1.188,2.0561e-05,547.0
HAPSTR1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,503.0,650.0,433.0,1153.0,,,1153.0
HCCS,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,467.0,906.0,1373.0,1231.0,0.414,0.88624,1373.0
HDAC1,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,21.0,69.0,90.0,59.0,0.405,0.61427,90.0
HDAC3,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,843.0,944.0,908.0,101.0,0.412,0.56737,944.0
HDAC7,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 1.00),0,False,50.0,85.0,57.0,135.0,0.239,0.99969,135.0
HDHD3,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,48.0,70.0,118.0,33.0,1.372,0.0018719,118.0
HELZ,False,抗體 (表面但胞外域有限),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.05); 劑量敏感(pLI 1.00),0,False,55.0,60.0,6.0,5.0,0.048,1.0,60.0
HEXIM1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.98),0,False,1293.0,65.0,248.0,1358.0,0.238,0.98396,1358.0
HIBADH,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,67.0,68.0,1.0,2.0,0.832,0.0056303,68.0
HIF1A,True,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.31); 劑量敏感(pLI 0.98),1,False,127.0,2.0,3.0,129.0,0.309,0.9777,129.0
HIP1R,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,202.0,227.0,81.0,25.0,0.753,1.4566e-15,227.0
HK2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,232.0,4.0,7.0,236.0,0.485,0.0045893,236.0
HMBS,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.95),0,False,512.0,535.0,1047.0,724.0,0.343,0.94884,1047.0
HMGB3,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),clear,0,,0,False,37.0,17.0,29.0,54.0,0.566,0.79758,54.0
HNRNPA2B1,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,232.0,148.0,380.0,354.0,0.218,0.99732,380.0
HNRNPD,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,576.0,66.0,165.0,642.0,0.227,0.99621,642.0
HOXB2,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,622.0,802.0,180.0,318.0,1.33,0.00014636,802.0
HP1BP3,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0,False,387.0,389.0,5.0,2.0,0.3,0.98422,389.0
HPF1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,46.0,13.0,59.0,3.0,,,59.0
HPRT1,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.94),0,False,72.0,74.0,4.0,2.0,0.34,0.93728,74.0
HPS1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,54.0,249.0,303.0,231.0,0.692,1.3245e-07,303.0
HRAS,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,139.0,1.0,2.0,140.0,0.926,0.079774,140.0
HS3ST3B1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,219.0,2.0,5.0,221.0,0.778,0.29349,221.0
HSD17B10,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.94),0,False,555.0,125.0,680.0,340.0,0.342,0.93604,680.0
HSDL2,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,191.0,56.0,247.0,155.0,0.878,5.1377e-05,247.0
HSP90B1,False,小分子 (胞內可成藥口袋),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0,False,60.0,2.0,3.0,62.0,0.271,0.9972,62.0
HSPA8,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0,False,28.0,32.0,60.0,7.0,0.201,0.99863,60.0
HSPH1,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,76.0,46.0,74.0,122.0,0.264,0.99822,122.0
HTT,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.18); 劑量敏感(pLI 1.00),0,False,123.0,11.0,6.0,134.0,0.176,1.0,134.0
HUWE1,False,抗體 (表面但胞外域有限),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.06); 劑量敏感(pLI 1.00),0,False,686.0,688.0,9.0,2.0,0.06,1.0,688.0
HYKK,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,265.0,266.0,1.0,1.0,1.145,7.3257e-06,266.0
IBA57,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,906.0,13.0,140.0,919.0,0.957,0.0083921,919.0
ICE2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,82.0,3.0,1.0,85.0,,,85.0
ICMT,False,抗體 (表面但胞外域有限),repressor,unknown,clear,0,,0,,,,,64.0,0.45,0.79377,64.0
