gene,is_ctx_specific,delivery_modality,polarity,kinetic_archetype,avoid_tier,n_avoid_flags,avoid_flags,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,pli,breadth_max_de
MTG1,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,True,1884.0,10.0,8.0,1894.0,0.717,0.013299,1894.0
MTG2,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,73.0,75.0,2.0,2.0,0.93,0.00033086,75.0
MTHFD1L,True,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,True,707.0,9.0,31.0,716.0,0.726,1.9355e-12,716.0
MTHFD2,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,797.0,1.0,3.0,798.0,0.805,0.0023975,798.0
MTIF2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,308.0,3.0,5.0,311.0,0.836,3.7464e-10,311.0
MTMR10,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,174.0,213.0,39.0,117.0,0.675,1.8913e-07,213.0
MTMR3,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,882.0,218.0,1100.0,23.0,0.258,0.99937,1100.0
MTRR,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),clear,0,,0,False,75.0,32.0,14.0,107.0,0.983,2.1794e-14,107.0
MVB12B,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,533.0,574.0,309.0,41.0,0.462,0.55867,574.0
MYB,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,300.0,1325.0,1025.0,1222.0,0.353,0.81924,1325.0
MYC,True,小分子 (胞內可成藥口袋),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),1,True,637.0,39.0,676.0,41.0,0.164,0.99801,676.0
MYH9,False,小分子 (胞內可成藥口袋),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0,False,113.0,119.0,57.0,6.0,0.088,1.0,119.0
MYO18A,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0,False,77.0,94.0,72.0,17.0,0.287,0.98723,94.0
MYO9A,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,高遺傳約束(LOEUF 0.30),0,False,123.0,488.0,365.0,527.0,0.304,0.48923,527.0
N6AMT1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,161.0,350.0,270.0,511.0,1.675,6.8181e-06,511.0
NAA40,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,148.0,89.0,135.0,237.0,1.281,9.7852e-09,237.0
NAB2,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,301.0,1.0,302.0,7.0,0.46,0.56734,302.0
NABP1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,353.0,70.0,423.0,11.0,1.356,3.2763e-05,423.0
NADK2,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,79.0,12.0,26.0,91.0,0.52,0.065215,91.0
NARS2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,159.0,12.0,32.0,171.0,0.863,7.1092e-08,171.0
NASP,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 1.00),0,False,242.0,243.0,124.0,1.0,0.276,0.99553,243.0
NATD1,True,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,True,828.0,2.0,830.0,32.0,,,830.0
NCAPG2,False,待新模態 (無已知遞送方式),repressor,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0,False,1026.0,671.0,1697.0,1179.0,0.303,0.97764,1697.0
NCBP3,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,360.0,565.0,632.0,205.0,,,632.0
NCKAP1L,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 0.98),0,False,2357.0,2947.0,1359.0,590.0,0.4785320751053298,0.9780942101857696,2947.0
NCOA6,False,待新模態 (無已知遞送方式),activator,other(其他),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0,False,73.0,97.0,28.0,24.0,0.266,0.99913,97.0
NCR3,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),activator,early_transient(早期瞬態),clear,0,,0,False,78.0,4.0,82.0,3.0,1.449,0.00036824,82.0
NDFIP2,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,True,833.0,2.0,835.0,128.0,0.514,0.52743,835.0
NDRG1,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,111.0,55.0,166.0,25.0,0.58,0.011324,166.0
NDST2,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,157.0,158.0,5.0,1.0,0.419,0.12803,158.0
NDUFA10,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,128.0,129.0,1.0,1.0,1.097,6.2418e-08,129.0
NDUFA3,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,59.0,1.0,4.0,60.0,1.473,0.071883,60.0
NDUFA6,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),clear,0,,0,False,242.0,3.0,9.0,245.0,1.714,0.00013244,245.0
NDUFA8,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,902.0,136.0,17.0,1038.0,0.724,0.34407,1038.0
NDUFA9,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,517.0,4.0,17.0,521.0,0.64,0.0047988,521.0
NDUFAF3,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,True,1917.0,6.0,3.0,1923.0,1.3390337239482806,1.7241082293043013e-07,1923.0
NDUFAF5,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,66.0,6.0,72.0,8.0,1.201,3.1138e-10,72.0
NDUFAF6,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),clear,0,,0,False,58.0,5.0,1.0,63.0,1.197,9.0736e-08,63.0
NDUFB2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,172.0,6.0,8.0,178.0,1.855,1.0531e-05,178.0
NDUFB4,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,205.0,24.0,8.0,229.0,1.428,0.0060844,229.0
NDUFB6,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,140.0,13.0,3.0,153.0,1.668,0.00016201,153.0
NDUFC1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,175.0,7.0,1.0,182.0,1.269,0.10105,182.0
NDUFS2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,81.0,12.0,2.0,93.0,0.56,0.0014212,93.0
NDUFS5,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,299.0,2.0,6.0,301.0,1.353,0.026413,301.0
NDUFS7,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,劑量敏感(pLI 0.91),0,False,50.0,4.0,14.0,54.0,0.386,0.9142,54.0
NDUFS8,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,792.0,91.0,72.0,883.0,0.738,0.16592,883.0
NEB,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,122.0,132.0,10.0,66.0,0.424,4.5589000000000006e-41,132.0
NEIL1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,81.0,9.0,77.0,90.0,1.01,4.9641e-07,90.0
NEK1,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,66.0,67.0,1.0,1.0,0.862,1.9084e-25,67.0
NEK3,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),clear,0,,0,False,61.0,1.0,1.0,62.0,1.34,5.3204e-18,62.0
NEMP2,False,抗體 (表面但胞外域有限),repressor,other(其他),clear,0,,0,False,62.0,73.0,42.0,11.0,0.995,5.6685e-07,73.0
NFAT5,False,待新模態 (無已知遞送方式),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.25); 劑量敏感(pLI 1.00),0,False,1623.0,1624.0,1.0,2.0,0.2512521224755644,1.0,1624.0
NFATC2,True,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.19); 劑量敏感(pLI 1.00),1,False,170.0,2.0,172.0,27.0,0.187,0.99995,172.0
NFATC2IP,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,44.0,51.0,30.0,7.0,1.018,1.742e-05,51.0
NFE2L1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.25); 劑量敏感(pLI 1.00),0,False,58.0,65.0,61.0,123.0,0.251,0.99759,123.0
NFKB1,True,小分子 (胞內可成藥口袋),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),1,False,115.0,90.0,205.0,63.0,0.138,1.0,205.0
NFKB2,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0,False,907.0,443.0,1350.0,738.0,0.163,1.0,1350.0
NFKBIL1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,863.0,91.0,954.0,33.0,0.58,0.025515,954.0
NFRKB,False,待新模態 (無已知遞送方式),mixed,other(其他),caution,1,泛效應(breadth top10%),0,False,500.0,3020.0,2892.0,2520.0,0.5645913204101243,0.000120780181341,3020.0
NFU1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,277.0,5.0,16.0,282.0,1.232,4.1487e-06,282.0
NGRN,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,175.0,1.0,3.0,176.0,1.243,0.00077946,176.0
NIPBL,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.03); 劑量敏感(pLI 1.00),0,False,226.0,358.0,317.0,584.0,0.032,1.0,584.0
NIPSNAP3A,False,待新模態 (無已知遞送方式),activator,early_transient(早期瞬態),clear,0,,0,False,56.0,1.0,57.0,1.0,1.808,2.2722e-12,57.0
NKAPD1,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,290.0,529.0,605.0,819.0,,,819.0
NLGN2,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.13); 劑量敏感(pLI 1.00),0,False,47.0,48.0,1.0,60.0,0.126,0.99974,60.0
NLRX1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,474.0,489.0,15.0,25.0,1.545,7.7345000000000006e-31,489.0
NMT2,False,待新模態 (無已知遞送方式),activator,early_transient(早期瞬態),clear,0,,0,False,85.0,45.0,130.0,19.0,0.449,0.23627,130.0
NONO,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.99),0,False,40.0,16.0,56.0,14.0,0.244,0.9935,56.0
NPHP4,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,101.0,76.0,177.0,6.0,0.983,1.7430000000000002e-29,177.0
NPRL3,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,54.0,55.0,4.0,1.0,0.491,0.19021,55.0
NR2C2,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,72.0,285.0,263.0,213.0,0.22,0.99892,285.0
NR4A3,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,劑量敏感(pLI 0.91),0,False,396.0,0.0,32.0,396.0,0.36,0.9126,396.0
NRAS,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,149.0,226.0,375.0,147.0,0.612,0.49009,375.0
NRBP1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0,False,366.0,385.0,628.0,751.0,0.135,0.99998,751.0
NSD1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0,False,408.0,1767.0,1994.0,2175.0,0.095,1.0,2175.0
NSD2,False,小分子 (胞內可成藥口袋),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,96.0,178.0,182.0,82.0,0.119,1.0,182.0
NSUN4,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,989.0,37.0,109.0,1026.0,0.914,1.2267e-06,1026.0
NUBPL,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),clear,0,,0,False,366.0,1.0,4.0,367.0,0.929,1.0705e-05,367.0
NUDT19,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,119.0,151.0,32.0,37.0,1.975,2.9701e-15,151.0
NUFIP2,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0,False,53.0,55.0,3.0,2.0,0.196,0.99891,55.0
NUP42,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,72.0,18.0,11.0,90.0,1.284,9.5131e-09,90.0
NXT1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,96.0,6.0,5.0,102.0,0.888,0.64574,102.0
OAZ3,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,215.0,0.0,0.0,215.0,1.432,2.2775e-05,215.0
ORAI1,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,True,1247.0,3.0,1250.0,77.0,1.777,1.9068e-05,1250.0
ORMDL2,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,other(其他),clear,0,,0,False,371.0,372.0,1.0,1.0,0.938,0.19417,372.0
OST4,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,105.0,10.0,98.0,115.0,1.738,0.38665,115.0
OTUB1,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.31); 劑量敏感(pLI 0.97),0,False,185.0,305.0,293.0,120.0,0.309,0.97107,305.0
OTUD1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,1099.0,1110.0,321.0,11.0,0.619,0.65091,1110.0
OXA1L,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,False,1275.0,267.0,114.0,1542.0,1.045,1.8749e-10,1542.0
P4HB,False,小分子 (胞內可成藥口袋),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,102.0,191.0,89.0,131.0,0.224,0.99662,191.0
PA2G4,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0,False,26.0,51.0,28.0,25.0,0.199,0.99876,51.0
PABIR1,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,47.0,32.0,72.0,79.0,,,79.0
PACS2,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 1.00),0,False,123.0,24.0,29.0,147.0,0.279,0.99583,147.0
PACSIN2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,631.0,632.0,1.0,2.0,0.454,0.21345,632.0
PAGR1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,391.0,501.0,561.0,110.0,0.538,0.74265,561.0
PAICS,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,87.0,1.0,4.0,88.0,0.826,2.7905e-05,88.0
PAK1,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,275.0,278.0,265.0,3.0,0.563,0.0013306,278.0
PAK2,False,小分子 (胞內可成藥口袋),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.97),0,False,87.0,147.0,98.0,60.0,0.32,0.97169,147.0
PAN3,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.15); 劑量敏感(pLI 1.00),0,False,260.0,90.0,185.0,350.0,0.15,0.99999,350.0
PAPOLA,False,抗體 (表面但胞外域有限),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.18); 劑量敏感(pLI 1.00),0,False,42.0,14.0,56.0,38.0,0.177,0.99998,56.0
PAPSS1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,248.0,250.0,6.0,2.0,0.792,6.3322e-08,250.0
PARD6A,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,140.0,143.0,3.0,7.0,1.016,0.0064719,143.0
PARK7,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,88.0,7.0,7.0,95.0,0.529,0.75335,95.0
PARL,False,抗體 (表面但胞外域有限),activator,late_sustained(晚期持續),clear,0,,0,False,341.0,2.0,1.0,343.0,0.745,0.00019181,343.0
PARP14,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,955.0,374.0,1329.0,114.0,0.395,0.0067415,1329.0
PARS2,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,553.0,98.0,651.0,548.0,0.882,0.0041217,651.0
PATL1,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.96),0,False,161.0,166.0,7.0,5.0,0.316,0.964,166.0
PAXIP1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0,False,170.0,1071.0,992.0,1241.0,0.099,1.0,1241.0
PCBP2,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,421.0,523.0,627.0,102.0,0.228,0.99617,627.0
PCBP4,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,28.0,54.0,30.0,26.0,0.698,0.0023713,54.0
PCGF1,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,395.0,684.0,948.0,1079.0,0.174,0.99713,1079.0
PCGF3,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.95),0,False,44.0,7.0,27.0,51.0,0.338,0.95326,51.0
PCGF6,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,36.0,18.0,54.0,53.0,0.878,5.1527e-05,54.0
PCNX3,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,31.0,67.0,66.0,98.0,0.227,0.99999,98.0
PCNX4,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,476.0,480.0,4.0,5.0,1.237,1.5173e-22,480.0
PCYT2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,143.0,828.0,724.0,685.0,0.702,0.0008643,828.0
PDCD10,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.33); 劑量敏感(pLI 0.96),0,False,271.0,27.0,140.0,298.0,0.325,0.96197,298.0
PDCD2L,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,994.0,1046.0,385.0,52.0,1.091,8.4791e-07,1046.0
PDCD5,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,872.0,30.0,38.0,902.0,1.167,0.0036424,902.0
PDCL,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,False,749.0,753.0,1272.0,1502.0,0.616,0.30486,1502.0
PDHB,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,174.0,5.0,8.0,179.0,0.553,0.15201,179.0
PDIA3,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.25); 劑量敏感(pLI 1.00),0,False,235.0,75.0,310.0,25.0,0.25,0.99608,310.0
PDIA6,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,49.0,151.0,151.0,102.0,0.473,0.24911,151.0
PDLIM2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,171.0,73.0,244.0,159.0,0.836,0.00022117,244.0
PDS5B,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.18); 劑量敏感(pLI 1.00),0,False,35.0,24.0,59.0,42.0,0.18,1.0,59.0
PDSS1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,353.0,32.0,385.0,113.0,0.928,3.2449e-08,385.0
PDSS2,False,待新模態 (無已知遞送方式),mixed,other(其他),caution,1,泛效應(breadth top10%),0,False,1284.0,943.0,2227.0,1432.0,1.133,4.3743e-08,2227.0
PELO,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,120.0,163.0,43.0,275.0,0.91,0.010494,275.0
PEX5,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,214.0,3.0,165.0,217.0,0.59,5.5557e-05,217.0
PFDN5,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,211.0,218.0,66.0,7.0,1.329,0.00056773,218.0
PGP,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,489.0,1.0,2.0,490.0,1.017,0.16263,490.0
PHACTR4,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,63.0,66.0,3.0,4.0,0.689,2.8359e-06,66.0
PHF12,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0,False,138.0,188.0,326.0,123.0,0.135,1.0,326.0
PHF20,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,168.0,9.0,10.0,177.0,0.261,0.99875,177.0
PHF20L1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.19); 劑量敏感(pLI 1.00),0,False,65.0,5.0,70.0,5.0,0.187,1.0,70.0
PHF3,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0,False,139.0,220.0,81.0,215.0,0.286,0.99256,220.0
PHF6,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,197.0,15.0,19.0,212.0,0.166,0.99784,212.0
PHF8,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,304.0,11.0,56.0,315.0,0.263,0.99785,315.0
PHIP,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.11); 劑量敏感(pLI 1.00),0,False,115.0,5.0,12.0,120.0,0.113,1.0,120.0
PIAS1,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0,False,92.0,92.0,0.0,1.0,0.094,0.99999,92.0
PIK3C2B,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 1.00),0,False,72.0,73.0,1.0,1.0,0.279,0.99651,73.0
PIK3R4,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,127.0,139.0,82.0,12.0,0.39,0.024537,139.0
PKM,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,False,1784.0,57.0,1841.0,202.0,0.536419057150002,0.8900951453671474,1841.0
PKN1,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,101.0,102.0,1.0,1.0,0.392,0.20442,102.0
PKN3,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),clear,0,,0,False,85.0,1.0,2.0,86.0,0.95,6.108100000000003e-19,86.0
PKNOX1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 0.99),0,False,92.0,183.0,265.0,275.0,0.262,0.99401,275.0
PLA2G4A,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,71.0,28.0,99.0,7.0,0.587,5.9817e-05,99.0
PLCG1,True,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),1,True,5030.0,3.0,5033.0,2218.0,0.4865636818969194,0.7209971026115483,5033.0
PMVK,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,False,3318.0,210.0,88.0,3528.0,0.8927935405880859,0.0300398556424171,3528.0
PNPT1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,1107.0,131.0,1238.0,1069.0,0.475,0.00040072,1238.0
POGK,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,258.0,259.0,8.0,1.0,0.369,0.89187,259.0
POGLUT3,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,False,1602.0,875.0,2477.0,701.0,1.1236447812473118,5.261785745779371e-15,2477.0
POGZ,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,95.0,1.0,3.0,96.0,0.119,1.0,96.0
POLG,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,True,1561.0,40.0,266.0,1601.0,0.8291352903695456,6.160424673359716e-26,1601.0
