gene,kinetic_archetype,de_Rest,de_Stim8hr,de_Stim48hr,is_ctx_specific
IL21,other(其他),402.0,121.0,108.0,False
IL21R,late_sustained(晚期持續),4.0,75.0,107.0,False
IL23R,other(其他),256.0,0.0,5.0,True
IL4I1,late_sustained(晚期持續),2.0,16.0,297.0,False
IL4R,late_sustained(晚期持續),3.0,240.0,729.0,True
IL7R,unknown,,812.0,99.0,True
IMMP2L,late_sustained(晚期持續),57.0,155.0,197.0,False
IMPA2,other(其他),1145.0,11.0,2.0,False
ING3,late_sustained(晚期持續),9.0,52.0,119.0,False
INIP,other(其他),70.0,47.0,18.0,False
INO80B,early_transient(早期瞬態),166.0,428.0,175.0,False
INO80C,other(其他),219.0,496.0,457.0,False
INPP5D,late_sustained(晚期持續),3.0,12.0,536.0,True
INPP5F,early_transient(早期瞬態),39.0,126.0,41.0,False
INPPL1,other(其他),51.0,5.0,7.0,False
INSIG1,late_sustained(晚期持續),22.0,116.0,731.0,True
INSR,other(其他),1366.0,91.0,366.0,False
INTS10,late_sustained(晚期持續),715.0,1454.0,2076.0,False
INTS14,other(其他),810.0,782.0,714.0,False
INTS15,other(其他),30.0,296.0,270.0,False
INTS6,late_sustained(晚期持續),68.0,44.0,83.0,False
IRF1,other(其他),271.0,182.0,58.0,True
IRF2BP1,other(其他),58.0,204.0,106.0,False
IRF4,other(其他),325.0,567.0,498.0,True
IRF8,early_transient(早期瞬態),3.0,88.0,7.0,False
ISCA1,other(其他),86.0,24.0,23.0,False
ISG15,other(其他),149.0,2.0,5.0,False
IST1,other(其他),554.0,475.0,177.0,False
ITGB2,other(其他),134.0,123.0,69.0,False
ITK,stim_switch(刺激開關),2.0,3393.0,2566.0,True
ITM2A,early_transient(早期瞬態),17.0,78.0,1.0,False
ITM2B,other(其他),148.0,1.0,2.0,False
ITPR1,late_sustained(晚期持續),1.0,1.0,392.0,False
ITSN1,other(其他),154.0,114.0,76.0,False
IWS1,other(其他),686.0,682.0,410.0,False
JOSD2,other(其他),104.0,23.0,79.0,False
JUNB,late_sustained(晚期持續),49.0,102.0,143.0,False
KAT6A,early_transient(早期瞬態),79.0,506.0,143.0,False
KBTBD2,other(其他),84.0,5.0,2.0,False
KCNA2,other(其他),332.0,32.0,13.0,False
KDM1A,late_sustained(晚期持續),2018.0,2301.0,2913.0,False
KDM2A,other(其他),258.0,315.0,190.0,False
KDM3B,early_transient(早期瞬態),87.0,140.0,30.0,False
KDM5C,unknown,68.0,115.0,,False
KDM6A,other(其他),137.0,62.0,48.0,False
KDM8,other(其他),109.0,172.0,120.0,False
KHDRBS1,early_transient(早期瞬態),170.0,936.0,164.0,False
KIF14,late_sustained(晚期持續),7.0,2.0,88.0,False
KIF16B,early_transient(早期瞬態),1.0,401.0,1.0,False
KIF5C,late_sustained(晚期持續),5.0,2.0,142.0,False
KIFAP3,other(其他),1585.0,1347.0,1257.0,False
KLF10,early_transient(早期瞬態),32.0,80.0,9.0,False
KLF2,other(其他),987.0,914.0,178.0,False
KLHDC10,other(其他),237.0,76.0,33.0,False
KMT2B,early_transient(早期瞬態),35.0,124.0,57.0,False
KMT2C,late_sustained(晚期持續),453.0,307.0,462.0,False
KMT2E,late_sustained(晚期持續),337.0,304.0,896.0,False
KMT5B,late_sustained(晚期持續),614.0,782.0,940.0,False
KPNA1,early_transient(早期瞬態),531.0,963.0,139.0,False
KPNA4,early_transient(早期瞬態),1.0,71.0,2.0,False
KRBA2,other(其他),752.0,176.0,2.0,False
KRCC1,other(其他),214.0,84.0,3.0,False
KTI12,other(其他),768.0,826.0,730.0,False
KTN1,early_transient(早期瞬態),5.0,108.0,1.0,False
L2HGDH,late_sustained(晚期持續),110.0,113.0,118.0,False
L3MBTL2,late_sustained(晚期持續),364.0,365.0,497.0,False
LAIR2,late_sustained(晚期持續),0.0,0.0,198.0,False
LAMP1,other(其他),238.0,13.0,32.0,False
LAMTOR2,late_sustained(晚期持續),405.0,593.0,2063.0,False
LAMTOR3,other(其他),87.0,182.0,159.0,False
LAMTOR4,late_sustained(晚期持續),27.0,334.0,684.0,True
LARP4,late_sustained(晚期持續),1.0,1.0,67.0,False
LARS2,other(其他),122.0,813.0,601.0,False
LAT,stim_switch(刺激開關),4.0,5536.0,3187.0,True
LAT2,other(其他),193.0,254.0,131.0,False
LEO1,other(其他),3015.0,2664.0,1791.0,False
LETM2,late_sustained(晚期持續),18.0,47.0,386.0,False
LIG3,late_sustained(晚期持續),2.0,2.0,1177.0,True
LIG4,early_transient(早期瞬態),2.0,106.0,6.0,False
LIN37,early_transient(早期瞬態),143.0,259.0,25.0,False
LMNA,other(其他),58.0,4.0,10.0,False
LMTK2,early_transient(早期瞬態),76.0,600.0,24.0,False
LPCAT3,other(其他),144.0,62.0,0.0,False
LRBA,early_transient(早期瞬態),5.0,2993.0,223.0,True
LRIG1,early_transient(早期瞬態),1.0,139.0,1.0,False
LRP5,late_sustained(晚期持續),11.0,5.0,295.0,False
LRPPRC,late_sustained(晚期持續),772.0,771.0,1926.0,False
LRRC8A,late_sustained(晚期持續),19.0,11.0,448.0,False
LRRC8B,late_sustained(晚期持續),32.0,28.0,58.0,False
LSM12,other(其他),535.0,345.0,520.0,False
LSM14A,late_sustained(晚期持續),35.0,22.0,137.0,False
LYRM2,other(其他),63.0,55.0,13.0,False
LZTS1,other(其他),163.0,332.0,180.0,False
MAEA,other(其他),1651.0,1190.0,6.0,False
MAF,late_sustained(晚期持續),10.0,13.0,138.0,False
MAGEH1,other(其他),92.0,19.0,1.0,False
MALT1,stim_switch(刺激開關),3.0,1640.0,1412.0,True
MAN1A2,other(其他),377.0,2.0,2.0,False
MAN2A1,other(其他),84.0,28.0,7.0,False
MANEA,other(其他),280.0,2.0,2.0,False
MAP1LC3B,other(其他),167.0,17.0,6.0,False
MAP3K1,early_transient(早期瞬態),1.0,90.0,2.0,False
MAP3K13,early_transient(早期瞬態),32.0,52.0,4.0,False
MAP3K5,early_transient(早期瞬態),38.0,199.0,76.0,False
MAP4K1,early_transient(早期瞬態),14.0,94.0,5.0,False
MAPK14,late_sustained(晚期持續),12.0,20.0,106.0,False
MAPKAP1,late_sustained(晚期持續),101.0,16.0,265.0,False
MARK2,early_transient(早期瞬態),3.0,66.0,1.0,False
MAU2,other(其他),428.0,324.0,113.0,False
MAX,early_transient(早期瞬態),90.0,2223.0,101.0,False
MBIP,late_sustained(晚期持續),11.0,86.0,308.0,False
MBTPS1,late_sustained(晚期持續),61.0,280.0,1271.0,False
MCM8,late_sustained(晚期持續),40.0,217.0,356.0,False
MCTS1,other(其他),974.0,1361.0,1184.0,False
MCUR1,late_sustained(晚期持續),1.0,1.0,153.0,False
MED1,early_transient(早期瞬態),252.0,819.0,232.0,False
MED12,early_transient(早期瞬態),2843.0,4142.0,2046.0,False
MED13,late_sustained(晚期持續),43.0,220.0,629.0,True
MED14,early_transient(早期瞬態),120.0,367.0,135.0,False
MED15,other(其他),2807.0,2051.0,1341.0,False
MED23,early_transient(早期瞬態),147.0,1012.0,367.0,False
MED24,other(其他),1539.0,2795.0,1607.0,False
MEST,other(其他),825.0,682.0,81.0,False
METAP2,other(其他),772.0,376.0,528.0,False
METTL1,late_sustained(晚期持續),515.0,1047.0,1283.0,False
METTL17,late_sustained(晚期持續),8.0,5.0,53.0,False
MFHAS1,early_transient(早期瞬態),64.0,334.0,66.0,False
MGA,other(其他),56.0,131.0,123.0,False
MIA2,late_sustained(晚期持續),53.0,19.0,1566.0,False
MICOS13,late_sustained(晚期持續),1.0,2.0,134.0,False
MIDN,early_transient(早期瞬態),22.0,59.0,4.0,False
MIEN1,other(其他),98.0,2.0,3.0,False
MIPEP,late_sustained(晚期持續),152.0,414.0,2144.0,False
MITD1,late_sustained(晚期持續),11.0,1.0,250.0,False
MLKL,late_sustained(晚期持續),33.0,37.0,80.0,False
MLST8,late_sustained(晚期持續),298.0,131.0,564.0,False
MLYCD,late_sustained(晚期持續),178.0,7.0,520.0,False
MMAB,other(其他),837.0,506.0,744.0,False
MMGT1,late_sustained(晚期持續),31.0,65.0,730.0,True
MOB1A,other(其他),374.0,3.0,1.0,False
MOGS,early_transient(早期瞬態),23.0,53.0,24.0,False
MORC2,early_transient(早期瞬態),413.0,801.0,83.0,False
MORF4L1,early_transient(早期瞬態),9.0,221.0,59.0,False
MOSMO,other(其他),197.0,20.0,13.0,False
MOSPD1,other(其他),154.0,1.0,1.0,False
MOV10,late_sustained(晚期持續),956.0,741.0,1425.0,False
MPG,unknown,,56.0,166.0,False
MPI,early_transient(早期瞬態),244.0,2295.0,147.0,False
MRC2,late_sustained(晚期持續),137.0,585.0,1351.0,False
MSL2,other(其他),321.0,86.0,110.0,False
MTA2,other(其他),1522.0,1729.0,1172.0,False
MTA3,early_transient(早期瞬態),2.0,1053.0,57.0,True
MTCH2,late_sustained(晚期持續),6.0,2.0,693.0,True
MTERF2,other(其他),60.0,21.0,32.0,False
MTG1,late_sustained(晚期持續),10.0,8.0,1894.0,True
MTG2,other(其他),75.0,2.0,2.0,False
MTHFD1L,late_sustained(晚期持續),9.0,31.0,716.0,True
MTHFD2,late_sustained(晚期持續),1.0,3.0,798.0,True
MTIF2,late_sustained(晚期持續),3.0,5.0,311.0,False
MTMR10,other(其他),213.0,39.0,117.0,False
MTMR3,early_transient(早期瞬態),218.0,1100.0,23.0,False
MTRR,late_sustained(晚期持續),32.0,14.0,107.0,False
MVB12B,other(其他),574.0,309.0,41.0,False
MYB,other(其他),1325.0,1025.0,1222.0,False
MYC,early_transient(早期瞬態),39.0,676.0,41.0,True
MYH9,other(其他),119.0,57.0,6.0,False
MYO18A,other(其他),94.0,72.0,17.0,False
MYO9A,late_sustained(晚期持續),488.0,365.0,527.0,False
N6AMT1,late_sustained(晚期持續),350.0,270.0,511.0,False
NAA40,late_sustained(晚期持續),89.0,135.0,237.0,False
NAB2,early_transient(早期瞬態),1.0,302.0,7.0,False
NABP1,early_transient(早期瞬態),70.0,423.0,11.0,False
NADK2,late_sustained(晚期持續),12.0,26.0,91.0,False
NARS2,late_sustained(晚期持續),12.0,32.0,171.0,False
NASP,other(其他),243.0,124.0,1.0,False
NATD1,early_transient(早期瞬態),2.0,830.0,32.0,True
NCAPG2,other(其他),671.0,1697.0,1179.0,False
NCBP3,early_transient(早期瞬態),565.0,632.0,205.0,False
NCKAP1L,other(其他),2947.0,1359.0,590.0,False
NCOA6,other(其他),97.0,28.0,24.0,False
NCR3,early_transient(早期瞬態),4.0,82.0,3.0,False
NDFIP2,early_transient(早期瞬態),2.0,835.0,128.0,True
NDRG1,early_transient(早期瞬態),55.0,166.0,25.0,False
NDST2,other(其他),158.0,5.0,1.0,False
NDUFA10,other(其他),129.0,1.0,1.0,False
NDUFA3,late_sustained(晚期持續),1.0,4.0,60.0,False
NDUFA6,late_sustained(晚期持續),3.0,9.0,245.0,False
NDUFA8,late_sustained(晚期持續),136.0,17.0,1038.0,False
NDUFA9,late_sustained(晚期持續),4.0,17.0,521.0,True
NDUFAF3,late_sustained(晚期持續),6.0,3.0,1923.0,True
NDUFAF5,early_transient(早期瞬態),6.0,72.0,8.0,False
NDUFAF6,late_sustained(晚期持續),5.0,1.0,63.0,False
NDUFB2,late_sustained(晚期持續),6.0,8.0,178.0,False
NDUFB4,late_sustained(晚期持續),24.0,8.0,229.0,False
NDUFB6,late_sustained(晚期持續),13.0,3.0,153.0,False
NDUFC1,late_sustained(晚期持續),7.0,1.0,182.0,False
NDUFS2,late_sustained(晚期持續),12.0,2.0,93.0,False
NDUFS5,late_sustained(晚期持續),2.0,6.0,301.0,False
NDUFS7,late_sustained(晚期持續),4.0,14.0,54.0,False
NDUFS8,late_sustained(晚期持續),91.0,72.0,883.0,False
NEB,other(其他),132.0,10.0,66.0,False
NEIL1,late_sustained(晚期持續),9.0,77.0,90.0,False
NEK1,other(其他),67.0,1.0,1.0,False
NEK3,late_sustained(晚期持續),1.0,1.0,62.0,False
NEMP2,other(其他),73.0,42.0,11.0,False
NFAT5,other(其他),1624.0,1.0,2.0,False
NFATC2,early_transient(早期瞬態),2.0,172.0,27.0,True
NFATC2IP,other(其他),51.0,30.0,7.0,False
NFE2L1,late_sustained(晚期持續),65.0,61.0,123.0,False
NFKB1,early_transient(早期瞬態),90.0,205.0,63.0,True
NFKB2,other(其他),443.0,1350.0,738.0,False
NFKBIL1,early_transient(早期瞬態),91.0,954.0,33.0,False
NFRKB,other(其他),3020.0,2892.0,2520.0,False
NFU1,late_sustained(晚期持續),5.0,16.0,282.0,False
NGRN,late_sustained(晚期持續),1.0,3.0,176.0,False
NIPBL,late_sustained(晚期持續),358.0,317.0,584.0,False
NIPSNAP3A,early_transient(早期瞬態),1.0,57.0,1.0,False
NKAPD1,late_sustained(晚期持續),529.0,605.0,819.0,False
NLGN2,late_sustained(晚期持續),48.0,1.0,60.0,False
NLRX1,other(其他),489.0,15.0,25.0,False
NMT2,early_transient(早期瞬態),45.0,130.0,19.0,False
NONO,early_transient(早期瞬態),16.0,56.0,14.0,False
NPHP4,early_transient(早期瞬態),76.0,177.0,6.0,False
NPRL3,other(其他),55.0,4.0,1.0,False
NR2C2,other(其他),285.0,263.0,213.0,False
NR4A3,late_sustained(晚期持續),0.0,32.0,396.0,False
NRAS,early_transient(早期瞬態),226.0,375.0,147.0,False
NRBP1,late_sustained(晚期持續),385.0,628.0,751.0,False
NSD1,late_sustained(晚期持續),1767.0,1994.0,2175.0,False
NSD2,early_transient(早期瞬態),178.0,182.0,82.0,False
NSUN4,late_sustained(晚期持續),37.0,109.0,1026.0,True
NUBPL,late_sustained(晚期持續),1.0,4.0,367.0,False
NUDT19,other(其他),151.0,32.0,37.0,False
NUFIP2,other(其他),55.0,3.0,2.0,False
NUP42,late_sustained(晚期持續),18.0,11.0,90.0,False
NXT1,late_sustained(晚期持續),6.0,5.0,102.0,False
OAZ3,late_sustained(晚期持續),0.0,0.0,215.0,False
ORAI1,early_transient(早期瞬態),3.0,1250.0,77.0,True
ORMDL2,other(其他),372.0,1.0,1.0,False
OST4,late_sustained(晚期持續),10.0,98.0,115.0,False
OTUB1,other(其他),305.0,293.0,120.0,False
OTUD1,other(其他),1110.0,321.0,11.0,False
OXA1L,late_sustained(晚期持續),267.0,114.0,1542.0,False
P4HB,other(其他),191.0,89.0,131.0,False
PA2G4,other(其他),51.0,28.0,25.0,False
PABIR1,late_sustained(晚期持續),32.0,72.0,79.0,False
PACS2,late_sustained(晚期持續),24.0,29.0,147.0,False
PACSIN2,other(其他),632.0,1.0,2.0,False
PAGR1,early_transient(早期瞬態),501.0,561.0,110.0,False
PAICS,late_sustained(晚期持續),1.0,4.0,88.0,False
PAK1,other(其他),278.0,265.0,3.0,False
PAK2,other(其他),147.0,98.0,60.0,False
PAN3,late_sustained(晚期持續),90.0,185.0,350.0,False
PAPOLA,other(其他),14.0,56.0,38.0,False
PAPSS1,other(其他),250.0,6.0,2.0,False
PARD6A,other(其他),143.0,3.0,7.0,False
PARK7,late_sustained(晚期持續),7.0,7.0,95.0,False
PARL,late_sustained(晚期持續),2.0,1.0,343.0,False
PARP14,early_transient(早期瞬態),374.0,1329.0,114.0,False
PARS2,other(其他),98.0,651.0,548.0,False
PATL1,other(其他),166.0,7.0,5.0,False
PAXIP1,late_sustained(晚期持續),1071.0,992.0,1241.0,False
PCBP2,early_transient(早期瞬態),523.0,627.0,102.0,False
PCBP4,other(其他),54.0,30.0,26.0,False
PCGF1,late_sustained(晚期持續),684.0,948.0,1079.0,False
PCGF3,late_sustained(晚期持續),7.0,27.0,51.0,False
PCGF6,other(其他),18.0,54.0,53.0,False
PCNX3,late_sustained(晚期持續),67.0,66.0,98.0,False
PCNX4,other(其他),480.0,4.0,5.0,False
PCYT2,other(其他),828.0,724.0,685.0,False
PDCD10,late_sustained(晚期持續),27.0,140.0,298.0,False
PDCD2L,other(其他),1046.0,385.0,52.0,False
PDCD5,late_sustained(晚期持續),30.0,38.0,902.0,True
PDCL,late_sustained(晚期持續),753.0,1272.0,1502.0,False
PDHB,late_sustained(晚期持續),5.0,8.0,179.0,False
PDIA3,early_transient(早期瞬態),75.0,310.0,25.0,False
PDIA6,other(其他),151.0,151.0,102.0,False
PDLIM2,other(其他),73.0,244.0,159.0,False
PDS5B,other(其他),24.0,59.0,42.0,False
PDSS1,early_transient(早期瞬態),32.0,385.0,113.0,False
PDSS2,other(其他),943.0,2227.0,1432.0,False
PELO,late_sustained(晚期持續),163.0,43.0,275.0,False
PEX5,late_sustained(晚期持續),3.0,165.0,217.0,False
PFDN5,other(其他),218.0,66.0,7.0,False
PGP,late_sustained(晚期持續),1.0,2.0,490.0,False
PHACTR4,other(其他),66.0,3.0,4.0,False
PHF12,early_transient(早期瞬態),188.0,326.0,123.0,False
PHF20,late_sustained(晚期持續),9.0,10.0,177.0,False
PHF20L1,early_transient(早期瞬態),5.0,70.0,5.0,False
PHF3,other(其他),220.0,81.0,215.0,False
PHF6,late_sustained(晚期持續),15.0,19.0,212.0,False
PHF8,late_sustained(晚期持續),11.0,56.0,315.0,False
PHIP,late_sustained(晚期持續),5.0,12.0,120.0,False
PIAS1,other(其他),92.0,0.0,1.0,False
PIK3C2B,other(其他),73.0,1.0,1.0,False
PIK3R4,other(其他),139.0,82.0,12.0,False
PKM,early_transient(早期瞬態),57.0,1841.0,202.0,False
PKN1,other(其他),102.0,1.0,1.0,False
PKN3,late_sustained(晚期持續),1.0,2.0,86.0,False
PKNOX1,late_sustained(晚期持續),183.0,265.0,275.0,False
PLA2G4A,early_transient(早期瞬態),28.0,99.0,7.0,False
PLCG1,early_transient(早期瞬態),3.0,5033.0,2218.0,True
PMVK,late_sustained(晚期持續),210.0,88.0,3528.0,False
PNPT1,other(其他),131.0,1238.0,1069.0,False
POGK,other(其他),259.0,8.0,1.0,False
POGLUT3,early_transient(早期瞬態),875.0,2477.0,701.0,False
POGZ,late_sustained(晚期持續),1.0,3.0,96.0,False
POLG,late_sustained(晚期持續),40.0,266.0,1601.0,True
PPCDC,early_transient(早期瞬態),591.0,751.0,303.0,False
PPDPF,early_transient(早期瞬態),816.0,1142.0,133.0,False
PPIF,other(其他),219.0,29.0,8.0,False
PPIH,early_transient(早期瞬態),161.0,877.0,387.0,False
PPIL1,other(其他),571.0,507.0,114.0,False
PPM1D,other(其他),1390.0,140.0,69.0,False
PPP1R12A,other(其他),93.0,57.0,28.0,False
PPP1R12C,other(其他),142.0,6.0,5.0,False
PPP1R13L,early_transient(早期瞬態),215.0,377.0,31.0,False
PPP1R3B,other(其他),312.0,14.0,25.0,False
PPP3R1,stim_switch(刺激開關),1.0,613.0,523.0,True
PPP6C,other(其他),126.0,298.0,278.0,False
PPP6R2,other(其他),124.0,1.0,2.0,False
PPRC1,late_sustained(晚期持續),70.0,40.0,86.0,False
PQBP1,early_transient(早期瞬態),56.0,85.0,21.0,False
PRCP,other(其他),107.0,4.0,6.0,False
PRDM15,other(其他),28.0,61.0,41.0,False
PRDX3,other(其他),56.0,2.0,3.0,False
PRKD2,late_sustained(晚期持續),2.0,53.0,72.0,False
PRKRA,late_sustained(晚期持續),57.0,50.0,75.0,False
PRORP,late_sustained(晚期持續),5.0,6.0,115.0,False
PRPF39,other(其他),53.0,326.0,207.0,False
PRR12,other(其他),52.0,25.0,36.0,False
PRRC2A,other(其他),32.0,122.0,85.0,False
PRSS21,other(其他),242.0,18.0,56.0,False
PRXL2B,other(其他),97.0,3.0,5.0,False
PSIP1,late_sustained(晚期持續),123.0,263.0,487.0,False
PSMB9,late_sustained(晚期持續),88.0,125.0,125.0,False
PSMF1,early_transient(早期瞬態),399.0,427.0,126.0,False
PTCD2,late_sustained(晚期持續),50.0,43.0,700.0,True
PTCH1,other(其他),364.0,0.0,1.0,False
PTDSS1,late_sustained(晚期持續),10.0,11.0,77.0,False
PTDSS2,other(其他),49.0,101.0,60.0,False
PTEN,other(其他),2929.0,1639.0,463.0,False
PTGER3,other(其他),100.0,1.0,8.0,False
PTPA,late_sustained(晚期持續),344.0,292.0,1105.0,False
PTPN11,late_sustained(晚期持續),8.0,4.0,60.0,False
PTPN2,other(其他),414.0,102.0,371.0,False
PTPRC,late_sustained(晚期持續),55.0,2255.0,3226.0,False
PUM1,late_sustained(晚期持續),84.0,227.0,241.0,False
PUS3,early_transient(早期瞬態),36.0,65.0,4.0,False
PXMP4,other(其他),103.0,165.0,115.0,False
PYGM,late_sustained(晚期持續),110.0,28.0,184.0,False
QRICH1,early_transient(早期瞬態),38.0,79.0,20.0,False
QRSL1,late_sustained(晚期持續),18.0,96.0,269.0,False
R3HCC1L,other(其他),224.0,120.0,184.0,False
RAB11FIP1,early_transient(早期瞬態),219.0,588.0,218.0,False
RAB21,late_sustained(晚期持續),13.0,9.0,128.0,False
RAB27B,other(其他),85.0,64.0,57.0,False
RAB2B,late_sustained(晚期持續),23.0,29.0,65.0,False
RABGEF1,late_sustained(晚期持續),42.0,13.0,128.0,False
RAC2,late_sustained(晚期持續),35.0,121.0,1095.0,True
RAD50,late_sustained(晚期持續),108.0,18.0,749.0,False
RAD51B,late_sustained(晚期持續),34.0,37.0,173.0,False
RALGAPB,other(其他),83.0,24.0,6.0,False
RANBP3,other(其他),148.0,168.0,84.0,False
RASA2,other(其他),700.0,250.0,219.0,False
RASAL3,late_sustained(晚期持續),102.0,11.0,986.0,False
RASGRP1,early_transient(早期瞬態),399.0,993.0,309.0,False
RB1CC1,other(其他),392.0,902.0,581.0,False
RBFA,late_sustained(晚期持續),14.0,146.0,1166.0,True
RBM15,late_sustained(晚期持續),2.0,18.0,64.0,False
RBM27,early_transient(早期瞬態),437.0,726.0,170.0,False
RBM33,early_transient(早期瞬態),165.0,815.0,242.0,False
RBM5,late_sustained(晚期持續),29.0,168.0,307.0,False
RBPJ,late_sustained(晚期持續),61.0,57.0,120.0,False
RC3H1,late_sustained(晚期持續),114.0,169.0,341.0,False
RCC1L,late_sustained(晚期持續),58.0,2.0,1167.0,False
RCOR1,late_sustained(晚期持續),293.0,223.0,726.0,False
RCOR3,other(其他),325.0,5.0,16.0,False
RDH13,early_transient(早期瞬態),34.0,125.0,10.0,False
REL,early_transient(早期瞬態),3.0,80.0,2.0,True
RELA,early_transient(早期瞬態),4.0,106.0,38.0,True
RESF1,other(其他),50.0,15.0,23.0,False
RFX1,other(其他),195.0,294.0,165.0,False
RHBDF2,late_sustained(晚期持續),35.0,33.0,52.0,False
RHEB,early_transient(早期瞬態),159.0,860.0,81.0,False
RHOC,other(其他),313.0,6.0,4.0,False
RHOF,other(其他),476.0,394.0,290.0,False
RIC8B,late_sustained(晚期持續),1.0,5.0,61.0,False
RICTOR,late_sustained(晚期持續),218.0,39.0,269.0,False
RIPK1,other(其他),438.0,241.0,82.0,False
RIPOR1,other(其他),166.0,89.0,19.0,False
RMND5A,early_transient(早期瞬態),284.0,378.0,4.0,False
RNASEH1,late_sustained(晚期持續),78.0,12.0,628.0,False
RNF111,other(其他),319.0,7.0,6.0,False
RNF145,early_transient(早期瞬態),3.0,69.0,17.0,False
RNF181,other(其他),72.0,51.0,15.0,False
RNF19B,early_transient(早期瞬態),8.0,452.0,124.0,False
RNF8,late_sustained(晚期持續),125.0,26.0,233.0,False
RNFT1,early_transient(早期瞬態),21.0,414.0,110.0,False
RNFT2,late_sustained(晚期持續),29.0,35.0,1104.0,True
ROBO3,late_sustained(晚期持續),0.0,2.0,65.0,False
RP9,late_sustained(晚期持續),1.0,1.0,103.0,False
RPE,late_sustained(晚期持續),9.0,117.0,326.0,False
RPRD2,late_sustained(晚期持續),1508.0,1823.0,2755.0,False
RPTOR,early_transient(早期瞬態),639.0,1029.0,122.0,True
RPUSD3,late_sustained(晚期持續),13.0,1.0,1238.0,True
RRAGA,late_sustained(晚期持續),130.0,358.0,1732.0,False
RRAGC,late_sustained(晚期持續),49.0,88.0,1319.0,True
RREB1,early_transient(早期瞬態),48.0,77.0,35.0,False
RRM2B,late_sustained(晚期持續),28.0,123.0,354.0,False
RSBN1L,early_transient(早期瞬態),4.0,179.0,40.0,False
RWDD2B,early_transient(早期瞬態),190.0,720.0,1.0,False
RXRB,late_sustained(晚期持續),308.0,116.0,422.0,False
SACM1L,other(其他),707.0,129.0,7.0,False
SAMD1,late_sustained(晚期持續),383.0,485.0,583.0,False
SAP130,other(其他),349.0,595.0,573.0,False
SAP30,late_sustained(晚期持續),40.0,9.0,153.0,False
SARS2,early_transient(早期瞬態),77.0,417.0,98.0,False
SBDS,late_sustained(晚期持續),34.0,7.0,78.0,False
SBF1,other(其他),182.0,9.0,5.0,False
SCAF4,late_sustained(晚期持續),167.0,235.0,600.0,False
SCAF8,late_sustained(晚期持續),82.0,59.0,119.0,False
SCD,late_sustained(晚期持續),1.0,2.0,136.0,False
SCYL3,late_sustained(晚期持續),220.0,541.0,882.0,False
SDHAF4,early_transient(早期瞬態),2.0,61.0,8.0,False
SEC14L2,other(其他),1141.0,71.0,102.0,False
SEC24A,other(其他),497.0,2.0,64.0,False
SEC31A,late_sustained(晚期持續),1.0,11.0,60.0,False
SEC62,other(其他),142.0,3.0,7.0,False
SEC63,late_sustained(晚期持續),293.0,306.0,647.0,False
SEMA4C,other(其他),79.0,4.0,2.0,False
SENP5,other(其他),3329.0,5172.0,2798.0,False
SERGEF,late_sustained(晚期持續),2.0,14.0,90.0,False
SESTD1,other(其他),200.0,6.0,8.0,False
SET,late_sustained(晚期持續),9.0,8.0,92.0,False
SETD7,late_sustained(晚期持續),0.0,17.0,69.0,False
SETDB1,other(其他),2291.0,1309.0,1184.0,False
SFXN1,late_sustained(晚期持續),53.0,179.0,713.0,False
SGF29,late_sustained(晚期持續),3447.0,4048.0,4869.0,False
SH3D21,other(其他),138.0,1.0,2.0,False
SH3GL1,other(其他),325.0,7.0,171.0,False
SHLD1,other(其他),285.0,487.0,384.0,False
SHMT2,late_sustained(晚期持續),9.0,23.0,188.0,False
SIAH2,late_sustained(晚期持續),22.0,59.0,69.0,False
SIK2,other(其他),147.0,38.0,11.0,False
SIK3,late_sustained(晚期持續),457.0,479.0,1810.0,False
SIMC1,other(其他),53.0,26.0,15.0,False
SIN3A,other(其他),162.0,32.0,3.0,False
SIN3B,late_sustained(晚期持續),1255.0,1578.0,1614.0,False
SINHCAF,early_transient(早期瞬態),58.0,1211.0,411.0,False
SIRT7,other(其他),120.0,111.0,17.0,False
SKA2,early_transient(早期瞬態),8.0,274.0,78.0,False
SLAMF7,early_transient(早期瞬態),45.0,108.0,2.0,False
SLC16A1,late_sustained(晚期持續),5.0,1.0,387.0,False
SLC17A5,early_transient(早期瞬態),237.0,267.0,5.0,False
SLC25A1,late_sustained(晚期持續),10.0,87.0,377.0,False
SLC25A10,late_sustained(晚期持續),148.0,179.0,315.0,False
SLC25A26,late_sustained(晚期持續),12.0,83.0,203.0,False
SLC25A28,late_sustained(晚期持續),6.0,20.0,142.0,False
SLC25A3,other(其他),76.0,26.0,5.0,False
SLC25A32,late_sustained(晚期持續),3.0,2.0,76.0,False
SLC25A51,other(其他),193.0,68.0,103.0,False
SLC27A3,other(其他),188.0,0.0,1.0,False
SLC35A2,other(其他),64.0,9.0,8.0,False
SLC35D2,other(其他),89.0,1.0,2.0,False
SLC3A2,early_transient(早期瞬態),3.0,2492.0,52.0,True
SLC4A7,late_sustained(晚期持續),15.0,46.0,148.0,False
SLC5A3,late_sustained(晚期持續),1.0,10.0,170.0,False
SLC7A6,early_transient(早期瞬態),6.0,262.0,6.0,False
SLC9A6,late_sustained(晚期持續),20.0,12.0,62.0,False
SLF1,early_transient(早期瞬態),18.0,113.0,9.0,False
SLTM,late_sustained(晚期持續),32.0,32.0,343.0,False
SMAD3,other(其他),529.0,471.0,401.0,False
SMAD4,other(其他),114.0,25.0,74.0,False
SMAD7,other(其他),335.0,0.0,3.0,False
