gene,avoid_tier,n_avoid_flags,avoid_flags,loeuf,pli,breadth_max_de,is_ctx_specific
AMD1,high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 0.98),0.284,0.98227,428.0,False
AMBRA1,high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0.14,1.0,608.0,True
ALG13,high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0.16,0.99998,186.0,False
AHSA1,high_risk,2,高遺傳約束(LOEUF 0.15); 劑量敏感(pLI 1.00),0.15,0.99896,63.0,False
AEBP2,high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0.145,0.99921,510.0,True
ADNP,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.123,1.0,50.0,False
ACTR3,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.118,0.99986,209.0,False
ACTR2,high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0.195,0.99896,1049.0,False
ATF7IP,high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0.213,0.99993,74.0,False
ATXN1L,high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0.305,0.97897,98.0,False
CDK13,high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.91),0.324,0.90753,890.0,False
ATXN2L,high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0.143,1.0,120.0,False
CCNK,high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0.165,0.9998,662.0,False
CCND3,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.98),0.24,0.98347,200.0,True
CCND2,high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 0.99),0.229,0.98658,1321.0,False
CCNA2,high_risk,2,高遺傳約束(LOEUF 0.13); 劑量敏感(pLI 1.00),0.132,0.99962,818.0,False
CCDC22,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.123,0.99979,619.0,False
CBLL1,high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0.145,0.99918,532.0,False
CBLB,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0.266,0.99825,1028.0,True
CBFA2T2,high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0.263,0.99585,300.0,False
CASK,high_risk,2,高遺傳約束(LOEUF 0.07); 劑量敏感(pLI 1.00),0.073,1.0,170.0,False
CARM1,high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0.099,0.99998,379.0,False
CAND1,high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0.101,1.0,1159.0,False
C2CD2L,high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.99),0.297,0.98718,63.0,False
BRD7,high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0.258,0.99774,80.0,False
BRD1,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 1.00),0.245,0.99949,292.0,False
BPTF,high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0.099,1.0,604.0,False
BCL6,high_risk,2,高遺傳約束(LOEUF 0.33); 劑量敏感(pLI 0.96),0.33,0.96038,68.0,False
BCL10,high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 0.94),0.5462126708195334,0.9432447077010372,3456.0,True
BAZ1A,high_risk,2,高遺傳約束(LOEUF 0.18); 劑量敏感(pLI 1.00),0.176,1.0,89.0,False
BAHD1,high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.99),0.3,0.98547,393.0,False
FBXO11,high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0.097,1.0,113.0,False
FBXO3,high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0.293,0.98916,179.0,False
NCKAP1L,high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 0.98),0.4785320751053298,0.9780942101857696,2947.0,False
LRRC8B,high_risk,2,高遺傳約束(LOEUF 0.25); 劑量敏感(pLI 1.00),0.249,0.99619,58.0,False
LPCAT3,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0.268,0.99508,144.0,False
LMTK2,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 1.00),0.239,0.99978,600.0,False
LMNA,high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0.209,0.9994,58.0,False
KPNA4,high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0.156,0.99989,71.0,False
KPNA1,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 1.00),0.245,0.99818,963.0,False
KMT2E,high_risk,2,高遺傳約束(LOEUF 0.06); 劑量敏感(pLI 1.00),0.06,1.0,896.0,False
KMT2C,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.122,1.0,462.0,False
KMT2B,high_risk,2,高遺傳約束(LOEUF 0.07); 劑量敏感(pLI 1.00),0.07,1.0,124.0,False
KIF5C,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.117,1.0,142.0,False
KHDRBS1,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.99),0.24,0.99423,936.0,False
KDM6A,high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0.161,1.0,137.0,False
KDM5C,high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0.166,1.0,115.0,False
KDM3B,high_risk,2,高遺傳約束(LOEUF 0.06); 劑量敏感(pLI 1.00),0.06,1.0,140.0,False
KDM2A,high_risk,2,高遺傳約束(LOEUF 0.04); 劑量敏感(pLI 1.00),0.045,1.0,315.0,False
KBTBD2,high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0.234,0.99795,84.0,False
KAT6A,high_risk,2,高遺傳約束(LOEUF 0.07); 劑量敏感(pLI 1.00),0.069,1.0,506.0,False
IWS1,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0.267,0.99727,686.0,False
ITSN1,high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0.221,1.0,154.0,False
ITPR1,high_risk,2,高遺傳約束(LOEUF 0.13); 劑量敏感(pLI 1.00),0.134,1.0,392.0,False
LRRC8A,high_risk,2,高遺傳約束(LOEUF 0.35); 劑量敏感(pLI 0.94),0.347,0.94398,448.0,False
LSM12,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 0.97),0.271,0.97211,535.0,False
IRF2BP1,high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 0.99),0.259,0.99024,204.0,False
LZTS1,high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.95),0.34,0.95491,332.0,False
NASP,high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 1.00),0.276,0.99553,243.0,False
MYO18A,high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0.287,0.98723,94.0,False
MYH9,high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0.088,1.0,119.0,False
MYC,high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0.164,0.99801,676.0,True
MTMR3,high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0.258,0.99937,1100.0,False
ACLY,high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 1.00),0.400071926771869,0.9999997939567736,2432.0,True
MORC2,high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0.205,0.99999,801.0,False
MOB1A,high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.95),0.315,0.95091,374.0,False
MGA,high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0.09,1.0,131.0,False
MED15,high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 1.00),0.4480506233470686,0.999749051257536,2807.0,False
MED14,high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0.092,1.0,367.0,False
MED13,high_risk,2,高遺傳約束(LOEUF 0.03); 劑量敏感(pLI 1.00),0.03,1.0,629.0,True
MED1,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.117,1.0,819.0,False
MAU2,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.119,1.0,428.0,False
MARK2,high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0.156,0.99999,66.0,False
MAPKAP1,high_risk,2,高遺傳約束(LOEUF 0.15); 劑量敏感(pLI 1.00),0.153,0.99991,265.0,False
MAP4K1,high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0.295,0.98919,94.0,False
MAP3K1,high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0.214,0.99998,90.0,False
MAN1A2,high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0.235,0.99892,377.0,False
IRF8,high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.95),0.344,0.94807,88.0,False
IRF1,high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 0.99),0.256,0.9909,271.0,True
FBXO32,high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0.222,0.99692,1355.0,False
HDAC7,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 1.00),0.239,0.99969,135.0,False
GNAZ,high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.96),0.292,0.96272,88.0,False
GMEB1,high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0.291,0.98549,651.0,False
GLS,high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.96),0.323,0.96154,320.0,False
GIGYF2,high_risk,2,高遺傳約束(LOEUF 0.08); 劑量敏感(pLI 1.00),0.077,1.0,316.0,False
GCN1,high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0.208,1.0,278.0,False
GANAB,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0.267,0.99873,671.0,False
GABPB1,high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 0.91),0.369,0.91121,1582.0,False
GAB2,high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0.304,0.98325,56.0,False
FUBP1,high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0.115,1.0,1253.0,False
FOXO1,high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0.173,0.99725,1328.0,False
FOSL2,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.98),0.241,0.98293,198.0,True
FNBP4,high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0.142,1.0,884.0,False
FLT1,high_risk,2,高遺傳約束(LOEUF 0.25); 劑量敏感(pLI 1.00),0.246,0.99983,324.0,False
FLI1,high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 0.99),0.28,0.9894,315.0,False
FCHO1,high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0.264,0.99845,246.0,False
FBXW7,high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0.232,0.99949,192.0,False
FBXW2,high_risk,2,高遺傳約束(LOEUF 0.15); 劑量敏感(pLI 1.00),0.153,0.99877,124.0,False
FBXO42,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0.274,0.99503,375.0,False
FBXO38,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0.265,0.99879,122.0,False
GPATCH8,high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0.17,1.0,221.0,False
HELZ,high_risk,2,高遺傳約束(LOEUF 0.05); 劑量敏感(pLI 1.00),0.048,1.0,60.0,False
INTS6,high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0.136,1.0,83.0,False
HEXIM1,high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.98),0.238,0.98396,1358.0,False
INTS15,high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0.298,0.97647,296.0,False
INPP5D,high_risk,2,高遺傳約束(LOEUF 0.31); 劑量敏感(pLI 0.97),0.306,0.97198,536.0,True
ING3,high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0.211,0.99933,119.0,False
IL21R,high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0.205,0.99835,107.0,False
IKZF1,high_risk,2,高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0.156,0.9986,168.0,False
IKBKB,high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0.29,0.99192,293.0,True
IFNGR2,high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.95),0.339,0.95281,70.0,True
HUWE1,high_risk,2,高遺傳約束(LOEUF 0.06); 劑量敏感(pLI 1.00),0.06,1.0,688.0,False
HTT,high_risk,2,高遺傳約束(LOEUF 0.18); 劑量敏感(pLI 1.00),0.176,1.0,134.0,False
HSPH1,high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0.264,0.99822,122.0,False
HSPA8,high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0.201,0.99863,60.0,False
HSP90B1,high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0.271,0.9972,62.0,False
HSD17B10,high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.94),0.342,0.93604,680.0,False
HPRT1,high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.94),0.34,0.93728,74.0,False
HP1BP3,high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0.3,0.98422,389.0,False
HNRNPD,high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0.227,0.99621,642.0,False
HNRNPA2B1,high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0.218,0.99732,380.0,False
HMBS,high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.95),0.343,0.94884,1047.0,False
HIF1A,high_risk,2,高遺傳約束(LOEUF 0.31); 劑量敏感(pLI 0.98),0.309,0.9777,129.0,True
ZRSR2,high_risk,2,高遺傳約束(LOEUF 0.13); 劑量敏感(pLI 1.00),0.132,0.99963,424.0,False
