target,pass_fraction,in_baseline,stability_class
ERI2,0.0,False,NEVER
ERI3,0.0,False,NEVER
ERICH1,0.0,False,NEVER
ERLEC1,0.0,False,NEVER
ERLIN1,0.0,False,NEVER
ERLIN2,0.0,False,NEVER
ERMAP,0.0,False,NEVER
ERMARD,0.0,False,NEVER
ERMP1,0.0,False,NEVER
ERN1,1.0,True,CORE
ERO1A,0.0,False,NEVER
ERO1B,0.0,False,NEVER
ERP27,0.0,False,NEVER
ERP29,0.0,False,NEVER
ERP44,0.0,False,NEVER
ERRFI1,0.0,False,NEVER
ERV3-1,0.0,False,NEVER
ESAM,0.0,False,NEVER
ESCO1,0.0,False,NEVER
ESCO2,0.0,False,NEVER
ESD,0.0,False,NEVER
ESM1,0.0,False,NEVER
ESPN,0.0,False,NEVER
ESR1,0.0,False,NEVER
ESR2,0.0,False,NEVER
ESRRA,0.0,False,NEVER
ESRRB,0.0,False,NEVER
ESRRG,0.0,False,NEVER
ESX1,0.0,False,NEVER
ESYT1,0.0,False,NEVER
ESYT2,0.0,False,NEVER
ETAA1,0.0,False,NEVER
ETFA,0.0,False,NEVER
ETFB,0.0,False,NEVER
ETFBKMT,0.0,False,NEVER
ETFDH,0.0,False,NEVER
ETFRF1,0.0,False,NEVER
ETHE1,0.0,False,NEVER
ETNK1,1.0,True,CORE
ETNK2,0.0,False,NEVER
ETS1,0.0,False,NEVER
ETS2,0.0,False,NEVER
ETV1,0.0,False,NEVER
ETV2,0.2667,False,BOUNDARY
ETV3,0.0,False,NEVER
ETV3L,0.0,False,NEVER
ETV4,0.0,False,NEVER
ETV5,0.0,False,NEVER
ETV6,0.0,False,NEVER
ETV7,0.0,False,NEVER
EVA1B,0.0,False,NEVER
EVA1C,0.0,False,NEVER
EVC,0.0,False,NEVER
EVC2,0.0,False,NEVER
EVI2A,0.0,False,NEVER
EVI2B,0.0,False,NEVER
EVI5,0.0,False,NEVER
EVI5L,0.0,False,NEVER
EVL,0.0,False,NEVER
EVX1,0.0,False,NEVER
EVX2,0.0,False,NEVER
EWSR1,0.0,False,NEVER
EXD2,0.0,False,NEVER
EXD3,0.0,False,NEVER
EXO1,0.0,False,NEVER
EXO5,0.0,False,NEVER
EXOC1,0.0333,False,FRAGILE
EXOC2,0.0,False,NEVER
EXOC3,0.0,False,NEVER
EXOC4,0.0,False,NEVER
EXOC6,0.0,False,NEVER
EXOC6B,0.0,False,NEVER
EXOC7,0.3333,False,BOUNDARY
EXOC8,0.0,False,NEVER
EXOG,0.0,False,NEVER
EXOSC1,0.0,False,NEVER
EXOSC10,0.0,False,NEVER
EXOSC6,0.0,False,NEVER
EXOSC9,0.0,False,NEVER
EXPH5,0.0,False,NEVER
EXT1,0.8,True,BOUNDARY
EXT2,1.0,True,CORE
EXTL2,0.6,True,BOUNDARY
EXTL3,0.0,False,NEVER
EYA3,0.0,False,NEVER
EYS,0.0,False,NEVER
EZH1,0.0,False,NEVER
EZH2,0.3333,False,BOUNDARY
EZR,0.0,False,NEVER
F11R,0.0,False,NEVER
F12,0.0,False,NEVER
F13A1,0.0,False,NEVER
F2R,0.0,False,NEVER
F2RL1,0.0,False,NEVER
F3,0.0,False,NEVER
F5,0.0,False,NEVER
F8,0.0,False,NEVER
F8A1,0.0,False,NEVER
F8A3,0.0,False,NEVER
FAAH,0.0,False,NEVER
FAAH2,0.0,False,NEVER
FAAP100,0.0,False,NEVER
FAAP20,0.0,False,NEVER
FAAP24,0.0,False,NEVER
FABP1,0.0,False,NEVER
FABP2,0.0,False,NEVER
FABP3,0.0,False,NEVER
FABP4,0.0,False,NEVER
FABP5,0.0,False,NEVER
FABP6,0.0,False,NEVER
FADS1,0.2,False,BOUNDARY
FADS2,0.0,False,NEVER
FADS3,0.0,False,NEVER
FAF1,0.0,False,NEVER
FAF2,0.1667,False,BOUNDARY
FAH,0.0,False,NEVER
FAHD1,0.0,False,NEVER
FAHD2A,0.0,False,NEVER
FAHD2B,0.0,False,NEVER
FAIM,0.0,False,NEVER
FAM107B,0.0,False,NEVER
FAM110A,0.3333,False,BOUNDARY
FAM110C,0.0,False,NEVER
FAM111A,0.0,False,NEVER
FAM111B,0.0,False,NEVER
FAM114A2,0.0,False,NEVER
FAM117A,0.0,False,NEVER
FAM117B,0.0,False,NEVER
FAM118A,0.4,True,BOUNDARY
FAM118B,0.8333,True,BOUNDARY
FAM120A,0.0,False,NEVER
FAM120AOS,0.0,False,NEVER
FAM120B,0.0,False,NEVER
FAM120C,0.0,False,NEVER
FAM124B,0.0,False,NEVER
FAM131A,0.0333,False,FRAGILE
FAM133B,0.0,False,NEVER
FAM135A,0.0,False,NEVER
FAM136A,0.0,False,NEVER
FAM13A,0.0,False,NEVER
FAM13B,0.0,False,NEVER
FAM153A,0.0,False,NEVER
FAM156A,0.0,False,NEVER
FAM156B,0.0,False,NEVER
FAM161A,1.0,True,CORE
FAM161B,1.0,True,CORE
FAM162A,0.0,False,NEVER
FAM167B,0.0,False,NEVER
FAM168A,0.0,False,NEVER
FAM168B,0.0,False,NEVER
FAM169A,0.0,False,NEVER
FAM170A,0.0,False,NEVER
FAM174A,0.0,False,NEVER
FAM174B,0.0,False,NEVER
FAM174C,0.0,False,NEVER
FAM177A1,0.0,False,NEVER
FAM184A,0.0,False,NEVER
FAM184B,0.0,False,NEVER
FAM185A,0.0,False,NEVER
FAM193B,0.0,False,NEVER
FAM199X,0.0,False,NEVER
FAM200A,0.0,False,NEVER
FAM200B,0.0,False,NEVER
FAM204A,0.3333,False,BOUNDARY
FAM209A,0.0,False,NEVER
FAM209B,0.3333,False,BOUNDARY
FAM20B,0.8333,True,BOUNDARY
FAM20C,0.0,False,NEVER
FAM210A,0.0,False,NEVER
FAM210B,0.0,False,NEVER
FAM216A,0.0,False,NEVER
FAM217B,0.0,False,NEVER
FAM219A,0.0,False,NEVER
FAM219B,0.0,False,NEVER
FAM220A,0.0,False,NEVER
FAM221A,0.0,False,NEVER
FAM222A,0.0,False,NEVER
FAM222B,0.0,False,NEVER
FAM227B,0.0,False,NEVER
FAM229A,0.0,False,NEVER
FAM229B,0.0,False,NEVER
FAM234A,0.0,False,NEVER
FAM234B,0.0,False,NEVER
FAM241A,0.0,False,NEVER
FAM241B,0.0,False,NEVER
FAM24B,0.0,False,NEVER
FAM3A,0.0,False,NEVER
FAM3C,0.8667,True,BOUNDARY
FAM3D,0.0,False,NEVER
FAM43A,0.0,False,NEVER
FAM50A,0.0,False,NEVER
FAM50B,0.0,False,NEVER
FAM53B,0.0,False,NEVER
FAM53C,0.0,False,NEVER
FAM72C,0.0,False,NEVER
FAM76A,0.0,False,NEVER
FAM76B,0.0,False,NEVER
FAM78A,0.0,False,NEVER
FAM78B,0.0,False,NEVER
FAM83D,0.0,False,NEVER
FAM83F,0.0,False,NEVER
FAM83G,0.0,False,NEVER
FAM83H,0.0,False,NEVER
FAM86C1P,0.0,False,NEVER
FAM89A,0.0,False,NEVER
FAM89B,0.1667,False,BOUNDARY
FAM8A1,0.0,False,NEVER
FAM91A1,0.0,False,NEVER
FAM98A,0.0,False,NEVER
FAM98B,1.0,True,CORE
FAM98C,0.8,True,BOUNDARY
FAN1,0.0,False,NEVER
FANCA,0.3333,False,BOUNDARY
FANCB,0.0,False,NEVER
FANCC,0.4,True,BOUNDARY
FANCD2,0.8333,True,BOUNDARY
FANCE,0.3,True,BOUNDARY
FANCF,0.5333,True,BOUNDARY
FANCG,0.0,False,NEVER
FANCI,0.1333,False,BOUNDARY
FANCL,0.3333,False,BOUNDARY
FANCM,0.0,False,NEVER
FANK1,0.0,False,NEVER
FAR1,0.0,False,NEVER
FAR2,0.0,False,NEVER
FARP1,0.0,False,NEVER
FARP2,0.0,False,NEVER
FARS2,0.5,True,BOUNDARY
FARSA,0.0,False,NEVER
FAS,0.0,False,NEVER
FASLG,0.0,False,NEVER
FASTK,0.0,False,NEVER
FASTKD1,0.0,False,NEVER
FASTKD2,0.0,False,NEVER
FASTKD3,0.0,False,NEVER
FASTKD5,0.0,False,NEVER
FAXDC2,0.0,False,NEVER
FBF1,0.3333,False,BOUNDARY
FBH1,0.0,False,NEVER
FBLIM1,0.0,False,NEVER
FBLN5,0.0,False,NEVER
FBLN7,0.0,False,NEVER
FBN3,0.0,False,NEVER
FBP1,0.0,False,NEVER
FBRS,1.0,True,CORE
FBXL12,0.0,False,NEVER
FBXL14,0.0,False,NEVER
FBXL15,1.0,True,CORE
FBXL16,0.0,False,NEVER
FBXL17,0.0,False,NEVER
FBXL18,0.0,False,NEVER
FBXL19,0.2,False,BOUNDARY
FBXL20,0.0,False,NEVER
FBXL22,0.0,False,NEVER
FBXL3,1.0,True,CORE
FBXL4,0.0,False,NEVER
FBXL5,0.0,False,NEVER
FBXL6,0.0,False,NEVER
FBXL8,0.0,False,NEVER
FBXL9P,0.0,False,NEVER
FBXO10,0.0,False,NEVER
FBXO11,1.0,True,CORE
FBXO2,0.1333,False,BOUNDARY
FBXO21,0.0,False,NEVER
FBXO22,0.0,False,NEVER
FBXO25,0.0,False,NEVER
FBXO28,1.0,True,CORE
FBXO3,0.5,True,BOUNDARY
FBXO30,0.0,False,NEVER
FBXO31,0.0,False,NEVER
FBXO32,1.0,True,CORE
FBXO33,0.0,False,NEVER
FBXO34,0.0,False,NEVER
FBXO36,0.0,False,NEVER
FBXO38,1.0,True,CORE
FBXO4,0.0,False,NEVER
FBXO40,0.0,False,NEVER
FBXO41,0.0,False,NEVER
FBXO42,0.7,True,BOUNDARY
FBXO43,0.0,False,NEVER
FBXO44,0.0,False,NEVER
FBXO45,0.0,False,NEVER
FBXO46,0.4,False,BOUNDARY
FBXO48,0.0,False,NEVER
FBXO6,0.0,False,NEVER
FBXO7,0.0,False,NEVER
FBXO8,0.0,False,NEVER
FBXO9,0.0,False,NEVER
FBXW2,1.0,True,CORE
FBXW4,0.0,False,NEVER
FBXW5,0.0,False,NEVER
FBXW7,1.0,True,CORE
FBXW8,0.0,False,NEVER
FBXW9,0.0,False,NEVER
FCAR,0.0,False,NEVER
FCER1A,0.0,False,NEVER
FCER1G,0.0,False,NEVER
FCER2,0.0,False,NEVER
FCGBP,0.0,False,NEVER
FCGR2A,0.0,False,NEVER
FCGR2B,0.0,False,NEVER
FCGR3A,0.0,False,NEVER
FCGR3B,0.0,False,NEVER
FCGRT,0.0,False,NEVER
FCHO1,0.5,True,BOUNDARY
FCHO2,0.0,False,NEVER
FCHSD1,0.0,False,NEVER
FCHSD2,0.0,False,NEVER
FCMR,0.0,False,NEVER
FCN1,0.0,False,NEVER
FCRL1,0.0,False,NEVER
FCRL3,0.0,False,NEVER
FCRL6,0.0,False,NEVER
FCRLA,0.0,False,NEVER
FCSK,0.0,False,NEVER
FDCSP,0.0,False,NEVER
FDFT1,0.0,False,NEVER
FDX1,0.2667,False,BOUNDARY
FDX2,0.0,False,NEVER
FDXACB1,0.0,False,NEVER
FDXR,0.0,False,NEVER
FECH,0.0,False,NEVER
FEM1A,0.6667,True,BOUNDARY
FEM1B,0.0,False,NEVER
FEM1C,0.0,False,NEVER
FEN1,0.0,False,NEVER
FER,0.0,False,NEVER
FERD3L,0.0,False,NEVER
FERMT2,0.0,False,NEVER
FERMT3,0.0,False,NEVER
FERRY3,0.0,False,NEVER
FES,0.0,False,NEVER
FEV,0.0,False,NEVER
FEZ1,0.0,False,NEVER
FEZ2,0.0,False,NEVER
FEZF1,0.0,False,NEVER
FEZF2,0.0,False,NEVER
FGD1,0.0,False,NEVER
FGD2,0.0,False,NEVER
FGD3,0.2,False,BOUNDARY
FGF11,0.0,False,NEVER
FGF2,0.0,False,NEVER
FGF9,0.0,False,NEVER
FGFBP2,0.0,False,NEVER
FGFBP3,0.0,False,NEVER
FGFR1OP2,0.0,False,NEVER
FGFR2,0.0,False,NEVER
FGFRL1,0.0,False,NEVER
FGGY,0.0,False,NEVER
FGL2,0.0,False,NEVER
FGR,0.0,False,NEVER
FH,0.0,False,NEVER
FHIP1B,0.0,False,NEVER
FHIP2A,0.0,False,NEVER
FHIP2B,0.0,False,NEVER
FHIT,0.0,False,NEVER
FHL1,0.0,False,NEVER
FHL2,0.0,False,NEVER
FHL3,0.0,False,NEVER
FHOD1,0.0,False,NEVER
FIBP,0.0,False,NEVER
FICD,0.0,False,NEVER
FIG4,0.0,False,NEVER
FIGLA,0.0,False,NEVER
FIGNL1,0.8333,True,BOUNDARY
FIRRM,0.0,False,NEVER
FIS1,0.0,False,NEVER
FITM1,0.5,True,BOUNDARY
FITM2,1.0,True,CORE
FIZ1,0.0,False,NEVER
FKBP11,0.0,False,NEVER
FKBP14,0.0,False,NEVER
FKBP15,0.0,False,NEVER
FKBP1A,0.0,False,NEVER
FKBP1B,0.0,False,NEVER
FKBP2,0.0,False,NEVER
FKBP3,0.0,False,NEVER
FKBP4,0.0,False,NEVER
FKBP5,0.0,False,NEVER
FKBP7,0.0,False,NEVER
FKBP8,0.4,False,BOUNDARY
FKBPL,0.0,False,NEVER
FKRP,0.0,False,NEVER
FKTN,0.0,False,NEVER
FLACC1,0.0,False,NEVER
FLAD1,0.3333,False,BOUNDARY
FLCN,0.8333,True,BOUNDARY
FLI1,0.8333,True,BOUNDARY
FLII,0.0,False,NEVER
FLNA,0.0,False,NEVER
FLNB,0.0,False,NEVER
FLOT1,0.0,False,NEVER
FLOT2,0.0,False,NEVER
FLRT2,0.0,False,NEVER
FLT1,0.8333,True,BOUNDARY
FLT3LG,0.0,False,NEVER
FLT4,0.0,False,NEVER
FLVCR1,0.0,False,NEVER
FLVCR2,0.0,False,NEVER
FLYWCH1,0.0,False,NEVER
FLYWCH2,0.0,False,NEVER
FMC1,0.0,False,NEVER
FMC1-LUC7L2,0.0,False,NEVER
FMN1,0.0,False,NEVER
FMNL1,0.0,False,NEVER
FMNL2,0.0,False,NEVER
FMNL3,0.0,False,NEVER
FMO4,0.0,False,NEVER
FMR1,0.1667,False,BOUNDARY
FN1,0.0,False,NEVER
FN3K,1.0,True,CORE
FN3KRP,0.0,False,NEVER
FNBP1,0.0,False,NEVER
FNBP1L,0.0,False,NEVER
FNBP4,0.5,True,BOUNDARY
FNDC10,0.0,False,NEVER
FNDC3A,0.0,False,NEVER
FNDC3B,0.0,False,NEVER
FNDC9,0.0,False,NEVER
FNIP1,0.0,False,NEVER
FNIP2,0.0,False,NEVER
FOS,0.0,False,NEVER
FOSB,0.0,False,NEVER
FOSL1,0.0,False,NEVER
FOSL2,1.0,True,CORE
FOXA1,0.0,False,NEVER
FOXA2,0.0,False,NEVER
FOXA3,0.0,False,NEVER
FOXB1,0.0,False,NEVER
FOXB2,0.0,False,NEVER
FOXC1,0.0,False,NEVER
FOXC2,0.0,False,NEVER
FOXD1,0.0,False,NEVER
FOXD2,0.0,False,NEVER
FOXD3,0.0,False,NEVER
FOXD4,0.0,False,NEVER
FOXD4L1,0.0,False,NEVER
FOXD4L3,0.0,False,NEVER
FOXD4L4,0.0,False,NEVER
FOXD4L5,0.0,False,NEVER
FOXD4L6,0.0,False,NEVER
FOXE1,0.0,False,NEVER
FOXE3,0.0,False,NEVER
FOXF1,0.0,False,NEVER
FOXF2,0.0,False,NEVER
FOXG1,0.0,False,NEVER
FOXH1,0.0,False,NEVER
FOXI1,0.0,False,NEVER
FOXI3,0.0,False,NEVER
FOXJ2,0.0,False,NEVER
FOXJ3,0.0,False,NEVER
FOXK1,0.8333,True,BOUNDARY
FOXK2,0.0,False,NEVER
FOXL1,0.0,False,NEVER
FOXL2,0.0,False,NEVER
FOXM1,0.0,False,NEVER
FOXN2,1.0,True,CORE
FOXN3,0.0,False,NEVER
FOXN4,0.0,False,NEVER
FOXO1,1.0,True,CORE
FOXO3,0.0,False,NEVER
FOXO4,0.0,False,NEVER
FOXO6,0.0,False,NEVER
FOXP1,0.0,False,NEVER
FOXP2,0.0,False,NEVER
FOXP3,0.0,False,NEVER
FOXP4,0.0,False,NEVER
FOXQ1,0.0,False,NEVER
FOXR1,0.0,False,NEVER
FOXR2,0.0,False,NEVER
FOXRED1,0.0,False,NEVER
FOXRED2,0.0,False,NEVER
FOXS1,0.0,False,NEVER
FPGS,0.8333,True,BOUNDARY
FPGT,0.0,False,NEVER
FPR1,0.0,False,NEVER
FRA10AC1,0.1667,False,BOUNDARY
FRAS1,0.0,False,NEVER
FRAT1,0.0,False,NEVER
FRAT2,0.0,False,NEVER
FRG1,0.0,False,NEVER
FRMD3,0.0,False,NEVER
FRMD4A,0.0,False,NEVER
FRMD4B,0.0,False,NEVER
FRMD6,0.0,False,NEVER
FRMD8,0.0,False,NEVER
FRS2,0.0,False,NEVER
FRS3,1.0,True,CORE
FRY,0.0,False,NEVER
FRYL,0.0,False,NEVER
FSBP,0.0,False,NEVER
FSCN1,0.0,False,NEVER
FSD1,0.0,False,NEVER
FSD1L,0.0,False,NEVER
FSIP1,0.0,False,NEVER
FTH1,0.0,False,NEVER
FTL,0.0,False,NEVER
FTO,0.0,False,NEVER
FTSJ1,0.0,False,NEVER
FUBP1,0.8333,True,BOUNDARY
FUBP3,0.0,False,NEVER
FUCA1,0.0,False,NEVER
FUCA2,0.0,False,NEVER
FUNDC1,0.0,False,NEVER
FUNDC2,0.2,False,BOUNDARY
FUOM,0.0,False,NEVER
FURIN,0.0,False,NEVER
FUS,0.0,False,NEVER
FUT10,0.0,False,NEVER
FUT11,0.0,False,NEVER
FUT4,0.0,False,NEVER
FUT7,0.0,False,NEVER
FUT8,0.0,False,NEVER
FUZ,0.0,False,NEVER
FXN,0.0,False,NEVER
FXR1,0.0,False,NEVER
FXR2,0.0,False,NEVER
FXYD1,0.0,False,NEVER
FXYD2,0.0,False,NEVER
FXYD3,0.0,False,NEVER
FXYD5,0.0,False,NEVER
FXYD7,0.0,False,NEVER
FYB1,0.0,False,NEVER
FYCO1,0.0,False,NEVER
FYN,0.0,False,NEVER
FYTTD1,0.0,False,NEVER
FZD3,0.0,False,NEVER
FZD6,0.0,False,NEVER
FZR1,0.0,False,NEVER
G0S2,0.0,False,NEVER
G2E3,0.0,False,NEVER
G3BP1,0.0,False,NEVER
G3BP2,0.0,False,NEVER
G6PC3,0.0,False,NEVER
G6PD,0.0,False,NEVER
GAA,0.0,False,NEVER
GAB2,0.5,True,BOUNDARY
GAB3,0.0,False,NEVER
GABARAP,0.0,False,NEVER
GABARAPL1,0.3333,False,BOUNDARY
GABARAPL2,0.0,False,NEVER
GABBR1,0.0,False,NEVER
GABPA,0.3333,False,BOUNDARY
GABPB1,0.5,True,BOUNDARY
GABPB2,0.0,False,NEVER
GAD1,0.0,False,NEVER
GADD45A,0.0,False,NEVER
GADD45B,0.0,False,NEVER
GADD45G,0.0,False,NEVER
GADD45GIP1,0.7,True,BOUNDARY
GAK,0.0,False,NEVER
GAL3ST4,0.0,False,NEVER
GALC,0.0,False,NEVER
GALE,0.0,False,NEVER
GALK1,0.0,False,NEVER
GALK2,0.0,False,NEVER
GALM,0.0,False,NEVER
GALNS,0.0,False,NEVER
GALNT10,0.0,False,NEVER
GALNT11,0.0,False,NEVER
GALNT12,0.0,False,NEVER
GALNT18,0.0,False,NEVER
GALNT2,0.0,False,NEVER
GALNT3,0.0,False,NEVER
GALNT4,0.0,False,NEVER
GALNT6,1.0,True,CORE
GALNT7,0.0,False,NEVER
GALR2,0.0,False,NEVER
GALT,0.0,False,NEVER
GAMT,0.0,False,NEVER
GAN,0.0,False,NEVER
GANAB,0.8333,True,BOUNDARY
GANC,0.0,False,NEVER
GAPDH,0.0,False,NEVER
GAPVD1,0.0,False,NEVER
GAREM1,0.0,False,NEVER
GAREM2,0.0,False,NEVER
GARIN1A,0.0,False,NEVER
GARRE1,0.0,False,NEVER
GARS1,0.1,False,BOUNDARY
GART,0.2,False,BOUNDARY
GAS2,0.0,False,NEVER
GAS2L1,0.8333,True,BOUNDARY
GAS6,0.0,False,NEVER
GAS7,0.0,False,NEVER
GAS8,0.0,False,NEVER
GATA1,0.0,False,NEVER
GATA2,0.0,False,NEVER
GATA3,1.0,True,CORE
GATA4,0.0,False,NEVER
GATA5,0.0,False,NEVER
GATA6,0.0,False,NEVER
GATAD1,0.1667,False,BOUNDARY
GATAD2A,0.0,False,NEVER
GATAD2B,0.3333,False,BOUNDARY
GATB,0.3333,False,BOUNDARY
GATC,0.0,False,NEVER
GATD1,0.0,False,NEVER
GBA1,0.6,True,BOUNDARY
GBA2,0.0,False,NEVER
GBE1,0.0,False,NEVER
GBGT1,0.0,False,NEVER
GBP1,0.0,False,NEVER
GBP2,0.0,False,NEVER
GBP3,0.0,False,NEVER
GBP4,0.0,False,NEVER
GBP5,0.0,False,NEVER
GBP7,0.0,False,NEVER
GBX1,0.0,False,NEVER
GBX2,0.0,False,NEVER
GCA,0.0,False,NEVER
GCAT,0.0,False,NEVER
GCC1,0.0,False,NEVER
GCC2,0.0,False,NEVER
GCDH,0.0,False,NEVER
GCFC2,0.0,False,NEVER
GCH1,0.0,False,NEVER
GCHFR,0.0,False,NEVER
GCLC,0.0,False,NEVER
GCLM,0.0,False,NEVER
GCM2,0.0,False,NEVER
GCN1,0.8333,True,BOUNDARY
GCNA,0.0,False,NEVER
GCNT1,0.0,False,NEVER
GCNT4,0.0,False,NEVER
GCNT7,0.0,False,NEVER
GCSAM,0.0,False,NEVER
GCSH,0.0,False,NEVER
GDAP1,0.6,True,BOUNDARY
GDAP2,0.1667,False,BOUNDARY
GDE1,0.0,False,NEVER
GDF11,0.0,False,NEVER
GDF15,0.0,False,NEVER
GDF7,0.0,False,NEVER
GDF9,0.0,False,NEVER
GDI1,0.0,False,NEVER
GDI2,0.0,False,NEVER
GDPD1,0.0,False,NEVER
GDPD3,0.0,False,NEVER
GDPD5,0.0,False,NEVER
GDPGP1,0.0,False,NEVER
GEM,0.0,False,NEVER
GEMIN6,0.0,False,NEVER
GEMIN7,0.0,False,NEVER
GEMIN8,0.0,False,NEVER
GEN1,0.0,False,NEVER
GET1,0.0,False,NEVER
GET3,0.1667,False,BOUNDARY
GET4,0.0,False,NEVER
GFER,0.0,False,NEVER
GFI1,0.0,False,NEVER
GFI1B,0.0,False,NEVER
GFM1,0.0,False,NEVER
GFM2,0.0,False,NEVER
GFOD1,0.0,False,NEVER
GFOD2,0.0,False,NEVER
GFPT2,0.0,False,NEVER
GFUS,0.0,False,NEVER
GGA1,0.0,False,NEVER
GGA2,0.0,False,NEVER
GGA3,1.0,True,CORE
GGACT,0.1333,False,BOUNDARY
GGCT,0.0,False,NEVER
GGCX,0.0,False,NEVER
GGH,0.0,False,NEVER
GGNBP2,0.0,False,NEVER
GGPS1,0.0,False,NEVER
GGT1,0.0,False,NEVER
GGT7,0.0,False,NEVER
GHDC,0.0,False,NEVER
GHITM,0.0,False,NEVER
GID4,0.0,False,NEVER
GID8,1.0,True,CORE
GIGYF2,1.0,True,CORE
GIMAP1-GIMAP5,0.0,False,NEVER
GIMAP2,0.0,False,NEVER
GIMAP4,0.0,False,NEVER
GIMAP5,0.0,False,NEVER
GIMAP6,0.0,False,NEVER
GIMAP7,0.0,False,NEVER
GIMAP8,0.0,False,NEVER
GIN1,0.0,False,NEVER
GINM1,0.3333,False,BOUNDARY
GINS2,0.0,False,NEVER
GIPC1,0.0,False,NEVER
GIPC3,0.0,False,NEVER
GIPR,0.0,False,NEVER
GIT1,0.0,False,NEVER
GIT2,0.0,False,NEVER
GJB2,0.0,False,NEVER
GJB6,0.0,False,NEVER
GJC1,0.3333,False,BOUNDARY
GK,0.0,False,NEVER
GK5,0.0,False,NEVER
GKAP1,0.0,False,NEVER
GLA,0.0,False,NEVER
GLB1,0.0,False,NEVER
GLB1L,0.0,False,NEVER
GLB1L2,0.0,False,NEVER
GLB1L3,0.0,False,NEVER
GLCCI1,0.0,False,NEVER
GLCE,0.0,False,NEVER
GLDC,0.0,False,NEVER
GLG1,0.0,False,NEVER
GLI1,0.6667,True,BOUNDARY
GLI2,0.0,False,NEVER
GLI3,0.0,False,NEVER
GLI4,0.0,False,NEVER
GLIPR1,0.0,False,NEVER
GLIPR2,1.0,True,CORE
GLIS1,0.0,False,NEVER
GLIS2,0.0,False,NEVER
GLIS3,0.0,False,NEVER
GLMN,0.0,False,NEVER
GLMP,0.0,False,NEVER
GLO1,0.0,False,NEVER
GLOD4,0.0,False,NEVER
GLRX,0.0,False,NEVER
GLRX2,0.0,False,NEVER
GLRX3,0.0,False,NEVER
GLRX5,0.0,False,NEVER
GLS,0.8333,True,BOUNDARY
GLS2,0.0,False,NEVER
GLT8D1,0.0,False,NEVER
GLTP,0.0,False,NEVER
GLUD1,0.0,False,NEVER
GLUL,0.0,False,NEVER
GLYCTK,0.0,False,NEVER
GLYR1,0.0,False,NEVER
GM2A,0.0,False,NEVER
GMCL1,0.0,False,NEVER
GMDS,0.0,False,NEVER
GMEB1,1.0,True,CORE
GMEB2,0.0,False,NEVER
GMFB,0.0,False,NEVER
GMFG,0.0,False,NEVER
GMNN,0.0,False,NEVER
GMPPA,0.0,False,NEVER
GMPR,0.0,False,NEVER
GMPR2,0.0,False,NEVER
GNA12,0.0,False,NEVER
GNA13,0.7,True,BOUNDARY
GNA15,0.0,False,NEVER
GNAI1,0.0,False,NEVER
GNAI2,0.0,False,NEVER
GNAI3,0.0,False,NEVER
GNAL,0.0,False,NEVER
GNAO1,0.0,False,NEVER
GNAQ,0.0,False,NEVER
GNAS,0.0,False,NEVER
GNAZ,0.8,True,BOUNDARY
GNB1,0.1667,False,BOUNDARY
GNB1L,0.3333,False,BOUNDARY
GNB2,0.0,False,NEVER
GNB4,0.0,False,NEVER
GNB5,0.0,False,NEVER
GNE,1.0,True,CORE
GNG10,0.0,False,NEVER
GNG11,0.0,False,NEVER
GNG2,0.0,False,NEVER
GNG4,0.0,False,NEVER
GNG5,0.3333,False,BOUNDARY
GNG7,0.0,False,NEVER
GNG8,0.0,False,NEVER
GNGT2,0.0,False,NEVER
GNL1,0.0,False,NEVER
GNLY,0.6,True,BOUNDARY
GNMT,0.6,True,BOUNDARY
GNPAT,0.5,True,BOUNDARY
GNPDA1,0.0,False,NEVER
GNPDA2,1.0,True,CORE
GNPNAT1,0.0,False,NEVER
GNPTAB,0.0,False,NEVER
GNPTG,0.0,False,NEVER
GNRH2,0.0,False,NEVER
GNS,0.5,True,BOUNDARY
GOLGA1,0.0,False,NEVER
GOLGA2,0.0,False,NEVER
GOLGA3,0.0,False,NEVER
GOLGA4,0.0,False,NEVER
GOLGA5,0.1667,False,BOUNDARY
GOLGA7,0.0,False,NEVER
GOLGA7B,0.0,False,NEVER
GOLGA8A,0.0,False,NEVER
GOLGA8B,0.0,False,NEVER
GOLGA8N,0.0,False,NEVER
GOLGB1,0.0,False,NEVER
GOLIM4,0.0,False,NEVER
GOLM1,0.0,False,NEVER
GOLM2,0.0,False,NEVER
GOLPH3,0.0,False,NEVER
GOLPH3L,0.0,False,NEVER
GOLT1B,0.0,False,NEVER
GON4L,0.0,False,NEVER
GON7,0.0,False,NEVER
GOPC,0.0,False,NEVER
GORAB,0.0,False,NEVER
GORASP1,0.0,False,NEVER
GORASP2,0.4,False,BOUNDARY
GOSR1,0.0,False,NEVER
GOT1,0.0,False,NEVER
GOT2,0.0,False,NEVER
GP1BA,0.0,False,NEVER
GP1BB,0.0,False,NEVER
GP5,0.0,False,NEVER
GP6,0.0,False,NEVER
GP9,0.0,False,NEVER
GPA33,0.0,False,NEVER
GPAA1,1.0,True,CORE
GPALPP1,0.0,False,NEVER
GPAM,0.0,False,NEVER
GPANK1,0.0,False,NEVER
GPAT2,0.0,False,NEVER
GPAT3,0.0,False,NEVER
GPAT4,0.0,False,NEVER
GPATCH11,0.0,False,NEVER
GPATCH2,0.0,False,NEVER
GPATCH2L,0.0,False,NEVER
GPATCH3,0.6,True,BOUNDARY
GPATCH4,0.0,False,NEVER
