target,pass_fraction,in_baseline,stability_class
SYNGAP1,0.0,False,NEVER
SYNGR1,0.0,False,NEVER
SYNGR2,0.0,False,NEVER
SYNGR3,0.0,False,NEVER
SYNJ1,0.0,False,NEVER
SYNJ2,0.0,False,NEVER
SYNJ2BP,0.0,False,NEVER
SYNJ2BP-COX16,0.0,False,NEVER
SYNM,0.0,False,NEVER
SYNRG,0.0,False,NEVER
SYP,0.0,False,NEVER
SYPL1,0.0,False,NEVER
SYT11,0.0,False,NEVER
SYTL1,0.0,False,NEVER
SYTL2,0.0,False,NEVER
SYTL3,0.0,False,NEVER
SYVN1,0.8,True,BOUNDARY
SZRD1,1.0,True,CORE
TAB1,0.0,False,NEVER
TAB3,0.0,False,NEVER
TAC4,0.0,False,NEVER
TACC1,0.0,False,NEVER
TACC2,0.0,False,NEVER
TACO1,0.0,False,NEVER
TADA1,1.0,True,CORE
TADA2A,0.8333,True,BOUNDARY
TADA2B,1.0,True,CORE
TADA3,0.0,False,NEVER
TAF1,0.0,False,NEVER
TAF11,0.0,False,NEVER
TAF12,0.0,False,NEVER
TAF13,1.0,True,CORE
TAF15,0.0,False,NEVER
TAF1B,0.0,False,NEVER
TAF1D,0.0,False,NEVER
TAF3,0.0,False,NEVER
TAF4,0.0,False,NEVER
TAF4B,0.0,False,NEVER
TAF5L,0.1667,False,BOUNDARY
TAF6,0.0,False,NEVER
TAF6L,1.0,True,CORE
TAF9,0.0,False,NEVER
TAF9B,0.0,False,NEVER
TAFA1,0.0,False,NEVER
TAFA2,0.0,False,NEVER
TAFAZZIN,0.0,False,NEVER
TAGAP,0.0,False,NEVER
TAGLN,0.0,False,NEVER
TAGLN2,0.0,False,NEVER
TAGLN3,0.0,False,NEVER
TAL1,0.0,False,NEVER
TAL2,0.0,False,NEVER
TALDO1,0.0,False,NEVER
TAMALIN,0.0,False,NEVER
TANGO2,0.0,False,NEVER
TANK,0.1667,False,BOUNDARY
TAOK1,0.0,False,NEVER
TAOK2,0.1667,False,BOUNDARY
TAOK3,0.0,False,NEVER
TAP1,0.0,False,NEVER
TAP2,0.0,False,NEVER
TAPBP,0.0,False,NEVER
TAPBPL,0.0,False,NEVER
TAPT1,0.0,False,NEVER
TARBP1,0.0,False,NEVER
TARBP2,0.0,False,NEVER
TARDBP,0.0,False,NEVER
TARS2,1.0,True,CORE
TARS3,0.0,False,NEVER
TAS2R14,0.0,False,NEVER
TAS2R20,0.0,False,NEVER
TAS2R5,0.0,False,NEVER
TASL,0.0,False,NEVER
TASOR,1.0,True,CORE
TASOR2,0.1333,False,BOUNDARY
TASP1,0.6,True,BOUNDARY
TATDN1,0.0,False,NEVER
TATDN2,0.9333,True,CORE
TATDN3,0.0,False,NEVER
TAX1BP1,0.0,False,NEVER
TAX1BP3,0.0,False,NEVER
TBC1D1,0.0,False,NEVER
TBC1D10A,1.0,True,CORE
TBC1D10B,0.0,False,NEVER
TBC1D10C,0.0,False,NEVER
TBC1D13,0.0,False,NEVER
TBC1D14,0.8333,True,BOUNDARY
TBC1D15,0.0,False,NEVER
TBC1D16,0.0,False,NEVER
TBC1D17,0.0,False,NEVER
TBC1D19,0.0,False,NEVER
TBC1D2,0.0,False,NEVER
TBC1D20,0.0,False,NEVER
TBC1D22A,0.0,False,NEVER
TBC1D22B,0.0,False,NEVER
TBC1D23,0.0,False,NEVER
TBC1D24,0.0,False,NEVER
TBC1D25,0.0,False,NEVER
TBC1D2B,0.0,False,NEVER
TBC1D31,0.6,True,BOUNDARY
TBC1D32,0.0,False,NEVER
TBC1D3B,0.0,False,NEVER
TBC1D3L,0.0,False,NEVER
TBC1D4,0.0,False,NEVER
TBC1D5,0.0,False,NEVER
TBC1D7,0.0,False,NEVER
TBC1D8,0.0,False,NEVER
TBC1D9B,0.2,False,BOUNDARY
TBCA,0.0,False,NEVER
TBCCD1,0.0,False,NEVER
TBCEL,0.0,False,NEVER
TBCK,0.0,False,NEVER
TBK1,0.0,False,NEVER
TBKBP1,0.0,False,NEVER
TBL1X,0.6667,True,BOUNDARY
TBL1XR1,1.0,True,CORE
TBL2,0.0,False,NEVER
TBP,0.0,False,NEVER
TBPL1,0.6,True,BOUNDARY
TBPL2,0.0,False,NEVER
TBR1,0.0,False,NEVER
TBRG1,0.2,False,BOUNDARY
TBRG4,0.0,False,NEVER
TBX1,0.0,False,NEVER
TBX10,0.0,False,NEVER
TBX15,0.0,False,NEVER
TBX18,0.0,False,NEVER
TBX19,0.0,False,NEVER
TBX2,0.0,False,NEVER
TBX20,0.0,False,NEVER
TBX21,1.0,True,CORE
TBX22,0.0,False,NEVER
TBX3,0.0,False,NEVER
TBX4,0.0,False,NEVER
TBX5,0.0,False,NEVER
TBX6,0.0,False,NEVER
TBXA2R,0.0,False,NEVER
TBXAS1,0.0,False,NEVER
TC2N,0.0,False,NEVER
TCAF1,0.0,False,NEVER
TCAF2,0.0,False,NEVER
TCAIM,0.0,False,NEVER
TCAP,0.0,False,NEVER
TCEA1,0.0,False,NEVER
TCEA2,0.0,False,NEVER
TCEA3,0.0,False,NEVER
TCEAL1,1.0,True,CORE
TCEAL2,0.0,False,NEVER
TCEAL3,0.8333,True,BOUNDARY
TCEAL4,0.0,False,NEVER
TCEAL8,0.0,False,NEVER
TCEAL9,0.0,False,NEVER
TCEANC,0.0,False,NEVER
TCEANC2,0.0,False,NEVER
TCF12,0.0,False,NEVER
TCF15,0.0,False,NEVER
TCF19,0.0,False,NEVER
TCF20,0.0,False,NEVER
TCF21,0.0,False,NEVER
TCF23,0.0,False,NEVER
TCF24,0.0,False,NEVER
TCF25,0.0,False,NEVER
TCF3,0.0,False,NEVER
TCF4,0.0,False,NEVER
TCF7,0.0,False,NEVER
TCF7L1,0.0,False,NEVER
TCF7L2,0.0,False,NEVER
TCFL5,0.2,False,BOUNDARY
TCHP,0.0,False,NEVER
TCIM,0.0,False,NEVER
TCIRG1,0.0,False,NEVER
TCL1A,0.0,False,NEVER
TCP11L1,0.0,False,NEVER
TCP11L2,0.0,False,NEVER
TCTA,0.0,False,NEVER
TCTN1,0.0,False,NEVER
TCTN2,0.0,False,NEVER
TCTN3,0.0,False,NEVER
TDG,0.0,False,NEVER
TDP1,0.0,False,NEVER
TDP2,0.0,False,NEVER
TDRD3,0.0,False,NEVER
TDRD7,0.0,False,NEVER
TDRKH,0.0,False,NEVER
TEAD1,0.0,False,NEVER
TEAD2,0.0,False,NEVER
TEAD3,0.0,False,NEVER
TEAD4,0.4,False,BOUNDARY
TEC,0.0,False,NEVER
TECPR1,0.0,False,NEVER
TECPR2,0.0,False,NEVER
TECR,0.0,False,NEVER
TEDC1,0.1333,False,BOUNDARY
TEDC2,0.1667,False,BOUNDARY
TEF,0.0,False,NEVER
TEFM,0.6333,True,BOUNDARY
TEN1,0.0,False,NEVER
TENM4,0.0,False,NEVER
TENT2,1.0,True,CORE
TENT4A,0.0,False,NEVER
TENT4B,0.0,False,NEVER
TENT5A,0.0,False,NEVER
TENT5C,1.0,True,CORE
TEP1,0.6667,True,BOUNDARY
TEPSIN,0.0,False,NEVER
TERB1,0.0,False,NEVER
TERF1,0.0,False,NEVER
TERF2IP,0.0,False,NEVER
TERT,0.0,False,NEVER
TES,0.0,False,NEVER
TESC,0.0,False,NEVER
TESK1,0.0,False,NEVER
TESK2,0.6,True,BOUNDARY
TESMIN,0.0,False,NEVER
TESPA1,1.0,True,CORE
TET2,1.0,True,CORE
TET3,0.0,False,NEVER
TEX2,0.0,False,NEVER
TEX22,0.0,False,NEVER
TEX261,0.0,False,NEVER
TEX264,0.0,False,NEVER
TEX30,0.0,False,NEVER
TEX56P,0.0,False,NEVER
TF,0.0,False,NEVER
TFAM,1.0,True,CORE
TFAP2A,0.0,False,NEVER
TFAP2B,0.0,False,NEVER
TFAP2C,0.0,False,NEVER
TFAP2D,0.0,False,NEVER
TFAP2E,0.0,False,NEVER
TFAP4,0.8333,True,BOUNDARY
TFB1M,0.8333,True,BOUNDARY
TFB2M,0.0,False,NEVER
TFCP2,0.0,False,NEVER
TFCP2L1,0.0,False,NEVER
TFDP1,0.5,True,BOUNDARY
TFDP2,0.0,False,NEVER
TFDP3,0.0,False,NEVER
TFE3,0.0,False,NEVER
TFEB,0.0,False,NEVER
TFEC,0.0,False,NEVER
TFF3,0.0,False,NEVER
TFG,1.0,True,CORE
TFIP11,0.0,False,NEVER
TFPI,0.0,False,NEVER
TFPT,0.0,False,NEVER
TG,0.0,False,NEVER
TGDS,0.0,False,NEVER
TGFA,0.0,False,NEVER
TGFB1,0.0,False,NEVER
TGFB3,0.0,False,NEVER
TGFBI,0.0,False,NEVER
TGFBR2,0.0,False,NEVER
TGFBR3,0.0,False,NEVER
TGFBRAP1,0.3,True,BOUNDARY
TGIF1,0.2,False,BOUNDARY
TGIF2,1.0,True,CORE
TGIF2-RAB5IF,0.0,False,NEVER
TGIF2LX,0.0,False,NEVER
TGIF2LY,0.0,False,NEVER
TGM1,0.0,False,NEVER
TGOLN2,0.0,False,NEVER
TGS1,0.0,False,NEVER
THADA,0.0,False,NEVER
THAP10,0.0,False,NEVER
THAP11,1.0,True,CORE
THAP12,0.0,False,NEVER
THAP2,0.0,False,NEVER
THAP3,0.0,False,NEVER
THAP5,0.8,True,BOUNDARY
THAP6,0.0,False,NEVER
THAP7,0.0,False,NEVER
THAP8,0.0,False,NEVER
THAP9,0.0,False,NEVER
THBS1,0.0,False,NEVER
THBS3,0.0,False,NEVER
THBS4,0.0,False,NEVER
THEM4,0.0,False,NEVER
THEM5,0.0,False,NEVER
THEM6,0.0,False,NEVER
THEMIS,0.0,False,NEVER
THEMIS2,0.0,False,NEVER
THG1L,0.0,False,NEVER
THNSL1,0.0,False,NEVER
THOC6,0.0,False,NEVER
THOC7,0.0,False,NEVER
THOP1,0.0,False,NEVER
THRA,0.8333,True,BOUNDARY
THRAP3,1.0,True,CORE
THRB,0.0,False,NEVER
THTPA,0.0,False,NEVER
THUMPD1,0.0,False,NEVER
THUMPD2,0.0,False,NEVER
THUMPD3,0.0,False,NEVER
THY1,0.0,False,NEVER
THYN1,0.0,False,NEVER
TIA1,1.0,True,CORE
TIAL1,1.0,True,CORE
TIAM1,0.0,False,NEVER
TICAM1,0.0,False,NEVER
TIFA,0.0,False,NEVER
TIGAR,0.8333,True,BOUNDARY
TIGD1,0.0,False,NEVER
TIGD2,0.0,False,NEVER
TIGD3,0.0,False,NEVER
TIGD4,0.0,False,NEVER
TIGD5,0.0,False,NEVER
TIGD6,0.0,False,NEVER
TIGD7,0.0,False,NEVER
TIGIT,0.0,False,NEVER
TIMD4,0.0,False,NEVER
TIMM10,0.8333,True,BOUNDARY
TIMM10B,0.0,False,NEVER
TIMM13,0.0,False,NEVER
TIMM17A,0.0,False,NEVER
TIMM17B,0.0,False,NEVER
TIMM21,0.0,False,NEVER
TIMM23,0.0,False,NEVER
TIMM29,0.0,False,NEVER
TIMM50,0.0,False,NEVER
TIMM8A,0.0,False,NEVER
TIMM8B,0.1667,False,BOUNDARY
TIMM9,0.0,False,NEVER
TIMMDC1,1.0,True,CORE
TIMP1,0.3333,False,BOUNDARY
TIMP2,0.0,False,NEVER
TIMP3,0.0,False,NEVER
TIPARP,0.5,True,BOUNDARY
TIPRL,1.0,True,CORE
TIRAP,0.0,False,NEVER
TJAP1,0.0,False,NEVER
TJP3,0.0,False,NEVER
TK1,0.0,False,NEVER
TK2,0.0,False,NEVER
TKFC,0.0,False,NEVER
TKT,0.0,False,NEVER
TKTL1,0.0,False,NEVER
TLCD1,0.0,False,NEVER
TLCD3A,0.0,False,NEVER
TLCD5,0.0,False,NEVER
TLDC2,0.0,False,NEVER
TLE1,0.0,False,NEVER
TLE2,0.0,False,NEVER
TLE4,0.0,False,NEVER
TLE5,0.0,False,NEVER
TLK1,0.0,False,NEVER
TLK2,0.0,False,NEVER
TLN1,0.3333,False,BOUNDARY
TLN2,0.0,False,NEVER
TLNRD1,0.0,False,NEVER
TLR1,0.0,False,NEVER
TLR2,0.0,False,NEVER
TLR5,0.0,False,NEVER
TLR6,0.0,False,NEVER
TLX1,0.0,False,NEVER
TLX2,0.0,False,NEVER
TLX3,0.0,False,NEVER
TM2D1,1.0,True,CORE
TM2D2,0.0,False,NEVER
TM2D3,0.0,False,NEVER
TM4SF1,0.0,False,NEVER
TM6SF1,0.0,False,NEVER
TM7SF2,0.0,False,NEVER
TM7SF3,0.0,False,NEVER
TM9SF2,0.0,False,NEVER
TM9SF3,0.6667,True,BOUNDARY
TM9SF4,0.0,False,NEVER
TMA7,0.0,False,NEVER
TMBIM1,0.0,False,NEVER
TMBIM4,0.0,False,NEVER
TMBIM6,0.0,False,NEVER
TMC5,0.0,False,NEVER
TMC6,0.0,False,NEVER
TMC8,0.0,False,NEVER
TMCC1,0.0,False,NEVER
TMCC2,0.0,False,NEVER
TMCC3,0.0,False,NEVER
TMCO1,0.0,False,NEVER
TMCO3,0.0,False,NEVER
TMCO4,0.0,False,NEVER
TMCO6,0.0,False,NEVER
TMED1,0.0,False,NEVER
TMED10,0.8333,True,BOUNDARY
TMED2,1.0,True,CORE
TMED3,0.2,False,BOUNDARY
TMED4,0.8,True,BOUNDARY
TMED5,0.0,False,NEVER
TMED6,0.0,False,NEVER
TMED7,0.0,False,NEVER
TMED8,0.0,False,NEVER
TMED9,0.3333,False,BOUNDARY
TMEM101,0.0,False,NEVER
TMEM102,0.0,False,NEVER
TMEM104,0.0,False,NEVER
TMEM106A,0.0,False,NEVER
TMEM106B,0.0,False,NEVER
TMEM106C,0.0,False,NEVER
TMEM107,0.0,False,NEVER
TMEM109,0.0,False,NEVER
TMEM11,0.0,False,NEVER
TMEM115,0.0,False,NEVER
TMEM116,0.0,False,NEVER
TMEM117,0.0,False,NEVER
TMEM119,0.0,False,NEVER
TMEM120A,0.0,False,NEVER
TMEM120B,0.0,False,NEVER
TMEM121,0.0,False,NEVER
TMEM123,1.0,True,CORE
TMEM126A,0.0,False,NEVER
TMEM126B,1.0,True,CORE
TMEM127,0.0,False,NEVER
TMEM128,0.0,False,NEVER
TMEM131,0.8,True,BOUNDARY
TMEM131L,1.0,True,CORE
TMEM134,0.0,False,NEVER
TMEM135,0.0,False,NEVER
TMEM138,0.0,False,NEVER
TMEM140,1.0,True,CORE
TMEM141,0.0,False,NEVER
TMEM143,0.0,False,NEVER
TMEM147,0.0,False,NEVER
TMEM14A,0.0,False,NEVER
TMEM14B,0.0,False,NEVER
TMEM14C,0.0,False,NEVER
TMEM150A,0.0,False,NEVER
TMEM154,0.0,False,NEVER
TMEM156,0.0,False,NEVER
TMEM160,0.0,False,NEVER
TMEM161A,0.0,False,NEVER
TMEM161B,0.0,False,NEVER
TMEM164,0.0,False,NEVER
TMEM165,0.0,False,NEVER
TMEM167A,1.0,True,CORE
TMEM167B,0.0,False,NEVER
TMEM168,0.0,False,NEVER
TMEM169,0.0,False,NEVER
TMEM170A,0.0,False,NEVER
TMEM170B,0.0,False,NEVER
TMEM175,0.0,False,NEVER
TMEM176B,0.0,False,NEVER
TMEM177,0.0,False,NEVER
TMEM178B,0.0,False,NEVER
TMEM179B,0.0,False,NEVER
TMEM18,0.0,False,NEVER
TMEM181,0.0,False,NEVER
TMEM182,0.0,False,NEVER
TMEM183A,0.0,False,NEVER
TMEM184B,0.3333,False,BOUNDARY
TMEM184C,0.0,False,NEVER
TMEM185A,0.6,True,BOUNDARY
TMEM185B,0.0,False,NEVER
TMEM186,0.0,False,NEVER
TMEM187,0.0,False,NEVER
TMEM19,0.0,False,NEVER
TMEM191B,0.0,False,NEVER
TMEM192,0.0,False,NEVER
TMEM199,0.0,False,NEVER
TMEM200A,0.0,False,NEVER
TMEM201,0.0,False,NEVER
TMEM203,0.0,False,NEVER
TMEM204,0.0,False,NEVER
TMEM205,1.0,True,CORE
TMEM208,0.0,False,NEVER
TMEM209,0.0,False,NEVER
TMEM214,1.0,True,CORE
TMEM216,0.0,False,NEVER
TMEM217,0.0,False,NEVER
TMEM218,0.0,False,NEVER
TMEM219,0.0,False,NEVER
TMEM220,0.0,False,NEVER
TMEM222,0.0,False,NEVER
TMEM223,0.0,False,NEVER
TMEM229B,0.0,False,NEVER
TMEM230,0.0,False,NEVER
TMEM231,0.0,False,NEVER
TMEM234,0.1667,False,BOUNDARY
TMEM237,0.0,False,NEVER
TMEM238,0.0,False,NEVER
TMEM241,0.0,False,NEVER
TMEM242,0.0,False,NEVER
TMEM243,0.0,False,NEVER
TMEM245,0.6667,True,BOUNDARY
TMEM248,0.0,False,NEVER
TMEM25,0.0,False,NEVER
TMEM250,0.0,False,NEVER
TMEM254,0.4,False,BOUNDARY
TMEM255A,0.0,False,NEVER
TMEM256,0.0,False,NEVER
TMEM258,0.0,False,NEVER
TMEM259,0.0,False,NEVER
TMEM260,0.0,False,NEVER
TMEM263,1.0,True,CORE
TMEM265,1.0,True,CORE
TMEM267,0.0,False,NEVER
TMEM268,0.0,False,NEVER
TMEM273,0.0,False,NEVER
TMEM30A,1.0,True,CORE
TMEM30B,0.0,False,NEVER
TMEM33,0.6667,True,BOUNDARY
TMEM35B,0.0,False,NEVER
TMEM38B,0.0,False,NEVER
TMEM39A,0.0667,False,FRAGILE
TMEM39B,0.0,False,NEVER
TMEM40,0.0,False,NEVER
TMEM41A,0.0,False,NEVER
TMEM41B,0.0,False,NEVER
TMEM42,0.0,False,NEVER
TMEM43,0.0,False,NEVER
TMEM44,0.6,True,BOUNDARY
TMEM45A,0.0,False,NEVER
TMEM45B,0.0,False,NEVER
TMEM50A,0.0,False,NEVER
TMEM50B,0.0,False,NEVER
TMEM53,0.0,False,NEVER
TMEM54,0.0,False,NEVER
TMEM59,0.0,False,NEVER
TMEM60,0.0,False,NEVER
TMEM62,0.0,False,NEVER
TMEM63A,0.0,False,NEVER
TMEM63B,0.0,False,NEVER
TMEM63C,0.0,False,NEVER
TMEM64,0.0,False,NEVER
TMEM65,0.0,False,NEVER
TMEM67,0.0,False,NEVER
TMEM68,0.0,False,NEVER
TMEM69,0.0,False,NEVER
TMEM70,0.0,False,NEVER
TMEM71,0.0,False,NEVER
TMEM79,0.8333,True,BOUNDARY
TMEM80,0.0,False,NEVER
TMEM81,0.0,False,NEVER
TMEM86A,0.6,True,BOUNDARY
TMEM86B,0.0,False,NEVER
TMEM87A,0.0,False,NEVER
TMEM87B,0.5,True,BOUNDARY
TMEM88,0.0,False,NEVER
TMEM8B,0.0,False,NEVER
TMEM9,0.0,False,NEVER
TMEM91,0.0,False,NEVER
TMEM94,0.0,False,NEVER
TMEM97,0.0,False,NEVER
TMEM98,0.0,False,NEVER
TMEM9B,0.0,False,NEVER
TMF1,0.0,False,NEVER
TMIE,0.0,False,NEVER
TMIGD2,0.0,False,NEVER
TMLHE,0.0,False,NEVER
TMOD2,0.0,False,NEVER
TMOD3,0.0,False,NEVER
TMPO,0.0,False,NEVER
TMPPE,0.0,False,NEVER
TMPRSS13,0.0,False,NEVER
TMPRSS3,0.0,False,NEVER
TMPRSS5,0.0,False,NEVER
TMPRSS6,0.0,False,NEVER
TMSB10,0.0,False,NEVER
TMSB15B,0.0,False,NEVER
TMSB4X,0.0,False,NEVER
TMSB4Y,0.0,False,NEVER
TMT1A,0.0,False,NEVER
TMTC2,0.0,False,NEVER
TMTC3,0.0,False,NEVER
TMTC4,0.0,False,NEVER
TMUB1,0.0,False,NEVER
TMUB2,0.0,False,NEVER
TMX1,1.0,True,CORE
TMX2,0.6667,True,BOUNDARY
TMX3,0.0,False,NEVER
TMX4,0.0,False,NEVER
TNF,0.0,False,NEVER
TNFAIP1,0.0,False,NEVER
TNFAIP3,0.0667,False,FRAGILE
TNFAIP6,0.0,False,NEVER
TNFAIP8,0.0,False,NEVER
TNFAIP8L1,0.0,False,NEVER
TNFAIP8L2,0.0,False,NEVER
TNFRSF10A,0.0,False,NEVER
TNFRSF10B,1.0,True,CORE
TNFRSF10D,0.0,False,NEVER
TNFRSF11A,0.0,False,NEVER
TNFRSF12A,0.0,False,NEVER
TNFRSF13B,0.0,False,NEVER
TNFRSF13C,0.0,False,NEVER
TNFRSF14,0.0,False,NEVER
TNFRSF18,0.0,False,NEVER
TNFRSF1A,0.3333,False,BOUNDARY
TNFRSF1B,0.0,False,NEVER
TNFRSF21,0.0,False,NEVER
TNFRSF25,0.0,False,NEVER
TNFRSF4,0.0,False,NEVER
TNFRSF8,0.0,False,NEVER
TNFRSF9,0.0,False,NEVER
TNFSF10,0.0,False,NEVER
TNFSF11,0.0,False,NEVER
TNFSF12-TNFSF13,0.0,False,NEVER
TNFSF13,0.0,False,NEVER
TNFSF13B,0.0,False,NEVER
TNFSF14,0.0,False,NEVER
TNFSF4,0.0,False,NEVER
TNFSF8,0.0,False,NEVER
TNFSF9,0.0,False,NEVER
TNIK,0.0,False,NEVER
TNIP1,0.0,False,NEVER
TNIP2,0.0,False,NEVER
TNIP3,0.0,False,NEVER
TNK1,0.0,False,NEVER
TNK2,0.0,False,NEVER
TNKS,0.0,False,NEVER
TNKS1BP1,0.1,False,BOUNDARY
TNKS2,0.0,False,NEVER
TNNC1,0.0,False,NEVER
TNNC2,0.0,False,NEVER
TNPO1,1.0,True,CORE
TNPO2,0.0,False,NEVER
TNPO3,0.0,False,NEVER
TNRC18,0.0,False,NEVER
TNRC6A,0.8333,True,BOUNDARY
TNRC6B,0.0,False,NEVER
TNS1,0.0,False,NEVER
TNS3,0.0,False,NEVER
TNS4,0.0,False,NEVER
TOB1,0.0,False,NEVER
TOB2,0.0,False,NEVER
TOE1,0.0,False,NEVER
TOGARAM1,0.0,False,NEVER
TOLLIP,0.0,False,NEVER
TOM1,0.0,False,NEVER
TOM1L2,0.0,False,NEVER
TOMM20,0.0,False,NEVER
TOMM34,0.0,False,NEVER
TOMM40,0.0,False,NEVER
TOMM40L,0.0,False,NEVER
TOMM5,0.0,False,NEVER
TOMM6,0.0,False,NEVER
TOMM7,0.0,False,NEVER
TOMM70,0.1,False,BOUNDARY
TOP1MT,0.0,False,NEVER
TOP2B,0.8,True,BOUNDARY
TOP3B,0.0,False,NEVER
TOP6BL,0.0,False,NEVER
TOPBP1,0.0,False,NEVER
TOPORS,0.2,False,BOUNDARY
TOR1A,0.8,True,BOUNDARY
TOR1AIP1,0.0,False,NEVER
TOR1AIP2,0.0,False,NEVER
TOR1B,0.0,False,NEVER
TOR2A,0.0,False,NEVER
TOR3A,0.0,False,NEVER
TOR4A,0.0,False,NEVER
TOX,0.0,False,NEVER
TOX2,0.0,False,NEVER
TP53,0.0,False,NEVER
TP53BP1,0.0,False,NEVER
TP53BP2,0.0,False,NEVER
TP53I11,0.0,False,NEVER
TP53I13,0.0,False,NEVER
TP53INP1,0.0,False,NEVER
TP53INP2,1.0,True,CORE
TP53RK,0.8,True,BOUNDARY
TP53TG5,0.0,False,NEVER
TP63,0.0,False,NEVER
TP73,0.5,True,BOUNDARY
TPBG,0.0,False,NEVER
TPCN1,0.0,False,NEVER
TPCN2,0.0,False,NEVER
TPD52,0.6667,True,BOUNDARY
TPD52L1,0.0,False,NEVER
TPD52L2,0.0,False,NEVER
TPGS1,0.0,False,NEVER
TPGS2,0.0,False,NEVER
TPH1,0.0,False,NEVER
TPI1,0.0,False,NEVER
TPK1,0.1,False,BOUNDARY
TPM1,0.0,False,NEVER
TPM2,0.0,False,NEVER
TPM3,0.0,False,NEVER
TPM4,0.0,False,NEVER
TPMT,0.0,False,NEVER
TPP1,0.0,False,NEVER
TPP2,0.0,False,NEVER
TPPP,0.0,False,NEVER
TPR,0.0,False,NEVER
TPRA1,0.0,False,NEVER
TPRG1,0.0,False,NEVER
TPRG1L,0.6,True,BOUNDARY
TPRKB,0.1333,False,BOUNDARY
TPRN,0.0,False,NEVER
TPRX1,0.0,False,NEVER
TPST1,0.0,False,NEVER
TPST2,0.2667,False,BOUNDARY
TPT1,0.0,False,NEVER
TRA2A,0.0,False,NEVER
TRABD,0.0,False,NEVER
TRABD2A,0.0,False,NEVER
TRADD,0.2,False,BOUNDARY
TRAF1,0.0,False,NEVER
TRAF2,0.0,False,NEVER
TRAF3,1.0,True,CORE
TRAF3IP1,0.0,False,NEVER
TRAF3IP2,0.0,False,NEVER
TRAF3IP3,0.0,False,NEVER
TRAF4,0.0,False,NEVER
TRAF5,0.0,False,NEVER
TRAF6,0.3,False,BOUNDARY
TRAF7,0.0,False,NEVER
TRAFD1,0.0,False,NEVER
TRAK1,0.0,False,NEVER
TRAK2,0.0,False,NEVER
TRAM1,0.0,False,NEVER
TRAM2,0.0,False,NEVER
TRANK1,0.0,False,NEVER
TRAP1,0.0,False,NEVER
TRAPPC10,0.0,False,NEVER
TRAPPC11,0.0,False,NEVER
TRAPPC12,0.0,False,NEVER
TRAPPC13,1.0,True,CORE
TRAPPC14,0.0,False,NEVER
TRAPPC2,0.0,False,NEVER
TRAPPC2L,0.0,False,NEVER
TRAPPC3,0.1667,False,BOUNDARY
TRAPPC4,0.0,False,NEVER
TRAPPC6A,0.0,False,NEVER
TRAPPC6B,0.0,False,NEVER
TRAPPC8,0.0,False,NEVER
TRAPPC9,0.0,False,NEVER
TRAT1,0.0,False,NEVER
TRDMT1,0.0,False,NEVER
TREM1,0.0,False,NEVER
TREML1,0.0,False,NEVER
TREML2,0.0,False,NEVER
TRERF1,0.0,False,NEVER
TREX1,0.0,False,NEVER
TRIB1,0.0,False,NEVER
TRIB2,0.8333,True,BOUNDARY
TRIB3,0.0,False,NEVER
TRIM13,0.0,False,NEVER
TRIM14,0.8333,True,BOUNDARY
TRIM16,0.0,False,NEVER
TRIM17,0.0,False,NEVER
TRIM2,0.0,False,NEVER
TRIM21,0.2,False,BOUNDARY
TRIM22,0.0,False,NEVER
TRIM23,0.0,False,NEVER
TRIM24,0.0,False,NEVER
TRIM25,0.6,True,BOUNDARY
TRIM26,0.0,False,NEVER
TRIM27,0.0,False,NEVER
TRIM28,0.2,False,BOUNDARY
TRIM3,0.0,False,NEVER
TRIM32,0.0,False,NEVER
TRIM33,0.4,False,BOUNDARY
TRIM34,0.0,False,NEVER
TRIM35,0.0,False,NEVER
TRIM37,0.0,False,NEVER
TRIM38,0.0,False,NEVER
TRIM39,0.6,True,BOUNDARY
TRIM4,0.0,False,NEVER
TRIM41,0.0,False,NEVER
TRIM44,0.0,False,NEVER
TRIM46,0.0,False,NEVER
TRIM47,0.0,False,NEVER
TRIM5,0.0,False,NEVER
TRIM52,0.0,False,NEVER
TRIM56,0.0,False,NEVER
TRIM58,0.0,False,NEVER
TRIM59,0.0,False,NEVER
TRIM61,0.0,False,NEVER
TRIM62,0.0,False,NEVER
TRIM65,0.0,False,NEVER
TRIM66,0.0,False,NEVER
TRIM68,0.0,False,NEVER
TRIM69,0.0,False,NEVER
TRIM74,0.0,False,NEVER
TRIM8,0.0,False,NEVER
TRIO,0.0,False,NEVER
TRIP10,0.0,False,NEVER
TRIP11,0.0,False,NEVER
TRIP12,1.0,True,CORE
TRIP13,0.0,False,NEVER
TRIP4,0.0,False,NEVER
TRIP6,0.0,False,NEVER
TRIQK,0.0,False,NEVER
TRIR,0.0,False,NEVER
TRIT1,0.4,False,BOUNDARY
TRMO,0.0,False,NEVER
TRMT1,0.0,False,NEVER
TRMT10A,0.0,False,NEVER
TRMT10B,0.0,False,NEVER
TRMT10C,0.8333,True,BOUNDARY
TRMT11,0.0,False,NEVER
TRMT12,0.0,False,NEVER
TRMT13,0.0,False,NEVER
TRMT1L,0.0,False,NEVER
TRMT2A,0.0,False,NEVER
TRMT2B,0.0,False,NEVER
TRMT44,0.0,False,NEVER
TRMT6,0.0,False,NEVER
TRMT61A,0.5,True,BOUNDARY
TRMT61B,0.0,False,NEVER
TRMU,0.0,False,NEVER
TRNAU1AP,0.0,False,NEVER
TROAP,0.0,False,NEVER
