gene_symbol,source,disease,disease_id,score_or_phase,therapeutic_areas,immune,primary_rank,directionality_index,footprint_class
FOXN2,OpenTargets,lupus erythematosus,MONDO_0004670,0.0527209437894097,immune system disorder;musculoskeletal or connective tissue disease,True,1.0,0.9446640316205532,net_derepressed_on_KO
MGA,OpenTargets,B-cell chronic lymphocytic leukemia,MONDO_0004948,0.401521161711002,hematologic disorder;immune system disorder;cancer or benign tumor,True,2.0,0.9290322580645162,net_derepressed_on_KO
MGA,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.0347232167132923,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,2.0,0.9290322580645162,net_derepressed_on_KO
MGA,OpenTargets,leukemia,MONDO_0005059,0.0274823686386374,hematologic disorder;cancer or benign tumor,True,2.0,0.9290322580645162,net_derepressed_on_KO
MGA,ClinicalTrials,Acute Myeloid Leukemia,NCT00925873,PHASE3,,True,2.0,0.9290322580645162,net_derepressed_on_KO
MGA,ClinicalTrials,Breast Cancer; Colorectal Cancer; Head and Neck Cancer; Lung Cancer; Lymphoma; Prostate Cancer,NCT00963911,,,True,2.0,0.9290322580645162,net_derepressed_on_KO
ZNF274,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.0221569282547723,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,4.0,0.9140271493212668,net_derepressed_on_KO
ZNF274,OpenTargets,metastatic malignant neoplasm in the lymph nodes,MONDO_0005438,0.0064676474569822,hematologic disorder;immune system disorder;cancer or benign tumor,True,4.0,0.9140271493212668,net_derepressed_on_KO
ZNF274,OpenTargets,B-cell chronic lymphocytic leukemia,MONDO_0004948,0.0044349582562164,hematologic disorder;immune system disorder;cancer or benign tumor,True,4.0,0.9140271493212668,net_derepressed_on_KO
ZNF274,OpenTargets,acute lymphoblastic leukemia,MONDO_0004967,0.004250168328874,hematologic disorder;cancer or benign tumor,True,4.0,0.9140271493212668,net_derepressed_on_KO
ZNF274,OpenTargets,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,0.0034904764053555,"musculoskeletal or connective tissue disease;genetic, familial or congenital disease;hematologic disorder;immune system disorder;cancer or benign tumor",True,4.0,0.9140271493212668,net_derepressed_on_KO
TMEM131L,OpenTargets,vitiligo,MONDO_0008661,0.2593643530265156,immune system disorder;integumentary system disorder,True,5.0,0.912568306010929,net_derepressed_on_KO
THAP5,OpenTargets,polycythemia,MONDO_0005571,0.2075868093135385,immune system disorder;hematologic disorder;musculoskeletal or connective tissue disease,True,7.0,0.8881987577639752,net_derepressed_on_KO
THAP5,OpenTargets,type 1 diabetes mellitus,MONDO_0005147,0.1554109248050114,endocrine system disorder;immune system disorder;gastrointestinal disease;phenotype;nutritional or metabolic disease,True,7.0,0.8881987577639752,net_derepressed_on_KO
THAP5,OpenTargets,Crohn disease,MONDO_0005011,0.0023171739234534,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,7.0,0.8881987577639752,net_derepressed_on_KO
ZNF200,OpenTargets,tuberculosis,MONDO_0018076,0.0039801688833123,infectious disease,True,13.0,0.8677685950413223,net_derepressed_on_KO
ZNF200,OpenTargets,diffuse large B-cell lymphoma,MONDO_0018905,0.0,hematologic disorder;immune system disorder;cancer or benign tumor,True,13.0,0.8677685950413223,net_derepressed_on_KO
RFX1,OpenTargets,systemic lupus erythematosus,MONDO_0007915,0.0999010239110614,immune system disorder;urinary system disorder;musculoskeletal or connective tissue disease;phenotype,True,20.0,0.8470948012232415,net_derepressed_on_KO
RFX1,OpenTargets,type 1 diabetes mellitus,MONDO_0005147,0.0341861365583349,endocrine system disorder;immune system disorder;gastrointestinal disease;phenotype;nutritional or metabolic disease,True,20.0,0.8470948012232415,net_derepressed_on_KO
RFX1,OpenTargets,colitis,MONDO_0005292,0.0251314301185597,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,20.0,0.8470948012232415,net_derepressed_on_KO
RFX1,OpenTargets,autoimmune disease,MONDO_0007179,0.0238867672968382,immune system disorder,True,20.0,0.8470948012232415,net_derepressed_on_KO
RFX1,OpenTargets,HIV-1 infection,EFO_0000180,0.0194029423709468,infectious disease;reproductive system or breast disease,True,20.0,0.8470948012232415,net_derepressed_on_KO
RFX1,OpenTargets,nasopharyngeal carcinoma,MONDO_0015459,0.0188485725889197,infectious disease;respiratory or thoracic disease;gastrointestinal disease;cancer or benign tumor,True,20.0,0.8470948012232415,net_derepressed_on_KO
ERN1,OpenTargets,autoimmune disorder of central nervous system,MONDO_0000568,0.3672594985205035,nervous system disorder;immune system disorder,True,21.0,-0.841726618705036,net_reduced_on_KO
ERN1,OpenTargets,ulcerative colitis,MONDO_0005101,0.2796116971532715,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,21.0,-0.841726618705036,net_reduced_on_KO
ERN1,OpenTargets,Crohn disease,MONDO_0005011,0.278465900085364,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,21.0,-0.841726618705036,net_reduced_on_KO
ERN1,OpenTargets,psoriasis,MONDO_0005083,0.2762554532406019,"immune system disorder;integumentary system disorder;genetic, familial or congenital disease",True,21.0,-0.841726618705036,net_reduced_on_KO
ERN1,OpenTargets,ankylosing spondylitis,MONDO_0005306,0.2757010834585749,immune system disorder;musculoskeletal or connective tissue disease;phenotype,True,21.0,-0.841726618705036,net_reduced_on_KO
TRIM39,OpenTargets,nasopharyngeal carcinoma,MONDO_0015459,0.0550673983480205,infectious disease;respiratory or thoracic disease;gastrointestinal disease;cancer or benign tumor,True,24.0,-0.8320610687022901,net_reduced_on_KO
WASL,OpenTargets,asthma,MONDO_0004979,0.0498932803824347,phenotype;respiratory or thoracic disease,True,26.0,0.8319327731092437,net_derepressed_on_KO
WASL,OpenTargets,viral infectious disease,MONDO_0005108,0.0446891728134477,infectious disease,True,26.0,0.8319327731092437,net_derepressed_on_KO
WASL,OpenTargets,nasopharyngeal carcinoma,MONDO_0015459,0.0347405063403619,infectious disease;respiratory or thoracic disease;gastrointestinal disease;cancer or benign tumor,True,26.0,0.8319327731092437,net_derepressed_on_KO
PDIA6,OpenTargets,immune system disorder,MONDO_0005046,0.2173603782406585,immune system disorder,True,32.0,0.8168316831683168,net_derepressed_on_KO
PDIA6,OpenTargets,X-linked lymphoproliferative disease,Orphanet_2442,0.0552386370140244,"genetic, familial or congenital disease;immune system disorder",True,32.0,0.8168316831683168,net_derepressed_on_KO
PDIA6,OpenTargets,Familial hemophagocytic lymphohistiocytosis,Orphanet_540,0.0525400881084016,immune system disorder,True,32.0,0.8168316831683168,net_derepressed_on_KO
IFNGR2,OpenTargets,immunodeficiency 28,MONDO_0013953,0.7615600024066911,"genetic, familial or congenital disease;immune system disorder",True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency,Orphanet_319547,0.5620036592477067,immune system disorder,True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,chronic granulomatous disease,MONDO_0018305,0.5304446194897555,"genetic, familial or congenital disease;immune system disorder;hematologic disorder",True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,rheumatoid arthritis,MONDO_0008383,0.4801527342471714,musculoskeletal or connective tissue disease;immune system disorder;phenotype,True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,Crohn disease,MONDO_0005011,0.4784633251292103,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,inflammatory bowel disease,MONDO_0005265,0.4168671508174606,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,multiple sclerosis,MONDO_0005301,0.3486297059234381,nervous system disorder;immune system disorder,True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,psoriasis,MONDO_0005083,0.3317412639996683,"immune system disorder;integumentary system disorder;genetic, familial or congenital disease",True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,ankylosing spondylitis,MONDO_0005306,0.3296270619087303,immune system disorder;musculoskeletal or connective tissue disease;phenotype,True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,ulcerative colitis,MONDO_0005101,0.3296270619087303,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,Hodgkins lymphoma,MONDO_0004952,0.3049033801148789,hematologic disorder;infectious disease;cancer or benign tumor,True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,OpenTargets,Candidemia,EFO_1001282,0.2771848910135263,infectious disease,True,33.0,-0.8157894736842105,net_reduced_on_KO
IFNGR2,ClinicalTrials,Immune System Diseases,NCT01328548,,,True,33.0,-0.8157894736842105,net_reduced_on_KO
TMEM131,OpenTargets,primary thrombocytopenia,MONDO_0004680,0.2392781436888961,hematologic disorder;immune system disorder,True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,rheumatoid arthritis,MONDO_0008383,0.1968028252006849,musculoskeletal or connective tissue disease;immune system disorder;phenotype,True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,autoimmune disease,MONDO_0007179,0.1343773788321678,immune system disorder,True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,ulcerative colitis,MONDO_0005101,0.0532787869649466,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,Graves disease,MONDO_0005364,0.0299645945819785,endocrine system disorder;immune system disorder;phenotype,True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,Hashimoto thyroiditis,MONDO_0007699,0.0263706243607354,endocrine system disorder;immune system disorder,True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,myeloid sarcoma,MONDO_0006861,0.007391597093694,cancer or benign tumor;hematologic disorder;immune system disorder;musculoskeletal or connective tissue disease,True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,COVID-19,MONDO_0100096,0.003695798546847,infectious disease,True,34.0,0.8088235294117647,net_derepressed_on_KO
TMEM131,OpenTargets,systemic sclerosis,MONDO_0005100,0.0029566388374776,integumentary system disorder;immune system disorder;musculoskeletal or connective tissue disease;phenotype,True,34.0,0.8088235294117647,net_derepressed_on_KO
ZNF589,OpenTargets,metastatic malignant neoplasm in the lymph nodes,MONDO_0005438,0.011087395640541,hematologic disorder;immune system disorder;cancer or benign tumor,True,38.0,0.8,net_derepressed_on_KO
LIN37,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.003695798546847,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,41.0,0.7939110070257611,net_derepressed_on_KO
ELOC,OpenTargets,HIV infectious disease,MONDO_0005109,0.5879620631912417,infectious disease;reproductive system or breast disease,True,42.0,0.7897897897897898,net_derepressed_on_KO
BAHD1,OpenTargets,bacterial infectious disease,MONDO_0005113,0.0086645943709413,infectious disease,True,50.0,0.7769230769230769,net_derepressed_on_KO
BAHD1,OpenTargets,ulcerative colitis,MONDO_0005101,0.0081307568030634,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,50.0,0.7769230769230769,net_derepressed_on_KO
BAHD1,OpenTargets,colitis,MONDO_0005292,0.007391597093694,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,50.0,0.7769230769230769,net_derepressed_on_KO
BAHD1,OpenTargets,Sepsis,HP_0100806,0.007391597093694,phenotype,True,50.0,0.7769230769230769,net_derepressed_on_KO
GNPAT,OpenTargets,multiple sclerosis,MONDO_0005301,0.3591863932957481,nervous system disorder;immune system disorder,True,52.0,0.7748917748917749,net_derepressed_on_KO
EGLN1,OpenTargets,"erythrocytosis, familial, 3",MONDO_0012353,0.72888437837776,"genetic, familial or congenital disease;immune system disorder;hematologic disorder;musculoskeletal or connective tissue disease",True,55.0,0.7704918032786885,net_derepressed_on_KO
EGLN1,OpenTargets,autosomal dominant secondary polycythemia,EFO_0700057,0.470967546025886,"hematologic disorder;genetic, familial or congenital disease;immune system disorder;musculoskeletal or connective tissue disease",True,55.0,0.7704918032786885,net_derepressed_on_KO
EGLN1,OpenTargets,primary familial polycythemia due to EPO receptor mutation,MONDO_0007572,0.0825489092534119,"genetic, familial or congenital disease;immune system disorder;hematologic disorder;musculoskeletal or connective tissue disease",True,55.0,0.7704918032786885,net_derepressed_on_KO
EGLN1,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.0799770902146185,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,55.0,0.7704918032786885,net_derepressed_on_KO
UBE2G2,OpenTargets,primary thrombocytopenia,MONDO_0004680,0.0299092089834596,hematologic disorder;immune system disorder,True,56.0,0.7639198218262806,net_derepressed_on_KO
UBE2G2,OpenTargets,viral infectious disease,MONDO_0005108,0.014783194187388,infectious disease,True,56.0,0.7639198218262806,net_derepressed_on_KO
UBE2G2,OpenTargets,Zika virus infectious disease,MONDO_0018661,0.007391597093694,infectious disease,True,56.0,0.7639198218262806,net_derepressed_on_KO
UBE2G2,OpenTargets,lentivirus infection,MONDO_0022034,0.007391597093694,infectious disease,True,56.0,0.7639198218262806,net_derepressed_on_KO
NABP1,OpenTargets,multiple sclerosis,MONDO_0005301,0.220373354271399,nervous system disorder;immune system disorder,True,60.0,0.7579365079365079,net_derepressed_on_KO
NABP1,OpenTargets,hepatitis C virus infection,MONDO_0005231,0.0864634728191129,endocrine system disorder;hepatobiliary disorder;infectious disease;gastrointestinal disease,True,60.0,0.7579365079365079,net_derepressed_on_KO
NABP1,OpenTargets,bacterial infectious disease with sepsis,MONDO_0005229,0.0139812059027222,infectious disease,True,60.0,0.7579365079365079,net_derepressed_on_KO
NABP1,OpenTargets,psoriasis,MONDO_0005083,0.0131419852307029,"immune system disorder;integumentary system disorder;genetic, familial or congenital disease",True,60.0,0.7579365079365079,net_derepressed_on_KO
NABP1,OpenTargets,leukemia,MONDO_0005059,0.011087395640541,hematologic disorder;cancer or benign tumor,True,60.0,0.7579365079365079,net_derepressed_on_KO
P4HB,OpenTargets,dengue disease,MONDO_0005502,0.4657012837549237,infectious disease,True,63.0,0.7566909975669099,net_derepressed_on_KO
P4HB,OpenTargets,type 1 diabetes mellitus,MONDO_0005147,0.095857294822501,endocrine system disorder;immune system disorder;gastrointestinal disease;phenotype;nutritional or metabolic disease,True,63.0,0.7566909975669099,net_derepressed_on_KO
P4HB,ClinicalTrials,Ileostomy - Stoma; Inflammatory Bowel Diseases,NCT04916067,,,True,63.0,0.7566909975669099,net_derepressed_on_KO
ZNF507,OpenTargets,ankylosing spondylitis,MONDO_0005306,0.254872772085396,immune system disorder;musculoskeletal or connective tissue disease;phenotype,True,69.0,0.744,net_derepressed_on_KO
ZNF507,OpenTargets,respiratory tract infectious disorder,MONDO_0024355,0.2431319504037775,infectious disease;respiratory or thoracic disease,True,69.0,0.744,net_derepressed_on_KO
ZNF507,OpenTargets,acute tonsillitis,MONDO_0020686,0.2101450655381767,immune system disorder;respiratory or thoracic disease,True,69.0,0.744,net_derepressed_on_KO
ZNF507,OpenTargets,seasonal allergic rhinitis,MONDO_0005324,0.2075883733495313,respiratory or thoracic disease;immune system disorder,True,69.0,0.744,net_derepressed_on_KO
NCR3,OpenTargets,viral infectious disease,MONDO_0005108,0.3709490974563988,infectious disease,True,74.0,-0.7303370786516854,net_reduced_on_KO
NCR3,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.0689038747579889,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,74.0,-0.7303370786516854,net_reduced_on_KO
NCR3,OpenTargets,acute lymphoblastic leukemia,MONDO_0004967,0.061112012699665,hematologic disorder;cancer or benign tumor,True,74.0,-0.7303370786516854,net_reduced_on_KO
NCR3,OpenTargets,systemic lupus erythematosus,MONDO_0007915,0.0554616265205333,immune system disorder;urinary system disorder;musculoskeletal or connective tissue disease;phenotype,True,74.0,-0.7303370786516854,net_reduced_on_KO
NCR3,OpenTargets,acute promyelocytic leukemia,MONDO_0012883,0.0552988636782375,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,74.0,-0.7303370786516854,net_reduced_on_KO
NCR3,OpenTargets,AIDS,MONDO_0012268,0.0500661199558842,"immune system disorder;genetic, familial or congenital disease;infectious disease;reproductive system or breast disease",True,74.0,-0.7303370786516854,net_reduced_on_KO
NCR3,OpenTargets,malaria,MONDO_0005136,0.0457493601264748,hematologic disorder;infectious disease,True,74.0,-0.7303370786516854,net_reduced_on_KO
NCR3,OpenTargets,type 1 diabetes mellitus,MONDO_0005147,0.0437549570696614,endocrine system disorder;immune system disorder;gastrointestinal disease;phenotype;nutritional or metabolic disease,True,74.0,-0.7303370786516854,net_reduced_on_KO
TET2,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.753692747637316,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,immunodeficiency 75,MONDO_0030858,0.6903710849273939,"immune system disorder;genetic, familial or congenital disease",True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,chronic myelomonocytic leukemia,MONDO_0020311,0.6881479124733028,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,ebv-positive nodal t- and nk-cell lymphoma,EFO_0022910,0.6459179477412196,hematologic disorder;cancer or benign tumor,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,0.6194228388884143,"musculoskeletal or connective tissue disease;genetic, familial or congenital disease;hematologic disorder;immune system disorder;cancer or benign tumor",True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,myeloid leukemia,MONDO_0004643,0.6057827074405451,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,myeloproliferative neoplasm,MONDO_0020076,0.6022092976431681,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,monocytic leukemia,MONDO_0004600,0.5988246847350266,hematologic disorder;cancer or benign tumor,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,immune system disorder,MONDO_0005046,0.5749265896710787,immune system disorder,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,OpenTargets,neutropenia,MONDO_0001475,0.564898498088135,hematologic disorder;immune system disorder,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Acute Myeloid Leukemia; Untreated Adult Acute Myeloid Leukemia,NCT01802333,PHASE3,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Peripheral T-cell Lymphoma,NCT04480099,PHASE2,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Donor Lymphocyte Infusion; Peripheral Blood Stem Cell Transplantation; Relapse; Graft-versus-host Disease; Decitabine,NCT03771222,PHASE2,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Acute Myeloid Leukemia,NCT01546038,PHASE2,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Clonal Cytopenia of Undetermined Significance; High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements; Recurrent Diffuse Large B-Cell Lymphoma; Recurrent Hodgkin Lymphoma; Recurrent Lymphoma; Refractory Diffuse Large B-Cell Lymphoma; Refractory Lymphoma; Chronic Myelomonocytic Leukemia,NCT03418038,PHASE2,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Previously Untreated Relapsed Refractory Acute Myeloid Leukemia,NCT03013998,PHASE1; PHASE2,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,"Leukemia, Myeloid, Acute; Myeloid Dysplasia; Ovarian Epithelial Cancer",NCT06785077,,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Acute Myeloid Leukemia,NCT03918655,,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Diffuse Large B Cell Lymphoma,NCT06161896,,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Leukemia,NCT00900224,,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,T Cell Lymphoma,NCT05772728,,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Acute Myeloid Leukemia; IDH1 Gene Mutation; IDH2 Gene Mutation,NCT04369287,,,True,78.0,-0.7238493723849372,net_reduced_on_KO
TET2,ClinicalTrials,Giant Cell Arteritis; Temporal Arteritis; Clonal Hematopoiesis of Indeterminate Potential; Horton Disease; Systemic Vasculitis Primary,NCT06244069,,,True,78.0,-0.7238493723849372,net_reduced_on_KO
CDIPT,OpenTargets,COVID-19,MONDO_0100096,0.0227291610631091,infectious disease,True,85.0,0.7007481296758105,net_derepressed_on_KO
CDIPT,ClinicalTrials,HIV Infections,NCT00039741,PHASE2; PHASE3,,True,85.0,0.7007481296758105,net_derepressed_on_KO
GPAA1,OpenTargets,acute lymphoblastic leukemia,MONDO_0004967,0.063198155151084,hematologic disorder;cancer or benign tumor,True,96.0,0.6788990825688074,net_derepressed_on_KO
VPS13A,OpenTargets,acute tonsillitis,MONDO_0020686,0.2695287806281455,immune system disorder;respiratory or thoracic disease,True,97.0,0.6744186046511628,net_derepressed_on_KO
VPS13A,OpenTargets,mixed connective tissue disease,MONDO_0005854,0.2441386168375518,musculoskeletal or connective tissue disease;immune system disorder,True,97.0,0.6744186046511628,net_derepressed_on_KO
PHF20,OpenTargets,acute panmyelosis with myelofibrosis,MONDO_0019455,0.0341713533641475,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,98.0,-0.673469387755102,net_reduced_on_KO
PHF20,OpenTargets,autoimmune disease with susceptibility to mycobacterium tuberculosis,MONDO_0975847,0.0341713533641475,immune system disorder,True,98.0,-0.673469387755102,net_reduced_on_KO
PHF20,OpenTargets,Felty syndrome,MONDO_0007603,0.0337500323298069,musculoskeletal or connective tissue disease;immune system disorder;phenotype,True,98.0,-0.673469387755102,net_reduced_on_KO
PHF20,OpenTargets,"immunodeficiency 98 with autoinflammation, X-linked",MONDO_0024777,0.0334987180286213,"immune system disorder;genetic, familial or congenital disease",True,98.0,-0.673469387755102,net_reduced_on_KO
PHF20,OpenTargets,Fanconi anemia complementation group D1,MONDO_0011584,0.0331587045623114,"immune system disorder;hematologic disorder;genetic, familial or congenital disease;nutritional or metabolic disease;musculoskeletal or connective tissue disease;phenotype",True,98.0,-0.673469387755102,net_reduced_on_KO
FBXO11,OpenTargets,Burkitt lymphoma,MONDO_0007243,0.5342167989466651,"genetic, familial or congenital disease;hematologic disorder;immune system disorder;infectious disease;cancer or benign tumor",True,102.0,-0.6554307116104869,net_reduced_on_KO
ZNF35,OpenTargets,drug allergy,MONDO_0000775,0.1194408468038704,immune system disorder,True,103.0,-0.6545454545454545,net_reduced_on_KO
ZNF35,OpenTargets,systemic lupus erythematosus,MONDO_0007915,0.0022174791281082,immune system disorder;urinary system disorder;musculoskeletal or connective tissue disease;phenotype,True,103.0,-0.6545454545454545,net_reduced_on_KO
ZNF35,OpenTargets,myeloid sarcoma,MONDO_0006861,0.0022174791281082,cancer or benign tumor;hematologic disorder;immune system disorder;musculoskeletal or connective tissue disease,True,103.0,-0.6545454545454545,net_reduced_on_KO
SRR,OpenTargets,multiple sclerosis,MONDO_0005301,0.290317202317181,nervous system disorder;immune system disorder,True,106.0,0.6518946692357097,net_derepressed_on_KO
SRR,OpenTargets,Eczematoid dermatitis,HP_0000964,0.0674819410017589,phenotype,True,106.0,0.6518946692357097,net_derepressed_on_KO
SRR,ClinicalTrials,Rheumatoid Arthritis,NCT01034137,PHASE3,,True,106.0,0.6518946692357097,net_derepressed_on_KO
SRR,ClinicalTrials,Primary Immune Thrombocytopenia (ITP),NCT07476846,,,True,106.0,0.6518946692357097,net_derepressed_on_KO
TENT5C,OpenTargets,plasma cell myeloma,MONDO_0009693,0.5380099322269496,immune system disorder;hematologic disorder;cancer or benign tumor,True,111.0,0.6470588235294118,net_derepressed_on_KO
CCNA2,ClinicalTrials,Non-Hodgkin Lymphoma,NCT00026910,,,True,118.0,0.6345116836428999,net_derepressed_on_KO
CYTH3,OpenTargets,inflammatory bowel disease,MONDO_0005265,0.231724620847436,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,120.0,-0.6323529411764706,net_reduced_on_KO
CYTH3,OpenTargets,MPI-congenital disorder of glycosylation,MONDO_0011257,0.044353278360711,"cardiovascular disorder;genetic, familial or congenital disease;hematologic disorder;nutritional or metabolic disease;integumentary system disorder;immune system disorder;phenotype",True,120.0,-0.6323529411764706,net_reduced_on_KO
TXNL1,OpenTargets,ulcerative colitis,MONDO_0005101,0.2943526532459737,"immune system disorder;genetic, familial or congenital disease;gastrointestinal disease",True,126.0,0.623342175066313,net_derepressed_on_KO
TXNL1,OpenTargets,myalgic encephalomeyelitis/chronic fatigue syndrome,MONDO_0005404,0.1388119722769889,"immune system disorder;nervous system disorder;musculoskeletal or connective tissue disease;genetic, familial or congenital disease",True,126.0,0.623342175066313,net_derepressed_on_KO
TXNL1,OpenTargets,lymphatic system disorder,MONDO_0005833,0.1344634896148706,hematologic disorder;immune system disorder,True,126.0,0.623342175066313,net_derepressed_on_KO
UBE2E1,OpenTargets,ankylosing spondylitis,MONDO_0005306,0.2129846499834313,immune system disorder;musculoskeletal or connective tissue disease;phenotype,True,130.0,0.6131687242798354,net_derepressed_on_KO
UBE2E1,OpenTargets,herpes zoster,MONDO_0005609,0.1947397515828307,infectious disease;integumentary system disorder,True,130.0,0.6131687242798354,net_derepressed_on_KO
UBE2E1,OpenTargets,thyroiditis,MONDO_0004126,0.0719612960277236,endocrine system disorder,True,130.0,0.6131687242798354,net_derepressed_on_KO
UBE2E1,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.0651616507901672,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,130.0,0.6131687242798354,net_derepressed_on_KO
PPP6C,OpenTargets,acute myeloid leukemia,MONDO_0018874,0.2956125532123885,hematologic disorder;immune system disorder;cancer or benign tumor;musculoskeletal or connective tissue disease,True,133.0,0.6096866096866097,net_derepressed_on_KO
PPP6C,OpenTargets,plasma cell myeloma,MONDO_0009693,0.277938911969739,immune system disorder;hematologic disorder;cancer or benign tumor,True,133.0,0.6096866096866097,net_derepressed_on_KO
VHL,OpenTargets,Chuvash polycythemia,MONDO_0009892,0.7801546098006805,"hematologic disorder;genetic, familial or congenital disease;immune system disorder;musculoskeletal or connective tissue disease",True,141.0,0.6005056890012642,net_derepressed_on_KO
VHL,OpenTargets,Chuvash erythrocytosis,Orphanet_238557,0.7174086451802333,"genetic, familial or congenital disease;immune system disorder;hematologic disorder;musculoskeletal or connective tissue disease",True,141.0,0.6005056890012642,net_derepressed_on_KO
